entry_family,entry_variant_id,year,entry_event_count,entry_success_primary_precision,entry_future_50pct_high_120d_rate,median_missed_gain
price_hold_after_launch,hold_3d_close_above_ema20,2019,192,0.2916666666666667,0.11979166666666667,0.015139282
price_hold_after_launch,hold_3d_close_above_ema20,2020,131,0.3282442748091603,0.22900763358778625,0.030303001
price_hold_after_launch,hold_3d_close_above_ema20,2021,200,0.23,0.13,0.021333516
price_hold_after_launch,hold_3d_close_above_ema20,2022,266,0.17293233082706766,0.08270676691729323,0.017023087
price_hold_after_launch,hold_3d_close_above_ema20,2023,267,0.15355805243445692,0.06367041198501873,0.018561244
price_hold_after_launch,hold_3d_close_above_ema20,2024,19,0.42105263157894735,0.0,0.010426283
price_hold_after_launch,hold_3d_close_ge_launch_close,2017,1,1.0,1.0,0.00042665005
price_hold_after_launch,hold_3d_close_ge_launch_close,2018,7,0.14285714285714285,0.14285714285714285,0.008389235
price_hold_after_launch,hold_3d_close_ge_launch_close,2019,2,0.0,0.0,0.005313337
price_hold_after_launch,hold_3d_close_ge_launch_close,2020,9,0.3333333333333333,0.3333333333333333,0.013874054
price_hold_after_launch,hold_3d_close_ge_launch_close,2021,7,0.14285714285714285,0.14285714285714285,0.020944595
price_hold_after_launch,hold_3d_close_ge_launch_close,2022,30,0.4666666666666667,0.23333333333333334,0.021887064
price_hold_after_launch,hold_3d_close_ge_launch_close,2023,8,0.125,0.125,0.0019569397
price_hold_after_launch,hold_5d_close_above_median20,2017,26,0.23076923076923078,0.19230769230769232,0.024692714
price_hold_after_launch,hold_5d_close_above_median20,2018,32,0.09375,0.0625,0.012554169
price_hold_after_launch,hold_5d_close_above_median20,2019,50,0.26,0.16,0.020489514
price_hold_after_launch,hold_5d_close_above_median20,2020,35,0.37142857142857144,0.2857142857142857,0.024436116
price_hold_after_launch,hold_5d_close_above_median20,2021,60,0.23333333333333334,0.03333333333333333,0.018637896
price_hold_after_launch,hold_5d_close_above_median20,2022,56,0.19642857142857142,0.10714285714285714,0.02828753
price_hold_after_launch,hold_5d_close_above_median20,2023,56,0.14285714285714285,0.0,0.011896014
price_hold_after_launch,hold_5d_close_above_median20,2024,2,0.5,0.5,0.047352254
price_hold_after_launch,hold_5d_close_ge_launch_close,2017,1,0.0,0.0,0.009416223
price_hold_after_launch,hold_5d_close_ge_launch_close,2018,3,0.6666666666666666,0.3333333333333333,0.03433478
price_hold_after_launch,hold_5d_close_ge_launch_close,2020,1,0.0,0.0,0.00870645
price_hold_after_launch,hold_5d_close_ge_launch_close,2021,1,0.0,0.0,0.0071474314
price_hold_after_launch,hold_5d_close_ge_launch_close,2022,2,0.5,0.0,0.0059544146
pullback_hold_entry,pullback_3_8_contraction_upper_close,2017,5,0.8,0.4,0.045221806
pullback_hold_entry,pullback_3_8_contraction_upper_close,2018,18,0.05555555555555555,0.1111111111111111,0.08101481
pullback_hold_entry,pullback_3_8_contraction_upper_close,2019,10,0.2,0.2,0.062505364
pullback_hold_entry,pullback_3_8_contraction_upper_close,2020,16,0.375,0.3125,0.06493449
pullback_hold_entry,pullback_3_8_contraction_upper_close,2021,17,0.23529411764705882,0.23529411764705882,0.068264484
pullback_hold_entry,pullback_3_8_contraction_upper_close,2022,31,0.1935483870967742,0.0,0.0869565
pullback_hold_entry,pullback_3_8_contraction_upper_close,2023,12,0.25,0.08333333333333333,0.05840087
pullback_hold_entry,pullback_3_8_reclaim_ema20,2017,5,0.4,0.0,0.03859067
pullback_hold_entry,pullback_3_8_reclaim_ema20,2018,5,0.0,0.0,0.041666746
pullback_hold_entry,pullback_3_8_reclaim_ema20,2019,11,0.18181818181818182,0.18181818181818182,0.083123446
pullback_hold_entry,pullback_3_8_reclaim_ema20,2020,11,0.18181818181818182,0.2727272727272727,0.100075126
pullback_hold_entry,pullback_3_8_reclaim_ema20,2021,19,0.3157894736842105,0.10526315789473684,0.086829185
pullback_hold_entry,pullback_3_8_reclaim_ema20,2022,17,0.23529411764705882,0.058823529411764705,0.06964767
pullback_hold_entry,pullback_3_8_reclaim_ema20,2023,5,0.2,0.2,0.080167174
pullback_hold_entry,pullback_5_12_low_above_launch_low,2018,2,0.0,0.0,0.07636714
pullback_hold_entry,pullback_5_12_low_above_launch_low,2019,1,0.0,0.0,0.1758554
pullback_hold_entry,pullback_5_12_low_above_launch_low,2020,1,1.0,0.0,0.029348254
pullback_hold_entry,pullback_5_12_low_above_launch_low,2022,2,0.5,0.5,0.120839775
volume_confirmation_entry,volume_hold_3d,2017,43,0.37209302325581395,0.16279069767441862,0.013881445
volume_confirmation_entry,volume_hold_3d,2018,116,0.08620689655172414,0.06896551724137931,0.019496381
volume_confirmation_entry,volume_hold_3d,2019,97,0.26804123711340205,0.10309278350515463,0.015325785
volume_confirmation_entry,volume_hold_3d,2020,96,0.3229166666666667,0.25,0.03437805
volume_confirmation_entry,volume_hold_3d,2021,123,0.25203252032520324,0.13821138211382114,0.023771763
volume_confirmation_entry,volume_hold_3d,2022,196,0.21428571428571427,0.08673469387755102,0.018760085
volume_confirmation_entry,volume_hold_3d,2023,152,0.17105263157894737,0.07236842105263158,0.019974887
volume_confirmation_entry,volume_hold_3d,2024,11,0.36363636363636365,0.0,0.0071493387
volume_confirmation_entry,volume_hold_5d,2017,21,0.3333333333333333,0.19047619047619047,0.024691343
volume_confirmation_entry,volume_hold_5d,2018,20,0.15,0.15,0.015902817
volume_confirmation_entry,volume_hold_5d,2019,35,0.2857142857142857,0.17142857142857143,0.023255944
volume_confirmation_entry,volume_hold_5d,2020,26,0.38461538461538464,0.3076923076923077,0.022223651
volume_confirmation_entry,volume_hold_5d,2021,47,0.1702127659574468,0.0425531914893617,0.025886297
volume_confirmation_entry,volume_hold_5d,2022,42,0.23809523809523808,0.11904761904761904,0.027186096
volume_confirmation_entry,volume_hold_5d,2023,38,0.10526315789473684,0.0,0.01036644
volume_confirmation_entry,volume_hold_5d,2024,1,0.0,0.0,0.024491668
volume_confirmation_entry,volume_rank_money_jump_followthrough,2018,1,0.0,0.0,0.08820796
volume_confirmation_entry,volume_rank_money_jump_followthrough,2019,4,0.0,0.0,0.025158465
volume_confirmation_entry,volume_rank_money_jump_followthrough,2021,3,0.3333333333333333,0.3333333333333333,0.09381664
volume_confirmation_entry,volume_rank_money_jump_followthrough,2022,2,0.0,0.0,0.19826132
volume_confirmation_entry,volume_rank_money_jump_followthrough,2023,1,0.0,0.0,0.0032894611
volume_confirmation_entry,volume_second_money_rank_jump,2017,11,0.45454545454545453,0.2727272727272727,0.014450908
volume_confirmation_entry,volume_second_money_rank_jump,2018,11,0.0,0.0,0.05450344
volume_confirmation_entry,volume_second_money_rank_jump,2019,19,0.21052631578947367,0.15789473684210525,0.058685422
volume_confirmation_entry,volume_second_money_rank_jump,2020,10,0.5,0.3,0.051142335
volume_confirmation_entry,volume_second_money_rank_jump,2021,14,0.14285714285714285,0.2857142857142857,0.08297187
volume_confirmation_entry,volume_second_money_rank_jump,2022,14,0.07142857142857142,0.0,0.045232475
volume_confirmation_entry,volume_second_money_rank_jump,2023,18,0.16666666666666666,0.0,0.050996542
