lead_id,lead_name,primary_combo_family,lifecycle_bucket,formula_or_bin,direction,target_horizon,positive_label,baseline_scope,baseline_stock_day_count,stock_day_count,positive_stock_day_count,baseline_stock_day_precision,stock_day_precision,stock_day_lift,lead_future_50pct_precision,lead_future_100pct_240d_precision,unique_instrument_count,unique_instrument_year_count,positive_unique_instrument_count,positive_unique_instrument_year_count,distinct_year_count,distinct_industry_count,top1_industry_contribution,top1_instrument_contribution,top5_instrument_contribution,top1_episode_contribution,top5_episode_contribution,avg_lead_time_to_50pct_high,median_lead_time_to_50pct_high,avg_lead_time_to_50pct_close,avg_lead_time_to_100pct_high,trend_speed_not_fast_rate,repair_signal_rate,label_horizon_truncated_rate,observed_reference_overlap_rate,false_positive_stock_day_count,false_positive_rate,false_positive_avg_future_drawdown_120d,sparse_diagnostic,generalizable_entry_lead,path_explanation_only,diagnostic_only_not_p1_ready,recommended_next_phase,instrument_year_hit_rate,baseline_instrument_year_hit_rate,instrument_year_hit_lift,mean_trigger_count_per_instrument_year,median_trigger_count_per_instrument_year,p95_trigger_count_per_instrument_year,lead_trigger_event_count,positive_lead_trigger_event_count,dedup_trigger_event_precision,baseline_trigger_event_precision,dedup_trigger_event_lift,winner_episode_coverage,winner_episode_covered_count,winner_episode_denominator_count,stock_day_vs_dedup_lift_gap,qualified_lead,failure_reason,feature_name,bin_value,lead_type
p0_5_uni_ret5_p40_60,ret5,price_state,early_entry_discovery,ret5 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,40729,2995,0.09227356021744593,0.07353482776400108,0.7969219740813472,0.07353482776400108,0.03852291978688404,267,1309,190,414,8,28,0.2504849124702301,0.02303839732888147,0.0988313856427379,0.01302170283806344,0.05876460767946578,72.17362270450751,72.0,79.6832229580574,126.26400862068965,0.9989687937341943,0.7440153207788063,0.0,0.0,37734,0.9264651722359989,-0.12349824538029151,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret5,p40_60,univariate_primitive
p0_5_uni_ret5_p60_80,ret5,price_state,early_entry_discovery,ret5 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,33677,2943,0.09227356021744593,0.08738901921192506,0.9470645654723815,0.08738901921192506,0.04718353772604448,267,1337,189,406,8,28,0.17673783294236423,0.01563030920829086,0.07407407407407407,0.008834522595990485,0.036357458375807,71.25688073394495,72.0,78.36413641364136,128.1954242135367,0.9976838792053924,0.8516197998634083,0.0,0.0,30734,0.9126109807880749,-0.13335399526213904,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret5,p60_80,univariate_primitive
p0_5_uni_ret5_p80_90,ret5,price_state,early_entry_discovery,ret5 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,11727,1192,0.09227356021744593,0.10164577470793894,1.101569880563913,0.10164577470793894,0.05252835337255905,264,1226,174,331,8,28,0.13089451692675022,0.024328859060402684,0.10318791946308725,0.009228187919463088,0.03859060402684564,70.82969798657719,69.0,76.86983842010773,128.17412935323384,0.9924959495182059,0.9185639976123475,0.0,0.0,10535,0.8983542252920611,-0.15393018256453705,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret5,p80_90,univariate_primitive
p0_5_uni_ret5_p90_100,ret5,price_state,early_entry_discovery,ret5 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,6524,805,0.09227356021744593,0.12339055793991416,1.3372255026156996,0.12339055793991416,0.07112201103617413,262,1034,145,233,8,28,0.09932556713672594,0.0484472049689441,0.17515527950310558,0.012422360248447204,0.05341614906832298,68.39006211180124,69.0,73.78428761651132,124.78378378378379,0.9471183323114654,0.8586756591048437,0.0,0.0,5719,0.8766094420600858,-0.18367735594064413,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret5,p90_100,univariate_primitive
p0_5_uni_ret10_p0_10,ret10,price_state,early_entry_discovery,ret10 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,16805,2460,0.09227356021744593,0.14638500446295746,1.5864241513819992,0.14638500446295746,0.08211841713775662,264,1135,186,389,8,28,0.11252603391847664,0.01991869918699187,0.09065040650406504,0.006910569105691057,0.031300813008130084,73.22357723577235,73.0,78.76609724047306,129.29554655870444,0.9995239512049985,0.5248437964891401,0.0,0.0,14345,0.8536149955370426,-0.1649156600392144,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p0_10,univariate_primitive
p0_5_uni_ret10_p10_20,ret10,price_state,early_entry_discovery,ret10 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,18027,1781,0.09227356021744593,0.09879625006934044,1.0706886115212588,0.09879625006934044,0.054640261829478,268,1211,189,392,8,28,0.1378487823819826,0.023020774845592364,0.09264458169567659,0.00673778775968557,0.030320044918585063,72.97024143739472,73.0,80.60591430295715,133.9073482428115,0.99933433183558,0.6246186276141343,0.0,0.0,16246,0.9012037499306595,-0.15257945451365867,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p10_20,univariate_primitive
p0_5_uni_ret10_p20_40,ret10,price_state,early_entry_discovery,ret10 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,40230,3388,0.09227356021744593,0.08421575938354461,0.9126748679154373,0.08421575938354461,0.044891871737509324,268,1271,193,412,8,28,0.1695998011434253,0.02066115702479339,0.089728453364817,0.011511216056670602,0.048406139315230225,71.00826446280992,72.0,78.61757105943153,128.3181818181818,0.9996271439224459,0.6932885906040268,0.0,0.0,36842,0.9157842406164554,-0.13738992669961567,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p20_40,univariate_primitive
p0_5_uni_ret10_p40_60,ret10,price_state,early_entry_discovery,ret10 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,40553,3079,0.09227356021744593,0.07592533228121225,0.8228286857285174,0.07592533228121225,0.038665450151653395,267,1293,183,381,8,28,0.25063497151875325,0.023384215654433257,0.09158817797986359,0.016888600194868465,0.0630074699577785,71.38194218902241,72.0,80.02387740555952,127.81535269709543,0.9995314773259685,0.773259684856854,0.0,0.0,37474,0.9240746677187878,-0.12263924326107695,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p40_60,univariate_primitive
p0_5_uni_ret10_p60_80,ret10,price_state,early_entry_discovery,ret10 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,32559,2787,0.09227356021744593,0.08559845204091035,0.9276595791816697,0.08559845204091035,0.044841672041524616,268,1302,187,377,8,28,0.17715531803802329,0.025475421600287047,0.10082526013634732,0.00897021887334051,0.03982777179763186,72.04449228561177,73.0,78.087835211815,123.31763417305586,0.9981264780859364,0.89793912589453,0.0,0.0,29772,0.9144015479590897,-0.13526948699992214,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p60_80,univariate_primitive
p0_5_uni_ret10_p80_90,ret10,price_state,early_entry_discovery,ret10 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,10347,959,0.09227356021744593,0.092683869720692,1.0044466638360887,0.092683869720692,0.0493862955446023,263,1157,153,265,8,28,0.12525369672368802,0.027111574556830033,0.09906152241918666,0.011470281543274244,0.05005213764337852,69.2221063607925,71.0,74.4247191011236,131.40579710144928,0.9904320092780516,0.9249057697883445,0.0,0.0,9388,0.907316130279308,-0.15657380515308936,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p80_90,univariate_primitive
p0_5_uni_ret10_p90_100,ret10,price_state,early_entry_discovery,ret10 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,4646,602,0.09227356021744593,0.1295738269479122,1.4042356948465722,0.1295738269479122,0.08071459319845029,253,807,108,152,8,28,0.10180800688764528,0.0664451827242525,0.2574750830564784,0.024916943521594685,0.08471760797342193,67.77574750830564,68.0,73.57218309859155,119.31178707224335,0.9007748600947051,0.7970297029702971,0.0,0.0,4044,0.8704261730520878,-0.19045816397096985,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret10,p90_100,univariate_primitive
p0_5_uni_ret20_p0_10,ret20,price_state,early_entry_discovery,ret20 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,18683,2720,0.09227356021744593,0.14558689717925385,1.5777747909170639,0.14558689717925385,0.08376599047262218,264,1073,171,358,8,28,0.1076379596424557,0.025735294117647058,0.10404411764705883,0.008088235294117648,0.03308823529411765,72.87242647058824,72.0,78.96335697399527,129.31967943009795,1.0,0.5074131563453407,0.0,0.0,15963,0.8544131028207461,-0.16599524849831818,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p0_10,univariate_primitive
p0_5_uni_ret20_p10_20,ret20,price_state,early_entry_discovery,ret20 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,20204,2008,0.09227356021744593,0.09938626014650564,1.0770827516820463,0.09938626014650564,0.054989111067115425,265,1201,180,359,8,28,0.1415066323500297,0.02091633466135458,0.09412350597609562,0.0069721115537848604,0.029880478087649404,73.31972111553785,73.0,81.01325556733828,133.89166666666668,1.0,0.584636705602851,0.0,0.0,18196,0.9006137398534944,-0.1522386515708999,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p10_20,univariate_primitive
p0_5_uni_ret20_p20_40,ret20,price_state,early_entry_discovery,ret20 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,42116,3693,0.09227356021744593,0.08768638997055751,0.9502872736667082,0.08768638997055751,0.04413999430145313,265,1297,197,414,8,28,0.16471174850413145,0.018142431627403196,0.08746276739777958,0.011914432710533442,0.050365556458164096,71.14595180070404,72.0,78.76335422262011,129.23356401384083,1.0,0.6748504131446481,0.0,0.0,38423,0.9123136100294424,-0.13581732800837495,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p20_40,univariate_primitive
p0_5_uni_ret20_p40_60,ret20,price_state,early_entry_discovery,ret20 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,40803,3146,0.09227356021744593,0.07710217385976521,0.8355825187417847,0.07710217385976521,0.040536235080753866,265,1297,176,373,8,28,0.2531676592407421,0.024475524475524476,0.09949141767323585,0.020025429116338207,0.07279084551811825,71.91068022886205,74.0,80.13081497026933,125.90310077519379,1.0,0.8341298433938681,0.0,0.0,37657,0.9228978261402347,-0.12457908910115618,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p40_60,univariate_primitive
p0_5_uni_ret20_p60_80,ret20,price_state,early_entry_discovery,ret20 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,30401,2414,0.09227356021744593,0.07940528272096313,0.8605420938982061,0.07940528272096313,0.04134732410118088,264,1242,170,317,8,28,0.18348080655241603,0.0231980115990058,0.09569179784589893,0.013256006628003313,0.05178127589063795,70.48301574150787,70.0,75.8623935454953,126.48679245283019,1.0,0.944541297983619,0.0,0.0,27987,0.9205947172790369,-0.13626924849756344,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p60_80,univariate_primitive
p0_5_uni_ret20_p80_90,ret20,price_state,early_entry_discovery,ret20 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,8026,670,0.09227356021744593,0.08347869424370795,0.9046870419542439,0.08347869424370795,0.04610017443309245,256,957,119,176,8,27,0.13169698479940195,0.050746268656716415,0.1761194029850746,0.023880597014925373,0.08955223880597014,70.7179104477612,76.0,76.18739903069466,125.77826086956522,1.0,0.9099177672564166,0.0,0.0,7356,0.9165213057562921,-0.15242678210306532,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p80_90,univariate_primitive
p0_5_uni_ret20_p90_100,ret20,price_state,early_entry_discovery,ret20 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,2934,405,0.09227356021744593,0.13803680981595093,1.4959519226381022,0.13803680981595093,0.09168370824812543,221,468,52,62,7,28,0.10122699386503067,0.11358024691358025,0.4148148148148148,0.03950617283950617,0.14320987654320988,65.39506172839506,62.0,71.05912596401028,109.32085561497327,0.7699386503067485,0.7058623040218133,0.0,0.0,2529,0.8619631901840491,-0.19955517303262968,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret20,p90_100,univariate_primitive
p0_5_uni_ret60_p0_10,ret60,price_state,early_entry_discovery,ret60 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,23202,3584,0.09228543758351415,0.1544694422894578,1.6738225047659328,0.1544694422894578,0.08413067838979399,250,949,150,299,8,28,0.10861132660977502,0.027064732142857144,0.126953125,0.008928571428571428,0.043247767857142856,67.98911830357143,66.0,74.18308605341247,119.63805436337626,0.9993104042754934,0.5289630204292733,0.0,0.0,19618,0.8455305577105422,-0.16268279809423444,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p0_10,univariate_primitive
p0_5_uni_ret60_p10_20,ret60,price_state,early_entry_discovery,ret60 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,23460,2496,0.09228543758351415,0.10639386189258312,1.1528781211694585,0.10639386189258312,0.05456095481670929,262,1128,168,326,8,28,0.1345694799658994,0.026041666666666668,0.11458333333333333,0.01282051282051282,0.049679487179487176,71.55048076923077,72.0,80.3207136640557,130.28855140186917,0.9996163682864451,0.6302216538789429,0.0,0.0,20964,0.8936061381074168,-0.1496902455883947,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p10_20,univariate_primitive
p0_5_uni_ret60_p20_40,ret60,price_state,early_entry_discovery,ret60 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,46177,3731,0.09228543758351415,0.08079779977044849,0.8755205792607326,0.08079779977044849,0.04422114905688979,264,1261,182,359,8,28,0.17476232756567123,0.0225140712945591,0.09514875368533905,0.013133208255159476,0.05601715357812919,73.66630930045564,76.0,79.9260677466863,130.96988416988418,0.9998050977759491,0.7204019316975984,0.0,0.0,42446,0.9192022002295515,-0.13857703730155052,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p20_40,univariate_primitive
p0_5_uni_ret60_p40_60,ret60,price_state,early_entry_discovery,ret60 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,40467,2746,0.09228543758351415,0.06785776064447574,0.7353030166115595,0.06785776064447574,0.03943954333160353,258,1202,167,305,8,28,0.2404428299602145,0.026584122359796066,0.11689730517115805,0.024399126001456665,0.08739985433357611,73.44573925710124,78.0,82.06324582338902,134.4002100840336,0.999728173573529,0.8581313168754788,0.0,0.0,37721,0.9321422393555243,-0.12670521666727985,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p40_60,univariate_primitive
p0_5_uni_ret60_p60_80,ret60,price_state,early_entry_discovery,ret60 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,23590,1780,0.09228543758351415,0.07545570156846121,0.8176338926732314,0.07545570156846121,0.03276812208562951,255,1021,130,200,8,28,0.2301398897838067,0.044382022471910115,0.1797752808988764,0.024719101123595506,0.0949438202247191,74.38258426966293,77.0,80.91801242236025,135.7032967032967,0.9989402289105553,0.9340822382365409,0.0,0.0,21810,0.9245442984315388,-0.1288564094908738,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p60_80,univariate_primitive
p0_5_uni_ret60_p80_90,ret60,price_state,early_entry_discovery,ret60 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,4337,369,0.09228543758351415,0.08508185381600185,0.9219423567126354,0.08508185381600185,0.035047267696564445,225,464,45,52,7,28,0.13857505187917915,0.08401084010840108,0.3712737127371274,0.037940379403794036,0.16260162601626016,68.1951219512195,65.0,71.42120343839541,111.44444444444444,0.9817846437629698,0.8764122665436938,0.0,0.0,3968,0.9149181461839981,-0.15323733808561732,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p80_90,univariate_primitive
p0_5_uni_ret60_p90_100,ret60,price_state,early_entry_discovery,ret60 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,1913,350,0.09228543758351415,0.18295870360690017,1.982530596350381,0.18295870360690017,0.15159435441714583,84,106,17,20,7,23,0.17145844223732357,0.14857142857142858,0.5971428571428572,0.05714285714285714,0.20857142857142857,63.042857142857144,61.0,67.79525222551929,115.4126213592233,0.7250392054364871,0.4976476738107684,0.0,0.0,1563,0.8170412963930999,-0.2279856922079928,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret60,p90_100,univariate_primitive
p0_5_uni_ret120_p0_10,ret120,price_state,early_entry_discovery,ret120 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163066,23185,3454,0.09233071271754995,0.14897563079577314,1.6135002797119782,0.14897563079577314,0.0759542807849903,238,768,147,243,8,28,0.11317662281647617,0.03503184713375796,0.14881297046902142,0.02026635784597568,0.06572090330052113,68.4116965836711,69.0,74.49135802469135,120.75291181364393,0.9984904032779814,0.5774423118395514,0.0,0.0,19731,0.8510243692042269,-0.1605657776065726,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret120,p0_10,univariate_primitive
p0_5_uni_ret120_p10_20,ret120,price_state,early_entry_discovery,ret120 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163066,24613,2356,0.09233071271754995,0.09572177304676391,1.0367273275533744,0.09572177304676391,0.04501686100841019,253,985,148,252,8,28,0.1685694551659692,0.04074702886247878,0.15195246179966043,0.017826825127334467,0.07385398981324279,70.54711375212224,70.0,78.88268156424581,126.37176165803109,0.9997968553203591,0.6463251127452972,0.0,0.0,22257,0.9042782269532361,-0.1509456064434121,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,ret120,p10_20,univariate_primitive
