entry_variant_id,entry_family,allowed_launch_families,primary_formula_eligible,launch_event_count,entry_event_count,launch_to_entry_conversion_rate,entry_success_primary_precision,entry_success_lift_vs_all_launch_direct,entry_success_lift_vs_convertible_direct,entry_success_lift_vs_matched_delay_baseline,entry_lift_vs_convertible_direct,instrument_year_entry_lift_vs_all_launch_direct,instrument_year_entry_lift_vs_matched_delay,positive_unique_instrument_year_count,entry_success_unique_instrument_year_rate,entry_lift_vs_same_launch_family_unconditional_baseline,entry_future_50pct_high_120d_lift_vs_all_launch_direct,entry_future_50pct_close_120d_lift_vs_all_launch_direct,entry_future_100pct_high_240d_lift_vs_all_launch_direct,winner_upside_lift_vs_all_launch_direct,median_missed_gain,missed_winner_due_to_no_trigger_rate,median_future_60d_high_gain,median_future_120d_high_gain,median_future_drawdown_before_gain,median_entry_to_stop_risk_pct,primary_false_positive_rate,pre_entry_failure_filter_hit_rate,post_entry_invalidation_audit_hit_rate,distinct_year_count,distinct_industry_count,top1_instrument_contribution,top5_instrument_contribution,winner_episode_coverage,non_winner_false_positive_drawdown,drawdown_reduction_vs_all_launch_direct,all_launch_direct_precision,convertible_direct_precision,matched_delay_precision,same_close_proxy_used,entry_labels_rebased_to_entry_price,z_entry_success_lift_vs_all_launch_direct,z_entry_success_lift_vs_matched_delay_baseline,z_instrument_year_entry_lift_vs_all_launch_direct,z_instrument_year_entry_lift_vs_matched_delay,z_drawdown_reduction_vs_all_launch_direct,z_winner_upside_lift_vs_all_launch_direct,z_median_missed_gain,z_missed_winner_due_to_no_trigger_rate,z_median_entry_to_stop_risk_pct,z_primary_false_positive_rate,z_top1_instrument_contribution,entry_quality_score,failure_reason,p1_candidate,trigger_interpretation
volume_second_money_rank_jump,volume_confirmation_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,97,0.0043322912014292095,0.20618556701030927,0.8360476119328651,0.5405405405405406,0.7455817378497791,0.5405405405405406,0.30223619846261357,0.7347470238095238,20,0.20833333333333334,0.8360476119328651,1.034392700556938,0.9998321493545872,0.9321105332321531,1.034392700556938,0.052208781242370605,0.994331983805668,0.09683597753168982,0.12985139770287368,-0.1322789484379624,0.08685660362243652,0.27835051546391754,0.2531500572737686,0.28865979381443296,7,26,0.030927835051546393,0.1134020618556701,0.017711171662125342,-0.18451984179793135,-0.002993728813928248,0.24661940787514147,0.38144329896907214,0.2765432098765432,False,True,0.47680285720303756,-0.032165283283268536,0.39249319268827243,-0.10116526861868697,-0.22391172678702223,0.5745088334167812,0.035616807311766294,0.2893157830885436,-0.23786325397562402,-0.31788189131295863,-0.36303596073590216,1.6804111202432883,insufficient_entry_event_count;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high,False,delay_filter_only_not_structural_entry_signal
pullback_5_12_low_above_launch_low,pullback_hold_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim;first_limit_up_like;first_near_limit_up_like;gap_up_upper_close;strong_body_day,True,22390,6,0.00026797677534613664,0.3333333333333333,1.351610305958132,0.39999999999999997,1.8137254901960782,0.39999999999999997,0.48357791754018165,1.7708333333333333,2,0.3333333333333333,1.351610305958132,1.286360153256705,1.4694502801120448,0.0,1.4694502801120448,0.09363663196563721,0.9987854251012146,0.21632322489681544,0.31110668271252917,-0.1105859684623981,0.1928591739750073,0.3333333333333333,0.19969742813918306,0.16666666666666666,4,6,0.16666666666666666,0.8333333333333334,0.0013623978201634877,-0.1689284183177372,0.16149142269134983,0.24661940787514147,0.8333333333333334,0.1837837837837838,False,True,1.5105529664199753,1.5740890118199558,1.353483810885613,1.4273752489391847,0.8893061782283406,1.3060434442918918,1.2988571980014536,0.5186006255938761,2.4865284204305613,0.3728216632888088,2.6562709162222826,0.7277718370479787,insufficient_entry_event_count;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;positive_unique_instrument_year_count_too_low;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high,False,conservative_confirmation_or_add_on_only
higher_low_reaccel_rank,higher_low_reacceleration_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,348,0.015542652970075926,0.16666666666666666,0.675805152979066,0.2612612612612612,1.0026041666666665,0.2612612612612612,0.2629454926624738,1.0620117187499998,58,0.18125,0.675805152979066,1.2641815299246928,1.266767482855211,1.2990620937287192,1.2990620937287192,0.10725641250610352,0.9550607287449393,0.12284237171826007,0.17735129241296677,-0.14841558177767716,0.1321200522493119,0.3879310344827586,0.0864,0.2672413793103448,8,27,0.014367816091954023,0.07183908045977011,0.0776566757493188,-0.18451984179793135,-0.1253483607113405,0.24661940787514147,0.6379310344827587,0.16623376623376626,False,True,0.15550214758155678,0.35434016536831114,0.18427855874551521,0.3816490892050794,-1.0519947831800638,1.019541469654179,1.7141588994093857,-1.7325596462766457,0.9254610143304859,1.0586873158378705,-0.7313887639265669,-0.19104217199995177,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high,False,conservative_confirmation_or_add_on_only
higher_low_money_quality,higher_low_reacceleration_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,147,0.006565430995980348,0.1564625850340136,0.6344293272864702,0.2911392405063291,0.6756338899196042,0.2911392405063291,0.23664451283881233,0.7043842682140554,23,0.16312056737588654,0.6344293272864702,0.630053952615529,0.6597531869890814,1.0251102236226628,1.0251102236226628,0.09982788562774658,0.988663967611336,0.10864739384717281,0.1344742526597953,-0.11694273675863864,0.11547182366737996,0.3197278911564626,0.23795180722891565,0.2653061224489796,7,27,0.02040816326530612,0.10204081632653061,0.01634877384196185,-0.17857144179339934,0.11329177481130447,0.24661940787514147,0.5374149659863946,0.23157894736842108,False,True,0.07253985255063339,-0.1373515289775136,0.044900841425404424,-0.14595951184511377,0.5630961188736485,0.5589006622891428,1.4876442472554852,-0.0025012891909690312,0.49758181110580224,0.20190777350214736,-0.5970302937473865,-0.6314758146088774,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;missed_winner_due_to_no_trigger_too_high,False,delay_filter_only_not_structural_entry_signal
hold_20d_close_ge_launch_close,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,32,0.001429209468512729,0.25,1.013707729468599,0.5333333333333333,0.9918478260869564,0.5333333333333333,0.36268343815513626,0.9782608695652175,8,0.25,1.013707729468599,0.48238505747126437,0.5510438550420168,0.47091000897666063,0.5510438550420168,0.043071210384368896,0.9975708502024292,0.12995094734124013,0.16364606045273367,-0.1615241067845538,0.10879242420196533,0.3125,0.4509678791746437,0.21875,7,18,0.09375,0.21875,0.0027247956403269754,-0.16604145710943374,-0.2247426220897035,0.24661940787514147,0.46875,0.25205479452054796,False,True,0.8330275570007661,0.3381649846233968,0.7128233987540527,0.25809126860453946,-1.7246845087241967,-0.23822590845870115,-0.24301093656329933,0.4560683958196961,0.3259133295483887,0.11110976955298295,1.0343489467170552,-1.5052327132749665,insufficient_entry_event_count;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
volume_rank_money_jump_followthrough,volume_confirmation_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,11,0.0004912907548012506,0.09090909090909091,0.368620992534036,0.2,0.4900568181818182,0.2,0.13188488660186773,0.47585227272727276,1,0.09090909090909091,0.368620992534036,0.7016509926854755,0.0,0.0,0.7016509926854755,0.08820796012878418,0.9991902834008097,0.1344742526597953,0.13508193219294307,-0.11348121957366042,0.12153112888336182,0.09090909090909091,0.6824034334763949,0.0,5,8,0.09090909090909091,0.45454545454545453,0.0013623978201634877,-0.20731043134486604,0.13953843060735566,0.24661940787514147,0.45454545454545453,0.1855072463768116,False,True,-0.4604300427995424,-0.41641880610825804,-0.5102555698607449,-0.483113290877721,0.7407306768355681,0.015014901513364804,1.1333232054725844,0.5394447021852695,0.6533131356218081,-2.6725531001826215,0.9711571816713971,-1.739157256065771,insufficient_entry_event_count;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
hold_3d_low_ge_launch_low,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,0,0.0,,0.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,0.4793499329059192,,0,0,,,,,,0.24661940787514147,,0.13472222222222222,False,True,-1.1995486712568617,-1.1533569451181882,-1.2091578376406291,-1.1851392442656516,,-1.164787520109057,,0.5811328553680561,,,,,insufficient_entry_event_count;insufficient_distinct_year_count;top1_instrument_contribution_too_high;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;median_missed_gain_too_high;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
hold_5d_low_ge_launch_low,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,0,0.0,,0.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,0.4392150052101424,,0,0,,,,,,0.24661940787514147,,0.2913333333333333,False,True,-1.1995486712568617,-1.1533569451181882,-1.2091578376406291,-1.1851392442656516,,-1.164787520109057,,0.5811328553680561,,,,,insufficient_entry_event_count;insufficient_distinct_year_count;top1_instrument_contribution_too_high;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;median_missed_gain_too_high;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
hold_10d_low_ge_launch_low,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,0,0.0,,0.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,0.3245224344735673,,0,0,,,,,,0.24661940787514147,,0.2723684210526316,False,True,-1.1995486712568617,-1.1533569451181882,-1.2091578376406291,-1.1851392442656516,,-1.164787520109057,,0.5811328553680561,,,,,insufficient_entry_event_count;insufficient_distinct_year_count;top1_instrument_contribution_too_high;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;median_missed_gain_too_high;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
pullback_5_12_reclaim_median20,pullback_hold_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim;first_limit_up_like;first_near_limit_up_like;gap_up_upper_close;strong_body_day,True,22390,0,0.0,,0.0,,,,0.0,,0,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,0,0,,,,,,0.24661940787514147,,,False,True,-1.1995486712568617,,-1.2091578376406291,,,-1.164787520109057,,0.5811328553680561,,,,,insufficient_entry_event_count;insufficient_distinct_year_count;top1_instrument_contribution_too_high;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;median_missed_gain_too_high;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
