row_type,date,instrument,industry_name,status,width_ok_entry,industry_ok_entry,filtered_out,combined_entry,combined_without_industry,score_pct_without_industry,trend_score_pct
daily,2017-10-12,,,,79,39,40,3,5,,
daily,2017-10-13,,,,83,42,41,3,4,,
daily,2017-10-16,,,,87,55,32,0,0,,
daily,2017-10-17,,,,79,52,27,1,2,,
daily,2017-10-18,,,,68,32,36,2,4,,
daily,2017-10-19,,,,0,0,0,0,0,,
daily,2017-10-20,,,,70,38,32,3,5,,
daily,2017-10-23,,,,73,30,43,2,2,,
daily,2017-10-24,,,,73,34,39,2,6,,
daily,2017-10-25,,,,81,37,44,0,2,,
daily,2017-10-26,,,,76,29,47,1,2,,
daily,2017-10-27,,,,71,31,40,2,2,,
daily,2017-10-30,,,,64,22,42,0,3,,
daily,2017-10-31,,,,60,28,32,0,3,,
daily,2017-11-01,,,,74,40,34,0,0,,
daily,2017-11-02,,,,0,0,0,0,0,,
daily,2017-11-03,,,,0,0,0,0,0,,
daily,2017-11-06,,,,62,14,48,2,5,,
daily,2017-11-07,,,,61,13,48,0,0,,
daily,2017-11-08,,,,83,24,59,0,0,,
daily,2017-11-09,,,,70,20,50,0,1,,
daily,2017-11-10,,,,58,15,43,2,4,,
daily,2017-11-13,,,,55,17,38,0,0,,
daily,2017-11-14,,,,67,23,44,0,0,,
daily,2017-11-15,,,,0,0,0,0,0,,
daily,2017-11-16,,,,0,0,0,0,0,,
daily,2017-11-17,,,,0,0,0,0,0,,
daily,2017-11-20,,,,0,0,0,0,0,,
daily,2017-11-21,,,,59,20,39,0,3,,
daily,2017-11-22,,,,68,24,44,0,0,,
daily,2017-11-23,,,,0,0,0,0,0,,
daily,2017-11-24,,,,0,0,0,0,0,,
daily,2017-11-27,,,,0,0,0,0,0,,
daily,2017-11-28,,,,0,0,0,0,0,,
daily,2017-11-29,,,,0,0,0,0,0,,
daily,2017-11-30,,,,0,0,0,0,0,,
daily,2017-12-01,,,,0,0,0,0,0,,
daily,2017-12-04,,,,0,0,0,0,0,,
daily,2017-12-05,,,,0,0,0,0,0,,
daily,2017-12-06,,,,0,0,0,0,0,,
daily,2017-12-07,,,,0,0,0,0,0,,
daily,2017-12-08,,,,0,0,0,0,0,,
daily,2017-12-11,,,,0,0,0,0,0,,
daily,2017-12-12,,,,0,0,0,0,0,,
daily,2017-12-13,,,,0,0,0,0,0,,
daily,2017-12-14,,,,0,0,0,0,0,,
daily,2017-12-15,,,,0,0,0,0,0,,
daily,2017-12-18,,,,0,0,0,0,0,,
daily,2017-12-19,,,,0,0,0,0,0,,
daily,2017-12-20,,,,0,0,0,0,0,,
daily,2017-12-21,,,,0,0,0,0,0,,
daily,2017-12-22,,,,0,0,0,0,0,,
daily,2017-12-25,,,,0,0,0,0,0,,
daily,2017-12-26,,,,0,0,0,0,0,,
daily,2017-12-27,,,,0,0,0,0,0,,
daily,2017-12-28,,,,0,0,0,0,0,,
daily,2017-12-29,,,,0,0,0,0,0,,
daily,2018-01-02,,,,59,11,48,1,2,,
daily,2018-01-03,,,,66,12,54,0,3,,
daily,2018-01-04,,,,66,11,55,0,3,,
daily,2018-01-05,,,,68,9,59,0,1,,
daily,2018-01-08,,,,56,8,48,0,1,,
daily,2018-01-09,,,,65,6,59,1,1,,
daily,2018-01-10,,,,64,5,59,0,1,,
daily,2018-01-11,,,,73,9,64,0,2,,
daily,2018-01-12,,,,74,10,64,1,4,,
daily,2018-01-15,,,,0,0,0,0,0,,
daily,2018-01-16,,,,0,0,0,0,0,,
daily,2018-01-17,,,,0,0,0,0,0,,
daily,2018-01-18,,,,0,0,0,0,0,,
daily,2018-01-19,,,,57,15,42,0,1,,
daily,2018-01-22,,,,64,17,47,1,3,,
daily,2018-01-23,,,,64,16,48,0,2,,
daily,2018-01-24,,,,66,15,51,1,2,,
daily,2018-01-25,,,,73,22,51,0,1,,
daily,2018-01-26,,,,77,23,54,0,7,,
daily,2018-01-29,,,,0,0,0,0,0,,
daily,2018-01-30,,,,0,0,0,0,0,,
daily,2018-01-31,,,,0,0,0,0,0,,
daily,2018-02-01,,,,0,0,0,0,0,,
daily,2018-02-02,,,,0,0,0,0,0,,
daily,2018-02-05,,,,0,0,0,0,0,,
daily,2018-02-06,,,,0,0,0,0,0,,
daily,2018-02-07,,,,0,0,0,0,0,,
daily,2018-02-08,,,,0,0,0,0,0,,
daily,2018-02-09,,,,0,0,0,0,0,,
daily,2018-02-12,,,,0,0,0,0,0,,
daily,2018-02-13,,,,0,0,0,0,0,,
daily,2018-02-14,,,,0,0,0,0,0,,
daily,2018-02-22,,,,0,0,0,0,0,,
daily,2018-02-23,,,,0,0,0,0,0,,
daily,2018-02-26,,,,0,0,0,0,0,,
daily,2018-02-27,,,,0,0,0,0,0,,
daily,2018-02-28,,,,0,0,0,0,0,,
daily,2018-03-01,,,,0,0,0,0,0,,
daily,2018-03-02,,,,0,0,0,0,0,,
daily,2018-03-05,,,,0,0,0,0,0,,
daily,2018-03-06,,,,0,0,0,0,0,,
daily,2018-03-07,,,,0,0,0,0,0,,
daily,2018-03-08,,,,0,0,0,0,0,,
daily,2018-03-09,,,,0,0,0,0,0,,
daily,2018-03-12,,,,0,0,0,0,0,,
daily,2018-03-13,,,,0,0,0,0,0,,
daily,2018-03-14,,,,0,0,0,0,0,,
daily,2018-03-15,,,,0,0,0,0,0,,
daily,2018-03-16,,,,0,0,0,0,0,,
daily,2018-03-19,,,,0,0,0,0,0,,
daily,2018-03-20,,,,0,0,0,0,0,,
daily,2018-03-21,,,,0,0,0,0,0,,
daily,2018-03-22,,,,0,0,0,0,0,,
daily,2018-03-23,,,,0,0,0,0,0,,
daily,2018-03-26,,,,0,0,0,0,0,,
daily,2018-03-27,,,,0,0,0,0,0,,
daily,2018-03-28,,,,0,0,0,0,0,,
daily,2018-03-29,,,,0,0,0,0,0,,
daily,2018-03-30,,,,0,0,0,0,0,,
daily,2018-04-02,,,,0,0,0,0,0,,
daily,2018-04-03,,,,0,0,0,0,0,,
daily,2018-04-04,,,,0,0,0,0,0,,
daily,2018-04-09,,,,0,0,0,0,0,,
daily,2018-04-10,,,,0,0,0,0,0,,
daily,2018-04-11,,,,0,0,0,0,0,,
daily,2018-04-12,,,,0,0,0,0,0,,
daily,2018-04-13,,,,0,0,0,0,0,,
daily,2018-04-16,,,,0,0,0,0,0,,
daily,2018-04-17,,,,0,0,0,0,0,,
daily,2018-04-18,,,,0,0,0,0,0,,
daily,2018-04-19,,,,0,0,0,0,0,,
daily,2018-04-20,,,,0,0,0,0,0,,
daily,2018-04-23,,,,0,0,0,0,0,,
daily,2018-04-24,,,,0,0,0,0,0,,
daily,2018-04-25,,,,0,0,0,0,0,,
daily,2018-04-26,,,,0,0,0,0,0,,
daily,2018-04-27,,,,0,0,0,0,0,,
daily,2018-05-02,,,,0,0,0,0,0,,
daily,2018-05-03,,,,0,0,0,0,0,,
daily,2018-05-04,,,,0,0,0,0,0,,
daily,2018-05-07,,,,0,0,0,0,0,,
daily,2018-05-08,,,,0,0,0,0,0,,
daily,2018-05-09,,,,0,0,0,0,0,,
daily,2018-05-10,,,,0,0,0,0,0,,
daily,2018-05-11,,,,0,0,0,0,0,,
daily,2018-05-14,,,,0,0,0,0,0,,
daily,2018-05-15,,,,0,0,0,0,0,,
daily,2018-05-16,,,,0,0,0,0,0,,
daily,2018-05-17,,,,0,0,0,0,0,,
daily,2018-05-18,,,,0,0,0,0,0,,
daily,2018-05-21,,,,0,0,0,0,0,,
daily,2018-05-22,,,,0,0,0,0,0,,
daily,2018-05-23,,,,0,0,0,0,0,,
daily,2018-05-24,,,,0,0,0,0,0,,
daily,2018-05-25,,,,0,0,0,0,0,,
daily,2018-05-28,,,,0,0,0,0,0,,
daily,2018-05-29,,,,0,0,0,0,0,,
daily,2018-05-30,,,,0,0,0,0,0,,
daily,2018-05-31,,,,0,0,0,0,0,,
daily,2018-06-01,,,,0,0,0,0,0,,
daily,2018-06-04,,,,0,0,0,0,0,,
daily,2018-06-05,,,,0,0,0,0,0,,
daily,2018-06-06,,,,0,0,0,0,0,,
daily,2018-06-07,,,,0,0,0,0,0,,
daily,2018-06-08,,,,0,0,0,0,0,,
daily,2018-06-11,,,,0,0,0,0,0,,
daily,2018-06-12,,,,0,0,0,0,0,,
daily,2018-06-13,,,,0,0,0,0,0,,
daily,2018-06-14,,,,0,0,0,0,0,,
daily,2018-06-15,,,,0,0,0,0,0,,
daily,2018-06-19,,,,0,0,0,0,0,,
daily,2018-06-20,,,,0,0,0,0,0,,
daily,2018-06-21,,,,0,0,0,0,0,,
daily,2018-06-22,,,,0,0,0,0,0,,
daily,2018-06-25,,,,0,0,0,0,0,,
daily,2018-06-26,,,,0,0,0,0,0,,
daily,2018-06-27,,,,0,0,0,0,0,,
daily,2018-06-28,,,,0,0,0,0,0,,
daily,2018-06-29,,,,0,0,0,0,0,,
daily,2018-07-02,,,,0,0,0,0,0,,
daily,2018-07-03,,,,0,0,0,0,0,,
daily,2018-07-04,,,,0,0,0,0,0,,
daily,2018-07-05,,,,0,0,0,0,0,,
daily,2018-07-06,,,,0,0,0,0,0,,
daily,2018-07-09,,,,0,0,0,0,0,,
daily,2018-07-10,,,,0,0,0,0,0,,
daily,2018-07-11,,,,0,0,0,0,0,,
daily,2018-07-12,,,,0,0,0,0,0,,
daily,2018-07-13,,,,0,0,0,0,0,,
daily,2018-07-16,,,,0,0,0,0,0,,
daily,2018-07-17,,,,0,0,0,0,0,,
daily,2018-07-18,,,,0,0,0,0,0,,
daily,2018-07-19,,,,0,0,0,0,0,,
daily,2018-07-20,,,,0,0,0,0,0,,
daily,2018-07-23,,,,0,0,0,0,0,,
daily,2018-07-24,,,,0,0,0,0,0,,
daily,2018-07-25,,,,0,0,0,0,0,,
daily,2018-07-26,,,,0,0,0,0,0,,
daily,2018-07-27,,,,0,0,0,0,0,,
daily,2018-07-30,,,,0,0,0,0,0,,
daily,2018-07-31,,,,0,0,0,0,0,,
daily,2018-08-01,,,,0,0,0,0,0,,
daily,2018-08-02,,,,0,0,0,0,0,,
daily,2018-08-03,,,,0,0,0,0,0,,
daily,2018-08-06,,,,0,0,0,0,0,,
daily,2018-08-07,,,,0,0,0,0,0,,
daily,2018-08-08,,,,0,0,0,0,0,,
daily,2018-08-09,,,,0,0,0,0,0,,
daily,2018-08-10,,,,0,0,0,0,0,,
daily,2018-08-13,,,,0,0,0,0,0,,
daily,2018-08-14,,,,0,0,0,0,0,,
daily,2018-08-15,,,,0,0,0,0,0,,
daily,2018-08-16,,,,0,0,0,0,0,,
daily,2018-08-17,,,,0,0,0,0,0,,
daily,2018-08-20,,,,0,0,0,0,0,,
daily,2018-08-21,,,,0,0,0,0,0,,
daily,2018-08-22,,,,0,0,0,0,0,,
daily,2018-08-23,,,,0,0,0,0,0,,
daily,2018-08-24,,,,0,0,0,0,0,,
daily,2018-08-27,,,,0,0,0,0,0,,
daily,2018-08-28,,,,0,0,0,0,0,,
daily,2018-08-29,,,,0,0,0,0,0,,
daily,2018-08-30,,,,0,0,0,0,0,,
daily,2018-08-31,,,,0,0,0,0,0,,
daily,2018-09-03,,,,0,0,0,0,0,,
daily,2018-09-04,,,,0,0,0,0,0,,
daily,2018-09-05,,,,0,0,0,0,0,,
daily,2018-09-06,,,,0,0,0,0,0,,
daily,2018-09-07,,,,0,0,0,0,0,,
daily,2018-09-10,,,,0,0,0,0,0,,
daily,2018-09-11,,,,0,0,0,0,0,,
daily,2018-09-12,,,,0,0,0,0,0,,
daily,2018-09-13,,,,0,0,0,0,0,,
daily,2018-09-14,,,,0,0,0,0,0,,
daily,2018-09-17,,,,0,0,0,0,0,,
daily,2018-09-18,,,,0,0,0,0,0,,
daily,2018-09-19,,,,0,0,0,0,0,,
daily,2018-09-20,,,,0,0,0,0,0,,
daily,2018-09-21,,,,0,0,0,0,0,,
daily,2018-09-25,,,,0,0,0,0,0,,
daily,2018-09-26,,,,0,0,0,0,0,,
daily,2018-09-27,,,,0,0,0,0,0,,
daily,2018-09-28,,,,0,0,0,0,0,,
daily,2018-10-08,,,,0,0,0,0,0,,
daily,2018-10-09,,,,0,0,0,0,0,,
daily,2018-10-10,,,,0,0,0,0,0,,
daily,2018-10-11,,,,0,0,0,0,0,,
daily,2018-10-12,,,,0,0,0,0,0,,
daily,2018-10-15,,,,0,0,0,0,0,,
daily,2018-10-16,,,,0,0,0,0,0,,
daily,2018-10-17,,,,0,0,0,0,0,,
daily,2018-10-18,,,,0,0,0,0,0,,
daily,2018-10-19,,,,0,0,0,0,0,,
daily,2018-10-22,,,,0,0,0,0,0,,
daily,2018-10-23,,,,0,0,0,0,0,,
daily,2018-10-24,,,,0,0,0,0,0,,
daily,2018-10-25,,,,0,0,0,0,0,,
daily,2018-10-26,,,,0,0,0,0,0,,
daily,2018-10-29,,,,0,0,0,0,0,,
daily,2018-10-30,,,,0,0,0,0,0,,
daily,2018-10-31,,,,0,0,0,0,0,,
daily,2018-11-01,,,,0,0,0,0,0,,
daily,2018-11-02,,,,0,0,0,0,0,,
daily,2018-11-05,,,,0,0,0,0,0,,
daily,2018-11-06,,,,0,0,0,0,0,,
daily,2018-11-07,,,,0,0,0,0,0,,
daily,2018-11-08,,,,0,0,0,0,0,,
daily,2018-11-09,,,,0,0,0,0,0,,
daily,2018-11-12,,,,0,0,0,0,0,,
daily,2018-11-13,,,,0,0,0,0,0,,
daily,2018-11-14,,,,0,0,0,0,0,,
daily,2018-11-15,,,,0,0,0,0,0,,
daily,2018-11-16,,,,0,0,0,0,0,,
daily,2018-11-19,,,,0,0,0,0,0,,
daily,2018-11-20,,,,0,0,0,0,0,,
daily,2018-11-21,,,,0,0,0,0,0,,
daily,2018-11-22,,,,0,0,0,0,0,,
daily,2018-11-23,,,,0,0,0,0,0,,
daily,2018-11-26,,,,0,0,0,0,0,,
daily,2018-11-27,,,,0,0,0,0,0,,
daily,2018-11-28,,,,0,0,0,0,0,,
daily,2018-11-29,,,,0,0,0,0,0,,
daily,2018-11-30,,,,0,0,0,0,0,,
daily,2018-12-03,,,,0,0,0,0,0,,
daily,2018-12-04,,,,0,0,0,0,0,,
daily,2018-12-05,,,,0,0,0,0,0,,
daily,2018-12-06,,,,0,0,0,0,0,,
daily,2018-12-07,,,,0,0,0,0,0,,
daily,2018-12-10,,,,0,0,0,0,0,,
daily,2018-12-11,,,,0,0,0,0,0,,
daily,2018-12-12,,,,0,0,0,0,0,,
daily,2018-12-13,,,,0,0,0,0,0,,
daily,2018-12-14,,,,0,0,0,0,0,,
daily,2018-12-17,,,,0,0,0,0,0,,
daily,2018-12-18,,,,0,0,0,0,0,,
daily,2018-12-19,,,,0,0,0,0,0,,
daily,2018-12-20,,,,0,0,0,0,0,,
daily,2018-12-21,,,,0,0,0,0,0,,
daily,2018-12-24,,,,0,0,0,0,0,,
daily,2018-12-25,,,,0,0,0,0,0,,
daily,2018-12-26,,,,0,0,0,0,0,,
daily,2018-12-27,,,,0,0,0,0,0,,
daily,2018-12-28,,,,0,0,0,0,0,,
daily,2019-01-02,,,,0,0,0,0,0,,
daily,2019-01-03,,,,0,0,0,0,0,,
daily,2019-01-04,,,,0,0,0,0,0,,
daily,2019-01-07,,,,0,0,0,0,0,,
daily,2019-01-08,,,,0,0,0,0,0,,
daily,2019-01-09,,,,0,0,0,0,0,,
daily,2019-01-10,,,,0,0,0,0,0,,
daily,2019-01-11,,,,0,0,0,0,0,,
daily,2019-01-14,,,,0,0,0,0,0,,
daily,2019-01-15,,,,0,0,0,0,0,,
daily,2019-01-16,,,,0,0,0,0,0,,
daily,2019-01-17,,,,0,0,0,0,0,,
daily,2019-01-18,,,,0,0,0,0,0,,
daily,2019-01-21,,,,0,0,0,0,0,,
daily,2019-01-22,,,,0,0,0,0,0,,
daily,2019-01-23,,,,0,0,0,0,0,,
daily,2019-01-24,,,,0,0,0,0,0,,
daily,2019-01-25,,,,0,0,0,0,0,,
daily,2019-01-28,,,,0,0,0,0,0,,
daily,2019-01-29,,,,0,0,0,0,0,,
daily,2019-01-30,,,,0,0,0,0,0,,
daily,2019-01-31,,,,0,0,0,0,0,,
daily,2019-02-01,,,,0,0,0,0,0,,
daily,2019-02-11,,,,50,15,35,1,3,,
daily,2019-02-12,,,,56,17,39,0,3,,
daily,2019-02-13,,,,34,8,26,0,0,,
daily,2019-02-14,,,,53,10,43,0,1,,
daily,2019-02-15,,,,99,23,76,0,0,,
daily,2019-02-18,,,,52,10,42,0,2,,
daily,2019-02-19,,,,73,14,59,0,0,,
daily,2019-02-20,,,,83,20,63,0,0,,
daily,2019-02-21,,,,93,19,74,1,1,,
daily,2019-02-22,,,,79,16,63,2,5,,
daily,2019-02-25,,,,21,9,12,0,3,,
daily,2019-02-26,,,,52,18,34,0,0,,
daily,2019-02-27,,,,74,34,40,0,0,,
daily,2019-02-28,,,,89,31,58,1,1,,
daily,2019-03-01,,,,74,28,46,2,5,,
daily,2019-03-04,,,,69,28,41,0,0,,
daily,2019-03-05,,,,59,19,40,0,0,,
daily,2019-03-06,,,,69,34,35,0,0,,
daily,2019-03-07,,,,102,54,48,0,0,,
daily,2019-03-08,,,,133,71,62,1,1,,
daily,2019-03-11,,,,125,57,68,2,8,,
daily,2019-03-12,,,,123,54,69,1,1,,
daily,2019-03-13,,,,148,83,65,1,2,,
daily,2019-03-14,,,,156,72,84,2,3,,
daily,2019-03-15,,,,155,72,83,4,9,,
daily,2019-03-18,,,,138,79,59,8,14,,
daily,2019-03-19,,,,150,87,63,6,7,,
daily,2019-03-20,,,,153,97,56,4,7,,
daily,2019-03-21,,,,155,98,57,7,11,,
daily,2019-03-22,,,,155,86,69,4,8,,
daily,2019-03-25,,,,150,93,57,7,8,,
daily,2019-03-26,,,,147,91,56,0,0,,
daily,2019-03-27,,,,143,87,56,4,9,,
daily,2019-03-28,,,,134,85,49,1,1,,
daily,2019-03-29,,,,140,74,66,7,12,,
daily,2019-04-01,,,,131,70,61,4,9,,
daily,2019-04-02,,,,134,94,40,0,0,,
daily,2019-04-03,,,,128,74,54,4,7,,
daily,2019-04-04,,,,120,74,46,1,1,,
daily,2019-04-08,,,,121,59,62,1,1,,
daily,2019-04-09,,,,136,57,79,4,12,,
daily,2019-04-10,,,,141,52,89,3,4,,
daily,2019-04-11,,,,153,73,80,0,0,,
daily,2019-04-12,,,,152,81,71,3,6,,
