datetime,instruments,ema_state,market_ok_entry,width_ok_entry,industry_ok_entry,trend_score_top20_entry,breakout_entry,pullback_entry,combined_entry,trend_score_median,trend_score_p90,theme_positive_count
2017-07-20,237,71,71,71,19,3,0,0,0,0.21368741236584435,0.8316968947301833,0
2017-07-21,237,93,93,93,34,6,1,0,1,0.23353684516947634,0.7579814681669568,0
2017-07-24,237,95,95,95,36,7,0,1,1,0.18300219143382257,0.896112238059094,0
2017-07-25,237,102,102,102,38,7,0,1,1,0.3747690475097124,0.8397645467147936,0
2017-07-26,237,101,101,101,41,8,0,0,0,0.4144646898629929,0.8692816061866782,0
2017-07-27,237,102,102,102,37,7,0,2,2,0.30056973964521116,0.8812919829303791,0
2017-07-28,237,102,102,102,44,8,1,3,4,0.33074601949541244,0.8147043738600303,0
2017-07-31,237,94,94,94,37,7,1,1,2,0.32433082971269117,0.8133941585501909,0
2017-08-01,237,106,106,106,38,7,1,1,2,0.30343231708597607,0.7796476954344745,0
2017-08-02,237,100,100,100,42,8,0,0,0,0.30276788189173076,0.7089453360239582,0
2017-08-03,237,90,90,90,42,8,0,1,1,0.22757260239253047,0.6753946801416834,0
2017-08-04,237,98,98,98,44,8,0,1,1,0.2507380056163074,0.658321726513833,1
2017-08-07,237,96,96,96,46,9,0,3,3,0.2055148572205442,0.7132691151081713,1
2017-08-08,237,98,98,98,46,9,0,1,1,0.11295928930014677,0.6421011211338482,1
2017-08-09,237,96,96,96,28,5,0,1,1,0.12745033767734376,0.7039188929354463,1
2017-08-10,237,103,103,103,45,9,0,0,0,0.2344484513039746,0.6370972137692058,1
2017-08-11,237,82,82,0,0,0,0,0,0,,,1
2017-08-14,237,89,89,89,36,7,0,0,0,0.14253862298724762,0.48675158314075406,1
2017-08-15,237,84,84,84,36,7,0,2,2,0.21912998968332023,0.6122092140828996,1
2017-08-16,237,83,83,83,37,7,0,2,2,0.11073124582681236,0.4343636299705158,2
2017-08-17,237,95,95,95,38,7,0,1,1,0.0007101245976583416,0.3849592035970562,3
2017-08-18,237,94,94,94,33,6,0,2,2,0.10799988441779615,0.4712080264279344,3
2017-08-21,237,105,105,105,49,9,0,1,1,0.026559541436264118,0.46842708253385923,3
2017-08-22,237,100,100,100,41,8,0,1,1,0.02879794150613192,0.5185757587677752,2
2017-08-23,237,99,99,99,46,9,0,2,2,0.037448867220062784,0.4323557792714281,2
2017-08-24,237,84,84,84,44,8,0,2,2,0.027207871252888302,0.5490843755052326,3
2017-08-25,237,96,96,96,50,10,1,6,7,0.007523637508262512,0.5077926586279629,3
2017-08-28,237,95,95,95,30,6,0,1,1,-0.0192636396781542,0.47887008017324906,2
2017-08-29,237,94,94,94,37,7,0,1,1,-0.05989611030298875,0.4464275347157952,3
2017-08-30,237,107,107,107,46,9,0,1,1,-0.04619888387151978,0.4140212609513898,3
2017-08-31,237,106,106,106,48,9,1,2,3,-0.047353139240411755,0.5410730634680997,3
2017-09-01,237,99,99,99,57,11,0,1,1,-0.053423033767092884,0.4407860546775145,3
2017-09-04,237,97,97,97,54,10,2,1,3,-0.04640793167346263,0.37335811498186405,3
2017-09-05,237,101,101,101,53,10,0,3,3,-0.004761361677959854,0.3891795069875218,3
2017-09-06,237,107,107,107,57,11,1,2,3,0.02392743657475177,0.3947423086340097,3
2017-09-07,237,106,106,106,62,12,0,1,1,0.05991414678002725,0.4117921368732008,3
2017-09-08,237,103,103,103,62,12,0,3,3,0.09686328254058607,0.4785730007817905,3
2017-09-11,237,106,106,106,62,12,1,2,3,0.07258629266767752,0.4991236469880104,3
2017-09-12,237,102,102,102,59,11,0,1,1,0.09285210861798468,0.5343422304928898,3
2017-09-13,237,106,106,106,62,12,0,3,3,0.07431400565747247,0.5913180766374164,3
2017-09-14,237,98,98,98,71,14,1,1,2,0.02932849360681669,0.49533538331939203,3
2017-09-15,237,104,104,104,72,14,0,2,2,-0.007539054386482122,0.4919554533189351,3
2017-09-18,237,95,95,95,66,13,0,3,3,-0.011169797872294432,0.45922379493513055,3
2017-09-19,237,98,98,98,67,13,0,2,2,0.012961423980040025,0.5373890105217525,3
2017-09-20,237,100,100,100,59,11,2,6,8,0.007769269272883769,0.6291928449465254,3
2017-09-21,237,93,93,93,65,13,0,2,2,0.034289644499804664,0.5158406588598188,3
2017-09-22,237,87,87,87,60,12,0,1,1,0.01107400972879298,0.7048439071479243,3
2017-09-25,237,83,83,83,46,9,0,2,2,0.10941713468696111,0.6550926104596658,2
2017-09-26,237,90,90,90,42,8,0,3,3,0.028734590095420273,0.4730285491173685,2
2017-09-27,237,86,86,86,37,7,0,4,4,0.15237111816009097,0.659706028513984,2
2017-09-28,237,72,72,72,33,6,0,1,1,0.0801591203805826,0.4933029112461974,2
2017-09-29,237,75,75,75,36,7,1,0,1,0.07074882828373802,0.5480048211833987,2
2017-10-09,237,84,84,84,40,8,0,1,1,0.08293230300643309,0.48652122448720597,2
2017-10-10,237,81,81,81,39,7,0,0,0,0.11648889418930758,0.6263385296717956,2
2017-10-11,237,80,80,80,51,10,0,0,0,0.07814113390443836,0.5427870408467875,2
2017-10-12,237,79,79,79,39,7,1,2,3,0.12865039852589252,0.5909598455459792,2
2017-10-13,237,83,83,83,42,8,1,2,3,0.10403142695654292,0.7689404952624974,2
2017-10-16,237,87,87,87,55,11,0,0,0,0.15495882405718853,0.7067636516087646,2
2017-10-17,237,79,79,79,52,10,0,1,1,0.17625352979320055,0.7521481930858114,2
2017-10-18,237,68,68,68,32,6,0,2,2,0.2588738769128419,0.8486705141614961,2
2017-10-19,237,62,62,0,0,0,0,0,0,,,2
2017-10-20,237,70,70,70,38,7,0,3,3,0.2817474371812485,0.7201347988415382,2
2017-10-23,237,73,73,73,30,6,0,2,2,0.32651983572097665,0.8223407568255898,2
2017-10-24,237,73,73,73,34,6,1,1,2,0.2844761375106527,0.9266572194006133,2
2017-10-25,237,81,81,81,37,7,0,0,0,0.29204205803834676,1.1174228861817128,2
2017-10-26,237,76,76,76,29,5,1,0,1,0.3556754387923697,1.247576562561168,2
2017-10-27,237,71,71,71,31,6,2,0,2,0.47140129811669085,1.128281796521037,2
2017-10-30,238,64,64,64,22,4,0,0,0,0.5616280533505051,1.2073344340169494,2
2017-10-31,238,60,60,60,28,5,0,0,0,0.41314934493348754,0.9705861421819709,2
2017-11-01,238,74,74,74,40,8,0,0,0,0.4471580911460821,0.951266885335226,2
2017-11-02,238,72,72,0,0,0,0,0,0,,,2
2017-11-03,239,75,75,0,0,0,0,0,0,,,2
2017-11-06,239,62,62,62,14,2,2,0,2,0.6684290557349313,0.9830528844580811,2
2017-11-07,239,61,61,61,13,2,0,0,0,0.6231239690080217,0.9385524778992123,2
2017-11-08,239,83,83,83,24,4,0,0,0,0.5867107606869018,1.130513752019007,2
2017-11-09,239,70,70,70,20,4,0,0,0,0.578249922906263,0.9131418390978193,2
2017-11-10,239,58,58,58,15,3,2,0,2,0.7061123301165928,0.8150295049823613,2
2017-11-13,239,55,55,55,17,3,0,0,0,0.49379626586303876,0.6711681453435786,2
2017-11-14,239,67,67,67,23,4,0,0,0,0.44078913136752934,0.6955166442068222,2
2017-11-15,239,71,71,0,0,0,0,0,0,,,1
2017-11-16,239,60,60,0,0,0,0,0,0,,,1
2017-11-17,239,67,67,0,0,0,0,0,0,,,0
2017-11-20,239,67,67,0,0,0,0,0,0,,,0
2017-11-21,239,59,59,59,20,4,0,0,0,0.3029602150243712,0.6025135839636524,0
2017-11-22,239,68,68,68,24,4,0,0,0,0.33828230888700506,0.6315269280852517,0
2017-11-23,239,75,75,0,0,0,0,0,0,,,0
2017-11-24,239,77,77,0,0,0,0,0,0,,,0
2017-11-27,240,69,69,0,0,0,0,0,0,,,0
2017-11-28,240,71,71,0,0,0,0,0,0,,,0
2017-11-29,240,61,61,0,0,0,0,0,0,,,0
2017-11-30,240,56,56,0,0,0,0,0,0,,,0
2017-12-01,240,60,60,0,0,0,0,0,0,,,0
2017-12-04,240,66,66,0,0,0,0,0,0,,,0
2017-12-05,240,68,68,0,0,0,0,0,0,,,0
2017-12-06,240,65,65,0,0,0,0,0,0,,,0
2017-12-07,240,60,0,0,0,0,0,0,0,,,0
2017-12-08,240,61,61,0,0,0,0,0,0,,,0
2017-12-11,240,65,65,0,0,0,0,0,0,,,0
2017-12-12,240,59,59,0,0,0,0,0,0,,,0
2017-12-13,241,62,62,0,0,0,0,0,0,,,0
2017-12-14,241,56,56,0,0,0,0,0,0,,,0
2017-12-15,242,59,0,0,0,0,0,0,0,,,0
2017-12-18,242,56,56,0,0,0,0,0,0,,,0
2017-12-19,242,64,64,0,0,0,0,0,0,,,0
2017-12-20,242,58,58,0,0,0,0,0,0,,,0
2017-12-21,242,61,61,0,0,0,0,0,0,,,0
2017-12-22,242,63,63,0,0,0,0,0,0,,,0
2017-12-25,243,62,62,0,0,0,0,0,0,,,0
2017-12-26,244,63,63,0,0,0,0,0,0,,,0
2017-12-27,244,64,0,0,0,0,0,0,0,,,0
2017-12-28,244,60,60,0,0,0,0,0,0,,,0
2017-12-29,244,62,62,0,0,0,0,0,0,,,0
2018-01-02,244,59,59,59,11,2,0,1,1,0.5626486344644237,0.7594806088881461,0
2018-01-03,244,66,66,66,12,2,0,0,0,0.47954456364138376,1.023453188552081,0
2018-01-04,244,66,66,66,11,2,0,0,0,0.5450747748364495,1.167968757931106,0
2018-01-05,244,68,68,68,9,1,0,0,0,0.41675305310316013,0.7609576920139328,0
2018-01-08,244,56,56,56,8,1,0,0,0,0.34642298197988886,0.7421034657145684,0
2018-01-09,244,65,65,65,6,1,1,0,1,0.37320735923605786,0.46048582575142083,0
2018-01-10,244,64,64,64,5,1,0,0,0,0.389795659360023,0.5050483153716165,0
2018-01-11,244,73,73,73,9,1,0,0,0,0.23330374394130435,0.4608936380534119,0
2018-01-12,244,74,74,74,10,2,0,1,1,0.22781108628808955,0.7016189129701944,0
2018-01-15,244,56,56,0,0,0,0,0,0,,,0
2018-01-16,244,53,53,0,0,0,0,0,0,,,0
2018-01-17,244,60,60,0,0,0,0,0,0,,,0
2018-01-18,244,54,54,0,0,0,0,0,0,,,0
2018-01-19,244,57,57,57,15,3,0,0,0,0.5737516937581943,0.9478562496710174,0
2018-01-22,244,64,64,64,17,3,0,1,1,0.5003927170537901,0.9010568852362809,0
2018-01-23,244,64,64,64,16,3,0,0,0,0.5002288712628913,0.939522273419599,0
2018-01-24,244,66,66,66,15,3,1,0,1,0.513918399070215,0.9259472236227623,0
2018-01-25,244,73,73,73,22,4,0,0,0,0.608532274406678,1.0420695029720712,0
2018-01-26,244,77,77,77,23,4,0,0,0,0.6222825916491634,1.4081854723652076,0
2018-01-29,244,80,80,0,0,0,0,0,0,,,1
2018-01-30,244,86,86,0,0,0,0,0,0,,,1
2018-01-31,245,86,86,0,0,0,0,0,0,,,1
2018-02-01,245,70,70,0,0,0,0,0,0,,,0
2018-02-02,245,68,68,0,0,0,0,0,0,,,1
2018-02-05,245,60,60,0,0,0,0,0,0,,,2
2018-02-06,245,60,60,0,0,0,0,0,0,,,1
2018-02-07,245,52,0,0,0,0,0,0,0,,,0
2018-02-08,245,44,0,0,0,0,0,0,0,,,0
2018-02-09,245,19,0,0,0,0,0,0,0,,,0
2018-02-12,245,19,0,0,0,0,0,0,0,,,0
2018-02-13,245,27,0,0,0,0,0,0,0,,,0
2018-02-14,245,29,0,0,0,0,0,0,0,,,0
2018-02-22,245,42,0,0,0,0,0,0,0,,,0
2018-02-23,245,42,0,0,0,0,0,0,0,,,0
2018-02-26,245,41,41,0,0,0,0,0,0,,,1
2018-02-27,245,43,0,0,0,0,0,0,0,,,0
2018-02-28,245,31,0,0,0,0,0,0,0,,,0
2018-03-01,245,30,0,0,0,0,0,0,0,,,0
2018-03-02,245,34,0,0,0,0,0,0,0,,,0
2018-03-05,245,34,0,0,0,0,0,0,0,,,0
2018-03-06,245,39,0,0,0,0,0,0,0,,,0
2018-03-07,245,39,0,0,0,0,0,0,0,,,0
2018-03-08,245,42,0,0,0,0,0,0,0,,,0
2018-03-09,245,43,0,0,0,0,0,0,0,,,0
2018-03-12,245,44,0,0,0,0,0,0,0,,,0
2018-03-13,245,49,0,0,0,0,0,0,0,,,0
2018-03-14,245,51,0,0,0,0,0,0,0,,,0
2018-03-15,245,53,0,0,0,0,0,0,0,,,0
2018-03-16,245,54,0,0,0,0,0,0,0,,,0
2018-03-19,245,46,0,0,0,0,0,0,0,,,0
2018-03-20,245,45,0,0,0,0,0,0,0,,,0
2018-03-21,245,40,0,0,0,0,0,0,0,,,0
2018-03-22,245,41,0,0,0,0,0,0,0,,,2
2018-03-23,245,23,0,0,0,0,0,0,0,,,0
2018-03-26,245,24,0,0,0,0,0,0,0,,,0
2018-03-27,245,29,0,0,0,0,0,0,0,,,2
2018-03-28,245,27,0,0,0,0,0,0,0,,,1
2018-03-29,245,35,0,0,0,0,0,0,0,,,1
2018-03-30,245,29,0,0,0,0,0,0,0,,,1
2018-04-02,245,27,0,0,0,0,0,0,0,,,1
2018-04-03,245,25,0,0,0,0,0,0,0,,,1
2018-04-04,245,22,0,0,0,0,0,0,0,,,1
2018-04-09,245,23,0,0,0,0,0,0,0,,,1
2018-04-10,245,28,0,0,0,0,0,0,0,,,1
2018-04-11,245,31,0,0,0,0,0,0,0,,,1
2018-04-12,245,34,0,0,0,0,0,0,0,,,1
2018-04-13,245,33,0,0,0,0,0,0,0,,,1
2018-04-16,245,30,0,0,0,0,0,0,0,,,1
2018-04-17,245,25,0,0,0,0,0,0,0,,,1
2018-04-18,245,23,0,0,0,0,0,0,0,,,1
2018-04-19,245,26,0,0,0,0,0,0,0,,,1
2018-04-20,245,24,0,0,0,0,0,0,0,,,1
2018-04-23,245,23,0,0,0,0,0,0,0,,,1
2018-04-24,245,23,0,0,0,0,0,0,0,,,1
2018-04-25,245,23,0,0,0,0,0,0,0,,,1
2018-04-26,245,23,0,0,0,0,0,0,0,,,1
2018-04-27,245,19,0,0,0,0,0,0,0,,,1
2018-05-02,245,22,0,0,0,0,0,0,0,,,0
2018-05-03,245,20,0,0,0,0,0,0,0,,,1
2018-05-04,245,23,0,0,0,0,0,0,0,,,0
2018-05-07,245,18,0,0,0,0,0,0,0,,,1
2018-05-08,246,30,0,0,0,0,0,0,0,,,1
2018-05-09,246,34,0,0,0,0,0,0,0,,,1
2018-05-10,246,30,0,0,0,0,0,0,0,,,1
2018-05-11,246,36,0,0,0,0,0,0,0,,,0
2018-05-14,246,36,0,0,0,0,0,0,0,,,0
2018-05-15,246,36,0,0,0,0,0,0,0,,,0
2018-05-16,246,47,0,0,0,0,0,0,0,,,0
2018-05-17,246,49,0,0,0,0,0,0,0,,,0
2018-05-18,246,44,0,0,0,0,0,0,0,,,0
2018-05-21,246,59,0,0,0,0,0,0,0,,,1
2018-05-22,246,54,0,0,0,0,0,0,0,,,1
2018-05-23,246,55,0,0,0,0,0,0,0,,,1
2018-05-24,246,49,0,0,0,0,0,0,0,,,0
2018-05-25,246,43,0,0,0,0,0,0,0,,,0
2018-05-28,246,42,0,0,0,0,0,0,0,,,0
2018-05-29,246,46,0,0,0,0,0,0,0,,,0
2018-05-30,246,28,0,0,0,0,0,0,0,,,0
2018-05-31,246,31,0,0,0,0,0,0,0,,,0
2018-06-01,246,35,0,0,0,0,0,0,0,,,0
2018-06-04,246,29,0,0,0,0,0,0,0,,,0
2018-06-05,246,34,0,0,0,0,0,0,0,,,0
2018-06-06,246,36,0,0,0,0,0,0,0,,,0
2018-06-07,246,33,0,0,0,0,0,0,0,,,0
2018-06-08,247,35,0,0,0,0,0,0,0,,,0
2018-06-11,247,34,0,0,0,0,0,0,0,,,0
2018-06-12,247,30,0,0,0,0,0,0,0,,,0
2018-06-13,247,35,0,0,0,0,0,0,0,,,0
2018-06-14,247,37,0,0,0,0,0,0,0,,,0
2018-06-15,247,34,0,0,0,0,0,0,0,,,0
2018-06-19,247,29,0,0,0,0,0,0,0,,,0
2018-06-20,248,31,0,0,0,0,0,0,0,,,0
2018-06-21,248,26,0,0,0,0,0,0,0,,,0
2018-06-22,248,31,0,0,0,0,0,0,0,,,0
2018-06-25,248,31,0,0,0,0,0,0,0,,,0
2018-06-26,248,26,0,0,0,0,0,0,0,,,0
2018-06-27,248,17,0,0,0,0,0,0,0,,,0
2018-06-28,248,11,0,0,0,0,0,0,0,,,0
2018-06-29,248,22,0,0,0,0,0,0,0,,,0
2018-07-02,248,15,0,0,0,0,0,0,0,,,0
2018-07-03,248,10,0,0,0,0,0,0,0,,,0
2018-07-04,248,14,0,0,0,0,0,0,0,,,0
2018-07-05,248,11,0,0,0,0,0,0,0,,,0
2018-07-06,248,13,0,0,0,0,0,0,0,,,0
2018-07-09,248,16,0,0,0,0,0,0,0,,,0
2018-07-10,248,16,0,0,0,0,0,0,0,,,0
2018-07-11,248,16,0,0,0,0,0,0,0,,,0
2018-07-12,248,18,0,0,0,0,0,0,0,,,0
2018-07-13,248,16,0,0,0,0,0,0,0,,,0
2018-07-16,248,19,0,0,0,0,0,0,0,,,0
2018-07-17,248,20,0,0,0,0,0,0,0,,,0
2018-07-18,248,21,0,0,0,0,0,0,0,,,0
2018-07-19,248,24,0,0,0,0,0,0,0,,,0
2018-07-20,249,25,0,0,0,0,0,0,0,,,0
2018-07-23,249,22,0,0,0,0,0,0,0,,,0
2018-07-24,249,29,0,0,0,0,0,0,0,,,0
2018-07-25,249,29,0,0,0,0,0,0,0,,,0
2018-07-26,249,34,0,0,0,0,0,0,0,,,0
2018-07-27,249,36,0,0,0,0,0,0,0,,,0
2018-07-30,249,32,0,0,0,0,0,0,0,,,0
2018-07-31,249,32,0,0,0,0,0,0,0,,,0
2018-08-01,249,28,0,0,0,0,0,0,0,,,0
2018-08-02,249,23,0,0,0,0,0,0,0,,,0
2018-08-03,249,18,0,0,0,0,0,0,0,,,0
2018-08-06,249,18,0,0,0,0,0,0,0,,,0
2018-08-07,249,20,0,0,0,0,0,0,0,,,0
2018-08-08,249,18,0,0,0,0,0,0,0,,,0
2018-08-09,249,25,0,0,0,0,0,0,0,,,0
2018-08-10,249,25,0,0,0,0,0,0,0,,,0
2018-08-13,249,22,0,0,0,0,0,0,0,,,0
2018-08-14,249,22,0,0,0,0,0,0,0,,,0
2018-08-15,249,16,0,0,0,0,0,0,0,,,0
2018-08-16,249,14,0,0,0,0,0,0,0,,,0
2018-08-17,249,14,0,0,0,0,0,0,0,,,0
2018-08-20,249,18,0,0,0,0,0,0,0,,,0
2018-08-21,249,25,0,0,0,0,0,0,0,,,0
2018-08-22,249,27,0,0,0,0,0,0,0,,,0
2018-08-23,249,25,0,0,0,0,0,0,0,,,0
2018-08-24,249,27,0,0,0,0,0,0,0,,,0
2018-08-27,249,29,0,0,0,0,0,0,0,,,0
2018-08-28,249,32,0,0,0,0,0,0,0,,,0
2018-08-29,249,33,0,0,0,0,0,0,0,,,0
2018-08-30,249,30,0,0,0,0,0,0,0,,,0
2018-08-31,249,29,0,0,0,0,0,0,0,,,0
2018-09-03,249,31,0,0,0,0,0,0,0,,,0
2018-09-04,249,34,0,0,0,0,0,0,0,,,0
2018-09-05,249,30,0,0,0,0,0,0,0,,,0
