target_type,target_key,target_name,ts_code,date,open,high,low,close,volume,money,source,ema60,ema120,ema60_slope20,ret60,broad_ret60,close_gt_ema60,close_gt_ema120,ema60_slope20_gt0,ret60_gt_broad,trend_ok,instruments,close_gt_ema60_ratio,ema20_gt_ema60_ratio,width_ok,market_ok
market,broad_market,沪深300,000300.SH,2025-06-24,3862.3876,3914.1579,3862.3876,3904.0342,163656188.0,294228720.613,tushare.index_daily,3861.674665965142,3846.2046935464155,0.0013688148661565869,-0.007186871605846634,-0.007186871605846634,True,True,True,False,True,280,0.6,0.5321428571428571,True,True
market,broad_market,沪深300,000300.SH,2025-06-25,3907.0682,3963.0371,3902.1771,3960.0662,187213671.0,361727254.624,tushare.index_daily,3864.900617900711,3848.0867019175494,0.0023501996928421143,0.010386806854982389,0.010386806854982389,True,True,True,False,True,280,0.6785714285714286,0.5571428571428572,True,True
market,broad_market,沪深300,000300.SH,2025-06-26,3953.1603,3964.482,3945.2589,3946.0195,165316263.0,328102847.496,tushare.index_daily,3867.5602533793763,3849.7054258527965,0.0032071821640413667,0.0034604209930511054,0.0034604209930511054,True,True,True,False,True,280,0.6214285714285714,0.5607142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-06-27,3949.7879,3969.2626,3918.2041,3921.7578,194557913.0,343468229.814,tushare.index_daily,3869.337222121036,3850.8963741858083,0.0036382030716368696,0.0016836066882677247,0.0016836066882677247,True,True,True,False,True,280,0.6428571428571429,0.5607142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-06-30,3920.3149,3940.3611,3911.6044,3936.0791,145170236.0,288821434.921,tushare.index_daily,3871.5254804121496,3852.304353124886,0.004334587616280583,0.01254686536607763,0.01254686536607763,True,True,True,False,True,280,0.6714285714285714,0.5607142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-07-01,3935.9078,3946.2451,3924.7219,3942.762,128959362.0,236070338.399,tushare.index_daily,3873.8611040051937,3853.79952084183,0.004964450521577568,0.014167277634517639,0.014167277634517639,True,True,True,False,True,280,0.6714285714285714,0.5785714285714286,True,True
market,broad_market,沪深300,000300.SH,2025-07-02,3943.3232,3952.1378,3929.6956,3943.6849,147063062.0,246637847.454,tushare.index_daily,3876.1504087919084,3855.2852295882462,0.005438462600404481,0.01526601708820996,0.01526601708820996,True,True,True,False,True,280,0.7071428571428572,0.5892857142857143,True,True
market,broad_market,沪深300,000300.SH,2025-07-03,3949.3998,3971.616,3945.138,3968.0676,141004006.0,269609569.539,tushare.index_daily,3879.164087192173,3857.149401000011,0.006028774836074335,0.0275965573408532,0.0275965573408532,True,True,True,False,True,280,0.7214285714285714,0.6035714285714285,True,True
market,broad_market,沪深300,000300.SH,2025-07-04,3967.4637,4013.8478,3958.3762,3982.2034,157197133.0,290512992.198,tushare.index_daily,3882.54242531702,3859.2164092479447,0.006750262320214695,0.10942172994867216,0.10942172994867216,True,True,True,False,True,280,0.7071428571428572,0.6214285714285714,True,True
market,broad_market,沪深300,000300.SH,2025-07-07,3977.2881,3979.7481,3956.5663,3965.1746,131135273.0,225106992.876,tushare.index_daily,3885.25167694597,3860.9677843016975,0.007206711327464532,0.08612335133598248,0.08612335133598248,True,True,True,False,True,280,0.675,0.6357142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-07-08,3965.426,4002.269,3965.426,3998.4527,156402895.0,292089834.224,tushare.index_daily,3888.963185898561,3863.2402622471245,0.008100217508965946,0.08453370994958953,0.08453370994958953,True,True,True,False,True,280,0.7535714285714286,0.6571428571428571,True,True
market,broad_market,沪深300,000300.SH,2025-07-09,3997.5044,4016.7434,3987.4267,3991.4006,173293796.0,305398796.563,tushare.index_daily,3892.3217896395913,3865.3586149372545,0.008654419998925134,0.06861515459055068,0.06861515459055068,True,True,True,False,True,280,0.7285714285714285,0.6607142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-07-10,3993.4196,4032.9829,3992.5242,4010.0243,209778904.0,347836703.626,tushare.index_daily,3896.1808883399326,3867.7497832853996,0.009369106356676982,0.06919249286371665,0.06919249286371665,True,True,True,False,True,280,0.7357142857142858,0.6785714285714286,True,True
market,broad_market,沪深300,000300.SH,2025-07-11,4011.4652,4065.9419,4010.1052,4014.807,262052773.0,443780794.88,tushare.index_daily,3900.0702690500984,3870.1804810823355,0.010340960116369535,0.06801147346860148,0.06801147346860148,True,True,True,False,True,280,0.7464285714285714,0.6857142857142857,True,True
market,broad_market,沪深300,000300.SH,2025-07-14,4021.2135,4034.9198,4017.6678,4017.6678,207917175.0,321415945.157,tushare.index_daily,3903.925925802554,3872.618288006595,0.011222619915960186,0.06817787605283243,0.06817787605283243,True,True,True,False,True,280,0.775,0.6964285714285714,True,True
market,broad_market,沪深300,000300.SH,2025-07-15,4023.9896,4042.6574,3994.2628,4019.0644,191042931.0,353524574.441,tushare.index_daily,3907.7009577434537,3875.0388848990483,0.012116401611775185,0.06526788288146457,0.06526788288146457,True,True,True,False,True,280,0.7321428571428571,0.7,True,True
market,broad_market,沪深300,000300.SH,2025-07-16,4019.3925,4027.8567,3993.9209,4007.2019,151027308.0,300656795.665,tushare.index_daily,3910.963283719078,3877.223397545345,0.012840515210589487,0.06229214340269107,0.06229214340269107,True,True,True,False,True,281,0.7188612099644128,0.7046263345195729,True,True
market,broad_market,沪深300,000300.SH,2025-07-17,4005.067,4034.5935,4005.067,4034.491,161249041.0,325516865.723,tushare.index_daily,3915.0133727774687,3879.822862048728,0.014046866820938364,0.06944106106178816,0.06944106106178816,True,True,True,False,True,281,0.7544483985765125,0.7259786476868327,True,True
market,broad_market,沪深300,000300.SH,2025-07-18,4039.8712,4064.6378,4039.3181,4058.5486,186211063.0,354244444.63,tushare.index_daily,3919.719445801158,3882.7770064776746,0.015387714488929838,0.0723055834310864,0.0723055834310864,True,True,True,False,True,281,0.800711743772242,0.7330960854092526,True,True
market,broad_market,沪深300,000300.SH,2025-07-21,4069.7685,4086.1171,4063.4427,4085.6072,223268476.0,377938564.878,tushare.index_daily,3925.158388561776,3886.129571659862,0.01681751912677476,0.07971955882529369,0.07971955882529369,True,True,True,False,True,281,0.8647686832740213,0.7580071174377224,True,True
market,broad_market,沪深300,000300.SH,2025-07-22,4087.3354,4119.2021,4068.3383,4118.9582,257596985.0,450874014.479,tushare.index_daily,3931.512480740078,3889.9779787398643,0.018084851991922335,0.08769107802238585,0.08769107802238585,True,True,True,False,True,281,0.8825622775800712,0.7935943060498221,True,True
market,broad_market,沪深300,000300.SH,2025-07-23,4129.1476,4155.6783,4113.9085,4119.7685,300506154.0,470330899.421,tushare.index_daily,3937.6848092404034,3893.7761691739165,0.018832099071987685,0.08863092582111842,0.08863092582111842,True,True,True,False,True,281,0.8754448398576512,0.8220640569395018,True,True
market,broad_market,沪深300,000300.SH,2025-07-24,4116.8312,4152.4265,4111.8849,4149.0368,319632392.0,487000043.884,tushare.index_daily,3944.614382707931,3897.9953531545134,0.019923187818787547,0.09560171700312048,0.09560171700312048,True,True,True,False,True,281,0.8825622775800712,0.8434163701067615,True,True
market,broad_market,沪深300,000300.SH,2025-07-25,4145.3195,4150.4994,4117.8005,4127.1634,273594963.0,430445513.471,tushare.index_daily,3950.599596389638,3901.7832547552657,0.021001626274397722,0.0913747837301846,0.0913747837301846,True,True,True,False,True,281,0.8647686832740213,0.8362989323843416,True,True
market,broad_market,沪深300,000300.SH,2025-07-28,4128.1993,4146.12,4112.9677,4135.8242,222759815.0,406792873.973,tushare.index_daily,3956.6725342129284,3905.6517001312122,0.021993153404666232,0.09556031007264032,0.09556031007264032,True,True,True,False,True,281,0.8256227758007118,0.8398576512455516,True,True
market,broad_market,沪深300,000300.SH,2025-07-29,4132.6833,4153.3307,4117.5772,4152.0247,230807880.0,428764310.974,tushare.index_daily,3963.0775232551273,3909.723981120779,0.023030360886633794,0.10116617631204616,0.10116617631204616,True,True,True,False,True,281,0.800711743772242,0.8256227758007118,True,True
market,broad_market,沪深300,000300.SH,2025-07-30,4148.9405,4185.2064,4127.4301,4151.2379,249853048.0,445168467.668,tushare.index_daily,3969.246715935287,3913.715946722089,0.024017723082214948,0.08998074959070967,0.08998074959070967,True,True,True,False,True,281,0.8149466192170819,0.8256227758007118,True,True
market,broad_market,沪深300,000300.SH,2025-07-31,4141.5612,4141.8243,4063.6662,4075.5912,267087406.0,492142571.739,tushare.index_daily,3972.733420330851,3916.3915707432116,0.02412100417397034,0.06367117676120349,0.06367117676120349,True,True,True,False,True,281,0.6868327402135231,0.8256227758007118,True,True
market,broad_market,沪深300,000300.SH,2025-08-01,4069.9254,4085.3543,4040.462,4054.9286,196221826.0,359685164.163,tushare.index_daily,3975.4283442544297,3918.6814389953897,0.0239239932915416,0.05243647486697234,0.05243647486697234,True,True,True,False,True,281,0.6832740213523132,0.8149466192170819,True,True
market,broad_market,沪深300,000300.SH,2025-08-04,4037.9378,4070.7023,4037.9378,4070.7023,162275902.0,295976826.632,tushare.index_daily,3978.552080508383,3921.1941804995986,0.024013992225016656,0.058381840198602486,0.058381840198602486,True,True,True,False,True,281,0.7224199288256228,0.8113879003558719,True,True
market,broad_market,沪深300,000300.SH,2025-08-05,4080.3877,4106.2969,4075.5836,4103.45,178851999.0,306934255.766,tushare.index_daily,3982.647094262206,3924.206673383903,0.02408968763277164,0.05470618280487449,0.05470618280487449,True,True,True,False,True,281,0.7864768683274022,0.8149466192170819,True,True
market,broad_market,沪深300,000300.SH,2025-08-06,4100.4283,4116.7085,4098.3544,4113.4852,176676155.0,307674626.125,tushare.index_daily,3986.936868220822,3927.335244071772,0.02430813372960916,0.055752694835452754,0.055752694835452754,True,True,True,False,True,281,0.7935943060498221,0.8220640569395018,True,True
market,broad_market,沪深300,000300.SH,2025-08-07,4120.2822,4129.7382,4094.8214,4114.666,198641902.0,358108366.984,tushare.index_daily,3991.1247086070243,3930.4316202028176,0.02436843231566299,0.04348111442583802,0.04348111442583802,True,True,True,False,True,281,0.797153024911032,0.8220640569395018,True,True
market,broad_market,沪深300,000300.SH,2025-08-08,4109.2734,4122.2104,4097.4157,4104.9669,173171201.0,308507687.635,tushare.index_daily,3994.857239472368,3933.3165008606225,0.024303913489578166,0.050616231698655145,0.050616231698655145,True,True,True,False,True,281,0.7935943060498221,0.8185053380782918,True,True
market,broad_market,沪深300,000300.SH,2025-08-11,4110.2939,4134.2462,4103.605,4122.5106,190443716.0,360685826.235,tushare.index_daily,3999.0425955552405,3936.443676053009,0.02436436335126735,0.0600205899309898,0.0600205899309898,True,True,True,False,True,281,0.7900355871886121,0.8256227758007118,True,True
market,broad_market,沪深300,000300.SH,2025-08-12,4123.5762,4153.2948,4121.2243,4143.8252,177287823.0,383088423.33,tushare.index_daily,4003.7895661927732,3939.871469837257,0.024589550093108148,0.06878253956590186,0.06878253956590186,True,True,True,False,True,281,0.797153024911032,0.8291814946619217,True,True
market,broad_market,沪深300,000300.SH,2025-08-13,4150.5037,4186.748,4147.1991,4176.5776,213934999.0,462776745.465,tushare.index_daily,4009.4547476290754,3943.783967856476,0.025183428420309406,0.07141993917403044,0.07141993917403044,True,True,True,False,True,281,0.7651245551601423,0.8220640569395018,True,True
market,broad_market,沪深300,000300.SH,2025-08-14,4179.965,4220.3109,4165.9376,4173.3131,221103595.0,485075642.622,tushare.index_daily,4014.827152624843,3947.577837809262,0.025495131266068283,0.0656045516719046,0.0656045516719046,True,True,True,False,True,281,0.7330960854092526,0.8113879003558719,True,True
market,broad_market,沪深300,000300.SH,2025-08-15,4162.4205,4214.7291,4157.495,4202.3533,261327566.0,518686873.501,tushare.index_daily,4020.9755508994385,3951.7890024735716,0.025832487885516064,0.07370928548354927,0.07370928548354927,True,True,True,False,True,281,0.7437722419928826,0.8220640569395018,True,True
market,broad_market,沪深300,000300.SH,2025-08-18,4218.2471,4272.9602,4203.4191,4239.4125,301479102.0,635365867.185,tushare.index_daily,4028.1374180830635,3956.5431098707027,0.026235636712489407,0.09199206207516375,0.09199206207516375,True,True,True,False,True,281,0.7651245551601423,0.8291814946619217,True,True
market,broad_market,沪深300,000300.SH,2025-08-19,4241.7651,4264.2303,4215.2075,4223.3741,250818771.0,553536203.26,tushare.index_daily,4034.5386207688643,3960.953539459617,0.026205217593355368,0.09410812400600221,0.09410812400600221,True,True,True,False,True,281,0.7686832740213523,0.8362989323843416,True,True
market,broad_market,沪深300,000300.SH,2025-08-20,4208.4005,4272.1463,4190.5559,4271.3958,246481773.0,538815306.147,tushare.index_daily,4042.3044299239837,3966.0848164933423,0.026568815370410892,0.11251738521745436,0.11251738521745436,True,True,True,False,True,281,0.8149466192170819,0.8362989323843416,True,True
market,broad_market,沪深300,000300.SH,2025-08-21,4284.3712,4308.4472,4273.6523,4288.0707,259030014.0,558521268.967,tushare.index_daily,4050.362340418279,3971.4068972124605,0.02680818641586802,0.11778056129280445,0.11778056129280445,True,True,True,False,True,281,0.8540925266903915,0.8398576512455516,True,True
market,broad_market,沪深300,000300.SH,2025-08-22,4287.3633,4378.3881,4287.3633,4377.9977,290434897.0,675935075.409,tushare.index_daily,4061.1044833553847,3978.127406349445,0.02797167474697626,0.13457846604185164,0.13457846604185164,True,True,True,False,True,281,0.8327402135231317,0.8434163701067615,True,True
market,broad_market,沪深300,000300.SH,2025-08-25,4416.2924,4472.6525,4404.7761,4469.2217,358090006.0,823681964.473,tushare.index_daily,4074.4853757043884,3986.244667401521,0.029775737181367612,0.1637894145101586,0.1637894145101586,True,True,True,False,True,281,0.9181494661921709,0.8647686832740213,True,True
market,broad_market,沪深300,000300.SH,2025-08-26,4453.3526,4476.803,4435.5275,4452.5905,270621395.0,627950450.229,tushare.index_daily,4086.8822650255556,3993.952862981661,0.031239545793376067,0.15591272583291338,0.15591272583291338,True,True,True,False,True,281,0.9039145907473309,0.8683274021352313,True,True
market,broad_market,沪深300,000300.SH,2025-08-27,4458.8399,4494.9126,4386.1266,4386.1266,333133898.0,785098482.974,tushare.index_daily,4096.693554696849,4000.43507351089,0.032108570689219906,0.133734319745052,0.133734319745052,True,True,True,False,True,281,0.8291814946619217,0.8612099644128114,True,True
market,broad_market,沪深300,000300.SH,2025-08-28,4378.0351,4464.8028,4364.171,4463.782,296834536.0,739423602.221,tushare.index_daily,4108.7292414281,4008.093700395008,0.03423230474042804,0.1511844949126071,0.1511844949126071,True,True,True,False,True,281,0.8220640569395018,0.8540925266903915,True,True
market,broad_market,沪深300,000300.SH,2025-08-29,4455.8034,4516.8395,4452.3632,4496.7591,351938947.0,831194066.158,tushare.index_daily,4121.45153187308,4016.170814438066,0.036731434948310326,0.1607582746661247,0.1607582746661247,True,True,True,False,True,281,0.800711743772242,0.8576512455516014,True,True
market,broad_market,沪深300,000300.SH,2025-09-01,4516.8787,4528.1342,4487.5304,4523.7111,320366708.0,770378288.127,tushare.index_daily,4134.640370172323,4024.559910067189,0.0392324359479026,0.16433070555456997,0.16433070555456997,True,True,True,False,True,281,0.7829181494661922,0.8362989323843416,True,True
market,broad_market,沪深300,000300.SH,2025-09-02,4521.9828,4548.8937,4454.4169,4490.4528,303932566.0,777999297.964,tushare.index_daily,4146.306351478149,4032.2606189916983,0.04109308541339929,0.16168496355884932,0.16168496355884932,True,True,True,False,True,281,0.800711743772242,0.8398576512455516,True,True
market,broad_market,沪深300,000300.SH,2025-09-03,4501.3388,4510.7303,4427.5176,4459.8296,254320217.0,655697116.709,tushare.index_daily,4156.585802249357,4039.327874876133,0.04255119647887495,0.14512420861447728,0.14512420861447728,True,True,True,False,True,281,0.6797153024911032,0.8362989323843416,True,True
market,broad_market,沪深300,000300.SH,2025-09-04,4461.2503,4465.4967,4327.5068,4365.2085,307934609.0,773124596.998,tushare.index_daily,4163.425890700198,4044.714331489751,0.04317108451199192,0.1215275158578728,0.1215275158578728,True,True,True,False,True,281,0.6370106761565836,0.8256227758007118,True,True
market,broad_market,沪深300,000300.SH,2025-09-05,4365.6083,4466.5603,4350.2974,4460.3249,249625657.0,664166970.947,tushare.index_daily,4173.160284447732,4051.5839276634742,0.044633145638744764,0.15427396254762504,0.15427396254762504,True,True,True,False,True,281,0.6832740213523132,0.8185053380782918,True,True
market,broad_market,沪深300,000300.SH,2025-09-08,4467.1693,4482.763,4438.0698,4467.5733,267638382.0,683630879.769,tushare.index_daily,4182.813170203544,4058.459785057467,0.04595364271752356,0.1532807452825784,0.1532807452825784,True,True,True,False,True,281,0.7224199288256228,0.8149466192170819,True,True
market,broad_market,沪深300,000300.SH,2025-09-09,4448.739,4472.093,4412.6914,4436.2584,221375460.0,562861103.958,tushare.index_daily,4191.122849869002,4064.704390263129,0.04678899342214038,0.14620786710633427,0.14620786710633427,True,True,True,False,True,281,0.697508896797153,0.8042704626334519,True,True
market,broad_market,沪深300,000300.SH,2025-09-10,4438.2998,4466.6325,4414.5937,4445.3649,203597646.0,535539349.489,tushare.index_daily,4199.4586547913295,4070.996299514978,0.04738896411653215,0.14719958663946575,0.14719958663946575,True,True,True,False,True,281,0.6832740213523132,0.8078291814946619,True,True
market,broad_market,沪深300,000300.SH,2025-09-11,4438.839,4548.0345,4427.9242,4548.0345,253264051.0,693156671.398,tushare.index_daily,4210.887371027679,4078.8812284486153,0.048834037170107036,0.18343132216066071,0.18343132216066071,True,True,True,False,True,281,0.7580071174377224,0.800711743772242,True,True
market,broad_market,沪深300,000300.SH,2025-09-12,4544.5905,4564.6665,4517.7897,4521.998,266442003.0,689576075.7,tushare.index_daily,4221.087719518575,4086.2054726064894,0.04976706923133967,0.17556957371909832,0.17556957371909832,True,True,True,False,True,281,0.7153024911032029,0.797153024911032,True,True
market,broad_market,沪深300,000300.SH,2025-09-15,4534.8866,4566.9053,4522.4958,4533.0557,231885678.0,613314652.4,tushare.index_daily,4231.316177895015,4093.591426778283,0.05043987796936733,0.17500552632031874,0.17500552632031874,True,True,True,False,True,281,0.701067615658363,0.7900355871886121,True,True
market,broad_market,沪深300,000300.SH,2025-09-16,4539.9217,4552.419,4494.7875,4523.3367,249269206.0,613728334.806,tushare.index_daily,4240.890621242719,4100.694654434841,0.05114636885903212,0.1586314228497281,0.1586314228497281,True,True,True,False,True,281,0.6797153024911032,0.7793594306049823,True,True
market,broad_market,沪深300,000300.SH,2025-09-17,4517.2855,4556.0296,4503.7959,4551.023,235716472.0,608454200.521,tushare.index_daily,4251.058895956073,4108.138098163191,0.05164244050664313,0.14922902046435493,0.14922902046435493,True,True,True,False,True,281,0.7259786476868327,0.7758007117437722,True,True
market,broad_market,沪深300,000300.SH,2025-09-18,4546.0319,4573.8331,4454.9886,4498.109,309859826.0,839987127.411,tushare.index_daily,4259.158899367349,4114.583898193551,0.051550093892959614,0.13991048447682553,0.13991048447682553,True,True,True,False,True,281,0.608540925266904,0.7722419928825622,True,True
market,broad_market,沪深300,000300.SH,2025-09-19,4499.0906,4533.0919,4491.8437,4501.9195,225044000.0,603887059.817,tushare.index_daily,4267.118263322517,4120.986139545724,0.05072851014089608,0.14793409730707996,0.14793409730707996,True,True,True,False,True,281,0.608540925266904,0.7686832740213523,True,True
market,broad_market,沪深300,000300.SH,2025-09-22,4512.0251,4523.8695,4487.1299,4522.608,196459956.0,563149164.266,tushare.index_daily,4275.494976000467,4127.6245174044725,0.049333739542832156,0.1490134941647896,0.1490134941647896,True,True,True,False,True,281,0.5836298932384342,0.7508896797153025,True,True
market,broad_market,沪深300,000300.SH,2025-09-23,4536.7569,4560.7319,4459.7281,4519.7781,252827062.0,680513630.7,tushare.index_daily,4283.50425875455,4134.106394802746,0.04811051089277352,0.14634819448904102,0.14634819448904102,True,True,True,False,True,281,0.5587188612099644,0.7295373665480427,True,True
market,broad_market,沪深300,000300.SH,2025-09-24,4495.2659,4567.4948,4494.1133,4566.0708,220482608.0,629161495.484,tushare.index_daily,4292.768735516696,4141.246302326667,0.047861812996739195,0.15781836424101736,0.15781836424101736,True,True,True,False,True,281,0.5836298932384342,0.7153024911032029,True,True
market,broad_market,沪深300,000300.SH,2025-09-25,4563.9827,4613.9486,4558.8424,4593.4875,229823333.0,669866986.619,tushare.index_daily,4302.628367139099,4148.7213634452355,0.04719199400046237,0.15761321707321718,0.15761321707321718,True,True,True,False,True,281,0.5658362989323843,0.697508896797153,True,True
market,broad_market,沪深300,000300.SH,2025-09-26,4576.9142,4597.8472,4550.0487,4550.0487,208482114.0,598723903.174,tushare.index_daily,4310.740509200113,4155.354873140356,0.045927745568078215,0.14259575490292642,0.14259575490292642,True,True,True,False,True,281,0.5836298932384342,0.6797153024911032,True,True
market,broad_market,沪深300,000300.SH,2025-09-29,4555.0342,4647.5691,4541.4252,4620.0528,274358877.0,693395231.241,tushare.index_daily,4320.881895783716,4163.035830609111,0.04504418980546809,0.16515746872785897,0.16515746872785897,True,True,True,False,True,281,0.6476868327402135,0.6797153024911032,True,True
market,broad_market,沪深300,000300.SH,2025-09-30,4629.8987,4647.5031,4616.2243,4640.6935,247980359.0,664624101.862,tushare.index_daily,4331.367522151462,4170.930998698217,0.044632777943998114,0.16062233273385984,0.16062233273385984,True,True,True,False,True,281,0.6441281138790036,0.6868327402135231,True,True
market,broad_market,沪深300,000300.SH,2025-10-09,4662.1133,4726.3449,4651.9895,4709.482,347678696.0,862208005.908,tushare.index_daily,4343.764718146496,4179.832668141222,0.04503189030666621,0.17990712332908898,0.17990712332908898,True,True,True,False,True,281,0.6903914590747331,0.701067615658363,True,True
market,broad_market,沪深300,000300.SH,2025-10-10,4679.4983,4692.5858,4600.9646,4616.8341,319020899.0,792743047.251,tushare.index_daily,4352.717812633497,4187.055832304177,0.04546542364453243,0.15132322265478537,0.15132322265478537,True,True,True,False,True,281,0.701067615658363,0.7117437722419929,True,True
market,broad_market,沪深300,000300.SH,2025-10-13,4490.8661,4601.8072,4490.8661,4593.9785,315010354.0,714001634.395,tushare.index_daily,4360.6279991045285,4193.781826811546,0.0449222416295485,0.14425886474742144,0.14425886474742144,True,True,True,False,True,281,0.6797153024911032,0.7117437722419929,True,True
market,broad_market,沪深300,000300.SH,2025-10-14,4634.0543,4641.4492,4520.9258,4539.0644,372954030.0,808959003.201,tushare.index_daily,4366.47837290438,4199.488976781603,0.04390949230273611,0.12977593617869543,0.12977593617869543,True,True,True,False,True,281,0.6654804270462633,0.708185053380783,True,True
market,broad_market,沪深300,000300.SH,2025-10-15,4544.2431,4608.8239,4526.834,4606.2879,284771855.0,607326345.326,tushare.index_daily,4374.340980350138,4206.212925925709,0.043715762349190834,0.14610950250013421,0.14610950250013421,True,True,True,False,True,281,0.7366548042704626,0.7046263345195729,True,True
market,broad_market,沪深300,000300.SH,2025-10-16,4588.9206,4645.0959,4586.2801,4618.4218,248235518.0,560567191.741,tushare.index_daily,4382.343630174723,4213.026295745119,0.04354965494772367,0.1525303479218254,0.1525303479218254,True,True,True,False,True,281,0.7402135231316725,0.701067615658363,True,True
market,broad_market,沪深300,000300.SH,2025-10-17,4610.6967,4618.5621,4509.3289,4514.2345,256905617.0,559085965.219,tushare.index_daily,4386.667920988666,4218.004943749332,0.0417443010160794,0.11891053914855676,0.11891053914855676,True,True,True,False,True,281,0.6334519572953736,0.693950177935943,True,True
market,broad_market,沪深300,000300.SH,2025-10-20,4558.2421,4570.4376,4520.5024,4538.2201,218420405.0,505798833.703,tushare.index_daily,4391.636844890677,4223.2977562493425,0.040404070397180414,0.11818794038834457,0.11818794038834457,True,True,True,False,True,281,0.6298932384341637,0.6903914590747331,True,True
market,broad_market,沪深300,000300.SH,2025-10-21,4556.1224,4615.463,4547.9283,4607.8715,215711175.0,551390253.216,tushare.index_daily,4398.726505713934,4229.654347055139,0.03956459899959586,0.12783027697816873,0.12783027697816873,True,True,True,False,True,281,0.701067615658363,0.7046263345195729,True,True
market,broad_market,沪深300,000300.SH,2025-10-22,4576.0277,4603.4884,4567.2361,4592.57,185333960.0,440935302.747,tushare.index_daily,4405.082030116755,4235.652952888939,0.03871625645132126,0.11498339555861481,0.11498339555861481,True,True,True,False,True,281,0.6832740213523132,0.7153024911032029,True,True
market,broad_market,沪深300,000300.SH,2025-10-23,4578.7018,4611.3409,4541.6944,4606.3447,200463917.0,420800208.776,tushare.index_daily,4411.6808061785005,4241.780089204824,0.03778397668760203,0.11810765580638805,0.11810765580638805,True,True,True,False,True,281,0.7224199288256228,0.7224199288256228,True,True
market,broad_market,沪深300,000300.SH,2025-10-24,4622.7873,4660.6835,4622.7873,4660.6835,208814483.0,551986648.561,tushare.index_daily,4419.844828926746,4248.704112523753,0.037727150678333654,0.12331698287178372,0.12331698287178372,True,True,True,False,True,281,0.7330960854092526,0.7224199288256228,True,True
market,broad_market,沪深300,000300.SH,2025-10-27,4699.3819,4720.4288,4687.6876,4716.0186,262200674.0,672670372.523,tushare.index_daily,4429.55544437177,4256.428318928319,0.03806718516462548,0.14267794679512802,0.14267794679512802,True,True,True,False,True,281,0.7615658362989324,0.7295373665480427,True,True
market,broad_market,沪深300,000300.SH,2025-10-28,4697.7277,4734.3218,4679.2288,4691.973,220906645.0,571563257.096,tushare.index_daily,4438.159298654663,4263.627404565867,0.038045728872861506,0.13447109284770864,0.13447109284770864,True,True,True,False,True,281,0.7366548042704626,0.7295373665480427,True,True
market,broad_market,沪深300,000300.SH,2025-10-29,4701.0362,4747.8378,4697.268,4747.8378,246211324.0,645898688.765,tushare.index_daily,4448.312692141395,4271.63088217635,0.03847514171370614,0.14349941126313626,0.14349941126313626,True,True,True,False,True,281,0.7295373665480427,0.7295373665480427,True,True
market,broad_market,沪深300,000300.SH,2025-10-30,4735.9807,4761.8339,4706.452,4709.911,273289118.0,719956285.438,tushare.index_daily,4456.8896858416765,4278.875181644509,0.03823195714390737,0.1345798803773688,0.1345798803773688,True,True,True,False,True,281,0.7295373665480427,0.7402135231316725,True,True
market,broad_market,沪深300,000300.SH,2025-10-31,4702.4946,4706.1395,4640.6676,4640.6676,281464740.0,680712251.493,tushare.index_daily,4462.915191223916,4284.8552216173275,0.03725323462955599,0.1386489400605242,0.1386489400605242,True,True,True,False,True,281,0.6654804270462633,0.7473309608540926,True,True
market,broad_market,沪深300,000300.SH,2025-11-03,4636.7323,4653.4028,4595.7339,4653.4028,239869809.0,557602941.096,tushare.index_daily,4469.160686593623,4290.946917127785,0.036750107563980006,0.14759179730069705,0.14759179730069705,True,True,True,False,True,281,0.6868327402135231,0.7508896797153025,True,True
market,broad_market,沪深300,000300.SH,2025-11-04,4649.3481,4665.323,4595.066,4618.699,233224032.0,505177700.977,tushare.index_daily,4474.063582115143,4296.364306927327,0.03545148653123342,0.13461969449350297,0.13461969449350297,True,True,True,False,True,281,0.6441281138790036,0.7437722419928826,True,True
market,broad_market,沪深300,000300.SH,2025-11-05,4562.1117,4642.6101,4558.7647,4627.257,203045871.0,468361161.389,tushare.index_daily,4479.0863171277615,4301.8336076392725,0.034104424115671605,0.12765039174353277,0.12765039174353277,True,True,True,False,True,281,0.6192170818505338,0.7473309608540926,True,True
market,broad_market,沪深300,000300.SH,2025-11-06,4642.0112,4698.0935,4642.0112,4693.4032,224241008.0,553641780.921,tushare.index_daily,4486.113100172753,4308.3058323063915,0.03277073949967457,0.14097972201285658,0.14097972201285658,True,True,True,False,True,281,0.6832740213523132,0.7615658362989324,True,True
market,broad_market,沪深300,000300.SH,2025-11-07,4673.7616,4701.3743,4666.0405,4678.7944,212497377.0,507573849.5,tushare.index_daily,4492.430519839219,4314.429610284798,0.03209780951115526,0.1371018692647228,0.1371018692647228,True,True,True,False,True,281,0.6654804270462633,0.7473309608540926,True,True
market,broad_market,沪深300,000300.SH,2025-11-10,4688.124,4695.1794,4654.2103,4695.0507,236026764.0,593977127.605,tushare.index_daily,4499.073804434655,4320.720867966042,0.031749052053639426,0.14374873522122655,0.14374873522122655,True,True,True,False,True,281,0.7295373665480427,0.7544483985765125,True,True
