bridge_direction,row_id,instrument,event_t0_date,nearest_any_06_episode_id,nearest_any_06_episode_low_date,nearest_any_06_episode_high_date,nearest_any_market_regime_bucket,nearest_any_event_minus_episode_low_days,nearest_any_abs_event_minus_episode_low_days,nearest_any_event_vs_episode_window,inside_any_pre120_calendar_to_high_flag,nearest_risk_on_06_episode_id,nearest_risk_on_event_minus_episode_low_days,nearest_risk_on_abs_event_minus_episode_low_days,nearest_risk_on_event_vs_episode_window,inside_risk_on_pre120_calendar_to_high_flag,episode_id,episode_low_date,episode_high_date,matching_11a2_winner_row_n_pre120_to_high,matching_11a2_row_ids,matching_11a2_event_t0_dates,matching_11a2_event_minus_low_days,episode_has_any_11a2_row_pre120_to_high_flag
11a2_row_to_06_episode,5321.0,SH601319,2024-04-15,SH601319_20240624_0000,2024-06-24,2024-10-08,transition,-70.0,70.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,5382.0,SH601336,2024-05-06,SH601336_20240412_0003,2024-04-12,2024-10-10,risk_on,24.0,24.0,inside_low_to_high,True,SH601336_20240412_0003,24.0,24.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5621.0,SH601600,2020-11-09,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,-81.0,81.0,pre120_before_episode_low,True,SH601600_20210129_0001,-81.0,81.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,5622.0,SH601600,2020-12-17,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,-43.0,43.0,pre120_before_episode_low,True,SH601600_20210129_0001,-43.0,43.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,5623.0,SH601600,2021-02-18,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,20.0,20.0,inside_low_to_high,True,SH601600_20210129_0001,20.0,20.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5624.0,SH601600,2021-05-25,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,116.0,116.0,inside_low_to_high,True,SH601600_20210129_0001,116.0,116.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5625.0,SH601600,2021-07-05,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,157.0,157.0,inside_low_to_high,True,SH601600_20210129_0001,157.0,157.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5626.0,SH601600,2021-08-02,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,185.0,185.0,after_episode_high,False,SH601600_20210129_0001,185.0,185.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5642.0,SH601600,2025-06-09,SH601600_20240806_0004,2024-08-06,2024-10-08,risk_off,307.0,307.0,after_episode_high,False,SH601600_20210129_0001,1592.0,1592.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5643.0,SH601600,2025-07-21,SH601600_20240806_0004,2024-08-06,2024-10-08,risk_off,349.0,349.0,after_episode_high,False,SH601600_20210129_0001,1634.0,1634.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5644.0,SH601600,2025-08-25,SH601600_20240806_0004,2024-08-06,2024-10-08,risk_off,384.0,384.0,after_episode_high,False,SH601600_20210129_0001,1669.0,1669.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5645.0,SH601600,2025-09-29,SH601600_20240806_0004,2024-08-06,2024-10-08,risk_off,419.0,419.0,after_episode_high,False,SH601600_20210129_0001,1704.0,1704.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5665.0,SH601601,2024-04-22,SH601601_20240412_0001,2024-04-12,2024-10-08,risk_on,10.0,10.0,inside_low_to_high,True,SH601601_20240412_0001,10.0,10.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5666.0,SH601601,2024-05-23,SH601601_20240412_0001,2024-04-12,2024-10-08,risk_on,41.0,41.0,inside_low_to_high,True,SH601601_20240412_0001,41.0,41.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5718.0,SH601618,2021-07-12,SH601618_20210204_0000,2021-02-04,2021-07-26,risk_on,158.0,158.0,inside_low_to_high,True,SH601618_20210204_0000,158.0,158.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5719.0,SH601618,2021-08-24,SH601618_20210204_0000,2021-02-04,2021-07-26,risk_on,201.0,201.0,after_episode_high,False,SH601618_20210204_0000,201.0,201.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5755.0,SH601628,2024-04-29,SH601628_20240412_0002,2024-04-12,2024-10-08,risk_on,17.0,17.0,inside_low_to_high,True,SH601628_20240412_0002,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5813.0,SH601669,2021-07-06,SH601669_20211013_0001,2021-10-13,2022-02-10,transition,-99.0,99.0,pre120_before_episode_low,True,SH601669_20210204_0000,152.0,152.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5814.0,SH601669,2021-07-21,SH601669_20211013_0001,2021-10-13,2022-02-10,transition,-84.0,84.0,pre120_before_episode_low,True,SH601669_20210204_0000,167.0,167.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5815.0,SH601669,2021-08-06,SH601669_20211013_0001,2021-10-13,2022-02-10,transition,-68.0,68.0,pre120_before_episode_low,True,SH601669_20210204_0000,183.0,183.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,5888.0,SH601689,2024-11-07,SH601689_20250103_0008,2025-01-03,2025-02-07,risk_off,-57.0,57.0,pre120_before_episode_low,True,SH601689_20240527_0007,164.0,164.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5923.0,SH601698,2025-08-22,SH601698_20250923_0003,2025-09-23,2026-01-12,risk_on,-32.0,32.0,pre120_before_episode_low,True,SH601698_20250923_0003,-32.0,32.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,5924.0,SH601698,2025-10-29,SH601698_20250923_0003,2025-09-23,2026-01-12,risk_on,36.0,36.0,inside_low_to_high,True,SH601698_20250923_0003,36.0,36.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,5988.0,SH601727,2024-04-26,SH601727_20240708_0001,2024-07-08,2024-11-08,risk_off,-73.0,73.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,5996.0,SH601728,2022-11-30,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,5997.0,SH601728,2023-01-20,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,6050.0,SH601788,2020-01-06,SH601788_20200204_0001,2020-02-04,2020-07-13,risk_off,-29.0,29.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,6245.0,SH601857,2025-09-02,SH601857_20251009_0003,2025-10-09,2026-03-04,risk_on,-37.0,37.0,pre120_before_episode_low,True,SH601857_20251009_0003,-37.0,37.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,6303.0,SH601869,2025-09-11,SH601869_20251121_0001,2025-11-21,2026-05-12,transition,-71.0,71.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,6333.0,SH601872,2025-09-30,SH601872_20250408_0007,2025-04-08,2025-09-17,risk_off,175.0,175.0,after_episode_high,False,SH601872_20200228_0003,2041.0,2041.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,6334.0,SH601872,2025-10-31,SH601872_20250408_0007,2025-04-08,2025-09-17,risk_off,206.0,206.0,after_episode_high,False,SH601872_20200228_0003,2072.0,2072.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,6335.0,SH601872,2025-11-19,SH601872_20250408_0007,2025-04-08,2025-09-17,risk_off,225.0,225.0,after_episode_high,False,SH601872_20200228_0003,2091.0,2091.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,6417.0,SH601888,2018-01-15,SH601888_20180207_0000,2018-02-07,2018-07-18,risk_off,-23.0,23.0,pre120_before_episode_low,True,SH601888_20200820_0003,-948.0,948.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,6425.0,SH601888,2020-12-08,SH601888_20200820_0003,2020-08-20,2021-02-18,risk_on,110.0,110.0,inside_low_to_high,True,SH601888_20200820_0003,110.0,110.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,6440.0,SH601888,2025-07-18,SH601888_20250623_0007,2025-06-23,2025-11-12,risk_on,25.0,25.0,inside_low_to_high,True,SH601888_20250623_0007,25.0,25.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,6459.0,SH601898,2021-12-16,SH601898_20211129_0002,2021-11-29,2022-04-15,risk_on,17.0,17.0,inside_low_to_high,True,SH601898_20211129_0002,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,6471.0,SH601898,2025-10-14,SH601898_20250904_0004,2025-09-04,2026-03-09,risk_on,40.0,40.0,inside_low_to_high,True,SH601898_20250904_0004,40.0,40.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,6535.0,SH601919,2024-03-11,SH601919_20240329_0000,2024-03-29,2024-06-06,risk_on,-18.0,18.0,pre120_before_episode_low,True,SH601919_20240329_0000,-18.0,18.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,6536.0,SH601919,2024-04-15,SH601919_20240329_0000,2024-03-29,2024-06-06,risk_on,17.0,17.0,inside_low_to_high,True,SH601919_20240329_0000,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,6691.0,SH601988,2022-11-29,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,6692.0,SH601988,2023-01-03,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7045.0,SH603259,2025-02-14,SH603259_20250409_0001,2025-04-09,2025-09-02,risk_off,-54.0,54.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7046.0,SH603259,2025-03-07,SH603259_20250409_0001,2025-04-09,2025-09-02,risk_off,-33.0,33.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7095.0,SH603268,2025-10-21,SH603268_20250619_0000,2025-06-19,2025-12-04,risk_on,124.0,124.0,inside_low_to_high,True,SH603268_20250619_0000,124.0,124.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7096.0,SH603268,2025-11-18,SH603268_20250619_0000,2025-06-19,2025-12-04,risk_on,152.0,152.0,inside_low_to_high,True,SH603268_20250619_0000,152.0,152.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7472.0,SH603659,2021-05-20,SH603659_20210730_0000,2021-07-30,2021-11-29,transition,-71.0,71.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7473.0,SH603659,2021-06-04,SH603659_20210730_0000,2021-07-30,2021-11-29,transition,-56.0,56.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7474.0,SH603659,2021-06-28,SH603659_20210730_0000,2021-07-30,2021-11-29,transition,-32.0,32.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7605.0,SH603806,2021-07-01,SH603806_20221012_0000,2022-10-12,2023-02-01,risk_off,-468.0,468.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7650.0,SH603833,2020-10-12,SH603833_20221101_0000,2022-11-01,2023-02-27,risk_off,-750.0,750.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7727.0,SH603882,2020-10-13,SH603882_20201117_0003,2020-11-17,2021-01-25,risk_on,-35.0,35.0,pre120_before_episode_low,True,SH603882_20201117_0003,-35.0,35.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,7729.0,SH603882,2020-12-24,SH603882_20201117_0003,2020-11-17,2021-01-25,risk_on,37.0,37.0,inside_low_to_high,True,SH603882_20201117_0003,37.0,37.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7854.0,SH603986,2025-11-13,SH603986_20251124_0003,2025-11-24,2026-05-27,transition,-11.0,11.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,7885.0,SH603993,2025-03-10,SH603993_20250228_0009,2025-02-28,2025-08-18,risk_on,10.0,10.0,inside_low_to_high,True,SH603993_20250228_0009,10.0,10.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7886.0,SH603993,2025-05-12,SH603993_20250228_0009,2025-02-28,2025-08-18,risk_on,73.0,73.0,inside_low_to_high,True,SH603993_20250228_0009,73.0,73.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7887.0,SH603993,2025-06-11,SH603993_20250228_0009,2025-02-28,2025-08-18,risk_on,103.0,103.0,inside_low_to_high,True,SH603993_20250228_0009,103.0,103.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7888.0,SH603993,2025-06-27,SH603993_20250228_0009,2025-02-28,2025-08-18,risk_on,119.0,119.0,inside_low_to_high,True,SH603993_20250228_0009,119.0,119.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7889.0,SH603993,2025-07-18,SH603993_20251124_0010,2025-11-24,2026-01-29,transition,-129.0,129.0,before_pre120_calendar_start,False,SH603993_20250228_0009,140.0,140.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7890.0,SH603993,2025-08-13,SH603993_20251124_0010,2025-11-24,2026-01-29,transition,-103.0,103.0,pre120_before_episode_low,True,SH603993_20250228_0009,166.0,166.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7891.0,SH603993,2025-09-12,SH603993_20251124_0010,2025-11-24,2026-01-29,transition,-73.0,73.0,pre120_before_episode_low,True,SH603993_20250228_0009,196.0,196.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,7892.0,SH603993,2025-10-20,SH603993_20251124_0010,2025-11-24,2026-01-29,transition,-35.0,35.0,pre120_before_episode_low,True,SH603993_20250228_0009,234.0,234.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,7900.0,SH605117,2025-08-25,SH605117_20250619_0000,2025-06-19,2025-12-11,risk_on,67.0,67.0,inside_low_to_high,True,SH605117_20250619_0000,67.0,67.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7901.0,SH605117,2025-09-22,SH605117_20250619_0000,2025-06-19,2025-12-11,risk_on,95.0,95.0,inside_low_to_high,True,SH605117_20250619_0000,95.0,95.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,7902.0,SH605117,2025-10-28,SH605117_20250619_0000,2025-06-19,2025-12-11,risk_on,131.0,131.0,inside_low_to_high,True,SH605117_20250619_0000,131.0,131.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,8236.0,SZ000157,2020-12-24,SZ000157_20231024_0000,2023-10-24,2024-04-18,risk_off,-1034.0,1034.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,8309.0,SZ000338,2025-10-31,SZ000338_20250929_0001,2025-09-29,2026-02-25,risk_on,32.0,32.0,inside_low_to_high,True,SZ000338_20250929_0001,32.0,32.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,8343.0,SZ000408,2025-03-11,SZ000408_20250409_0005,2025-04-09,2025-09-30,risk_off,-29.0,29.0,pre120_before_episode_low,True,SZ000408_20251105_0006,-239.0,239.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,8349.0,SZ000408,2025-10-09,SZ000408_20251105_0006,2025-11-05,2026-01-26,risk_on,-27.0,27.0,pre120_before_episode_low,True,SZ000408_20251105_0006,-27.0,27.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,8350.0,SZ000408,2025-10-24,SZ000408_20251105_0006,2025-11-05,2026-01-26,risk_on,-12.0,12.0,pre120_before_episode_low,True,SZ000408_20251105_0006,-12.0,12.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,8351.0,SZ000408,2025-11-14,SZ000408_20251105_0006,2025-11-05,2026-01-26,risk_on,9.0,9.0,inside_low_to_high,True,SZ000408_20251105_0006,9.0,9.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,8417.0,SZ000426,2025-09-29,SZ000426_20251105_0000,2025-11-05,2026-01-29,risk_on,-37.0,37.0,pre120_before_episode_low,True,SZ000426_20251105_0000,-37.0,37.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,8418.0,SZ000426,2025-10-29,SZ000426_20251105_0000,2025-11-05,2026-01-29,risk_on,-7.0,7.0,pre120_before_episode_low,True,SZ000426_20251105_0000,-7.0,7.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,8625.0,SZ000617,2023-02-13,SZ000617_20230112_0002,2023-01-12,2023-05-10,risk_on,32.0,32.0,inside_low_to_high,True,SZ000617_20230112_0002,32.0,32.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,8628.0,SZ000617,2024-04-26,SZ000617_20240412_0003,2024-04-12,2024-10-14,risk_on,14.0,14.0,inside_low_to_high,True,SZ000617_20240412_0003,14.0,14.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,8948.0,SZ000768,2020-08-03,SZ000768_20200911_0002,2020-09-11,2021-01-11,transition,-39.0,39.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9049.0,SZ000786,2020-09-08,SZ000786_20200930_0003,2020-09-30,2021-02-18,transition,-22.0,22.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9097.0,SZ000799,2020-12-31,SZ000799_20210309_0001,2021-03-09,2021-06-18,risk_off,-68.0,68.0,pre120_before_episode_low,True,SZ000799_20200807_0000,146.0,146.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,9145.0,SZ000807,2025-09-17,SZ000807_20250409_0005,2025-04-09,2025-09-15,risk_off,161.0,161.0,after_episode_high,False,SZ000807_20211117_0001,1400.0,1400.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,9146.0,SZ000807,2025-10-16,SZ000807_20250409_0005,2025-04-09,2025-09-15,risk_off,190.0,190.0,after_episode_high,False,SZ000807_20211117_0001,1429.0,1429.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,9174.0,SZ000825,2021-08-05,SZ000825_20210819_0001,2021-08-19,2021-09-17,transition,-14.0,14.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9223.0,SZ000858,2020-01-15,SZ000858_20200204_0002,2020-02-04,2020-07-15,risk_off,-20.0,20.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9228.0,SZ000858,2020-07-30,SZ000858_20200923_0003,2020-09-23,2021-02-18,transition,-55.0,55.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9229.0,SZ000858,2020-08-17,SZ000858_20200923_0003,2020-09-23,2021-02-18,transition,-37.0,37.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9230.0,SZ000858,2020-09-07,SZ000858_20200923_0003,2020-09-23,2021-02-18,transition,-16.0,16.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9351.0,SZ000895,2020-03-05,SZ000895_20200602_0001,2020-06-02,2020-08-31,risk_on,-89.0,89.0,pre120_before_episode_low,True,SZ000895_20200602_0001,-89.0,89.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,9352.0,SZ000895,2020-05-13,SZ000895_20200602_0001,2020-06-02,2020-08-31,risk_on,-20.0,20.0,pre120_before_episode_low,True,SZ000895_20200602_0001,-20.0,20.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,9353.0,SZ000895,2020-06-19,SZ000895_20200602_0001,2020-06-02,2020-08-31,risk_on,17.0,17.0,inside_low_to_high,True,SZ000895_20200602_0001,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,9608.0,SZ000975,2025-09-01,SZ000975_20250731_0007,2025-07-31,2026-01-27,risk_on,32.0,32.0,inside_low_to_high,True,SZ000975_20250731_0007,32.0,32.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,9609.0,SZ000975,2025-10-15,SZ000975_20250731_0007,2025-07-31,2026-01-27,risk_on,76.0,76.0,inside_low_to_high,True,SZ000975_20250731_0007,76.0,76.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,9630.0,SZ000977,2023-04-03,SZ000977_20230515_0004,2023-05-15,2023-06-20,transition,-42.0,42.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9799.0,SZ001309,2025-10-29,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,9888.0,SZ002001,2025-10-09,SZ002001_20251022_0004,2025-10-22,2026-03-12,risk_on,-13.0,13.0,pre120_before_episode_low,True,SZ002001_20251022_0004,-13.0,13.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,9889.0,SZ002001,2025-11-07,SZ002001_20251022_0004,2025-10-22,2026-03-12,risk_on,16.0,16.0,inside_low_to_high,True,SZ002001_20251022_0004,16.0,16.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10002.0,SZ002028,2025-10-23,SZ002028_20250407_0001,2025-04-07,2025-09-24,risk_off,199.0,199.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,10138.0,SZ002074,2025-07-17,SZ002074_20250804_0001,2025-08-04,2025-09-12,risk_on,-18.0,18.0,pre120_before_episode_low,True,SZ002074_20250804_0001,-18.0,18.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,10139.0,SZ002074,2025-08-27,SZ002074_20250804_0001,2025-08-04,2025-09-12,risk_on,23.0,23.0,inside_low_to_high,True,SZ002074_20250804_0001,23.0,23.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10188.0,SZ002080,2025-10-10,SZ002080_20251017_0005,2025-10-17,2026-02-26,risk_on,-7.0,7.0,pre120_before_episode_low,True,SZ002080_20251017_0005,-7.0,7.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,10189.0,SZ002080,2025-11-13,SZ002080_20251017_0005,2025-10-17,2026-02-26,risk_on,27.0,27.0,inside_low_to_high,True,SZ002080_20251017_0005,27.0,27.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10559.0,SZ002202,2021-07-13,SZ002202_20210514_0003,2021-05-14,2021-11-05,risk_on,60.0,60.0,inside_low_to_high,True,SZ002202_20210514_0003,60.0,60.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10575.0,SZ002202,2025-10-23,SZ002202_20251124_0007,2025-11-24,2026-01-13,transition,-32.0,32.0,pre120_before_episode_low,True,SZ002202_20240424_0005,547.0,547.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,10872.0,SZ002311,2020-05-12,SZ002311_20200612_0000,2020-06-12,2020-09-03,risk_on,-31.0,31.0,pre120_before_episode_low,True,SZ002311_20200612_0000,-31.0,31.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,10873.0,SZ002311,2020-07-07,SZ002311_20200612_0000,2020-06-12,2020-09-03,risk_on,25.0,25.0,inside_low_to_high,True,SZ002311_20200612_0000,25.0,25.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10971.0,SZ002353,2025-10-10,SZ002353_20250409_0008,2025-04-09,2025-09-29,risk_off,184.0,184.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,10984.0,SZ002371,2025-07-23,SZ002371_20250613_0001,2025-06-13,2025-10-09,risk_on,40.0,40.0,inside_low_to_high,True,SZ002371_20250613_0001,40.0,40.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,10985.0,SZ002371,2025-08-18,SZ002371_20250613_0001,2025-06-13,2025-10-09,risk_on,66.0,66.0,inside_low_to_high,True,SZ002371_20250613_0001,66.0,66.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11050.0,SZ002384,2025-03-31,SZ002384_20250409_0008,2025-04-09,2025-09-17,risk_off,-9.0,9.0,pre120_before_episode_low,True,SZ002384_20251017_0009,-200.0,200.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,11056.0,SZ002384,2025-11-06,SZ002384_20251017_0009,2025-10-17,2026-04-15,risk_on,20.0,20.0,inside_low_to_high,True,SZ002384_20251017_0009,20.0,20.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11323.0,SZ002463,2025-06-04,SZ002463_20250304_0002,2025-03-04,2025-08-26,risk_on,92.0,92.0,inside_low_to_high,True,SZ002463_20250304_0002,92.0,92.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11324.0,SZ002463,2025-07-04,SZ002463_20250304_0002,2025-03-04,2025-08-26,risk_on,122.0,122.0,inside_low_to_high,True,SZ002463_20250304_0002,122.0,122.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11325.0,SZ002463,2025-08-04,SZ002463_20251124_0003,2025-11-24,2026-05-26,transition,-112.0,112.0,pre120_before_episode_low,True,SZ002463_20250304_0002,153.0,153.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11326.0,SZ002463,2025-08-22,SZ002463_20251124_0003,2025-11-24,2026-05-26,transition,-94.0,94.0,pre120_before_episode_low,True,SZ002463_20250304_0002,171.0,171.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11385.0,SZ002466,2025-10-24,SZ002466_20250409_0006,2025-04-09,2025-09-08,risk_off,198.0,198.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,11424.0,SZ002493,2020-08-06,SZ002493_20200909_0002,2020-09-09,2021-02-18,transition,-34.0,34.0,pre120_before_episode_low,True,SZ002493_20250923_0004,-1874.0,1874.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,11449.0,SZ002493,2025-08-20,SZ002493_20250923_0004,2025-09-23,2026-03-03,risk_on,-34.0,34.0,pre120_before_episode_low,True,SZ002493_20250923_0004,-34.0,34.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,11450.0,SZ002493,2025-10-10,SZ002493_20250923_0004,2025-09-23,2026-03-03,risk_on,17.0,17.0,inside_low_to_high,True,SZ002493_20250923_0004,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11451.0,SZ002493,2025-10-30,SZ002493_20250923_0004,2025-09-23,2026-03-03,risk_on,37.0,37.0,inside_low_to_high,True,SZ002493_20250923_0004,37.0,37.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11580.0,SZ002532,2025-10-09,SZ002532_20251124_0008,2025-11-24,2026-01-29,transition,-46.0,46.0,pre120_before_episode_low,True,SZ002532_20210625_0002,1567.0,1567.0,after_episode_high,False,,,,,,,,
