oracle_id,oracle_variant_id,split_bucket,cost_bps,q_defend,primary_variant,bootstrap_family,bootstrap_primary_role,cluster_key,cluster_n,bootstrap_iterations,random_seed,observed_mean_incremental_return,ci_low,ci_mid,ci_high,ci_alpha,bootstrap_family_status,bootstrap_gate,blocking_reason
O0,O0_blind_continue_primary,validation,0,0.5,True,instrument,primary_required,instrument,41,1000,1746984048,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,0,0.5,True,calendar_month,primary_required,calendar_month,52,1000,1880994244,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,0,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2947014780,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,3369612556,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.0,True,instrument,primary_required,instrument,590,1000,818007658,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.0,True,calendar_month,primary_required,calendar_month,100,1000,2426149487,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,3745247878,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1719211729,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.0,True,instrument,primary_required,instrument,195,1000,2689979102,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.0,True,calendar_month,primary_required,calendar_month,26,1000,1234509533,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,473401633,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,4198421485,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.0,True,instrument,primary_required,instrument,41,1000,3109407445,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.0,True,calendar_month,primary_required,calendar_month,52,1000,1575438311,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2471863269,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,44186660,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.25,True,instrument,primary_required,instrument,590,1000,1171513511,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.25,True,calendar_month,primary_required,calendar_month,100,1000,858578936,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1869459859,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,303038743,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.25,True,instrument,primary_required,instrument,195,1000,4111390622,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.25,True,calendar_month,primary_required,calendar_month,26,1000,771908455,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,2256848423,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,3031711988,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.25,True,instrument,primary_required,instrument,41,1000,1878044002,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.25,True,calendar_month,primary_required,calendar_month,52,1000,22472413,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,857526257,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,566948310,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.5,True,instrument,primary_required,instrument,590,1000,1275559903,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.5,True,calendar_month,primary_required,calendar_month,100,1000,2530151999,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2976698162,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1929907942,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.5,True,instrument,primary_required,instrument,195,1000,2486744327,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.5,True,calendar_month,primary_required,calendar_month,26,1000,3720957583,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,3931119802,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,676875201,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.5,True,instrument,primary_required,instrument,41,1000,1291532450,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.5,True,calendar_month,primary_required,calendar_month,52,1000,3071439727,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2465041944,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1635070698,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.0,True,instrument,primary_required,instrument,590,1000,2134743997,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.0,True,calendar_month,primary_required,calendar_month,100,1000,4261891062,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1786549764,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1790191538,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.0,True,instrument,primary_required,instrument,195,1000,3778267417,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.0,True,calendar_month,primary_required,calendar_month,26,1000,3427325813,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,1657541063,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,523482309,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.0,True,instrument,primary_required,instrument,41,1000,1588133751,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.0,True,calendar_month,primary_required,calendar_month,52,1000,166039801,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2748312236,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,513254800,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.25,True,instrument,primary_required,instrument,590,1000,1712571328,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.25,True,calendar_month,primary_required,calendar_month,100,1000,1731331835,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2849504630,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1060252891,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.25,True,instrument,primary_required,instrument,195,1000,3533313596,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.25,True,calendar_month,primary_required,calendar_month,26,1000,3279550100,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,764782969,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,1645477786,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.25,True,instrument,primary_required,instrument,41,1000,820475008,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.25,True,calendar_month,primary_required,calendar_month,52,1000,2470310552,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,4109330833,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,274706712,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.5,True,instrument,primary_required,instrument,590,1000,1963219591,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.5,True,calendar_month,primary_required,calendar_month,100,1000,1851546209,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,50229914,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,302551948,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.5,True,instrument,primary_required,instrument,195,1000,1462855962,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.5,True,calendar_month,primary_required,calendar_month,26,1000,3600748670,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,883293127,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,1671702214,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.5,True,instrument,primary_required,instrument,41,1000,1816660639,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.5,True,calendar_month,primary_required,calendar_month,52,1000,2436024622,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,1128296837,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1595767831,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.0,True,instrument,primary_required,instrument,590,1000,1540278094,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.0,True,calendar_month,primary_required,calendar_month,100,1000,1875551059,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,453197963,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,3373054795,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.0,True,instrument,primary_required,instrument,195,1000,1245808106,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.0,True,calendar_month,primary_required,calendar_month,26,1000,1436542328,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,2813017424,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,694046455,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.0,True,instrument,primary_required,instrument,41,1000,926494632,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.0,True,calendar_month,primary_required,calendar_month,52,1000,289097373,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2687775765,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1520858885,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.25,True,instrument,primary_required,instrument,590,1000,382474786,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.25,True,calendar_month,primary_required,calendar_month,100,1000,2004867435,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2578849176,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,3781249722,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.25,True,instrument,primary_required,instrument,195,1000,1013717656,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.25,True,calendar_month,primary_required,calendar_month,26,1000,600910923,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,569077783,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,273704085,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.25,True,instrument,primary_required,instrument,41,1000,4276722477,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.25,True,calendar_month,primary_required,calendar_month,52,1000,3298787785,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,1593422804,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,train,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1858822635,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.5,True,instrument,primary_required,instrument,590,1000,3628407718,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.5,True,calendar_month,primary_required,calendar_month,100,1000,4170351469,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,train,100,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1515965716,0.0,0.0,0.0,0.0,0.05,pass,fail,
O0,O0_blind_continue_primary,robustness,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1060721423,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.5,True,instrument,primary_required,instrument,195,1000,1163437245,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.5,True,calendar_month,primary_required,calendar_month,26,1000,3785611011,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,robustness,100,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,449405579,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
O0,O0_blind_continue_primary,validation,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,3983002108,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.5,True,instrument,primary_required,instrument,41,1000,3082475483,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.5,True,calendar_month,primary_required,calendar_month,52,1000,2275751094,0.0,0.0,0.0,0.0,0.05,pass,fail,bootstrap_ci_low_not_positive
O0,O0_blind_continue_primary,validation,100,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,3126037165,0.0,0.0,0.0,0.0,0.05,readout_only_insufficient_clusters,readout_only,
