factor_id,local_formula_id,signal_period,signal_month_end,holding_period,holding_month_end,split,factor_month_status,eligible_instrument_count,high_quintile_count,low_quintile_count,high_mean_return,low_mean_return,factor_gross_return,factor_buy_turnover,factor_sell_turnover,factor_after_cost_return,high_instruments,low_instruments
TURN,local_TURN_share_turnover_21d_v0,2023-12,2023-12-29,2024-01,2024-01-31,robustness,complete,207,41,42,-0.1480622874044005,0.04710789099984254,-0.19517017840424306,0.495016611295681,0.49501661129568086,-0.20061536112849554,SZ000568;SZ000651;SH601699;SH600161;SZ000725;SH600438;SH601881;SZ000983;SH600026;SZ002027;SH600584;SH600048;SH601888;SZ002236;SZ002252;SZ000661;SH600150;SZ002371;SZ000100;SH603392;SZ002049;SH600570;SH600745;SH603799;SH603986;SZ002459;SH601059;SZ002460;SZ000938;SH601012;SZ002812;SH601901;SZ000063;SZ002129;SZ002230;SZ002241;SH601360;SZ002466;SZ000625;SH603019;SH601127,SZ001289;SH601939;SH600941;SH601628;SH601857;SH601998;SH601398;SH600938;SH601988;SZ000877;SH600018;SH601658;SH600000;SH601288;SH603195;SH601319;SH601018;SH601808;SZ000708;SH600028;SH601728;SH601825;SH601088;SH601816;SH600999;SH601328;SH600016;SH601818;SH601009;SH601633;SH601229;SH600377;SH600346;SH601727;SH601766;SH601066;SH600837;SH601800;SZ003816;SH600104;SH600025;SH600029
BAB,local_BAB_beta_sort_252d_v0,2023-12,2023-12-29,2024-01,2024-01-31,robustness,complete,207,41,42,-0.1256336476298502,0.04999737205984847,-0.1756310196896986,0.4252491694352159,0.42524916943521573,-0.18030876055348596,SZ002415;SH600570;SH600050;SH603198;SH601377;SH601633;SH603260;SH600588;SZ000617;SH603259;SZ002460;SH603799;SH601628;SH603369;SH601012;SH600031;SH601600;SH600030;SZ002049;SZ002466;SZ002920;SH601800;SZ000858;SH603986;SH601318;SZ002230;SH600745;SH601788;SZ000568;SH600958;SH601059;SH601360;SH601881;SZ000625;SH601601;SH603019;SH601138;SZ000938;SH601336;SZ002236;SH601888,SH600011;SH600027;SH600886;SH600023;SH600377;SH600025;SH600900;SH600674;SZ001965;SH600795;SH601006;SH601985;SZ003816;SH600547;SH601825;SH601988;SH601398;SH601939;SH601288;SH600039;SH600161;SH601328;SZ001289;SH601169;SH601018;SZ002179;SH601088;SH601229;SH600803;SH600015;SH600018;SH600016;SH601607;SH600085;SH600760;SH600905;SH600919;SZ000895;SH601818;SH601009;SH601916;SH600660
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-01,2024-01-31,2024-02,2024-02-29,robustness,complete,189,37,38,0.07386631514363758,0.10358616402329132,-0.029719848879653708,0.669570267131243,0.6695702671312425,-0.03708512181809738,SH600000;SH600690;SH601668;SZ000568;SH600309;SH601319;SH601225;SH600276;SH601601;SH601816;SH600809;SH601138;SZ002415;SH600030;SH601998;SH601899;SH601166;SZ000333;SH601328;SH601658;SZ000858;SZ002594;SH601728;SH600900;SH600028;SH601088;SH601318;SH600036;SH601628;SH600938;SH601988;SH601288;SH601857;SH601939;SH601398;SH600519;SH600941,SZ000963;SZ002236;SH600741;SH601021;SH601136;SZ000999;SH600426;SH603260;SZ002241;SH601872;SH600372;SZ000768;SH600803;SH600703;SH603369;SZ002459;SH601689;SH601901;SH600377;SZ000877;SH600196;SZ000983;SH600085;SH601698;SH601825;SH600111;SH601727;SH600027;SH600362;SZ000157;SH601607;SH600026;SZ002311;SH600010;SH600926;SH605499;SH601100;SZ000301
ILL,local_ILL_amihud_21d_v0,2024-01,2024-01-31,2024-02,2024-02-29,robustness,complete,189,37,38,0.07941338484541019,0.10437995404644954,-0.024966569201039304,0.5319396051103367,0.5319396051103369,-0.03081790485725301,SZ000999;SH601100;SH600600;SZ002179;SH600845;SH601825;SH601607;SH600989;SH601872;SH600372;SH600196;SH603369;SH601021;SH600018;SZ000768;SH601238;SH600741;SH600029;SH600115;SZ001965;SH600039;SZ002736;SH600026;SH600346;SH600803;SH601698;SH603260;SZ002311;SH600377;SH601727;SZ000708;SH603195;SH601808;SH605499;SH601018;SZ000877;SZ001289,SH600519;SH600036;SH600900;SZ000858;SH601318;SH601398;SH601288;SH601012;SZ000651;SH600030;SZ002594;SH600919;SH601166;SZ000333;SZ000001;SH600887;SH601328;SH601899;SH601127;SH601668;SZ000625;SH601888;SZ000725;SH603259;SZ000568;SZ002475;SZ000063;SH601985;SH601006;SH600150;SH601088;SH601857;SH600690;SH601988;SH601225;SZ002371;SZ002466;SH600276
TURN,local_TURN_share_turnover_21d_v0,2024-01,2024-01-31,2024-02,2024-02-29,robustness,complete,189,37,38,0.14137434763613835,0.05527153753752419,0.08610281009861416,0.702090592334495,0.7020905923344947,0.07837981358293472,SZ000001;SZ000651;SH601186;SZ002142;SH600795;SH603501;SH601901;SH600919;SH600089;SZ002475;SZ000963;SH601788;SZ000725;SZ000617;SH600050;SZ000983;SH600150;SH600048;SZ002050;SZ002236;SH600438;SH603259;SZ002371;SH601689;SZ000100;SH601888;SH603392;SZ002460;SH601136;SZ000625;SZ000063;SZ002466;SZ002230;SH601012;SZ002241;SH601127;SZ002459,SZ001289;SH601939;SH600941;SH601628;SH600938;SH601988;SH601398;SH601857;SH601018;SH601998;SH601808;SH601288;SZ000877;SH600018;SH603195;SH601658;SH600028;SH600000;SH601728;SH601319;SZ000708;SH601727;SH601088;SH601633;SH600025;SH600104;SH601066;SH601238;SH600377;SH600999;SH603288;SH605499;SH601328;SH601816;SH600346;SH600845;SH600029;SH600989
BAB,local_BAB_beta_sort_252d_v0,2024-01,2024-01-31,2024-02,2024-02-29,robustness,complete,189,37,38,0.12950348940793727,0.03402919784195019,0.09547429156598708,0.4599303135888501,0.4599303135888503,0.09041505811650973,SZ000002;SH603993;SH601688;SH601995;SZ002415;SH601390;SH603259;SH603369;SH601136;SZ000858;SH603260;SH601633;SH600031;SH600030;SH600050;SH601127;SZ000568;SZ002459;SH601318;SZ002460;SH601600;SZ000617;SH600958;SZ000063;SH601628;SH601800;SH601788;SZ002230;SZ002466;SH601012;SH601881;SH601601;SH601336;SZ002236;SZ000625;SH601138;SH601888,SH600011;SH600027;SH600886;SH600023;SH600377;SH600025;SH600900;SZ001965;SH600674;SH601006;SH600795;SH601985;SZ003816;SH601988;SH600547;SH601939;SH601398;SH601169;SH601288;SH601328;SH601088;SH601825;SZ000999;SH601229;SH601018;SZ001289;SH600015;SH600039;SH600018;SH600016;SH601607;SH600803;SZ000895;SH600919;SH600660;SH601009;SH601818;SH601225
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-02,2024-02-29,2024-03,2024-03-29,robustness,complete,210,42,42,0.019171374762341258,0.012233710729678058,0.006937664032663202,0.5952380952380951,0.5952380952380962,0.00039004498504414606,SH601633;SZ000001;SH600000;SZ002714;SZ000651;SH601668;SH603288;SH600690;SH601319;SH601601;SH601816;SH600309;SH601225;SZ000568;SH600276;SH600809;SH601998;SH600030;SZ002415;SH601899;SH601166;SH601138;SZ000333;SH601328;SH601658;SH601728;SZ000858;SZ002594;SH600900;SH600028;SH601088;SH601318;SH600036;SH601628;SH600938;SH601988;SH601288;SH601857;SH601939;SH601398;SH600519;SH600941,SH601377;SZ002463;SH601838;SH600489;SH601077;SH600875;SH603198;SH601865;SH603806;SZ000661;SZ000999;SH601059;SZ002129;SZ000977;SH600741;SH600160;SZ002001;SZ002648;SH601021;SZ002241;SZ002920;SH600372;SZ000768;SH600803;SH600426;SH601872;SZ000963;SZ000877;SH601136;SH600377;SZ002049;SZ002236;SH600085;SH600703;SZ002459;SH601825;SH603260;SH601360;SH601901;SZ000938;SH600027;SH600196
ILL,local_ILL_amihud_21d_v0,2024-02,2024-02-29,2024-03,2024-03-29,robustness,complete,210,42,42,0.019412558359927654,0.012368786330220614,0.007043772029707036,0.4285714285714285,0.42857142857142916,0.0023294863154213166,SZ001965;SH603392;SH600039;SH600741;SH600196;SH600160;SZ002001;SZ000301;SZ002648;SH600372;SH600115;SZ000768;SZ002920;SH601825;SH601238;SH600875;SZ000999;SH600029;SH603369;SH600018;SH601100;SH600346;SZ002736;SH600026;SH601698;SH601872;SH600845;SH600803;SZ002311;SH603806;SH603195;SH603198;SZ000708;SH600377;SH601727;SH601865;SH603260;SH601018;SH605499;SH601808;SZ000877;SZ001289,SH600519;SH600036;SH601318;SZ000858;SH600900;SH600030;SH601398;SH601166;SZ000651;SH600887;SZ000001;SZ002594;SH601288;SH601006;SH601899;SZ000333;SH600919;SH601888;SH601012;SH601668;SH601857;SZ000063;SZ002230;SH603259;SZ000725;SZ002475;SH600050;SH600150;SH601328;SZ000568;SH601127;SH601728;SH601988;SZ002415;SZ000625;SH600276;SH601088;SH601919;SZ002714;SH600028;SH600941;SH601985
TURN,local_TURN_share_turnover_21d_v0,2024-02,2024-02-29,2024-03,2024-03-29,robustness,complete,210,42,42,-0.009746788197237056,0.009206951663059843,-0.018953739860296907,0.45238095238095244,0.45238095238095255,-0.02392993033648739,SH603806;SH601800;SH600111;SH600048;SH600160;SH603392;SZ002475;SZ000001;SH601006;SZ002371;SZ002920;SH601186;SH601901;SH600050;SH600150;SZ000661;SZ000100;SH601888;SZ002460;SZ002236;SZ000617;SH601059;SZ002050;SH601012;SH601788;SH601689;SH601360;SZ002466;SZ002241;SZ000625;SZ002049;SZ002459;SZ000938;SH603259;SZ000063;SZ002463;SZ002230;SH601136;SZ002129;SH601127;SH603019;SZ000977,SZ001289;SH601939;SH600941;SH601628;SH601988;SH600938;SH601398;SH601288;SH601998;SH601658;SH600018;SH600028;SZ000877;SH600000;SH601857;SH601018;SH601088;SH603195;SH601808;SH600025;SZ000708;SH601728;SH600104;SH601066;SH601319;SH605499;SH603288;SH601328;SH601633;SH600377;SH601727;SH601238;SH600346;SH601816;SH600029;SH603260;SH600999;SH600989;SH600519;SH600803;SH600845;SZ002493
BAB,local_BAB_beta_sort_252d_v0,2024-02,2024-02-29,2024-03,2024-03-29,robustness,complete,210,42,42,-0.014925459089535716,0.03178478681177759,-0.046710245901313285,0.38095238095238093,0.38095238095238126,-0.050900722091789474,SH600031;SH601136;SH600030;SH601995;SH603369;SH603806;SZ002241;SH601800;SH601318;SH600958;SH603260;SH601600;SH603259;SH601633;SZ000568;SH603198;SZ000617;SH601628;SH601788;SZ002920;SZ002460;SZ002459;SZ002463;SZ002466;SH601012;SZ002129;SH601601;SZ002230;SH601127;SZ000063;SH601881;SH601059;SH601336;SZ002236;SZ002049;SH603019;SH601888;SZ000625;SH601360;SZ000938;SZ000977;SH601138,SH600011;SH600023;SH600886;SH600377;SH600025;SH600027;SH600900;SH600674;SH601006;SZ001965;SH600795;SH601985;SH600547;SZ003816;SH601169;SH601988;SZ000999;SH601939;SH601398;SH601088;SH601328;SH601288;SH601229;SH600489;SH601825;SH600016;SH600015;SH601018;SZ000895;SH600018;SH601077;SH600039;SZ001289;SH601009;SH601225;SH600660;SH601818;SH601607;SH601916;SH600919;SH600803;SH605499
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-03,2024-03-29,2024-04,2024-04-30,robustness,complete,213,42,43,0.03915250369824602,0.01412243316465654,0.025030070533589483,0.2796234772978956,0.27962347729789583,0.02195421228331263,SZ000001;SH600000;SZ002475;SH601668;SH603288;SH601601;SZ000651;SH601319;SH600690;SZ002714;SH601225;SH601816;SH600309;SZ000568;SH600030;SH600276;SH600809;SZ002415;SH601998;SH601166;SH601899;SZ000333;SH601138;SH601328;SH601658;SH601728;SZ002594;SZ000858;SH600900;SH601318;SH601088;SH600028;SH601628;SH600036;SH601988;SH600938;SH601288;SH601939;SH601857;SH601398;SH600519;SH600941,SZ000975;SZ000630;SH600584;SZ000999;SZ002001;SZ000039;SH601838;SH601136;SH603198;SH600741;SH601077;SH603806;SH600233;SZ002938;SH601021;SH601991;SZ000963;SZ002241;SZ002049;SH600426;SH600085;SH600372;SZ002463;SZ002459;SH603260;SZ000983;SH600377;SZ000877;SH600803;SH603296;SZ000768;SH600703;SH600196;SH601699;SZ000938;SZ002236;SH601360;SZ002648;SH601607;SZ000977;SH600160;SH600489;SH601872
ILL,local_ILL_amihud_21d_v0,2024-03,2024-03-29,2024-04,2024-04-30,robustness,complete,213,42,43,0.017217310941260874,0.013914552503793401,0.0033027584374674783,0.4955703211517164,0.4955703211517165,-0.0021485150952014033,SZ000596;SH601009;SZ000999;SH603288;SZ002493;SH600346;SH601100;SZ000768;SZ002938;SH601066;SH600026;SH600196;SH601991;SH600027;SH601872;SH601865;SH600018;SH600115;SH601238;SH601021;SZ000039;SZ002311;SH603806;SH600023;SH601825;SH603369;SH601727;SZ002736;SH603195;SH603198;SH603296;SH600377;SZ000708;SH600233;SH601018;SZ000301;SH600803;SH605499;SH601808;SH603260;SZ001289;SZ000877,SH600519;SH600900;SH601127;SH601318;SZ000858;SH603019;SZ000977;SH600036;SZ000063;SZ000651;SH601398;SZ002594;SZ000625;SH603259;SH600030;SH601138;SZ000001;SZ002475;SZ000725;SZ000333;SH600150;SH601288;SZ002371;SH601012;SH601006;SH600887;SZ002230;SH601899;SH601857;SZ002415;SH601166;SH601668;SH601888;SZ000938;SH601088;SH600031;SH600941;SH600919;SH600276;SZ000568;SZ000100;SH600028;SH601601
TURN,local_TURN_share_turnover_21d_v0,2024-03,2024-03-29,2024-04,2024-04-30,robustness,complete,213,42,43,-0.01435604084140639,0.029694991522747963,-0.04405103236415434,0.5188261351052047,0.5188261351052049,-0.049758119850311595,SZ002179;SH601888;SZ002050;SH600703;SZ000983;SH600362;SZ002938;SZ000002;SZ002371;SZ000975;SH600489;SH600111;SZ002460;SH600150;SH600089;SH601689;SH601699;SZ002920;SZ000100;SH601138;SZ002466;SH601012;SZ002475;SH600160;SH601136;SZ002459;SH601901;SZ002241;SZ002236;SZ000625;SH601360;SZ002230;SZ000630;SH600584;SZ000063;SZ002049;SZ002463;SH603259;SH601127;SZ000938;SH603019;SZ000977,SH601939;SH600941;SH601628;SH601988;SZ001289;SH601398;SH601998;SH600018;SH600000;SH601018;SH601288;SH601658;SH600028;SH601857;SH603195;SH601066;SH600938;SH601319;SH600025;SH601328;SH601728;SH600104;SH603288;SZ000877;SH600999;SH605499;SH601816;SZ002736;SH601088;SH600016;SH600519;SH600837;SH601633;SH600377;SH600015;SH601229;SH600803;SH601727;SH601009;SH600886;SZ000301;SH600115;SZ000708
BAB,local_BAB_beta_sort_252d_v0,2024-03,2024-03-29,2024-04,2024-04-30,robustness,complete,213,42,43,-0.008253570481126404,0.016012389630383157,-0.024265960111509558,0.21262458471760776,0.21262458471760798,-0.026604830543403245,SH601800;SH600958;SH601901;SZ000858;SH600030;SH601698;SH601318;SZ002241;SH601689;SH603369;SH603806;SH603260;SH601633;SH603296;SZ002938;SH601628;SH601788;SZ000617;SZ000568;SH603198;SH603259;SZ002920;SH601601;SZ002463;SZ002230;SZ000063;SH601012;SH603019;SH601336;SH601127;SZ002459;SZ002460;SZ002466;SZ002236;SH601881;SH601360;SZ000977;SZ000938;SZ002049;SZ000625;SH601888;SH601138,SH600011;SH600886;SH600023;SH600377;SH600027;SH600025;SH600900;SH600674;SZ001965;SH601006;SH601985;SH600795;SH601088;SH601169;SZ003816;SH601939;SZ000975;SH601398;SH600547;SH601988;SH601328;SH601225;SH601229;SH601288;SZ000999;SH600015;SH601009;SH600039;SH600016;SH601018;SH601825;SH600018;SH601818;SH601077;SH600941;SZ001289;SZ000895;SH600660;SH600919;SH600489;SH601898;SH600803;SH601916
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-04,2024-04-30,2024-05,2024-05-31,robustness,complete,222,44,45,0.0061024025219399754,0.02268516798334808,-0.0165827654614081,0.37878787878787884,0.3787878787878784,-0.020749432128074764,SZ003816;SZ000001;SZ002475;SH603288;SH601668;SH601633;SH600000;SH601319;SZ000651;SH601225;SZ002714;SH601601;SH601816;SZ000568;SH600309;SH600030;SH600690;SH600276;SZ002415;SH600809;SH601166;SH601998;SH601899;SH601658;SH601138;SZ000333;SH601328;SH601728;SZ000858;SH600900;SZ002594;SH601318;SH600028;SH601088;SH600036;SH601628;SH601988;SH600938;SH601288;SH601939;SH601857;SH601398;SH600519;SH600941,SZ002601;SZ002028;SH603806;SH601059;SZ000630;SZ000975;SH600985;SH600741;SH600332;SH603986;SH600875;SH601298;SH603296;SH601077;SZ000921;SZ002241;SZ002422;SH601058;SH600233;SZ000786;SH601021;SZ000877;SH600377;SH601991;SH600803;SZ002938;SH601838;SH603198;SH600066;SH603260;SZ000963;SH600085;SH600372;SZ000999;SZ002236;SZ002001;SZ000983;SZ000938;SZ000977;SH601360;SZ000768;SH600703;SH601865;SH600039;SH601699
ILL,local_ILL_amihud_21d_v0,2024-04,2024-04-30,2024-05,2024-05-31,robustness,complete,222,44,45,0.015509805857022775,-0.009222543848099412,0.024732349705122187,0.40505050505050505,0.4050505050505047,0.020276794149566634,SZ002493;SZ002311;SH601100;SH600026;SH601872;SH600985;SH600703;SZ002938;SH601238;SH601021;SH601336;SZ000768;SZ000596;SH603369;SH600029;SZ000786;SH601698;SH601825;SH601066;SH603195;SH600196;SH605499;SH601865;SH600018;SH600039;SH601727;SH600233;SH600115;SH603806;SZ002736;SH603392;SZ000921;SZ000708;SH601808;SH600377;SH603198;SZ000301;SH600803;SH601018;SZ001289;SH601298;SH603296;SH603260;SZ000877,SH600519;SH600900;SH600036;SH601398;SH601288;SH601318;SZ000333;SH601899;SZ002594;SZ000858;SH603259;SH600030;SH601127;SZ000725;SZ000001;SH601138;SH600887;SZ000625;SZ000063;SZ000651;SH601919;SH601857;SH603019;SZ002475;SH601166;SH600309;SH600941;SZ002371;SH600150;SH601988;SZ002415;SH601006;SH601668;SZ000977;SH600938;SH600050;SH600919;SZ000100;SH601328;SH601088;SH601888;SZ002714;SZ002230;SH600276;SH603993
TURN,local_TURN_share_turnover_21d_v0,2024-04,2024-04-30,2024-05,2024-05-31,robustness,complete,222,44,45,-0.008040584364943452,0.009110628610885243,-0.017151212975828695,0.47323232323232334,0.47323232323232284,-0.022356768531384248,SH600031;SZ002475;SH600547;SH600875;SH601888;SZ002601;SH600048;SH601058;SZ000725;SH600985;SZ000425;SH600150;SH603993;SH601012;SH601689;SH601600;SH600066;SH600111;SZ002050;SZ002236;SH601360;SH600160;SH601699;SZ002460;SH600489;SH600362;SZ002230;SZ002241;SZ000975;SZ002466;SZ000100;SZ000063;SZ000002;SH601136;SZ000625;SH601901;SZ000938;SZ002463;SH603259;SZ000630;SH603986;SH601127;SH603019;SZ000977,SH601939;SH600941;SH601628;SH601988;SZ001289;SH601398;SH601288;SH600938;SH600018;SH600000;SH601728;SH601857;SH601066;SH601018;SH600028;SH601088;SH601658;SH603288;SH600025;SZ000877;SH601328;SH601319;SH601998;SH603195;SH600104;SH603260;SH600029;SH600519;SZ000596;SH601009;SH600999;SH600015;SH601898;SZ000301;SH600016;SH601816;SH601298;SH600837;SH600036;SH600377;SH601229;SZ002493;SZ000708;SZ003816;SH600886
BAB,local_BAB_beta_sort_252d_v0,2024-04,2024-04-30,2024-05,2024-05-31,robustness,complete,222,44,45,-0.02382927894696939,0.03951799960855077,-0.06334727855552015,0.24848484848484875,0.24848484848484828,-0.06608061188885349,SH601865;SH601688;SZ000002;SH601318;SH601995;SH600438;SZ002938;SZ000858;SH601800;SH603369;SH601633;SH601136;SZ002241;SH601901;SH601788;SZ000617;SH603806;SZ002230;SH601689;SH603260;SZ002920;SH601628;SZ000568;SH603259;SZ002463;SZ000063;SH603986;SH603198;SH603019;SH601059;SZ002236;SH601127;SH601601;SH601360;SH601012;SZ002466;SH601336;SZ000977;SZ000938;SH601881;SZ002460;SZ000625;SH601888;SH601138,SH600011;SH600886;SH600023;SH600377;SH600025;SH600027;SH600900;SZ001965;SH600674;SH601006;SH601985;SH601088;SH600795;SZ003816;SH601939;SH601225;SH601169;SH600547;SH601398;SH601988;SH601288;SH601328;SZ000975;SH600941;SH601298;SH601229;SH601009;SZ000999;SH600015;SH600919;SH601825;SH600016;SH601018;SH600018;SH601077;SH601818;SZ000895;SH600803;SZ002028;SZ001289;SH600039;SH601898;SH600489;SH601916;SH600188
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-05,2024-05-31,2024-06,2024-06-28,robustness,complete,225,45,45,0.008748263844038467,-0.02889453824540416,0.03764280208944262,0.35555555555555546,0.3555555555555556,0.03373169097833151,SH601766;SZ003816;SZ000001;SH601633;SZ002475;SZ000651;SH601668;SH601319;SH601919;SH600000;SH601816;SH601225;SZ000568;SZ002714;SH600276;SH600309;SH600030;SH601601;SH600690;SH600809;SZ002415;SH601166;SH601998;SZ000333;SH601138;SH601899;SH601658;SH601328;SH601728;SZ000858;SH600900;SZ002594;SH601318;SH600028;SH601088;SH600036;SH601628;SH601988;SH600938;SH601288;SH601939;SH601857;SH601398;SH600519;SH600941,SZ000807;SZ000630;SH600741;SZ002128;SH600332;SZ002422;SZ000877;SH600522;SZ000039;SZ000933;SH600256;SH600985;SZ000977;SZ000975;SH600066;SZ002236;SZ002028;SZ000786;SH601021;SH601298;SH603986;SZ000963;SH603198;SZ002920;SH600233;SH601991;SH600803;SH600236;SZ000921;SH601136;SH600875;SH601865;SH600372;SH601077;SZ002001;SZ002241;SH601360;SZ000301;SH600377;SZ002466;SZ002463;SH603019;SZ000999;SH601838;SH600426
ILL,local_ILL_amihud_21d_v0,2024-05,2024-05-31,2024-06,2024-06-28,robustness,complete,225,45,45,-0.04187841533317878,0.005123197530135652,-0.04700161286331442,0.37777777777777766,0.3777777777777778,-0.051157168418869976,SZ000617;SZ001965;SZ000999;SH600023;SH601607;SH600039;SZ002493;SZ002128;SH601991;SH600026;SH601872;SH601100;SH600115;SH601898;SZ000921;SH600985;SH601865;SH600837;SH601066;SH601238;SH605499;SH601698;SH600845;SZ002736;SH600018;SZ000039;SH603392;SH603369;SZ000708;SH600233;SH600803;SH603198;SH603195;SH601825;SH601727;SH601808;SZ001289;SH601298;SH600377;SZ000301;SH603296;SH603260;SH601018;SZ000877;SH600236,SH600519;SH600900;SH601398;SH601288;SH601318;SZ000858;SH600036;SH600941;SH603259;SH601899;SH600887;SH601127;SZ000001;SZ000063;SH601138;SH601857;SH601006;SZ002594;SH600030;SH601939;SZ000625;SZ000333;SH601166;SZ000651;SZ000725;SZ000002;SH600150;SH601012;SZ000977;SH601919;SZ002371;SH600919;SZ002415;SH600050;SZ002475;SH601988;SH603019;SZ002714;SH600276;SH603993;SH601888;SH600938;SH601668;SH601985;SZ002304
TURN,local_TURN_share_turnover_21d_v0,2024-05,2024-05-31,2024-06,2024-06-28,robustness,complete,225,45,45,-0.013898990414976189,0.003264667109944834,-0.017163657524921026,0.48888888888888865,0.4888888888888888,-0.022541435302698802,SH600362;SZ002236;SZ002422;SZ002475;SZ002371;SH600089;SZ000725;SH601888;SZ002938;SZ002028;SH600160;SH600150;SH600438;SZ002230;SH601600;SZ002050;SH603993;SH601919;SH600256;SH600489;SZ000975;SZ000933;SZ002466;SH601360;SZ000807;SH601012;SH600066;SZ000063;SZ001979;SH601901;SZ000100;SH600048;SH601136;SZ002241;SH600522;SZ002463;SZ000625;SZ000630;SH603259;SH603986;SH601127;SH603019;SZ000938;SZ000002;SZ000977,SH601939;SH601628;SH600941;SH601988;SH601398;SH600938;SH601288;SH600028;SZ001289;SH601998;SH601857;SH601018;SH600018;SH601088;SH601066;SH601658;SH601328;SH601728;SH603288;SH600999;SH600104;SZ000877;SH600377;SH601319;SH601238;SH600025;SH600000;SH603195;SH600236;SH601298;SH601808;SH601898;SH601727;SZ002736;SH600519;SZ000301;SZ000708;SH600115;SZ003816;SH600837;SH600803;SH601818;SH600015;SH600989;SZ000166
BAB,local_BAB_beta_sort_252d_v0,2024-05,2024-05-31,2024-06,2024-06-28,robustness,complete,225,45,45,-0.037250097287738045,0.019367849310292336,-0.0566179465980304,0.28888888888888886,0.28888888888888903,-0.05979572437580818,SH600809;SH601698;SH600048;SH603288;SZ002594;SH600438;SH601633;SZ001979;SH600522;SH601788;SH603369;SH601901;SH601995;SZ000858;SZ002230;SZ002938;SH601628;SZ000002;SZ002920;SZ000617;SZ000807;SZ002241;SH603260;SH601689;SH603259;SZ002463;SH601601;SH603198;SZ002236;SZ000568;SH601127;SZ000063;SH603019;SH603986;SH601336;SZ002466;SH601881;SH601012;SZ000938;SH601360;SZ002460;SZ000625;SZ000977;SH601888;SH601138,SH600886;SH600011;SH600377;SH600025;SZ001965;SH600023;SH600674;SH600900;SH601088;SH601006;SH600027;SH601225;SH601985;SH600941;SH601939;SZ003816;SH600236;SH601398;SH601169;SH601988;SH601288;SH600795;SH601328;SH600547;SZ000975;SH601298;SH601229;SH601009;SH600919;SH600016;SH600015;SH601898;SH601077;SH601818;SH600188;SZ002028;SZ000895;SH600018;SH601825;SH600938;SH601699;SZ000999;SH601857;SH600489;SH600028
SIZE,local_SIZE_market_cap_high_minus_low_v0,2024-06,2024-06-28,2024-07,2024-07-31,robustness,complete,211,42,43,0.001171206781101743,-0.010591044673370903,0.011762251454472645,0.5333333333333329,0.5333333333333333,0.005895584787805979,SH601633;SZ000651;SH601668;SH601319;SZ003816;SZ002714;SH600000;SH600276;SH601919;SH601225;SH600309;SH600809;SH601816;SH600690;SH601601;SH600030;SZ002475;SZ002415;SH601998;SH601166;SZ000333;SH601899;SZ000858;SH601658;SH601138;SH601328;SH601728;SH600900;SZ002594;SH601318;SH600028;SH600036;SH601628;SH601088;SH601988;SH601288;SH600938;SH600519;SH601939;SH601857;SH601398;SH600941,SZ000786;SH601117;SZ002236;SH600741;SZ002028;SZ002252;SH600085;SZ000301;SZ000977;SH600233;SH600522;SH601699;SZ002916;SZ000999;SH601360;SH601021;SH603260;SH601991;SH601136;SH603296;SH600426;SH600584;SH601077;SH600066;SH600875;SH601727;SZ002460;SH600372;SH601838;SH603369;SH600703;SZ000983;SH600196;SZ002001;SH601698;SH600236;SZ002648;SH603019;SH601298;SH600111;SH601689;SH601100;SH600377
ILL,local_ILL_amihud_21d_v0,2024-06,2024-06-28,2024-07,2024-07-31,robustness,complete,211,42,43,-0.014492169080831023,0.004612875162709264,-0.019105044243540287,0.5333333333333331,0.5333333333333334,-0.024971710910206956,SH600989;SH600703;SH600346;SZ001965;SH600026;SH600039;SH605499;SZ002648;SH600196;SZ000157;SH601872;SH603369;SZ000596;SH601100;SZ000786;SZ000617;SH600741;SZ002493;SH601066;SH600845;SH600010;SZ000983;SH601825;SH603195;SH603392;SH601898;SH601238;SH600803;SH600018;SH600233;SH601698;SH603296;SH601298;SZ001289;SH601808;SH601727;SH600377;SH600236;SH601018;SZ000708;SH603260;SZ000301,SH600519;SZ002594;SH600900;SH601318;SH600036;SH601398;SZ000858;SH601288;SH601127;SH600030;SZ000333;SZ000001;SH601899;SH603259;SZ002475;SH601138;SH600941;SH601939;SH601919;SZ000063;SZ002371;SH601857;SH601166;SZ000725;SZ000651;SH601985;SH600887;SZ000568;SH601988;SH600938;SH601006;SZ002714;SZ000625;SH601601;SH600150;SH601328;SZ000977;SH603501;SH601012;SH600584;SH600809;SH601658;SH600028
