target_industry,model_task,fold_id,contract_id,score_bucket,selected_event_count,selected_positive_count,selected_positive_rate,diagnostic_only,candidate_for_industry_p1_refine,validated_score_bucket
电力设备,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_10pct,36,25,0.6944444444444444,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_5pct,12,12,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_2pct,3,3,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_10pct,36,25,0.6944444444444444,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_5pct,12,12,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_2pct,3,3,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_10pct,36,16,0.4444444444444444,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_5pct,13,10,0.7692307692307693,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_10pct,36,16,0.4444444444444444,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_5pct,13,10,0.7692307692307693,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_10pct,4,1,0.25,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_5pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_2pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_10pct,2,2,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_5pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_10pct,2,2,1.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_5pct,0,0,,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
