target_industry,model_task,fold_id,fold_role,contract_id,validation_event_count,validation_positive_count,auc,binary_logloss,brier_score,best_iteration,sanity_diagnostic_only,used_for_contract_selection
电力设备,industry_launch_winner_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,215,43,0.41806381828015143,0.5382745534392949,0.15235645799228184,64,True,False
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T1_fixed_rounds_no_inner_validation,1053,392,0.5518887585291302,0.8973349872557601,0.31669499021677927,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,1053,392,0.5518887585291302,0.8973349872557601,0.31669499021677927,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T1_fixed_rounds_no_inner_validation,1335,744,0.5085898695486054,0.9508268048578506,0.34403575368129125,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,1335,744,0.5085898695486054,0.9508268048578506,0.34403575368129125,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T0_strict_p0_9_reproduction,1119,646,0.41003508335569677,0.8601180831005488,0.33065179680286,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,1119,646,0.4153581316804011,1.0780841983671763,0.4094199237688732,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,1119,646,0.4153581316804011,1.0780841983671763,0.4094199237688732,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T0_strict_p0_9_reproduction,1079,577,0.5191107321148681,0.6883667053126,0.24760298226474414,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T1_fixed_rounds_no_inner_validation,1079,577,0.4707116076422214,0.7103327691368254,0.25808771924112806,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T2_pooled_inner_validation,1079,577,0.48175064041925886,0.7047145665317815,0.25526995778786915,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T3_grouped_temporal_inner_validation,1079,577,0.48175064041925886,0.7047145665317815,0.25526995778786915,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,1079,577,0.4707116076422214,0.7103327691368254,0.25808771924112806,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T0_strict_p0_9_reproduction,1402,423,0.5234667980305083,0.696934621884578,0.25189136194482203,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,1402,423,0.5377803857363982,0.7005544550774628,0.25360811985633835,32,True,False
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T2_pooled_inner_validation,1402,423,0.593485657434976,0.6667729729958869,0.2369000552414572,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T3_grouped_temporal_inner_validation,1402,423,0.593485657434976,0.6667729729958869,0.2369000552414572,1,True,False
电子,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,1402,423,0.5377803857363982,0.7005544550774628,0.25360811985633835,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T1_fixed_rounds_no_inner_validation,630,186,0.5450510994865834,0.7095990347654351,0.25643842980469733,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2020,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,630,186,0.5450510994865834,0.7095990347654351,0.25643842980469733,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T1_fixed_rounds_no_inner_validation,727,363,0.7113341204250295,0.6647806479980705,0.23505787833237565,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,727,363,0.7113341204250295,0.6647806479980705,0.23505787833237565,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,642,231,0.4766223233376518,0.6794647963860992,0.2414490684783936,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T2_pooled_inner_validation,642,231,0.3913114460559716,0.669761694587581,0.23832847172933563,2,True,False
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T3_grouped_temporal_inner_validation,642,231,0.3913114460559716,0.669761694587581,0.23832847172933563,2,True,False
汽车,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,642,231,0.4766223233376518,0.6794647963860992,0.2414490684783936,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T1_fixed_rounds_no_inner_validation,751,304,0.5666946308724832,0.6857325246341665,0.24741495837840144,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T2_pooled_inner_validation,751,304,0.4893846402920052,0.6806762643241429,0.24483851194925324,16,True,False
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T3_grouped_temporal_inner_validation,751,304,0.4893846402920052,0.6806762643241429,0.24483851194925324,16,True,False
汽车,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,751,304,0.5666946308724832,0.6857325246341665,0.24741495837840144,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,935,304,0.4475039619651347,0.6961684225120837,0.25086215330395684,32,True,False
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T2_pooled_inner_validation,935,304,0.5435790099257652,0.656846630471592,0.23195813294569284,1,True,False
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T3_grouped_temporal_inner_validation,935,304,0.5435790099257652,0.656846630471592,0.23195813294569284,1,True,False
汽车,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,935,304,0.4475039619651347,0.6961684225120837,0.25086215330395684,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2021,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,706,234,0.41793875851079243,0.9435933130621998,0.3519692048549357,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T1_fixed_rounds_no_inner_validation,1153,716,0.5014605678636718,0.967326903288514,0.35999159532684294,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2022,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,1153,716,0.5014605678636718,0.967326903288514,0.35999159532684294,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T1_fixed_rounds_no_inner_validation,742,416,0.4602406795658329,0.8290552438824489,0.30959175789969495,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2023,core_trainability_probe,T4_diagnostic_minimal_instrument_gate,742,416,0.4602406795658329,0.8290552438824489,0.30959175789969495,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T0_strict_p0_9_reproduction,772,350,0.5289031821259309,0.7839601532200198,0.28555401332688535,154,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T1_fixed_rounds_no_inner_validation,772,350,0.6503452945159106,0.6474799669657624,0.22948274459942344,32,True,False
电力设备,industry_failure_reject_score_lgbm,fold_2024,robustness_trainability_audit_only,T4_diagnostic_minimal_instrument_gate,772,350,0.6503452945159106,0.6474799669657624,0.22948274459942344,32,True,False
