grid_rule_id,min_previous_regime_trading_day_n,min_segment_age_at_event_t0,online_confirmation_trading_day_n,outcome_max_transition_trading_day_n,candidate_event_n,unique_transition_segment_n,censored_event_share,pending_or_censored_event_share,base_direction_agreement,direction_distribution_distance,both_context_all_splits_flag,censored_share_eligible_flag,aggregate_outcome_power_flag,aggregate_outcome_power_labels,low_segment_power_cells,structural_eligible_flag,base_rule_tie_break_rank,selected_rule_flag,base_rule_flag,selection_reason
g_minprev1_age1_confirm3_outmax120,1,1,3,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age1_confirm3_outmax240,1,1,3,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age1_confirm3_outmaxnull,1,1,3,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm0_outmax20,1,2,0,20.0,20804,71,0.29806767929244377,0.29806767929244377,0.7019323207075563,0.5961353585848875,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm0_outmax60,1,2,0,60.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm0_outmax120,1,2,0,120.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm0_outmax240,1,2,0,240.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm0_outmaxnull,1,2,0,,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm1_outmax20,1,2,1,20.0,20804,71,0.29806767929244377,0.29806767929244377,0.7019323207075563,0.5961353585848875,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm1_outmax60,1,2,1,60.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm1_outmax120,1,2,1,120.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm1_outmax240,1,2,1,240.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm1_outmaxnull,1,2,1,,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm2_outmax20,1,2,2,20.0,20804,71,0.29806767929244377,0.29806767929244377,0.7019323207075563,0.5961353585848875,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm2_outmax60,1,2,2,60.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm2_outmax120,1,2,2,120.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm2_outmax240,1,2,2,240.0,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm2_outmaxnull,1,2,2,,20804,71,0.0,0.0,1.0,0.08458000310040119,True,True,True,transition_continuation;transition_conversion,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm3_outmax20,1,2,3,20.0,17468,53,0.3440577055186627,0.3440577055186627,0.6559422944813373,0.6881154110373254,True,False,False,transition_continuation,robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm3_outmax60,1,2,3,60.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm3_outmax120,1,2,3,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm3_outmax240,1,2,3,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age2_confirm3_outmaxnull,1,2,3,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm0_outmax20,1,3,0,20.0,17468,53,0.3440577055186627,0.3440577055186627,0.6559422944813373,0.6881154110373254,True,False,False,transition_continuation,robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm0_outmax60,1,3,0,60.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm0_outmax120,1,3,0,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm0_outmax240,1,3,0,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm0_outmaxnull,1,3,0,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm1_outmax20,1,3,1,20.0,17468,53,0.3440577055186627,0.3440577055186627,0.6559422944813373,0.6881154110373254,True,False,False,transition_continuation,robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm1_outmax60,1,3,1,60.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm1_outmax120,1,3,1,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm1_outmax240,1,3,1,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm1_outmaxnull,1,3,1,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm2_outmax20,1,3,2,20.0,17468,53,0.3440577055186627,0.3440577055186627,0.6559422944813373,0.6881154110373254,True,False,False,transition_continuation,robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm2_outmax60,1,3,2,60.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm2_outmax120,1,3,2,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm2_outmax240,1,3,2,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm2_outmaxnull,1,3,2,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm3_outmax20,1,3,3,20.0,17468,53,0.3440577055186627,0.3440577055186627,0.6559422944813373,0.6881154110373254,True,False,False,transition_continuation,robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm3_outmax60,1,3,3,60.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm3_outmax120,1,3,3,120.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm3_outmax240,1,3,3,240.0,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age3_confirm3_outmaxnull,1,3,3,,17468,53,0.0,0.0,1.0,0.12636540071399882,True,True,True,transition_continuation;transition_conversion,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm0_outmax20,1,5,0,20.0,13226,37,0.4209889611371541,0.4209889611371541,0.5790110388628459,0.8419779222743082,True,False,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation,False,1,False,False,
g_minprev1_age5_confirm0_outmax60,1,5,0,60.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm0_outmax120,1,5,0,120.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm0_outmax240,1,5,0,240.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm0_outmaxnull,1,5,0,,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm1_outmax20,1,5,1,20.0,13226,37,0.4209889611371541,0.4209889611371541,0.5790110388628459,0.8419779222743082,True,False,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation,False,1,False,False,
g_minprev1_age5_confirm1_outmax60,1,5,1,60.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm1_outmax120,1,5,1,120.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm1_outmax240,1,5,1,240.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm1_outmaxnull,1,5,1,,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm2_outmax20,1,5,2,20.0,13226,37,0.4209889611371541,0.4209889611371541,0.5790110388628459,0.8419779222743082,True,False,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation,False,1,False,False,
g_minprev1_age5_confirm2_outmax60,1,5,2,60.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm2_outmax120,1,5,2,120.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm2_outmax240,1,5,2,240.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm2_outmaxnull,1,5,2,,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm3_outmax20,1,5,3,20.0,13226,37,0.4209889611371541,0.4209889611371541,0.5790110388628459,0.8419779222743082,True,False,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation,False,1,False,False,
g_minprev1_age5_confirm3_outmax60,1,5,3,60.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm3_outmax120,1,5,3,120.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm3_outmax240,1,5,3,240.0,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev1_age5_confirm3_outmaxnull,1,5,3,,13226,37,0.0,0.0,1.0,0.20306813364724635,True,True,False,transition_continuation,robustness:transition_continuation;robustness:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm0_outmax20,3,1,0,20.0,26840,104,0.5625931445603577,0.5625931445603577,0.4374068554396423,1.1251862891207152,True,False,True,transition_continuation;transition_conversion,validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm0_outmax60,3,1,0,60.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm0_outmax120,3,1,0,120.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm0_outmax240,3,1,0,240.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm0_outmaxnull,3,1,0,,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm1_outmax20,3,1,1,20.0,26840,104,0.5625931445603577,0.5625931445603577,0.4374068554396423,1.1251862891207152,True,False,True,transition_continuation;transition_conversion,validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm1_outmax60,3,1,1,60.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm1_outmax120,3,1,1,120.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm1_outmax240,3,1,1,240.0,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm1_outmaxnull,3,1,1,,26840,104,0.4769374068554396,0.4769374068554396,0.5230625931445604,0.9538748137108792,True,False,True,transition_continuation;transition_conversion,robustness:transition_conversion;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm2_outmax20,3,1,2,20.0,20804,71,0.6252643722361084,0.6252643722361084,0.3747356277638916,1.2505287444722168,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm2_outmax60,3,1,2,60.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm2_outmax120,3,1,2,120.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm2_outmax240,3,1,2,240.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm2_outmaxnull,3,1,2,,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm3_outmax20,3,1,3,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm3_outmax60,3,1,3,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm3_outmax120,3,1,3,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm3_outmax240,3,1,3,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age1_confirm3_outmaxnull,3,1,3,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm0_outmax20,3,2,0,20.0,20804,71,0.6252643722361084,0.6252643722361084,0.3747356277638916,1.2505287444722168,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm0_outmax60,3,2,0,60.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm0_outmax120,3,2,0,120.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm0_outmax240,3,2,0,240.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm0_outmaxnull,3,2,0,,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm1_outmax20,3,2,1,20.0,20804,71,0.6252643722361084,0.6252643722361084,0.3747356277638916,1.2505287444722168,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm1_outmax60,3,2,1,60.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm1_outmax120,3,2,1,120.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm1_outmax240,3,2,1,240.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm1_outmaxnull,3,2,1,,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm2_outmax20,3,2,2,20.0,20804,71,0.6252643722361084,0.6252643722361084,0.3747356277638916,1.2505287444722168,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm2_outmax60,3,2,2,60.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm2_outmax120,3,2,2,120.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm2_outmax240,3,2,2,240.0,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm2_outmaxnull,3,2,2,,20804,71,0.5174004999038646,0.5174004999038646,0.48259950009613534,1.0348009998077292,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm3_outmax20,3,2,3,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm3_outmax60,3,2,3,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm3_outmax120,3,2,3,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm3_outmax240,3,2,3,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age2_confirm3_outmaxnull,3,2,3,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm0_outmax20,3,3,0,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm0_outmax60,3,3,0,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm0_outmax120,3,3,0,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm0_outmax240,3,3,0,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
