grid_rule_id,split,universe_binding_status,pit_transition_context,transition_outcome_label,transition_outcome_direction,source_id,selected_event_count,formal_event_day_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,family_concentration,cross_family_collision_rate,density_contract_reference
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,131,6.238095238095238,1.099236641221374,1.1221374045801527,0.09923664122137404,0.12213740458015267,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,31,1.8235294117647058,1.0,1.032258064516129,0.0,0.03225806451612903,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,19,1.5833333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,33,6.6,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R7_event_regime_gated,26,1.5294117647058822,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,18,1.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,100,4.166666666666667,1.68,1.82,0.49,0.53,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_T4_gated,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_selected_T4_T7_union,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,20,5.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,11,3.6666666666666665,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,32,16.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,17,4.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,8,2.6666666666666665,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,65,16.25,1.2769230769230768,1.2769230769230768,0.24615384615384617,0.24615384615384617,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T4_gated,3,1.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_selected_T4_T7_union,3,1.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,33,2.5384615384615383,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,27,3.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,13,6.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,29,3.2222222222222223,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,25,3.125,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,100,7.142857142857143,1.35,1.35,0.26,0.26,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,9,2.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T7_gated,30,5.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,39,4.875,1.0512820512820513,1.0512820512820513,0.05128205128205128,0.05128205128205128,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,94,3.4814814814814814,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,60,2.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,106,11.777777777777779,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,55,2.1153846153846154,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,62,3.263157894736842,1.0,1.0161290322580645,0.0,0.016129032258064516,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,302,9.741935483870968,1.5695364238410596,1.6788079470198676,0.4139072847682119,0.4735099337748344,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,147,5.653846153846154,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,44,2.3157894736842106,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,152,16.88888888888889,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,93,4.428571428571429,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,48,2.4,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,335,10.806451612903226,1.2835820895522387,1.2865671641791045,0.25671641791044775,0.25970149253731345,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T4_gated,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T7_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_selected_T4_T7_union,5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,244,4.357142857142857,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,128,2.723404255319149,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,350,15.217391304347826,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,240,4.528301886792453,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,176,3.6666666666666665,1.0,1.0113636363636365,0.0,0.011363636363636364,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,818,13.193548387096774,1.5550122249388754,1.578239608801956,0.41687041564792177,0.42665036674816625,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,12,1.0909090909090908,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T7_gated,12,12.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,24,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,104,2.736842105263158,1.0,1.0096153846153846,0.0,0.009615384615384616,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,43,1.5925925925925926,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,105,7.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,89,2.4054054054054053,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,46,1.9166666666666667,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,307,7.309523809523809,1.3159609120521172,1.3648208469055374,0.2736156351791531,0.3127035830618892,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,8,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,8,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,17,1.8888888888888888,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,8,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,13,6.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R7_event_regime_gated,20,1.8181818181818181,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,11,1.8333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,62,4.428571428571429,1.2419354838709677,1.2419354838709677,0.20967741935483872,0.20967741935483872,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_T4_gated,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_T7_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_selected_T4_T7_union,5,1.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,15,3.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,8,4.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,16,5.333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,16,3.2,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,14,3.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,48,9.6,1.375,1.375,0.3125,0.3125,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T4_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_selected_T4_T7_union,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,27,2.7,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
