instrument,board_bucket,market_cap_source,price_source,share_source,first_price_date,last_price_date,price_rows,candidate_rows,member_rows,missing_share_asof_rows
SZ300667,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-19,2026-05-29,2156,0,0,800
SZ300668,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-19,2026-05-29,2172,0,0,247
SZ300669,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-29,2026-05-29,2164,0,0,730
SZ300670,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-03,2026-05-29,2066,0,0,0
SZ300671,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-05,2026-05-29,2160,76,76,734
SZ300672,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-12,2026-05-29,2132,349,349,690
SZ300673,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-11,2026-05-29,2156,0,0,1386
SZ300674,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-11-07,2026-05-29,1832,21,21,909
SZ300675,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-19,2026-05-29,2150,0,0,0
SZ300676,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-14,2026-05-29,2143,1170,1170,592
SZ300677,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-21,2026-05-29,2148,205,205,1884
SZ300678,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-28,2026-05-29,2118,0,0,452
SZ300680,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-25,2026-05-29,2062,0,0,825
SZ300679,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-31,2026-05-29,2132,329,329,731
SZ300681,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-25,2026-05-29,2146,0,0,1894
SZ300682,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-01,2026-05-29,2090,387,387,1189
SZ300683,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-08,2026-05-29,2078,0,0,0
SZ300684,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-27,2026-05-29,2040,0,0,729
SZ300685,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-02,2026-05-29,2140,30,30,929
SZ300686,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-04,2026-05-29,2138,0,0,682
SZ300687,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-03,2026-05-29,2129,0,0,1027
SZ300688,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-10,2026-05-29,2113,0,0,0
SZ300689,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-09,2026-05-29,2135,0,0,0
SZ300690,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-08,2026-05-29,2136,0,0,731
SZ300691,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-11,2026-05-29,2123,0,0,1411
SZ300692,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-21,2026-05-29,2119,0,0,906
SZ300693,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-22,2026-05-29,2121,1,1,728
SZ300694,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-10-15,2026-05-29,1849,0,0,0
SZ300695,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-08,2026-05-29,2113,0,0,0
SZ300696,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-22,2026-05-29,2126,0,0,876
SZ300697,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-07,2026-05-29,2110,0,0,0
SZ300698,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-31,2026-05-29,2119,0,0,0
SZ300699,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-01,2026-05-29,2118,1768,1768,0
SZ300701,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-15,2026-05-29,2108,0,0,0
SZ300700,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-12,2026-05-29,2101,0,0,1078
SZ300702,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-19,2026-05-29,2106,34,34,640
SZ300703,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-19,2026-05-29,2102,0,0,761
SZ300705,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-10,2026-05-29,2096,0,0,1608
SZ300706,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-26,2026-05-29,2101,0,0,164
SZ300707,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-10,2026-05-29,2096,0,0,1405
SZ300708,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-16,2026-05-29,2092,0,0,1387
SZ300709,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-19,2026-05-29,2089,0,0,955
SZ300710,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-19,2026-05-29,2074,0,0,0
SZ300711,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-01,2026-05-29,2080,0,0,244
SZ300712,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-31,2026-05-29,2081,5,5,0
SZ300713,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-01,2026-05-29,2080,0,0,153
SZ300715,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-26,2026-05-29,2078,0,0,843
SZ300716,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-09,2026-05-29,2067,0,0,0
SZ300717,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-06,2026-05-29,2069,0,0,0
SZ300719,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-09,2026-05-29,2074,0,0,480
SZ300718,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-06,2026-05-29,2077,310,310,769
SZ300720,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-06,2026-05-29,2067,0,0,0
SZ300721,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-15,2026-05-29,2070,0,0,559
SZ300722,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-10,2026-05-29,2071,0,0,0
SZ300723,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-16,2026-05-29,2069,142,142,1129
SZ300724,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-08-10,2026-05-29,1889,713,713,1028
SZ300725,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-10,2026-05-29,2068,0,0,1488
SZ300726,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-21,2026-05-29,2066,497,497,0
SZ300727,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-27,2026-05-29,2062,0,0,1494
SZ300729,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-01,2026-05-29,2058,0,0,1491
SZ300730,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-05,2026-05-29,2051,0,0,1168
SZ300732,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-12,2026-05-29,2007,0,0,1218
SZ300731,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-08,2026-05-29,2038,0,0,439
SZ300733,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-16,2026-05-29,2027,0,0,958
SZ300735,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-29,2026-05-29,2038,261,261,725
SZ300736,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-09,2026-05-29,2030,0,0,948
SZ300737,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-25,2026-05-29,2010,0,0,1453
SZ300739,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-02-01,2026-05-29,2015,0,0,1666
SZ300738,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-19,2026-05-29,2024,222,222,1444
SZ300740,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-02-08,2026-05-29,1910,0,0,1510
SZ300741,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-03-01,2026-05-29,2000,612,612,0
SZ300743,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-04-27,2026-05-29,1961,0,0,1256
SZ300745,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-05-23,2026-05-29,1945,0,0,1027
SZ300746,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-05-25,2026-05-29,1926,0,0,0
SZ300747,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-06-25,2026-05-29,1923,161,161,765
SZ300749,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-09-25,2026-05-29,1843,0,0,0
SZ300748,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-09-21,2026-05-29,1859,890,890,854
SZ300750,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-06-11,2026-05-29,1932,167,167,1765
SZ300752,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-11-30,2026-05-29,1815,0,0,734
SZ300751,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-11-09,2026-05-29,1830,784,784,998
SZ300753,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-12-13,2026-05-29,1806,0,0,0
SZ300755,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-01-29,2026-05-29,1775,22,22,0
SZ300756,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-12-28,2026-05-29,1795,0,0,353
SZ300757,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-01-08,2026-05-29,1770,397,397,733
SZ300758,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-02-22,2026-05-29,1762,0,0,697
SZ300759,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-01-28,2026-05-29,1776,1223,1223,553
SZ300760,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-10-16,2026-05-29,1848,1848,1848,0
SZ300761,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-02-18,2026-05-29,1766,286,286,0
SZ300762,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-03-14,2026-05-29,1748,114,114,0
SZ300763,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-03-19,2026-05-29,1745,864,864,859
SZ300765,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-03-22,2026-05-29,1722,637,637,0
SZ300766,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-03-25,2026-05-29,1741,42,42,0
SZ300767,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-03-29,2026-05-29,1737,0,0,805
SZ300768,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-12,2026-05-29,1728,16,16,0
SZ300770,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-19,2026-05-29,1723,173,173,0
SZ300769,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-15,2026-05-29,1727,393,393,740
SZ300771,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-22,2026-05-29,1722,0,0,0
SZ300772,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-26,2026-05-29,1712,0,0,835
SZ300773,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-25,2026-05-29,1719,794,794,0
SZ300774,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-08-04,2026-05-29,1165,0,0,0
SZ300775,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-21,2026-05-29,1704,48,48,1064
SZ300776,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-17,2026-05-29,1706,125,125,992
SZ300777,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-16,2026-05-29,1707,452,452,0
SZ300778,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-10,2026-05-29,1711,0,0,968
SZ300779,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-22,2026-05-29,1703,190,190,1453
SZ300780,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-31,2026-05-29,1696,0,0,0
SZ300781,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-06-06,2026-05-29,1688,0,0,0
SZ300783,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-12,2026-05-29,1667,349,349,0
SZ300782,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-06-18,2026-05-29,1685,1288,1288,397
SZ300784,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-06-07,2026-05-29,478,0,0,0
SZ300785,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-15,2026-05-29,1666,0,0,470
SZ300786,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-23,2026-05-29,1660,0,0,0
SZ300787,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-08-15,2026-05-29,1643,0,0,908
SZ300788,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-05,2026-05-29,1672,0,0,0
SZ300789,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-08-28,2026-05-29,1634,0,0,0
SZ300790,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-09-20,2026-05-29,1618,0,0,969
SZ300791,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-09-25,2026-05-29,1615,0,0,1083
SZ300792,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-09-27,2026-05-29,1613,0,0,329
SZ300793,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-10-18,2026-05-29,1603,0,0,655
SZ300795,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-10-22,2026-05-29,1599,0,0,777
SZ300796,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-15,2026-05-29,1583,0,0,0
SZ300797,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-01,2026-05-29,1593,0,0,0
SZ300798,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-22,2026-05-29,1578,0,0,1115
SZ300800,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-06,2026-05-29,1590,0,0,0
SZ300801,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-28,2026-05-29,1574,0,0,87
SZ300802,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-14,2026-05-29,1583,0,0,0
SZ300803,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-18,2026-05-29,1582,614,614,760
SZ300804,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-06-27,2026-05-29,708,0,0,0
SZ300805,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-21,2026-05-29,1579,0,0,0
SZ300806,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-25,2026-05-29,1577,76,76,871
SZ300807,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-12-19,2026-05-29,1544,0,0,0
SZ300808,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-29,2026-05-29,1573,0,0,0
SZ300809,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-12-04,2026-05-29,1565,0,0,0
SZ300810,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-12-06,2026-05-29,1568,0,0,0
SZ300811,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-12-30,2026-05-29,1552,181,181,1089
SZ300812,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-01-09,2026-05-29,1545,0,0,330
SZ300813,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-01-14,2026-05-29,1542,0,0,778
SZ300814,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-08-12,2026-05-29,1159,25,25,0
SZ300815,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-01-23,2026-05-29,1535,2,2,0
SZ300816,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-10,2026-05-29,1529,0,0,0
SZ300817,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-18,2026-05-29,1523,0,0,0
SZ300818,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-12,2026-05-29,1527,0,0,763
SZ300819,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-12,2026-05-29,1506,0,0,0
SZ300820,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-13,2026-05-29,1526,0,0,863
SZ300821,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-12,2026-05-29,1506,191,191,0
SZ300822,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-13,2026-05-29,1505,0,0,0
SZ300823,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-19,2026-05-29,1501,0,0,0
SZ300824,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-19,2026-05-29,1439,0,0,0
SZ300825,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-27,2026-05-29,1495,0,0,430
SZ300826,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-03,2026-05-29,1490,0,0,834
SZ300827,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-10,2026-05-29,1471,88,88,745
SZ300828,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-21,2026-05-29,1469,0,0,0
SZ300829,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-22,2026-05-29,1478,0,0,991
SZ300831,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-07,2026-05-29,1470,0,0,0
SZ300830,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-06,2026-05-29,1471,0,0,0
SZ300833,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-20,2026-05-29,1461,0,0,0
SZ300832,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-12,2026-05-29,1467,1393,1393,74
SZ300834,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-01-13,2026-05-29,1057,0,0,0
SZ300835,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-25,2026-05-29,1458,4,4,0
SZ300836,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-05-28,2026-05-29,1455,0,0,0
SZ300837,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-05,2026-05-29,1449,0,0,0
SZ300838,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-08,2026-05-29,1448,0,0,0
SZ300839,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-30,2026-05-29,1429,0,0,464
SZ300840,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-08,2026-05-29,1428,0,0,0
SZ300841,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-16,2026-05-29,1437,281,281,0
SZ300843,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-02,2026-05-29,1432,0,0,727
SZ300842,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-06-18,2026-05-29,1430,0,0,0
SZ300844,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-08-13,2026-05-29,1158,0,0,0
SZ300846,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-01,2026-05-29,1433,0,0,446
SZ300845,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-03,2026-05-29,1431,0,0,483
SZ300847,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-09,2026-05-29,1427,0,0,0
SZ300849,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-10,2026-05-29,1426,0,0,0
SZ300848,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-20,2026-05-29,1420,0,0,0
SZ300850,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-13,2026-05-29,1419,29,29,1003
SZ300853,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-24,2026-05-29,1416,0,0,0
SZ300851,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-17,2026-05-29,1411,0,0,0
SZ300852,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-13,2026-05-29,1425,0,0,925
SZ300854,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-09-16,2026-05-29,1134,0,0,116
SZ300855,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-23,2026-05-29,1417,0,0,0
SZ300856,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-22,2026-05-29,1418,0,0,486
SZ300857,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-27,2026-05-29,1415,384,384,0
SZ300858,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-07-27,2026-05-29,1415,0,0,0
SZ300859,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-06,2026-05-29,1403,0,0,0
SZ300860,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300861,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,690,690,0
SZ300862,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300863,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,573
SZ300864,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300865,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300866,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,948,948,447
SZ300867,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300868,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,87
SZ300869,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,245,245,0
SZ300870,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,184,184,1166
SZ300871,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,491
SZ300872,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,931
SZ300873,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300875,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1375,0,0,0
SZ300876,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,631
SZ300878,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300877,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-08-24,2026-05-29,1395,0,0,0
SZ300879,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-01,2026-05-29,1389,0,0,0
SZ300880,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-01,2026-05-29,1389,0,0,0
SZ300881,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-01,2026-05-29,1389,0,0,0
SZ300883,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-10,2026-05-29,1382,0,0,0
SZ300882,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-10,2026-05-29,1382,0,0,0
SZ300884,chinext,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-11-12,2026-05-29,1343,0,0,0
