signal_week_index,J,holding_week_end,skip_week_end,split,pit_member_count,raw_signal_valid_count,imom_signal_valid_count,raw_portfolio_status,imom_portfolio_status,raw_block_reason,imom_block_reason
85,3,2018-09-14,2018-09-07,train,128,126,125,complete,complete,,
85,4,2018-09-14,2018-09-07,train,128,125,125,complete,complete,,
85,8,2018-09-14,2018-09-07,train,128,125,125,complete,complete,,
85,13,2018-09-14,2018-09-07,train,128,124,125,complete,complete,,
85,26,2018-09-14,2018-09-07,train,128,122,123,complete,complete,,
85,52,2018-09-14,2018-09-07,train,128,108,120,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
86,2,2018-09-21,2018-09-14,train,124,124,121,complete,complete,,
86,3,2018-09-21,2018-09-14,train,124,123,121,complete,complete,,
86,4,2018-09-21,2018-09-14,train,124,122,121,complete,complete,,
86,8,2018-09-21,2018-09-14,train,124,121,121,complete,complete,,
86,13,2018-09-21,2018-09-14,train,124,120,121,complete,complete,,
86,26,2018-09-21,2018-09-14,train,124,118,119,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
86,52,2018-09-21,2018-09-14,train,124,107,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
87,2,2018-09-28,2018-09-21,train,128,128,125,complete,complete,,
87,3,2018-09-28,2018-09-21,train,128,128,125,complete,complete,,
87,4,2018-09-28,2018-09-21,train,128,127,125,complete,complete,,
87,8,2018-09-28,2018-09-21,train,128,125,125,complete,complete,,
87,13,2018-09-28,2018-09-21,train,128,125,125,complete,complete,,
87,26,2018-09-28,2018-09-21,train,128,122,124,complete,complete,,
87,52,2018-09-28,2018-09-21,train,128,112,121,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
88,2,2018-10-12,2018-09-28,train,131,131,128,complete,complete,,
88,3,2018-10-12,2018-09-28,train,131,131,128,complete,complete,,
88,4,2018-10-12,2018-09-28,train,131,131,128,complete,complete,,
88,8,2018-10-12,2018-09-28,train,131,128,128,complete,complete,,
88,13,2018-10-12,2018-09-28,train,131,128,128,complete,complete,,
88,26,2018-10-12,2018-09-28,train,131,125,127,complete,complete,,
88,52,2018-10-12,2018-09-28,train,131,115,123,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
89,2,2018-10-19,2018-10-12,train,118,118,0,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,3,2018-10-19,2018-10-12,train,118,118,115,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,4,2018-10-19,2018-10-12,train,118,118,115,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,8,2018-10-19,2018-10-12,train,118,115,115,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,13,2018-10-19,2018-10-12,train,118,115,115,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,26,2018-10-19,2018-10-12,train,118,112,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
89,52,2018-10-19,2018-10-12,train,118,105,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,2,2018-10-26,2018-10-19,train,114,114,0,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,3,2018-10-26,2018-10-19,train,114,114,111,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,4,2018-10-26,2018-10-19,train,114,114,111,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,8,2018-10-26,2018-10-19,train,114,112,111,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,13,2018-10-26,2018-10-19,train,114,111,111,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,26,2018-10-26,2018-10-19,train,114,108,110,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
90,52,2018-10-26,2018-10-19,train,114,101,108,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,2,2018-11-02,2018-10-26,train,117,116,113,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,3,2018-11-02,2018-10-26,train,117,116,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,4,2018-11-02,2018-10-26,train,117,116,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,8,2018-11-02,2018-10-26,train,117,115,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,13,2018-11-02,2018-10-26,train,117,113,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,26,2018-11-02,2018-10-26,train,117,110,113,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
91,52,2018-11-02,2018-10-26,train,117,101,109,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
92,2,2018-11-09,2018-11-02,train,125,123,120,complete,complete,,
92,3,2018-11-09,2018-11-02,train,125,123,120,complete,complete,,
92,4,2018-11-09,2018-11-02,train,125,123,121,complete,complete,,
92,8,2018-11-09,2018-11-02,train,125,123,121,complete,complete,,
92,13,2018-11-09,2018-11-02,train,125,120,120,complete,complete,,
92,26,2018-11-09,2018-11-02,train,125,117,120,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
92,52,2018-11-09,2018-11-02,train,125,107,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,2,2018-11-16,2018-11-09,train,121,119,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,3,2018-11-16,2018-11-09,train,121,119,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,4,2018-11-16,2018-11-09,train,121,119,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,8,2018-11-16,2018-11-09,train,121,119,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,13,2018-11-16,2018-11-09,train,121,116,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,26,2018-11-16,2018-11-09,train,121,113,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
93,52,2018-11-16,2018-11-09,train,121,104,111,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
94,2,2018-11-23,2018-11-16,train,129,127,124,complete,complete,,
94,3,2018-11-23,2018-11-16,train,129,126,124,complete,complete,,
94,4,2018-11-23,2018-11-16,train,129,126,124,complete,complete,,
94,8,2018-11-23,2018-11-16,train,129,126,124,complete,complete,,
94,13,2018-11-23,2018-11-16,train,129,123,123,complete,complete,,
94,26,2018-11-23,2018-11-16,train,129,120,124,complete,complete,,
94,52,2018-11-23,2018-11-16,train,129,112,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
95,2,2018-11-30,2018-11-23,train,123,121,119,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
95,3,2018-11-30,2018-11-23,train,123,120,119,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
95,4,2018-11-30,2018-11-23,train,123,119,119,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
95,8,2018-11-30,2018-11-23,train,123,119,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
95,13,2018-11-30,2018-11-23,train,123,117,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
95,26,2018-11-30,2018-11-23,train,123,114,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
95,52,2018-11-30,2018-11-23,train,123,105,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
96,2,2018-12-07,2018-11-30,train,122,121,117,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
96,3,2018-12-07,2018-11-30,train,122,120,118,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
96,4,2018-12-07,2018-11-30,train,122,119,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
96,8,2018-12-07,2018-11-30,train,122,118,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
96,13,2018-12-07,2018-11-30,train,122,117,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
96,26,2018-12-07,2018-11-30,train,122,114,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
96,52,2018-12-07,2018-11-30,train,122,104,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
97,2,2018-12-14,2018-12-07,train,126,124,121,complete,complete,,
97,3,2018-12-14,2018-12-07,train,126,124,122,complete,complete,,
97,4,2018-12-14,2018-12-07,train,126,124,122,complete,complete,,
97,8,2018-12-14,2018-12-07,train,126,122,122,complete,complete,,
97,13,2018-12-14,2018-12-07,train,126,122,119,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
97,26,2018-12-14,2018-12-07,train,126,117,120,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
97,52,2018-12-14,2018-12-07,train,126,107,115,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
98,2,2018-12-21,2018-12-14,train,125,124,121,complete,complete,,
98,3,2018-12-21,2018-12-14,train,125,123,121,complete,complete,,
98,4,2018-12-21,2018-12-14,train,125,123,121,complete,complete,,
98,8,2018-12-21,2018-12-14,train,125,122,121,complete,complete,,
98,13,2018-12-21,2018-12-14,train,125,122,117,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
98,26,2018-12-21,2018-12-14,train,125,116,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
98,52,2018-12-21,2018-12-14,train,125,107,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,2,2018-12-28,2018-12-21,train,119,119,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,3,2018-12-28,2018-12-21,train,119,119,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,4,2018-12-28,2018-12-21,train,119,118,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,8,2018-12-28,2018-12-21,train,119,117,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,13,2018-12-28,2018-12-21,train,119,117,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,26,2018-12-28,2018-12-21,train,119,112,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
99,52,2018-12-28,2018-12-21,train,119,102,110,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
100,2,2019-01-04,2018-12-28,train,120,120,117,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
100,3,2019-01-04,2018-12-28,train,120,120,117,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
100,4,2019-01-04,2018-12-28,train,120,120,117,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
100,8,2019-01-04,2018-12-28,train,120,118,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
100,13,2019-01-04,2018-12-28,train,120,118,116,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
100,26,2019-01-04,2018-12-28,train,120,114,113,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
100,52,2019-01-04,2018-12-28,train,120,103,112,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
101,2,2019-01-11,2019-01-04,train,121,121,118,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
101,3,2019-01-11,2019-01-04,train,121,121,118,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
101,4,2019-01-11,2019-01-04,train,121,121,118,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
101,8,2019-01-11,2019-01-04,train,121,120,118,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
101,13,2019-01-11,2019-01-04,train,121,119,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
101,26,2019-01-11,2019-01-04,train,121,116,114,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
101,52,2019-01-11,2019-01-04,train,121,106,113,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
102,2,2019-01-18,2019-01-11,train,125,124,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
102,3,2019-01-18,2019-01-11,train,125,124,122,complete,complete,,
102,4,2019-01-18,2019-01-11,train,125,124,121,complete,complete,,
102,8,2019-01-18,2019-01-11,train,125,123,122,complete,complete,,
102,13,2019-01-18,2019-01-11,train,125,122,122,complete,complete,,
102,26,2019-01-18,2019-01-11,train,125,119,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
102,52,2019-01-18,2019-01-11,train,125,109,117,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
103,2,2019-01-25,2019-01-18,train,125,124,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
103,3,2019-01-25,2019-01-18,train,125,124,122,complete,complete,,
103,4,2019-01-25,2019-01-18,train,125,124,122,complete,complete,,
103,8,2019-01-25,2019-01-18,train,125,123,122,complete,complete,,
103,13,2019-01-25,2019-01-18,train,125,122,122,complete,complete,,
103,26,2019-01-25,2019-01-18,train,125,119,119,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
103,52,2019-01-25,2019-01-18,train,125,111,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
104,2,2019-02-01,2019-01-25,train,125,124,123,complete,complete,,
104,3,2019-02-01,2019-01-25,train,125,124,123,complete,complete,,
104,4,2019-02-01,2019-01-25,train,125,124,122,complete,complete,,
104,8,2019-02-01,2019-01-25,train,125,124,122,complete,complete,,
104,13,2019-02-01,2019-01-25,train,125,122,122,complete,complete,,
104,26,2019-02-01,2019-01-25,train,125,119,119,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
104,52,2019-02-01,2019-01-25,train,125,111,118,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
105,2,2019-02-15,2019-02-01,train,127,126,125,complete,complete,,
105,3,2019-02-15,2019-02-01,train,127,125,126,complete,complete,,
105,4,2019-02-15,2019-02-01,train,127,125,125,complete,complete,,
105,8,2019-02-15,2019-02-01,train,127,125,125,complete,complete,,
105,13,2019-02-15,2019-02-01,train,127,122,124,complete,complete,,
105,26,2019-02-15,2019-02-01,train,127,119,120,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
105,52,2019-02-15,2019-02-01,train,127,112,119,blocked_insufficient_portfolio_coverage,blocked_insufficient_portfolio_coverage,insufficient_signal_eligible_universe,insufficient_signal_eligible_universe
106,2,2019-02-22,2019-02-15,train,131,130,129,complete,complete,,
106,3,2019-02-22,2019-02-15,train,131,130,129,complete,complete,,
106,4,2019-02-22,2019-02-15,train,131,129,130,complete,complete,,
106,8,2019-02-22,2019-02-15,train,131,129,129,complete,complete,,
106,13,2019-02-22,2019-02-15,train,131,127,128,complete,complete,,
106,26,2019-02-22,2019-02-15,train,131,122,124,complete,complete,,
106,52,2019-02-22,2019-02-15,train,131,115,123,blocked_insufficient_portfolio_coverage,complete,insufficient_signal_eligible_universe,
107,2,2019-03-01,2019-02-22,train,138,137,136,complete,complete,,
107,3,2019-03-01,2019-02-22,train,138,137,136,complete,complete,,
107,4,2019-03-01,2019-02-22,train,138,137,137,complete,complete,,
107,8,2019-03-01,2019-02-22,train,138,136,137,complete,complete,,
107,13,2019-03-01,2019-02-22,train,138,135,135,complete,complete,,
107,26,2019-03-01,2019-02-22,train,138,129,132,complete,complete,,
107,52,2019-03-01,2019-02-22,train,138,122,130,complete,complete,,
108,2,2019-03-08,2019-03-01,train,146,146,144,complete,complete,,
108,3,2019-03-08,2019-03-01,train,146,145,145,complete,complete,,
108,4,2019-03-08,2019-03-01,train,146,145,145,complete,complete,,
108,8,2019-03-08,2019-03-01,train,146,144,145,complete,complete,,
108,13,2019-03-08,2019-03-01,train,146,143,144,complete,complete,,
108,26,2019-03-08,2019-03-01,train,146,138,141,complete,complete,,
108,52,2019-03-08,2019-03-01,train,146,129,137,complete,complete,,
109,2,2019-03-15,2019-03-08,train,149,149,146,complete,complete,,
109,3,2019-03-15,2019-03-08,train,149,149,147,complete,complete,,
109,4,2019-03-15,2019-03-08,train,149,148,147,complete,complete,,
109,8,2019-03-15,2019-03-08,train,149,147,147,complete,complete,,
109,13,2019-03-15,2019-03-08,train,149,146,146,complete,complete,,
109,26,2019-03-15,2019-03-08,train,149,141,145,complete,complete,,
109,52,2019-03-15,2019-03-08,train,149,131,139,complete,complete,,
110,2,2019-03-22,2019-03-15,train,149,149,148,complete,complete,,
110,3,2019-03-22,2019-03-15,train,149,149,148,complete,complete,,
110,4,2019-03-22,2019-03-15,train,149,149,148,complete,complete,,
110,8,2019-03-22,2019-03-15,train,149,147,148,complete,complete,,
110,13,2019-03-22,2019-03-15,train,149,147,148,complete,complete,,
110,26,2019-03-22,2019-03-15,train,149,142,146,complete,complete,,
110,52,2019-03-22,2019-03-15,train,149,131,141,complete,complete,,
111,2,2019-03-29,2019-03-22,train,152,151,150,complete,complete,,
111,3,2019-03-29,2019-03-22,train,152,151,150,complete,complete,,
111,4,2019-03-29,2019-03-22,train,152,151,150,complete,complete,,
111,8,2019-03-29,2019-03-22,train,152,150,151,complete,complete,,
111,13,2019-03-29,2019-03-22,train,152,149,150,complete,complete,,
111,26,2019-03-29,2019-03-22,train,152,144,148,complete,complete,,
111,52,2019-03-29,2019-03-22,train,152,134,143,complete,complete,,
112,2,2019-04-04,2019-03-29,train,155,154,153,complete,complete,,
112,3,2019-04-04,2019-03-29,train,155,153,154,complete,complete,,
112,4,2019-04-04,2019-03-29,train,155,153,153,complete,complete,,
