calendar_week_id,calendar_friday,candidate_week_trading_day_count,week_end,week_retained,skip_reason,previous_retained_week_end,retained_week_index
2018-W16,2018-04-20,5,2018-04-20,True,,2018-04-13,64.0
2018-W17,2018-04-27,5,2018-04-27,True,,2018-04-20,65.0
2018-W18,2018-05-04,3,2018-05-04,True,,2018-04-27,66.0
2018-W19,2018-05-11,5,2018-05-11,True,,2018-05-04,67.0
2018-W20,2018-05-18,5,2018-05-18,True,,2018-05-11,68.0
2018-W21,2018-05-25,5,2018-05-25,True,,2018-05-18,69.0
2018-W22,2018-06-01,5,2018-06-01,True,,2018-05-25,70.0
2018-W23,2018-06-08,5,2018-06-08,True,,2018-06-01,71.0
2018-W24,2018-06-15,5,2018-06-15,True,,2018-06-08,72.0
2018-W25,2018-06-22,4,2018-06-22,True,,2018-06-15,73.0
2018-W26,2018-06-29,5,2018-06-29,True,,2018-06-22,74.0
2018-W27,2018-07-06,5,2018-07-06,True,,2018-06-29,75.0
2018-W28,2018-07-13,5,2018-07-13,True,,2018-07-06,76.0
2018-W29,2018-07-20,5,2018-07-20,True,,2018-07-13,77.0
2018-W30,2018-07-27,5,2018-07-27,True,,2018-07-20,78.0
2018-W31,2018-08-03,5,2018-08-03,True,,2018-07-27,79.0
2018-W32,2018-08-10,5,2018-08-10,True,,2018-08-03,80.0
2018-W33,2018-08-17,5,2018-08-17,True,,2018-08-10,81.0
2018-W34,2018-08-24,5,2018-08-24,True,,2018-08-17,82.0
2018-W35,2018-08-31,5,2018-08-31,True,,2018-08-24,83.0
2018-W36,2018-09-07,5,2018-09-07,True,,2018-08-31,84.0
2018-W37,2018-09-14,5,2018-09-14,True,,2018-09-07,85.0
2018-W38,2018-09-21,5,2018-09-21,True,,2018-09-14,86.0
2018-W39,2018-09-28,4,2018-09-28,True,,2018-09-21,87.0
2018-W41,2018-10-12,5,2018-10-12,True,,2018-09-28,88.0
2018-W42,2018-10-19,5,2018-10-19,True,,2018-10-12,89.0
2018-W43,2018-10-26,5,2018-10-26,True,,2018-10-19,90.0
2018-W44,2018-11-02,5,2018-11-02,True,,2018-10-26,91.0
2018-W45,2018-11-09,5,2018-11-09,True,,2018-11-02,92.0
2018-W46,2018-11-16,5,2018-11-16,True,,2018-11-09,93.0
2018-W47,2018-11-23,5,2018-11-23,True,,2018-11-16,94.0
2018-W48,2018-11-30,5,2018-11-30,True,,2018-11-23,95.0
2018-W49,2018-12-07,5,2018-12-07,True,,2018-11-30,96.0
2018-W50,2018-12-14,5,2018-12-14,True,,2018-12-07,97.0
2018-W51,2018-12-21,5,2018-12-21,True,,2018-12-14,98.0
2018-W52,2018-12-28,5,2018-12-28,True,,2018-12-21,99.0
2019-W01,2019-01-04,3,2019-01-04,True,,2018-12-28,100.0
2019-W02,2019-01-11,5,2019-01-11,True,,2019-01-04,101.0
2019-W03,2019-01-18,5,2019-01-18,True,,2019-01-11,102.0
2019-W04,2019-01-25,5,2019-01-25,True,,2019-01-18,103.0
2019-W05,2019-02-01,5,2019-02-01,True,,2019-01-25,104.0
2019-W07,2019-02-15,5,2019-02-15,True,,2019-02-01,105.0
2019-W08,2019-02-22,5,2019-02-22,True,,2019-02-15,106.0
2019-W09,2019-03-01,5,2019-03-01,True,,2019-02-22,107.0
2019-W10,2019-03-08,5,2019-03-08,True,,2019-03-01,108.0
2019-W11,2019-03-15,5,2019-03-15,True,,2019-03-08,109.0
2019-W12,2019-03-22,5,2019-03-22,True,,2019-03-15,110.0
2019-W13,2019-03-29,5,2019-03-29,True,,2019-03-22,111.0
2019-W14,2019-04-05,4,2019-04-04,True,,2019-03-29,112.0
2019-W15,2019-04-12,5,2019-04-12,True,,2019-04-04,113.0
2019-W16,2019-04-19,5,2019-04-19,True,,2019-04-12,114.0
2019-W17,2019-04-26,5,2019-04-26,True,,2019-04-19,115.0
2019-W18,2019-05-03,2,2019-04-30,False,candidate_week_trading_day_count_lte_2,2019-04-26,
2019-W19,2019-05-10,5,2019-05-10,True,,2019-04-26,116.0
2019-W20,2019-05-17,5,2019-05-17,True,,2019-05-10,117.0
2019-W21,2019-05-24,5,2019-05-24,True,,2019-05-17,118.0
2019-W22,2019-05-31,5,2019-05-31,True,,2019-05-24,119.0
2019-W23,2019-06-07,4,2019-06-06,True,,2019-05-31,120.0
2019-W24,2019-06-14,5,2019-06-14,True,,2019-06-06,121.0
2019-W25,2019-06-21,5,2019-06-21,True,,2019-06-14,122.0
2019-W26,2019-06-28,5,2019-06-28,True,,2019-06-21,123.0
2019-W27,2019-07-05,5,2019-07-05,True,,2019-06-28,124.0
2019-W28,2019-07-12,5,2019-07-12,True,,2019-07-05,125.0
2019-W29,2019-07-19,5,2019-07-19,True,,2019-07-12,126.0
2019-W30,2019-07-26,5,2019-07-26,True,,2019-07-19,127.0
2019-W31,2019-08-02,5,2019-08-02,True,,2019-07-26,128.0
2019-W32,2019-08-09,5,2019-08-09,True,,2019-08-02,129.0
2019-W33,2019-08-16,5,2019-08-16,True,,2019-08-09,130.0
2019-W34,2019-08-23,5,2019-08-23,True,,2019-08-16,131.0
2019-W35,2019-08-30,5,2019-08-30,True,,2019-08-23,132.0
2019-W36,2019-09-06,5,2019-09-06,True,,2019-08-30,133.0
2019-W37,2019-09-13,4,2019-09-12,True,,2019-09-06,134.0
2019-W38,2019-09-20,5,2019-09-20,True,,2019-09-12,135.0
2019-W39,2019-09-27,5,2019-09-27,True,,2019-09-20,136.0
2019-W40,2019-10-04,1,2019-09-30,False,candidate_week_trading_day_count_lte_2,2019-09-27,
2019-W41,2019-10-11,4,2019-10-11,True,,2019-09-27,137.0
2019-W42,2019-10-18,5,2019-10-18,True,,2019-10-11,138.0
2019-W43,2019-10-25,5,2019-10-25,True,,2019-10-18,139.0
2019-W44,2019-11-01,5,2019-11-01,True,,2019-10-25,140.0
2019-W45,2019-11-08,5,2019-11-08,True,,2019-11-01,141.0
2019-W46,2019-11-15,5,2019-11-15,True,,2019-11-08,142.0
2019-W47,2019-11-22,5,2019-11-22,True,,2019-11-15,143.0
2019-W48,2019-11-29,5,2019-11-29,True,,2019-11-22,144.0
2019-W49,2019-12-06,5,2019-12-06,True,,2019-11-29,145.0
2019-W50,2019-12-13,5,2019-12-13,True,,2019-12-06,146.0
2019-W51,2019-12-20,5,2019-12-20,True,,2019-12-13,147.0
2019-W52,2019-12-27,5,2019-12-27,True,,2019-12-20,148.0
2020-W01,2020-01-03,4,2020-01-03,True,,2019-12-27,149.0
2020-W02,2020-01-10,5,2020-01-10,True,,2020-01-03,150.0
2020-W03,2020-01-17,5,2020-01-17,True,,2020-01-10,151.0
2020-W04,2020-01-24,4,2020-01-23,True,,2020-01-17,152.0
2020-W06,2020-02-07,5,2020-02-07,True,,2020-01-23,153.0
2020-W07,2020-02-14,5,2020-02-14,True,,2020-02-07,154.0
2020-W08,2020-02-21,5,2020-02-21,True,,2020-02-14,155.0
2020-W09,2020-02-28,5,2020-02-28,True,,2020-02-21,156.0
2020-W10,2020-03-06,5,2020-03-06,True,,2020-02-28,157.0
2020-W11,2020-03-13,5,2020-03-13,True,,2020-03-06,158.0
2020-W12,2020-03-20,5,2020-03-20,True,,2020-03-13,159.0
2020-W13,2020-03-27,5,2020-03-27,True,,2020-03-20,160.0
2020-W14,2020-04-03,5,2020-04-03,True,,2020-03-27,161.0
2020-W15,2020-04-10,4,2020-04-10,True,,2020-04-03,162.0
2020-W16,2020-04-17,5,2020-04-17,True,,2020-04-10,163.0
2020-W17,2020-04-24,5,2020-04-24,True,,2020-04-17,164.0
2020-W18,2020-05-01,4,2020-04-30,True,,2020-04-24,165.0
2020-W19,2020-05-08,3,2020-05-08,True,,2020-04-30,166.0
2020-W20,2020-05-15,5,2020-05-15,True,,2020-05-08,167.0
2020-W21,2020-05-22,5,2020-05-22,True,,2020-05-15,168.0
2020-W22,2020-05-29,5,2020-05-29,True,,2020-05-22,169.0
2020-W23,2020-06-05,5,2020-06-05,True,,2020-05-29,170.0
2020-W24,2020-06-12,5,2020-06-12,True,,2020-06-05,171.0
2020-W25,2020-06-19,5,2020-06-19,True,,2020-06-12,172.0
2020-W26,2020-06-26,3,2020-06-24,True,,2020-06-19,173.0
2020-W27,2020-07-03,5,2020-07-03,True,,2020-06-24,174.0
2020-W28,2020-07-10,5,2020-07-10,True,,2020-07-03,175.0
2020-W29,2020-07-17,5,2020-07-17,True,,2020-07-10,176.0
2020-W30,2020-07-24,5,2020-07-24,True,,2020-07-17,177.0
2020-W31,2020-07-31,5,2020-07-31,True,,2020-07-24,178.0
2020-W32,2020-08-07,5,2020-08-07,True,,2020-07-31,179.0
2020-W33,2020-08-14,5,2020-08-14,True,,2020-08-07,180.0
2020-W34,2020-08-21,5,2020-08-21,True,,2020-08-14,181.0
2020-W35,2020-08-28,5,2020-08-28,True,,2020-08-21,182.0
2020-W36,2020-09-04,5,2020-09-04,True,,2020-08-28,183.0
2020-W37,2020-09-11,5,2020-09-11,True,,2020-09-04,184.0
2020-W38,2020-09-18,5,2020-09-18,True,,2020-09-11,185.0
2020-W39,2020-09-25,5,2020-09-25,True,,2020-09-18,186.0
2020-W40,2020-10-02,3,2020-09-30,True,,2020-09-25,187.0
2020-W41,2020-10-09,1,2020-10-09,False,candidate_week_trading_day_count_lte_2,2020-09-30,
2020-W42,2020-10-16,5,2020-10-16,True,,2020-09-30,188.0
2020-W43,2020-10-23,5,2020-10-23,True,,2020-10-16,189.0
2020-W44,2020-10-30,5,2020-10-30,True,,2020-10-23,190.0
2020-W45,2020-11-06,5,2020-11-06,True,,2020-10-30,191.0
2020-W46,2020-11-13,5,2020-11-13,True,,2020-11-06,192.0
2020-W47,2020-11-20,5,2020-11-20,True,,2020-11-13,193.0
2020-W48,2020-11-27,5,2020-11-27,True,,2020-11-20,194.0
2020-W49,2020-12-04,5,2020-12-04,True,,2020-11-27,195.0
2020-W50,2020-12-11,5,2020-12-11,True,,2020-12-04,196.0
2020-W51,2020-12-18,5,2020-12-18,True,,2020-12-11,197.0
2020-W52,2020-12-25,5,2020-12-25,True,,2020-12-18,198.0
2020-W53,2021-01-01,4,2020-12-31,True,,2020-12-25,199.0
2021-W01,2021-01-08,5,2021-01-08,True,,2020-12-31,200.0
2021-W02,2021-01-15,5,2021-01-15,True,,2021-01-08,201.0
2021-W03,2021-01-22,5,2021-01-22,True,,2021-01-15,202.0
2021-W04,2021-01-29,5,2021-01-29,True,,2021-01-22,203.0
2021-W05,2021-02-05,5,2021-02-05,True,,2021-01-29,204.0
2021-W06,2021-02-12,3,2021-02-10,True,,2021-02-05,205.0
2021-W07,2021-02-19,2,2021-02-19,False,candidate_week_trading_day_count_lte_2,2021-02-10,
2021-W08,2021-02-26,5,2021-02-26,True,,2021-02-10,206.0
2021-W09,2021-03-05,5,2021-03-05,True,,2021-02-26,207.0
2021-W10,2021-03-12,5,2021-03-12,True,,2021-03-05,208.0
2021-W11,2021-03-19,5,2021-03-19,True,,2021-03-12,209.0
2021-W12,2021-03-26,5,2021-03-26,True,,2021-03-19,210.0
2021-W13,2021-04-02,5,2021-04-02,True,,2021-03-26,211.0
2021-W14,2021-04-09,4,2021-04-09,True,,2021-04-02,212.0
2021-W15,2021-04-16,5,2021-04-16,True,,2021-04-09,213.0
2021-W16,2021-04-23,5,2021-04-23,True,,2021-04-16,214.0
2021-W17,2021-04-30,5,2021-04-30,True,,2021-04-23,215.0
2021-W18,2021-05-07,2,2021-05-07,False,candidate_week_trading_day_count_lte_2,2021-04-30,
2021-W19,2021-05-14,5,2021-05-14,True,,2021-04-30,216.0
2021-W20,2021-05-21,5,2021-05-21,True,,2021-05-14,217.0
2021-W21,2021-05-28,5,2021-05-28,True,,2021-05-21,218.0
2021-W22,2021-06-04,5,2021-06-04,True,,2021-05-28,219.0
2021-W23,2021-06-11,5,2021-06-11,True,,2021-06-04,220.0
2021-W24,2021-06-18,4,2021-06-18,True,,2021-06-11,221.0
2021-W25,2021-06-25,5,2021-06-25,True,,2021-06-18,222.0
2021-W26,2021-07-02,5,2021-07-02,True,,2021-06-25,223.0
2021-W27,2021-07-09,5,2021-07-09,True,,2021-07-02,224.0
2021-W28,2021-07-16,5,2021-07-16,True,,2021-07-09,225.0
2021-W29,2021-07-23,5,2021-07-23,True,,2021-07-16,226.0
2021-W30,2021-07-30,5,2021-07-30,True,,2021-07-23,227.0
2021-W31,2021-08-06,5,2021-08-06,True,,2021-07-30,228.0
2021-W32,2021-08-13,5,2021-08-13,True,,2021-08-06,229.0
2021-W33,2021-08-20,5,2021-08-20,True,,2021-08-13,230.0
2021-W34,2021-08-27,5,2021-08-27,True,,2021-08-20,231.0
2021-W35,2021-09-03,5,2021-09-03,True,,2021-08-27,232.0
2021-W36,2021-09-10,5,2021-09-10,True,,2021-09-03,233.0
2021-W37,2021-09-17,5,2021-09-17,True,,2021-09-10,234.0
2021-W38,2021-09-24,3,2021-09-24,True,,2021-09-17,235.0
2021-W39,2021-10-01,4,2021-09-30,True,,2021-09-24,236.0
2021-W40,2021-10-08,1,2021-10-08,False,candidate_week_trading_day_count_lte_2,2021-09-30,
2021-W41,2021-10-15,5,2021-10-15,True,,2021-09-30,237.0
2021-W42,2021-10-22,5,2021-10-22,True,,2021-10-15,238.0
2021-W43,2021-10-29,5,2021-10-29,True,,2021-10-22,239.0
2021-W44,2021-11-05,5,2021-11-05,True,,2021-10-29,240.0
2021-W45,2021-11-12,5,2021-11-12,True,,2021-11-05,241.0
2021-W46,2021-11-19,5,2021-11-19,True,,2021-11-12,242.0
2021-W47,2021-11-26,5,2021-11-26,True,,2021-11-19,243.0
2021-W48,2021-12-03,5,2021-12-03,True,,2021-11-26,244.0
2021-W49,2021-12-10,5,2021-12-10,True,,2021-12-03,245.0
2021-W50,2021-12-17,5,2021-12-17,True,,2021-12-10,246.0
2021-W51,2021-12-24,5,2021-12-24,True,,2021-12-17,247.0
2021-W52,2021-12-31,5,2021-12-31,True,,2021-12-24,248.0
2022-W01,2022-01-07,4,2022-01-07,True,,2021-12-31,249.0
2022-W02,2022-01-14,5,2022-01-14,True,,2022-01-07,250.0
2022-W03,2022-01-21,5,2022-01-21,True,,2022-01-14,251.0
2022-W04,2022-01-28,5,2022-01-28,True,,2022-01-21,252.0
2022-W06,2022-02-11,5,2022-02-11,True,,2022-01-28,253.0
2022-W07,2022-02-18,5,2022-02-18,True,,2022-02-11,254.0
2022-W08,2022-02-25,5,2022-02-25,True,,2022-02-18,255.0
2022-W09,2022-03-04,5,2022-03-04,True,,2022-02-25,256.0
2022-W10,2022-03-11,5,2022-03-11,True,,2022-03-04,257.0
2022-W11,2022-03-18,5,2022-03-18,True,,2022-03-11,258.0
2022-W12,2022-03-25,5,2022-03-25,True,,2022-03-18,259.0
2022-W13,2022-04-01,5,2022-04-01,True,,2022-03-25,260.0
2022-W14,2022-04-08,3,2022-04-08,True,,2022-04-01,261.0
2022-W15,2022-04-15,5,2022-04-15,True,,2022-04-08,262.0
2022-W16,2022-04-22,5,2022-04-22,True,,2022-04-15,263.0
2022-W17,2022-04-29,5,2022-04-29,True,,2022-04-22,264.0
2022-W18,2022-05-06,2,2022-05-06,False,candidate_week_trading_day_count_lte_2,2022-04-29,
2022-W19,2022-05-13,5,2022-05-13,True,,2022-04-29,265.0
2022-W20,2022-05-20,5,2022-05-20,True,,2022-05-13,266.0
2022-W21,2022-05-27,5,2022-05-27,True,,2022-05-20,267.0
2022-W22,2022-06-03,4,2022-06-02,True,,2022-05-27,268.0
2022-W23,2022-06-10,5,2022-06-10,True,,2022-06-02,269.0
2022-W24,2022-06-17,5,2022-06-17,True,,2022-06-10,270.0
2022-W25,2022-06-24,5,2022-06-24,True,,2022-06-17,271.0
2022-W26,2022-07-01,5,2022-07-01,True,,2022-06-24,272.0
2022-W27,2022-07-08,5,2022-07-08,True,,2022-07-01,273.0
2022-W28,2022-07-15,5,2022-07-15,True,,2022-07-08,274.0
2022-W29,2022-07-22,5,2022-07-22,True,,2022-07-15,275.0
2022-W30,2022-07-29,5,2022-07-29,True,,2022-07-22,276.0
2022-W31,2022-08-05,5,2022-08-05,True,,2022-07-29,277.0
2022-W32,2022-08-12,5,2022-08-12,True,,2022-08-05,278.0
2022-W33,2022-08-19,5,2022-08-19,True,,2022-08-12,279.0
2022-W34,2022-08-26,5,2022-08-26,True,,2022-08-19,280.0
2022-W35,2022-09-02,5,2022-09-02,True,,2022-08-26,281.0
2022-W36,2022-09-09,5,2022-09-09,True,,2022-09-02,282.0
2022-W37,2022-09-16,4,2022-09-16,True,,2022-09-09,283.0
2022-W38,2022-09-23,5,2022-09-23,True,,2022-09-16,284.0
2022-W39,2022-09-30,5,2022-09-30,True,,2022-09-23,285.0
2022-W41,2022-10-14,5,2022-10-14,True,,2022-09-30,286.0
2022-W42,2022-10-21,5,2022-10-21,True,,2022-10-14,287.0
2022-W43,2022-10-28,5,2022-10-28,True,,2022-10-21,288.0
2022-W44,2022-11-04,5,2022-11-04,True,,2022-10-28,289.0
2022-W45,2022-11-11,5,2022-11-11,True,,2022-11-04,290.0
2022-W46,2022-11-18,5,2022-11-18,True,,2022-11-11,291.0
2022-W47,2022-11-25,5,2022-11-25,True,,2022-11-18,292.0
2022-W48,2022-12-02,5,2022-12-02,True,,2022-11-25,293.0
2022-W49,2022-12-09,5,2022-12-09,True,,2022-12-02,294.0
2022-W50,2022-12-16,5,2022-12-16,True,,2022-12-09,295.0
2022-W51,2022-12-23,5,2022-12-23,True,,2022-12-16,296.0
2022-W52,2022-12-30,5,2022-12-30,True,,2022-12-23,297.0
2023-W01,2023-01-06,4,2023-01-06,True,,2022-12-30,298.0
2023-W02,2023-01-13,5,2023-01-13,True,,2023-01-06,299.0
2023-W03,2023-01-20,5,2023-01-20,True,,2023-01-13,300.0
2023-W05,2023-02-03,5,2023-02-03,True,,2023-01-20,301.0
2023-W06,2023-02-10,5,2023-02-10,True,,2023-02-03,302.0
2023-W07,2023-02-17,5,2023-02-17,True,,2023-02-10,303.0
2023-W08,2023-02-24,5,2023-02-24,True,,2023-02-17,304.0
2023-W09,2023-03-03,5,2023-03-03,True,,2023-02-24,305.0
2023-W10,2023-03-10,5,2023-03-10,True,,2023-03-03,306.0
2023-W11,2023-03-17,5,2023-03-17,True,,2023-03-10,307.0
2023-W12,2023-03-24,5,2023-03-24,True,,2023-03-17,308.0
2023-W13,2023-03-31,5,2023-03-31,True,,2023-03-24,309.0
2023-W14,2023-04-07,4,2023-04-07,True,,2023-03-31,310.0
2023-W15,2023-04-14,5,2023-04-14,True,,2023-04-07,311.0
2023-W16,2023-04-21,5,2023-04-21,True,,2023-04-14,312.0
2023-W17,2023-04-28,5,2023-04-28,True,,2023-04-21,313.0
2023-W18,2023-05-05,2,2023-05-05,False,candidate_week_trading_day_count_lte_2,2023-04-28,
2023-W19,2023-05-12,5,2023-05-12,True,,2023-04-28,314.0
2023-W20,2023-05-19,5,2023-05-19,True,,2023-05-12,315.0
2023-W21,2023-05-26,5,2023-05-26,True,,2023-05-19,316.0
2023-W22,2023-06-02,5,2023-06-02,True,,2023-05-26,317.0
2023-W23,2023-06-09,5,2023-06-09,True,,2023-06-02,318.0
2023-W24,2023-06-16,5,2023-06-16,True,,2023-06-09,319.0
2023-W25,2023-06-23,3,2023-06-21,True,,2023-06-16,320.0
2023-W26,2023-06-30,5,2023-06-30,True,,2023-06-21,321.0
2023-W27,2023-07-07,5,2023-07-07,True,,2023-06-30,322.0
2023-W28,2023-07-14,5,2023-07-14,True,,2023-07-07,323.0
2023-W29,2023-07-21,5,2023-07-21,True,,2023-07-14,324.0
2023-W30,2023-07-28,5,2023-07-28,True,,2023-07-21,325.0
2023-W31,2023-08-04,5,2023-08-04,True,,2023-07-28,326.0
2023-W32,2023-08-11,5,2023-08-11,True,,2023-08-04,327.0
2023-W33,2023-08-18,5,2023-08-18,True,,2023-08-11,328.0
2023-W34,2023-08-25,5,2023-08-25,True,,2023-08-18,329.0
2023-W35,2023-09-01,5,2023-09-01,True,,2023-08-25,330.0
2023-W36,2023-09-08,5,2023-09-08,True,,2023-09-01,331.0
2023-W37,2023-09-15,5,2023-09-15,True,,2023-09-08,332.0
2023-W38,2023-09-22,5,2023-09-22,True,,2023-09-15,333.0
2023-W39,2023-09-29,4,2023-09-28,True,,2023-09-22,334.0
2023-W41,2023-10-13,5,2023-10-13,True,,2023-09-28,335.0
2023-W42,2023-10-20,5,2023-10-20,True,,2023-10-13,336.0
2023-W43,2023-10-27,5,2023-10-27,True,,2023-10-20,337.0
2023-W44,2023-11-03,5,2023-11-03,True,,2023-10-27,338.0
2023-W45,2023-11-10,5,2023-11-10,True,,2023-11-03,339.0
2023-W46,2023-11-17,5,2023-11-17,True,,2023-11-10,340.0
2023-W47,2023-11-24,5,2023-11-24,True,,2023-11-17,341.0
2023-W48,2023-12-01,5,2023-12-01,True,,2023-11-24,342.0
2023-W49,2023-12-08,5,2023-12-08,True,,2023-12-01,343.0
2023-W50,2023-12-15,5,2023-12-15,True,,2023-12-08,344.0
2023-W51,2023-12-22,5,2023-12-22,True,,2023-12-15,345.0
2023-W52,2023-12-29,5,2023-12-29,True,,2023-12-22,346.0
2024-W01,2024-01-05,4,2024-01-05,True,,2023-12-29,347.0
2024-W02,2024-01-12,5,2024-01-12,True,,2024-01-05,348.0
2024-W03,2024-01-19,5,2024-01-19,True,,2024-01-12,349.0
2024-W04,2024-01-26,5,2024-01-26,True,,2024-01-19,350.0
2024-W05,2024-02-02,5,2024-02-02,True,,2024-01-26,351.0
2024-W06,2024-02-09,4,2024-02-08,True,,2024-02-02,352.0
2024-W08,2024-02-23,5,2024-02-23,True,,2024-02-08,353.0
2024-W09,2024-03-01,5,2024-03-01,True,,2024-02-23,354.0
2024-W10,2024-03-08,5,2024-03-08,True,,2024-03-01,355.0
2024-W11,2024-03-15,5,2024-03-15,True,,2024-03-08,356.0
2024-W12,2024-03-22,5,2024-03-22,True,,2024-03-15,357.0
2024-W13,2024-03-29,5,2024-03-29,True,,2024-03-22,358.0
2024-W14,2024-04-05,3,2024-04-03,True,,2024-03-29,359.0
2024-W15,2024-04-12,5,2024-04-12,True,,2024-04-03,360.0
2024-W16,2024-04-19,5,2024-04-19,True,,2024-04-12,361.0
2024-W17,2024-04-26,5,2024-04-26,True,,2024-04-19,362.0
2024-W18,2024-05-03,2,2024-04-30,False,candidate_week_trading_day_count_lte_2,2024-04-26,
2024-W19,2024-05-10,5,2024-05-10,True,,2024-04-26,363.0
2024-W20,2024-05-17,5,2024-05-17,True,,2024-05-10,364.0
2024-W21,2024-05-24,5,2024-05-24,True,,2024-05-17,365.0
2024-W22,2024-05-31,5,2024-05-31,True,,2024-05-24,366.0
2024-W23,2024-06-07,5,2024-06-07,True,,2024-05-31,367.0
2024-W24,2024-06-14,4,2024-06-14,True,,2024-06-07,368.0
2024-W25,2024-06-21,5,2024-06-21,True,,2024-06-14,369.0
