condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11069435943609536,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11069941778414005,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1107019469581624,-6.0,-53.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_0 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_0_8 AND money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11070953448022945,-6.0,-53.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio10_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1108916350098385,-6.0,-54.0
money_ratio10_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11105350214726875,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11108132306151457,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11112431901989449,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11130641954950353,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11130641954950353,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11130894872352587,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio20_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio20_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11131653624559291,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND money_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11139746981430804,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_0 AND money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND money_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_0_8 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND money_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11142276155453153,-6.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.111622566302297,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_2 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11168326647883334,-5.0,-54.0
money_ratio10_gt_1_0 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11172626243721326,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11172626243721326,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11172626243721326,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1117287916112356,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_0_8 AND money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11173132078525795,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11198929653553742,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_0 AND money_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio20_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_0_8 AND money_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.1120145882757609,-6.0,-54.0
money_ratio5_gt_1_2 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11238890603106837,-5.0,-54.0
money_ratio10_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11242937281542593,-5.0,-54.0
money_ratio5_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11243696033749298,-5.0,-54.0
money_ratio20_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11244201868553767,-5.0,-54.0
money_ratio10_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11244201868553767,-5.0,-54.0
money_ratio5_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and4,4,1.0,845,1.0,845.0,0.11244454785956003,-5.0,-54.0
