condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
vol_ratio10_gt_1_5 AND money_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12134471124420187,-6.0,-53.0
vol_ratio10_gt_1_5 AND money_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12135482794029126,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio10_gt_1_2,and2,2,1.0,845,1.0,845.0,0.12135735711431361,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12135735711431361,-6.0,-53.0
vol_ratio10_gt_1_5 AND money_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12135735711431361,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12135735711431361,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12135735711431361,-6.0,-53.0
money_ratio5_gt_1_5 AND money_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12203011740425812,-5.0,-54.0
money_ratio5_gt_1_5 AND money_ratio20_gt_0_8,and2,2,1.0,845,1.0,845.0,0.1220452924483922,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12206805501459334,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio20_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12217933867157664,-5.0,-54.0
money_ratio5_gt_1_5 AND money_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12261435660342046,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12262447329950985,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_1_2,and2,2,1.0,845,1.0,845.0,0.12264470669168863,-5.0,-54.0
money_ratio5_gt_1_5 AND money_ratio5_gt_1_2,and2,2,1.0,845,1.0,845.0,0.12265229421375567,-5.0,-54.0
money_ratio5_gt_1_5 AND money_ratio5_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12265229421375567,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12265229421375567,-5.0,-54.0
money_ratio5_gt_1_5 AND money_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12265229421375567,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12265229421375567,-5.0,-54.0
vol_ratio20_gt_1_5 AND money_ratio5_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12303419949113019,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.1278143383933675,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio5_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12785986352576975,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12885382891655242,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio10_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12886647478666416,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio20_gt_1_2,and2,2,1.0,845,1.0,845.0,0.1291750340173906,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12927367180426216,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio20_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12927620097828452,-6.0,-52.0
vol_ratio20_gt_1_5 AND money_ratio20_gt_0_8,and2,2,1.0,845,1.0,845.0,0.1292913760224186,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio20_gt_1_2,and2,2,1.0,845,1.0,845.0,0.12929390519644093,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio20_gt_1_0,and2,2,1.0,845,1.0,845.0,0.12929390519644093,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio20_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12929390519644093,-6.0,-52.0
vol_ratio20_gt_1_5 AND vol_ratio10_gt_0_8,and2,2,1.0,845,1.0,845.0,0.12929390519644093,-6.0,-52.0
vol_ratio5_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.15369284699003,-6.0,-55.0
money_ratio5_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.16287374869115245,-6.0,-55.0
vol_ratio10_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.16371090529254956,-7.0,-54.0
vol_ratio5_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.16384242234171165,-5.0,-55.0
vol_ratio20_gt_1_2 AND rps5_gt_50,and2,2,1.0,845,1.0,845.0,0.1648035084702038,-7.0,-53.0
vol_ratio5_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.1650361924802598,-5.0,-55.0
vol_ratio10_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.16759065824283106,-6.0,-55.0
vol_ratio10_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.16759571659087574,-6.0,-55.0
vol_ratio20_gt_1_2 AND ret5_gt_0,and2,2,1.0,845,1.0,845.0,0.16903228743556928,-7.0,-53.0
vol_ratio20_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.1699478484316592,-7.0,-54.0
vol_ratio20_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.17194083756126924,-7.0,-54.0
vol_ratio20_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.17277293581462166,-8.0,-53.0
vol_ratio5_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.17313207852579504,-5.0,-56.0
money_ratio5_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.17368090928864452,-5.0,-56.0
money_ratio5_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.17484180016490214,-5.0,-55.0
vol_ratio5_gt_1_2 AND money_ratio20_gt_1_2,and2,2,1.0,845,1.0,845.0,0.17504413408668998,-3.0,-56.0
vol_ratio10_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.17681455590233341,-6.0,-55.0
money_ratio10_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.17702447734618829,-6.0,-54.0
vol_ratio5_gt_1_2 AND vol_ratio20_gt_1_2,and2,2,1.0,845,1.0,845.0,0.17715599439535037,-3.0,-56.0
money_ratio10_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.17898205803948547,-6.0,-55.0
money_ratio5_gt_1_2 AND money_ratio20_gt_1_2,and2,2,1.0,845,1.0,845.0,0.17908069582635702,-3.0,-56.0
vol_ratio20_gt_1_2 AND money_ratio5_gt_1_2,and2,2,1.0,845,1.0,845.0,0.17934625909870355,-3.0,-56.0
money_ratio10_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.17961688071909476,-6.0,-55.0
money_ratio5_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.18109391834814587,-5.0,-56.0
vol_ratio20_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.18167562837328585,-6.0,-54.0
money_ratio20_gt_1_2 AND close_ma5_gt_0,and2,2,1.0,845,1.0,845.0,0.18202971273641455,-6.0,-54.0
vol_ratio5_gt_1_2 AND boll20_pct_b_gt_0_3,and2,2,1.0,845,1.0,845.0,0.18369896759116408,-5.0,-56.0
money_ratio20_gt_1_2 AND close_ema5_gt_0,and2,2,1.0,845,1.0,845.0,0.18524176374479623,-6.0,-54.0
vol_ratio10_gt_1_2 AND boll20_pct_b_gt_0_3,and2,2,1.0,845,1.0,845.0,0.1866960388076462,-6.0,-55.0
money_ratio10_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.187363740749546,-5.0,-55.0
money_ratio20_gt_1_2 AND pos_range10_gt_50,and2,2,1.0,845,1.0,845.0,0.18887871598893233,-7.0,-53.0
money_ratio5_gt_1_2 AND boll20_pct_b_gt_0_3,and2,2,1.0,845,1.0,845.0,0.1918201453769228,-5.0,-56.0
money_ratio20_gt_1_2 AND rps5_gt_40,and2,2,1.0,845,1.0,845.0,0.19429367757077892,-6.0,-54.0
vol_ratio20_gt_1_2 AND boll20_pct_b_gt_0_3,and2,2,1.0,845,1.0,845.0,0.19611468286686934,-6.0,-54.0
vol_ratio5_gt_1_2 AND close_ma10_gt_m2,and2,2,1.0,845,1.0,845.0,0.19651429236240028,-5.0,-56.0
vol_ratio10_gt_1_2 AND close_ma10_gt_m2,and2,2,1.0,845,1.0,845.0,0.1984895772738539,-5.0,-56.0
money_ratio10_gt_1_2 AND boll20_pct_b_gt_0_3,and2,2,1.0,845,1.0,845.0,0.19864385688921712,-5.0,-56.0
