condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1140202232754827,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11403033997157208,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_0 AND money_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_0_8 AND money_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11405563171179556,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11409356932213077,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11423014471933755,-5.0,-54.0
money_ratio20_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11423520306738226,-5.0,-54.0
money_ratio10_gt_0_8 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11426555315565043,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427061150369512,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427314067771747,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio20_gt_0_8 AND money_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11427819902576217,-5.0,-54.0
money_ratio10_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11431360746207503,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11432372415816443,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
money_ratio5_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
money_ratio5_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
money_ratio5_gt_0_8 AND money_ratio5_gt_1_5 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143490158983879,-5.0,-54.0
vol_ratio10_gt_1_2 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1143540742464326,-5.0,-54.0
vol_ratio10_gt_1_5 AND vol_ratio20_gt_1_2 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11444512451123712,-6.0,-53.0
money_ratio5_gt_1_2 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11451847055788521,-5.0,-54.0
money_ratio10_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11455893734224278,-5.0,-54.0
money_ratio5_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11456652486430981,-5.0,-54.0
money_ratio10_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457158321235451,-5.0,-54.0
money_ratio5_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457411238637685,-5.0,-54.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457917073442156,-5.0,-54.0
vol_ratio10_gt_1_0 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457917073442156,-5.0,-54.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457917073442156,-5.0,-54.0
vol_ratio10_gt_0_8 AND vol_ratio10_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457917073442156,-5.0,-54.0
vol_ratio10_gt_1_2 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11457917073442156,-5.0,-54.0
money_ratio10_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11477391713414233,-5.0,-54.0
vol_ratio10_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11485232152883511,-5.0,-54.0
money_ratio5_gt_1_2 AND vol_ratio10_gt_1_5 AND vol_ratio20_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11485990905090215,-6.0,-53.0
money_ratio5_gt_1_2 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11505718462464529,-5.0,-54.0
money_ratio10_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1151001805830252,-5.0,-54.0
money_ratio5_gt_1_0 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11510523893106989,-5.0,-54.0
money_ratio20_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511029727911459,-5.0,-54.0
vol_ratio10_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511029727911459,-5.0,-54.0
money_ratio5_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511282645313693,-5.0,-54.0
vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511788480118162,-5.0,-54.0
vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511788480118162,-5.0,-54.0
vol_ratio20_gt_0_8 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511788480118162,-5.0,-54.0
vol_ratio20_gt_1_0 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11511788480118162,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11572741574056744,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio20_gt_1_0 AND money_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1158361702235284,-5.0,-54.0
money_ratio5_gt_1_5 AND vol_ratio10_gt_1_2 AND vol_ratio20_gt_1_0,and3,3,1.0,845,1.0,845.0,0.11624842558917109,-5.0,-54.0
money_ratio10_gt_1_2 AND money_ratio5_gt_1_5 AND vol_ratio20_gt_1_0,and3,3,1.0,845,1.0,845.0,0.11628889237352866,-5.0,-54.0
money_ratio20_gt_1_0 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11706281962436707,-6.0,-53.0
money_ratio5_gt_1_2 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11714628236710455,-6.0,-53.0
money_ratio10_gt_1_0 AND money_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11725756602408785,-5.0,-54.0
vol_ratio10_gt_1_5 AND vol_ratio20_gt_1_0 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11733849959280299,-6.0,-53.0
money_ratio20_gt_0_8 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11735367463693706,-5.0,-54.0
money_ratio10_gt_1_0 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11741437481347342,-5.0,-54.0
money_ratio20_gt_1_0 AND money_ratio5_gt_1_2 AND vol_ratio10_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1174927792081662,-6.0,-53.0
vol_ratio10_gt_1_0 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11751807094838967,-5.0,-54.0
money_ratio10_gt_1_2 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11769764230397636,-6.0,-53.0
money_ratio20_gt_0_8 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11770522982604341,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio20_gt_0_8 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11772293404419984,-6.0,-53.0
money_ratio5_gt_1_0 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11773052156626689,-6.0,-53.0
money_ratio10_gt_1_0 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774569661040098,-6.0,-53.0
money_ratio5_gt_0_8 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774569661040098,-6.0,-53.0
vol_ratio10_gt_1_2 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
vol_ratio10_gt_1_0 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_0 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
money_ratio10_gt_0_8 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
vol_ratio10_gt_0_8 AND vol_ratio10_gt_1_5 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
vol_ratio10_gt_1_5 AND vol_ratio5_gt_0_8 AND vol_ratio5_gt_1_2,and3,3,1.0,845,1.0,845.0,0.11774822578442333,-6.0,-53.0
money_ratio5_gt_1_2 AND vol_ratio10_gt_1_5 AND vol_ratio20_gt_1_0,and3,3,1.0,845,1.0,845.0,0.11775328413246802,-6.0,-53.0
money_ratio10_gt_1_0 AND money_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11776593000257976,-5.0,-54.0
money_ratio10_gt_1_0 AND vol_ratio10_gt_1_0 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.11776593000257976,-5.0,-54.0
money_ratio20_gt_0_8 AND money_ratio5_gt_1_2 AND vol_ratio5_gt_1_5,and3,3,1.0,845,1.0,845.0,0.1177684591766021,-5.0,-54.0
