family,split,instrument_segment,state,valid_signal_dates,event_count,mean_label_self_relative_H3,median_label_self_relative_H3,state_high_minus_low_spread,state_high_minus_low_median,positive_date_share
volume_price_correlation,validation,seen_instrument,middle_state,57,7622,-0.0013864418492885136,-0.0029649040000279793,0.0019042275007916361,0.003441139254821566,0.6140350877192983
volume_price_correlation,validation,seen_instrument,high_state,57,2066,-0.002575076788895215,-0.0035562658486658627,0.0019042275007916361,0.003441139254821566,0.6140350877192983
volume_price_correlation,validation,unseen_instrument,low_state,23,702,-0.002876495191721974,-0.0030616982542023803,-0.0011163804654048925,-0.0003379179971925751,0.4782608695652174
volume_price_correlation,validation,unseen_instrument,middle_state,23,2362,-0.0020825386131415745,-0.0029297083681027493,-0.0011163804654048925,-0.0003379179971925751,0.4782608695652174
volume_price_correlation,validation,unseen_instrument,high_state,23,641,-0.0004890297719556591,-0.001800216187512669,-0.0011163804654048925,-0.0003379179971925751,0.4782608695652174
volume_price_correlation,robustness,all_instrument,low_state,84,4453,-0.0032628936345837955,-0.00341014446343128,0.0019415677121162455,-0.0002128006089826785,0.4880952380952381
volume_price_correlation,robustness,all_instrument,middle_state,84,12311,0.002650737950190698,0.0005022011314715401,0.0019415677121162455,-0.0002128006089826785,0.4880952380952381
volume_price_correlation,robustness,all_instrument,high_state,84,3834,0.005451467536351594,0.0020623040535593332,0.0019415677121162455,-0.0002128006089826785,0.4880952380952381
volume_price_correlation,robustness,seen_instrument,low_state,71,2822,-0.00382600537416745,-0.0038505516506037434,0.0015773163666694611,0.0006596908450942976,0.5211267605633803
volume_price_correlation,robustness,seen_instrument,middle_state,71,7648,0.0026705060468658545,0.00026836461833829126,0.0015773163666694611,0.0006596908450942976,0.5211267605633803
volume_price_correlation,robustness,seen_instrument,high_state,71,2405,0.005363817134764599,0.0015694172137520005,0.0015773163666694611,0.0006596908450942976,0.5211267605633803
volume_price_correlation,robustness,unseen_instrument,low_state,35,881,-0.003989840944634812,-0.003985711988579033,0.0009727838536979283,-0.000806599973251762,0.4857142857142857
volume_price_correlation,robustness,unseen_instrument,middle_state,35,2491,0.003016704744640999,0.0010910380404675,0.0009727838536979283,-0.000806599973251762,0.4857142857142857
volume_price_correlation,robustness,unseen_instrument,high_state,35,747,0.006085892212553977,0.002292967561132099,0.0009727838536979283,-0.000806599973251762,0.4857142857142857
volume_surge_money_flow,train,all_instrument,low_state,74,5236,-0.005152497831744732,-0.004127021186084008,0.001132681989792718,0.0008889310900384551,0.5135135135135135
volume_surge_money_flow,train,all_instrument,middle_state,74,17398,-0.0010395417463586747,-0.0019415799881322073,0.001132681989792718,0.0008889310900384551,0.5135135135135135
volume_surge_money_flow,train,all_instrument,high_state,74,5900,0.0008362765445603389,-0.00026272459809039816,0.001132681989792718,0.0008889310900384551,0.5135135135135135
volume_surge_money_flow,train,seen_instrument,low_state,37,3213,-0.005308605101802237,-0.004913313382427402,0.0016211688511620097,0.0008819686004319718,0.5405405405405406
volume_surge_money_flow,train,seen_instrument,middle_state,37,10352,-0.0009324488716529773,-0.0018838374153377995,0.0016211688511620097,0.0008819686004319718,0.5405405405405406
volume_surge_money_flow,train,seen_instrument,high_state,37,3574,0.0005370639772945769,-0.0004096883121894753,0.0016211688511620097,0.0008819686004319718,0.5405405405405406
volume_surge_money_flow,train,unseen_instrument,low_state,62,2023,-0.004904562755771046,-0.002770319350810282,0.0023078383344378815,0.0032277567962856937,0.5483870967741935
volume_surge_money_flow,train,unseen_instrument,middle_state,62,7046,-0.0011968828532212033,-0.001986493882408576,0.0023078383344378815,0.0032277567962856937,0.5483870967741935
volume_surge_money_flow,train,unseen_instrument,high_state,62,2326,0.0012960296466273367,-0.00014511147373647958,0.0023078383344378815,0.0032277567962856937,0.5483870967741935
volume_surge_money_flow,validation,all_instrument,low_state,75,2587,-0.0016852551552716149,-0.002482923648165711,-0.0001014603706363634,-6.812347667124394e-05,0.48
volume_surge_money_flow,validation,all_instrument,middle_state,75,13413,-0.0021314720537959895,-0.0032494750243682313,-0.0001014603706363634,-6.812347667124394e-05,0.48
volume_surge_money_flow,validation,all_instrument,high_state,75,4115,-0.0011980101803564654,-0.0025897598377725324,-0.0001014603706363634,-6.812347667124394e-05,0.48
volume_surge_money_flow,validation,seen_instrument,low_state,39,1521,-0.00246097522811283,-0.002612446203015124,0.0013227436574613758,-0.002879444699882813,0.48717948717948717
volume_surge_money_flow,validation,seen_instrument,middle_state,39,7946,-0.0021240219795509207,-0.0035562658486658627,0.0013227436574613758,-0.002879444699882813,0.48717948717948717
volume_surge_money_flow,validation,seen_instrument,high_state,39,2498,-0.000719028962114222,-0.0025197015490766887,0.0013227436574613758,-0.002879444699882813,0.48717948717948717
volume_surge_money_flow,validation,unseen_instrument,low_state,14,513,-0.0012496329175838055,-0.0019814715565163172,-0.008121496584366353,6.302123103985903e-06,0.5
volume_surge_money_flow,validation,unseen_instrument,middle_state,14,2450,-0.0017229309059031978,-0.0026946911495924555,-0.008121496584366353,6.302123103985903e-06,0.5
volume_surge_money_flow,validation,unseen_instrument,high_state,14,742,-0.0032203254804170837,-0.003918608934786794,-0.008121496584366353,6.302123103985903e-06,0.5
volume_surge_money_flow,robustness,all_instrument,low_state,55,4152,0.0022781522734067624,0.0007049720652673231,-0.0006141509477962919,-0.0008826116669643281,0.45454545454545453
volume_surge_money_flow,robustness,all_instrument,middle_state,55,13362,0.002494887693298861,0.0001875040601989602,-0.0006141509477962919,-0.0008826116669643281,0.45454545454545453
volume_surge_money_flow,robustness,all_instrument,high_state,55,3084,-0.0012292741610493534,-0.0015854334079464273,-0.0006141509477962919,-0.0008826116669643281,0.45454545454545453
volume_surge_money_flow,robustness,seen_instrument,low_state,33,2578,0.00234571755992017,0.0008956068300999967,0.0019906232895741042,0.0005875655873782658,0.5454545454545454
volume_surge_money_flow,robustness,seen_instrument,middle_state,33,8393,0.0022865656134710964,-0.0002659154478950737,0.0019906232895741042,0.0005875655873782658,0.5454545454545454
volume_surge_money_flow,robustness,seen_instrument,high_state,33,1904,-0.0014240450492115232,-0.001824702202793074,0.0019906232895741042,0.0005875655873782658,0.5454545454545454
volume_surge_money_flow,robustness,unseen_instrument,low_state,15,789,0.003057033173045536,0.001301459697025045,-6.028134971342025e-05,0.0015302548979899088,0.6
volume_surge_money_flow,robustness,unseen_instrument,middle_state,15,2690,0.0028899186280824567,0.0004123411867908945,-6.028134971342025e-05,0.0015302548979899088,0.6
volume_surge_money_flow,robustness,unseen_instrument,high_state,15,640,-0.0025627455525304007,-0.002328156705345045,-6.028134971342025e-05,0.0015302548979899088,0.6
vwap_deviation,train,all_instrument,low_state,114,4864,-0.003927147149283674,-0.005632540562046561,0.003059227501885828,0.002009144257164868,0.5526315789473685
vwap_deviation,train,all_instrument,middle_state,114,17295,-0.0017874059470931397,-0.0025145658656113724,0.003059227501885828,0.002009144257164868,0.5526315789473685
vwap_deviation,train,all_instrument,high_state,114,6375,0.0015504996473465085,0.0010898323579848828,0.003059227501885828,0.002009144257164868,0.5526315789473685
vwap_deviation,train,seen_instrument,low_state,75,2909,-0.003929161677367587,-0.005763491839758703,0.0061413071735124,0.006533367481721538,0.6
vwap_deviation,train,seen_instrument,middle_state,75,10471,-0.0019010139719369498,-0.0027308003221363144,0.0061413071735124,0.006533367481721538,0.6
vwap_deviation,train,seen_instrument,high_state,75,3759,0.0017413291734564294,0.0013446494102592752,0.0061413071735124,0.006533367481721538,0.6
vwap_deviation,train,unseen_instrument,low_state,108,1955,-0.003924149572712776,-0.005560097847129951,0.0032396298240844742,0.0013749038869291686,0.5462962962962963
vwap_deviation,train,unseen_instrument,middle_state,108,6824,-0.00161308155844432,-0.002137630525629471,0.0032396298240844742,0.0013749038869291686,0.5462962962962963
vwap_deviation,train,unseen_instrument,high_state,108,2616,0.0012762916241633316,0.0008482567032053077,0.0032396298240844742,0.0013749038869291686,0.5462962962962963
vwap_deviation,validation,all_instrument,low_state,91,2785,-0.0033296052489572557,-0.005470881589926129,0.002690942362138779,0.002501491971421403,0.5604395604395604
vwap_deviation,validation,all_instrument,middle_state,91,11654,-0.0016148704814207778,-0.002545480737457472,0.002690942362138779,0.002501491971421403,0.5604395604395604
vwap_deviation,validation,all_instrument,high_state,91,5676,-0.0017241632183926053,-0.00291431819797543,0.002690942362138779,0.002501491971421403,0.5604395604395604
vwap_deviation,validation,seen_instrument,low_state,70,1662,-0.0034879365200529825,-0.005578884606113132,0.002992614033484451,0.004658249525485802,0.6285714285714286
vwap_deviation,validation,seen_instrument,middle_state,70,6980,-0.0016610742272201977,-0.0030056518509562935,0.002992614033484451,0.004658249525485802,0.6285714285714286
vwap_deviation,validation,seen_instrument,high_state,70,3323,-0.0015123405707214925,-0.002686227087957606,0.002992614033484451,0.004658249525485802,0.6285714285714286
vwap_deviation,validation,unseen_instrument,low_state,33,465,-0.0030871830905686718,-0.00434601024985538,0.0016977535276805236,0.005711032074864807,0.5757575757575758
vwap_deviation,validation,unseen_instrument,middle_state,33,2164,-0.0015653093421692033,-0.0017364174686553117,0.0016977535276805236,0.005711032074864807,0.5757575757575758
vwap_deviation,validation,unseen_instrument,high_state,33,1076,-0.002257299590226965,-0.004224552830591342,0.0016977535276805236,0.005711032074864807,0.5757575757575758
vwap_deviation,robustness,all_instrument,low_state,82,4275,-0.0018640936144793622,-0.002163283334800639,0.0026060430696158887,0.002455737675115484,0.5853658536585366
vwap_deviation,robustness,all_instrument,middle_state,82,13165,0.0022834218002812153,0.00023397587550966475,0.0026060430696158887,0.002455737675115484,0.5853658536585366
vwap_deviation,robustness,all_instrument,high_state,82,3158,0.005355366778203015,0.0018495836763159279,0.0026060430696158887,0.002455737675115484,0.5853658536585366
vwap_deviation,robustness,seen_instrument,low_state,64,2666,-0.001912301250329372,-0.0021934124173268897,0.001266341360138366,0.00041516029238877435,0.515625
vwap_deviation,robustness,seen_instrument,middle_state,64,8231,0.002068318776814239,-4.300614102270388e-05,0.001266341360138366,0.00041516029238877435,0.515625
vwap_deviation,robustness,seen_instrument,high_state,64,1978,0.0053593966486645455,0.0014321513870112238,0.001266341360138366,0.00041516029238877435,0.515625
vwap_deviation,robustness,unseen_instrument,low_state,46,842,-0.0020923215266179826,-0.002709891881949723,0.0023978617954058343,0.0037920570157821167,0.5869565217391305
vwap_deviation,robustness,unseen_instrument,middle_state,46,2574,0.0028552914440090507,0.0007412399134959988,0.0023978617954058343,0.0037920570157821167,0.5869565217391305
vwap_deviation,robustness,unseen_instrument,high_state,46,703,0.004207592714065896,0.0021769696998532023,0.0023978617954058343,0.0037920570157821167,0.5869565217391305
