primary_family,horizon,split,source_factor_count,included_factor_count,evaluable_factor_count,raw_family_mean_rankIC,raw_family_median_rankIC,neutralized_family_mean_rankIC,neutralized_family_median_rankIC,family_oriented_mean_rankIC,family_oriented_median_rankIC,family_oriented_ICIR,family_oriented_positive_factor_share,family_oriented_positive_date_share,family_oriented_positive_year_count,family_oriented_negative_year_count,family_oriented_rankIC_p10,family_oriented_rankIC_p90,valid_date_count,year_count
composite_price_volume,H20,train,105,62,61,-0.000688213737703456,6.781128854407072e-05,0.0017719713655351096,0.0006452926386031327,0.018898710076313753,0.019957517153678446,0.47676737021140236,0.5,0.7207207207207207,5,0,-0.03173382875378844,0.06704711834040851,222,5
composite_price_volume,H20,validation,105,62,61,-0.008686856104995526,-0.01029644718306729,-0.0035845363027324478,-0.0038542400352673837,3.299769195944833e-05,0.0013095331871333714,0.000828122956584365,0.3870967741935484,0.5106382978723404,1,1,-0.04414656117052766,0.049017480074740674,94,2
composite_price_volume,H3,robustness,105,62,61,-0.0046626588320864675,-0.005300221125395017,-0.0006635832444294905,-0.0005308038431384393,0.009906408206880055,0.009655583305984716,0.14925323161354992,0.4032258064516129,0.5392156862745098,2,0,-0.059620354996871586,0.08951124784807729,102,2
composite_price_volume,H3,train,105,62,61,-8.743792855158325e-05,-0.00044913783460032825,-0.0006127729098279839,-0.0020362022119663355,0.01752163464517884,0.015761914328818266,0.3095342770451816,0.46774193548387094,0.6238938053097345,5,0,-0.053002323296866244,0.08370071880465686,226,5
composite_price_volume,H3,validation,105,62,61,-0.002706152250560637,-0.002483623198067438,-0.0009649611448672752,-0.002836850564032909,0.006381780788729512,0.005257509087060708,0.09254841762148117,0.41935483870967744,0.5306122448979592,1,1,-0.0774447308297261,0.0861390634868121,98,2
composite_price_volume,H5,robustness,105,62,61,-0.0045692604287511695,-0.005295461609676433,-0.0011370707248079138,-0.00033347809244825246,0.012427113632214734,0.010648279143274379,0.1551867426677335,0.4032258064516129,0.6078431372549019,2,0,-0.0894790646444548,0.11354039539148175,102,2
composite_price_volume,H5,train,105,62,61,-0.0018227540664971377,-0.004747160293887202,0.0006316426158020027,-0.00012042652977155757,0.018866039863230447,0.017679750524247622,0.2685306271319607,0.43548387096774194,0.6044444444444445,5,0,-0.07457291408743229,0.10192550721088238,225,5
composite_price_volume,H5,validation,105,62,61,-0.002993675525498681,-0.0029521352606255596,-0.0019907788750594263,-0.0024119434040591704,0.004167615747717563,0.0005129676354751497,0.05206366794632863,0.41935483870967744,0.5051546391752577,1,1,-0.09143546039120173,0.09577507976567327,97,2
other_gtja191,H1,robustness,23,17,17,-0.012404891499683615,-0.015406330394195035,-0.005973870480036023,-0.0028816126975295345,-0.0007065501207327715,-0.0013697606756081897,-0.00919789264888066,0.29411764705882354,0.4854368932038835,1,1,-0.1055358041448757,0.08587009012889692,103,2
other_gtja191,H1,train,23,17,17,-0.00026636963900894957,0.0024962420393885446,-0.006114747919719097,-0.004585166703938761,0.007536497794875388,0.007461801384176778,0.08282332341654217,0.5882352941176471,0.5530973451327433,3,2,-0.09964064859851339,0.11486419740022909,226,5
other_gtja191,H1,validation,23,17,17,-0.012418914180668832,-0.011284979644342876,-0.008625154178316788,-0.008327614078871294,0.004010118690479049,0.018558984742955364,0.04446437951278776,0.11764705882352941,0.6020408163265306,2,0,-0.11493338506686782,0.10901872493299929,98,2
other_gtja191,H10,robustness,23,17,17,-0.016565160498387216,-0.019204805225175082,-0.0053781550150212125,-0.005948062417728119,-0.0072869795235970284,-0.009593685377956336,-0.08461754348908423,0.23529411764705882,0.45544554455445546,0,2,-0.09582999373994625,0.1073999729863003,101,2
other_gtja191,H10,train,23,17,17,0.00570531451461657,-0.0006400968502170624,0.0035354586924289007,0.0026918945036658384,0.016157962823159948,0.008629884295004556,0.20503194434005623,0.47058823529411764,0.5803571428571429,5,0,-0.08046591517522639,0.11538707369014868,224,5
other_gtja191,H10,validation,23,17,17,-0.027741080124593694,-0.025446748387237938,-0.021623256216862768,-0.016718231239725958,-0.00743816644227546,-0.01141760280461021,-0.07377000738481389,0.11764705882352941,0.4583333333333333,1,1,-0.12652357460767985,0.11526191607012823,96,2
other_gtja191,H20,robustness,23,17,17,-0.016994466284240485,-0.018445157187713696,-0.009138965854870194,-0.010000637124914709,-0.012298767195248259,-0.01821042598983671,-0.18690291129554715,0.17647058823529413,0.3939393939393939,0,2,-0.08479051708932601,0.07856529169437898,99,2
other_gtja191,H20,train,23,17,17,0.012903999579499057,0.005287507942789485,0.006873956837141039,0.0045621089993556395,0.02032747446869234,0.029443253694254073,0.26031192133427394,0.6470588235294118,0.6486486486486487,4,1,-0.07485268119958324,0.10847104464867224,222,5
other_gtja191,H20,validation,23,17,17,-0.038544466724217706,-0.033231941398489465,-0.02897178463662422,-0.018508463781152017,-0.017577914135114343,-0.018171668925704217,-0.2642060626698148,0.11764705882352941,0.35106382978723405,0,2,-0.1094931068857357,0.07671691463991534,94,2
other_gtja191,H3,robustness,23,17,17,-0.024905863073516415,-0.0298479990226826,-0.008208800424645406,-0.00863794926514398,-0.0022880101052891715,-0.005388502766379591,-0.02022825568961072,0.11764705882352941,0.4803921568627451,1,1,-0.13758194726871342,0.14319897321385774,102,2
other_gtja191,H3,train,23,17,17,-0.0048370141603363715,-0.0012391237785505035,-0.004491668423605579,-0.005577263252131259,0.01524309154919502,0.013685393939131473,0.17962073958909086,0.47058823529411764,0.5530973451327433,4,1,-0.08722970225574887,0.12413757341226359,226,5
other_gtja191,H3,validation,23,17,17,-0.019084941859937418,-0.019285457733551142,-0.013292083920198743,-0.01408161657098209,-0.0009769886806027697,0.0013856769979876619,-0.008782095452560874,0.11764705882352941,0.5,1,1,-0.13764623445887378,0.10789284412728174,98,2
other_gtja191,H5,robustness,23,17,17,-0.02709419233719218,-0.029822321603678932,-0.009691518660054995,-0.010428938458820383,0.0005048016902079449,-0.0031486537395316937,0.004164459556853565,0.058823529411764705,0.49019607843137253,1,1,-0.17349744984716348,0.15039902197703794,102,2
other_gtja191,H5,train,23,17,17,-0.004723473483434979,-0.008201850538388244,-0.0008467528304395989,-0.00037662818775950136,0.016082326187672184,0.013281778124855844,0.1781933347139246,0.4117647058823529,0.5733333333333334,5,0,-0.09290069677107095,0.1300687192860193,225,5
other_gtja191,H5,validation,23,17,17,-0.020494241555547427,-0.01539188257276171,-0.015642883642142405,-0.011440427673924225,-0.005394944180280721,-0.006250457852794758,-0.047509730323387275,0.058823529411764705,0.4948453608247423,1,1,-0.13896511389546173,0.12375462153138211,97,2
range_volatility,H1,robustness,4,3,3,-0.0028694438072470554,0.003922995133138039,-0.0075371275409438785,-0.004416060366423816,-0.0028694438072470563,0.01631975012324341,-0.018792593991367908,0.6666666666666666,0.5242718446601942,1,1,-0.20101703120341308,0.18355490953447196,103,2
range_volatility,H1,train,4,3,3,0.00832655694444658,0.008031649776448525,0.0002527001887535323,-0.0026885771565824676,0.008326556944446577,0.01900517044106955,0.06074304205161917,1.0,0.5442477876106194,4,1,-0.1753974065616231,0.183362081009732,226,5
range_volatility,H1,validation,4,3,3,-0.006773656045551975,-0.012309469209381252,-0.004673754278386185,-0.007986511734293895,-0.006773656045551971,-0.034983003173089486,-0.04883850437752691,0.3333333333333333,0.3877551020408163,0,2,-0.16113637085781304,0.1832738461085985,98,2
range_volatility,H10,robustness,4,3,3,0.004816103324689847,0.008036518728774802,-0.0004837964024884806,0.0007281009460532009,0.004816103324689846,0.03198507558960989,0.03646345513897071,0.6666666666666666,0.5643564356435643,2,0,-0.1625456217314312,0.15148052617040095,101,2
range_volatility,H10,train,4,3,3,0.004272103061996722,0.004687763693645924,0.0037227097545182303,0.00528593550639757,0.004272103061996722,0.003277703770243871,0.03076575865884989,1.0,0.5133928571428571,3,2,-0.17403836875826725,0.18836566597267754,224,5
range_volatility,H10,validation,4,3,3,-0.0071946527709077545,-0.014826710583037936,-0.007052362048909247,-0.010240510245813742,-0.00719465277090776,-0.007481533398065688,-0.05457689522178688,0.3333333333333333,0.4479166666666667,0,2,-0.1730120179952185,0.18184698365910007,96,2
range_volatility,H20,robustness,4,3,3,-0.0017399046427769786,-0.00445977776658972,-0.008271151383805833,-0.010440938291958411,-0.004206465712675983,-0.006259806628625635,-0.03711110606426296,0.3333333333333333,0.46464646464646464,1,1,-0.14992014935597567,0.14736675477796748,99,2
range_volatility,H20,train,4,3,3,0.0041687822497239934,0.006281236802262825,0.0038979662365666965,0.005829822025148192,0.004206200153293107,0.004798067917635839,0.036634811787324036,0.6666666666666666,0.509009009009009,4,1,-0.14941849579270267,0.14227487277558495,222,5
range_volatility,H20,validation,4,3,3,-0.007262761277433548,-0.02467109963951046,-0.006292297575302116,-0.011689087321770913,-0.025632038241913735,-0.015315186364680159,-0.21942083213065872,0.3333333333333333,0.4148936170212766,0,2,-0.18452614333385045,0.12272728617371702,94,2
range_volatility,H3,robustness,4,3,3,0.0021354985022000983,0.0031916244637483,0.0020143827437330087,0.00365792027613573,0.0021354985022000936,-0.0027446312233462534,0.015864424856271604,1.0,0.49019607843137253,1,1,-0.15980020942997492,0.17542448501307925,102,2
range_volatility,H3,train,4,3,3,0.0017884111697899928,0.00044913783460032825,-0.002543155961574869,-0.0031828271533859832,0.0017884111697899917,0.004163734206507364,0.01383637076558928,1.0,0.5088495575221239,3,2,-0.16775985069666,0.16679829598711932,226,5
range_volatility,H3,validation,4,3,3,-0.005654872550440423,-0.009214288588923956,-0.0024111093262169704,-0.0025546212591379216,-0.005654872550440427,-0.011745604799202159,-0.041733711171663086,0.3333333333333333,0.4897959183673469,1,1,-0.15757570875076185,0.1604096846586842,98,2
range_volatility,H5,robustness,4,3,3,0.002907587414096324,0.004677237375477068,0.000292887281649953,0.0017063353136095693,-0.002907587414096326,-0.024548343812604477,-0.021321372751999464,0.6666666666666666,0.43137254901960786,1,1,-0.18249702359223896,0.1999966710089413,102,2
range_volatility,H5,train,4,3,3,-0.0052069973180951116,-0.006785570953377427,-0.0005947763798685458,0.001150816221524807,0.005206997318095108,0.005464358174638588,0.0389183415085186,0.0,0.52,3,2,-0.15779036631526686,0.16643719402232837,225,5
range_volatility,H5,validation,4,3,3,0.00297324210110471,-0.0036028554003478905,-0.0013691845460361892,-0.0045696779666171165,-0.0029732421011047067,-0.011090592715192174,-0.02400291911511717,0.3333333333333333,0.4742268041237113,0,2,-0.16851394110190768,0.15677556661495903,97,2
rank_ts_rank_structure,H1,robustness,1,1,1,0.030602620845248407,0.030602620845248407,0.010048663751912164,0.010048663751912164,0.030602620845248407,0.014695210756192737,0.19179462706512612,1.0,0.5825242718446602,2,0,-0.1642275255478079,0.25195645221122687,103,2
rank_ts_rank_structure,H1,train,1,1,1,0.012576884983589925,0.012576884983589925,0.012392683225992709,0.012392683225992709,0.012576884983589925,0.017036804190220838,0.08424216478754899,1.0,0.5309734513274337,2,3,-0.195813900463852,0.20867548172376438,226,5
rank_ts_rank_structure,H1,validation,1,1,1,0.04209566382252727,0.04209566382252727,0.024452268639386245,0.024452268639386245,0.04209566382252727,0.050749899814142144,0.3182224226069641,1.0,0.6224489795918368,2,0,-0.14439030604733652,0.21230657355257612,98,2
rank_ts_rank_structure,H10,robustness,1,1,1,0.00016726838677626503,0.00016726838677626503,-0.0075110559137721395,-0.0075110559137721395,0.00016726838677626503,0.006270500186868798,0.0012120128375932163,1.0,0.5346534653465347,1,1,-0.17379929285414164,0.17417750482293268,101,2
rank_ts_rank_structure,H10,train,1,1,1,0.012919298364466906,0.012919298364466906,0.01234250106521525,0.01234250106521525,0.012919298364466906,0.003843101882846264,0.08981197505443178,1.0,0.5133928571428571,5,0,-0.14932550885163393,0.20227015866931272,224,5
rank_ts_rank_structure,H10,validation,1,1,1,0.005886361298516864,0.005886361298516864,0.007139096031092397,0.007139096031092397,0.005886361298516864,0.0017058447050050617,0.044207122544384046,1.0,0.5104166666666666,1,1,-0.1539571835870498,0.19028368423305456,96,2
rank_ts_rank_structure,H20,robustness,1,1,1,-0.010874337061896546,-0.010874337061896546,-0.007654574750917694,-0.007654574750917694,-0.010874337061896546,-0.013551662414783379,-0.07686884610555543,0.0,0.42424242424242425,0,2,-0.19045170462079702,0.1795203523210927,99,2
rank_ts_rank_structure,H20,train,1,1,1,0.004216153705215117,0.004216153705215117,0.00844086401506687,0.00844086401506687,0.004216153705215117,0.005061495876320022,0.030089020050299613,1.0,0.5045045045045045,2,3,-0.1860585175828778,0.17093749106558656,222,5
rank_ts_rank_structure,H20,validation,1,1,1,0.00037790157297213126,0.00037790157297213126,0.004806157793455474,0.004806157793455474,0.00037790157297213126,-0.013498161985213239,0.00279484295491162,1.0,0.46808510638297873,1,1,-0.14637546631028775,0.17475004162967073,94,2
rank_ts_rank_structure,H3,robustness,1,1,1,0.009766712446750696,0.009766712446750696,-0.006633571036919933,-0.006633571036919933,0.009766712446750696,-0.012539789719006152,0.06266795455118579,1.0,0.46078431372549017,1,1,-0.14361046084232035,0.1832423168717784,102,2
rank_ts_rank_structure,H3,train,1,1,1,0.0345903213284037,0.0345903213284037,0.024540930376507387,0.024540930376507387,0.0345903213284037,0.02820041133683255,0.24237195664437866,1.0,0.6061946902654868,5,0,-0.13882599656745187,0.21942168708383414,226,5
rank_ts_rank_structure,H3,validation,1,1,1,0.0216194991646628,0.0216194991646628,0.018355222490506678,0.018355222490506678,0.0216194991646628,0.026805210926620946,0.16794235615490136,1.0,0.5408163265306123,2,0,-0.1422551223808534,0.18252319841384182,98,2
rank_ts_rank_structure,H5,robustness,1,1,1,0.011149785595440553,0.011149785595440553,-0.0029279988908224052,-0.0029279988908224052,0.011149785595440553,0.002041782420218045,0.07521453880248273,1.0,0.5098039215686274,2,0,-0.14611655659320863,0.22358765527480554,102,2
rank_ts_rank_structure,H5,train,1,1,1,0.02802045654843917,0.02802045654843917,0.013927043564581763,0.013927043564581763,0.02802045654843917,0.03488877574324358,0.19207516348871628,1.0,0.5866666666666667,5,0,-0.1718540447852852,0.22243792394518208,225,5
rank_ts_rank_structure,H5,validation,1,1,1,0.010492291226982784,0.010492291226982784,0.013624347215113497,0.013624347215113497,0.010492291226982784,0.00826788295396704,0.08923285002668757,1.0,0.5360824742268041,1,1,-0.1328061441395531,0.1528484089409219,97,2
volume_price_correlation,H1,robustness,4,3,3,-0.008787040891476458,-0.019852162682110548,-0.010339668987798518,-0.01912850184213093,0.008787040891476456,-0.00099746385000989,0.08229997594582657,0.3333333333333333,0.4854368932038835,1,1,-0.09558902234677669,0.12601456319151472,103,2
volume_price_correlation,H1,train,4,3,3,-0.010056240296482185,-0.00719126544400118,-0.013143604044643131,-0.014378850999221121,0.010056240296482187,0.00888903046935149,0.08636062443857775,0.0,0.5663716814159292,3,2,-0.1472329288605361,0.159112864354655,226,5
volume_price_correlation,H1,validation,4,3,3,-0.023209391756304248,-0.0246778520555101,-0.018166158610510182,-0.016607128792143173,0.023209391756304248,0.030508691256313517,0.2300822133710376,0.0,0.5918367346938775,2,0,-0.11848149397606117,0.1486062993288567,98,2
volume_price_correlation,H10,robustness,4,3,3,-0.0012296496412813468,-0.011980622851330284,0.0009710954764117907,-0.0028346178942069574,0.017821278741509766,0.010418387497687425,0.15310448127028545,0.3333333333333333,0.5643564356435643,2,0,-0.12146453909199904,0.1568625368756065,101,2
volume_price_correlation,H10,train,4,3,3,-0.0032496613205298904,-0.004918626100221735,-0.003041221518020647,-0.004363524122936021,0.005479874681965895,0.002429071480015893,0.0461284407495733,0.3333333333333333,0.5089285714285714,5,0,-0.1377838159091461,0.17572254348961017,224,5
volume_price_correlation,H10,validation,4,3,3,-0.0050351178181698856,-0.003784141666761196,-0.004641369795193959,-0.004789062334745946,0.009730426036722304,0.01457827259292373,0.08484598527899052,0.3333333333333333,0.53125,1,1,-0.12326830023337984,0.1534415336380321,96,2
volume_price_correlation,H20,robustness,4,3,3,0.003625680172363182,-7.925437618472645e-05,-0.0005701538345890782,0.0010962173560783797,0.01012908767476904,0.019297379080750448,0.09100015525377786,0.3333333333333333,0.5858585858585859,2,0,-0.1234202121413637,0.1407689644668734,99,2
volume_price_correlation,H20,train,4,3,3,-0.0014886072527983136,-0.0015998409652371096,-0.004301695485664764,-0.005177136249439162,0.0021136013981990177,-0.0020351721091634726,0.01811891339057276,0.3333333333333333,0.4954954954954955,3,2,-0.14236148505238633,0.1459844211944287,222,5
volume_price_correlation,H20,validation,4,3,3,-0.006379663105937325,-0.0031235077588298516,-0.0039949601997398415,-0.0033009736221077143,0.01163254680272263,0.015409571319652017,0.09830339500344959,0.3333333333333333,0.5425531914893617,2,0,-0.13919164010460489,0.14972725077642285,94,2
volume_price_correlation,H3,robustness,4,3,3,-0.01772995503986907,-0.030098331750975146,-0.01080710611888454,-0.014285431721509242,0.01772995503986906,0.008537885614968616,0.1596599199126538,0.3333333333333333,0.5294117647058824,2,0,-0.10353125896765877,0.15782521474578937,102,2
volume_price_correlation,H3,train,4,3,3,-0.018155156674690167,-0.02098555367831947,-0.013387337381684511,-0.016443742706546506,0.018155156674690164,0.012770229282705372,0.15309255282874182,0.0,0.5575221238938053,5,0,-0.12590311327649106,0.1722557610721035,226,5
volume_price_correlation,H3,validation,4,3,3,-0.013312508804166998,-0.021479668882698207,-0.008052418093491625,-0.010723753057413238,0.013312508804167003,0.011053636927465145,0.11986305119843557,0.3333333333333333,0.5510204081632653,1,1,-0.13524874769053724,0.15596719775450935,98,2
volume_price_correlation,H5,robustness,4,3,3,-0.01773461619265734,-0.03281914444087902,-0.007698424121520172,-0.01129102211471858,0.02958275627697004,0.02011692848588817,0.24867432024114056,0.3333333333333333,0.5784313725490197,2,0,-0.11761359530859807,0.16279564043228892,102,2
volume_price_correlation,H5,train,4,3,3,-0.01163734920028211,-0.019588005157726063,-0.007908443740620516,-0.011099513783031855,0.0162660240572463,0.014190947604284423,0.13999788913789754,0.3333333333333333,0.5466666666666666,4,1,-0.12454649144349415,0.17724534014847448,225,5
volume_price_correlation,H5,validation,4,3,3,-0.007370491027037795,-0.008465100193210798,-0.004291290193092787,-0.0012761825823831626,0.00803938498193886,0.026370247081325796,0.07825824080438033,0.3333333333333333,0.5773195876288659,2,0,-0.15490515833078544,0.13786492123739624,97,2
volume_surge_money_flow,H1,robustness,25,15,15,0.0008680087635714264,0.004547451795710003,0.0015595063240199298,0.00514685576599649,0.01009112851967189,0.010501973489605087,0.28614810232502025,0.6,0.6407766990291263,2,0,-0.041598722410397825,0.049935113269780285,103,2
volume_surge_money_flow,H1,train,25,15,15,0.00262446404378839,0.0001554436920486327,0.0019724263818570184,-0.0010715552874691388,0.00890488386024134,0.009191473799457173,0.19507649690279152,0.5333333333333333,0.5796460176991151,4,1,-0.04606875559366101,0.06744051998126946,226,5
volume_surge_money_flow,H1,validation,25,15,15,0.004304806228923378,0.006142130251522329,0.004200100029088047,0.005218499509086833,0.01193426929865095,0.013527814331463271,0.3145770233423905,0.6,0.6530612244897959,2,0,-0.03726099104502814,0.057290021879721785,98,2
volume_surge_money_flow,H10,robustness,25,15,15,-0.0006791792980552579,0.002311783716641079,-0.0034934593411405966,-0.002317192322924864,0.006387912238442178,0.006735596401723114,0.1644934491490859,0.5333333333333333,0.5346534653465347,2,0,-0.04352559414928984,0.05508779597488262,101,2
volume_surge_money_flow,H10,train,25,15,15,-0.008650946458023818,-0.004670094681379226,-0.003197795318512338,0.0017217296936403018,0.015996796924335355,0.015214505912702285,0.3241821957276314,0.4,0.6428571428571429,5,0,-0.04148172519380549,0.07238319156686676,224,5
volume_surge_money_flow,H10,validation,25,15,15,0.0045949784634359385,-0.0016689484709104835,0.00878465386535866,0.0030618025247076855,0.005596267618964712,0.006030277986075546,0.14064409082138918,0.4666666666666667,0.5625,1,1,-0.04656224390621908,0.05402349746855437,96,2
volume_surge_money_flow,H20,robustness,25,15,15,0.0021041933325838306,0.006780463430328811,-0.002575656115511084,0.0015770818872785871,0.001487851745509846,-0.0010371108463581727,0.029752395765712314,0.6,0.48484848484848486,1,1,-0.06153863618526016,0.06026353544448187,99,2
volume_surge_money_flow,H20,train,25,15,15,-0.014249137135069985,-0.009516099371642,-0.006612116592796839,-0.002903786300643733,0.01835803703928705,0.01631356042142442,0.30145757546452706,0.2,0.581081081081081,5,0,-0.05193573832578135,0.09613814718784755,222,5
volume_surge_money_flow,H20,validation,25,15,15,0.0024490609003514933,-0.006939157876527818,0.009173331570534463,0.00041108239656501705,0.004334617244854602,0.0009731558551370797,0.08312702159475227,0.4,0.5212765957446809,1,1,-0.05654077028982329,0.06852436443525857,94,2
volume_surge_money_flow,H3,robustness,25,15,15,0.004298399267665928,0.005171693532802157,0.001722549073010607,0.0032725231240113817,0.008154208439680927,0.007297522258723633,0.171680090323121,0.6,0.6078431372549019,2,0,-0.03492110942620916,0.060349589683074495,102,2
volume_surge_money_flow,H3,train,25,15,15,-0.004688041937902774,-0.001966322784506742,-0.001882415213272191,-0.0030721340461812045,0.016245760767207882,0.012761188027778519,0.3968291671965557,0.4666666666666667,0.6637168141592921,5,0,-0.032797903165101325,0.06849713678828967,226,5
volume_surge_money_flow,H3,validation,25,15,15,0.00501334650637692,0.0060254071493411184,0.006945028790053322,0.004623026635945402,0.008997064870277694,0.008570737038231534,0.17863218612453013,0.6,0.6020408163265306,1,1,-0.04772995931501771,0.07066014624875999,98,2
volume_surge_money_flow,H5,robustness,25,15,15,0.0005334155133175309,0.0032009432796293157,-0.0012698172280194288,-0.002288057976160936,0.008924735212260488,0.010298135648307824,0.16388977873405935,0.5333333333333333,0.5882352941176471,2,0,-0.050280056479479134,0.07069011613493366,102,2
