membership_date,board_bucket,member_count
2021-06-04,main_board,163
2021-06-07,chinext,45
2021-06-07,main_board,164
2021-06-08,chinext,42
2021-06-08,main_board,165
2021-06-09,chinext,44
2021-06-09,main_board,166
2021-06-10,chinext,44
2021-06-10,main_board,164
2021-06-11,chinext,42
2021-06-11,main_board,164
2021-06-15,chinext,42
2021-06-15,main_board,158
2021-06-16,chinext,43
2021-06-16,main_board,155
2021-06-17,chinext,43
2021-06-17,main_board,156
2021-06-18,chinext,44
2021-06-18,main_board,156
2021-06-21,chinext,45
2021-06-21,main_board,158
2021-06-22,chinext,44
2021-06-22,main_board,157
2021-06-23,chinext,45
2021-06-23,main_board,159
2021-06-24,chinext,45
2021-06-24,main_board,158
2021-06-25,chinext,46
2021-06-25,main_board,160
2021-06-28,chinext,47
2021-06-28,main_board,162
2021-06-29,chinext,45
2021-06-29,main_board,160
2021-06-30,chinext,47
2021-06-30,main_board,162
2021-07-01,chinext,47
2021-07-01,main_board,162
2021-07-02,chinext,48
2021-07-02,main_board,161
2021-07-05,chinext,47
2021-07-05,main_board,159
2021-07-06,chinext,47
2021-07-06,main_board,161
2021-07-07,chinext,46
2021-07-07,main_board,162
2021-07-08,chinext,49
2021-07-08,main_board,160
2021-07-09,chinext,48
2021-07-09,main_board,160
2021-07-12,chinext,49
2021-07-12,main_board,164
2021-07-13,chinext,47
2021-07-13,main_board,167
2021-07-14,chinext,48
2021-07-14,main_board,169
2021-07-15,chinext,48
2021-07-15,main_board,169
2021-07-16,chinext,49
2021-07-16,main_board,168
2021-07-19,chinext,49
2021-07-19,main_board,167
2021-07-20,chinext,50
2021-07-20,main_board,166
2021-07-21,chinext,51
2021-07-21,main_board,170
2021-07-22,chinext,51
2021-07-22,main_board,169
2021-07-23,chinext,51
2021-07-23,main_board,166
2021-07-26,chinext,49
2021-07-26,main_board,158
2021-07-27,chinext,48
2021-07-27,main_board,158
2021-07-28,chinext,49
2021-07-28,main_board,155
2021-07-29,chinext,52
2021-07-29,main_board,159
2021-07-30,chinext,51
2021-07-30,main_board,159
2021-08-02,chinext,50
2021-08-02,main_board,164
2021-08-03,chinext,52
2021-08-03,main_board,160
2021-08-04,chinext,52
2021-08-04,main_board,164
2021-08-05,chinext,51
2021-08-05,main_board,163
2021-08-06,chinext,50
2021-08-06,main_board,162
2021-08-09,chinext,53
2021-08-09,main_board,166
2021-08-10,chinext,54
2021-08-10,main_board,170
2021-08-11,chinext,54
2021-08-11,main_board,169
2021-08-12,chinext,54
2021-08-12,main_board,168
2021-08-13,chinext,52
2021-08-13,main_board,170
2021-08-16,chinext,55
2021-08-16,main_board,168
2021-08-17,chinext,51
2021-08-17,main_board,162
2021-08-18,chinext,52
2021-08-18,main_board,166
2021-08-19,chinext,51
2021-08-19,main_board,165
2021-08-20,chinext,52
2021-08-20,main_board,167
2021-08-23,chinext,54
2021-08-23,main_board,172
2021-08-24,chinext,53
2021-08-24,main_board,174
2021-08-25,chinext,52
2021-08-25,main_board,175
2021-08-26,chinext,52
2021-08-26,main_board,171
2021-08-27,chinext,51
2021-08-27,main_board,172
2021-08-30,chinext,53
2021-08-30,main_board,175
2021-08-31,chinext,52
2021-08-31,main_board,174
2021-09-01,chinext,52
2021-09-01,main_board,173
2021-09-02,chinext,51
2021-09-02,main_board,177
2021-09-03,chinext,50
2021-09-03,main_board,174
2021-09-06,chinext,51
2021-09-06,main_board,176
2021-09-07,chinext,51
2021-09-07,main_board,179
2021-09-08,chinext,50
2021-09-08,main_board,186
2021-09-09,chinext,50
2021-09-09,main_board,190
2021-09-10,chinext,52
2021-09-10,main_board,188
2021-09-13,chinext,52
2021-09-13,main_board,190
2021-09-14,chinext,53
2021-09-14,main_board,186
2021-09-15,chinext,54
2021-09-15,main_board,187
2021-09-16,chinext,52
2021-09-16,main_board,183
2021-09-17,chinext,52
2021-09-17,main_board,185
2021-09-22,chinext,51
2021-09-22,main_board,188
2021-09-23,chinext,52
2021-09-23,main_board,187
2021-09-24,chinext,52
2021-09-24,main_board,182
2021-09-27,chinext,51
2021-09-27,main_board,175
2021-09-28,chinext,51
2021-09-28,main_board,177
2021-09-29,chinext,48
2021-09-29,main_board,170
2021-09-30,chinext,49
2021-09-30,main_board,176
2021-10-08,chinext,52
2021-10-08,main_board,175
2021-10-11,chinext,53
2021-10-11,main_board,175
2021-10-12,chinext,48
2021-10-12,main_board,172
2021-10-13,chinext,52
2021-10-13,main_board,172
2021-10-14,chinext,50
2021-10-14,main_board,171
2021-10-15,chinext,53
2021-10-15,main_board,171
2021-10-18,chinext,52
2021-10-18,main_board,170
2021-10-19,chinext,55
2021-10-19,main_board,173
2021-10-20,chinext,54
2021-10-20,main_board,176
2021-10-21,chinext,53
2021-10-21,main_board,176
2021-10-22,chinext,52
2021-10-22,main_board,174
2021-10-25,chinext,54
2021-10-25,main_board,178
2021-10-26,chinext,55
2021-10-26,main_board,177
2021-10-27,chinext,55
2021-10-27,main_board,176
2021-10-28,chinext,53
2021-10-28,main_board,174
2021-10-29,chinext,55
2021-10-29,main_board,176
2021-11-01,chinext,56
2021-11-01,main_board,177
2021-11-02,chinext,56
2021-11-02,main_board,176
2021-11-03,chinext,56
2021-11-03,main_board,175
2021-11-04,chinext,57
2021-11-04,main_board,176
2021-11-05,chinext,57
2021-11-05,main_board,174
2021-11-08,chinext,57
2021-11-08,main_board,172
2021-11-09,chinext,58
2021-11-09,main_board,174
2021-11-10,chinext,59
2021-11-10,main_board,174
2021-11-11,chinext,61
2021-11-11,main_board,179
2021-11-12,chinext,62
2021-11-12,main_board,181
2021-11-15,chinext,63
2021-11-15,main_board,179
2021-11-16,chinext,62
2021-11-16,main_board,179
2021-11-17,chinext,64
2021-11-17,main_board,178
2021-11-18,chinext,63
2021-11-18,main_board,179
2021-11-19,chinext,64
2021-11-19,main_board,183
2021-11-22,chinext,63
2021-11-22,main_board,184
2021-11-23,chinext,65
2021-11-23,main_board,181
2021-11-24,chinext,68
2021-11-24,main_board,181
2021-11-25,chinext,66
2021-11-25,main_board,181
2021-11-26,chinext,66
2021-11-26,main_board,184
2021-11-29,chinext,65
2021-11-29,main_board,182
2021-11-30,chinext,64
2021-11-30,main_board,178
2021-12-01,chinext,64
2021-12-01,main_board,179
2021-12-02,chinext,62
2021-12-02,main_board,179
2021-12-03,chinext,63
2021-12-03,main_board,181
2021-12-06,chinext,61
2021-12-06,main_board,183
2021-12-07,chinext,61
2021-12-07,main_board,182
2021-12-08,chinext,63
2021-12-08,main_board,187
2021-12-09,chinext,64
2021-12-09,main_board,194
2021-12-10,chinext,64
2021-12-10,main_board,192
2021-12-13,chinext,66
2021-12-13,main_board,191
2021-12-14,chinext,66
2021-12-14,main_board,192
2021-12-15,chinext,67
2021-12-15,main_board,192
2021-12-16,chinext,66
2021-12-16,main_board,190
2021-12-17,chinext,68
2021-12-17,main_board,186
2021-12-20,chinext,65
2021-12-20,main_board,182
2021-12-21,chinext,65
2021-12-21,main_board,184
2021-12-22,chinext,63
2021-12-22,main_board,185
2021-12-23,chinext,63
2021-12-23,main_board,186
2021-12-24,chinext,61
2021-12-24,main_board,184
2021-12-27,chinext,61
2021-12-27,main_board,187
2021-12-28,chinext,65
2021-12-28,main_board,190
2021-12-29,chinext,63
2021-12-29,main_board,188
2021-12-30,chinext,63
2021-12-30,main_board,193
2021-12-31,chinext,64
2021-12-31,main_board,199
2022-01-04,chinext,64
2022-01-04,main_board,187
2022-01-05,chinext,62
2022-01-05,main_board,188
2022-01-06,chinext,61
2022-01-06,main_board,186
2022-01-07,chinext,61
2022-01-07,main_board,187
2022-01-10,chinext,62
2022-01-10,main_board,188
2022-01-11,chinext,61
2022-01-11,main_board,182
2022-01-12,chinext,65
2022-01-12,main_board,187
2022-01-13,chinext,64
2022-01-13,main_board,181
2022-01-14,chinext,67
2022-01-14,main_board,181
2022-01-17,chinext,68
2022-01-17,main_board,185
2022-01-18,chinext,65
2022-01-18,main_board,188
2022-01-19,chinext,66
2022-01-19,main_board,185
2022-01-20,chinext,63
2022-01-20,main_board,185
2022-01-21,chinext,59
2022-01-21,main_board,183
2022-01-24,chinext,61
2022-01-24,main_board,183
2022-01-25,chinext,59
2022-01-25,main_board,175
2022-01-26,chinext,59
2022-01-26,main_board,178
2022-01-27,chinext,57
2022-01-27,main_board,169
2022-01-28,chinext,57
2022-01-28,main_board,173
2022-02-07,chinext,59
2022-02-07,main_board,179
2022-02-08,chinext,54
2022-02-08,main_board,178
2022-02-09,chinext,56
2022-02-09,main_board,179
2022-02-10,chinext,53
2022-02-10,main_board,178
2022-02-11,chinext,52
2022-02-11,main_board,178
2022-02-14,chinext,52
2022-02-14,main_board,178
2022-02-15,chinext,56
2022-02-15,main_board,179
2022-02-16,chinext,56
2022-02-16,main_board,179
2022-02-17,chinext,56
2022-02-17,main_board,178
2022-02-18,chinext,56
2022-02-18,main_board,180
2022-02-21,chinext,60
2022-02-21,main_board,179
2022-02-22,chinext,57
2022-02-22,main_board,176
2022-02-23,chinext,61
2022-02-23,main_board,181
2022-02-24,chinext,59
2022-02-24,main_board,174
2022-02-25,chinext,60
2022-02-25,main_board,178
2022-02-28,chinext,60
2022-02-28,main_board,178
2022-03-01,chinext,61
2022-03-01,main_board,179
2022-03-02,chinext,62
2022-03-02,main_board,179
2022-03-03,chinext,61
2022-03-03,main_board,178
2022-03-04,chinext,61
2022-03-04,main_board,177
2022-03-07,chinext,58
2022-03-07,main_board,171
2022-03-08,chinext,55
2022-03-08,main_board,163
2022-03-09,chinext,53
2022-03-09,main_board,165
2022-03-10,chinext,55
2022-03-10,main_board,166
2022-03-11,chinext,56
2022-03-11,main_board,166
2022-03-14,chinext,54
2022-03-14,main_board,161
2022-03-15,chinext,52
2022-03-15,main_board,152
2022-03-16,chinext,57
2022-03-16,main_board,156
2022-03-17,chinext,60
2022-03-17,main_board,162
2022-03-18,chinext,59
2022-03-18,main_board,162
2022-03-21,chinext,62
2022-03-21,main_board,164
2022-03-22,chinext,62
2022-03-22,main_board,164
2022-03-23,chinext,62
2022-03-23,main_board,164
2022-03-24,chinext,59
2022-03-24,main_board,164
2022-03-25,chinext,58
2022-03-25,main_board,160
2022-03-28,chinext,54
2022-03-28,main_board,161
2022-03-29,chinext,55
2022-03-29,main_board,161
2022-03-30,chinext,56
2022-03-30,main_board,164
2022-03-31,chinext,52
2022-03-31,main_board,162
2022-04-01,chinext,51
2022-04-01,main_board,164
2022-04-06,chinext,52
2022-04-06,main_board,163
2022-04-07,chinext,49
2022-04-07,main_board,161
2022-04-08,chinext,51
2022-04-08,main_board,161
2022-04-11,chinext,43
2022-04-11,main_board,161
2022-04-12,chinext,45
2022-04-12,main_board,163
2022-04-13,chinext,42
2022-04-13,main_board,164
2022-04-14,chinext,42
2022-04-14,main_board,166
2022-04-15,chinext,42
2022-04-15,main_board,163
2022-04-18,chinext,41
2022-04-18,main_board,162
2022-04-19,chinext,42
2022-04-19,main_board,163
2022-04-20,chinext,42
2022-04-20,main_board,158
2022-04-21,chinext,40
2022-04-21,main_board,154
2022-04-22,chinext,40
2022-04-22,main_board,153
2022-04-25,chinext,37
2022-04-25,main_board,147
2022-04-26,chinext,33
2022-04-26,main_board,142
2022-04-27,chinext,40
2022-04-27,main_board,147
2022-04-28,chinext,41
2022-04-28,main_board,145
2022-04-29,chinext,43
2022-04-29,main_board,154
2022-05-05,chinext,45
2022-05-05,main_board,156
2022-05-06,chinext,44
2022-05-06,main_board,155
2022-05-09,chinext,46
2022-05-09,main_board,151
2022-05-10,chinext,46
2022-05-10,main_board,154
2022-05-11,chinext,46
2022-05-11,main_board,156
2022-05-12,chinext,46
2022-05-12,main_board,154
2022-05-13,chinext,46
2022-05-13,main_board,155
2022-05-16,chinext,45
2022-05-16,main_board,156
2022-05-17,chinext,47
2022-05-17,main_board,156
2022-05-18,chinext,46
2022-05-18,main_board,154
2022-05-19,chinext,46
2022-05-19,main_board,158
2022-05-20,chinext,45
2022-05-20,main_board,162
2022-05-23,chinext,48
2022-05-23,main_board,163
2022-05-24,chinext,44
2022-05-24,main_board,155
2022-05-25,chinext,44
2022-05-25,main_board,156
2022-05-26,chinext,43
2022-05-26,main_board,157
2022-05-27,chinext,42
2022-05-27,main_board,158
2022-05-30,chinext,44
2022-05-30,main_board,159
2022-05-31,chinext,45
2022-05-31,main_board,165
2022-06-01,chinext,45
2022-06-01,main_board,166
2022-06-02,chinext,47
2022-06-02,main_board,168
2022-06-06,chinext,49
2022-06-06,main_board,172
2022-06-07,chinext,49
2022-06-07,main_board,172
2022-06-08,chinext,48
2022-06-08,main_board,176
2022-06-09,chinext,46
2022-06-09,main_board,171
2022-06-10,chinext,49
2022-06-10,main_board,177
2022-06-13,chinext,49
2022-06-13,main_board,170
2022-06-14,chinext,48
2022-06-14,main_board,171
2022-06-15,chinext,48
2022-06-15,main_board,172
2022-06-16,chinext,48
2022-06-16,main_board,170
2022-06-17,chinext,51
2022-06-17,main_board,172
2022-06-20,chinext,55
2022-06-20,main_board,175
2022-06-21,chinext,54
2022-06-21,main_board,172
2022-06-22,chinext,53
2022-06-22,main_board,171
2022-06-23,chinext,54
2022-06-23,main_board,173
2022-06-24,chinext,55
2022-06-24,main_board,173
2022-06-27,chinext,57
2022-06-27,main_board,176
2022-06-28,chinext,56
2022-06-28,main_board,178
2022-06-29,chinext,54
2022-06-29,main_board,174
2022-06-30,chinext,55
2022-06-30,main_board,181
2022-07-01,chinext,55
2022-07-01,main_board,180
2022-07-04,chinext,58
2022-07-04,main_board,183
2022-07-05,chinext,56
2022-07-05,main_board,181
2022-07-06,chinext,56
2022-07-06,main_board,179
2022-07-07,chinext,58
2022-07-07,main_board,183
2022-07-08,chinext,55
2022-07-08,main_board,182
2022-07-11,chinext,56
2022-07-11,main_board,181
2022-07-12,chinext,53
2022-07-12,main_board,178
2022-07-13,chinext,54
2022-07-13,main_board,175
2022-07-14,chinext,56
2022-07-14,main_board,178
2022-07-15,chinext,53
2022-07-15,main_board,175
2022-07-18,chinext,55
2022-07-18,main_board,180
2022-07-19,chinext,56
2022-07-19,main_board,178
2022-07-20,chinext,58
2022-07-20,main_board,182
2022-07-21,chinext,55
2022-07-21,main_board,177
2022-07-22,chinext,53
2022-07-22,main_board,175
2022-07-25,chinext,54
2022-07-25,main_board,174
2022-07-26,chinext,55
2022-07-26,main_board,177
2022-07-27,chinext,53
2022-07-27,main_board,173
2022-07-28,chinext,55
2022-07-28,main_board,176
2022-07-29,chinext,57
2022-07-29,main_board,174
2022-08-01,chinext,60
2022-08-01,main_board,175
2022-08-02,chinext,55
2022-08-02,main_board,171
2022-08-03,chinext,54
2022-08-03,main_board,171
2022-08-04,chinext,55
2022-08-04,main_board,169
2022-08-05,chinext,61
2022-08-05,main_board,168
2022-08-08,chinext,63
2022-08-08,main_board,171
2022-08-09,chinext,63
2022-08-09,main_board,174
2022-08-10,chinext,64
2022-08-10,main_board,171
2022-08-11,chinext,64
2022-08-11,main_board,173
2022-08-12,chinext,63
2022-08-12,main_board,174
2022-08-15,chinext,63
2022-08-15,main_board,180
2022-08-16,chinext,65
2022-08-16,main_board,180
2022-08-17,chinext,65
2022-08-17,main_board,179
2022-08-18,chinext,66
2022-08-18,main_board,180
2022-08-19,chinext,65
2022-08-19,main_board,180
2022-08-22,chinext,67
2022-08-22,main_board,183
2022-08-23,chinext,67
2022-08-23,main_board,183
2022-08-24,chinext,62
2022-08-24,main_board,179
2022-08-25,chinext,61
2022-08-25,main_board,181
2022-08-26,chinext,59
2022-08-26,main_board,180
2022-08-29,chinext,60
2022-08-29,main_board,179
2022-08-30,chinext,59
2022-08-30,main_board,176
2022-08-31,chinext,56
2022-08-31,main_board,172
2022-09-01,chinext,56
2022-09-01,main_board,175
2022-09-02,chinext,57
2022-09-02,main_board,178
2022-09-05,chinext,58
2022-09-05,main_board,178
2022-09-06,chinext,58
2022-09-06,main_board,180
2022-09-07,chinext,62
2022-09-07,main_board,181
2022-09-08,chinext,60
2022-09-08,main_board,179
2022-09-09,chinext,59
2022-09-09,main_board,179
2022-09-13,chinext,59
2022-09-13,main_board,177
2022-09-14,chinext,58
2022-09-14,main_board,176
2022-09-15,chinext,55
2022-09-15,main_board,177
2022-09-16,chinext,55
2022-09-16,main_board,171
2022-09-19,chinext,52
2022-09-19,main_board,170
2022-09-20,chinext,54
2022-09-20,main_board,171
2022-09-21,chinext,51
2022-09-21,main_board,172
2022-09-22,chinext,56
2022-09-22,main_board,170
2022-09-23,chinext,54
2022-09-23,main_board,168
2022-09-26,chinext,53
2022-09-26,main_board,168
2022-09-27,chinext,56
2022-09-27,main_board,171
2022-09-28,chinext,53
2022-09-28,main_board,167
2022-09-29,chinext,53
2022-09-29,main_board,166
2022-09-30,chinext,53
2022-09-30,main_board,170
2022-10-10,chinext,51
2022-10-10,main_board,168
2022-10-11,chinext,48
2022-10-11,main_board,168
2022-10-12,chinext,52
2022-10-12,main_board,172
2022-10-13,chinext,53
2022-10-13,main_board,170
2022-10-14,chinext,55
2022-10-14,main_board,171
2022-10-17,chinext,56
2022-10-17,main_board,173
2022-10-18,chinext,57
2022-10-18,main_board,172
2022-10-19,chinext,57
2022-10-19,main_board,169
2022-10-20,chinext,55
2022-10-20,main_board,170
2022-10-21,chinext,58
2022-10-21,main_board,172
2022-10-24,chinext,56
2022-10-24,main_board,167
2022-10-25,chinext,54
2022-10-25,main_board,166
2022-10-26,chinext,57
2022-10-26,main_board,168
2022-10-27,chinext,59
2022-10-27,main_board,166
2022-10-28,chinext,56
2022-10-28,main_board,162
2022-10-31,chinext,57
2022-10-31,main_board,163
2022-11-01,chinext,59
2022-11-01,main_board,165
2022-11-02,chinext,59
2022-11-02,main_board,167
2022-11-03,chinext,58
2022-11-03,main_board,164
2022-11-04,chinext,63
2022-11-04,main_board,173
2022-11-07,chinext,60
2022-11-07,main_board,174
2022-11-08,chinext,61
2022-11-08,main_board,174
2022-11-09,chinext,61
2022-11-09,main_board,172
2022-11-10,chinext,61
2022-11-10,main_board,172
2022-11-11,chinext,61
2022-11-11,main_board,174
2022-11-14,chinext,63
2022-11-14,main_board,175
2022-11-15,chinext,63
2022-11-15,main_board,178
2022-11-16,chinext,61
2022-11-16,main_board,178
2022-11-17,chinext,61
2022-11-17,main_board,177
2022-11-18,chinext,62
2022-11-18,main_board,175
2022-11-21,chinext,63
2022-11-21,main_board,175
2022-11-22,chinext,61
2022-11-22,main_board,173
2022-11-23,chinext,60
2022-11-23,main_board,174
2022-11-24,chinext,60
2022-11-24,main_board,173
2022-11-25,chinext,58
2022-11-25,main_board,175
2022-11-28,chinext,59
2022-11-28,main_board,173
2022-11-29,chinext,61
2022-11-29,main_board,178
2022-11-30,chinext,59
2022-11-30,main_board,179
2022-12-01,chinext,60
2022-12-01,main_board,182
2022-12-02,chinext,59
2022-12-02,main_board,180
2022-12-05,chinext,62
2022-12-05,main_board,182
2022-12-06,chinext,62
2022-12-06,main_board,185
2022-12-07,chinext,63
2022-12-07,main_board,181
2022-12-08,chinext,62
2022-12-08,main_board,182
2022-12-09,chinext,63
2022-12-09,main_board,180
2022-12-12,chinext,63
2022-12-12,main_board,181
2022-12-13,chinext,61
2022-12-13,main_board,181
2022-12-14,chinext,62
2022-12-14,main_board,180
2022-12-15,chinext,63
2022-12-15,main_board,177
2022-12-16,chinext,61
2022-12-16,main_board,177
2022-12-19,chinext,59
2022-12-19,main_board,175
2022-12-20,chinext,60
2022-12-20,main_board,174
2022-12-21,chinext,59
2022-12-21,main_board,174
2022-12-22,chinext,59
2022-12-22,main_board,171
2022-12-23,chinext,60
2022-12-23,main_board,169
2022-12-26,chinext,59
2022-12-26,main_board,171
2022-12-27,chinext,60
2022-12-27,main_board,171
2022-12-28,chinext,60
2022-12-28,main_board,172
2022-12-29,chinext,60
2022-12-29,main_board,172
2022-12-30,chinext,59
2022-12-30,main_board,172
2023-01-03,chinext,66
2023-01-03,main_board,173
2023-01-04,chinext,65
2023-01-04,main_board,174
2023-01-05,chinext,66
2023-01-05,main_board,176
2023-01-06,chinext,67
2023-01-06,main_board,178
2023-01-09,chinext,67
2023-01-09,main_board,178
2023-01-10,chinext,67
2023-01-10,main_board,179
2023-01-11,chinext,68
2023-01-11,main_board,179
2023-01-12,chinext,67
2023-01-12,main_board,178
2023-01-13,chinext,70
2023-01-13,main_board,178
2023-01-16,chinext,70
2023-01-16,main_board,183
2023-01-17,chinext,69
2023-01-17,main_board,182
2023-01-18,chinext,68
2023-01-18,main_board,183
2023-01-19,chinext,68
2023-01-19,main_board,184
2023-01-20,chinext,69
2023-01-20,main_board,187
2023-01-30,chinext,70
2023-01-30,main_board,186
2023-01-31,chinext,70
2023-01-31,main_board,185
2023-02-01,chinext,70
2023-02-01,main_board,189
2023-02-02,chinext,72
2023-02-02,main_board,188
2023-02-03,chinext,72
2023-02-03,main_board,186
2023-02-06,chinext,69
2023-02-06,main_board,188
2023-02-07,chinext,72
2023-02-07,main_board,187
2023-02-08,chinext,71
2023-02-08,main_board,186
2023-02-09,chinext,74
2023-02-09,main_board,187
2023-02-10,chinext,73
2023-02-10,main_board,189
2023-02-13,chinext,74
2023-02-13,main_board,193
2023-02-14,chinext,73
2023-02-14,main_board,191
2023-02-15,chinext,75
2023-02-15,main_board,190
2023-02-16,chinext,70
2023-02-16,main_board,193
2023-02-17,chinext,71
2023-02-17,main_board,190
2023-02-20,chinext,70
2023-02-20,main_board,199
2023-02-21,chinext,71
2023-02-21,main_board,197
2023-02-22,chinext,73
2023-02-22,main_board,197
2023-02-23,chinext,71
2023-02-23,main_board,195
2023-02-24,chinext,71
2023-02-24,main_board,192
2023-02-27,chinext,71
2023-02-27,main_board,189
2023-02-28,chinext,72
2023-02-28,main_board,195
2023-03-01,chinext,72
2023-03-01,main_board,194
2023-03-02,chinext,72
2023-03-02,main_board,194
2023-03-03,chinext,73
2023-03-03,main_board,194
2023-03-06,chinext,73
2023-03-06,main_board,195
2023-03-07,chinext,70
2023-03-07,main_board,192
2023-03-08,chinext,71
2023-03-08,main_board,192
2023-03-09,chinext,73
2023-03-09,main_board,190
2023-03-10,chinext,71
2023-03-10,main_board,188
2023-03-13,chinext,74
2023-03-13,main_board,190
2023-03-14,chinext,70
2023-03-14,main_board,190
2023-03-15,chinext,69
2023-03-15,main_board,189
2023-03-16,chinext,67
2023-03-16,main_board,190
2023-03-17,chinext,72
2023-03-17,main_board,190
2023-03-20,chinext,71
2023-03-20,main_board,190
2023-03-21,chinext,70
2023-03-21,main_board,192
2023-03-22,chinext,75
2023-03-22,main_board,193
2023-03-23,chinext,78
2023-03-23,main_board,195
2023-03-24,chinext,77
2023-03-24,main_board,194
2023-03-27,chinext,77
2023-03-27,main_board,191
2023-03-28,chinext,76
2023-03-28,main_board,191
2023-03-29,chinext,76
2023-03-29,main_board,194
2023-03-30,chinext,75
2023-03-30,main_board,195
2023-03-31,chinext,78
2023-03-31,main_board,196
2023-04-03,chinext,79
2023-04-03,main_board,196
2023-04-04,chinext,80
2023-04-04,main_board,196
2023-04-06,chinext,79
2023-04-06,main_board,197
2023-04-07,chinext,83
2023-04-07,main_board,200
2023-04-10,chinext,81
2023-04-10,main_board,197
2023-04-11,chinext,81
2023-04-11,main_board,196
2023-04-12,chinext,80
2023-04-12,main_board,196
2023-04-13,chinext,79
2023-04-13,main_board,195
2023-04-14,chinext,81
2023-04-14,main_board,197
2023-04-17,chinext,80
2023-04-17,main_board,199
2023-04-18,chinext,82
2023-04-18,main_board,200
2023-04-19,chinext,82
2023-04-19,main_board,198
2023-04-20,chinext,84
2023-04-20,main_board,197
2023-04-21,chinext,80
2023-04-21,main_board,195
2023-04-24,chinext,75
2023-04-24,main_board,195
2023-04-25,chinext,76
2023-04-25,main_board,194
2023-04-26,chinext,74
2023-04-26,main_board,194
2023-04-27,chinext,73
2023-04-27,main_board,192
2023-04-28,chinext,75
2023-04-28,main_board,195
2023-05-04,chinext,80
2023-05-04,main_board,194
2023-05-05,chinext,76
2023-05-05,main_board,193
2023-05-08,chinext,79
2023-05-08,main_board,196
2023-05-09,chinext,77
2023-05-09,main_board,196
2023-05-10,chinext,80
2023-05-10,main_board,193
2023-05-11,chinext,77
2023-05-11,main_board,193
2023-05-12,chinext,76
2023-05-12,main_board,194
2023-05-15,chinext,76
2023-05-15,main_board,196
2023-05-16,chinext,75
2023-05-16,main_board,193
2023-05-17,chinext,75
2023-05-17,main_board,193
2023-05-18,chinext,77
2023-05-18,main_board,193
2023-05-19,chinext,78
2023-05-19,main_board,192
2023-05-22,chinext,76
2023-05-22,main_board,192
2023-05-23,chinext,76
2023-05-23,main_board,192
2023-05-24,chinext,77
2023-05-24,main_board,190
2023-05-25,chinext,77
2023-05-25,main_board,188
2023-05-26,chinext,79
2023-05-26,main_board,190
2023-05-29,chinext,80
2023-05-29,main_board,187
2023-05-30,chinext,81
2023-05-30,main_board,186
2023-05-31,chinext,81
2023-05-31,main_board,188
2023-06-01,chinext,83
2023-06-01,main_board,188
2023-06-02,chinext,83
2023-06-02,main_board,189
2023-06-05,chinext,84
2023-06-05,main_board,189
2023-06-06,chinext,81
2023-06-06,main_board,188
2023-06-07,chinext,81
2023-06-07,main_board,188
2023-06-08,chinext,82
2023-06-08,main_board,188
2023-06-09,chinext,81
2023-06-09,main_board,189
2023-06-12,chinext,80
2023-06-12,main_board,186
2023-06-13,chinext,80
2023-06-13,main_board,186
2023-06-14,chinext,81
2023-06-14,main_board,187
2023-06-15,chinext,79
2023-06-15,main_board,191
2023-06-16,chinext,81
2023-06-16,main_board,193
2023-06-19,chinext,81
2023-06-19,main_board,193
2023-06-20,chinext,81
2023-06-20,main_board,189
2023-06-21,chinext,79
2023-06-21,main_board,187
2023-06-26,chinext,74
2023-06-26,main_board,184
2023-06-27,chinext,72
2023-06-27,main_board,189
2023-06-28,chinext,73
2023-06-28,main_board,192
2023-06-29,chinext,73
2023-06-29,main_board,190
2023-06-30,chinext,78
2023-06-30,main_board,195
2023-07-03,chinext,78
2023-07-03,main_board,198
2023-07-04,chinext,78
2023-07-04,main_board,198
2023-07-05,chinext,77
2023-07-05,main_board,195
2023-07-06,chinext,76
2023-07-06,main_board,194
2023-07-07,chinext,75
2023-07-07,main_board,192
2023-07-10,chinext,75
2023-07-10,main_board,193
2023-07-11,chinext,76
2023-07-11,main_board,193
2023-07-12,chinext,72
2023-07-12,main_board,192
2023-07-13,chinext,73
2023-07-13,main_board,194
2023-07-14,chinext,76
2023-07-14,main_board,195
2023-07-17,chinext,76
2023-07-17,main_board,196
2023-07-18,chinext,77
2023-07-18,main_board,197
2023-07-19,chinext,77
2023-07-19,main_board,197
2023-07-20,chinext,76
2023-07-20,main_board,196
2023-07-21,chinext,76
2023-07-21,main_board,196
2023-07-24,chinext,76
2023-07-24,main_board,196
2023-07-25,chinext,77
2023-07-25,main_board,201
2023-07-26,chinext,76
2023-07-26,main_board,201
2023-07-27,chinext,76
2023-07-27,main_board,200
2023-07-28,chinext,77
2023-07-28,main_board,204
2023-07-31,chinext,76
2023-07-31,main_board,202
2023-08-01,chinext,78
2023-08-01,main_board,203
2023-08-02,chinext,78
2023-08-02,main_board,202
2023-08-03,chinext,77
2023-08-03,main_board,203
2023-08-04,chinext,78
2023-08-04,main_board,203
2023-08-07,chinext,76
2023-08-07,main_board,201
2023-08-08,chinext,76
2023-08-08,main_board,204
2023-08-09,chinext,76
2023-08-09,main_board,203
2023-08-10,chinext,76
2023-08-10,main_board,203
2023-08-11,chinext,73
2023-08-11,main_board,202
2023-08-14,chinext,75
2023-08-14,main_board,202
2023-08-15,chinext,73
2023-08-15,main_board,200
2023-08-16,chinext,72
2023-08-16,main_board,199
2023-08-17,chinext,74
2023-08-17,main_board,200
2023-08-18,chinext,73
2023-08-18,main_board,192
