membership_date,board_bucket,member_count
2017-03-30,chinext,4
2017-03-30,main_board,89
2017-03-31,chinext,4
2017-03-31,main_board,88
2017-04-05,chinext,4
2017-04-05,main_board,90
2017-04-06,chinext,4
2017-04-06,main_board,89
2017-04-07,chinext,4
2017-04-07,main_board,92
2017-04-10,chinext,4
2017-04-10,main_board,91
2017-04-11,chinext,4
2017-04-11,main_board,93
2017-04-12,chinext,4
2017-04-12,main_board,92
2017-04-13,chinext,4
2017-04-13,main_board,91
2017-04-14,chinext,4
2017-04-14,main_board,89
2017-04-17,chinext,4
2017-04-17,main_board,92
2017-04-18,chinext,4
2017-04-18,main_board,91
2017-04-19,chinext,4
2017-04-19,main_board,90
2017-04-20,chinext,4
2017-04-20,main_board,92
2017-04-21,chinext,4
2017-04-21,main_board,91
2017-04-24,chinext,4
2017-04-24,main_board,88
2017-04-25,chinext,4
2017-04-25,main_board,88
2017-04-26,chinext,4
2017-04-26,main_board,90
2017-04-27,chinext,4
2017-04-27,main_board,88
2017-04-28,chinext,4
2017-04-28,main_board,90
2017-05-02,chinext,4
2017-05-02,main_board,89
2017-05-03,chinext,4
2017-05-03,main_board,86
2017-05-04,chinext,4
2017-05-04,main_board,87
2017-05-05,chinext,4
2017-05-05,main_board,85
2017-05-08,chinext,4
2017-05-08,main_board,84
2017-05-09,chinext,4
2017-05-09,main_board,84
2017-05-10,chinext,3
2017-05-10,main_board,83
2017-05-11,chinext,3
2017-05-11,main_board,82
2017-05-12,chinext,3
2017-05-12,main_board,81
2017-05-15,chinext,3
2017-05-15,main_board,83
2017-05-16,chinext,3
2017-05-16,main_board,84
2017-05-17,chinext,3
2017-05-17,main_board,84
2017-05-18,chinext,3
2017-05-18,main_board,85
2017-05-19,chinext,3
2017-05-19,main_board,84
2017-05-22,chinext,3
2017-05-22,main_board,83
2017-05-23,chinext,3
2017-05-23,main_board,82
2017-05-24,chinext,3
2017-05-24,main_board,82
2017-05-25,chinext,3
2017-05-25,main_board,82
2017-05-26,chinext,3
2017-05-26,main_board,82
2017-05-31,chinext,3
2017-05-31,main_board,82
2017-06-01,chinext,3
2017-06-01,main_board,81
2017-06-02,chinext,3
2017-06-02,main_board,82
2017-06-05,chinext,3
2017-06-05,main_board,80
2017-06-06,chinext,3
2017-06-06,main_board,80
2017-06-07,chinext,3
2017-06-07,main_board,83
2017-06-08,chinext,3
2017-06-08,main_board,80
2017-06-09,chinext,3
2017-06-09,main_board,81
2017-06-12,chinext,3
2017-06-12,main_board,80
2017-06-13,chinext,3
2017-06-13,main_board,81
2017-06-14,chinext,3
2017-06-14,main_board,79
2017-06-15,chinext,3
2017-06-15,main_board,82
2017-06-16,chinext,3
2017-06-16,main_board,82
2017-06-19,chinext,3
2017-06-19,main_board,84
2017-06-20,chinext,3
2017-06-20,main_board,84
2017-06-21,chinext,3
2017-06-21,main_board,83
2017-06-22,chinext,3
2017-06-22,main_board,82
2017-06-23,chinext,3
2017-06-23,main_board,82
2017-06-26,chinext,3
2017-06-26,main_board,83
2017-06-27,chinext,3
2017-06-27,main_board,83
2017-06-28,chinext,3
2017-06-28,main_board,82
2017-06-29,chinext,4
2017-06-29,main_board,83
2017-06-30,chinext,5
2017-06-30,main_board,82
2017-07-03,chinext,5
2017-07-03,main_board,82
2017-07-04,chinext,5
2017-07-04,main_board,82
2017-07-05,chinext,5
2017-07-05,main_board,83
2017-07-06,chinext,5
2017-07-06,main_board,82
2017-07-07,chinext,5
2017-07-07,main_board,86
2017-07-10,chinext,5
2017-07-10,main_board,85
2017-07-11,chinext,5
2017-07-11,main_board,85
2017-07-12,chinext,5
2017-07-12,main_board,85
2017-07-13,chinext,5
2017-07-13,main_board,86
2017-07-14,chinext,5
2017-07-14,main_board,85
2017-07-17,chinext,5
2017-07-17,main_board,80
2017-07-18,chinext,5
2017-07-18,main_board,83
2017-07-19,chinext,5
2017-07-19,main_board,85
2017-07-20,chinext,5
2017-07-20,main_board,85
2017-07-21,chinext,5
2017-07-21,main_board,86
2017-07-24,chinext,5
2017-07-24,main_board,87
2017-07-25,chinext,5
2017-07-25,main_board,87
2017-07-26,chinext,5
2017-07-26,main_board,88
2017-07-27,chinext,5
2017-07-27,main_board,90
2017-07-28,chinext,5
2017-07-28,main_board,89
2017-07-31,chinext,5
2017-07-31,main_board,87
2017-08-01,chinext,5
2017-08-01,main_board,87
2017-08-02,chinext,5
2017-08-02,main_board,88
2017-08-03,chinext,5
2017-08-03,main_board,87
2017-08-04,chinext,5
2017-08-04,main_board,88
2017-08-07,chinext,5
2017-08-07,main_board,88
2017-08-08,chinext,5
2017-08-08,main_board,89
2017-08-09,chinext,5
2017-08-09,main_board,88
2017-08-10,chinext,5
2017-08-10,main_board,89
2017-08-11,chinext,5
2017-08-11,main_board,87
2017-08-14,chinext,5
2017-08-14,main_board,87
2017-08-15,chinext,5
2017-08-15,main_board,88
2017-08-16,chinext,5
2017-08-16,main_board,87
2017-08-17,chinext,5
2017-08-17,main_board,89
2017-08-18,chinext,5
2017-08-18,main_board,88
2017-08-21,chinext,5
2017-08-21,main_board,89
2017-08-22,chinext,5
2017-08-22,main_board,88
2017-08-23,chinext,5
2017-08-23,main_board,88
2017-08-24,chinext,5
2017-08-24,main_board,87
2017-08-25,chinext,5
2017-08-25,main_board,87
2017-08-28,chinext,5
2017-08-28,main_board,88
2017-08-29,chinext,5
2017-08-29,main_board,90
2017-08-30,chinext,5
2017-08-30,main_board,89
2017-08-31,chinext,5
2017-08-31,main_board,92
2017-09-01,chinext,5
2017-09-01,main_board,93
2017-09-04,chinext,5
2017-09-04,main_board,94
2017-09-05,chinext,5
2017-09-05,main_board,93
2017-09-06,chinext,5
2017-09-06,main_board,93
2017-09-07,chinext,5
2017-09-07,main_board,91
2017-09-08,chinext,5
2017-09-08,main_board,92
2017-09-11,chinext,5
2017-09-11,main_board,93
2017-09-12,chinext,5
2017-09-12,main_board,92
2017-09-13,chinext,5
2017-09-13,main_board,93
2017-09-14,chinext,5
2017-09-14,main_board,92
2017-09-15,chinext,5
2017-09-15,main_board,91
2017-09-18,chinext,5
2017-09-18,main_board,92
2017-09-19,chinext,5
2017-09-19,main_board,91
2017-09-20,chinext,6
2017-09-20,main_board,91
2017-09-21,chinext,6
2017-09-21,main_board,91
2017-09-22,chinext,6
2017-09-22,main_board,91
2017-09-25,chinext,6
2017-09-25,main_board,90
2017-09-26,chinext,6
2017-09-26,main_board,90
2017-09-27,chinext,6
2017-09-27,main_board,91
2017-09-28,chinext,6
2017-09-28,main_board,91
2017-09-29,chinext,7
2017-09-29,main_board,90
2017-10-09,chinext,7
2017-10-09,main_board,91
2017-10-10,chinext,7
2017-10-10,main_board,92
2017-10-11,chinext,7
2017-10-11,main_board,91
2017-10-12,chinext,7
2017-10-12,main_board,90
2017-10-13,chinext,7
2017-10-13,main_board,90
2017-10-16,chinext,7
2017-10-16,main_board,89
2017-10-17,chinext,7
2017-10-17,main_board,89
2017-10-18,chinext,7
2017-10-18,main_board,89
2017-10-19,chinext,7
2017-10-19,main_board,89
2017-10-20,chinext,7
2017-10-20,main_board,89
2017-10-23,chinext,7
2017-10-23,main_board,91
2017-10-24,chinext,7
2017-10-24,main_board,91
2017-10-25,chinext,7
2017-10-25,main_board,92
2017-10-26,chinext,7
2017-10-26,main_board,92
2017-10-27,chinext,7
2017-10-27,main_board,93
2017-10-30,chinext,7
2017-10-30,main_board,91
2017-10-31,chinext,7
2017-10-31,main_board,91
2017-11-01,chinext,7
2017-11-01,main_board,89
2017-11-02,chinext,7
2017-11-02,main_board,87
2017-11-03,chinext,7
2017-11-03,main_board,88
2017-11-06,chinext,7
2017-11-06,main_board,89
2017-11-07,chinext,7
2017-11-07,main_board,90
2017-11-08,chinext,7
2017-11-08,main_board,92
2017-11-09,chinext,6
2017-11-09,main_board,91
2017-11-10,chinext,6
2017-11-10,main_board,90
2017-11-13,chinext,6
2017-11-13,main_board,90
2017-11-14,chinext,7
2017-11-14,main_board,91
2017-11-15,chinext,7
2017-11-15,main_board,90
2017-11-16,chinext,7
2017-11-16,main_board,88
2017-11-17,chinext,6
2017-11-17,main_board,87
2017-11-20,chinext,6
2017-11-20,main_board,87
2017-11-21,chinext,6
2017-11-21,main_board,87
2017-11-22,chinext,6
2017-11-22,main_board,87
2017-11-23,chinext,7
2017-11-23,main_board,86
2017-11-24,chinext,6
2017-11-24,main_board,88
2017-11-27,chinext,6
2017-11-27,main_board,87
2017-11-28,chinext,7
2017-11-28,main_board,87
2017-11-29,chinext,7
2017-11-29,main_board,88
2017-11-30,chinext,7
2017-11-30,main_board,88
2017-12-01,chinext,7
2017-12-01,main_board,88
2017-12-04,chinext,7
2017-12-04,main_board,88
2017-12-05,chinext,7
2017-12-05,main_board,85
2017-12-06,chinext,7
2017-12-06,main_board,84
2017-12-07,chinext,7
2017-12-07,main_board,83
2017-12-08,chinext,7
2017-12-08,main_board,83
2017-12-11,chinext,7
2017-12-11,main_board,84
2017-12-12,chinext,7
2017-12-12,main_board,83
2017-12-13,chinext,7
2017-12-13,main_board,84
2017-12-14,chinext,7
2017-12-14,main_board,82
2017-12-15,chinext,7
2017-12-15,main_board,84
2017-12-18,chinext,6
2017-12-18,main_board,86
2017-12-19,chinext,7
2017-12-19,main_board,87
2017-12-20,chinext,7
2017-12-20,main_board,85
2017-12-21,chinext,7
2017-12-21,main_board,86
2017-12-22,chinext,7
2017-12-22,main_board,87
2017-12-25,chinext,7
2017-12-25,main_board,88
2017-12-26,chinext,7
2017-12-26,main_board,87
2017-12-27,chinext,7
2017-12-27,main_board,86
2017-12-28,chinext,7
2017-12-28,main_board,86
2017-12-29,chinext,7
2017-12-29,main_board,87
2018-01-02,chinext,7
2018-01-02,main_board,90
2018-01-03,chinext,7
2018-01-03,main_board,90
2018-01-04,chinext,7
2018-01-04,main_board,92
2018-01-05,chinext,7
2018-01-05,main_board,92
2018-01-08,chinext,7
2018-01-08,main_board,93
2018-01-09,chinext,7
2018-01-09,main_board,93
2018-01-10,chinext,7
2018-01-10,main_board,92
2018-01-11,chinext,7
2018-01-11,main_board,90
2018-01-12,chinext,7
2018-01-12,main_board,90
2018-01-15,chinext,6
2018-01-15,main_board,92
2018-01-16,chinext,6
2018-01-16,main_board,93
2018-01-17,chinext,6
2018-01-17,main_board,93
2018-01-18,chinext,5
2018-01-18,main_board,93
2018-01-19,chinext,5
2018-01-19,main_board,92
2018-01-22,chinext,6
2018-01-22,main_board,93
2018-01-23,chinext,5
2018-01-23,main_board,93
2018-01-24,chinext,6
2018-01-24,main_board,94
2018-01-25,chinext,7
2018-01-25,main_board,94
2018-01-26,chinext,5
2018-01-26,main_board,94
2018-01-29,chinext,6
2018-01-29,main_board,90
2018-01-30,chinext,5
2018-01-30,main_board,91
2018-01-31,chinext,5
2018-01-31,main_board,90
2018-02-01,chinext,5
2018-02-01,main_board,87
2018-02-02,chinext,5
2018-02-02,main_board,89
2018-02-05,chinext,5
2018-02-05,main_board,89
2018-02-06,chinext,5
2018-02-06,main_board,86
2018-02-07,chinext,5
2018-02-07,main_board,86
2018-02-08,chinext,5
2018-02-08,main_board,87
2018-02-09,chinext,5
2018-02-09,main_board,81
2018-02-12,chinext,5
2018-02-12,main_board,83
2018-02-13,chinext,5
2018-02-13,main_board,87
2018-02-14,chinext,5
2018-02-14,main_board,87
2018-02-22,chinext,5
2018-02-22,main_board,88
2018-02-23,chinext,5
2018-02-23,main_board,88
2018-02-26,chinext,5
2018-02-26,main_board,86
2018-02-27,chinext,5
2018-02-27,main_board,87
2018-02-28,chinext,5
2018-02-28,main_board,87
2018-03-01,chinext,6
2018-03-01,main_board,87
2018-03-02,chinext,7
2018-03-02,main_board,87
2018-03-05,chinext,7
2018-03-05,main_board,84
2018-03-06,chinext,7
2018-03-06,main_board,87
2018-03-07,chinext,7
2018-03-07,main_board,85
2018-03-08,chinext,7
2018-03-08,main_board,88
2018-03-09,chinext,7
2018-03-09,main_board,88
2018-03-12,chinext,7
2018-03-12,main_board,88
2018-03-13,chinext,8
2018-03-13,main_board,87
2018-03-14,chinext,8
2018-03-14,main_board,88
2018-03-15,chinext,7
2018-03-15,main_board,89
2018-03-16,chinext,7
2018-03-16,main_board,87
2018-03-19,chinext,7
2018-03-19,main_board,87
2018-03-20,chinext,8
2018-03-20,main_board,90
2018-03-21,chinext,7
2018-03-21,main_board,88
2018-03-22,chinext,7
2018-03-22,main_board,89
2018-03-23,chinext,7
2018-03-23,main_board,85
2018-03-26,chinext,8
2018-03-26,main_board,87
2018-03-27,chinext,8
2018-03-27,main_board,88
2018-03-28,chinext,8
2018-03-28,main_board,87
2018-03-29,chinext,8
2018-03-29,main_board,86
2018-03-30,chinext,8
2018-03-30,main_board,87
2018-04-02,chinext,8
2018-04-02,main_board,89
2018-04-03,chinext,8
2018-04-03,main_board,89
2018-04-04,chinext,8
2018-04-04,main_board,89
2018-04-09,chinext,8
2018-04-09,main_board,90
2018-04-10,chinext,8
2018-04-10,main_board,90
2018-04-11,chinext,8
2018-04-11,main_board,89
2018-04-12,chinext,8
2018-04-12,main_board,87
2018-04-13,chinext,8
2018-04-13,main_board,88
2018-04-16,chinext,8
2018-04-16,main_board,87
2018-04-17,chinext,8
2018-04-17,main_board,86
2018-04-18,chinext,8
2018-04-18,main_board,86
2018-04-19,chinext,9
2018-04-19,main_board,87
2018-04-20,chinext,9
2018-04-20,main_board,88
2018-04-23,chinext,9
2018-04-23,main_board,87
2018-04-24,chinext,9
2018-04-24,main_board,88
2018-04-25,chinext,9
2018-04-25,main_board,88
2018-04-26,chinext,9
2018-04-26,main_board,88
2018-04-27,chinext,9
2018-04-27,main_board,88
2018-05-02,chinext,8
2018-05-02,main_board,87
2018-05-03,chinext,9
2018-05-03,main_board,88
2018-05-04,chinext,7
2018-05-04,main_board,90
2018-05-07,chinext,9
2018-05-07,main_board,94
2018-05-08,chinext,9
2018-05-08,main_board,93
2018-05-09,chinext,9
2018-05-09,main_board,92
2018-05-10,chinext,9
2018-05-10,main_board,91
2018-05-11,chinext,8
2018-05-11,main_board,90
2018-05-14,chinext,8
2018-05-14,main_board,88
2018-05-15,chinext,9
2018-05-15,main_board,91
2018-05-16,chinext,9
2018-05-16,main_board,92
2018-05-17,chinext,9
2018-05-17,main_board,92
2018-05-18,chinext,9
2018-05-18,main_board,92
2018-05-21,chinext,9
2018-05-21,main_board,93
2018-05-22,chinext,9
2018-05-22,main_board,93
2018-05-23,chinext,9
2018-05-23,main_board,91
2018-05-24,chinext,9
2018-05-24,main_board,91
2018-05-25,chinext,9
2018-05-25,main_board,90
2018-05-28,chinext,8
2018-05-28,main_board,87
2018-05-29,chinext,8
2018-05-29,main_board,88
2018-05-30,chinext,7
2018-05-30,main_board,86
2018-05-31,chinext,7
2018-05-31,main_board,88
2018-06-01,chinext,7
2018-06-01,main_board,87
2018-06-04,chinext,7
2018-06-04,main_board,87
2018-06-05,chinext,7
2018-06-05,main_board,88
2018-06-06,chinext,7
2018-06-06,main_board,90
2018-06-07,chinext,6
2018-06-07,main_board,89
2018-06-08,chinext,6
2018-06-08,main_board,88
2018-06-11,chinext,6
2018-06-11,main_board,88
2018-06-12,chinext,6
2018-06-12,main_board,88
2018-06-13,chinext,6
2018-06-13,main_board,88
2018-06-14,chinext,6
2018-06-14,main_board,86
2018-06-15,chinext,6
2018-06-15,main_board,85
2018-06-19,chinext,6
2018-06-19,main_board,81
2018-06-20,chinext,6
2018-06-20,main_board,84
2018-06-21,chinext,5
2018-06-21,main_board,84
2018-06-22,chinext,5
2018-06-22,main_board,85
2018-06-25,chinext,5
2018-06-25,main_board,84
2018-06-26,chinext,6
2018-06-26,main_board,82
2018-06-27,chinext,6
2018-06-27,main_board,81
2018-06-28,chinext,6
2018-06-28,main_board,81
2018-06-29,chinext,6
2018-06-29,main_board,85
2018-07-02,chinext,6
2018-07-02,main_board,85
2018-07-03,chinext,6
2018-07-03,main_board,85
2018-07-04,chinext,5
2018-07-04,main_board,85
2018-07-05,chinext,4
2018-07-05,main_board,84
2018-07-06,chinext,5
2018-07-06,main_board,84
2018-07-09,chinext,5
2018-07-09,main_board,85
2018-07-10,chinext,6
2018-07-10,main_board,85
2018-07-11,chinext,5
2018-07-11,main_board,85
2018-07-12,chinext,7
2018-07-12,main_board,85
2018-07-13,chinext,7
2018-07-13,main_board,87
2018-07-16,chinext,7
2018-07-16,main_board,88
2018-07-17,chinext,7
2018-07-17,main_board,87
2018-07-18,chinext,6
2018-07-18,main_board,85
2018-07-19,chinext,6
2018-07-19,main_board,84
2018-07-20,chinext,6
2018-07-20,main_board,87
2018-07-23,chinext,7
2018-07-23,main_board,89
2018-07-24,chinext,7
2018-07-24,main_board,89
2018-07-25,chinext,7
2018-07-25,main_board,89
2018-07-26,chinext,7
2018-07-26,main_board,87
2018-07-27,chinext,7
2018-07-27,main_board,88
2018-07-30,chinext,7
2018-07-30,main_board,88
2018-07-31,chinext,7
2018-07-31,main_board,87
2018-08-01,chinext,7
2018-08-01,main_board,86
2018-08-02,chinext,6
2018-08-02,main_board,83
2018-08-03,chinext,6
2018-08-03,main_board,82
2018-08-06,chinext,6
2018-08-06,main_board,80
2018-08-07,chinext,6
2018-08-07,main_board,82
2018-08-08,chinext,6
2018-08-08,main_board,80
2018-08-09,chinext,6
2018-08-09,main_board,83
2018-08-10,chinext,6
2018-08-10,main_board,82
2018-08-13,chinext,6
2018-08-13,main_board,82
2018-08-14,chinext,6
2018-08-14,main_board,83
2018-08-15,chinext,5
2018-08-15,main_board,81
2018-08-16,chinext,6
2018-08-16,main_board,78
2018-08-17,chinext,5
2018-08-17,main_board,78
2018-08-20,chinext,7
2018-08-20,main_board,82
2018-08-21,chinext,7
2018-08-21,main_board,84
2018-08-22,chinext,6
2018-08-22,main_board,84
2018-08-23,chinext,7
2018-08-23,main_board,83
2018-08-24,chinext,7
2018-08-24,main_board,83
2018-08-27,chinext,7
2018-08-27,main_board,86
2018-08-28,chinext,7
2018-08-28,main_board,85
2018-08-29,chinext,7
2018-08-29,main_board,84
2018-08-30,chinext,7
2018-08-30,main_board,83
2018-08-31,chinext,7
2018-08-31,main_board,83
2018-09-03,chinext,7
2018-09-03,main_board,82
2018-09-04,chinext,7
2018-09-04,main_board,83
2018-09-05,chinext,5
2018-09-05,main_board,81
2018-09-06,chinext,5
2018-09-06,main_board,82
2018-09-07,chinext,5
2018-09-07,main_board,81
2018-09-10,chinext,5
2018-09-10,main_board,80
2018-09-11,chinext,5
2018-09-11,main_board,81
2018-09-12,chinext,6
2018-09-12,main_board,81
2018-09-13,chinext,6
2018-09-13,main_board,81
2018-09-14,chinext,6
2018-09-14,main_board,81
2018-09-17,chinext,5
2018-09-17,main_board,79
2018-09-18,chinext,5
2018-09-18,main_board,81
2018-09-19,chinext,5
2018-09-19,main_board,82
2018-09-20,chinext,5
2018-09-20,main_board,82
2018-09-21,chinext,6
2018-09-21,main_board,84
2018-09-25,chinext,6
2018-09-25,main_board,84
2018-09-26,chinext,6
2018-09-26,main_board,83
2018-09-27,chinext,6
2018-09-27,main_board,81
2018-09-28,chinext,6
2018-09-28,main_board,85
2018-10-08,chinext,5
2018-10-08,main_board,82
2018-10-09,chinext,5
2018-10-09,main_board,80
2018-10-10,chinext,6
2018-10-10,main_board,81
2018-10-11,chinext,4
2018-10-11,main_board,74
2018-10-12,chinext,4
2018-10-12,main_board,76
2018-10-15,chinext,5
2018-10-15,main_board,75
2018-10-16,chinext,6
2018-10-16,main_board,73
2018-10-17,chinext,6
2018-10-17,main_board,71
2018-10-18,chinext,6
2018-10-18,main_board,71
2018-10-19,chinext,7
2018-10-19,main_board,73
2018-10-22,chinext,7
2018-10-22,main_board,76
2018-10-23,chinext,7
2018-10-23,main_board,74
2018-10-24,chinext,7
2018-10-24,main_board,74
2018-10-25,chinext,8
2018-10-25,main_board,75
2018-10-26,chinext,7
2018-10-26,main_board,76
2018-10-29,chinext,7
2018-10-29,main_board,75
2018-10-30,chinext,8
2018-10-30,main_board,75
2018-10-31,chinext,8
2018-10-31,main_board,75
2018-11-01,chinext,8
2018-11-01,main_board,76
2018-11-02,chinext,8
2018-11-02,main_board,80
2018-11-05,chinext,8
2018-11-05,main_board,79
2018-11-06,chinext,8
2018-11-06,main_board,80
2018-11-07,chinext,8
2018-11-07,main_board,78
2018-11-08,chinext,8
2018-11-08,main_board,77
2018-11-09,chinext,8
2018-11-09,main_board,77
2018-11-12,chinext,8
2018-11-12,main_board,78
2018-11-13,chinext,8
2018-11-13,main_board,78
2018-11-14,chinext,8
2018-11-14,main_board,78
2018-11-15,chinext,9
2018-11-15,main_board,81
2018-11-16,chinext,9
2018-11-16,main_board,81
2018-11-19,chinext,9
2018-11-19,main_board,83
2018-11-20,chinext,8
2018-11-20,main_board,79
2018-11-21,chinext,8
2018-11-21,main_board,79
2018-11-22,chinext,8
2018-11-22,main_board,78
2018-11-23,chinext,8
2018-11-23,main_board,79
2018-11-26,chinext,8
2018-11-26,main_board,78
2018-11-27,chinext,8
2018-11-27,main_board,78
2018-11-28,chinext,8
2018-11-28,main_board,78
2018-11-29,chinext,8
2018-11-29,main_board,77
2018-11-30,chinext,8
2018-11-30,main_board,77
2018-12-03,chinext,8
2018-12-03,main_board,81
2018-12-04,chinext,8
2018-12-04,main_board,80
2018-12-05,chinext,8
2018-12-05,main_board,80
2018-12-06,chinext,8
2018-12-06,main_board,80
2018-12-07,chinext,8
2018-12-07,main_board,81
2018-12-10,chinext,8
2018-12-10,main_board,80
2018-12-11,chinext,8
2018-12-11,main_board,81
2018-12-12,chinext,8
2018-12-12,main_board,81
2018-12-13,chinext,8
2018-12-13,main_board,81
2018-12-14,chinext,8
2018-12-14,main_board,80
2018-12-17,chinext,8
2018-12-17,main_board,79
2018-12-18,chinext,8
2018-12-18,main_board,79
2018-12-19,chinext,8
2018-12-19,main_board,78
2018-12-20,chinext,8
2018-12-20,main_board,78
2018-12-21,chinext,8
2018-12-21,main_board,77
2018-12-24,chinext,8
2018-12-24,main_board,77
2018-12-25,chinext,8
2018-12-25,main_board,76
2018-12-26,chinext,8
2018-12-26,main_board,76
2018-12-27,chinext,8
2018-12-27,main_board,75
2018-12-28,chinext,8
2018-12-28,main_board,76
2019-01-02,chinext,9
2019-01-02,main_board,77
2019-01-03,chinext,8
2019-01-03,main_board,75
2019-01-04,chinext,8
2019-01-04,main_board,77
2019-01-07,chinext,9
2019-01-07,main_board,78
2019-01-08,chinext,9
2019-01-08,main_board,78
2019-01-09,chinext,9
2019-01-09,main_board,78
2019-01-10,chinext,9
2019-01-10,main_board,80
2019-01-11,chinext,9
2019-01-11,main_board,80
2019-01-14,chinext,8
2019-01-14,main_board,80
2019-01-15,chinext,9
2019-01-15,main_board,81
2019-01-16,chinext,8
2019-01-16,main_board,80
2019-01-17,chinext,7
2019-01-17,main_board,81
2019-01-18,chinext,7
2019-01-18,main_board,81
2019-01-21,chinext,8
2019-01-21,main_board,79
2019-01-22,chinext,7
2019-01-22,main_board,80
2019-01-23,chinext,7
2019-01-23,main_board,81
2019-01-24,chinext,8
2019-01-24,main_board,81
2019-01-25,chinext,9
2019-01-25,main_board,81
2019-01-28,chinext,8
2019-01-28,main_board,80
2019-01-29,chinext,8
2019-01-29,main_board,80
2019-01-30,chinext,8
2019-01-30,main_board,79
2019-01-31,chinext,8
2019-01-31,main_board,80
2019-02-01,chinext,8
2019-02-01,main_board,81
2019-02-11,chinext,8
2019-02-11,main_board,82
2019-02-12,chinext,8
2019-02-12,main_board,83
2019-02-13,chinext,8
2019-02-13,main_board,84
2019-02-14,chinext,9
2019-02-14,main_board,83
2019-02-15,chinext,10
2019-02-15,main_board,82
2019-02-18,chinext,10
2019-02-18,main_board,85
2019-02-19,chinext,10
2019-02-19,main_board,85
2019-02-20,chinext,11
2019-02-20,main_board,85
2019-02-21,chinext,11
2019-02-21,main_board,85
2019-02-22,chinext,12
2019-02-22,main_board,88
2019-02-25,chinext,12
2019-02-25,main_board,93
2019-02-26,chinext,12
2019-02-26,main_board,93
2019-02-27,chinext,12
2019-02-27,main_board,93
2019-02-28,chinext,12
2019-02-28,main_board,93
2019-03-01,chinext,12
2019-03-01,main_board,94
2019-03-04,chinext,12
2019-03-04,main_board,95
2019-03-05,chinext,12
2019-03-05,main_board,96
2019-03-06,chinext,12
2019-03-06,main_board,96
2019-03-07,chinext,12
2019-03-07,main_board,100
2019-03-08,chinext,12
2019-03-08,main_board,98
2019-03-11,chinext,12
2019-03-11,main_board,98
2019-03-12,chinext,12
2019-03-12,main_board,99
2019-03-13,chinext,12
2019-03-13,main_board,98
2019-03-14,chinext,12
2019-03-14,main_board,95
2019-03-15,chinext,12
2019-03-15,main_board,96
2019-03-18,chinext,12
2019-03-18,main_board,100
2019-03-19,chinext,12
2019-03-19,main_board,100
