membership_date,member_count
2018-06-15,91
2018-06-19,87
2018-06-20,90
2018-06-21,89
2018-06-22,90
2018-06-25,89
2018-06-26,88
2018-06-27,87
2018-06-28,87
2018-06-29,91
2018-07-02,91
2018-07-03,91
2018-07-04,90
2018-07-05,88
2018-07-06,89
2018-07-09,90
2018-07-10,91
2018-07-11,90
2018-07-12,92
2018-07-13,94
2018-07-16,95
2018-07-17,94
2018-07-18,91
2018-07-19,90
2018-07-20,93
2018-07-23,96
2018-07-24,96
2018-07-25,96
2018-07-26,94
2018-07-27,95
2018-07-30,95
2018-07-31,94
2018-08-01,93
2018-08-02,89
2018-08-03,88
2018-08-06,86
2018-08-07,88
2018-08-08,86
2018-08-09,89
2018-08-10,88
2018-08-13,88
2018-08-14,89
2018-08-15,86
2018-08-16,84
2018-08-17,83
2018-08-20,89
2018-08-21,91
2018-08-22,90
2018-08-23,90
2018-08-24,90
2018-08-27,93
2018-08-28,92
2018-08-29,91
2018-08-30,90
2018-08-31,90
2018-09-03,89
2018-09-04,90
2018-09-05,86
2018-09-06,87
2018-09-07,86
2018-09-10,85
2018-09-11,86
2018-09-12,87
2018-09-13,87
2018-09-14,87
2018-09-17,84
2018-09-18,86
2018-09-19,87
2018-09-20,87
2018-09-21,90
2018-09-25,90
2018-09-26,89
2018-09-27,87
2018-09-28,91
2018-10-08,87
2018-10-09,85
2018-10-10,87
2018-10-11,78
2018-10-12,80
2018-10-15,80
2018-10-16,79
2018-10-17,77
2018-10-18,77
2018-10-19,80
2018-10-22,83
2018-10-23,81
2018-10-24,81
2018-10-25,83
2018-10-26,83
2018-10-29,82
2018-10-30,83
2018-10-31,83
2018-11-01,84
2018-11-02,88
2018-11-05,87
2018-11-06,88
2018-11-07,86
2018-11-08,85
2018-11-09,85
2018-11-12,86
2018-11-13,86
2018-11-14,86
2018-11-15,90
2018-11-16,90
2018-11-19,92
2018-11-20,87
2018-11-21,87
2018-11-22,86
2018-11-23,87
2018-11-26,86
2018-11-27,86
2018-11-28,86
2018-11-29,85
2018-11-30,85
2018-12-03,89
2018-12-04,88
2018-12-05,88
2018-12-06,88
2018-12-07,89
2018-12-10,88
2018-12-11,89
2018-12-12,89
2018-12-13,89
2018-12-14,88
2018-12-17,87
2018-12-18,87
2018-12-19,86
2018-12-20,86
2018-12-21,85
2018-12-24,85
2018-12-25,84
2018-12-26,84
2018-12-27,83
2018-12-28,84
2019-01-02,86
2019-01-03,83
2019-01-04,85
2019-01-07,87
2019-01-08,87
2019-01-09,87
2019-01-10,89
2019-01-11,89
2019-01-14,88
2019-01-15,90
2019-01-16,88
2019-01-17,88
2019-01-18,88
2019-01-21,87
2019-01-22,87
2019-01-23,88
2019-01-24,89
2019-01-25,90
2019-01-28,88
2019-01-29,88
2019-01-30,87
2019-01-31,88
2019-02-01,89
2019-02-11,90
2019-02-12,91
2019-02-13,92
2019-02-14,92
2019-02-15,92
2019-02-18,95
2019-02-19,95
2019-02-20,96
2019-02-21,96
2019-02-22,100
2019-02-25,105
2019-02-26,105
2019-02-27,105
2019-02-28,105
2019-03-01,106
2019-03-04,107
2019-03-05,108
2019-03-06,108
2019-03-07,112
2019-03-08,110
2019-03-11,110
2019-03-12,111
2019-03-13,110
2019-03-14,107
2019-03-15,108
2019-03-18,112
2019-03-19,112
2019-03-20,111
2019-03-21,109
2019-03-22,111
2019-03-25,111
2019-03-26,111
2019-03-27,113
2019-03-28,112
2019-03-29,114
2019-04-01,117
2019-04-02,118
2019-04-03,120
2019-04-04,122
2019-04-08,121
2019-04-09,121
2019-04-10,121
2019-04-11,117
2019-04-12,117
2019-04-15,117
2019-04-16,119
2019-04-17,118
2019-04-18,117
2019-04-19,117
2019-04-22,118
2019-04-23,118
2019-04-24,117
2019-04-25,115
2019-04-26,113
2019-04-29,112
2019-04-30,112
2019-05-06,106
2019-05-07,107
2019-05-08,107
2019-05-09,105
2019-05-10,109
2019-05-13,110
2019-05-14,107
2019-05-15,110
2019-05-16,113
2019-05-17,106
2019-05-20,102
2019-05-21,109
2019-05-22,107
2019-05-23,103
2019-05-24,102
2019-05-27,107
2019-05-28,107
2019-05-29,107
2019-05-30,107
2019-05-31,109
2019-06-03,105
2019-06-04,103
2019-06-05,103
2019-06-06,101
2019-06-10,101
2019-06-11,111
2019-06-12,107
2019-06-13,109
2019-06-14,105
2019-06-17,105
2019-06-18,106
2019-06-19,106
2019-06-20,110
2019-06-21,112
2019-06-24,112
2019-06-25,112
2019-06-26,110
2019-06-27,113
2019-06-28,109
2019-07-01,115
2019-07-02,113
2019-07-03,112
2019-07-04,113
2019-07-05,112
2019-07-08,109
2019-07-09,109
2019-07-10,109
2019-07-11,108
2019-07-12,108
2019-07-15,111
2019-07-16,110
2019-07-17,110
2019-07-18,110
2019-07-19,110
2019-07-22,109
2019-07-23,110
2019-07-24,110
2019-07-25,111
2019-07-26,112
2019-07-29,112
2019-07-30,113
2019-07-31,112
2019-08-01,111
2019-08-02,108
2019-08-05,106
2019-08-06,103
2019-08-07,103
2019-08-08,103
2019-08-09,103
2019-08-12,104
2019-08-13,103
2019-08-14,102
2019-08-15,101
2019-08-16,102
2019-08-19,109
2019-08-20,111
2019-08-21,111
2019-08-22,113
2019-08-23,113
2019-08-26,114
2019-08-27,117
2019-08-28,116
2019-08-29,115
2019-08-30,115
2019-09-02,119
2019-09-03,120
2019-09-04,121
2019-09-05,123
2019-09-06,121
2019-09-09,123
2019-09-10,125
2019-09-11,125
2019-09-12,124
2019-09-16,124
2019-09-17,122
2019-09-18,122
2019-09-19,122
2019-09-20,121
2019-09-23,121
2019-09-24,121
2019-09-25,118
2019-09-26,113
2019-09-27,115
2019-09-30,114
2019-10-08,113
2019-10-09,114
2019-10-10,114
2019-10-11,116
2019-10-14,120
2019-10-15,117
2019-10-16,117
2019-10-17,116
2019-10-18,116
2019-10-21,116
2019-10-22,116
2019-10-23,115
2019-10-24,114
2019-10-25,115
2019-10-28,117
2019-10-29,117
2019-10-30,115
2019-10-31,115
2019-11-01,117
2019-11-04,118
2019-11-05,119
2019-11-06,119
2019-11-07,118
2019-11-08,118
2019-11-11,115
2019-11-12,115
2019-11-13,115
2019-11-14,115
2019-11-15,114
2019-11-18,115
2019-11-19,117
2019-11-20,116
2019-11-21,115
2019-11-22,115
2019-11-25,116
2019-11-26,117
2019-11-27,116
2019-11-28,115
2019-11-29,115
2019-12-02,116
2019-12-03,117
2019-12-04,116
2019-12-05,117
2019-12-06,118
2019-12-09,121
2019-12-10,120
2019-12-11,120
2019-12-12,120
2019-12-13,122
2019-12-16,123
2019-12-17,124
2019-12-18,124
2019-12-19,124
2019-12-20,124
2019-12-23,122
2019-12-24,122
2019-12-25,122
2019-12-26,123
2019-12-27,122
2019-12-30,124
2019-12-31,127
2020-01-02,127
2020-01-03,128
2020-01-06,129
2020-01-07,129
2020-01-08,130
2020-01-09,131
2020-01-10,130
2020-01-13,130
2020-01-14,132
2020-01-15,129
2020-01-16,132
2020-01-17,132
2020-01-20,133
2020-01-21,130
2020-01-22,131
2020-01-23,128
2020-02-03,121
2020-02-04,121
2020-02-05,123
2020-02-06,125
2020-02-07,127
2020-02-10,127
2020-02-11,124
2020-02-12,127
2020-02-13,125
2020-02-14,128
2020-02-17,129
2020-02-18,133
2020-02-19,130
2020-02-20,132
2020-02-21,134
2020-02-24,138
2020-02-25,138
2020-02-26,135
2020-02-27,136
2020-02-28,130
2020-03-02,132
2020-03-03,132
2020-03-04,136
2020-03-05,135
2020-03-06,132
2020-03-09,130
2020-03-10,132
2020-03-11,130
2020-03-12,129
2020-03-13,128
2020-03-16,124
2020-03-17,125
2020-03-18,123
2020-03-19,122
2020-03-20,123
2020-03-23,116
2020-03-24,122
2020-03-25,129
2020-03-26,125
2020-03-27,127
2020-03-30,125
2020-03-31,125
2020-04-01,122
2020-04-02,125
2020-04-03,125
2020-04-07,130
2020-04-08,129
2020-04-09,129
2020-04-10,128
2020-04-13,126
2020-04-14,128
2020-04-15,126
2020-04-16,127
2020-04-17,128
2020-04-20,128
2020-04-21,128
2020-04-22,129
2020-04-23,129
2020-04-24,124
2020-04-27,125
2020-04-28,121
2020-04-29,122
2020-04-30,125
2020-05-06,127
2020-05-07,128
2020-05-08,130
2020-05-11,129
2020-05-12,130
2020-05-13,132
2020-05-14,130
2020-05-15,131
2020-05-18,131
2020-05-19,134
2020-05-20,131
2020-05-21,127
2020-05-22,124
2020-05-25,123
2020-05-26,126
2020-05-27,125
2020-05-28,126
2020-05-29,127
2020-06-01,131
2020-06-02,132
2020-06-03,129
2020-06-04,129
2020-06-05,131
2020-06-08,129
2020-06-09,130
2020-06-10,130
2020-06-11,132
2020-06-12,131
2020-06-15,131
2020-06-16,136
2020-06-17,136
2020-06-18,137
2020-06-19,140
2020-06-22,136
2020-06-23,139
2020-06-24,139
2020-06-29,134
2020-06-30,139
2020-07-01,142
2020-07-02,147
2020-07-03,149
2020-07-06,157
2020-07-07,161
2020-07-08,163
2020-07-09,172
2020-07-10,169
2020-07-13,178
2020-07-14,177
2020-07-15,173
2020-07-16,158
2020-07-17,161
2020-07-20,163
2020-07-21,167
2020-07-22,170
2020-07-23,173
2020-07-24,164
2020-07-27,166
2020-07-28,167
2020-07-29,171
2020-07-30,170
2020-07-31,170
2020-08-03,176
2020-08-04,174
2020-08-05,177
2020-08-06,180
2020-08-07,178
2020-08-10,176
2020-08-11,177
2020-08-12,171
2020-08-13,171
2020-08-14,172
2020-08-17,177
2020-08-18,179
2020-08-19,178
2020-08-20,175
2020-08-21,174
2020-08-24,177
2020-08-25,175
2020-08-26,174
2020-08-27,176
2020-08-28,176
2020-08-31,176
2020-09-01,178
2020-09-02,179
2020-09-03,175
2020-09-04,174
2020-09-07,173
2020-09-08,172
2020-09-09,167
2020-09-10,163
2020-09-11,166
2020-09-14,170
2020-09-15,170
2020-09-16,172
2020-09-17,171
2020-09-18,171
2020-09-21,171
2020-09-22,166
2020-09-23,169
2020-09-24,167
2020-09-25,168
2020-09-28,165
2020-09-29,166
2020-09-30,161
2020-10-09,171
2020-10-12,181
2020-10-13,179
2020-10-14,175
2020-10-15,176
2020-10-16,173
2020-10-19,173
2020-10-20,176
2020-10-21,174
2020-10-22,172
2020-10-23,168
2020-10-26,169
2020-10-27,168
2020-10-28,169
2020-10-29,172
2020-10-30,167
2020-11-02,164
2020-11-03,170
2020-11-04,174
2020-11-05,176
2020-11-06,177
2020-11-09,180
2020-11-10,179
2020-11-11,181
2020-11-12,179
2020-11-13,175
2020-11-16,174
2020-11-17,177
2020-11-18,174
2020-11-19,176
2020-11-20,178
2020-11-23,178
2020-11-24,177
2020-11-25,175
2020-11-26,174
2020-11-27,174
2020-11-30,174
2020-12-01,179
2020-12-02,179
2020-12-03,178
2020-12-04,179
2020-12-07,181
2020-12-08,176
2020-12-09,171
2020-12-10,174
2020-12-11,169
2020-12-14,175
2020-12-15,173
2020-12-16,175
2020-12-17,179
2020-12-18,176
2020-12-21,180
2020-12-22,176
2020-12-23,180
2020-12-24,179
2020-12-25,179
2020-12-28,177
2020-12-29,176
2020-12-30,180
2020-12-31,185
2021-01-04,190
2021-01-05,191
2021-01-06,190
2021-01-07,190
2021-01-08,191
2021-01-11,193
2021-01-12,193
2021-01-13,194
2021-01-14,195
2021-01-15,195
2021-01-18,195
2021-01-19,193
2021-01-20,195
2021-01-21,197
2021-01-22,197
2021-01-25,196
2021-01-26,195
2021-01-27,194
2021-01-28,191
2021-01-29,190
2021-02-01,193
2021-02-02,198
2021-02-03,196
2021-02-04,192
2021-02-05,189
2021-02-08,193
2021-02-09,198
2021-02-10,201
2021-02-18,200
2021-02-19,198
2021-02-22,196
2021-02-23,196
2021-02-24,196
2021-02-25,196
2021-02-26,191
2021-03-01,195
2021-03-02,192
2021-03-03,195
2021-03-04,192
2021-03-05,191
2021-03-08,187
2021-03-09,181
2021-03-10,180
2021-03-11,183
2021-03-12,186
2021-03-15,182
2021-03-16,182
2021-03-17,183
2021-03-18,185
2021-03-19,183
2021-03-22,183
2021-03-23,185
2021-03-24,184
2021-03-25,185
2021-03-26,190
2021-03-29,193
2021-03-30,193
2021-03-31,193
2021-04-01,193
2021-04-02,193
2021-04-06,195
2021-04-07,196
2021-04-08,196
2021-04-09,193
2021-04-12,189
2021-04-13,190
2021-04-14,190
2021-04-15,190
2021-04-16,190
2021-04-19,192
2021-04-20,195
2021-04-21,195
2021-04-22,196
2021-04-23,198
2021-04-26,197
2021-04-27,199
2021-04-28,201
2021-04-29,199
2021-04-30,195
2021-05-06,197
2021-05-07,196
2021-05-10,200
2021-05-11,197
2021-05-12,198
2021-05-13,196
2021-05-14,198
2021-05-17,203
2021-05-18,202
2021-05-19,205
2021-05-20,203
2021-05-21,203
2021-05-24,205
2021-05-25,207
2021-05-26,206
2021-05-27,208
2021-05-28,207
2021-05-31,209
2021-06-01,209
2021-06-02,211
2021-06-03,205
2021-06-04,206
2021-06-07,209
2021-06-08,207
2021-06-09,210
2021-06-10,208
2021-06-11,206
2021-06-15,200
2021-06-16,198
2021-06-17,199
2021-06-18,200
2021-06-21,203
2021-06-22,201
2021-06-23,204
2021-06-24,203
2021-06-25,206
2021-06-28,209
2021-06-29,205
2021-06-30,209
2021-07-01,209
2021-07-02,209
2021-07-05,206
2021-07-06,208
2021-07-07,208
2021-07-08,209
2021-07-09,208
2021-07-12,213
2021-07-13,214
2021-07-14,217
2021-07-15,217
2021-07-16,217
2021-07-19,216
2021-07-20,216
2021-07-21,221
2021-07-22,220
2021-07-23,217
2021-07-26,207
2021-07-27,206
2021-07-28,204
2021-07-29,211
2021-07-30,210
2021-08-02,214
2021-08-03,212
2021-08-04,216
2021-08-05,214
2021-08-06,212
2021-08-09,219
2021-08-10,224
2021-08-11,223
2021-08-12,222
2021-08-13,222
2021-08-16,223
2021-08-17,213
2021-08-18,218
2021-08-19,216
2021-08-20,219
2021-08-23,226
2021-08-24,227
2021-08-25,227
2021-08-26,223
2021-08-27,223
2021-08-30,228
2021-08-31,226
2021-09-01,225
2021-09-02,228
2021-09-03,224
2021-09-06,227
2021-09-07,230
2021-09-08,236
2021-09-09,240
2021-09-10,240
2021-09-13,242
2021-09-14,239
2021-09-15,241
2021-09-16,235
2021-09-17,237
2021-09-22,239
2021-09-23,239
2021-09-24,234
2021-09-27,226
2021-09-28,228
2021-09-29,218
2021-09-30,225
2021-10-08,227
2021-10-11,228
2021-10-12,220
2021-10-13,224
2021-10-14,221
2021-10-15,224
2021-10-18,222
2021-10-19,228
2021-10-20,230
2021-10-21,229
2021-10-22,226
2021-10-25,232
2021-10-26,232
2021-10-27,231
2021-10-28,227
2021-10-29,231
2021-11-01,233
2021-11-02,232
2021-11-03,231
2021-11-04,233
2021-11-05,231
2021-11-08,229
2021-11-09,232
2021-11-10,233
2021-11-11,240
2021-11-12,243
2021-11-15,242
2021-11-16,241
2021-11-17,242
2021-11-18,242
2021-11-19,247
2021-11-22,247
2021-11-23,246
2021-11-24,249
2021-11-25,247
2021-11-26,250
2021-11-29,247
2021-11-30,242
2021-12-01,243
2021-12-02,241
2021-12-03,244
2021-12-06,244
2021-12-07,243
2021-12-08,250
2021-12-09,258
2021-12-10,256
2021-12-13,257
2021-12-14,258
2021-12-15,259
2021-12-16,256
2021-12-17,254
2021-12-20,247
2021-12-21,249
2021-12-22,248
2021-12-23,249
2021-12-24,245
2021-12-27,248
2021-12-28,255
2021-12-29,251
2021-12-30,256
2021-12-31,263
2022-01-04,251
2022-01-05,250
2022-01-06,247
2022-01-07,248
2022-01-10,250
2022-01-11,243
2022-01-12,252
2022-01-13,245
2022-01-14,248
2022-01-17,253
2022-01-18,253
2022-01-19,251
2022-01-20,248
2022-01-21,242
2022-01-24,244
2022-01-25,234
2022-01-26,237
2022-01-27,226
2022-01-28,230
2022-02-07,238
2022-02-08,232
2022-02-09,235
2022-02-10,231
2022-02-11,230
2022-02-14,230
2022-02-15,235
2022-02-16,235
2022-02-17,234
2022-02-18,236
2022-02-21,239
2022-02-22,233
2022-02-23,242
2022-02-24,233
2022-02-25,238
2022-02-28,238
2022-03-01,240
2022-03-02,241
2022-03-03,239
2022-03-04,238
2022-03-07,229
2022-03-08,218
2022-03-09,218
2022-03-10,221
2022-03-11,222
2022-03-14,215
2022-03-15,204
2022-03-16,213
2022-03-17,222
2022-03-18,221
2022-03-21,226
2022-03-22,226
2022-03-23,226
2022-03-24,223
2022-03-25,218
2022-03-28,215
2022-03-29,216
2022-03-30,220
2022-03-31,214
2022-04-01,215
2022-04-06,215
2022-04-07,210
2022-04-08,212
2022-04-11,204
2022-04-12,208
2022-04-13,206
2022-04-14,208
2022-04-15,205
2022-04-18,203
2022-04-19,205
2022-04-20,200
2022-04-21,194
2022-04-22,193
2022-04-25,184
2022-04-26,175
2022-04-27,187
2022-04-28,186
2022-04-29,197
2022-05-05,201
2022-05-06,199
2022-05-09,197
2022-05-10,200
2022-05-11,202
2022-05-12,200
2022-05-13,201
2022-05-16,201
2022-05-17,203
2022-05-18,200
2022-05-19,204
2022-05-20,207
2022-05-23,211
2022-05-24,199
2022-05-25,200
2022-05-26,200
2022-05-27,200
2022-05-30,203
2022-05-31,210
2022-06-01,211
2022-06-02,215
2022-06-06,221
2022-06-07,221
2022-06-08,224
2022-06-09,217
2022-06-10,226
2022-06-13,219
2022-06-14,219
2022-06-15,220
2022-06-16,218
2022-06-17,223
2022-06-20,230
2022-06-21,226
2022-06-22,224
2022-06-23,227
2022-06-24,228
2022-06-27,233
2022-06-28,234
2022-06-29,228
2022-06-30,236
2022-07-01,235
2022-07-04,241
2022-07-05,237
2022-07-06,235
2022-07-07,241
2022-07-08,237
2022-07-11,237
2022-07-12,231
2022-07-13,229
2022-07-14,234
2022-07-15,228
2022-07-18,235
2022-07-19,234
2022-07-20,240
2022-07-21,232
2022-07-22,228
2022-07-25,228
2022-07-26,232
2022-07-27,226
2022-07-28,231
2022-07-29,231
2022-08-01,235
2022-08-02,226
2022-08-03,225
2022-08-04,224
2022-08-05,229
2022-08-08,234
2022-08-09,237
2022-08-10,235
2022-08-11,237
2022-08-12,237
2022-08-15,243
2022-08-16,245
2022-08-17,244
2022-08-18,246
2022-08-19,245
2022-08-22,250
2022-08-23,250
2022-08-24,241
2022-08-25,242
2022-08-26,239
2022-08-29,239
2022-08-30,235
2022-08-31,228
2022-09-01,231
2022-09-02,235
2022-09-05,236
2022-09-06,238
2022-09-07,243
2022-09-08,239
2022-09-09,238
2022-09-13,236
2022-09-14,234
2022-09-15,232
2022-09-16,226
2022-09-19,222
2022-09-20,225
2022-09-21,223
2022-09-22,226
2022-09-23,222
2022-09-26,221
2022-09-27,227
2022-09-28,220
2022-09-29,219
2022-09-30,223
2022-10-10,219
2022-10-11,216
2022-10-12,224
2022-10-13,223
2022-10-14,226
2022-10-17,229
2022-10-18,229
2022-10-19,226
2022-10-20,225
2022-10-21,230
2022-10-24,223
2022-10-25,220
2022-10-26,225
2022-10-27,225
2022-10-28,218
2022-10-31,220
2022-11-01,224
2022-11-02,226
2022-11-03,222
2022-11-04,236
2022-11-07,234
2022-11-08,235
2022-11-09,233
2022-11-10,233
2022-11-11,235
2022-11-14,238
2022-11-15,241
2022-11-16,239
2022-11-17,238
2022-11-18,237
2022-11-21,238
2022-11-22,234
2022-11-23,234
2022-11-24,233
2022-11-25,233
2022-11-28,232
2022-11-29,239
2022-11-30,238
2022-12-01,242
2022-12-02,239
2022-12-05,244
2022-12-06,247
2022-12-07,244
2022-12-08,244
2022-12-09,243
2022-12-12,244
2022-12-13,242
2022-12-14,242
2022-12-15,240
2022-12-16,238
2022-12-19,234
2022-12-20,234
2022-12-21,233
2022-12-22,230
2022-12-23,229
2022-12-26,230
2022-12-27,231
2022-12-28,232
2022-12-29,232
2022-12-30,231
2023-01-03,239
2023-01-04,239
2023-01-05,242
2023-01-06,245
2023-01-09,245
2023-01-10,246
2023-01-11,247
2023-01-12,245
2023-01-13,248
2023-01-16,253
2023-01-17,251
2023-01-18,251
2023-01-19,252
2023-01-20,256
2023-01-30,256
2023-01-31,255
2023-02-01,259
2023-02-02,260
2023-02-03,258
2023-02-06,257
2023-02-07,259
2023-02-08,257
2023-02-09,261
2023-02-10,262
2023-02-13,267
2023-02-14,264
2023-02-15,265
2023-02-16,263
2023-02-17,261
2023-02-20,269
2023-02-21,268
2023-02-22,270
2023-02-23,266
2023-02-24,263
2023-02-27,260
2023-02-28,267
2023-03-01,266
2023-03-02,266
2023-03-03,267
2023-03-06,268
2023-03-07,262
2023-03-08,263
2023-03-09,263
2023-03-10,259
2023-03-13,264
2023-03-14,260
2023-03-15,258
2023-03-16,257
2023-03-17,262
2023-03-20,261
2023-03-21,262
2023-03-22,268
2023-03-23,273
2023-03-24,271
2023-03-27,268
2023-03-28,267
2023-03-29,270
2023-03-30,270
2023-03-31,274
2023-04-03,275
2023-04-04,276
2023-04-06,276
2023-04-07,283
2023-04-10,278
2023-04-11,277
2023-04-12,276
2023-04-13,274
2023-04-14,278
2023-04-17,279
2023-04-18,282
2023-04-19,280
2023-04-20,281
2023-04-21,275
2023-04-24,270
2023-04-25,270
2023-04-26,268
2023-04-27,265
2023-04-28,270
2023-05-04,274
2023-05-05,269
2023-05-08,275
2023-05-09,273
2023-05-10,273
2023-05-11,270
2023-05-12,270
2023-05-15,272
2023-05-16,268
2023-05-17,268
2023-05-18,270
2023-05-19,270
2023-05-22,268
2023-05-23,268
2023-05-24,267
2023-05-25,265
