taxonomy_method,subregime_label,split,source_id,target_episode_denominator_n,e1_missed_episode_n,source_post_replay_captures_e1_missed_n,e1_missed_capture_rate,denominator_policy
default_deterministic,transition_deterioration,validation,07_E1_only,103,79,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,298,210,208,0.9904761904761905,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,validation,08_R_core_event_regime_gated,41,33,32,0.9696969696969697,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,validation,08_R_core_event_regime_gated,103,79,78,0.9873417721518988,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,298,210,141,0.6714285714285714,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,validation,08_R6_event_regime_gated,41,33,9,0.2727272727272727,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,validation,08_R6_event_regime_gated,103,79,52,0.6582278481012658,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,298,210,14,0.06666666666666667,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,validation,08_selected_T4_T7_union,41,33,2,0.06060606060606061,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,validation,08_selected_T4_T7_union,103,79,2,0.02531645569620253,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,validation,08_T4_gated,298,210,14,0.06666666666666667,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,validation,08_T4_gated,41,33,2,0.06060606060606061,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,validation,08_T4_gated,103,79,2,0.02531645569620253,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,validation,08_T7_gated,298,210,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,validation,08_T7_gated,41,33,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,validation,08_T7_gated,103,79,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,07_E1_only,468,322,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,07_E1_only,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,07_E1_only,63,52,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,468,322,321,0.9968944099378882,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,08_R_core_event_regime_gated,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,08_R_core_event_regime_gated,63,52,50,0.9615384615384616,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,468,322,226,0.7018633540372671,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,08_R6_event_regime_gated,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,08_R6_event_regime_gated,63,52,31,0.5961538461538461,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,468,322,7,0.021739130434782608,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,08_selected_T4_T7_union,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,08_selected_T4_T7_union,63,52,4,0.07692307692307693,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,08_T4_gated,468,322,7,0.021739130434782608,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,08_T4_gated,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,08_T4_gated,63,52,4,0.07692307692307693,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_boundary_or_mixed,robustness,08_T7_gated,468,322,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_recovery,robustness,08_T7_gated,0,0,0,,unique_target_episode_missed_by_E1_within_split_subregime_window
default_deterministic,transition_deterioration,robustness,08_T7_gated,63,52,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,07_E1_only,947,678,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,08_R_core_event_regime_gated,947,678,675,0.995575221238938,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,08_R6_event_regime_gated,947,678,590,0.8702064896755162,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,08_selected_T4_T7_union,947,678,44,0.06489675516224189,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,08_T4_gated,947,678,35,0.051622418879056046,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,train,08_T7_gated,947,678,9,0.01327433628318584,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,07_E1_only,323,205,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R_core_event_regime_gated,323,205,203,0.9902439024390244,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R6_event_regime_gated,323,205,155,0.7560975609756098,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_selected_T4_T7_union,323,205,15,0.07317073170731707,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_T4_gated,323,205,15,0.07317073170731707,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_T7_gated,323,205,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,07_E1_only,475,320,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,08_R_core_event_regime_gated,475,320,319,0.996875,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,08_R6_event_regime_gated,475,320,233,0.728125,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,08_selected_T4_T7_union,475,320,10,0.03125,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,08_T4_gated,475,320,10,0.03125,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,robustness,08_T7_gated,475,320,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,07_E1_only,887,677,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,07_E1_only,175,157,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,07_E1_only,189,148,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R_core_event_regime_gated,887,677,673,0.9940915805022157,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R_core_event_regime_gated,175,157,157,1.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R_core_event_regime_gated,189,148,146,0.9864864864864865,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R6_event_regime_gated,887,677,540,0.7976366322008862,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R6_event_regime_gated,175,157,128,0.8152866242038217,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R6_event_regime_gated,189,148,71,0.4797297297297297,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_selected_T4_T7_union,887,677,43,0.06351550960118169,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,08_selected_T4_T7_union,175,157,1,0.006369426751592357,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_selected_T4_T7_union,189,148,3,0.02027027027027027,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T4_gated,887,677,34,0.050221565731166914,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,08_T4_gated,175,157,1,0.006369426751592357,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T4_gated,189,148,2,0.013513513513513514,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T7_gated,887,677,9,0.013293943870014771,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,train,08_T7_gated,175,157,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T7_gated,189,148,1,0.006756756756756757,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,07_E1_only,273,213,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,07_E1_only,102,76,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,07_E1_only,124,90,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,273,213,208,0.9765258215962441,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R_core_event_regime_gated,102,76,76,1.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R_core_event_regime_gated,124,90,90,1.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,273,213,139,0.6525821596244131,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R6_event_regime_gated,102,76,23,0.3026315789473684,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R6_event_regime_gated,124,90,56,0.6222222222222222,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,273,213,16,0.07511737089201878,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_selected_T4_T7_union,102,76,3,0.039473684210526314,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_selected_T4_T7_union,124,90,2,0.022222222222222223,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_T4_gated,273,213,16,0.07511737089201878,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_T4_gated,102,76,3,0.039473684210526314,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_T4_gated,124,90,2,0.022222222222222223,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_T7_gated,273,213,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_T7_gated,102,76,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_T7_gated,124,90,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,07_E1_only,413,297,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,07_E1_only,125,96,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,07_E1_only,61,46,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,413,297,296,0.9966329966329966,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R_core_event_regime_gated,125,96,96,1.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R_core_event_regime_gated,61,46,46,1.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,413,297,191,0.6430976430976431,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R6_event_regime_gated,125,96,81,0.84375,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R6_event_regime_gated,61,46,21,0.45652173913043476,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,413,297,10,0.03367003367003367,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_selected_T4_T7_union,125,96,2,0.020833333333333332,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_selected_T4_T7_union,61,46,1,0.021739130434782608,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_T4_gated,413,297,10,0.03367003367003367,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_T4_gated,125,96,2,0.020833333333333332,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_T4_gated,61,46,1,0.021739130434782608,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_T7_gated,413,297,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_T7_gated,125,96,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_T7_gated,61,46,0,0.0,unique_target_episode_missed_by_E1_within_split_subregime_window
