taxonomy_method,subregime_label,split,source_id,density_contract_reference,selected_event_count,formal_event_day_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,family_concentration,board_concentration,cross_family_collision_rate
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,291,2.575221238938053,1.0,1.0274914089347078,0.0,0.027491408934707903,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,164,2.0759493670886076,1.0,1.0121951219512195,0.0,0.012195121951219513,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,331,5.338709677419355,1.0,1.0181268882175227,0.0,0.01812688821752266,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,220,2.2448979591836733,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,208,2.337078651685393,1.0,1.0240384615384615,0.0,0.02403846153846154,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,922,5.423529411764706,1.7603036876355749,1.975054229934924,0.5097613882863341,0.571583514099783,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_T4_gated,A_density_contract_replay_anchor_pos,29,1.8125,1.0,1.0344827586206897,0.0,0.034482758620689655,1.0,1.0,0.0
auto_120d_elbow_kmeans,auto_boundary_or_mixed_like,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,29,1.8125,1.0,1.0344827586206897,0.0,0.034482758620689655,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,07_E1_only,A_density_contract_replay_anchor_pos,119,2.975,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,235,3.5606060606060606,1.0,1.004255319148936,0.0,0.00425531914893617,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,75,2.027027027027027,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,297,14.142857142857142,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,239,3.6769230769230767,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,165,3.9285714285714284,1.0,1.006060606060606,0.0,0.006060606060606061,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,692,8.759493670886076,1.3627167630057804,1.430635838150289,0.3063583815028902,0.3453757225433526,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_T4_gated,A_density_contract_replay_anchor_pos,17,1.1333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,17,1.1333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,07_E1_only,A_density_contract_replay_anchor_pos,15,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,28,2.8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,11,1.8333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,30,7.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,23,2.5555555555555554,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,10,1.6666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,77,6.416666666666667,1.1688311688311688,1.2597402597402598,0.15584415584415584,0.23376623376623376,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_T4_gated,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,07_E1_only,A_density_contract_replay_anchor_pos,29,29.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,37,37.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,47,47.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,97,97.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,37,37.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,27,27.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,116,116.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_T4_gated,A_density_contract_replay_anchor_pos,2,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,2,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,07_E1_only,A_density_contract_replay_anchor_pos,214,2.3260869565217392,1.0,1.0046728971962617,0.0,0.004672897196261682,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,642,4.337837837837838,1.0,1.0327102803738317,0.0,0.03271028037383177,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,261,2.2695652173913046,1.0,1.003831417624521,0.0,0.0038314176245210726,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,790,11.791044776119403,1.0,1.0202531645569621,0.0,0.020253164556962026,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,546,3.664429530201342,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,379,2.937984496124031,1.0,1.029023746701847,0.0,0.029023746701846966,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,1878,10.610169491525424,1.5079872204472844,1.6714589989350372,0.39829605963791265,0.47071352502662406,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T4_gated,A_density_contract_replay_anchor_pos,48,1.5483870967741935,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T7_gated,A_density_contract_replay_anchor_pos,14,4.666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,62,1.878787878787879,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,07_E1_only,A_density_contract_replay_anchor_pos,41,1.7083333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,89,2.4722222222222223,1.0,1.0337078651685394,0.0,0.033707865168539325,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,42,1.826086956521739,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,85,7.7272727272727275,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,76,2.6206896551724137,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,24,1.263157894736842,1.0,1.0416666666666667,0.0,0.041666666666666664,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,261,6.525,1.2758620689655173,1.3793103448275863,0.24521072796934865,0.30268199233716475,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T4_gated,A_density_contract_replay_anchor_pos,4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T7_gated,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,07_E1_only,A_density_contract_replay_anchor_pos,18,3.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,72,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,34,5.666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,142,35.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,69,13.8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,60,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,225,37.5,1.2622222222222221,1.2622222222222221,0.24,0.24,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_T4_gated,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,07_E1_only,A_density_contract_replay_anchor_pos,63,2.739130434782609,1.0,1.0317460317460319,0.0,0.031746031746031744,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,158,2.5901639344262297,1.0,1.0063291139240507,0.0,0.006329113924050633,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,76,1.8095238095238095,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,199,6.03030303030303,1.0,1.0100502512562815,0.0,0.010050251256281407,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,137,2.4464285714285716,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,103,2.340909090909091,1.0,1.029126213592233,0.0,0.02912621359223301,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,504,5.142857142857143,1.4047619047619047,1.5376984126984128,0.3333333333333333,0.39880952380952384,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_T4_gated,A_density_contract_replay_anchor_pos,20,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,20,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,07_E1_only,A_density_contract_replay_anchor_pos,34,1.7,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,93,2.325,1.0,1.010752688172043,0.0,0.010752688172043012,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,44,1.6923076923076923,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,99,4.125,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,60,1.7647058823529411,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,52,1.5757575757575757,1.0,1.0192307692307692,0.0,0.019230769230769232,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,254,4.233333333333333,1.4724409448818898,1.531496062992126,0.35826771653543305,0.39763779527559057,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_T4_gated,A_density_contract_replay_anchor_pos,3,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,3,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,07_E1_only,A_density_contract_replay_anchor_pos,26,2.3636363636363638,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,40,3.3333333333333335,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,44,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,33,6.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,23,2.875,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,53,4.416666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,164,13.666666666666666,1.5060975609756098,1.5548780487804879,0.39634146341463417,0.4146341463414634,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_T4_gated,A_density_contract_replay_anchor_pos,6,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,6,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,07_E1_only,A_density_contract_replay_anchor_pos,152,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,268,4.5423728813559325,1.0,1.0037313432835822,0.0,0.0037313432835820895,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,120,3.5294117647058822,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,383,19.15,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,273,4.627118644067797,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,185,4.868421052631579,1.0,1.0054054054054054,0.0,0.005405405405405406,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,783,11.185714285714285,1.3256704980842913,1.3933588761174969,0.2784163473818646,0.31545338441890164,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_T4_gated,A_density_contract_replay_anchor_pos,16,1.2307692307692308,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,16,1.2307692307692308,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,07_E1_only,A_density_contract_replay_anchor_pos,11,1.2222222222222223,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,32,1.7777777777777777,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,13,1.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,41,6.833333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,26,1.625,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,17,1.5454545454545454,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,102,4.636363636363637,1.4607843137254901,1.5294117647058822,0.35294117647058826,0.4019607843137255,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_T4_gated,A_density_contract_replay_anchor_pos,4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,robustness,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,07_E1_only,A_density_contract_replay_anchor_pos,214,2.3260869565217392,1.0,1.0046728971962617,0.0,0.004672897196261682,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,642,4.337837837837838,1.0,1.0327102803738317,0.0,0.03271028037383177,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,261,2.2695652173913046,1.0,1.003831417624521,0.0,0.0038314176245210726,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,790,11.791044776119403,1.0,1.0202531645569621,0.0,0.020253164556962026,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,546,3.664429530201342,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,379,2.937984496124031,1.0,1.029023746701847,0.0,0.029023746701846966,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,1878,10.610169491525424,1.5079872204472844,1.6714589989350372,0.39829605963791265,0.47071352502662406,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_T4_gated,A_density_contract_replay_anchor_pos,48,1.5483870967741935,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_T7_gated,A_density_contract_replay_anchor_pos,14,4.666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,62,1.878787878787879,1.0,1.0,0.0,0.0,1.0,1.0,0.0
