policy_id,return_path,event_month,month_n,mean_return,positive_rate,compound_return
F_MIX403030_XD8_R100_C020,gross_shadow,True,5,-0.00591100240925,0.4,-0.0298615678754
F_MIX403030_XD8_R100_C020,reference_net,False,16,0.0130886452836,0.6875,0.218407132911
F_MIX403030_XD8_R100_C020,reference_net,True,5,-0.00609198268297,0.4,-0.0307491055348
F_MIX403030_XD8_R100_C030,gross_shadow,False,16,0.0128284526487,0.6875,0.214375639785
F_MIX403030_XD8_R100_C030,gross_shadow,True,5,-0.00291463766089,0.4,-0.0153824230103
F_MIX403030_XD8_R100_C030,reference_net,False,16,0.0125611162444,0.6875,0.209221738257
F_MIX403030_XD8_R100_C030,reference_net,True,5,-0.00316888897712,0.4,-0.0166446025642
F_MIX403030_XD8_R100_C040,gross_shadow,False,16,0.0175806886177,0.6875,0.29691096956
F_MIX403030_XD8_R100_C040,gross_shadow,True,5,0.0124746023699,0.6,0.0626264503473
F_MIX403030_XD8_R100_C040,reference_net,False,16,0.0170832262279,0.6875,0.286757474642
F_MIX403030_XD8_R100_C040,reference_net,True,5,0.0119843641163,0.6,0.0600356025463
F_MIX403030_XD8_R100_CNONE,gross_shadow,False,16,0.0200997027163,0.6875,0.344484065858
F_MIX403030_XD8_R100_CNONE,gross_shadow,True,5,0.0118762655597,0.4,0.0585653159764
F_MIX403030_XD8_R100_CNONE,reference_net,False,16,0.0194370310276,0.6875,0.330358145282
F_MIX403030_XD8_R100_CNONE,reference_net,True,5,0.0112707176664,0.4,0.0553663200595
