split,state_variant_id,action,regime_cell_id,event_count,mean_return_H20
robustness,profit_giveback_10_6,no_action,market_trend_on__industry_sync_on,98,-0.015888549368309
robustness,profit_giveback_10_6,reduce_to_0_30,insufficient_industry_members,54,-0.008542837333886803
robustness,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_off,22,0.006798388603818797
robustness,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_on,98,-0.009251691491937653
robustness,profit_giveback_10_6,reduce_to_0_50,insufficient_industry_members,54,-0.009665776062282642
robustness,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_off,22,0.0073996068284211325
robustness,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_on,98,-0.011133677791174875
robustness,range_compression_above_support,continue,insufficient_industry_members,379,0.00707888945717237
robustness,range_compression_above_support,continue,market_trend_off__industry_sync_off,31,0.062109025163017896
robustness,range_compression_above_support,continue,market_trend_off__industry_sync_on,27,0.04082980528152461
robustness,range_compression_above_support,continue,market_trend_on__industry_sync_off,243,0.02134693853530965
robustness,range_compression_above_support,continue,market_trend_on__industry_sync_on,321,0.014778771187464873
robustness,range_compression_above_support,exit,insufficient_industry_members,379,-0.006315567282321892
robustness,range_compression_above_support,exit,market_trend_off__industry_sync_off,31,-0.006735483870967738
robustness,range_compression_above_support,exit,market_trend_off__industry_sync_on,27,-0.004888888888888869
robustness,range_compression_above_support,exit,market_trend_on__industry_sync_off,243,-0.0064329218106995815
robustness,range_compression_above_support,exit,market_trend_on__industry_sync_on,321,-0.006377570093457936
robustness,range_compression_above_support,no_action,insufficient_industry_members,379,0.00707888945717237
robustness,range_compression_above_support,no_action,market_trend_off__industry_sync_off,31,0.062109025163017896
robustness,range_compression_above_support,no_action,market_trend_off__industry_sync_on,27,0.04082980528152461
robustness,range_compression_above_support,no_action,market_trend_on__industry_sync_off,243,0.02134693853530965
robustness,range_compression_above_support,no_action,market_trend_on__industry_sync_on,321,0.014778771187464873
robustness,range_compression_above_support,reduce_to_0_30,insufficient_industry_members,379,-0.0017993877489653417
robustness,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_off,31,0.013747968830024103
robustness,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_on,27,0.014778133117201553
robustness,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_off,243,0.004240674106222669
robustness,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_on,321,0.0011430196171206357
robustness,range_compression_above_support,reduce_to_0_50,insufficient_industry_members,379,0.0007744014213285108
robustness,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_off,31,0.027198223043005832
robustness,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_on,27,0.022634081945350385
robustness,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_off,243,0.009090383781387138
robustness,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_on,321,0.005037247471013791
robustness,range_expansion_downside,continue,insufficient_industry_members,38,-0.002662179361125821
robustness,range_expansion_downside,continue,market_trend_off__industry_sync_off,3,0.031794909367031075
robustness,range_expansion_downside,continue,market_trend_off__industry_sync_on,1,0.044724376429202906
robustness,range_expansion_downside,continue,market_trend_on__industry_sync_off,21,0.03795494316640081
robustness,range_expansion_downside,continue,market_trend_on__industry_sync_on,45,0.001075804467911465
robustness,range_expansion_downside,exit,insufficient_industry_members,38,-0.005052631578947349
robustness,range_expansion_downside,exit,market_trend_off__industry_sync_off,3,-0.006133333333333324
robustness,range_expansion_downside,exit,market_trend_off__industry_sync_on,1,-0.0023999999999999577
robustness,range_expansion_downside,exit,market_trend_on__industry_sync_off,21,-0.006133333333333324
robustness,range_expansion_downside,exit,market_trend_on__industry_sync_on,45,-0.005511111111111096
robustness,range_expansion_downside,no_action,insufficient_industry_members,38,-0.002662179361125821
robustness,range_expansion_downside,no_action,market_trend_off__industry_sync_off,3,0.031794909367031075
robustness,range_expansion_downside,no_action,market_trend_off__industry_sync_on,1,0.044724376429202906
robustness,range_expansion_downside,no_action,market_trend_on__industry_sync_off,21,0.03795494316640081
robustness,range_expansion_downside,no_action,market_trend_on__industry_sync_on,45,0.001075804467911465
robustness,range_expansion_downside,reduce_to_0_30,insufficient_industry_members,38,-0.000758177974800305
robustness,range_expansion_downside,reduce_to_0_30,market_trend_off__industry_sync_off,3,0.0045880682499771135
robustness,range_expansion_downside,reduce_to_0_30,market_trend_off__industry_sync_on,1,0.044724376429202906
robustness,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_off,21,0.008879675515404431
robustness,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_on,45,-0.0016043019388300526
robustness,range_expansion_downside,reduce_to_0_50,insufficient_industry_members,38,-0.0012520021775705057
robustness,range_expansion_downside,reduce_to_0_50,market_trend_off__industry_sync_off,3,0.012288838520025528
robustness,range_expansion_downside,reduce_to_0_50,market_trend_off__industry_sync_on,1,0.044724376429202906
robustness,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_off,21,0.01692617186954138
robustness,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_on,45,-0.0008385169066655577
robustness,relative_strength_failure_20d,continue,market_trend_off__industry_sync_off,6,0.0547036324638794
robustness,relative_strength_failure_20d,continue,market_trend_off__industry_sync_on,7,0.03579058423406808
robustness,relative_strength_failure_20d,continue,market_trend_on__industry_sync_off,44,0.045878781299960675
robustness,relative_strength_failure_20d,continue,market_trend_on__industry_sync_on,113,0.008264787862170065
robustness,relative_strength_failure_20d,exit,market_trend_off__industry_sync_off,6,-0.008000000000000007
robustness,relative_strength_failure_20d,exit,market_trend_off__industry_sync_on,7,-0.0039999999999999715
robustness,relative_strength_failure_20d,exit,market_trend_on__industry_sync_off,44,-0.007109090909090909
robustness,relative_strength_failure_20d,exit,market_trend_on__industry_sync_on,113,-0.006315044247787603
robustness,relative_strength_failure_20d,no_action,market_trend_off__industry_sync_off,6,0.0547036324638794
robustness,relative_strength_failure_20d,no_action,market_trend_off__industry_sync_on,7,0.03579058423406808
robustness,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_off,44,0.045878781299960675
robustness,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_on,113,0.008264787862170065
robustness,relative_strength_failure_20d,reduce_to_0_30,market_trend_off__industry_sync_off,6,0.010648878602351234
robustness,relative_strength_failure_20d,reduce_to_0_30,market_trend_off__industry_sync_on,7,0.014535421068477874
robustness,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_off,44,0.007827843273566299
robustness,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_on,113,-0.0014544787701976146
robustness,relative_strength_failure_20d,reduce_to_0_50,market_trend_off__industry_sync_off,6,0.023158540136784127
robustness,relative_strength_failure_20d,reduce_to_0_50,market_trend_off__industry_sync_on,7,0.021293686301603602
robustness,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_off,44,0.01832809655701515
robustness,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_on,113,0.001293452631346354
robustness,relative_strength_hold_20d,continue,market_trend_off__industry_sync_off,34,0.033893771416961094
robustness,relative_strength_hold_20d,continue,market_trend_off__industry_sync_on,39,0.023129916862787005
robustness,relative_strength_hold_20d,continue,market_trend_on__industry_sync_off,242,0.023132673894776395
robustness,relative_strength_hold_20d,continue,market_trend_on__industry_sync_on,240,0.007529926148363985
robustness,relative_strength_hold_20d,exit,market_trend_off__industry_sync_off,34,-0.005529411764705868
robustness,relative_strength_hold_20d,exit,market_trend_off__industry_sync_on,39,-0.005271794871794855
robustness,relative_strength_hold_20d,exit,market_trend_on__industry_sync_off,242,-0.0063107438016528844
robustness,relative_strength_hold_20d,exit,market_trend_on__industry_sync_on,240,-0.006319999999999992
robustness,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_off,34,0.033893771416961094
robustness,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_on,39,0.023129916862787005
robustness,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_off,242,0.023132673894776395
robustness,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_on,240,0.007529926148363985
robustness,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_off,34,0.005382803875010833
robustness,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_on,39,0.006451143571045943
robustness,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_off,242,0.005257444761208343
robustness,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_on,240,-0.0007695358930216931
robustness,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_off,34,0.013286094297146138
robustness,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_on,39,0.011532898284323726
robustness,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_off,242,0.010349056228648184
robustness,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_on,240,0.0016000360698228105
robustness,support_break_ema20_2d,continue,insufficient_industry_members,12,0.008507857331352389
robustness,support_break_ema20_2d,continue,market_trend_on__industry_sync_off,5,0.02571105782718517
robustness,support_break_ema20_2d,continue,market_trend_on__industry_sync_on,1,0.010917072394709626
robustness,support_break_ema20_2d,exit,insufficient_industry_members,12,-0.004266666666666641
robustness,support_break_ema20_2d,exit,market_trend_on__industry_sync_off,5,-0.008000000000000007
robustness,support_break_ema20_2d,exit,market_trend_on__industry_sync_on,1,-0.008000000000000007
robustness,support_break_ema20_2d,no_action,insufficient_industry_members,12,0.008507857331352389
robustness,support_break_ema20_2d,no_action,market_trend_on__industry_sync_off,5,0.02571105782718517
robustness,support_break_ema20_2d,no_action,market_trend_on__industry_sync_on,1,0.010917072394709626
robustness,support_break_ema20_2d,reduce_to_0_30,insufficient_industry_members,12,0.00253001960567704
robustness,support_break_ema20_2d,reduce_to_0_30,market_trend_on__industry_sync_off,5,0.002076655178925879
robustness,support_break_ema20_2d,reduce_to_0_30,market_trend_on__industry_sync_on,1,-0.002324878281587117
robustness,support_break_ema20_2d,reduce_to_0_50,insufficient_industry_members,12,0.0042416642499523245
robustness,support_break_ema20_2d,reduce_to_0_50,market_trend_on__industry_sync_off,5,0.00881188623516751
robustness,support_break_ema20_2d,reduce_to_0_50,market_trend_on__industry_sync_on,1,0.0014585361973549205
robustness,trend_hold_ema20_3d,continue,insufficient_industry_members,486,0.004124916364897652
robustness,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_off,43,0.04417989165301901
robustness,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_on,69,0.016956855851664444
robustness,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_off,273,0.027626368472772386
robustness,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_on,441,0.004840660037066839
robustness,trend_hold_ema20_3d,exit,insufficient_industry_members,486,-0.00614485596707818
robustness,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_off,43,-0.005786046511627895
robustness,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_on,69,-0.00524057971014491
robustness,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_off,273,-0.006399999999999993
robustness,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_on,441,-0.006006349206349196
robustness,trend_hold_ema20_3d,no_action,insufficient_industry_members,486,0.004124916364897652
robustness,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_off,43,0.04417989165301901
robustness,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_on,69,0.016956855851664444
robustness,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_off,273,0.027626368472772386
robustness,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_on,441,0.004840660037066839
robustness,trend_hold_ema20_3d,reduce_to_0_30,insufficient_industry_members,486,-0.002875868835911051
robustness,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_off,43,0.008548060024070797
robustness,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_on,69,0.004415486152001929
robustness,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_off,273,0.005995218659432153
robustness,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_on,441,-0.001906747916365778
robustness,trend_hold_ema20_3d,reduce_to_0_50,insufficient_industry_members,486,-0.0008333650395874009
robustness,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_off,43,0.018468674871855415
robustness,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_on,69,0.008345715475146634
robustness,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_off,273,0.01209782384559693
robustness,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_on,441,1.3872455113153195e-05
robustness,volume_failure_money20_break,continue,insufficient_industry_members,1,0.003960956507962132
robustness,volume_failure_money20_break,exit,insufficient_industry_members,1,-0.0023999999999999577
robustness,volume_failure_money20_break,no_action,insufficient_industry_members,1,0.003960956507962132
robustness,volume_failure_money20_break,reduce_to_0_30,insufficient_industry_members,1,0.003960956507962132
robustness,volume_failure_money20_break,reduce_to_0_50,insufficient_industry_members,1,0.003960956507962132
robustness,volume_support_money20_floor,continue,insufficient_industry_members,476,0.00416206811291812
robustness,volume_support_money20_floor,continue,market_trend_off__industry_sync_off,40,0.042693666276649146
robustness,volume_support_money20_floor,continue,market_trend_off__industry_sync_on,65,0.015738934515302127
robustness,volume_support_money20_floor,continue,market_trend_on__industry_sync_off,272,0.02831695400067417
robustness,volume_support_money20_floor,continue,market_trend_on__industry_sync_on,398,0.005629143998592599
robustness,volume_support_money20_floor,exit,insufficient_industry_members,476,-0.006176470588235286
robustness,volume_support_money20_floor,exit,market_trend_off__industry_sync_off,40,-0.005619999999999986
robustness,volume_support_money20_floor,exit,market_trend_off__industry_sync_on,65,-0.005156923076923059
robustness,volume_support_money20_floor,exit,market_trend_on__industry_sync_off,272,-0.006373529411764699
robustness,volume_support_money20_floor,exit,market_trend_on__industry_sync_on,398,-0.00608643216080401
robustness,volume_support_money20_floor,no_action,insufficient_industry_members,476,0.00416206811291812
robustness,volume_support_money20_floor,no_action,market_trend_off__industry_sync_off,40,0.042693666276649146
robustness,volume_support_money20_floor,no_action,market_trend_off__industry_sync_on,65,0.015738934515302127
robustness,volume_support_money20_floor,no_action,market_trend_on__industry_sync_off,272,0.02831695400067417
robustness,volume_support_money20_floor,no_action,market_trend_on__industry_sync_on,398,0.005629143998592599
robustness,volume_support_money20_floor,reduce_to_0_30,insufficient_industry_members,476,-0.002838445568936878
robustness,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_off,40,0.008188760876466491
robustness,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_on,65,0.004073631693879709
robustness,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_off,272,0.006260479327422518
robustness,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_on,398,-0.0016687558084847016
robustness,volume_support_money20_floor,reduce_to_0_50,insufficient_industry_members,476,-0.0007949058032302168
robustness,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_off,40,0.01777721940274641
robustness,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_on,65,0.007753939452315945
robustness,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_off,272,0.012481025536907678
robustness,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_on,398,0.00041041827998538504
train,profit_buffer_6pct,continue,insufficient_industry_members,548,0.02033544336357157
train,profit_buffer_6pct,continue,market_trend_off__industry_sync_off,2,-0.0050168241902959765
train,profit_buffer_6pct,continue,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,profit_buffer_6pct,continue,market_trend_on__industry_sync_off,122,0.032941484473545744
train,profit_buffer_6pct,continue,market_trend_on__industry_sync_on,194,-0.002897653859800064
train,profit_buffer_6pct,exit,insufficient_industry_members,548,-0.006133333333333324
train,profit_buffer_6pct,exit,market_trend_off__industry_sync_off,2,-0.0023999999999999577
train,profit_buffer_6pct,exit,market_trend_off__industry_sync_on,3,-0.0023999999999999577
train,profit_buffer_6pct,exit,market_trend_on__industry_sync_off,122,-0.004941176470588215
train,profit_buffer_6pct,exit,market_trend_on__industry_sync_on,194,-0.005748148148148135
train,profit_buffer_6pct,no_action,insufficient_industry_members,548,0.02033544336357157
train,profit_buffer_6pct,no_action,market_trend_off__industry_sync_off,2,-0.0050168241902959765
train,profit_buffer_6pct,no_action,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,profit_buffer_6pct,no_action,market_trend_on__industry_sync_off,122,0.032941484473545744
train,profit_buffer_6pct,no_action,market_trend_on__industry_sync_on,194,-0.002897653859800064
train,profit_buffer_6pct,reduce_to_0_30,insufficient_industry_members,548,0.004884948348209759
train,profit_buffer_6pct,reduce_to_0_30,market_trend_off__industry_sync_off,2,-0.0050168241902959765
train,profit_buffer_6pct,reduce_to_0_30,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,profit_buffer_6pct,reduce_to_0_30,market_trend_on__industry_sync_off,122,0.01218044773069386
train,profit_buffer_6pct,reduce_to_0_30,market_trend_on__industry_sync_on,194,-0.005265071643642098
train,profit_buffer_6pct,reduce_to_0_50,insufficient_industry_members,548,0.009314631393612913
train,profit_buffer_6pct,reduce_to_0_50,market_trend_off__industry_sync_off,2,-0.0050168241902959765
train,profit_buffer_6pct,reduce_to_0_50,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,profit_buffer_6pct,reduce_to_0_50,market_trend_on__industry_sync_off,122,0.017922860030011836
train,profit_buffer_6pct,reduce_to_0_50,market_trend_on__industry_sync_on,194,-0.004564501730012946
train,profit_giveback_10_6,continue,insufficient_industry_members,104,0.020911413376859166
train,profit_giveback_10_6,continue,market_trend_off__industry_sync_off,2,0.008563699245279888
train,profit_giveback_10_6,continue,market_trend_on__industry_sync_off,31,0.0006857164367145205
train,profit_giveback_10_6,continue,market_trend_on__industry_sync_on,54,-0.009783003911521539
train,profit_giveback_10_6,exit,insufficient_industry_members,104,-0.006151456310679602
train,profit_giveback_10_6,exit,market_trend_off__industry_sync_off,2,-0.0023999999999999577
train,profit_giveback_10_6,exit,market_trend_on__industry_sync_off,31,-0.004748387096774172
train,profit_giveback_10_6,exit,market_trend_on__industry_sync_on,54,-0.004577777777777754
train,profit_giveback_10_6,no_action,insufficient_industry_members,104,0.020911413376859166
train,profit_giveback_10_6,no_action,market_trend_off__industry_sync_off,2,0.008563699245279888
train,profit_giveback_10_6,no_action,market_trend_on__industry_sync_off,31,0.0006857164367145205
train,profit_giveback_10_6,no_action,market_trend_on__industry_sync_on,54,-0.009783003911521539
train,profit_giveback_10_6,reduce_to_0_30,insufficient_industry_members,104,0.002399080096247112
train,profit_giveback_10_6,reduce_to_0_30,market_trend_off__industry_sync_off,2,0.008563699245279888
train,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_off,31,-0.0025065815617329474
train,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_on,54,-0.01095044664596828
train,profit_giveback_10_6,reduce_to_0_50,insufficient_industry_members,104,0.0076060384935332705
train,profit_giveback_10_6,reduce_to_0_50,market_trend_off__industry_sync_off,2,0.008563699245279888
train,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_off,31,-0.0015627927759045532
train,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_on,54,-0.01061517888613104
train,range_compression_above_support,continue,insufficient_industry_members,680,0.03251183842548377
train,range_compression_above_support,continue,market_trend_off__industry_sync_off,15,0.005647362030665648
train,range_compression_above_support,continue,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,range_compression_above_support,continue,market_trend_on__industry_sync_off,227,0.028819802541281424
train,range_compression_above_support,continue,market_trend_on__industry_sync_on,161,0.014923314543222594
train,range_compression_above_support,exit,insufficient_industry_members,680,-0.005835223880597003
train,range_compression_above_support,exit,market_trend_off__industry_sync_off,15,-0.0023999999999999577
train,range_compression_above_support,exit,market_trend_off__industry_sync_on,3,-0.0023999999999999577
train,range_compression_above_support,exit,market_trend_on__industry_sync_off,227,-0.004570925110132135
train,range_compression_above_support,exit,market_trend_on__industry_sync_on,161,-0.004973913043478241
train,range_compression_above_support,no_action,insufficient_industry_members,680,0.03251183842548377
train,range_compression_above_support,no_action,market_trend_off__industry_sync_off,15,0.005647362030665648
train,range_compression_above_support,no_action,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,range_compression_above_support,no_action,market_trend_on__industry_sync_off,227,0.028819802541281424
train,range_compression_above_support,no_action,market_trend_on__industry_sync_on,161,0.014923314543222594
train,range_compression_above_support,reduce_to_0_30,insufficient_industry_members,680,0.008365183022960515
train,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_off,15,0.005647362030665648
train,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_off,227,0.008098658410275895
train,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_on,161,-0.0022004424660520125
train,range_compression_above_support,reduce_to_0_50,insufficient_industry_members,680,0.01523505120364701
train,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_off,15,0.005647362030665648
train,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_on,3,-0.00637936017528599
train,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_off,227,0.013900021753741063
train,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_on,161,0.002625494465008742
train,range_expansion_downside,continue,insufficient_industry_members,112,0.05412746177849062
train,range_expansion_downside,continue,market_trend_off__industry_sync_off,5,0.007619398754744822
train,range_expansion_downside,continue,market_trend_on__industry_sync_off,25,0.04097018412584447
train,range_expansion_downside,continue,market_trend_on__industry_sync_on,55,0.01494978587025012
train,range_expansion_downside,exit,insufficient_industry_members,112,-0.006370909090909083
train,range_expansion_downside,exit,market_trend_off__industry_sync_off,5,-0.0035199999999999676
train,range_expansion_downside,exit,market_trend_on__industry_sync_off,25,-0.0048639999999999795
train,range_expansion_downside,exit,market_trend_on__industry_sync_on,55,-0.005454545454545439
train,range_expansion_downside,no_action,insufficient_industry_members,112,0.05412746177849062
train,range_expansion_downside,no_action,market_trend_off__industry_sync_off,5,0.007619398754744822
train,range_expansion_downside,no_action,market_trend_on__industry_sync_off,25,0.04097018412584447
train,range_expansion_downside,no_action,market_trend_on__industry_sync_on,55,0.01494978587025012
train,range_expansion_downside,reduce_to_0_30,insufficient_industry_members,112,0.015284282504144904
train,range_expansion_downside,reduce_to_0_30,market_trend_off__industry_sync_off,5,0.006229655927997224
train,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_off,25,0.020335032778659924
train,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_on,55,-0.0017328505352572122
train,range_expansion_downside,reduce_to_0_50,insufficient_industry_members,112,0.026277486415130974
train,range_expansion_downside,reduce_to_0_50,market_trend_off__industry_sync_off,5,0.00662672530706796
train,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_off,25,0.02611590861012968
train,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_on,55,0.0030206272672041244
train,relative_strength_failure_20d,continue,market_trend_on__industry_sync_off,19,0.07361287561370723
train,relative_strength_failure_20d,continue,market_trend_on__industry_sync_on,98,0.011512390608701076
train,relative_strength_failure_20d,exit,market_trend_on__industry_sync_off,19,-0.004168421052631552
train,relative_strength_failure_20d,exit,market_trend_on__industry_sync_on,98,-0.004857142857142837
train,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_off,19,0.07361287561370723
train,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_on,98,0.011512390608701076
train,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_off,19,0.02198243009387636
train,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_on,98,-0.0025724649770948334
train,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_off,19,0.0360223817323684
train,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_on,98,0.001502216931646296
train,relative_strength_hold_20d,continue,market_trend_off__industry_sync_off,21,0.006820465370938357
train,relative_strength_hold_20d,continue,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,relative_strength_hold_20d,continue,market_trend_on__industry_sync_off,326,0.037871280278687
train,relative_strength_hold_20d,continue,market_trend_on__industry_sync_on,154,0.03838327901046926
train,relative_strength_hold_20d,exit,market_trend_off__industry_sync_off,21,-0.0026666666666666267
