split,state_variant_id,action,gate_name,gate_value,gate_threshold,passed,gate_group,comparison
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__mean_diff_vs_no_action,-0.016254989930466073,-0.001,False,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__p05_diff_vs_no_action,-0.058558669326595855,-0.005,False,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__winner_retention,1.0,0.8,True,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__capital_occupancy,1.0,1.5,True,support,<=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__matched_random_p95,-0.16224084183347928,-0.001,False,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__matched_delay_mean,-0.002794397317062416,-0.003,True,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__matched_delay_p05,-0.021164668144838403,-0.005,False,support,>=
robustness,profit_buffer_6pct,continue,robustness__profit_buffer_6pct__continue__instrument_year,0.0,0.0,True,support,>=
robustness,profit_buffer_6pct,exit,robustness__profit_buffer_6pct__exit__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_buffer_6pct,reduce_to_0_50,robustness__profit_buffer_6pct__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_buffer_6pct,reduce_to_0_30,robustness__profit_buffer_6pct__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,no_action,robustness__range_expansion_downside__no_action__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,continue,robustness__range_expansion_downside__continue__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__drawdown_avoided,0.0424175819129683,0.0,True,support,>
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__p05_diff_vs_no_action,0.07609497657392572,0.0,True,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__mae_improvement,0.0424175819129683,0.0,True,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__partial_haircut,0.0,0.44999999999999996,True,support,<=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__winner_retention,0.0,0.7,False,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__matched_random_p95,-0.09926673462750932,-0.001,False,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__matched_delay_mean,0.00043540204022885897,-0.003,True,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__matched_delay_p05,0.08956350401964469,-0.003,True,support,>=
robustness,range_expansion_downside,exit,robustness__range_expansion_downside__exit__instrument_year,0.0,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__drawdown_avoided,0.017867581511934977,0.0,True,support,>
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__p05_diff_vs_no_action,0.038223134288407054,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__mae_improvement,0.017867581511934977,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__false_reject,0.3333333333333333,0.30000000000000004,False,support,<=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__partial_haircut,0.6666666666666666,0.44999999999999996,False,support,<=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__winner_retention,0.6666666666666666,0.7,False,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__matched_random_p95,-0.09055070538952767,-0.001,False,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__matched_delay_mean,0.009151431278210501,-0.003,True,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__matched_delay_p05,0.051691661734126024,-0.003,True,support,>=
robustness,range_expansion_downside,reduce_to_0_50,robustness__range_expansion_downside__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__drawdown_avoided,0.02501461411670896,0.0,True,support,>
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__p05_diff_vs_no_action,0.05163577173180807,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__mae_improvement,0.02501461411670896,0.0,True,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__partial_haircut,0.6666666666666666,0.44999999999999996,False,support,<=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__matched_random_p95,-0.09247453632461244,-0.001,False,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__matched_delay_mean,0.0072276003431257264,-0.003,True,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__matched_delay_p05,0.06510429917752704,-0.003,True,support,>=
robustness,range_expansion_downside,reduce_to_0_30,robustness__range_expansion_downside__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
robustness,profit_giveback_10_6,no_action,robustness__profit_giveback_10_6__no_action__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_giveback_10_6,continue,robustness__profit_giveback_10_6__continue__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__drawdown_avoided,0.04313236441172475,0.0,True,support,>
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__p05_diff_vs_no_action,0.07741022754990783,0.0,True,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__mae_improvement,0.04313236441172475,0.0,True,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__partial_haircut,0.0,0.44999999999999996,True,support,<=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__winner_retention,0.0,0.7,False,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__matched_random_p95,-0.028421363108185597,-0.001,False,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__matched_delay_mean,0.0010796841393481233,-0.003,True,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__matched_delay_p05,0.021007641515320162,-0.003,True,support,>=
robustness,profit_giveback_10_6,exit,robustness__profit_giveback_10_6__exit__instrument_year,0.0,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__drawdown_avoided,0.01793425670282968,0.0,True,support,>
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__p05_diff_vs_no_action,0.03889271263488832,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__mae_improvement,0.01793425670282968,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__false_reject,0.05555555555555555,0.30000000000000004,True,support,<=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__partial_haircut,0.9444444444444444,0.44999999999999996,False,support,<=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__winner_retention,0.9444444444444444,0.7,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__matched_random_p95,-0.03120217334193926,-0.001,False,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__matched_delay_mean,-0.001701126094405544,-0.003,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__matched_delay_p05,-0.017509873399699345,-0.003,False,support,>=
robustness,profit_giveback_10_6,reduce_to_0_50,robustness__profit_giveback_10_6__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__drawdown_avoided,0.025107959383961553,0.0,True,support,>
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__p05_diff_vs_no_action,0.053168655596335046,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__mae_improvement,0.025107959383961553,0.0,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__partial_haircut,0.9444444444444444,0.44999999999999996,False,support,<=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__matched_random_p95,-0.029869721918276207,-0.001,False,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__matched_delay_mean,-0.00036867467074248785,-0.003,True,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__matched_delay_p05,-0.0032339304382526177,-0.003,False,support,>=
robustness,profit_giveback_10_6,reduce_to_0_30,robustness__profit_giveback_10_6__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
robustness,range_compression_above_support,no_action,robustness__range_compression_above_support__no_action__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__mean_diff_vs_no_action,0.004427764357430274,-0.001,True,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__p05_diff_vs_no_action,0.011658463363570765,-0.005,True,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__winner_retention,1.0,0.8,True,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__capital_occupancy,1.0,1.5,True,support,<=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__matched_random_p95,-0.11263490412071364,-0.001,False,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__matched_delay_mean,0.006050385626913233,-0.003,True,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__matched_delay_p05,0.005113989833883337,-0.005,True,support,>=
robustness,range_compression_above_support,continue,robustness__range_compression_above_support__continue__instrument_year,0.0,0.0,True,support,>=
robustness,range_compression_above_support,exit,robustness__range_compression_above_support__exit__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_compression_above_support,reduce_to_0_50,robustness__range_compression_above_support__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
robustness,range_compression_above_support,reduce_to_0_30,robustness__range_compression_above_support__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,trend_hold_ema20_3d,no_action,validation__trend_hold_ema20_3d__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__mean_diff_vs_no_action,-0.0005702586490900635,0.0,False,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__p05_diff_vs_no_action,-0.00040627168274139785,-0.003,True,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__winner_retention,1.0,0.8,True,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__capital_occupancy,1.0,1.5,True,support,<=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__matched_random_p95,-0.11567881077499051,-0.001,False,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__matched_delay_mean,-0.0029158207015003157,-0.001,False,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__matched_delay_p05,0.006989646699058702,-0.003,True,support,>=
validation,trend_hold_ema20_3d,continue,validation__trend_hold_ema20_3d__continue__instrument_year,0.0,0.0,True,support,>=
validation,trend_hold_ema20_3d,exit,validation__trend_hold_ema20_3d__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,trend_hold_ema20_3d,reduce_to_0_50,validation__trend_hold_ema20_3d__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,trend_hold_ema20_3d,reduce_to_0_30,validation__trend_hold_ema20_3d__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,volume_support_money20_floor,no_action,validation__volume_support_money20_floor__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__mean_diff_vs_no_action,0.0009154515878809152,0.0,True,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__p05_diff_vs_no_action,-0.0008525919387129682,-0.003,True,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__winner_retention,1.0,0.8,True,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__capital_occupancy,1.0,1.5,True,support,<=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__matched_random_p95,-0.11614710703944747,-0.001,False,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__matched_delay_mean,-0.001618218609365913,-0.001,False,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__matched_delay_p05,0.011251050679442397,-0.003,True,support,>=
validation,volume_support_money20_floor,continue,validation__volume_support_money20_floor__continue__instrument_year,0.0,0.0,True,support,>=
validation,volume_support_money20_floor,exit,validation__volume_support_money20_floor__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,volume_support_money20_floor,reduce_to_0_50,validation__volume_support_money20_floor__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,volume_support_money20_floor,reduce_to_0_30,validation__volume_support_money20_floor__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,profit_buffer_6pct,no_action,validation__profit_buffer_6pct__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__mean_diff_vs_no_action,-0.015183273628400638,0.0,False,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__p05_diff_vs_no_action,-0.024921806615924254,-0.003,False,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__winner_retention,1.0,0.8,True,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__capital_occupancy,1.0,1.5,True,support,<=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__matched_random_p95,-0.13618217773619187,-0.001,False,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__matched_delay_mean,-0.002718034497969859,-0.001,False,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__matched_delay_p05,-0.0034433127226700527,-0.003,False,support,>=
validation,profit_buffer_6pct,continue,validation__profit_buffer_6pct__continue__instrument_year,0.0,0.0,True,support,>=
validation,profit_buffer_6pct,exit,validation__profit_buffer_6pct__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,profit_buffer_6pct,reduce_to_0_50,validation__profit_buffer_6pct__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,profit_buffer_6pct,reduce_to_0_30,validation__profit_buffer_6pct__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,no_action,validation__range_expansion_downside__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,continue,validation__range_expansion_downside__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__drawdown_avoided,0.04249749553141957,0.0,True,support,>
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__p05_diff_vs_no_action,0.0229550905777809,0.005,True,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__mae_improvement,0.04249749553141957,0.005,True,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__false_reject,1.0,0.2,False,support,<=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__partial_haircut,0.0,0.35,True,support,<=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__winner_retention,0.0,0.7,False,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__matched_random_p95,-0.12396611655584423,-0.001,False,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__matched_delay_mean,-0.032306169882354456,-0.001,False,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__matched_delay_p05,-0.0036225912410698946,-0.001,False,support,>=
validation,range_expansion_downside,exit,validation__range_expansion_downside__exit__instrument_year,0.0,0.0,True,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__drawdown_avoided,0.016808007935399587,0.0,True,support,>
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__p05_diff_vs_no_action,0.009054263295409513,0.005,True,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__mae_improvement,0.016808007935399587,0.005,True,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__false_reject,0.6666666666666666,0.2,False,support,<=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__partial_haircut,0.3333333333333333,0.35,True,support,<=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__winner_retention,0.3333333333333333,0.7,False,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__matched_random_p95,-0.10393069459898785,-0.001,False,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__matched_delay_mean,-0.01227074792549808,-0.001,False,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__matched_delay_p05,-0.017523418523441282,-0.001,False,support,>=
validation,range_expansion_downside,reduce_to_0_50,validation__range_expansion_downside__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__drawdown_avoided,0.023531211109559427,0.0,True,support,>
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__p05_diff_vs_no_action,0.011237899587590704,0.005,True,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__mae_improvement,0.023531211109559427,0.005,True,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__false_reject,1.0,0.2,False,support,<=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__partial_haircut,0.3333333333333333,0.35,True,support,<=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__matched_random_p95,-0.11089055453457412,-0.001,False,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__matched_delay_mean,-0.01923060786108435,-0.001,False,support,>=
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__matched_delay_p05,-0.01533978223126009,-0.001,False,support,>=
