threshold_id,split_bucket,phase_scheme,entry_phase_value,episode_cluster_id,anchor_n,eligible_phase_subgroup,sparse_phase_subgroup,distinct_path_type_n,path_type_distribution_vector,dominant_path_type,dominant_share,internal_entropy,subgroup_earliest_anchor_path_type,subgroup_shortest_duration_anchor_path_type,subgroup_medoid_anchor_path_type,subgroup_representative_disagreement,subtype_0p70,subtype_0p75,subtype_assignment_status
up100pct,train,pit,breakout_pit,up100pct::SH600036::000000,11,True,False,2,"{""slow_grind_winner"": 0.2727272727272727, ""stair_step_winner"": 0.7272727272727273}",stair_step_winner,0.7272727272727273,0.8453509366224364,slow_grind_winner,stair_step_winner,stair_step_winner,True,stair_step_winner,mixed_episode_winner,pass
up100pct,train,pit,mid_trend_pit,up100pct::SH600036::000000,2,False,True,1,"{""slow_grind_winner"": 1.0}",slow_grind_winner,1.0,0.0,slow_grind_winner,slow_grind_winner,slow_grind_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600036::000000,127,True,False,5,"{""late_rescue_winner"": 0.015748031496062992, ""slow_grind_winner"": 0.007874015748031496, ""smooth_trend_winner"": 0.14173228346456693, ""stair_step_winner"": 0.5669291338582677, ""unclassified_mixed_path"": 0.2677165354330709}",stair_step_winner,0.5669291338582677,0.6554963968327971,late_rescue_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SH600036::000000,43,True,False,3,"{""late_rescue_winner"": 0.11627906976744186, ""stair_step_winner"": 0.6511627906976745, ""unclassified_mixed_path"": 0.23255813953488372}",stair_step_winner,0.6511627906976745,0.7907827793115185,late_rescue_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600036::000000,50,True,False,4,"{""late_rescue_winner"": 0.1, ""smooth_trend_winner"": 0.22, ""stair_step_winner"": 0.26, ""unclassified_mixed_path"": 0.42}",unclassified_mixed_path,0.42,0.9218503899510099,late_rescue_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600036::000000,7,False,True,2,"{""late_rescue_winner"": 0.42857142857142855, ""stair_step_winner"": 0.5714285714285714}",stair_step_winner,0.5714285714285714,0.9852281360342514,late_rescue_winner,stair_step_winner,stair_step_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SH600036::000000,37,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600037::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SH600037::000000,4,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600037::000000,14,True,False,2,"{""smooth_trend_winner"": 0.42857142857142855, ""unclassified_mixed_path"": 0.5714285714285714}",unclassified_mixed_path,0.5714285714285714,0.9852281360342514,smooth_trend_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SH600037::000000,2,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600037::000000,26,True,False,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600037::000000,8,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SH600038::000000,30,True,False,4,"{""late_rescue_winner"": 0.23333333333333334, ""slow_grind_winner"": 0.03333333333333333, ""stair_step_winner"": 0.2, ""unclassified_mixed_path"": 0.5333333333333333}",unclassified_mixed_path,0.5333333333333333,0.8007576401587565,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600038::000000,29,True,False,4,"{""late_rescue_winner"": 0.1724137931034483, ""slow_grind_winner"": 0.27586206896551724, ""stair_step_winner"": 0.20689655172413793, ""unclassified_mixed_path"": 0.3448275862068966}",unclassified_mixed_path,0.3448275862068966,0.974875041914866,late_rescue_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,mid_trend_pit,up100pct::SH600038::000000,1,False,True,1,"{""slow_grind_winner"": 1.0}",slow_grind_winner,1.0,0.0,slow_grind_winner,slow_grind_winner,slow_grind_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,breakout_pit,up100pct::SH600038::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SH600038::000000,55,True,False,5,"{""jump_repricing_winner"": 0.07272727272727272, ""late_rescue_winner"": 0.18181818181818182, ""smooth_trend_winner"": 0.2545454545454545, ""stair_step_winner"": 0.07272727272727272, ""unclassified_mixed_path"": 0.41818181818181815}",unclassified_mixed_path,0.41818181818181815,0.8723988688709274,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600038::000000,183,True,False,5,"{""jump_repricing_winner"": 0.060109289617486336, ""late_rescue_winner"": 0.03278688524590164, ""smooth_trend_winner"": 0.04371584699453552, ""stair_step_winner"": 0.24043715846994534, ""unclassified_mixed_path"": 0.6229508196721312}",unclassified_mixed_path,0.6229508196721312,0.6557700018363687,late_rescue_winner,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,mid_trend_pit,up50pct::SH600038::000000,80,True,False,4,"{""choppy_reversal_winner"": 0.05, ""late_rescue_winner"": 0.0875, ""stair_step_winner"": 0.0875, ""unclassified_mixed_path"": 0.775}",unclassified_mixed_path,0.775,0.5580694214887266,unclassified_mixed_path,stair_step_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SH600038::000000,22,True,False,4,"{""choppy_reversal_winner"": 0.045454545454545456, ""smooth_trend_winner"": 0.13636363636363635, ""stair_step_winner"": 0.18181818181818182, ""unclassified_mixed_path"": 0.6363636363636364}",unclassified_mixed_path,0.6363636363636364,0.7284008908875139,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600038::000000,11,True,False,3,"{""choppy_reversal_winner"": 0.36363636363636365, ""late_rescue_winner"": 0.09090909090909091, ""unclassified_mixed_path"": 0.5454545454545454}",unclassified_mixed_path,0.5454545454545454,0.8342022886441013,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,early_base_pit,up50pct::SH600048::000001,11,True,False,2,"{""smooth_trend_winner"": 0.18181818181818182, ""unclassified_mixed_path"": 0.8181818181818182}",unclassified_mixed_path,0.8181818181818182,0.6840384356390417,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,early_base_pit,up100pct::SH600056::000000,17,True,False,2,"{""late_rescue_winner"": 0.9411764705882353, ""unclassified_mixed_path"": 0.058823529411764705}",late_rescue_winner,0.9411764705882353,0.3227569588973983,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600056::000000,37,True,False,2,"{""late_rescue_winner"": 0.972972972972973, ""unclassified_mixed_path"": 0.02702702702702703}",late_rescue_winner,0.972972972972973,0.17925606692832147,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,breakout_pit,up100pct::SH600056::000000,5,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SH600056::000000,41,True,False,2,"{""late_rescue_winner"": 0.7317073170731707, ""unclassified_mixed_path"": 0.2682926829268293}",late_rescue_winner,0.7317073170731707,0.8390040613676977,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,late_rescue_winner,mixed_episode_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SH600056::000000,6,False,True,2,"{""late_rescue_winner"": 0.5, ""unclassified_mixed_path"": 0.5}",late_rescue_winner,0.5,1.0,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,early_base_pit,up150pct::SH600056::000000,4,False,True,2,"{""late_rescue_winner"": 0.25, ""unclassified_mixed_path"": 0.75}",unclassified_mixed_path,0.75,0.8112781244591328,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
