classification_year,snapshot_trade_date,classification_first_open_trade_date,source_snapshot_year,source_snapshot_trade_date,snapshot_policy,dataset_id,api,idx_type,board_ts_code,board_name,output_path,status,rows,cols,elapsed_seconds,attempts,error_type,error_message
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0898.DC,胎压监测,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0898.DC.csv,ok_cached,28,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0897.DC,IPv6,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0897.DC.csv,ok_cached,13,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0896.DC,白酒,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0896.DC.csv,ok_cached,48,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0895.DC,维生素,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0895.DC.csv,ok_cached,33,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0894.DC,阿兹海默,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0894.DC.csv,ok_cached,19,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0893.DC,无线耳机,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0893.DC.csv,ok_cached,83,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0892.DC,乳业,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0892.DC.csv,ok_cached,31,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0891.DC,国产芯片,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0891.DC.csv,ok_cached,379,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0890.DC,MLCC,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0890.DC.csv,ok_cached,15,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0889.DC,医疗美容,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0889.DC.csv,ok_cached,75,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0888.DC,农业种植,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0888.DC.csv,ok_cached,86,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0887.DC,鸡肉概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0887.DC.csv,ok_cached,20,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0886.DC,智慧政务,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0886.DC.csv,ok_cached,87,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0885.DC,VPN,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0885.DC.csv,ok_cached,19,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0884.DC,光刻机(胶),/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0884.DC.csv,ok_cached,98,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0883.DC,数字货币,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0883.DC.csv,ok_cached,83,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0882.DC,猪肉概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0882.DC.csv,ok_cached,36,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0881.DC,3D玻璃,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0881.DC.csv,ok_cached,15,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0880.DC,UWB概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0880.DC.csv,ok_cached,19,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0879.DC,标准普尔,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0879.DC.csv,ok_cached,1050,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0877.DC,PCB,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0877.DC.csv,ok_cached,124,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0875.DC,ETC,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0875.DC.csv,ok_cached,44,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0873.DC,垃圾分类,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0873.DC.csv,ok_cached,99,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0872.DC,青蒿素,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0872.DC.csv,ok_cached,11,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0870.DC,单抗概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0870.DC.csv,ok_cached,49,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0868.DC,GDR,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0868.DC.csv,ok_cached,11,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0867.DC,富时罗素,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0867.DC.csv,ok_cached,1283,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0866.DC,人造肉,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0866.DC.csv,ok_cached,18,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0865.DC,电子烟,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0865.DC.csv,ok_cached,52,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0864.DC,氢能源,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0864.DC.csv,ok_cached,250,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0862.DC,超级真菌,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0862.DC.csv,ok_cached,22,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0861.DC,数字孪生,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0861.DC.csv,ok_cached,86,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0860.DC,边缘计算,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0860.DC.csv,ok_cached,126,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0859.DC,超清视频,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0859.DC.csv,ok_cached,98,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0856.DC,工业大麻,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0856.DC.csv,ok_cached,37,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0855.DC,纳米银,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0855.DC.csv,ok_cached,7,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0854.DC,华为概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0854.DC.csv,ok_cached,754,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0853.DC,电子竞技,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0853.DC.csv,ok_cached,34,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0852.DC,冷链物流,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0852.DC.csv,ok_cached,115,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0850.DC,进口博览,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0850.DC.csv,ok_cached,16,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0849.DC,京东金融,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0849.DC.csv,ok_cached,10,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0847.DC,影视概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0847.DC.csv,ok_cached,65,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0845.DC,百度概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0845.DC.csv,ok_cached,148,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0843.DC,天然气,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0843.DC.csv,ok_cached,126,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0842.DC,富士康,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0842.DC.csv,ok_cached,40,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0841.DC,体外诊断,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0841.DC.csv,ok_cached,69,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0840.DC,OLED,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0840.DC.csv,ok_cached,131,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0839.DC,知识产权,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0839.DC.csv,ok_cached,43,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0838.DC,东北振兴,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0838.DC.csv,ok_cached,57,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0837.DC,互联医疗,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0837.DC.csv,ok_cached,97,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0835.DC,独角兽,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0835.DC.csv,ok_cached,106,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0834.DC,乡村振兴,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0834.DC.csv,ok_cached,141,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0833.DC,小米概念,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0833.DC.csv,ok_cached,226,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0832.DC,工业互联,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0832.DC.csv,ok_cached,199,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0830.DC,区块链,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0830.DC.csv,ok_cached,233,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0825.DC,新零售,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0825.DC.csv,ok_cached,151,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0823.DC,养老金,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0823.DC.csv,ok_cached,175,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0822.DC,租售同权,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0822.DC.csv,ok_cached,17,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0821.DC,MSCI中国,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0821.DC.csv,ok_cached,547,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0818.DC,可燃冰,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0818.DC.csv,ok_cached,8,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0817.DC,昨日触板,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0817.DC.csv,ok_cached,26,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0816.DC,昨日连板,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0816.DC.csv,ok_cached,10,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0815.DC,昨日涨停,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0815.DC.csv,ok_cached,58,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0814.DC,大飞机,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0814.DC.csv,ok_cached,99,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0813.DC,雄安新区,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0813.DC.csv,ok_cached,149,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0812.DC,贬值受益,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0812.DC.csv,ok_cached,182,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0811.DC,超级品牌,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0811.DC.csv,ok_cached,32,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0809.DC,AI智能体,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0809.DC.csv,ok_cached,107,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0808.DC,军民融合,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0808.DC.csv,ok_cached,183,13,0.000,0,,
2026,20260105,20260105,2026,20260105,exact_year_first_open_snapshot,dc_member_yearly_first_open,dc_member,概念板块,BK0807.DC,共享经济,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2026/members/dc_member_20260105_BK0807.DC.csv,ok_cached,18,13,0.000,0,,
