schedule_id,variant_id,schedule_role,split,episode_count,episode_with_any_exposure_count,probe_rate,confirm_add_rate,winner_hold_mode_entry_rate,winner_hold_mode_entry_count,fast_fail_exit_rate,trailing_exit_rate,profit_floor_exit_rate,natural_exit_rate,blocked_exit_retry_rate,mean_after_cost_return,median_after_cost_return,p05_after_cost_return,p95_after_cost_return,max_adverse_excursion_mean,max_adverse_excursion_p95,max_favorable_excursion_mean,mean_holding_days,median_holding_days,mean_exposure_days,median_exposure_days,capital_occupancy_proxy,turnover_proxy,strict_big_winner_capture_rate_50h120,exposure_weighted_big_winner_capture_rate_50h120,partial_capture_rate_50h120,captured_big_winner_count_50h120,big_winner_episode_count_50h120,strict_big_winner_capture_rate_100h240_sensitivity,top1_instrument_year_exposure_share,top5_instrument_exposure_share
R03_confirmed_H40,confirmed_h40,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.0,0,0.05253940455341506,0.0,0.0,0.1532399299474606,0.005253940455341506,0.016621657577982733,0.0,-0.028299782150463196,0.12672744417297968,-0.006239062134984655,0.0,0.03790913505328595,25.02542372881356,23.5,5.171628721541156,0.0,4.604028021015761,7.957197898423819,0.14054054054054055,0.13297297297297297,0.3945945945945946,26,185,0.04032258064516129,0.01694915254237288,0.05084745762711864
R03_confirmed_H40,confirmed_h40,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.0,0,0.045112781954887216,0.0,0.0,0.15037593984962405,0.0018796992481203006,0.0098551964015936,0.0,-0.03166326479128116,0.07207017037391313,-0.005617516157678203,0.0,0.02847517248459054,27.0,39.5,5.2781954887218046,0.0,4.7900375939849615,7.92,0.16279069767441862,0.14651162790697675,0.37209302325581395,7,43,0.0,0.019230769230769232,0.09615384615384616
R03_confirmed_H60,h60,primary,robustness,770,149,0.19350649350649352,0.14285714285714285,0.0,0,0.05844155844155844,0.0,0.0,0.13376623376623376,0.0012987012987012987,0.01762762384997562,0.0,-0.023453799046588626,0.1342728894633908,-0.005930154292441416,0.0,0.04297068015092405,37.4496644295302,56.0,7.246753246753247,0.0,6.823116883116883,8.011636363636363,0.1968503937007874,0.19133858267716536,0.36220472440944884,25,127,0.043478260869565216,0.020134228187919462,0.0738255033557047
R03_confirmed_H60,h60,primary,train,1142,236,0.20665499124343256,0.13572679509632224,0.0,0,0.06742556917688267,0.0,0.0,0.13922942206654992,0.0035026269702276708,0.010404850848344843,0.0,-0.048192130379883666,0.07700232830224576,-0.007519372224204988,0.0,0.04113150760384143,32.817796610169495,23.5,6.781961471103328,0.0,6.214360770577933,7.979264448336252,0.1837837837837838,0.17621621621621622,0.3945945945945946,34,185,0.056451612903225805,0.01694915254237288,0.05084745762711864
R03_confirmed_H60,h60,primary,validation,532,104,0.19548872180451127,0.13909774436090225,0.0,0,0.05451127819548872,0.0,0.0,0.14097744360902256,0.0018796992481203006,0.007016815871982591,0.0,-0.03452750746728465,0.05675804750699657,-0.006222636440060814,0.0,0.030160604137355034,36.38461538461539,40.0,7.112781954887218,0.0,6.624624060150375,7.92,0.16279069767441862,0.14651162790697675,0.37209302325581395,7,43,0.14285714285714285,0.019230769230769232,0.09615384615384616
R03_no_fast_fail,no_fast_fail,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.0,0,0.0,0.0,0.0,0.19350649350649352,0.0,0.007892137876534807,0.0,-0.009940084725156029,0.06757623222836834,-0.0041174632137189505,0.0,0.0179541042860097,10.832214765100671,11.0,2.0961038961038962,0.0,1.6288311688311692,7.965818181818181,0.023622047244094488,0.01811023622047244,0.36220472440944884,3,127,0.0,0.020134228187919462,0.0738255033557047
R03_no_fast_fail,no_fast_fail,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.0,0,0.0,0.0,0.0,0.20577933450087565,0.0017513134851138354,0.014760103066212275,0.0,0.0,0.11958620114162408,-0.003378749082522418,0.0,0.023046879654178926,10.733050847457626,11.0,2.2180385288966726,0.0,1.6185639229422066,7.890998248686515,0.03783783783783784,0.03027027027027027,0.3945945945945946,7,185,0.008064516129032258,0.01694915254237288,0.05084745762711864
R03_no_fast_fail,no_fast_fail,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.0,0,0.0,0.0,0.0,0.19548872180451127,0.0,0.010127889086400443,0.0,-0.0026966329069889874,0.07429792410204697,-0.003327742990248237,0.0,0.017355760836499312,10.76923076923077,11.0,2.1052631578947367,0.0,1.605263157894737,7.863157894736842,0.046511627906976744,0.030232558139534883,0.37209302325581395,2,43,0.0,0.019230769230769232,0.09615384615384616
R03_original_H10,base,baseline,robustness,770,149,0.19350649350649352,0.14285714285714285,0.0,0,0.03116883116883117,0.0,0.0,0.16233766233766234,0.0,0.0057689560113419885,0.0,-0.018225416373091,0.0577714054833266,-0.003979754091699815,0.0,0.015785564781020226,9.161073825503356,10.0,1.7727272727272727,0.0,1.3490909090909093,8.044363636363636,0.023622047244094488,0.01811023622047244,0.36220472440944884,3,127,0.0,0.020134228187919462,0.0738255033557047
R03_original_H10,base,baseline,train,1142,236,0.20665499124343256,0.13572679509632224,0.0,0,0.020140105078809107,0.0,0.0,0.18651488616462347,0.0,0.01285184640046513,0.0,-0.0026947702231088916,0.1076653064005026,-0.0032681475496267316,0.0,0.020545124086590868,9.415254237288135,10.0,1.9457092819614712,0.0,1.3781085814360772,7.979264448336252,0.032432432432432434,0.024864864864864864,0.3945945945945946,6,185,0.008064516129032258,0.01694915254237288,0.05084745762711864
R03_original_H10,base,baseline,validation,532,104,0.19548872180451127,0.13909774436090225,0.0,0,0.015037593984962405,0.0,0.0,0.18045112781954886,0.0,0.008591669687090502,0.0,-0.007542595729666961,0.08088874687186459,-0.003362382856446901,0.0,0.015318778984577435,9.653846153846153,10.0,1.887218045112782,0.0,1.39906015037594,7.92,0.046511627906976744,0.030232558139534883,0.37209302325581395,2,43,0.0,0.019230769230769232,0.09615384615384616
R03_relaxed_fast_fail,relaxed_fast_fail,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.0,0,0.00909090909090909,0.0,0.0,0.18441558441558442,0.0,0.007259715135381558,0.0,-0.014172825674521662,0.06451052569395654,-0.004083740599339492,0.0,0.01748963838721639,10.51006711409396,11.0,2.033766233766234,0.0,1.591038961038961,7.965818181818181,0.023622047244094488,0.01811023622047244,0.36220472440944884,3,127,0.0,0.020134228187919462,0.0738255033557047
R03_relaxed_fast_fail,relaxed_fast_fail,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.0,0,0.005253940455341506,0.0,0.0,0.20052539404553416,0.0017513134851138354,0.014529459396741435,0.0,0.0,0.11958620114162408,-0.0033865186815482205,0.0,0.022961020784871843,10.567796610169491,11.0,2.183887915936953,0.0,1.596059544658494,7.890998248686515,0.03783783783783784,0.03027027027027027,0.3945945945945946,7,185,0.008064516129032258,0.01694915254237288,0.05084745762711864
R03_relaxed_fast_fail,relaxed_fast_fail,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.0,0,0.0018796992481203006,0.0,0.0,0.19360902255639098,0.0,0.009963761437282214,0.0,-0.0035561669625408794,0.07429792410204697,-0.003336433981640208,0.0,0.017280981228357417,10.711538461538462,11.0,2.093984962406015,0.0,1.593984962406015,7.863157894736842,0.046511627906976744,0.030232558139534883,0.37209302325581395,2,43,0.0,0.019230769230769232,0.09615384615384616
R03_winner_state_hold_H120,winner_state_base,primary,robustness,770,149,0.19350649350649352,0.14285714285714285,0.08181818181818182,63,0.03896103896103896,0.012987012987012988,0.011688311688311689,0.12987012987012986,0.0,0.014428270430870095,0.0,-0.0060845569264257994,0.09351962282027515,-0.004528061919004813,0.0,0.02764090605912312,14.906040268456376,19.0,2.8844155844155845,0.0,2.4607792207792207,8.044363636363636,0.08661417322834646,0.08110236220472442,0.36220472440944884,11,127,0.028985507246376812,0.020134228187919462,0.0738255033557047
R03_winner_state_hold_H120,winner_state_base,primary,train,1142,236,0.20665499124343256,0.13572679509632224,0.09369527145359019,107,0.03239929947460595,0.01138353765323993,0.012259194395796848,0.15061295971978983,0.0035026269702276708,0.01338632076302967,0.0,-0.01746472267798523,0.12349673101834911,-0.004555955739723389,0.0,0.02812168414748779,15.097457627118644,17.0,3.1199649737302977,0.0,2.552364273204904,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
R03_winner_state_hold_H120,winner_state_base,primary,validation,532,104,0.19548872180451127,0.13909774436090225,0.06954887218045112,37,0.02819548872180451,0.005639097744360902,0.011278195488721804,0.15037593984962405,0.0,0.007340710013953111,0.0,-0.013453130210107099,0.08032096962301315,-0.004581936301859069,0.0,0.02101610084128407,16.33653846153846,21.0,3.193609022556391,0.0,2.705451127819549,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
winner_state_gain_threshold_sensitivity,gain_10,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.09090909090909091,70,0.03766233766233766,0.012987012987012988,0.015584415584415584,0.12727272727272726,0.0,0.012712871649449183,0.0,-0.005654979934800472,0.08489257662008826,-0.004449190021981096,0.0,0.02562602087090056,14.664429530201343,16.0,2.8376623376623376,0.0,2.414025974025974,8.044363636363636,0.07874015748031496,0.07322834645669292,0.36220472440944884,10,127,0.014492753623188406,0.020134228187919462,0.0738255033557047
winner_state_gain_threshold_sensitivity,gain_10,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.10070052539404553,115,0.0297723292469352,0.01138353765323993,0.01926444833625219,0.14623467600700527,0.0035026269702276708,0.013307570656995829,0.0,-0.015106278715622527,0.11896637344272384,-0.00436489913247378,0.0,0.027942260177847414,14.877118644067796,16.0,3.074430823117338,0.0,2.506830122591944,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
winner_state_gain_threshold_sensitivity,gain_10,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.08646616541353383,46,0.02443609022556391,0.005639097744360902,0.020676691729323307,0.14473684210526316,0.0,0.007734960239685476,0.0,-0.011358870242826268,0.08032096962301315,-0.004276919142597179,0.0,0.02101610084128407,15.923076923076923,18.5,3.112781954887218,0.0,2.624624060150376,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
winner_state_gain_threshold_sensitivity,gain_15,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.06493506493506493,50,0.04025974025974026,0.012987012987012988,0.003896103896103896,0.13636363636363635,0.0,0.014388838685771104,0.0,-0.0060845569264257994,0.10595313782077344,-0.004677888823285306,0.0,0.027661008015756574,15.248322147651006,21.0,2.9506493506493507,0.0,2.5270129870129874,8.044363636363636,0.08661417322834646,0.08110236220472442,0.36220472440944884,11,127,0.028985507246376812,0.020134228187919462,0.0738255033557047
winner_state_gain_threshold_sensitivity,gain_15,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.08143607705779335,93,0.03502626970227671,0.012259194395796848,0.005253940455341506,0.15411558669001751,0.0035026269702276708,0.01356404121098991,0.0,-0.014142148197294212,0.127715786111039,-0.004726478965171218,0.0,0.028491447531668112,15.313559322033898,17.5,3.1646234676007006,0.0,2.5970227670753068,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
winner_state_gain_threshold_sensitivity,gain_15,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.05263157894736842,28,0.03007518796992481,0.0037593984962406013,0.0037593984962406013,0.15789473684210525,0.0,0.00736504325057803,0.0,-0.014278732804190225,0.08088898856607231,-0.004626180623994584,0.0,0.02101610084128407,16.46153846153846,21.0,3.218045112781955,0.0,2.7298872180451133,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
winner_state_gain_threshold_sensitivity,gain_20,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.048051948051948054,37,0.04285714285714286,0.012987012987012988,0.0,0.13766233766233765,0.0,0.014384861479309525,0.0,-0.0060845569264257994,0.10595313782077344,-0.0047810150620617746,0.0,0.027661008015756574,15.422818791946309,21.0,2.9844155844155846,0.0,2.560779220779221,8.044363636363636,0.08661417322834646,0.08110236220472442,0.36220472440944884,11,127,0.028985507246376812,0.020134228187919462,0.0738255033557047
winner_state_gain_threshold_sensitivity,gain_20,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.05779334500875657,66,0.03677758318739054,0.010507880910683012,0.0,0.159369527145359,0.0035026269702276708,0.013464684673369278,0.0,-0.01405535260400919,0.127715786111039,-0.0048661138819808695,0.0,0.028491447531668112,15.491525423728813,19.0,3.2014010507880912,0.0,2.633800350262697,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
winner_state_gain_threshold_sensitivity,gain_20,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.03007518796992481,16,0.03007518796992481,0.0037593984962406013,0.0,0.16165413533834586,0.0,0.007354769132677304,0.0,-0.014278732804190225,0.08088898856607231,-0.004626180623994584,0.0,0.02101610084128407,16.490384615384617,21.0,3.223684210526316,0.0,2.735526315789474,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
winner_state_trailing_sensitivity,trailing_10,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.08181818181818182,63,0.03896103896103896,0.03116883116883117,0.003896103896103896,0.11948051948051948,0.0,0.013426634434026388,0.0,-0.0060845569264257994,0.11207096048270485,-0.004527223476575323,0.0,0.026181771212713957,14.268456375838927,15.0,2.761038961038961,0.0,2.337402597402597,8.044363636363636,0.07874015748031496,0.07322834645669292,0.36220472440944884,10,127,0.014492753623188406,0.020134228187919462,0.0738255033557047
winner_state_trailing_sensitivity,trailing_10,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.09369527145359019,107,0.03152364273204904,0.04903677758318739,0.0043782837127845885,0.12171628721541156,0.0017513134851138354,0.013006120908345515,0.0,-0.01242735433353832,0.10836171988332292,-0.004240995556596048,0.0,0.027568757747783883,14.05084745762712,13.0,2.903677758318739,0.0,2.336077057793345,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
winner_state_trailing_sensitivity,trailing_10,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.06954887218045112,37,0.02819548872180451,0.02443609022556391,0.0018796992481203006,0.14097744360902256,0.0,0.007650060448029315,0.0,-0.013453130210107099,0.08032096962301315,-0.00453201239748885,0.0,0.02101610084128407,16.096153846153847,19.0,3.1466165413533833,0.0,2.6584586466165416,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
winner_state_trailing_sensitivity,trailing_20,diagnostic,robustness,770,149,0.19350649350649352,0.14285714285714285,0.08181818181818182,63,0.03896103896103896,0.0025974025974025974,0.011688311688311689,0.14025974025974025,0.0,0.01491025553754078,0.0,-0.0060845569264257994,0.10595313782077344,-0.004527223476575323,0.0,0.02764090605912312,15.288590604026846,21.0,2.9584415584415584,0.0,2.534805194805195,8.044363636363636,0.08661417322834646,0.08110236220472442,0.36220472440944884,11,127,0.028985507246376812,0.020134228187919462,0.0738255033557047
winner_state_trailing_sensitivity,trailing_20,diagnostic,train,1142,236,0.20665499124343256,0.13572679509632224,0.09369527145359019,107,0.03239929947460595,0.002626970227670753,0.01576182136602452,0.15586690017513136,0.0035026269702276708,0.013227994890086935,0.0,-0.01746472267798523,0.11917957917353589,-0.004562289228165725,0.0,0.02812168414748779,15.207627118644067,18.5,3.1427320490367774,0.0,2.5751313485113836,7.979264448336252,0.07027027027027027,0.0627027027027027,0.3945945945945946,13,185,0.016129032258064516,0.01694915254237288,0.05084745762711864
winner_state_trailing_sensitivity,trailing_20,diagnostic,validation,532,104,0.19548872180451127,0.13909774436090225,0.06954887218045112,37,0.02819548872180451,0.0018796992481203006,0.015037593984962405,0.15037593984962405,0.0,0.007328115413396726,0.0,-0.013453130210107099,0.08032096962301315,-0.004567078556243716,0.0,0.02101610084128407,16.35576923076923,21.0,3.1973684210526314,0.0,2.7092105263157897,7.92,0.06976744186046512,0.053488372093023255,0.37209302325581395,3,43,0.0,0.019230769230769232,0.09615384615384616
