instrument,candidate_rows,member_rows,is_sh_lifetime_st_excluded,interval_rows,executable_rows_total
SH600392,10,10,False,5697,470682
SH600395,0,0,False,5697,470682
SH600396,0,0,False,5697,470682
SH600397,0,0,False,5697,470682
SH600398,0,0,False,5697,470682
SH600399,16,16,False,5697,470682
SH600400,0,0,False,5697,470682
SH600403,0,0,False,5697,470682
SH600405,0,0,False,5697,470682
SH600406,1055,1055,False,5697,470682
SH600408,0,0,False,5697,470682
SH600409,0,0,False,5697,470682
SH600410,0,0,False,5697,470682
SH600415,429,429,False,5697,470682
SH600416,0,0,False,5697,470682
SH600418,400,400,False,5697,470682
SH600420,0,0,False,5697,470682
SH600419,0,0,False,5697,470682
SH600422,0,0,False,5697,470682
SH600421,0,0,False,5697,470682
SH600425,0,0,False,5697,470682
SH600423,0,0,False,5697,470682
SH600426,1131,1131,False,5697,470682
SH600428,0,0,False,5697,470682
SH600429,0,0,False,5697,470682
SH600433,0,0,False,5697,470682
SH600435,0,0,False,5697,470682
SH600436,1952,1952,False,5697,470682
SH600438,512,512,False,5697,470682
SH600439,0,0,False,5697,470682
SH600444,0,0,False,5697,470682
SH600446,0,0,False,5697,470682
SH600448,0,0,False,5697,470682
SH600449,0,0,False,5697,470682
SH600452,0,0,False,5697,470682
SH600455,0,0,False,5697,470682
SH600456,0,0,False,5697,470682
SH600458,0,0,False,5697,470682
SH600459,0,0,False,5697,470682
SH600460,474,474,False,5697,470682
SH600461,0,0,False,5697,470682
SH600463,0,0,False,5697,470682
SH600467,0,0,False,5697,470682
SH600468,0,0,False,5697,470682
SH600469,0,0,False,5697,470682
SH600470,0,0,False,5697,470682
SH600475,0,0,False,5697,470682
SH600476,0,0,False,5697,470682
SH600477,0,0,False,5697,470682
SH600478,0,0,False,5697,470682
SH600479,0,0,False,5697,470682
SH600480,0,0,False,5697,470682
SH600481,0,0,False,5697,470682
SH600482,284,284,False,5697,470682
SH600483,0,0,False,5697,470682
SH600486,3,3,False,5697,470682
SH600487,155,155,False,5697,470682
SH600488,0,0,False,5697,470682
SH600489,752,752,False,5697,470682
SH600490,0,0,False,5697,470682
SH600491,0,0,False,5697,470682
SH600493,0,0,False,5697,470682
SH600495,0,0,False,5697,470682
SH600496,0,0,False,5697,470682
SH600497,27,27,False,5697,470682
SH600498,91,91,False,5697,470682
SH600499,0,0,False,5697,470682
SH600500,0,0,False,5697,470682
SH600501,0,0,False,5697,470682
SH600502,0,0,False,5697,470682
SH600503,0,0,False,5697,470682
SH600505,0,0,False,5697,470682
SH600506,0,0,False,5697,470682
SH600507,0,0,False,5697,470682
SH600509,0,0,False,5697,470682
SH600508,0,0,False,5697,470682
SH600510,0,0,False,5697,470682
SH600511,0,0,False,5697,470682
SH600512,0,0,False,5697,470682
SH600513,0,0,False,5697,470682
SH600515,275,275,False,5697,470682
SH600516,113,113,False,5697,470682
SH600517,0,0,False,5697,470682
SH600518,524,524,False,5697,470682
SH600520,0,0,False,5697,470682
SH600519,2281,2281,False,5697,470682
SH600521,0,0,False,5697,470682
SH600523,0,0,False,5697,470682
SH600522,718,718,False,5697,470682
SH600525,0,0,False,5697,470682
SH600526,0,0,False,5697,470682
SH600527,0,0,False,5697,470682
SH600528,0,0,False,5697,470682
SH600529,0,0,False,5697,470682
SH600530,0,0,False,5697,470682
SH600531,0,0,False,5697,470682
SH600533,0,0,False,5697,470682
SH600535,3,3,False,5697,470682
SH600536,52,52,False,5697,470682
SH600537,0,0,False,5697,470682
SH600538,0,0,False,5697,470682
SH600539,0,0,False,5697,470682
SH600540,0,0,False,5697,470682
SH600543,0,0,False,5697,470682
SH600545,0,0,False,5697,470682
SH600546,0,0,False,5697,470682
SH600548,0,0,False,5697,470682
SH600547,2160,2160,False,5697,470682
SH600549,149,149,False,5697,470682
SH600550,0,0,False,5697,470682
SH600551,0,0,False,5697,470682
SH600552,0,0,False,5697,470682
SH600556,0,0,False,5697,470682
SH600557,0,0,False,5697,470682
SH600558,0,0,False,5697,470682
SH600559,0,0,False,5697,470682
SH600560,0,0,False,5697,470682
SH600561,0,0,False,5697,470682
SH600562,0,0,False,5697,470682
SH600563,29,29,False,5697,470682
SH600566,0,0,False,5697,470682
SH600567,0,0,False,5697,470682
SH600568,0,0,False,5697,470682
SH600569,0,0,False,5697,470682
SH600570,1488,1488,False,5697,470682
SH600571,0,0,False,5697,470682
SH600572,0,0,False,5697,470682
SH600573,0,0,False,5697,470682
SH600575,0,0,False,5697,470682
SH600576,0,0,False,5697,470682
SH600577,0,0,False,5697,470682
SH600578,9,9,False,5697,470682
SH600579,0,0,False,5697,470682
SH600580,186,186,False,5697,470682
SH600581,0,0,False,5697,470682
SH600582,0,0,False,5697,470682
SH600583,0,0,False,5697,470682
SH600584,1099,1099,False,5697,470682
SH600585,2281,2281,False,5697,470682
SH600586,0,0,False,5697,470682
SH600587,0,0,False,5697,470682
SH600588,684,684,False,5697,470682
SH600589,0,0,False,5697,470682
SH600590,0,0,False,5697,470682
SH600593,0,0,False,5697,470682
SH600592,0,0,False,5697,470682
SH600594,0,0,False,5697,470682
SH600595,0,0,False,5697,470682
SH600596,0,0,False,5697,470682
SH600597,0,0,False,5697,470682
SH600598,0,0,False,5697,470682
SH600599,0,0,False,5697,470682
SH600600,1929,1929,False,5697,470682
SH600601,78,78,False,5697,470682
SH600602,0,0,False,5697,470682
SH600603,0,0,False,5697,470682
SH600605,0,0,False,5697,470682
SH600604,0,0,False,5697,470682
SH600606,1306,1306,False,5697,470682
SH600608,0,0,False,5697,470682
SH600609,0,0,False,5697,470682
SH600610,0,0,False,5697,470682
SH600611,0,0,False,5697,470682
SH600612,0,0,False,5697,470682
SH600613,0,0,False,5697,470682
SH600615,0,0,False,5697,470682
SH600616,0,0,False,5697,470682
SH600617,0,0,False,5697,470682
SH600618,0,0,False,5697,470682
SH600619,0,0,False,5697,470682
SH600620,0,0,False,5697,470682
SH600621,0,0,False,5697,470682
SH600622,0,0,False,5697,470682
SH600623,0,0,False,5697,470682
SH600624,0,0,False,5697,470682
SH600626,0,0,False,5697,470682
SH600628,0,0,False,5697,470682
SH600629,0,0,False,5697,470682
SH600630,0,0,False,5697,470682
SH600633,0,0,False,5697,470682
SH600635,0,0,False,5697,470682
SH600636,0,0,False,5697,470682
SH600637,204,204,False,5697,470682
SH600638,0,0,False,5697,470682
SH600639,0,0,False,5697,470682
SH600640,0,0,False,5697,470682
SH600641,0,0,False,5697,470682
SH600642,1,1,False,5697,470682
SH600643,0,0,False,5697,470682
SH600644,0,0,False,5697,470682
SH600645,0,0,False,5697,470682
SH600649,0,0,False,5697,470682
SH600648,0,0,False,5697,470682
SH600650,0,0,False,5697,470682
SH600651,0,0,False,5697,470682
SH600653,0,0,False,5697,470682
SH600654,0,0,False,5697,470682
SH600655,0,0,False,5697,470682
SH600657,0,0,False,5697,470682
SH600658,0,0,False,5697,470682
SH600660,2202,2202,False,5697,470682
SH600661,0,0,False,5697,470682
SH600662,0,0,False,5697,470682
SH600663,817,817,False,5697,470682
SH600664,0,0,False,5697,470682
SH600665,0,0,False,5697,470682
SH600666,0,0,False,5697,470682
SH600667,0,0,False,5697,470682
SH600668,0,0,False,5697,470682
SH600671,0,0,False,5697,470682
SH600673,179,179,False,5697,470682
SH600674,1193,1193,False,5697,470682
SH600675,0,0,False,5697,470682
SH600676,0,0,False,5697,470682
SH600679,0,0,False,5697,470682
SH600678,0,0,False,5697,470682
SH600681,0,0,False,5697,470682
SH600682,0,0,False,5697,470682
SH600683,0,0,False,5697,470682
SH600684,0,0,False,5697,470682
SH600685,39,39,False,5697,470682
SH600686,0,0,False,5697,470682
SH600688,646,646,False,5697,470682
SH600689,0,0,False,5697,470682
SH600690,1051,1051,False,5697,470682
SH600691,0,0,False,5697,470682
SH600692,0,0,False,5697,470682
SH600693,0,0,False,5697,470682
SH600694,0,0,False,5697,470682
SH600696,0,0,False,5697,470682
SH600697,0,0,False,5697,470682
SH600698,0,0,False,5697,470682
SH600699,7,7,False,5697,470682
SH600702,426,426,False,5697,470682
SH600703,2156,2156,False,5697,470682
SH600704,5,5,False,5697,470682
SH600706,0,0,False,5697,470682
SH600707,0,0,False,5697,470682
SH600708,0,0,False,5697,470682
SH600710,0,0,False,5697,470682
SH600711,23,23,False,5697,470682
SH600712,0,0,False,5697,470682
SH600713,0,0,False,5697,470682
SH600714,0,0,False,5697,470682
SH600715,0,0,False,5697,470682
SH600716,0,0,False,5697,470682
SH600717,0,0,False,5697,470682
SH600718,0,0,False,5697,470682
SH600719,0,0,False,5697,470682
SH600720,0,0,False,5697,470682
SH600721,0,0,False,5697,470682
SH600722,0,0,False,5697,470682
SH600724,0,0,False,5697,470682
SH600725,0,0,False,5697,470682
SH600726,23,23,False,5697,470682
SH600727,0,0,False,5697,470682
SH600728,0,0,False,5697,470682
SH600729,0,0,False,5697,470682
SH600730,0,0,False,5697,470682
SH600731,0,0,False,5697,470682
SH600732,0,0,False,5697,470682
SH600733,208,208,False,5697,470682
SH600734,0,0,False,5697,470682
SH600735,0,0,False,5697,470682
SH600737,0,0,False,5697,470682
SH600736,0,0,False,5697,470682
SH600738,0,0,False,5697,470682
SH600739,0,0,False,5697,470682
SH600740,0,0,False,5697,470682
SH600741,2210,2210,False,5697,470682
SH600742,0,0,False,5697,470682
SH600743,0,0,False,5697,470682
SH600744,0,0,False,5697,470682
SH600745,60,60,False,5697,470682
SH600746,0,0,False,5697,470682
SH600748,0,0,False,5697,470682
SH600749,0,0,False,5697,470682
SH600750,0,0,False,5697,470682
SH600751,0,0,False,5697,470682
SH600753,0,0,False,5697,470682
SH600754,539,539,False,5697,470682
SH600755,0,0,False,5697,470682
SH600756,0,0,False,5697,470682
SH600757,0,0,False,5697,470682
SH600758,0,0,False,5697,470682
SH600759,0,0,False,5697,470682
SH600760,1540,1540,False,5697,470682
SH600761,0,0,False,5697,470682
SH600763,436,436,False,5697,470682
SH600764,0,0,False,5697,470682
SH600765,36,36,False,5697,470682
SH600768,0,0,False,5697,470682
SH600769,0,0,False,5697,470682
SH600770,0,0,False,5697,470682
SH600771,0,0,False,5697,470682
SH600773,0,0,False,5697,470682
SH600774,0,0,False,5697,470682
SH600775,0,0,False,5697,470682
SH600776,1,1,False,5697,470682
SH600777,0,0,False,5697,470682
SH600778,0,0,False,5697,470682
SH600779,175,175,False,5697,470682
SH600780,0,0,False,5697,470682
SH600782,0,0,False,5697,470682
SH600783,0,0,False,5697,470682
SH600784,0,0,False,5697,470682
SH600785,0,0,False,5697,470682
SH600787,0,0,False,5697,470682
SH600789,0,0,False,5697,470682
SH600790,0,0,False,5697,470682
SH600791,0,0,False,5697,470682
SH600792,0,0,False,5697,470682
SH600793,0,0,False,5697,470682
SH600794,0,0,False,5697,470682
SH600795,1512,1512,False,5697,470682
SH600796,0,0,False,5697,470682
SH600797,0,0,False,5697,470682
SH600798,0,0,False,5697,470682
SH600800,0,0,False,5697,470682
SH600801,224,224,False,5697,470682
SH600802,0,0,False,5697,470682
SH600803,1050,1050,False,5697,470682
SH600805,0,0,False,5697,470682
SH600807,0,0,False,5697,470682
SH600808,3,3,False,5697,470682
SH600809,1816,1816,False,5697,470682
SH600810,0,0,False,5697,470682
SH600811,0,0,False,5697,470682
SH600812,0,0,False,5697,470682
SH600814,0,0,False,5697,470682
SH600815,0,0,False,5697,470682
SH600816,297,297,False,5697,470682
SH600817,0,0,False,5697,470682
SH600818,0,0,False,5697,470682
SH600819,0,0,False,5697,470682
SH600820,0,0,False,5697,470682
SH600821,0,0,False,5697,470682
SH600822,0,0,False,5697,470682
SH600824,0,0,False,5697,470682
SH600825,0,0,False,5697,470682
SH600826,0,0,False,5697,470682
SH600827,1,1,False,5697,470682
SH600828,0,0,False,5697,470682
SH600829,0,0,False,5697,470682
SH600830,0,0,False,5697,470682
SH600831,0,0,False,5697,470682
SH600833,0,0,False,5697,470682
SH600834,0,0,False,5697,470682
SH600835,0,0,False,5697,470682
SH600838,0,0,False,5697,470682
SH600839,95,95,False,5697,470682
SH600841,0,0,False,5697,470682
SH600843,0,0,False,5697,470682
SH600844,0,0,False,5697,470682
SH600845,903,903,False,5697,470682
SH600846,0,0,False,5697,470682
SH600847,0,0,False,5697,470682
SH600848,116,116,False,5697,470682
SH600850,0,0,False,5697,470682
SH600851,0,0,False,5697,470682
SH600853,0,0,False,5697,470682
SH600854,0,0,False,5697,470682
SH600855,0,0,False,5697,470682
SH600857,0,0,False,5697,470682
SH600858,0,0,False,5697,470682
SH600859,10,10,False,5697,470682
SH600860,0,0,False,5697,470682
SH600861,0,0,False,5697,470682
SH600862,46,46,False,5697,470682
SH600863,3,3,False,5697,470682
SH600864,0,0,False,5697,470682
SH600865,0,0,False,5697,470682
SH600866,0,0,False,5697,470682
SH600867,40,40,False,5697,470682
SH600868,0,0,False,5697,470682
SH600869,3,3,False,5697,470682
SH600871,183,183,False,5697,470682
SH600872,128,128,False,5697,470682
SH600873,0,0,False,5697,470682
SH600874,0,0,False,5697,470682
SH600875,785,785,False,5697,470682
SH600876,0,0,False,5697,470682
SH600877,0,0,False,5697,470682
SH600879,108,108,False,5697,470682
SH600880,0,0,False,5697,470682
SH600881,0,0,False,5697,470682
SH600882,0,0,False,5697,470682
SH600883,0,0,False,5697,470682
SH600884,250,250,False,5697,470682
SH600885,19,19,False,5697,470682
SH600886,2080,2080,False,5697,470682
SH600887,1358,1358,False,5697,470682
SH600888,0,0,False,5697,470682
SH600889,0,0,False,5697,470682
SH600892,0,0,False,5697,470682
SH600893,2134,2134,False,5697,470682
SH600894,0,0,False,5697,470682
SH600895,205,205,False,5697,470682
SH600897,0,0,False,5697,470682
SH600900,2270,2270,False,5697,470682
SH600901,0,0,False,5697,470682
SH600903,0,0,False,5697,470682
SH600905,1080,1080,False,5697,470682
SH600906,29,29,False,5697,470682
SH600908,0,0,False,5697,470682
SH600909,0,0,False,5697,470682
SH600916,0,0,False,5697,470682
SH600917,0,0,False,5697,470682
SH600918,695,695,False,5697,470682
SH600919,1204,1204,False,5697,470682
SH600925,1,1,False,5697,470682
SH600926,640,640,False,5697,470682
SH600927,5,5,False,5697,470682
SH600928,18,18,False,5697,470682
SH600929,0,0,False,5697,470682
SH600930,210,210,False,5697,470682
SH600933,0,0,False,5697,470682
SH600935,0,0,False,5697,470682
SH600936,0,0,False,5697,470682
SH600938,994,994,False,5697,470682
SH600939,0,0,False,5697,470682
SH600941,339,339,False,5697,470682
SH600955,0,0,False,5697,470682
SH600956,264,264,False,5697,470682
SH600958,2259,2259,False,5697,470682
SH600959,0,0,False,5697,470682
SH600960,0,0,False,5697,470682
SH600961,0,0,False,5697,470682
SH600962,0,0,False,5697,470682
SH600963,0,0,False,5697,470682
SH600965,0,0,False,5697,470682
SH600966,0,0,False,5697,470682
SH600967,0,0,False,5697,470682
SH600968,6,6,False,5697,470682
SH600969,0,0,False,5697,470682
SH600970,0,0,False,5697,470682
SH600971,0,0,False,5697,470682
SH600973,0,0,False,5697,470682
SH600975,0,0,False,5697,470682
SH600976,0,0,False,5697,470682
SH600977,0,0,False,5697,470682
SH600979,0,0,False,5697,470682
SH600980,0,0,False,5697,470682
SH600981,0,0,False,5697,470682
SH600982,0,0,False,5697,470682
SH600983,0,0,False,5697,470682
SH600984,0,0,False,5697,470682
SH600985,35,35,False,5697,470682
SH600986,0,0,False,5697,470682
SH600988,217,217,False,5697,470682
SH600987,0,0,False,5697,470682
SH600989,1707,1707,False,5697,470682
SH600990,0,0,False,5697,470682
SH600992,0,0,False,5697,470682
SH600993,0,0,False,5697,470682
SH600995,9,9,False,5697,470682
SH600996,0,0,False,5697,470682
SH600997,0,0,False,5697,470682
SH600998,0,0,False,5697,470682
SH600999,2275,2275,False,5697,470682
SH601000,0,0,False,5697,470682
SH601001,0,0,False,5697,470682
SH601002,0,0,False,5697,470682
SH601003,0,0,False,5697,470682
SH601005,0,0,False,5697,470682
SH601006,705,705,False,5697,470682
SH601007,0,0,False,5697,470682
SH601008,0,0,False,5697,470682
SH601009,749,749,False,5697,470682
SH601010,0,0,False,5697,470682
SH601011,0,0,False,5697,470682
SH601012,691,691,False,5697,470682
SH601015,0,0,False,5697,470682
SH601016,0,0,False,5697,470682
SH601018,2036,2036,False,5697,470682
SH601019,0,0,False,5697,470682
SH601020,0,0,False,5697,470682
SH601021,955,955,False,5697,470682
SH601022,0,0,False,5697,470682
SH601026,0,0,False,5697,470682
SH601033,0,0,False,5697,470682
SH601038,0,0,False,5697,470682
SH601058,136,136,False,5697,470682
SH601059,499,499,False,5697,470682
SH601061,163,163,False,5697,470682
SH601065,0,0,False,5697,470682
SH601066,1920,1920,False,5697,470682
SH601068,0,0,False,5697,470682
SH601069,0,0,False,5697,470682
SH601077,841,841,False,5697,470682
SH601083,0,0,False,5697,470682
SH601086,0,0,False,5697,470682
SH601088,2207,2207,False,5697,470682
SH601089,0,0,False,5697,470682
SH601096,0,0,False,5697,470682
SH601098,0,0,False,5697,470682
SH601099,0,0,False,5697,470682
SH601100,1505,1505,False,5697,470682
SH601101,0,0,False,5697,470682
SH601106,0,0,False,5697,470682
SH601107,0,0,False,5697,470682
SH601108,0,0,False,5697,470682
SH601111,2280,2280,False,5697,470682
SH601112,0,0,False,5697,470682
SH601113,0,0,False,5697,470682
SH601116,0,0,False,5697,470682
SH601117,569,569,False,5697,470682
SH601118,0,0,False,5697,470682
SH601121,0,0,False,5697,470682
SH601126,17,17,False,5697,470682
SH601127,1015,1015,False,5697,470682
SH601128,0,0,False,5697,470682
SH601133,0,0,False,5697,470682
SH601136,578,578,False,5697,470682
SH601137,0,0,False,5697,470682
SH601138,573,573,False,5697,470682
