split,event_scope,event_stage,family_group,family_id,baseline,event_count,weighted_event_count,shape_eval_complete_rate,bad_score_complete_rate,filter_path_complete_rate,signal_anchor_big_winner_rate
train,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,114,114.0,1.0,1.0,1.0,0.21929824561403508
train,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_0_all_events,326,326.0,0.9877300613496932,0.1656441717791411,0.8834355828220859,0.13496932515337423
train,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,49,49.0,1.0,1.0,1.0,0.24489795918367346
train,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_0_all_events,625,625.0,0.9856,0.1984,0.8368,0.0992
train,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,105,105.0,1.0,1.0,1.0,0.20952380952380953
train,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_0_all_events,366,366.0,0.9972677595628415,0.1912568306010929,0.8797814207650273,0.09836065573770492
train,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,62,62.0,1.0,1.0,1.0,0.1774193548387097
train,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_0_all_events,299,299.0,0.9866220735785953,0.14715719063545152,0.8862876254180602,0.09698996655518395
train,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,40,40.0,1.0,1.0,1.0,0.175
train,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_0_all_events,147,147.0,0.9931972789115646,0.20408163265306123,0.8163265306122449,0.1292517006802721
train,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,25,25.0,1.0,1.0,1.0,0.16
train,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_0_all_events,532,532.0,0.9887218045112782,0.22180451127819548,0.8590225563909775,0.13533834586466165
train,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,106,106.0,1.0,1.0,1.0,0.29245283018867924
train,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_0_all_events,412,412.0,0.9902912621359223,0.24029126213592233,0.8398058252427184,0.14805825242718446
train,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,86,86.0,1.0,1.0,1.0,0.313953488372093
train,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_0_all_events,148,148.0,1.0,0.28378378378378377,0.8851351351351351,0.060810810810810814
train,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,38,38.0,1.0,1.0,1.0,0.10526315789473684
train,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_0_all_events,233,233.0,0.9957081545064378,0.26609442060085836,0.8454935622317596,0.1072961373390558
train,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,56,56.0,1.0,1.0,1.0,0.17857142857142858
train,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_0_all_events,163,163.0,0.9877300613496932,0.26993865030674846,0.8711656441717791,0.09202453987730061
train,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,39,39.0,1.0,1.0,1.0,0.23076923076923078
train,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_0_all_events,106,106.0,0.9905660377358491,0.1509433962264151,0.9056603773584906,0.03773584905660377
train,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,12,12.0,1.0,1.0,1.0,0.0
train,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_0_all_events,10,10.0,1.0,0.2,0.9,0.1
train,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,2,2.0,1.0,1.0,1.0,0.0
train,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_0_all_events,226,226.0,0.9823008849557522,0.21238938053097345,0.8716814159292036,0.10619469026548672
train,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,43,43.0,1.0,1.0,1.0,0.2558139534883721
train,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_0_all_events,136,136.0,1.0,0.33088235294117646,0.9117647058823529,0.11764705882352941
train,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,42,42.0,1.0,1.0,1.0,0.21428571428571427
train,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_0_all_events,69,69.0,0.9565217391304348,0.2753623188405797,0.855072463768116,0.043478260869565216
train,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,17,17.0,1.0,1.0,1.0,0.11764705882352941
train,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_0_all_events,66,66.0,1.0,0.3484848484848485,0.8939393939393939,0.18181818181818182
train,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,20,20.0,1.0,1.0,1.0,0.35
train,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_0_all_events,74,74.0,0.9864864864864865,0.20270270270270271,0.918918918918919,0.05405405405405406
train,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,14,14.0,1.0,1.0,1.0,0.07142857142857142
train,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_0_all_events,33,33.0,0.9696969696969697,0.18181818181818182,0.9393939393939394,0.030303030303030304
train,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,6,6.0,1.0,1.0,1.0,0.0
train,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_0_all_events,64,64.0,1.0,0.203125,0.84375,0.203125
train,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,11,11.0,1.0,1.0,1.0,0.36363636363636365
train,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_0_all_events,39,39.0,1.0,0.3076923076923077,0.8974358974358975,0.1282051282051282
train,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,12,12.0,1.0,1.0,1.0,0.3333333333333333
train,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_0_all_events,1656,1656.0,0.9830917874396136,0.2572463768115942,0.7578502415458938,0.16606280193236714
train,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,320,320.0,1.0,1.0,1.0,0.346875
train,r03_seed_family_event,seed_family,per_family,oscillator,baseline_0_all_events,1162,1162.0,0.9896729776247849,0.22289156626506024,0.814974182444062,0.1342512908777969
train,r03_seed_family_event,seed_family,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,213,213.0,1.0,1.0,1.0,0.29577464788732394
train,r03_seed_family_event,seed_family,per_family,price_trend,baseline_0_all_events,1960,1960.0,0.986734693877551,0.23673469387755103,0.7576530612244898,0.1586734693877551
train,r03_seed_family_event,seed_family,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,358,358.0,1.0,1.0,1.0,0.31843575418994413
train,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_0_all_events,1793,1793.0,0.9866146123814835,0.2704963747908533,0.7635248187395427,0.15560513106525375
train,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,376,376.0,1.0,1.0,1.0,0.30851063829787234
train,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_0_all_events,3879,3879.0,0.9909770559422532,0.15184325857179687,0.8061356019592678,0.11446249033255994
train,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,472,472.0,1.0,1.0,1.0,0.2902542372881356
train,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_0_all_events,1406,1406.0,0.9871977240398293,0.2532005689900427,0.8108108108108109,0.11948790896159317
train,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,281,281.0,1.0,1.0,1.0,0.24555160142348753
train,r03_seed_family_event,seed_family,per_family,volume_money,baseline_0_all_events,2076,2076.0,0.9903660886319846,0.12042389210019268,0.8208092485549133,0.11175337186897881
train,r03_seed_family_event,seed_family,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,200,200.0,1.0,1.0,1.0,0.25
train,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_0_all_events,46729,22268.999999999996,0.987695900130226,0.18348376667115723,0.8160671785890702,0.12762135704342362
train,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,7471,3387.0,1.0,1.0,1.0,0.2831414230882787
train,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_0_all_events,5488,2851.0,0.990529638723255,0.17783233952998947,0.8340933005962821,0.11399508944230095
train,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,934,433.0,1.0,1.0,1.0,0.2748267898383372
train,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_0_all_events,2707,1691.0,0.9881726788882318,0.1986989946777055,0.8533412182140745,0.1153163808397398
train,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,473,298.0,1.0,1.0,1.0,0.2516778523489933
train,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_0_all_events,1022,741.0,0.9932523616734144,0.25775978407557354,0.8758434547908233,0.10526315789473684
train,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,232,169.0,1.0,1.0,1.0,0.21301775147928995
train,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_0_all_events,345,267.0,0.9887640449438202,0.2696629213483146,0.8764044943820225,0.12734082397003746
train,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,80,63.99999999999999,1.0,1.0,1.0,0.26562500000000006
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_0_all_events,13932,5139.0,0.9906596614127262,0.15119673088149446,0.8102743724460012,0.12122981124732438
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,2220,625.0,1.0,1.0,1.0,0.304
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_0_all_events,3021,3021.0,0.9814630916914929,0.1267792121813969,0.7960940086064218,0.05097649784839457
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,331,331.0,1.0,1.0,1.0,0.09063444108761329
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_0_all_events,3241,3241.0,0.9777846343721074,0.148410984264116,0.7787719839555692,0.04196235729713051
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,409,409.0,1.0,1.0,1.0,0.07823960880195599
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_0_all_events,3021,3021.0,0.9841112214498511,0.13141343925852367,0.8139688844753393,0.052962595167163194
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,346,346.0,1.0,1.0,1.0,0.10115606936416185
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_0_all_events,3237,3237.0,0.9839357429718876,0.11646586345381527,0.7917825146740809,0.04881062712388014
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,322,322.0,1.0,1.0,1.0,0.09006211180124224
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_0_all_events,4690,4690.0,0.9729211087420042,0.08507462686567165,0.7445628997867804,0.04605543710021322
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,334,334.0,1.0,1.0,1.0,0.11077844311377245
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_0_all_events,3171,3171.0,0.9750867234310943,0.1510564490696941,0.7619047619047619,0.04446546830652791
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,399,399.0,1.0,1.0,1.0,0.08521303258145363
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_0_all_events,4048,4048.0,0.9730731225296443,0.12055335968379446,0.7485177865612648,0.04199604743083004
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,416,416.0,1.0,1.0,1.0,0.08413461538461539
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_0_all_events,507,507.0,0.9763313609467456,0.126232741617357,0.7830374753451677,0.04930966469428008
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,55,55.0,1.0,1.0,1.0,0.03636363636363636
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_0_all_events,495,495.0,0.9696969696969697,0.15353535353535352,0.7151515151515152,0.026262626262626262
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,60,60.0,1.0,1.0,1.0,0.08333333333333333
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_0_all_events,297,297.0,0.9865319865319865,0.15488215488215487,0.8013468013468014,0.02356902356902357
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,37,37.0,1.0,1.0,1.0,0.02702702702702703
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_0_all_events,724,724.0,0.9792817679558011,0.09530386740331492,0.7845303867403315,0.04558011049723757
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,57,57.0,1.0,1.0,1.0,0.07017543859649122
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_0_all_events,286,286.0,0.9755244755244755,0.12937062937062938,0.7797202797202797,0.04895104895104895
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,35,35.0,1.0,1.0,1.0,0.02857142857142857
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_0_all_events,419,419.0,0.9665871121718377,0.17422434367541767,0.7136038186157518,0.026252983293556086
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,58,58.0,1.0,1.0,1.0,0.05172413793103448
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_0_all_events,496,496.0,0.967741935483871,0.13306451612903225,0.7278225806451613,0.038306451612903226
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,55,55.0,1.0,1.0,1.0,0.05454545454545454
validation,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_0_all_events,157,157.0,0.9872611464968153,0.20382165605095542,0.7452229299363057,0.050955414012738856
validation,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,24,24.0,1.0,1.0,1.0,0.125
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_0_all_events,337,337.0,0.9821958456973294,0.16913946587537093,0.7537091988130564,0.04747774480712166
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,49,49.0,1.0,1.0,1.0,0.10204081632653061
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_0_all_events,184,184.0,0.9836956521739131,0.21195652173913043,0.7934782608695652,0.05434782608695652
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,33,33.0,1.0,1.0,1.0,0.09090909090909091
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_0_all_events,172,172.0,0.9941860465116279,0.19186046511627908,0.7151162790697675,0.029069767441860465
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,23,23.0,1.0,1.0,1.0,0.043478260869565216
validation,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_0_all_events,61,61.0,1.0,0.09836065573770492,0.8688524590163934,0.08196721311475409
validation,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,5,5.0,1.0,1.0,1.0,0.2
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_0_all_events,313,313.0,0.987220447284345,0.15335463258785942,0.7571884984025559,0.038338658146964855
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,38,38.0,1.0,1.0,1.0,0.13157894736842105
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_0_all_events,244,244.0,0.9795081967213115,0.1721311475409836,0.7377049180327869,0.040983606557377046
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,37,37.0,1.0,1.0,1.0,0.13513513513513514
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_0_all_events,91,91.0,0.978021978021978,0.16483516483516483,0.8351648351648352,0.03296703296703297
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,13,13.0,1.0,1.0,1.0,0.15384615384615385
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_0_all_events,117,117.0,0.9914529914529915,0.1623931623931624,0.8205128205128205,0.07692307692307693
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,18,18.0,1.0,1.0,1.0,0.16666666666666666
validation,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_0_all_events,95,95.0,0.9789473684210527,0.2631578947368421,0.8210526315789474,0.08421052631578947
validation,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,23,23.0,1.0,1.0,1.0,0.17391304347826086
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_0_all_events,75,75.0,0.9733333333333334,0.22666666666666666,0.7466666666666667,0.013333333333333334
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,15,15.0,1.0,1.0,1.0,0.06666666666666667
validation,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_0_all_events,3,3.0,1.0,0.0,0.3333333333333333,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,0,0.0,,,,
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_0_all_events,113,113.0,1.0,0.21238938053097345,0.831858407079646,0.07964601769911504
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,20,20.0,1.0,1.0,1.0,0.1
validation,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_0_all_events,74,74.0,1.0,0.22972972972972974,0.8378378378378378,0.013513513513513514
validation,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,17,17.0,1.0,1.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_0_all_events,35,35.0,1.0,0.4,0.9142857142857143,0.08571428571428572
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,13,13.0,1.0,1.0,1.0,0.07692307692307693
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_0_all_events,26,26.0,1.0,0.11538461538461539,0.8846153846153846,0.07692307692307693
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,3,3.0,1.0,1.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_0_all_events,30,30.0,1.0,0.13333333333333333,0.9,0.03333333333333333
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,4,4.0,1.0,1.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_0_all_events,18,18.0,1.0,0.2777777777777778,0.8888888888888888,0.05555555555555555
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,5,5.0,1.0,1.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_0_all_events,28,28.0,1.0,0.03571428571428571,0.8571428571428571,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,1,1.0,1.0,1.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_0_all_events,17,17.0,1.0,0.17647058823529413,0.9411764705882353,0.11764705882352941
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,3,3.0,1.0,1.0,1.0,0.0
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_0_all_events,862,862.0,0.9640371229698376,0.12877030162412992,0.7436194895591647,0.058004640371229696
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,87,87.0,1.0,1.0,1.0,0.14942528735632185
validation,r03_seed_family_event,seed_family,per_family,oscillator,baseline_0_all_events,511,511.0,0.9510763209393346,0.12720156555772993,0.7416829745596869,0.05870841487279843
validation,r03_seed_family_event,seed_family,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,47,47.0,1.0,1.0,1.0,0.14893617021276595
validation,r03_seed_family_event,seed_family,per_family,price_trend,baseline_0_all_events,899,899.0,0.9688542825361512,0.11568409343715239,0.7753058954393771,0.06674082313681869
validation,r03_seed_family_event,seed_family,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,84,84.0,1.0,1.0,1.0,0.16666666666666666
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_0_all_events,776,776.0,0.9716494845360825,0.15463917525773196,0.7719072164948454,0.059278350515463915
