split,event_scope,event_stage,family_group,family_id,baseline,event_count,weighted_event_count,shape_eval_complete_rate,bad_score_complete_rate,filter_path_complete_rate,signal_anchor_big_winner_rate
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,82,82.0,1.0,1.0,1.0,0.18292682926829268
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_0_all_events,325,325.0,0.9876923076923076,0.3384615384615385,0.8153846153846154,0.06153846153846154
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,91,91.0,1.0,1.0,1.0,0.12087912087912088
all,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_0_all_events,156,156.0,0.9807692307692307,0.3141025641025641,0.8012820512820513,0.038461538461538464
all,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,41,41.0,1.0,1.0,1.0,0.07317073170731707
all,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_0_all_events,119,119.0,1.0,0.2857142857142857,0.8571428571428571,0.11764705882352941
all,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,28,28.0,1.0,1.0,1.0,0.25
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_0_all_events,157,157.0,0.9872611464968153,0.267515923566879,0.821656050955414,0.044585987261146494
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,33,33.0,1.0,1.0,1.0,0.030303030303030304
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_0_all_events,79,79.0,0.9746835443037974,0.26582278481012656,0.810126582278481,0.02531645569620253
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,19,19.0,1.0,1.0,1.0,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_0_all_events,120,120.0,0.9916666666666667,0.20833333333333334,0.8416666666666667,0.11666666666666667
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,21,21.0,1.0,1.0,1.0,0.19047619047619047
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_0_all_events,76,76.0,1.0,0.35526315789473684,0.8552631578947368,0.11842105263157894
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,22,22.0,1.0,1.0,1.0,0.18181818181818182
all,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_0_all_events,3266,3266.0,0.9724433557868953,0.23606858542559706,0.7225964482547459,0.1200244947948561
all,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,520,520.0,1.0,1.0,1.0,0.25384615384615383
all,r03_seed_family_event,seed_family,per_family,oscillator,baseline_0_all_events,2387,2387.0,0.9757017176372015,0.21323837452869712,0.7394218684541265,0.09551738583996648
all,r03_seed_family_event,seed_family,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,370,370.0,1.0,1.0,1.0,0.21081081081081082
all,r03_seed_family_event,seed_family,per_family,price_trend,baseline_0_all_events,3708,3708.0,0.9781553398058253,0.2262675296655879,0.7351672060409924,0.11677454153182308
all,r03_seed_family_event,seed_family,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,585,585.0,1.0,1.0,1.0,0.2376068376068376
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_0_all_events,3369,3369.0,0.9789254971801722,0.26031463342238054,0.7370139507272188,0.11516770555060848
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,622,622.0,1.0,1.0,1.0,0.23311897106109325
all,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_0_all_events,8490,8490.0,0.9756183745583039,0.14511189634864546,0.7445229681978799,0.07997644287396938
all,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,900,900.0,1.0,1.0,1.0,0.1922222222222222
all,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_0_all_events,2992,2992.0,0.9759358288770054,0.23830213903743316,0.732620320855615,0.08823529411764706
all,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,510,510.0,1.0,1.0,1.0,0.17647058823529413
all,r03_seed_family_event,seed_family,per_family,volume_money,baseline_0_all_events,4339,4339.0,0.975570407928094,0.11892141046324038,0.7467158331412768,0.08273795805485135
all,r03_seed_family_event,seed_family,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,380,380.0,1.0,1.0,1.0,0.1736842105263158
all,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_0_all_events,97836,47232.0,0.980373475609756,0.17958163956639567,0.7667259485094851,0.09040481029810297
all,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,14172,6501.0,1.0,1.0,1.0,0.1828949392401169
all,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_0_all_events,12303,6343.0,0.9807661989594829,0.1797256818540123,0.7616269903830994,0.07977297808607914
all,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,1881,876.0,1.0,1.0,1.0,0.1689497716894977
all,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_0_all_events,5946,3753.0,0.980548894217959,0.21129762856381562,0.7729816147082335,0.08073541167066348
all,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,988,628.0,1.0,1.0,1.0,0.160828025477707
all,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_0_all_events,2279,1649.0,0.9818071558520315,0.26258338386901153,0.8053365676167374,0.07640994542146756
all,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,497,349.0,1.0,1.0,1.0,0.14040114613180515
all,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_0_all_events,707,557.0,0.9892280071813285,0.2872531418312388,0.8258527827648114,0.0807899461400359
all,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,164,131.0,1.0,1.0,1.0,0.13740458015267176
all,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_0_all_events,28551,11003.0,0.9778242297555212,0.14496046532763793,0.7533399981823139,0.08624920476233755
all,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,3887,1177.0,1.0,1.0,1.0,0.19966015293118097
