split,event_scope,event_stage,family_group,family_id,bad_score_bucket,event_count,weighted_event_count,unique_instrument_count,unique_signal_date_count,p_good,p_bad,p_neutral,p_good_minus_p_bad,big_winner_rate
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,0_2,32,26.0,20,24,0.19230769230769232,0.8076923076923077,0.0,-0.6153846153846154,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,3_4,17,13.0,11,13,0.3076923076923077,0.6923076923076923,0.0,-0.3846153846153846,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,5_6,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,7plus,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,0_2,426,144.0,105,94,0.1597222222222222,0.8333333333333334,0.006944444444444444,-0.6736111111111112,0.020833333333333332
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,3_4,482,153.0,128,87,0.1764705882352941,0.8169934640522876,0.006535947712418299,-0.6405228758169934,0.0392156862745098
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,5_6,125,44.0,38,40,0.22727272727272727,0.75,0.022727272727272728,-0.5227272727272727,0.0909090909090909
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,7plus,35,12.0,12,12,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.0
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,0_2,804,804.0,256,495,0.05970149253731343,0.9390547263681592,0.0012437810945273632,-0.8793532338308458,0.2027363184079602
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,3_4,730,730.0,286,438,0.08082191780821918,0.9164383561643835,0.0027397260273972603,-0.8356164383561644,0.18493150684931506
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,5_6,217,217.0,154,168,0.08755760368663594,0.8894009216589862,0.02304147465437788,-0.8018433179723503,0.1889400921658986
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,7plus,124,124.0,112,108,0.06451612903225806,0.9354838709677419,0.0,-0.8709677419354838,0.20967741935483872
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,0_2,984,984.0,265,536,0.08739837398373984,0.9085365853658537,0.0040650406504065045,-0.8211382113821138,0.19410569105691056
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,3_4,900,900.0,287,462,0.11333333333333333,0.8855555555555555,0.0011111111111111111,-0.7722222222222223,0.16666666666666666
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,5_6,256,256.0,163,173,0.109375,0.86328125,0.02734375,-0.75390625,0.13671875
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,7plus,129,129.0,107,106,0.12403100775193798,0.8682170542635659,0.007751937984496124,-0.7441860465116279,0.2558139534883721
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,0_2,835,835.0,261,476,0.0658682634730539,0.932934131736527,0.0011976047904191617,-0.8670658682634731,0.20119760479041915
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,3_4,810,810.0,287,417,0.08148148148148149,0.9160493827160494,0.0024691358024691358,-0.8345679012345679,0.17160493827160495
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,5_6,230,230.0,163,170,0.08260869565217391,0.8956521739130435,0.021739130434782608,-0.8130434782608696,0.16956521739130434
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,7plus,129,129.0,107,112,0.07751937984496124,0.9224806201550387,0.0,-0.8449612403100775,0.20155038759689922
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,0_2,804,804.0,266,474,0.0708955223880597,0.927860696517413,0.0012437810945273632,-0.8569651741293532,0.1927860696517413
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,3_4,721,721.0,287,391,0.10124826629680998,0.897364771151179,0.0013869625520110957,-0.796116504854369,0.14840499306518723
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,5_6,194,194.0,137,150,0.0979381443298969,0.865979381443299,0.03608247422680412,-0.7680412371134021,0.11855670103092783
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,7plus,130,130.0,111,110,0.1076923076923077,0.8923076923076924,0.0,-0.7846153846153847,0.2230769230769231
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,0_2,825,825.0,267,480,0.08969696969696969,0.9054545454545454,0.0048484848484848485,-0.8157575757575757,0.17939393939393938
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,3_4,750,750.0,290,396,0.1,0.8946666666666667,0.005333333333333333,-0.7946666666666667,0.16666666666666666
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,5_6,203,203.0,143,156,0.11330049261083744,0.8719211822660099,0.014778325123152709,-0.7586206896551725,0.1724137931034483
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,7plus,126,126.0,108,107,0.10317460317460317,0.8968253968253969,0.0,-0.7936507936507937,0.16666666666666666
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,0_2,906,906.0,263,520,0.08167770419426049,0.91280353200883,0.005518763796909493,-0.8311258278145696,0.18322295805739514
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,3_4,883,883.0,294,448,0.11325028312570781,0.8822197055492639,0.004530011325028313,-0.768969422423556,0.16421291053227632
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,5_6,247,247.0,158,183,0.12955465587044535,0.8380566801619433,0.032388663967611336,-0.708502024291498,0.12955465587044535
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,7plus,130,130.0,105,102,0.1076923076923077,0.8846153846153846,0.007692307692307693,-0.7769230769230768,0.2076923076923077
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,0_2,881,881.0,262,494,0.07945516458569807,0.9160045402951191,0.004540295119182747,-0.8365493757094211,0.16572077185017026
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,3_4,856,856.0,278,428,0.10630841121495327,0.8913551401869159,0.002336448598130841,-0.7850467289719626,0.14953271028037382
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,5_6,246,246.0,154,177,0.1016260162601626,0.8780487804878049,0.02032520325203252,-0.7764227642276422,0.15040650406504066
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,7plus,122,122.0,102,107,0.09836065573770492,0.8852459016393442,0.01639344262295082,-0.7868852459016393,0.1885245901639344
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,0_2,120,120.0,93,109,0.03333333333333333,0.9666666666666667,0.0,-0.9333333333333333,0.15
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,3_4,130,130.0,105,111,0.11538461538461539,0.8769230769230769,0.007692307692307693,-0.7615384615384615,0.15384615384615385
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,5_6,35,35.0,32,31,0.08571428571428572,0.8857142857142857,0.02857142857142857,-0.7999999999999999,0.11428571428571428
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,7plus,21,21.0,20,21,0.2857142857142857,0.7142857142857143,0.0,-0.4285714285714286,0.23809523809523808
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,0_2,121,121.0,88,108,0.11570247933884298,0.8760330578512396,0.008264462809917356,-0.7603305785123966,0.1322314049586777
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,3_4,121,121.0,94,97,0.17355371900826447,0.8264462809917356,0.0,-0.6528925619834711,0.15702479338842976
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,5_6,27,27.0,26,23,0.1111111111111111,0.7777777777777778,0.1111111111111111,-0.6666666666666667,0.037037037037037035
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,7plus,13,13.0,13,13,0.3076923076923077,0.6923076923076923,0.0,-0.3846153846153846,0.38461538461538464
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,0_2,107,107.0,85,96,0.018691588785046728,0.9813084112149533,0.0,-0.9626168224299065,0.16822429906542055
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,3_4,99,99.0,83,77,0.1414141414141414,0.8585858585858586,0.0,-0.7171717171717171,0.15151515151515152
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,5_6,22,22.0,21,21,0.13636363636363635,0.8181818181818182,0.045454545454545456,-0.6818181818181819,0.045454545454545456
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,7plus,9,9.0,9,9,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.2222222222222222
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,0_2,175,175.0,117,148,0.05714285714285714,0.9428571428571428,0.0,-0.8857142857142857,0.18857142857142858
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,3_4,149,149.0,112,113,0.10738255033557047,0.8926174496644296,0.0,-0.7852348993288591,0.1476510067114094
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,5_6,28,28.0,26,26,0.14285714285714285,0.7857142857142857,0.07142857142857142,-0.6428571428571428,0.03571428571428571
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,7plus,20,20.0,18,20,0.2,0.8,0.0,-0.6000000000000001,0.15
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,0_2,73,73.0,59,67,0.0410958904109589,0.958904109589041,0.0,-0.9178082191780821,0.2191780821917808
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,3_4,56,56.0,49,50,0.07142857142857142,0.9285714285714286,0.0,-0.8571428571428572,0.16071428571428573
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,5_6,15,15.0,14,14,0.2,0.8,0.0,-0.6000000000000001,0.06666666666666667
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,7plus,11,11.0,10,11,0.18181818181818182,0.8181818181818182,0.0,-0.6363636363636365,0.2727272727272727
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,0_2,121,121.0,90,109,0.0743801652892562,0.9090909090909091,0.01652892561983471,-0.8347107438016529,0.15702479338842976
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,3_4,128,128.0,93,102,0.1640625,0.828125,0.0078125,-0.6640625,0.1328125
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,5_6,22,22.0,20,19,0.18181818181818182,0.7272727272727273,0.09090909090909091,-0.5454545454545454,0.13636363636363635
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,7plus,13,13.0,13,13,0.38461538461538464,0.5384615384615384,0.07692307692307693,-0.1538461538461538,0.15384615384615385
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,0_2,97,97.0,79,86,0.13402061855670103,0.845360824742268,0.020618556701030927,-0.711340206185567,0.07216494845360824
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,3_4,111,111.0,90,92,0.1981981981981982,0.7927927927927928,0.009009009009009009,-0.5945945945945946,0.16216216216216217
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,5_6,24,24.0,21,24,0.08333333333333333,0.875,0.041666666666666664,-0.7916666666666666,0.16666666666666666
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,7plus,13,13.0,13,13,0.15384615384615385,0.8461538461538461,0.0,-0.6923076923076923,0.23076923076923078
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,0_2,48,48.0,43,46,0.16666666666666666,0.8125,0.020833333333333332,-0.6458333333333334,0.125
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,3_4,58,58.0,53,51,0.06896551724137931,0.9310344827586207,0.0,-0.8620689655172413,0.1724137931034483
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,5_6,9,9.0,9,9,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.1111111111111111
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.0
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,0_2,105,105.0,84,96,0.12380952380952381,0.8666666666666667,0.009523809523809525,-0.7428571428571429,0.19047619047619047
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,3_4,85,85.0,71,69,0.09411764705882353,0.9058823529411765,0.0,-0.8117647058823529,0.15294117647058825
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,5_6,16,16.0,15,15,0.1875,0.625,0.1875,-0.4375,0.0625
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,7plus,9,9.0,9,9,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.2222222222222222
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,0_2,59,59.0,53,57,0.1694915254237288,0.8135593220338984,0.01694915254237288,-0.6440677966101696,0.11864406779661017
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,3_4,66,66.0,56,59,0.10606060606060606,0.8939393939393939,0.0,-0.7878787878787878,0.13636363636363635
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,5_6,8,8.0,8,8,0.125,0.875,0.0,-0.75,0.125
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,7plus,7,7.0,7,7,0.42857142857142855,0.5714285714285714,0.0,-0.14285714285714285,0.14285714285714285
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,0_2,43,43.0,39,41,0.18604651162790697,0.7906976744186046,0.023255813953488372,-0.6046511627906976,0.06976744186046512
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,3_4,45,45.0,40,42,0.08888888888888889,0.8888888888888888,0.022222222222222223,-0.7999999999999999,0.15555555555555556
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,5_6,6,6.0,6,6,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.0
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,7plus,4,4.0,4,4,0.75,0.25,0.0,0.5,0.25
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,0_2,17,17.0,16,17,0.058823529411764705,0.9411764705882353,0.0,-0.8823529411764706,0.11764705882352941
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,3_4,18,18.0,16,17,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.05555555555555555
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,5_6,3,3.0,3,3,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.3333333333333333
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,7plus,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.3333333333333333
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,0_2,104,104.0,84,94,0.09615384615384616,0.9038461538461539,0.0,-0.8076923076923077,0.23076923076923078
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,3_4,81,81.0,70,73,0.1728395061728395,0.8271604938271605,0.0,-0.654320987654321,0.16049382716049382
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,5_6,12,12.0,11,11,0.08333333333333333,0.9166666666666666,0.0,-0.8333333333333333,0.0
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,7plus,6,6.0,5,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.5
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,0_2,76,76.0,61,70,0.09210526315789473,0.8947368421052632,0.013157894736842105,-0.8026315789473685,0.2236842105263158
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,3_4,68,68.0,61,62,0.11764705882352941,0.8823529411764706,0.0,-0.7647058823529411,0.16176470588235295
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,5_6,18,18.0,16,18,0.05555555555555555,0.8888888888888888,0.05555555555555555,-0.8333333333333333,0.1111111111111111
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,7plus,12,12.0,12,12,0.25,0.75,0.0,-0.5,0.25
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,0_2,37,37.0,34,35,0.1891891891891892,0.8108108108108109,0.0,-0.6216216216216217,0.05405405405405406
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,3_4,35,35.0,32,32,0.08571428571428572,0.8857142857142857,0.02857142857142857,-0.7999999999999999,0.08571428571428572
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,5_6,5,5.0,5,5,0.2,0.8,0.0,-0.6000000000000001,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,7plus,5,5.0,5,5,0.2,0.8,0.0,-0.6000000000000001,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,0_2,45,45.0,44,44,0.022222222222222223,0.9777777777777777,0.0,-0.9555555555555555,0.1111111111111111
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,3_4,31,31.0,30,29,0.0967741935483871,0.9032258064516129,0.0,-0.8064516129032258,0.1935483870967742
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,5_6,16,16.0,15,15,0.0625,0.875,0.0625,-0.8125,0.0625
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,7plus,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,0_2,38,38.0,33,35,0.05263157894736842,0.9473684210526315,0.0,-0.894736842105263,0.13157894736842105
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,3_4,34,34.0,30,32,0.23529411764705882,0.7352941176470589,0.029411764705882353,-0.5,0.14705882352941177
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,5_6,13,13.0,12,9,0.15384615384615385,0.6923076923076923,0.15384615384615385,-0.5384615384615384,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,7plus,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,0_2,29,29.0,27,26,0.20689655172413793,0.7931034482758621,0.0,-0.5862068965517242,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,3_4,17,17.0,16,16,0.35294117647058826,0.6470588235294118,0.0,-0.29411764705882354,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,5_6,5,5.0,3,4,0.2,0.8,0.0,-0.6000000000000001,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,7plus,4,4.0,4,4,0.5,0.5,0.0,0.0,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,0_2,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,0_2,39,39.0,35,36,0.10256410256410256,0.8974358974358975,0.0,-0.7948717948717949,0.15384615384615385
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,3_4,32,32.0,29,31,0.15625,0.84375,0.0,-0.6875,0.1875
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,5_6,7,7.0,7,7,0.0,0.7142857142857143,0.2857142857142857,-0.7142857142857143,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,7plus,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,0_2,36,36.0,34,35,0.1111111111111111,0.8888888888888888,0.0,-0.7777777777777777,0.1388888888888889
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,3_4,32,32.0,31,31,0.125,0.875,0.0,-0.75,0.15625
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,5_6,17,17.0,16,16,0.23529411764705882,0.7647058823529411,0.0,-0.5294117647058822,0.058823529411764705
all,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,7plus,6,6.0,6,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.16666666666666666
all,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,0_2,21,21.0,20,21,0.19047619047619047,0.8095238095238095,0.0,-0.6190476190476191,0.09523809523809523
all,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,3_4,14,14.0,13,13,0.21428571428571427,0.7857142857142857,0.0,-0.5714285714285714,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,5_6,6,6.0,6,6,0.0,0.8333333333333334,0.16666666666666666,-0.8333333333333334,0.16666666666666666
all,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,0_2,18,18.0,17,18,0.05555555555555555,0.9444444444444444,0.0,-0.8888888888888888,0.2777777777777778
all,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,3_4,6,6.0,6,6,0.0,1.0,0.0,-1.0,0.16666666666666666
all,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,5_6,4,4.0,4,4,0.25,0.75,0.0,-0.5,0.25
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,0_2,18,18.0,17,18,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.05555555555555555
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,3_4,11,11.0,11,10,0.18181818181818182,0.8181818181818182,0.0,-0.6363636363636365,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,5_6,3,3.0,3,3,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.3333333333333333
all,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,0_2,7,7.0,7,7,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,3_4,8,8.0,8,8,0.125,0.875,0.0,-0.75,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,5_6,3,3.0,3,3,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,0_2,8,8.0,8,8,0.125,0.875,0.0,-0.75,0.25
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,3_4,8,8.0,7,8,0.0,1.0,0.0,-1.0,0.125
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,5_6,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.4
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,0_2,7,7.0,7,7,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.2857142857142857
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,3_4,8,8.0,8,8,0.0,1.0,0.0,-1.0,0.125
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,5_6,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.3333333333333333
all,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,7plus,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.25
all,r03_seed_family_event,seed_family,per_family,momentum_rps,0_2,229,229.0,161,196,0.026200873362445413,0.9737991266375546,0.0,-0.9475982532751093,0.2663755458515284
all,r03_seed_family_event,seed_family,per_family,momentum_rps,3_4,209,209.0,161,172,0.05741626794258373,0.937799043062201,0.004784688995215311,-0.8803827751196173,0.20095693779904306
all,r03_seed_family_event,seed_family,per_family,momentum_rps,5_6,54,54.0,47,50,0.12962962962962962,0.8703703703703703,0.0,-0.7407407407407407,0.3333333333333333
all,r03_seed_family_event,seed_family,per_family,momentum_rps,7plus,28,28.0,27,28,0.0,1.0,0.0,-1.0,0.21428571428571427
all,r03_seed_family_event,seed_family,per_family,oscillator,0_2,164,164.0,124,140,0.06097560975609756,0.9329268292682927,0.006097560975609756,-0.8719512195121952,0.21951219512195122
all,r03_seed_family_event,seed_family,per_family,oscillator,3_4,154,154.0,127,117,0.06493506493506493,0.922077922077922,0.012987012987012988,-0.8571428571428571,0.18831168831168832
all,r03_seed_family_event,seed_family,per_family,oscillator,5_6,38,38.0,36,35,0.18421052631578946,0.8157894736842105,0.0,-0.631578947368421,0.2631578947368421
all,r03_seed_family_event,seed_family,per_family,oscillator,7plus,14,14.0,14,14,0.07142857142857142,0.9285714285714286,0.0,-0.8571428571428572,0.14285714285714285
all,r03_seed_family_event,seed_family,per_family,price_trend,0_2,248,248.0,164,196,0.03225806451612903,0.967741935483871,0.0,-0.935483870967742,0.25
all,r03_seed_family_event,seed_family,per_family,price_trend,3_4,249,249.0,183,180,0.03614457831325301,0.9598393574297188,0.004016064257028112,-0.9236947791164658,0.18875502008032127
all,r03_seed_family_event,seed_family,per_family,price_trend,5_6,57,57.0,51,51,0.15789473684210525,0.8421052631578947,0.0,-0.6842105263157894,0.2982456140350877
all,r03_seed_family_event,seed_family,per_family,price_trend,7plus,31,31.0,30,29,0.06451612903225806,0.9354838709677419,0.0,-0.8709677419354838,0.16129032258064516
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,0_2,254,254.0,169,203,0.027559055118110236,0.9724409448818898,0.0,-0.9448818897637796,0.23622047244094488
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,3_4,272,272.0,198,199,0.06985294117647059,0.9264705882352942,0.003676470588235294,-0.8566176470588236,0.20220588235294118
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,5_6,63,63.0,55,56,0.1111111111111111,0.8888888888888888,0.0,-0.7777777777777777,0.23809523809523808
all,r03_seed_family_event,seed_family,per_family,pullback_drawdown,7plus,33,33.0,32,29,0.09090909090909091,0.9090909090909091,0.0,-0.8181818181818181,0.24242424242424243
all,r03_seed_family_event,seed_family,per_family,range_breakout,0_2,419,419.0,211,296,0.09307875894988067,0.9021479713603818,0.00477326968973747,-0.8090692124105011,0.1909307875894988
all,r03_seed_family_event,seed_family,per_family,range_breakout,3_4,349,349.0,225,249,0.11461318051575932,0.8796561604584527,0.0057306590257879654,-0.7650429799426934,0.17191977077363896
all,r03_seed_family_event,seed_family,per_family,range_breakout,5_6,94,94.0,77,85,0.1702127659574468,0.8191489361702128,0.010638297872340425,-0.648936170212766,0.20212765957446807
all,r03_seed_family_event,seed_family,per_family,range_breakout,7plus,38,38.0,36,34,0.15789473684210525,0.8421052631578947,0.0,-0.6842105263157894,0.13157894736842105
all,r03_seed_family_event,seed_family,per_family,volatility_band,0_2,197,197.0,146,157,0.08121827411167512,0.9137055837563451,0.005076142131979695,-0.83248730964467,0.17766497461928935
all,r03_seed_family_event,seed_family,per_family,volatility_band,3_4,234,234.0,178,165,0.10683760683760683,0.8846153846153846,0.008547008547008548,-0.7777777777777778,0.1623931623931624
all,r03_seed_family_event,seed_family,per_family,volatility_band,5_6,58,58.0,50,54,0.1724137931034483,0.8103448275862069,0.017241379310344827,-0.6379310344827586,0.2413793103448276
all,r03_seed_family_event,seed_family,per_family,volatility_band,7plus,21,21.0,20,19,0.047619047619047616,0.9523809523809523,0.0,-0.9047619047619047,0.2857142857142857
all,r03_seed_family_event,seed_family,per_family,volume_money,0_2,161,161.0,127,130,0.06832298136645963,0.9254658385093167,0.006211180124223602,-0.8571428571428571,0.15527950310559005
all,r03_seed_family_event,seed_family,per_family,volume_money,3_4,151,151.0,120,114,0.0728476821192053,0.9205298013245033,0.006622516556291391,-0.847682119205298,0.1456953642384106
all,r03_seed_family_event,seed_family,per_family,volume_money,5_6,48,48.0,46,43,0.14583333333333334,0.8541666666666666,0.0,-0.7083333333333333,0.20833333333333334
