slice_type,slice_value,label_family,readout_view,winner_barrier,c0_entry_n,c0_denominator_n,control_denominator_n,c0_winner_rate,control_winner_rate,winner_rate_diff,matched_c0_entry_coverage,enrichment_direction_status
calendar_year,2018,direct_entry,unconditional,direct_entry_win_up_10_h20,344,344,344,0.18313953488372092,0.13662790697674418,0.046511627906976744,1.0,positive
calendar_year,2018,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,344,92,80,0.4891304347826087,0.35,0.12558661145617672,1.0,insufficient_n
calendar_year,2018,direct_entry,unconditional,direct_entry_win_up_15_h20,344,344,344,0.0872093023255814,0.05232558139534884,0.03488372093023256,1.0,positive
calendar_year,2018,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,344,92,80,0.2391304347826087,0.175,0.06906487232574189,1.0,insufficient_n
calendar_year,2018,direct_entry,unconditional,direct_entry_win_up_20_h20,344,344,344,0.040697674418604654,0.02616279069767442,0.014534883720930232,1.0,positive
calendar_year,2018,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,344,92,80,0.10869565217391304,0.0875,0.0239648033126294,1.0,insufficient_n
calendar_year,2018,direct_entry,unconditional,direct_entry_win_up_20_h40,344,344,344,0.04941860465116279,0.04941860465116279,0.0,1.0,flat
calendar_year,2018,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,344,92,80,0.14130434782608695,0.1875,-0.04891304347826085,1.0,insufficient_n
calendar_year,2018,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,344,92,80,0.22826086956521738,0.2375,-0.015476190476190447,1.0,insufficient_n
calendar_year,2018,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,344,92,80,0.15217391304347827,0.1625,-0.011490683229813671,1.0,insufficient_n
calendar_year,2018,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,344,92,80,0.010869565217391304,0.05,-0.04109730848861284,1.0,insufficient_n
calendar_year,2018,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,344,92,80,0.05434782608695652,0.1375,-0.0937888198757764,1.0,insufficient_n
calendar_year,2019,direct_entry,unconditional,direct_entry_win_up_10_h20,2189,2189,2189,0.42256738236637736,0.4230242119689356,-0.00045682960255824414,1.0,flat
calendar_year,2019,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,2189,1474,1565,0.5597014925373134,0.5514376996805112,0.003044819758528398,1.0,positive
calendar_year,2019,direct_entry,unconditional,direct_entry_win_up_15_h20,2189,2189,2189,0.27409776153494747,0.27729556875285516,-0.0031978072179077235,1.0,flat
calendar_year,2019,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,2189,1474,1565,0.3812754409769335,0.37124600638977634,0.004029245652452372,1.0,positive
calendar_year,2019,direct_entry,unconditional,direct_entry_win_up_20_h20,2189,2189,2189,0.19186843307446322,0.18410232983097305,0.0077661032434901715,1.0,positive
calendar_year,2019,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,2189,1474,1565,0.2734056987788331,0.24920127795527156,0.0194347636018029,1.0,positive
calendar_year,2019,direct_entry,unconditional,direct_entry_win_up_20_h40,2189,2189,2189,0.271356783919598,0.26998629511192324,0.0013704888076747324,1.0,positive
calendar_year,2019,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,2189,1474,1565,0.3914518317503392,0.3693290734824281,0.014769495770986135,1.0,positive
calendar_year,2019,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,2189,1474,1565,0.34531886024423336,0.3035143769968051,0.03765597268634844,1.0,positive
calendar_year,2019,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,2189,1474,1565,0.2021709633649932,0.18274760383386582,0.016731403698873836,1.0,positive
calendar_year,2019,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,2189,1474,1565,0.1112618724559023,0.11501597444089456,-0.006150285557578315,1.0,flat
calendar_year,2019,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,2189,1474,1565,0.1628222523744912,0.1635782747603834,-0.0017760752072157006,1.0,flat
calendar_year,2020,direct_entry,unconditional,direct_entry_win_up_10_h20,3083,3083,3083,0.4443723645799546,0.41972105092442424,0.02465131365553033,1.0,positive
calendar_year,2020,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,3083,1744,1914,0.6817660550458715,0.6071055381400209,0.0674444096383894,1.0,positive
calendar_year,2020,direct_entry,unconditional,direct_entry_win_up_15_h20,3083,3083,3083,0.30554654557249433,0.2935452481349335,0.012001297437560822,1.0,positive
calendar_year,2020,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,3083,1744,1914,0.5,0.45141065830721006,0.0413711528099991,1.0,positive
calendar_year,2020,direct_entry,unconditional,direct_entry_win_up_20_h20,3083,3083,3083,0.21926694777813818,0.20142718131689913,0.017839766461239057,1.0,positive
calendar_year,2020,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,3083,1744,1914,0.36353211009174313,0.31713688610240337,0.040516521406265237,1.0,positive
calendar_year,2020,direct_entry,unconditional,direct_entry_win_up_20_h40,3083,3083,3083,0.32046707752189424,0.31852092118066816,0.0019461563412260705,1.0,positive
calendar_year,2020,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,3083,1744,1914,0.5424311926605505,0.5057471264367817,0.029977100002124005,1.0,positive
calendar_year,2020,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,3083,1744,1914,0.4610091743119266,0.42476489028213166,0.03355258898795849,1.0,positive
calendar_year,2020,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,3083,1744,1914,0.31020642201834864,0.2831765935214211,0.02562365360313574,1.0,positive
calendar_year,2020,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,3083,1744,1914,0.21502293577981652,0.19017763845350052,0.02562497327817267,1.0,positive
calendar_year,2020,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,3083,1744,1914,0.2998853211009174,0.26541274817136884,0.03537878308438882,1.0,positive
calendar_year,2021,direct_entry,unconditional,direct_entry_win_up_10_h20,2687,2687,2687,0.4175660588016375,0.3803498325269818,0.03721622627465575,1.0,positive
calendar_year,2021,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,2687,1517,1574,0.6209624258404747,0.5476493011435832,0.07135178066749275,1.0,positive
calendar_year,2021,direct_entry,unconditional,direct_entry_win_up_15_h20,2687,2687,2687,0.2679568291775214,0.2486043915147004,0.019352437662820996,1.0,positive
calendar_year,2021,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,2687,1517,1574,0.4317732366512854,0.3818297331639136,0.04806812247271511,1.0,positive
calendar_year,2021,direct_entry,unconditional,direct_entry_win_up_20_h20,2687,2687,2687,0.18273167100855972,0.1611462597692594,0.021585411239300335,1.0,positive
calendar_year,2021,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,2687,1517,1574,0.3085036255767963,0.2604828462515883,0.04708735713358152,1.0,positive
calendar_year,2021,direct_entry,unconditional,direct_entry_win_up_20_h40,2687,2687,2687,0.24823222925195385,0.22813546706363974,0.020096762188314108,1.0,positive
calendar_year,2021,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,2687,1517,1574,0.4245220830586684,0.3748411689961881,0.048400567204068656,1.0,positive
calendar_year,2021,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,2687,1517,1574,0.3328938694792353,0.3360864040660737,-0.00413176405528068,1.0,flat
calendar_year,2021,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,2687,1517,1574,0.20962425840474622,0.20076238881829733,0.008297730200339902,1.0,positive
calendar_year,2021,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,2687,1517,1574,0.14040870138431114,0.1315120711562897,0.007305530687388635,1.0,positive
calendar_year,2021,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,2687,1517,1574,0.1905075807514832,0.198856416772554,-0.009437431045261735,1.0,flat
calendar_year,2022,direct_entry,unconditional,direct_entry_win_up_10_h20,749,749,749,0.24966622162883845,0.21495327102803738,0.03471295060080107,1.0,positive
calendar_year,2022,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,749,439,484,0.3804100227790433,0.2892561983471074,0.09126233107804925,1.0,positive
calendar_year,2022,direct_entry,unconditional,direct_entry_win_up_15_h20,749,749,749,0.14018691588785046,0.1054739652870494,0.034712950600801075,1.0,positive
calendar_year,2022,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,749,439,484,0.23234624145785876,0.1590909090909091,0.07264376222391128,1.0,positive
calendar_year,2022,direct_entry,unconditional,direct_entry_win_up_20_h20,749,749,749,0.07209612817089453,0.06942590120160214,0.002670226969292393,1.0,positive
calendar_year,2022,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,749,439,484,0.12072892938496584,0.10330578512396695,0.019117937767329264,1.0,positive
calendar_year,2022,direct_entry,unconditional,direct_entry_win_up_20_h40,749,749,749,0.1321762349799733,0.12550066755674233,0.006675567423230973,1.0,positive
calendar_year,2022,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,749,439,484,0.22323462414578588,0.19008264462809918,0.03304671619680478,1.0,positive
calendar_year,2022,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,749,439,484,0.2733485193621868,0.24793388429752067,0.021659859895968907,1.0,positive
calendar_year,2022,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,749,439,484,0.12984054669703873,0.128099173553719,0.00043363006951772963,1.0,positive
calendar_year,2022,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,749,439,484,0.07289293849658314,0.07231404958677685,0.0006916099588436678,1.0,positive
calendar_year,2022,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,749,439,484,0.1275626423690205,0.14256198347107438,-0.01456653956645872,1.0,negative
calendar_year,2023,direct_entry,unconditional,direct_entry_win_up_10_h20,1402,1402,1402,0.29029957203994294,0.25178316690442226,0.03851640513552069,1.0,positive
calendar_year,2023,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,1402,981,975,0.38328236493374107,0.3394871794871795,0.05100870139685412,1.0,positive
calendar_year,2023,direct_entry,unconditional,direct_entry_win_up_15_h20,1402,1402,1402,0.15691868758915833,0.1276747503566334,0.029243937232524966,1.0,positive
calendar_year,2023,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,1402,981,975,0.21406727828746178,0.1764102564102564,0.04316040247013776,1.0,positive
calendar_year,2023,direct_entry,unconditional,direct_entry_win_up_20_h20,1402,1402,1402,0.08273894436519258,0.07203994293865906,0.010699001426533523,1.0,positive
calendar_year,2023,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,1402,981,975,0.1162079510703364,0.09846153846153846,0.021687985323398634,1.0,positive
calendar_year,2023,direct_entry,unconditional,direct_entry_win_up_20_h40,1402,1402,1402,0.15121255349500715,0.12339514978601997,0.027817403708987155,1.0,positive
calendar_year,2023,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,1402,981,975,0.21406727828746178,0.1723076923076923,0.04805731469322284,1.0,positive
calendar_year,2023,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,1402,981,975,0.27217125382262997,0.21025641025641026,0.067279564577576,1.0,positive
calendar_year,2023,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,1402,981,975,0.1559633027522936,0.11692307692307692,0.044438796419815914,1.0,positive
calendar_year,2023,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,1402,981,975,0.09276248725790011,0.06461538461538462,0.030788817497383485,1.0,positive
calendar_year,2023,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,1402,981,975,0.15902140672782875,0.15794871794871795,0.0051998929906994845,1.0,positive
calendar_year,2024,direct_entry,unconditional,direct_entry_win_up_10_h20,2039,2039,2039,0.3589995095635115,0.3271211378126533,0.031878371750858274,1.0,positive
calendar_year,2024,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,2039,1312,1418,0.4992378048780488,0.42665726375176305,0.06791966729749446,1.0,positive
calendar_year,2024,direct_entry,unconditional,direct_entry_win_up_15_h20,2039,2039,2039,0.22560078469838157,0.19225110348209906,0.03334968121628249,1.0,positive
calendar_year,2024,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,2039,1312,1418,0.31859756097560976,0.2609308885754584,0.05301408100843005,1.0,positive
calendar_year,2024,direct_entry,unconditional,direct_entry_win_up_20_h20,2039,2039,2039,0.14369789112309955,0.10936733692986758,0.03433055419323198,1.0,positive
calendar_year,2024,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,2039,1312,1418,0.2073170731707317,0.14950634696755993,0.05540227063091512,1.0,positive
calendar_year,2024,direct_entry,unconditional,direct_entry_win_up_20_h40,2039,2039,2039,0.18636586562040217,0.16331535066208927,0.023050514958312902,1.0,positive
calendar_year,2024,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,2039,1312,1418,0.2736280487804878,0.22708039492242596,0.04486838190959778,1.0,positive
calendar_year,2024,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,2039,1312,1418,0.2660060975609756,0.23695345557122707,0.024271341037024784,1.0,positive
calendar_year,2024,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,2039,1312,1418,0.14176829268292682,0.12482369534555712,0.01419791275759811,1.0,positive
calendar_year,2024,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,2039,1312,1418,0.07088414634146341,0.06770098730606489,-0.00025623840917542704,1.0,flat
calendar_year,2024,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,2039,1312,1418,0.11051829268292683,0.09943582510578279,0.0067107201075814575,1.0,positive
calendar_year,2025,direct_entry,unconditional,direct_entry_win_up_10_h20,2620,2620,2620,0.3706106870229008,0.3377862595419847,0.03282442748091604,1.0,positive
calendar_year,2025,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,2620,1922,2092,0.4614984391259105,0.3953154875717017,0.06800346597024505,1.0,positive
calendar_year,2025,direct_entry,unconditional,direct_entry_win_up_15_h20,2620,2620,2620,0.2362595419847328,0.20572519083969465,0.030534351145038167,1.0,positive
calendar_year,2025,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,2620,1922,2092,0.30749219562955254,0.2447418738049713,0.06393894445070121,1.0,positive
calendar_year,2025,direct_entry,unconditional,direct_entry_win_up_20_h20,2620,2620,2620,0.16412213740458015,0.1347328244274809,0.029389312977099236,1.0,positive
calendar_year,2025,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,2620,1922,2092,0.21956295525494277,0.1630019120458891,0.05756575424124748,1.0,positive
calendar_year,2025,direct_entry,unconditional,direct_entry_win_up_20_h40,2620,2620,2620,0.27977099236641223,0.2450381679389313,0.03473282442748092,1.0,positive
calendar_year,2025,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,2620,1922,2092,0.37721123829344433,0.3011472275334608,0.07556974456096247,1.0,positive
calendar_year,2025,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,2620,1922,2092,0.4120707596253902,0.3403441682600382,0.06867566580926031,1.0,positive
calendar_year,2025,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,2620,1922,2092,0.2700312174817898,0.21845124282982792,0.05066145371044998,1.0,positive
calendar_year,2025,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,2620,1922,2092,0.17793964620187305,0.13766730401529637,0.04035448945929118,1.0,positive
calendar_year,2025,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,2620,1922,2092,0.31477627471383973,0.26864244741873805,0.04380328551991146,1.0,positive
board_bucket,chinext,direct_entry,unconditional,direct_entry_win_up_10_h20,3115,3115,3115,0.4491171749598716,0.43402889245585874,0.015088282504012842,1.0,positive
board_bucket,chinext,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,3115,1591,1748,0.7203016970458831,0.6578947368421053,0.055181246609384324,1.0,positive
board_bucket,chinext,direct_entry,unconditional,direct_entry_win_up_15_h20,3115,3115,3115,0.3097913322632424,0.3017656500802568,0.008025682182985553,1.0,positive
board_bucket,chinext,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,3115,1591,1748,0.5405405405405406,0.4937070938215103,0.03584989413793344,1.0,positive
board_bucket,chinext,direct_entry,unconditional,direct_entry_win_up_20_h20,3115,3115,3115,0.2276083467094703,0.21284109149277688,0.014767255216693424,1.0,positive
board_bucket,chinext,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,3115,1591,1748,0.4142049025769956,0.35926773455377575,0.04466008962499182,1.0,positive
board_bucket,chinext,direct_entry,unconditional,direct_entry_win_up_20_h40,3115,3115,3115,0.2956661316211878,0.28731942215088285,0.008346709470304976,1.0,positive
board_bucket,chinext,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,3115,1591,1748,0.5474544311753614,0.4919908466819222,0.04335907648609669,1.0,positive
board_bucket,chinext,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,3115,1591,1748,0.4424890006285355,0.37528604118993136,0.06217829677818947,1.0,positive
board_bucket,chinext,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,3115,1591,1748,0.3004399748585795,0.2620137299771167,0.037647072566000465,1.0,positive
board_bucket,chinext,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,3115,1591,1748,0.2023884349465745,0.17906178489702518,0.022214683785544732,1.0,positive
board_bucket,chinext,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,3115,1591,1748,0.284098051539912,0.2534324942791762,0.030095027207511883,1.0,positive
board_bucket,main_board,direct_entry,unconditional,direct_entry_win_up_10_h20,11998,11998,11998,0.36489414902483747,0.3336389398233039,0.03125520920153359,1.0,positive
board_bucket,main_board,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,11998,7890,8354,0.49936628643852976,0.43907110366291596,0.058807763538996055,1.0,positive
board_bucket,main_board,direct_entry,unconditional,direct_entry_win_up_15_h20,11998,11998,11998,0.22762127021170195,0.20395065844307383,0.023670611768628103,1.0,positive
board_bucket,main_board,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,11998,7890,8354,0.32598225602027886,0.2786689011252095,0.046510243999075065,1.0,positive
board_bucket,main_board,direct_entry,unconditional,direct_entry_win_up_20_h20,11998,11998,11998,0.1487747957992999,0.1276879479913319,0.021086847807967993,1.0,positive
board_bucket,main_board,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,11998,7890,8354,0.21761723700887198,0.177759157289921,0.03991294348771036,1.0,positive
board_bucket,main_board,direct_entry,unconditional,direct_entry_win_up_20_h40,11998,11998,11998,0.230788464744124,0.2125354225704284,0.018253042173695617,1.0,positive
board_bucket,main_board,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,11998,7890,8354,0.3423320659062104,0.29961694996408905,0.04306262123265279,1.0,positive
board_bucket,main_board,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,11998,7890,8354,0.33751584283903674,0.3056021067751975,0.031279129540265765,1.0,positive
board_bucket,main_board,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,11998,7890,8354,0.20380228136882128,0.18063203255925306,0.022915687482963566,1.0,positive
board_bucket,main_board,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_20,11998,7890,8354,0.1253485424588086,0.11060569786928418,0.014618063626475154,1.0,positive
board_bucket,main_board,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U20_L10_H2_40,11998,7890,8354,0.19860583016476552,0.18805362700502753,0.010139638213402375,1.0,positive
market_regime_bucket,risk_on,direct_entry,unconditional,direct_entry_win_up_10_h20,15113,15113,15113,0.38225368887712563,0.3543307086614173,0.02792298021570833,1.0,positive
market_regime_bucket,risk_on,direct_entry,survivor_conditional,direct_entry_win_up_10_h20,15113,9481,10102,0.5364413036599515,0.47693526034448624,0.058199518610928265,1.0,positive
market_regime_bucket,risk_on,direct_entry,unconditional,direct_entry_win_up_15_h20,15113,15113,15113,0.2445576655859194,0.22411169192086283,0.020445973665056575,1.0,positive
market_regime_bucket,risk_on,direct_entry,survivor_conditional,direct_entry_win_up_15_h20,15113,9481,10102,0.3619871321590549,0.3158780439516927,0.0447222739274279,1.0,positive
market_regime_bucket,risk_on,direct_entry,unconditional,direct_entry_win_up_20_h20,15113,15113,15113,0.16502348971084496,0.1452391980414213,0.019784291669423675,1.0,positive
market_regime_bucket,risk_on,direct_entry,survivor_conditional,direct_entry_win_up_20_h20,15113,9481,10102,0.25060647611011494,0.20916650168283507,0.04070914204871009,1.0,positive
market_regime_bucket,risk_on,direct_entry,unconditional,direct_entry_win_up_20_h40,15113,15113,15113,0.24416065638853968,0.22794944749553364,0.01621120889300602,1.0,positive
market_regime_bucket,risk_on,direct_entry,survivor_conditional,direct_entry_win_up_20_h40,15113,9481,10102,0.37675350701402804,0.33290437537121365,0.04311234315807218,1.0,positive
market_regime_bucket,risk_on,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U10_L10_H2_20,15113,9481,10102,0.3551313152621032,0.3176598693328054,0.03646158480485424,1.0,positive
market_regime_bucket,risk_on,post_survivor_continuation,post_survivor_continuation,post_survivor_continuation_U15_L10_H2_20,15113,9481,10102,0.22001898533909925,0.19471391803603247,0.025386457765877984,1.0,positive
