split,board_bucket,calendar_month,market_regime_bucket,c0_entry_n,control_entry_eligible_n,control_sampled_n,calendar_year,control_match_multiplier,match_cell_status,control_shortfall_n,matched_c0_entry_coverage_contribution,control_sample_seed,control_sampling_mode
robustness,main_board,2025-02,risk_on,184,5816,184,2025,1,matched,0,0.012174948719645338,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-03,risk_on,244,8154,244,2025,1,matched,0,0.01614504069344273,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-04,risk_on,13,787,13,2025,1,matched,0,0.0008601865943227685,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-05,risk_on,129,2671,129,2025,1,matched,0,0.008535697743664394,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-06,risk_on,266,6934,266,2025,1,matched,0,0.01760074108383511,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-07,risk_on,363,8836,363,2025,1,matched,0,0.02401905644147423,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-08,risk_on,312,8087,312,2025,1,matched,0,0.020644478263746442,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-09,risk_on,217,8581,217,2025,1,matched,0,0.014358499305233904,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-10,risk_on,217,6583,217,2025,1,matched,0,0.014358499305233904,120713,without_replacement_fixed_canonical_sample
robustness,main_board,2025-11,risk_on,108,5089,108,2025,1,matched,0,0.007146165552835307,120713,without_replacement_fixed_canonical_sample
train,chinext,2018-01,risk_on,32,1467,32,2018,1,matched,0,0.002117382386025276,120713,without_replacement_fixed_canonical_sample
train,chinext,2018-03,risk_on,6,94,6,2018,1,matched,0,0.0003970091973797393,120713,without_replacement_fixed_canonical_sample
train,chinext,2018-05,risk_on,12,386,12,2018,1,matched,0,0.0007940183947594786,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-02,risk_on,99,1400,99,2019,1,matched,0,0.006550651756765698,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-03,risk_on,98,2001,98,2019,1,matched,0,0.006484483557202408,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-04,risk_on,43,2056,43,2019,1,matched,0,0.002845232581221465,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-07,risk_on,17,483,17,2019,1,matched,0,0.0011248593925759281,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-09,risk_on,73,1427,73,2019,1,matched,0,0.0048302785681201615,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-10,risk_on,38,1562,38,2019,1,matched,0,0.0025143915834050156,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-11,risk_on,18,681,18,2019,1,matched,0,0.001191027592139218,120713,without_replacement_fixed_canonical_sample
train,chinext,2019-12,risk_on,62,1438,62,2019,1,matched,0,0.004102428372923973,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-01,risk_on,97,1500,97,2020,1,matched,0,0.006418315357639119,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-02,risk_on,73,1526,73,2020,1,matched,0,0.0048302785681201615,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-03,risk_on,29,870,29,2020,1,matched,0,0.0019188777873354065,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-05,risk_on,61,1439,61,2020,1,matched,0,0.004036260173360682,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-06,risk_on,95,1905,95,2020,1,matched,0,0.006285978958512539,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-07,risk_on,90,2210,90,2020,1,matched,0,0.00595513796069609,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-08,risk_on,64,2035,64,2020,1,matched,0,0.004234764772050552,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-09,risk_on,26,773,26,2020,1,matched,0,0.001720373188645537,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-10,risk_on,24,676,24,2020,1,matched,0,0.0015880367895189573,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-11,risk_on,34,1766,34,2020,1,matched,0,0.0022497187851518562,120713,without_replacement_fixed_canonical_sample
train,chinext,2020-12,risk_on,67,2132,67,2020,1,matched,0,0.004433269370740422,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-01,risk_on,56,1944,56,2021,1,matched,0,0.0037054191755442334,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-02,risk_on,37,1363,37,2021,1,matched,0,0.0024482233838417256,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-03,risk_on,4,296,4,2021,1,matched,0,0.0002646727982531595,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-04,risk_on,1,99,1,2021,1,matched,0,6.616819956328988e-05,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-05,risk_on,47,1153,47,2021,1,matched,0,0.0031099053794746245,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-06,risk_on,90,2009,90,2021,1,matched,0,0.00595513796069609,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-07,risk_on,51,1647,51,2021,1,matched,0,0.003374578177727784,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-08,risk_on,35,1465,35,2021,1,matched,0,0.002315886984715146,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-09,risk_on,45,1555,45,2021,1,matched,0,0.002977568980348045,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-10,risk_on,20,580,20,2021,1,matched,0,0.0013233639912657977,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-11,risk_on,69,1331,69,2021,1,matched,0,0.004565605769867002,120713,without_replacement_fixed_canonical_sample
train,chinext,2021-12,risk_on,56,2243,56,2021,1,matched,0,0.0037054191755442334,120713,without_replacement_fixed_canonical_sample
train,main_board,2018-01,risk_on,228,5761,228,2018,1,matched,0,0.015086349500430094,120713,without_replacement_fixed_canonical_sample
train,main_board,2018-03,risk_on,18,382,18,2018,1,matched,0,0.001191027592139218,120713,without_replacement_fixed_canonical_sample
train,main_board,2018-05,risk_on,48,1551,48,2018,1,matched,0,0.0031760735790379146,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-02,risk_on,352,5647,352,2019,1,matched,0,0.023291206246278038,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-03,risk_on,328,8065,328,2019,1,matched,0,0.021703169456759083,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-04,risk_on,246,8150,246,2019,1,matched,0,0.016277377092569312,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-07,risk_on,96,1903,96,2019,1,matched,0,0.006352147158075829,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-09,risk_on,197,5800,197,2019,1,matched,0,0.013035135313968106,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-10,risk_on,149,6249,149,2019,1,matched,0,0.009859061734930192,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-11,risk_on,64,2736,64,2019,1,matched,0,0.004234764772050552,120713,without_replacement_fixed_canonical_sample
train,main_board,2019-12,risk_on,309,5690,309,2019,1,matched,0,0.020445973665056575,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-01,risk_on,200,6199,200,2020,1,matched,0,0.013233639912657977,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-02,risk_on,194,6206,194,2020,1,matched,0,0.012836630715278238,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-03,risk_on,145,3452,145,2020,1,matched,0,0.009594388936677033,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-05,risk_on,198,5801,198,2020,1,matched,0,0.013101303513531396,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-06,risk_on,280,7716,280,2020,1,matched,0,0.018527095877721167,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-07,risk_on,471,8725,471,2020,1,matched,0,0.031165221994309534,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-08,risk_on,223,8174,223,2020,1,matched,0,0.014755508502613644,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-09,risk_on,77,3122,77,2020,1,matched,0,0.005094951366373321,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-10,risk_on,121,2678,121,2020,1,matched,0,0.008006352147158075,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-11,risk_on,265,6933,265,2020,1,matched,0,0.017534572884271817,120713,without_replacement_fixed_canonical_sample
train,main_board,2020-12,risk_on,249,8548,249,2020,1,matched,0,0.01647588169125918,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-01,risk_on,287,7709,287,2021,1,matched,0,0.018990273274664196,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-02,risk_on,195,5402,195,2021,1,matched,0,0.012902798914841527,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-03,risk_on,25,1174,25,2021,1,matched,0,0.0016542049890822471,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-04,risk_on,11,389,11,2021,1,matched,0,0.0007278501951961887,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-05,risk_on,179,4620,179,2021,1,matched,0,0.01184410772182889,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-06,risk_on,223,8174,223,2021,1,matched,0,0.014755508502613644,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-07,risk_on,209,6590,209,2021,1,matched,0,0.013829153708727586,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-08,risk_on,215,5783,215,2021,1,matched,0,0.014226162906107325,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-09,risk_on,250,6148,250,2021,1,matched,0,0.01654204989082247,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-10,risk_on,64,2335,64,2021,1,matched,0,0.004234764772050552,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-11,risk_on,162,5436,162,2021,1,matched,0,0.01071924832925296,120713,without_replacement_fixed_canonical_sample
train,main_board,2021-12,risk_on,356,8842,356,2021,1,matched,0,0.0235558790445312,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-01,risk_on,9,291,9,2022,1,matched,0,0.000595513796069609,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-06,risk_on,9,91,9,2022,1,matched,0,0.000595513796069609,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-07,risk_on,27,1272,27,2022,1,matched,0,0.0017865413882088268,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-08,risk_on,47,1353,47,2022,1,matched,0,0.0031099053794746245,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-11,risk_on,17,483,17,2022,1,matched,0,0.0011248593925759281,120713,without_replacement_fixed_canonical_sample
validation,chinext,2022-12,risk_on,29,1171,29,2022,1,matched,0,0.0019188777873354065,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-01,risk_on,82,1518,82,2023,1,matched,0,0.005425792364189771,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-02,risk_on,48,1952,48,2023,1,matched,0,0.0031760735790379146,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-03,risk_on,34,1366,34,2023,1,matched,0,0.0022497187851518562,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-04,risk_on,58,1242,58,2023,1,matched,0,0.003837755574670813,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-07,risk_on,15,285,15,2023,1,matched,0,0.0009925229934493482,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-08,risk_on,15,785,15,2023,1,matched,0,0.0009925229934493482,120713,without_replacement_fixed_canonical_sample
validation,chinext,2023-11,risk_on,16,584,16,2023,1,matched,0,0.001058691193012638,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-01,risk_on,49,1151,49,2022,1,matched,0,0.003242241778601204,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-06,risk_on,22,378,22,2022,1,matched,0,0.0014557003903923774,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-07,risk_on,107,5093,107,2022,1,matched,0,0.007079997353272018,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-08,risk_on,184,5415,184,2022,1,matched,0,0.012174948719645338,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-11,risk_on,115,1885,115,2022,1,matched,0,0.0076093429497783365,120713,without_replacement_fixed_canonical_sample
validation,main_board,2022-12,risk_on,134,4661,134,2022,1,matched,0,0.008866538741480844,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-01,risk_on,320,6079,320,2023,1,matched,0,0.021173823860252763,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-02,risk_on,228,7771,228,2023,1,matched,0,0.015086349500430094,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-03,risk_on,152,5448,152,2023,1,matched,0,0.010057566333620063,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-04,risk_on,197,5003,197,2023,1,matched,0,0.013035135313968106,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-07,risk_on,125,1075,125,2023,1,matched,0,0.008271024945411235,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-08,risk_on,61,3139,61,2023,1,matched,0,0.004036260173360682,120713,without_replacement_fixed_canonical_sample
validation,main_board,2023-11,risk_on,51,2349,51,2023,1,matched,0,0.003374578177727784,120713,without_replacement_fixed_canonical_sample
