family,factor_id,split,instrument_segment,stock_date_count,normalization_sample_pass_count,normalization_sample_fail_count,min_history_count,uses_future_data_flag,cross_stock_fill_flag,factor_value_tie_share_in_lookback,factor_value_at_tie_cluster_flag
volume_surge_money_flow,alpha076,robustness,instrument_robustness_set,4570,4566,4,126,False,False,2.6072630134876817e-06,0.0
volume_surge_money_flow,alpha076,robustness,instrument_train_set,14289,14285,4,126,False,False,5.310000233293977e-06,0.0
volume_surge_money_flow,alpha076,robustness,instrument_validation_set,3999,3991,8,126,False,False,1.3634235074277967e-05,0.0
volume_surge_money_flow,alpha076,train,instrument_robustness_set,8507,7725,782,126,False,False,2.0131150449742563e-05,0.0
volume_surge_money_flow,alpha076,train,instrument_train_set,23297,20830,2467,126,False,False,1.8281078155268915e-05,0.0
volume_surge_money_flow,alpha076,train,instrument_validation_set,7204,6415,789,126,False,False,1.6770969523349777e-05,0.0
volume_surge_money_flow,alpha076,validation,instrument_robustness_set,4782,4772,10,126,False,False,8.335986422025599e-06,0.0
volume_surge_money_flow,alpha076,validation,instrument_train_set,13127,13100,27,126,False,False,1.7506510630482808e-05,0.0
volume_surge_money_flow,alpha076,validation,instrument_validation_set,3981,3971,10,126,False,False,1.5988936866051517e-05,0.0
volume_surge_money_flow,alpha080,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,robustness,instrument_validation_set,3999,3997,2,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,train,instrument_robustness_set,8507,7857,650,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,train,instrument_train_set,23297,21221,2076,126,False,False,1.8699657289289462e-07,0.0
volume_surge_money_flow,alpha080,train,instrument_validation_set,7204,6548,656,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,validation,instrument_robustness_set,4782,4778,4,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,validation,instrument_train_set,13127,13116,11,126,False,False,0.0,0.0
volume_surge_money_flow,alpha080,validation,instrument_validation_set,3981,3974,7,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,robustness,instrument_train_set,14289,14289,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,robustness,instrument_validation_set,3999,3998,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,train,instrument_robustness_set,8507,7898,609,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,train,instrument_train_set,23297,21373,1924,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,train,instrument_validation_set,7204,6610,594,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,validation,instrument_robustness_set,4782,4780,2,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,validation,instrument_train_set,13127,13121,6,126,False,False,0.0,0.0
volume_surge_money_flow,alpha081,validation,instrument_validation_set,3981,3981,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha086,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.2689657211303711,0.5617067833698031
volume_surge_money_flow,alpha086,robustness,instrument_train_set,14289,14289,0,126,False,False,0.27182096242904663,0.5733081391280006
volume_surge_money_flow,alpha086,robustness,instrument_validation_set,3999,3998,1,126,False,False,0.26248982548713684,0.5423855963990998
volume_surge_money_flow,alpha086,train,instrument_robustness_set,8507,7894,613,126,False,False,0.28435102105140686,0.5751733866227813
volume_surge_money_flow,alpha086,train,instrument_train_set,23297,21336,1961,126,False,False,0.2726591229438782,0.5341889513671289
volume_surge_money_flow,alpha086,train,instrument_validation_set,7204,6583,621,126,False,False,0.26818132400512695,0.5291504719600222
volume_surge_money_flow,alpha086,validation,instrument_robustness_set,4782,4779,3,126,False,False,0.2959689497947693,0.6231702216645755
volume_surge_money_flow,alpha086,validation,instrument_train_set,13127,13119,8,126,False,False,0.290507435798645,0.612097204235545
volume_surge_money_flow,alpha086,validation,instrument_validation_set,3981,3975,6,126,False,False,0.28546640276908875,0.6013564431047476
volume_surge_money_flow,alpha098,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0035786426160484552,0.0002188183807439825
volume_surge_money_flow,alpha098,robustness,instrument_train_set,14289,14289,0,126,False,False,0.004929324612021446,0.0
volume_surge_money_flow,alpha098,robustness,instrument_validation_set,3999,3997,2,126,False,False,0.005550830624997616,0.0
volume_surge_money_flow,alpha098,train,instrument_robustness_set,8507,7860,647,126,False,False,0.004210050217807293,0.00023510050546608676
volume_surge_money_flow,alpha098,train,instrument_train_set,23297,21237,2060,126,False,False,0.005743936635553837,4.2923981628535864e-05
volume_surge_money_flow,alpha098,train,instrument_validation_set,7204,6554,650,126,False,False,0.00628742016851902,0.0
volume_surge_money_flow,alpha098,validation,instrument_robustness_set,4782,4778,4,126,False,False,0.0050442880019545555,0.0006273525721455458
volume_surge_money_flow,alpha098,validation,instrument_train_set,13127,13117,10,126,False,False,0.005889542400836945,0.0
volume_surge_money_flow,alpha098,validation,instrument_validation_set,3981,3975,6,126,False,False,0.007487809751182795,0.0
volume_surge_money_flow,alpha100,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,robustness,instrument_validation_set,3999,3992,7,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,train,instrument_robustness_set,8507,7732,775,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,train,instrument_train_set,23297,20843,2454,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,train,instrument_validation_set,7204,6425,779,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,validation,instrument_robustness_set,4782,4772,10,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,validation,instrument_train_set,13127,13100,27,126,False,False,0.0,0.0
volume_surge_money_flow,alpha100,validation,instrument_validation_set,3981,3972,9,126,False,False,0.0,0.0
volume_surge_money_flow,alpha135,robustness,instrument_robustness_set,4570,4570,0,126,False,False,1.3024904546909966e-05,0.0
volume_surge_money_flow,alpha135,robustness,instrument_train_set,14289,14288,1,126,False,False,8.33200101624243e-06,0.0
volume_surge_money_flow,alpha135,robustness,instrument_validation_set,3999,3991,8,126,False,False,5.965804120933171e-06,0.0
volume_surge_money_flow,alpha135,train,instrument_robustness_set,8507,7751,756,126,False,False,9.598922042641789e-05,0.00023510050546608676
volume_surge_money_flow,alpha135,train,instrument_train_set,23297,20952,2345,126,False,False,5.758778206654824e-05,4.2923981628535864e-05
volume_surge_money_flow,alpha135,train,instrument_validation_set,7204,6467,737,126,False,False,9.204239177051932e-06,0.0
volume_surge_money_flow,alpha135,validation,instrument_robustness_set,4782,4771,11,126,False,False,8.317447282024659e-07,0.0
volume_surge_money_flow,alpha135,validation,instrument_train_set,13127,13098,29,126,False,False,3.029664128462173e-07,0.0
volume_surge_money_flow,alpha135,validation,instrument_validation_set,3981,3981,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,robustness,instrument_robustness_set,4570,4559,11,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,robustness,instrument_train_set,14289,14279,10,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,robustness,instrument_validation_set,3999,3986,13,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,train,instrument_robustness_set,8507,7666,841,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,train,instrument_train_set,23297,20681,2616,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,train,instrument_validation_set,7204,6360,844,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,validation,instrument_robustness_set,4782,4767,15,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,validation,instrument_train_set,13127,13086,41,126,False,False,0.0,0.0
volume_surge_money_flow,alpha145,validation,instrument_validation_set,3981,3967,14,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,robustness,instrument_robustness_set,4570,4566,4,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,robustness,instrument_train_set,14289,14285,4,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,robustness,instrument_validation_set,3999,3974,25,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,train,instrument_robustness_set,8507,7391,1116,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,train,instrument_train_set,23297,19889,3408,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,train,instrument_validation_set,7204,6118,1086,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,validation,instrument_robustness_set,4782,4755,27,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,validation,instrument_train_set,13127,13044,83,126,False,False,0.0,0.0
volume_surge_money_flow,alpha146,validation,instrument_validation_set,3981,3963,18,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,robustness,instrument_validation_set,3999,3992,7,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,train,instrument_robustness_set,8507,7732,775,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,train,instrument_train_set,23297,20843,2454,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,train,instrument_validation_set,7204,6425,779,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,validation,instrument_robustness_set,4782,4772,10,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,validation,instrument_train_set,13127,13100,27,126,False,False,0.0,0.0
volume_surge_money_flow,alpha168,validation,instrument_validation_set,3981,3972,9,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,robustness,instrument_validation_set,3999,3988,11,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,train,instrument_robustness_set,8507,7690,817,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,train,instrument_train_set,23297,20769,2528,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,train,instrument_validation_set,7204,6409,795,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,validation,instrument_robustness_set,4782,4768,14,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,validation,instrument_train_set,13127,13089,38,126,False,False,0.0,0.0
volume_surge_money_flow,alpha169,validation,instrument_validation_set,3981,3980,1,126,False,False,0.0,0.0
volume_surge_money_flow,alpha178,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0009727447759360075,0.0
volume_surge_money_flow,alpha178,robustness,instrument_train_set,14289,14289,0,126,False,False,0.002027894137427211,0.00139967807404297
volume_surge_money_flow,alpha178,robustness,instrument_validation_set,3999,3998,1,126,False,False,0.003346990793943405,0.0
volume_surge_money_flow,alpha178,train,instrument_robustness_set,8507,7894,613,126,False,False,0.003124530892819166,0.003996708592923475
volume_surge_money_flow,alpha178,train,instrument_train_set,23297,21336,1961,126,False,False,0.004197106231004,0.004120702236339443
volume_surge_money_flow,alpha178,train,instrument_validation_set,7204,6582,622,126,False,False,0.004202166572213173,0.000832870627429206
volume_surge_money_flow,alpha178,validation,instrument_robustness_set,4782,4779,3,126,False,False,0.0032354716677218676,0.0056461731493099125
volume_surge_money_flow,alpha178,validation,instrument_train_set,13127,13119,8,126,False,False,0.004005667753517628,0.007160813590310048
volume_surge_money_flow,alpha178,validation,instrument_validation_set,3981,3975,6,126,False,False,0.004021184053272009,0.002009545340366742
volume_surge_money_flow,alpha181,robustness,instrument_robustness_set,4570,4540,30,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,robustness,instrument_train_set,14289,14261,28,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,robustness,instrument_validation_set,3999,3974,25,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,train,instrument_robustness_set,8507,7444,1063,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,train,instrument_train_set,23297,20168,3129,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,train,instrument_validation_set,7204,6196,1008,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,validation,instrument_robustness_set,4782,4753,29,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,validation,instrument_train_set,13127,13043,84,126,False,False,0.0,0.0
volume_surge_money_flow,alpha181,validation,instrument_validation_set,3981,3955,26,126,False,False,0.0,0.0
vwap_deviation,alpha018,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0001469721319153905,0.0
vwap_deviation,alpha018,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0006077868747524917,0.0
vwap_deviation,alpha018,robustness,instrument_validation_set,3999,3997,2,126,False,False,0.0006027280469425023,0.0
vwap_deviation,alpha018,train,instrument_robustness_set,8507,7857,650,126,False,False,0.000790174410212785,0.0
vwap_deviation,alpha018,train,instrument_train_set,23297,21221,2076,126,False,False,0.0008962635765783489,0.00021461990814267932
vwap_deviation,alpha018,train,instrument_validation_set,7204,6548,656,126,False,False,0.0007429328979924321,0.0
vwap_deviation,alpha018,validation,instrument_robustness_set,4782,4778,4,126,False,False,0.00079206726513803,0.0012547051442910915
vwap_deviation,alpha018,validation,instrument_train_set,13127,13116,11,126,False,False,0.0009390875929966569,0.00015235773596404358
vwap_deviation,alpha018,validation,instrument_validation_set,3981,3974,7,126,False,False,0.0009744583512656391,0.0
vwap_deviation,alpha027,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
vwap_deviation,alpha027,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
vwap_deviation,alpha027,robustness,instrument_validation_set,3999,3992,7,126,False,False,0.0,0.0
vwap_deviation,alpha027,train,instrument_robustness_set,8507,7737,770,126,False,False,0.0,0.0
vwap_deviation,alpha027,train,instrument_train_set,23297,20868,2429,126,False,False,0.0,0.0
vwap_deviation,alpha027,train,instrument_validation_set,7204,6433,771,126,False,False,0.0,0.0
vwap_deviation,alpha027,validation,instrument_robustness_set,4782,4773,9,126,False,False,0.0,0.0
vwap_deviation,alpha027,validation,instrument_train_set,13127,13101,26,126,False,False,0.0,0.0
vwap_deviation,alpha027,validation,instrument_validation_set,3981,3972,9,126,False,False,0.0,0.0
vwap_deviation,alpha041,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0010886273812502623,0.0
vwap_deviation,alpha041,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0034404699690639973,0.003499195185107425
vwap_deviation,alpha041,robustness,instrument_validation_set,3999,3996,3,126,False,False,0.0009449669742025435,0.0
vwap_deviation,alpha041,train,instrument_robustness_set,8507,7821,686,126,False,False,0.0004628418537322432,0.0
vwap_deviation,alpha041,train,instrument_train_set,23297,21120,2177,126,False,False,0.004578894004225731,0.005580117611709662
vwap_deviation,alpha041,train,instrument_validation_set,7204,6518,686,126,False,False,0.0003646229160949588,0.0
vwap_deviation,alpha041,validation,instrument_robustness_set,4782,4777,5,126,False,False,0.0008948218310251832,0.0
vwap_deviation,alpha041,validation,instrument_train_set,13127,13113,14,126,False,False,0.003598567098379135,0.004418374342957263
vwap_deviation,alpha041,validation,instrument_validation_set,3981,3974,7,126,False,False,0.0007327502826228738,0.0
vwap_deviation,alpha095,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0,0.0
vwap_deviation,alpha095,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0,0.0
vwap_deviation,alpha095,robustness,instrument_validation_set,3999,3992,7,126,False,False,0.0,0.0
vwap_deviation,alpha095,train,instrument_robustness_set,8507,7732,775,126,False,False,0.0,0.0
vwap_deviation,alpha095,train,instrument_train_set,23297,20843,2454,126,False,False,0.0,0.0
vwap_deviation,alpha095,train,instrument_validation_set,7204,6425,779,126,False,False,0.0,0.0
vwap_deviation,alpha095,validation,instrument_robustness_set,4782,4772,10,126,False,False,0.0,0.0
vwap_deviation,alpha095,validation,instrument_train_set,13127,13100,27,126,False,False,0.0,0.0
vwap_deviation,alpha095,validation,instrument_validation_set,3981,3972,9,126,False,False,0.0,0.0
vwap_deviation,alpha144,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0012305477866902947,0.0
vwap_deviation,alpha144,robustness,instrument_train_set,14289,14289,0,126,False,False,0.0012169317342340946,0.0
vwap_deviation,alpha144,robustness,instrument_validation_set,3999,3998,1,126,False,False,0.0012250286526978016,0.0
vwap_deviation,alpha144,train,instrument_robustness_set,8507,7758,749,126,False,False,0.0015302792889997363,0.0
vwap_deviation,alpha144,train,instrument_train_set,23297,20989,2308,126,False,False,0.0014735182048752904,0.0
vwap_deviation,alpha144,train,instrument_validation_set,7204,6477,727,126,False,False,0.0014587192563340068,0.0
vwap_deviation,alpha144,validation,instrument_robustness_set,4782,4778,4,126,False,False,0.0012019684072583914,0.0
vwap_deviation,alpha144,validation,instrument_train_set,13127,13119,8,126,False,False,0.0012573576532304287,0.0
vwap_deviation,alpha144,validation,instrument_validation_set,3981,3975,6,126,False,False,0.001276835915632546,0.0
vwap_deviation,alpha156,robustness,instrument_robustness_set,4570,4570,0,126,False,False,0.0009863589657470584,0.0
vwap_deviation,alpha156,robustness,instrument_train_set,14289,14288,1,126,False,False,0.0017981933197006583,0.0018895653999580096
vwap_deviation,alpha156,robustness,instrument_validation_set,3999,3996,3,126,False,False,0.0008641809690743685,0.0
vwap_deviation,alpha156,train,instrument_robustness_set,8507,7821,686,126,False,False,0.00030744686955586076,0.0
vwap_deviation,alpha156,train,instrument_train_set,23297,21120,2177,126,False,False,0.0017382632941007614,0.003090526677254582
vwap_deviation,alpha156,train,instrument_validation_set,7204,6518,686,126,False,False,0.00022116507170721889,0.0
vwap_deviation,alpha156,validation,instrument_robustness_set,4782,4777,5,126,False,False,0.0007752496749162674,0.0
vwap_deviation,alpha156,validation,instrument_train_set,13127,13113,14,126,False,False,0.0018812575144693255,0.00297097585129885
vwap_deviation,alpha156,validation,instrument_validation_set,3981,3974,7,126,False,False,0.0006625857204198837,0.0
