instrument_id,stable_hash_mod10,instrument_segment,first_eligible_signal_date,last_eligible_signal_date,train_signal_count,validation_signal_count,robustness_signal_count,train_active_signal_week_share,validation_active_signal_week_share,robustness_active_signal_week_share
SH600309,2,instrument_train_set,2017-08-04,2025-12-19,186,98,102,0.8281938325991189,1.0,1.0
SH600332,8,instrument_robustness_set,2018-04-27,2024-06-07,128,35,8,0.5991189427312777,0.41414141414141425,0.09615384615384616
SH600340,8,instrument_robustness_set,2017-08-04,2020-12-18,173,0,0,0.7709251101321585,,
SH600346,9,instrument_robustness_set,2018-02-09,2025-12-19,200,98,102,0.8854625550660791,1.0,1.0
SH600348,8,instrument_robustness_set,2022-07-29,2022-07-29,0,1,0,,0.010101010101010102,
SH600350,2,instrument_train_set,2025-03-28,2025-07-18,0,0,16,,,0.15384615384615385
SH600352,8,instrument_robustness_set,2019-03-29,2021-03-12,20,0,0,0.10572687224669604,,
SH600362,4,instrument_train_set,2017-08-04,2025-12-19,161,98,102,0.7444933920704847,1.0,1.0
SH600372,1,instrument_train_set,2023-04-21,2025-12-19,0,35,101,,0.36363636363636376,0.9903846153846153
SH600377,4,instrument_train_set,2018-01-26,2025-12-19,61,10,102,0.2775330396475771,0.12121212121212119,1.0
SH600383,4,instrument_train_set,2017-08-04,2022-12-02,160,32,0,0.7400881057268723,0.3535353535353534,
SH600390,3,instrument_train_set,2017-08-04,2017-09-15,5,0,0,0.022026431718061675,,
SH600398,4,instrument_train_set,2018-03-09,2018-07-20,20,0,0,0.09691629955947138,,
SH600399,4,instrument_train_set,2021-08-06,2021-08-20,2,0,0,0.013215859030837005,,
SH600406,7,instrument_validation_set,2017-12-29,2025-12-19,206,98,102,0.9118942731277534,1.0,1.0
SH600415,4,instrument_train_set,2023-04-28,2025-12-19,0,3,64,,0.06060606060606061,0.6442307692307692
SH600418,3,instrument_train_set,2024-09-30,2025-12-19,0,0,64,,,0.6346153846153846
SH600426,1,instrument_train_set,2020-11-06,2025-12-19,60,98,54,0.26872246696035246,1.0,0.5480769230769232
SH600436,8,instrument_robustness_set,2018-03-23,2025-12-19,185,98,102,0.8281938325991189,1.0,1.0
SH600438,1,instrument_train_set,2017-12-22,2025-12-19,134,98,102,0.6123348017621145,1.0,1.0
SH600460,3,instrument_train_set,2021-05-28,2025-10-31,27,46,7,0.12334801762114538,0.48484848484848475,0.07692307692307691
SH600482,8,instrument_robustness_set,2024-07-19,2025-10-10,0,0,30,,0.010101010101010104,0.3461538461538462
SH600487,5,instrument_train_set,2017-11-03,2025-12-19,10,0,12,0.048458149779735685,,0.1442307692307692
SH600489,5,instrument_train_set,2020-07-24,2025-12-19,7,32,96,0.035242290748898675,0.3333333333333332,0.9423076923076924
SH600515,6,instrument_validation_set,2017-09-01,2017-12-15,15,0,0,0.07488986784140969,,
SH600516,5,instrument_train_set,2017-09-01,2018-05-18,14,0,0,0.0748898678414097,,
SH600518,0,instrument_train_set,2017-08-04,2019-04-19,77,0,0,0.34361233480176206,,
SH600519,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH600521,5,instrument_train_set,2020-07-10,2020-12-04,13,0,0,0.05726872246696035,,
SH600522,3,instrument_train_set,2021-11-12,2025-12-19,7,74,40,0.03524229074889868,0.7777777777777779,0.44230769230769246
SH600536,3,instrument_train_set,2020-08-07,2025-08-22,2,3,2,0.01762114537444934,0.030303030303030304,0.02884615384615385
SH600547,5,instrument_train_set,2017-08-04,2025-12-19,200,98,102,0.8898678414096914,1.0,1.0
SH600549,2,instrument_train_set,2025-10-31,2025-12-19,0,0,8,,,0.09615384615384616
SH600563,2,instrument_train_set,2021-11-12,2021-12-24,5,0,0,0.02643171806167401,,
SH600570,7,instrument_validation_set,2019-03-01,2025-12-19,144,98,46,0.6431718061674009,1.0,0.4807692307692307
SH600580,3,instrument_train_set,2025-08-22,2025-12-19,0,0,18,,,0.19230769230769235
SH600584,0,instrument_train_set,2020-07-03,2025-12-19,78,45,82,0.35242290748898675,0.49494949494949486,0.8076923076923078
SH600585,9,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH600588,6,instrument_validation_set,2018-03-02,2025-11-07,166,98,22,0.7488986784140969,1.0,0.2211538461538462
SH600600,5,instrument_train_set,2017-12-22,2025-12-19,182,98,102,0.8105726872246692,1.0,1.0
SH600606,1,instrument_train_set,2017-08-04,2022-05-13,221,18,0,0.982378854625551,0.19191919191919188,
SH600637,5,instrument_train_set,2017-08-04,2017-10-20,11,0,0,0.05286343612334801,,
SH600655,1,instrument_train_set,2021-05-21,2021-05-28,2,0,0,0.01762114537444934,,
SH600660,2,instrument_train_set,2017-08-04,2025-12-19,216,98,102,0.9559471365638766,1.0,1.0
SH600663,6,instrument_validation_set,2017-08-04,2024-12-20,65,1,12,0.29515418502202656,0.010101010101010098,0.125
SH600673,8,instrument_robustness_set,2025-08-15,2025-12-19,0,0,19,,,0.20192307692307696
SH600674,1,instrument_train_set,2021-03-12,2025-12-19,35,86,102,0.16299559471365635,0.898989898989899,1.0
SH600685,5,instrument_train_set,2020-07-24,2020-08-07,3,0,0,0.013215859030837005,,
SH600688,5,instrument_train_set,2017-08-04,2021-11-19,76,0,0,0.3436123348017621,,
SH600690,9,instrument_robustness_set,2017-08-04,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SH600702,9,instrument_robustness_set,2021-06-18,2023-07-28,28,54,0,0.12775330396475768,0.5858585858585857,
SH600703,2,instrument_train_set,2017-08-04,2025-12-19,198,98,99,0.8898678414096917,1.0,0.9807692307692306
SH600705,6,instrument_validation_set,2017-08-04,2019-04-19,34,0,0,0.16740088105726872,,
SH600732,6,instrument_validation_set,2021-12-10,2023-07-07,1,18,0,0.008810572687224672,0.21212121212121213,
SH600733,2,instrument_train_set,2021-04-23,2025-08-08,29,0,6,0.13215859030837002,,0.08653846153846155
SH600741,6,instrument_validation_set,2017-08-04,2025-12-19,226,98,89,1.0,1.0,0.8846153846153848
SH600745,9,instrument_robustness_set,2019-11-08,2025-11-21,100,98,14,0.4537444933920706,1.0,0.17307692307692307
SH600754,6,instrument_validation_set,2021-02-10,2023-08-04,32,72,0,0.158590308370044,0.7575757575757577,
SH600760,8,instrument_robustness_set,2018-01-05,2025-12-19,94,98,102,0.4361233480176212,1.0,1.0
SH600763,8,instrument_robustness_set,2020-06-24,2023-02-03,79,11,0,0.3524229074889868,0.14141414141414144,
SH600765,7,instrument_validation_set,2021-11-19,2022-10-28,2,2,0,0.01762114537444934,0.020202020202020204,
SH600779,3,instrument_train_set,2021-04-16,2022-01-21,32,3,0,0.14977973568281935,0.0303030303030303,
SH600795,2,instrument_train_set,2017-09-29,2025-12-19,75,87,102,0.35682819383259906,0.898989898989899,1.0
SH600801,2,instrument_train_set,2019-12-27,2021-09-10,36,0,0,0.17621145374449335,,0.02884615384615384
SH600803,7,instrument_validation_set,2021-04-02,2025-12-19,17,75,96,0.0881057268722467,0.7878787878787878,0.9519230769230769
SH600809,9,instrument_robustness_set,2017-10-27,2025-12-19,152,98,102,0.6916299559471365,1.0,1.0
SH600816,3,instrument_train_set,2017-08-04,2018-05-11,40,0,0,0.18061674008810572,,
SH600837,0,instrument_train_set,2017-08-04,2025-01-17,226,98,45,1.0,1.0,0.45192307692307687
SH600839,6,instrument_validation_set,2024-10-25,2025-09-19,0,0,13,,,0.1538461538461538
SH600845,5,instrument_train_set,2020-02-07,2025-12-19,91,98,102,0.4096916299559471,1.0,1.0
SH600848,0,instrument_train_set,2019-07-19,2020-07-10,17,0,0,0.1013215859030837,,
SH600862,7,instrument_validation_set,2021-01-08,2021-11-19,7,0,0,0.03964757709251102,,
SH600867,9,instrument_robustness_set,2018-05-04,2018-07-13,6,0,0,0.03524229074889868,,
SH600872,9,instrument_robustness_set,2020-07-10,2021-02-05,28,0,0,0.12775330396475768,,
SH600875,8,instrument_robustness_set,2021-09-03,2025-12-19,14,68,53,0.07488986784140972,0.696969696969697,0.5576923076923076
SH600879,9,instrument_robustness_set,2025-12-19,2025-12-19,0,0,1,,,0.028846153846153848
SH600884,8,instrument_robustness_set,2021-08-27,2022-09-16,17,30,0,0.08810572687224669,0.31313131313131315,
SH600885,2,instrument_train_set,2021-08-06,2021-12-24,12,0,0,0.061674008810572695,,
SH600886,0,instrument_train_set,2017-08-04,2025-12-19,185,98,102,0.8502202643171805,1.0,1.0
SH600887,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH600893,2,instrument_train_set,2017-08-04,2025-12-19,185,98,102,0.8458149779735684,1.0,1.0
SH600895,0,instrument_train_set,2025-08-01,2025-12-19,0,0,21,,,0.23076923076923078
SH600900,1,instrument_train_set,2017-08-04,2025-12-19,221,93,102,0.9779735682819387,0.9494949494949497,1.0
SH600905,3,instrument_train_set,2021-12-10,2025-12-19,3,98,102,0.017621145374449337,1.0,1.0
SH600918,1,instrument_train_set,2020-12-04,2025-12-19,56,44,3,0.2511013215859031,0.4848484848484847,0.07692307692307689
SH600919,2,instrument_train_set,2017-08-04,2025-12-19,220,98,102,0.9779735682819387,1.0,1.0
SH600926,3,instrument_train_set,2017-08-04,2025-12-19,95,98,102,0.4273127753303965,1.0,1.0
SH600938,1,instrument_train_set,2022-10-21,2025-12-19,0,60,102,,0.616161616161616,1.0
SH600941,4,instrument_train_set,2022-07-08,2025-12-19,0,74,102,,0.7575757575757577,1.0
SH600956,2,instrument_train_set,2021-03-26,2022-08-26,24,23,0,0.11894273127753308,0.25252525252525254,
SH600958,2,instrument_train_set,2017-08-04,2025-12-19,226,92,102,1.0,0.9494949494949497,1.0
SH600985,0,instrument_train_set,2024-04-12,2024-05-31,0,0,7,,,0.0673076923076923
SH600988,0,instrument_train_set,2025-04-18,2025-12-19,0,0,22,,,0.2403846153846153
SH600989,0,instrument_train_set,2019-11-15,2025-12-19,110,98,102,0.4889867841409693,1.0,1.0
SH600999,1,instrument_train_set,2017-08-04,2025-12-19,221,98,102,0.9779735682819387,1.0,1.0
SH601006,5,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601009,7,instrument_validation_set,2017-09-01,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SH601012,0,instrument_train_set,2017-09-15,2025-12-19,188,98,102,0.8370044052863437,1.0,1.0
SH601018,6,instrument_validation_set,2017-08-04,2025-12-19,125,53,102,0.5726872246696035,0.5454545454545453,1.0
SH601021,5,instrument_train_set,2020-12-31,2025-12-19,40,53,92,0.18502202643171808,0.595959595959596,0.9230769230769231
SH601058,1,instrument_train_set,2024-04-03,2025-12-19,0,0,19,,,0.23076923076923078
SH601059,9,instrument_robustness_set,2023-07-28,2025-11-07,0,21,46,,0.22222222222222224,0.5096153846153847
SH601061,7,instrument_validation_set,2025-10-10,2025-12-19,0,0,11,,,0.125
SH601066,2,instrument_train_set,2018-12-14,2025-12-19,157,98,102,0.6960352422907488,1.0,1.0
SH601077,2,instrument_train_set,2020-04-24,2025-12-19,36,0,96,0.16299559471365635,,0.9423076923076923
SH601088,0,instrument_train_set,2017-09-29,2025-12-19,218,98,96,0.9647577092511012,1.0,0.9519230769230768
SH601100,0,instrument_train_set,2020-02-28,2025-12-19,93,98,102,0.4185022026431718,1.0,1.0
SH601108,5,instrument_train_set,2018-05-04,2020-10-09,10,0,0,0.05726872246696035,,
SH601111,3,instrument_train_set,2017-08-04,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SH601117,7,instrument_validation_set,2021-08-13,2024-12-06,19,68,6,0.0881057268722467,0.707070707070707,0.10576923076923071
SH601127,3,instrument_train_set,2021-04-30,2025-12-19,35,87,102,0.158590308370044,0.8989898989898991,1.0
SH601136,6,instrument_validation_set,2023-08-04,2025-12-19,0,18,94,,0.1919191919191919,0.9326923076923078
SH601138,8,instrument_robustness_set,2018-12-07,2025-12-19,158,98,102,0.7004405286343613,1.0,1.0
SH601155,8,instrument_robustness_set,2017-12-08,2022-12-09,209,25,0,0.9251101321585901,0.2929292929292929,
SH601162,3,instrument_train_set,2019-04-19,2025-11-14,6,0,17,0.03964757709251101,,0.19230769230769235
SH601166,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601168,9,instrument_robustness_set,2025-09-30,2025-12-19,0,0,12,,,0.1442307692307692
SH601169,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601179,9,instrument_robustness_set,2025-11-07,2025-11-07,0,0,1,,,0.009615384615384616
SH601186,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601198,4,instrument_train_set,2017-08-25,2017-09-22,5,0,0,0.02643171806167401,,
SH601211,8,instrument_robustness_set,2017-08-04,2025-12-19,226,98,89,1.0,1.0,0.875
SH601212,5,instrument_train_set,2017-08-11,2017-09-15,6,0,0,0.03524229074889868,,
SH601216,1,instrument_train_set,2020-07-31,2025-02-14,19,0,2,0.09251101321585904,,0.03846153846153846
SH601225,2,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601229,7,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601231,7,instrument_validation_set,2020-02-21,2025-12-19,12,0,4,0.05726872246696035,,0.0673076923076923
SH601233,5,instrument_train_set,2021-01-15,2022-02-18,32,5,0,0.14977973568281935,0.0606060606060606,
SH601236,8,instrument_robustness_set,2020-01-03,2022-02-11,80,5,0,0.3656387665198237,0.07070707070707072,
SH601238,3,instrument_train_set,2017-08-04,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SH601288,9,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601298,3,instrument_train_set,2019-07-26,2025-12-19,3,0,85,0.026431718061674013,0.0101010101010101,0.8365384615384616
SH601318,9,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601319,3,instrument_train_set,2019-05-24,2025-12-19,135,98,102,0.5991189427312777,1.0,1.0
SH601328,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601336,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601360,5,instrument_train_set,2018-03-30,2025-12-19,186,84,96,0.8281938325991189,0.8787878787878788,0.9615384615384617
SH601377,2,instrument_train_set,2017-08-04,2025-12-19,97,67,60,0.4449339207048458,0.717171717171717,0.6057692307692307
SH601390,9,instrument_robustness_set,2017-08-04,2025-12-19,206,98,102,0.920704845814978,1.0,1.0
SH601398,7,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601456,1,instrument_train_set,2025-01-10,2025-12-19,0,0,50,,,0.5
SH601555,0,instrument_train_set,2025-08-15,2025-08-22,0,0,2,,,0.038461538461538464
SH601598,0,instrument_train_set,2025-09-19,2025-09-19,0,0,1,,,0.019230769230769232
SH601600,2,instrument_train_set,2017-08-04,2025-12-19,178,98,102,0.7973568281938325,1.0,1.0
SH601601,2,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601607,9,instrument_robustness_set,2017-08-04,2025-12-19,209,98,102,0.938325991189427,1.0,1.0
SH601615,4,instrument_train_set,2021-09-17,2023-04-07,11,50,0,0.057268722466960374,0.5151515151515151,
SH601618,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601628,8,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601633,5,instrument_train_set,2017-08-04,2025-12-19,206,98,102,0.9118942731277534,1.0,1.0
SH601636,2,instrument_train_set,2021-07-09,2021-09-10,10,0,0,0.048458149779735685,,
SH601658,6,instrument_validation_set,2020-06-12,2025-12-19,81,98,102,0.36123348017621154,1.0,1.0
SH601668,0,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601669,7,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601688,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601689,2,instrument_train_set,2021-10-15,2025-12-19,10,98,102,0.05286343612334802,1.0,1.0
SH601696,7,instrument_validation_set,2020-08-21,2021-06-25,30,0,0,0.14096916299559478,,0.009615384615384618
SH601698,5,instrument_train_set,2020-01-23,2025-12-19,100,56,102,0.4449339207048458,0.5959595959595959,1.0
SH601699,9,instrument_robustness_set,2021-09-10,2024-06-28,1,50,25,0.004405286343612334,0.5858585858585859,0.2596153846153846
SH601727,3,instrument_train_set,2017-08-04,2025-12-19,188,98,102,0.8370044052863437,1.0,1.0
SH601728,3,instrument_train_set,2022-02-25,2025-12-19,0,92,102,,0.9393939393939394,1.0
SH601766,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601788,8,instrument_robustness_set,2017-08-04,2025-12-19,182,98,102,0.8281938325991189,1.0,1.0
SH601799,8,instrument_robustness_set,2020-11-06,2022-01-14,57,2,0,0.2555066079295154,0.05050505050505051,
SH601800,0,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601808,5,instrument_train_set,2017-08-04,2025-12-19,164,98,102,0.73568281938326,1.0,1.0
SH601816,6,instrument_validation_set,2020-07-24,2025-12-19,75,98,102,0.33480176211453744,1.0,1.0
SH601818,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601825,8,instrument_robustness_set,2022-02-25,2025-12-19,0,82,102,,0.8383838383838385,1.0
SH601828,4,instrument_train_set,2018-07-20,2018-07-20,1,0,0,0.013215859030837005,,
SH601838,1,instrument_train_set,2022-01-21,2025-12-19,0,74,94,0.004405286343612334,0.7575757575757576,0.9230769230769231
SH601857,8,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601865,7,instrument_validation_set,2020-09-30,2024-12-13,65,98,27,0.290748898678414,1.0,0.298076923076923
SH601866,8,instrument_robustness_set,2021-09-10,2021-09-17,2,0,0,0.00881057268722467,,
SH601868,5,instrument_train_set,2022-04-01,2025-12-19,0,87,102,,0.8888888888888891,1.0
SH601869,3,instrument_train_set,2025-08-29,2025-12-19,0,0,17,,,0.18269230769230768
SH601872,4,instrument_train_set,2022-06-02,2025-12-19,0,45,84,,0.48484848484848486,0.8653846153846152
SH601877,8,instrument_robustness_set,2017-10-27,2025-12-19,173,88,26,0.7841409691629957,0.909090909090909,0.30769230769230765
SH601878,1,instrument_train_set,2017-12-22,2025-12-19,40,1,50,0.19383259911894266,0.010101010101010098,0.5096153846153848
SH601881,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601888,8,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601898,1,instrument_train_set,2017-08-04,2025-12-19,182,98,102,0.8061674008810572,1.0,1.0
SH601899,4,instrument_train_set,2017-08-04,2025-12-19,221,98,102,0.9779735682819387,1.0,1.0
SH601901,8,instrument_robustness_set,2017-08-04,2025-12-19,198,97,102,0.885462555066079,0.9898989898989898,1.0
SH601916,5,instrument_train_set,2020-05-29,2025-12-19,81,91,102,0.3612334801762115,0.9393939393939393,1.0
SH601919,1,instrument_train_set,2017-08-25,2025-12-19,169,98,102,0.7577092511013215,1.0,1.0
SH601933,5,instrument_train_set,2017-08-04,2025-04-18,186,0,9,0.8281938325991189,,0.09615384615384617
SH601939,9,instrument_robustness_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601958,3,instrument_train_set,2025-09-05,2025-09-05,0,0,1,,,0.038461538461538464
SH601966,7,instrument_validation_set,2021-01-08,2021-12-17,41,0,0,0.1894273127753304,,
SH601985,6,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601988,4,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH601989,0,instrument_train_set,2017-12-01,2025-08-01,204,98,74,0.9074889867841412,1.0,0.7307692307692306
SH601990,5,instrument_train_set,2020-03-06,2020-08-14,11,0,0,0.05286343612334801,,
SH601991,8,instrument_robustness_set,2017-08-04,2025-12-19,57,65,86,0.26431718061674003,0.6767676767676766,0.8653846153846151
SH601992,7,instrument_validation_set,2017-08-04,2018-04-13,34,0,0,0.1541850220264317,,
SH601995,4,instrument_train_set,2021-04-30,2025-11-07,35,98,96,0.15859030837004404,1.0,0.9326923076923079
SH601998,5,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH603019,7,instrument_validation_set,2020-05-08,2025-12-19,26,39,90,0.11894273127753306,0.404040404040404,0.903846153846154
SH603026,2,instrument_train_set,2021-08-20,2021-10-22,9,0,0,0.04405286343612335,,
SH603049,0,instrument_train_set,2025-12-12,2025-12-12,0,0,1,,,0.009615384615384616
SH603087,7,instrument_validation_set,2020-12-25,2021-07-09,29,0,0,0.12775330396475768,,
SH603127,0,instrument_train_set,2021-07-30,2021-11-26,16,0,0,0.07488986784140969,0.010101010101010102,
SH603160,4,instrument_train_set,2017-11-03,2021-11-26,123,0,0,0.568281938325991,,
SH603185,5,instrument_train_set,2021-07-09,2022-11-18,23,22,0,0.1013215859030837,0.22222222222222215,
SH603195,6,instrument_validation_set,2020-07-31,2025-12-19,74,98,102,0.3303964757709252,1.0,1.0
SH603198,8,instrument_robustness_set,2021-11-19,2024-11-08,6,44,16,0.03083700440528634,0.5050505050505051,0.1923076923076923
SH603228,0,instrument_train_set,2025-07-18,2025-12-19,0,0,23,,,0.24038461538461528
SH603233,4,instrument_train_set,2020-06-19,2021-04-23,36,0,0,0.1629955947136564,,
SH603259,8,instrument_robustness_set,2018-11-02,2025-12-19,163,98,102,0.722466960352423,1.0,1.0
SH603260,0,instrument_train_set,2018-05-18,2025-12-19,38,98,100,0.1762114537444934,1.0,0.9807692307692304
SH603288,7,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
