factor_id,rankic_feature_version,calendar_year,yearly_rankIC
alpha159,neutralized_rank_factor,2017,-0.0001902686461319289
alpha159,neutralized_rank_factor,2018,0.007598758125835861
alpha159,neutralized_rank_factor,2019,0.004647952305837322
alpha159,neutralized_rank_factor,2020,0.02465930387210043
alpha159,neutralized_rank_factor,2021,0.011831598407161388
alpha160,raw_rank_factor,2017,0.0850782817533551
alpha160,raw_rank_factor,2018,-0.005883863322129181
alpha160,raw_rank_factor,2019,0.05255019442702311
alpha160,raw_rank_factor,2020,0.08457017417701265
alpha160,raw_rank_factor,2021,-0.014657934223698928
alpha160,neutralized_rank_factor,2017,0.014572892012521418
alpha160,neutralized_rank_factor,2018,0.003640402154062216
alpha160,neutralized_rank_factor,2019,0.035203457845153684
alpha160,neutralized_rank_factor,2020,0.049073959172227705
alpha160,neutralized_rank_factor,2021,-0.003554290032181438
alpha161,raw_rank_factor,2017,0.10316476570828652
alpha161,raw_rank_factor,2018,-0.015156807194473884
alpha161,raw_rank_factor,2019,0.04829231837485195
alpha161,raw_rank_factor,2020,0.08359626433084742
alpha161,raw_rank_factor,2021,-0.020301947417264456
alpha161,neutralized_rank_factor,2017,0.01815443658027016
alpha161,neutralized_rank_factor,2018,0.00454782499631766
alpha161,neutralized_rank_factor,2019,0.030283831091071852
alpha161,neutralized_rank_factor,2020,0.04535375026444388
alpha161,neutralized_rank_factor,2021,-0.005193799378109235
alpha162,raw_rank_factor,2017,-0.027499867652020213
alpha162,raw_rank_factor,2018,0.038440776984914195
alpha162,raw_rank_factor,2019,0.0024642661978312446
alpha162,raw_rank_factor,2020,0.0002425673476265431
alpha162,raw_rank_factor,2021,0.0038714560345203325
alpha162,neutralized_rank_factor,2017,0.007402248528945469
alpha162,neutralized_rank_factor,2018,0.009010365058622651
alpha162,neutralized_rank_factor,2019,0.000897817195458992
alpha162,neutralized_rank_factor,2020,0.008497237581185767
alpha162,neutralized_rank_factor,2021,-0.014324314745119186
alpha163,raw_rank_factor,2017,0.07202081197102347
alpha163,raw_rank_factor,2018,0.0057258105713308294
alpha163,raw_rank_factor,2019,0.025560911977063863
alpha163,raw_rank_factor,2020,0.009092981627748388
alpha163,raw_rank_factor,2021,0.014383661406122409
alpha163,neutralized_rank_factor,2017,0.051562812394655995
alpha163,neutralized_rank_factor,2018,0.006504616851851822
alpha163,neutralized_rank_factor,2019,0.0182489335152974
alpha163,neutralized_rank_factor,2020,0.012231973867471164
alpha163,neutralized_rank_factor,2021,0.02855555109564681
alpha164,raw_rank_factor,2017,-0.0852315894341863
alpha164,raw_rank_factor,2018,0.024210355561790572
alpha164,raw_rank_factor,2019,-0.04929545147859691
alpha164,raw_rank_factor,2020,-0.08397052702109406
alpha164,raw_rank_factor,2021,0.027432730743851805
alpha164,neutralized_rank_factor,2017,-0.011945223225040052
alpha164,neutralized_rank_factor,2018,0.00536438445079939
alpha164,neutralized_rank_factor,2019,-0.02534236531413768
alpha164,neutralized_rank_factor,2020,-0.043043335502865224
alpha164,neutralized_rank_factor,2021,0.02024988360394158
alpha166,raw_rank_factor,2017,-0.004455726648497232
alpha166,raw_rank_factor,2018,-0.029556055795654762
alpha166,raw_rank_factor,2019,0.020739414284347998
alpha166,raw_rank_factor,2020,-0.004668923223203983
alpha166,raw_rank_factor,2021,-0.008687868327680764
alpha166,neutralized_rank_factor,2017,0.020736152370232436
alpha166,neutralized_rank_factor,2018,-0.003889121999694896
alpha166,neutralized_rank_factor,2019,0.0022951706598728925
alpha166,neutralized_rank_factor,2020,-0.013702230102345392
alpha166,neutralized_rank_factor,2021,0.003211012668651791
alpha167,raw_rank_factor,2017,0.09239283568536326
alpha167,raw_rank_factor,2018,-0.01809228958954591
alpha167,raw_rank_factor,2019,0.04513216817344307
alpha167,raw_rank_factor,2020,0.0747375246647307
alpha167,raw_rank_factor,2021,-0.02501292887770929
alpha167,neutralized_rank_factor,2017,0.018395030170700606
alpha167,neutralized_rank_factor,2018,-0.00012744485643672926
alpha167,neutralized_rank_factor,2019,0.02819692760939098
alpha167,neutralized_rank_factor,2020,0.04261136025958798
alpha167,neutralized_rank_factor,2021,-0.012010323503990799
alpha168,raw_rank_factor,2017,0.004103140208286577
alpha168,raw_rank_factor,2018,-0.015263762211650676
alpha168,raw_rank_factor,2019,0.012289699983496539
alpha168,raw_rank_factor,2020,0.011700790342329912
alpha168,raw_rank_factor,2021,-0.0009259789874933283
alpha168,neutralized_rank_factor,2017,-0.0412357463263178
alpha168,neutralized_rank_factor,2018,0.008205557509403027
alpha168,neutralized_rank_factor,2019,-0.00047033709717393137
alpha168,neutralized_rank_factor,2020,0.004763202129930778
alpha168,neutralized_rank_factor,2021,-0.004373731586524518
alpha169,raw_rank_factor,2017,0.0008046604578633135
alpha169,raw_rank_factor,2018,-0.04685533659723656
alpha169,raw_rank_factor,2019,-0.017345409906997795
alpha169,raw_rank_factor,2020,-0.015325182914334688
alpha169,raw_rank_factor,2021,0.036620140593490294
alpha169,neutralized_rank_factor,2017,0.003280478450821032
alpha169,neutralized_rank_factor,2018,-0.03555260664328052
alpha169,neutralized_rank_factor,2019,0.009320837859437879
alpha169,neutralized_rank_factor,2020,-0.02706706602947795
alpha169,neutralized_rank_factor,2021,0.02296024259133174
alpha170,raw_rank_factor,2017,-0.0156544066731183
alpha170,raw_rank_factor,2018,0.005755566495815497
alpha170,raw_rank_factor,2019,0.0002133752886691636
alpha170,raw_rank_factor,2020,-0.017766465019800476
alpha170,raw_rank_factor,2021,0.039689285839159816
alpha170,neutralized_rank_factor,2017,0.0061176231215334265
alpha170,neutralized_rank_factor,2018,0.01644695966508131
alpha170,neutralized_rank_factor,2019,-0.005674546439841656
alpha170,neutralized_rank_factor,2020,-0.003969267822034441
alpha170,neutralized_rank_factor,2021,0.03969297952230717
alpha171,raw_rank_factor,2017,0.03882493028263703
alpha171,raw_rank_factor,2018,0.03448465115162454
alpha171,raw_rank_factor,2019,0.006796857938105428
alpha171,raw_rank_factor,2020,0.016327575529816837
alpha171,raw_rank_factor,2021,0.014652293261221696
alpha171,neutralized_rank_factor,2017,0.015853577385689127
alpha171,neutralized_rank_factor,2018,0.020337059831434454
alpha171,neutralized_rank_factor,2019,0.0006717289301771935
alpha171,neutralized_rank_factor,2020,0.016222289066320002
alpha171,neutralized_rank_factor,2021,0.023281867577104147
alpha172,raw_rank_factor,2017,0.0014774329748599173
alpha172,raw_rank_factor,2018,0.07624774787805015
alpha172,raw_rank_factor,2019,-0.0512209105128154
alpha172,raw_rank_factor,2020,-0.024300680664989117
alpha172,raw_rank_factor,2021,0.032877960024899705
alpha172,neutralized_rank_factor,2017,-0.005981661896030295
alpha172,neutralized_rank_factor,2018,0.042605415293601755
alpha172,neutralized_rank_factor,2019,-0.02487258156438974
alpha172,neutralized_rank_factor,2020,0.006033256248149081
alpha172,neutralized_rank_factor,2021,0.010135686971930926
alpha173,raw_rank_factor,2017,0.09367885878299811
alpha173,raw_rank_factor,2018,-0.002148448422432886
alpha173,raw_rank_factor,2019,0.06172765187272502
alpha173,raw_rank_factor,2020,0.0846705672885226
alpha173,raw_rank_factor,2021,-0.023812385906487446
alpha173,neutralized_rank_factor,2017,0.013426437721999659
alpha173,neutralized_rank_factor,2018,0.00045553284261583743
alpha173,neutralized_rank_factor,2019,0.0405975399725895
alpha173,neutralized_rank_factor,2020,0.04813185307979665
alpha173,neutralized_rank_factor,2021,-0.01464833805313746
alpha174,raw_rank_factor,2017,0.08208301435037821
alpha174,raw_rank_factor,2018,-0.006406849950561395
alpha174,raw_rank_factor,2019,0.048957478833707956
alpha174,raw_rank_factor,2020,0.08542669735213508
alpha174,raw_rank_factor,2021,-0.016708338789435208
alpha174,neutralized_rank_factor,2017,0.016134097856849924
alpha174,neutralized_rank_factor,2018,0.007475255243912649
alpha174,neutralized_rank_factor,2019,0.0378057686515167
alpha174,neutralized_rank_factor,2020,0.043824292522292314
alpha174,neutralized_rank_factor,2021,-0.004626333121376289
alpha175,raw_rank_factor,2017,0.10103520392195507
alpha175,raw_rank_factor,2018,-0.011255012673143303
alpha175,raw_rank_factor,2019,0.04823918780665126
alpha175,raw_rank_factor,2020,0.0821616891129115
alpha175,raw_rank_factor,2021,-0.02024170586459195
alpha175,neutralized_rank_factor,2017,0.023464848259775257
alpha175,neutralized_rank_factor,2018,0.005384024651171527
alpha175,neutralized_rank_factor,2019,0.03152885422833869
alpha175,neutralized_rank_factor,2020,0.04646811451975559
alpha175,neutralized_rank_factor,2021,-0.0053385425023666135
alpha178,raw_rank_factor,2017,-0.05615287241671646
alpha178,raw_rank_factor,2018,0.010162144504647131
alpha178,raw_rank_factor,2019,-0.02702312573592405
alpha178,raw_rank_factor,2020,-0.02030652375302588
alpha178,raw_rank_factor,2021,-0.022172084809819533
alpha178,neutralized_rank_factor,2017,-0.02959958071125069
alpha178,neutralized_rank_factor,2018,-0.013875748864222123
alpha178,neutralized_rank_factor,2019,-0.007772284730347554
alpha178,neutralized_rank_factor,2020,-0.01828098866886346
alpha178,neutralized_rank_factor,2021,-0.037682612750484706
alpha181,raw_rank_factor,2017,0.04799056086972066
alpha181,raw_rank_factor,2018,-0.0012710396367972016
alpha181,raw_rank_factor,2019,-0.019364784240557768
alpha181,raw_rank_factor,2020,-0.011618179839787256
alpha181,raw_rank_factor,2021,-0.0038143513704241624
alpha181,neutralized_rank_factor,2017,0.0118744077407583
alpha181,neutralized_rank_factor,2018,0.005508050220349257
alpha181,neutralized_rank_factor,2019,-0.02069576902628244
alpha181,neutralized_rank_factor,2020,0.0029605973666886557
alpha181,neutralized_rank_factor,2021,-0.014641304529244725
alpha182,raw_rank_factor,2017,0.07103843900773403
alpha182,raw_rank_factor,2018,-0.01413649414258968
alpha182,raw_rank_factor,2019,0.02707520654760195
alpha182,raw_rank_factor,2020,0.0020152372809444786
alpha182,raw_rank_factor,2021,0.021791916170233943
alpha182,neutralized_rank_factor,2017,0.002999777059661583
alpha182,neutralized_rank_factor,2018,-0.011741058469651339
alpha182,neutralized_rank_factor,2019,0.02018499096245638
alpha182,neutralized_rank_factor,2020,0.013022998192450685
alpha182,neutralized_rank_factor,2021,0.016266834398928003
alpha185,raw_rank_factor,2017,-0.06609180680642686
alpha185,raw_rank_factor,2018,0.02077818297265808
alpha185,raw_rank_factor,2019,0.006229092557606836
alpha185,raw_rank_factor,2020,0.004076112867216682
alpha185,raw_rank_factor,2021,0.011176070533014247
alpha185,neutralized_rank_factor,2017,-0.03139562785942803
alpha185,neutralized_rank_factor,2018,0.006180456874059679
alpha185,neutralized_rank_factor,2019,0.006169654849926419
alpha185,neutralized_rank_factor,2020,0.0010639369750264534
alpha185,neutralized_rank_factor,2021,-0.0008253131632497826
alpha186,raw_rank_factor,2017,0.01606826841280496
alpha186,raw_rank_factor,2018,0.061001191898506196
alpha186,raw_rank_factor,2019,-0.028707390313416726
alpha186,raw_rank_factor,2020,-0.018721767392584864
alpha186,raw_rank_factor,2021,0.0199169463058092
alpha186,neutralized_rank_factor,2017,0.008970379145785533
alpha186,neutralized_rank_factor,2018,0.04946763430701846
alpha186,neutralized_rank_factor,2019,-0.02058396197246405
alpha186,neutralized_rank_factor,2020,0.008398417549137073
alpha186,neutralized_rank_factor,2021,0.004458689464601782
alpha187,raw_rank_factor,2017,0.0961176581564483
alpha187,raw_rank_factor,2018,-0.025308668012267443
alpha187,raw_rank_factor,2019,0.04879866697247698
alpha187,raw_rank_factor,2020,0.08146214871285148
alpha187,raw_rank_factor,2021,-0.02388201011769278
alpha187,neutralized_rank_factor,2017,0.013720589750899076
alpha187,neutralized_rank_factor,2018,-0.001954866007719694
alpha187,neutralized_rank_factor,2019,0.032818172216729447
alpha187,neutralized_rank_factor,2020,0.04234631700065025
alpha187,neutralized_rank_factor,2021,-0.008739915662516166
alpha188,raw_rank_factor,2017,-0.011516863756700071
alpha188,raw_rank_factor,2018,0.0013976917986889294
alpha188,raw_rank_factor,2019,0.009232942391774135
alpha188,raw_rank_factor,2020,0.019203384118521166
alpha188,raw_rank_factor,2021,-0.01078124480992941
alpha188,neutralized_rank_factor,2017,0.02391919906725198
alpha188,neutralized_rank_factor,2018,-0.013122062139470514
alpha188,neutralized_rank_factor,2019,0.005787110082084765
alpha188,neutralized_rank_factor,2020,0.007274301212220621
alpha188,neutralized_rank_factor,2021,-0.007607198795916685
alpha189,raw_rank_factor,2017,0.09964131465686396
alpha189,raw_rank_factor,2018,0.00167087780481769
alpha189,raw_rank_factor,2019,0.038693194169042294
alpha189,raw_rank_factor,2020,0.07230862973908188
alpha189,raw_rank_factor,2021,-0.009240833416374675
alpha189,neutralized_rank_factor,2017,0.025495058786238207
alpha189,neutralized_rank_factor,2018,0.009479283642133421
alpha189,neutralized_rank_factor,2019,0.03084165702992926
alpha189,neutralized_rank_factor,2020,0.040559547301593356
alpha189,neutralized_rank_factor,2021,0.0062326840316258795
