condition_group_id,winner_event_id,instrument_id,reference_date,split,forward_peak_return,forward_peak_date,missing_reason
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002916_20250228_000832,SZ002916,2025-02-28,robustness,0.5536471364296485,2025-08-13,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002938_20250303_000842,SZ002938,2025-03-03,robustness,0.5478782405859939,2025-08-13,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600025_20210420_000021,SH600025,2021-04-20,train,0.5028790530471725,2021-09-30,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600031_20180913_000032,SH600031,2018-09-13,train,0.573426552440049,2019-03-18,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600176_20210512_000073,SH600176,2021-05-12,train,0.52167061500873,2021-09-08,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600188_20210629_000080,SH600188,2021-06-29,train,1.4738877704275377,2021-09-16,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600196_20200422_000087,SH600196,2020-04-22,train,0.9773167452223426,2020-08-06,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600276_20181220_000094,SH600276,2018-12-20,train,0.5132863226099664,2019-04-04,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600276_20200312_000096,SH600276,2020-03-12,train,0.5072437287256939,2020-07-15,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600346_20181018_000105,SH600346,2018-10-18,train,0.5123859538570841,2019-04-08,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,2020-02-25,train,0.5003170044782175,2020-08-03,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600438_20211227_000135,SH600438,2021-12-27,train,0.5023016036325225,2022-06-28,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600584_20200224_000162,SH600584,2020-02-24,train,0.5607244328332186,2020-07-14,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,2019-12-26,train,0.5337166360526595,2020-06-30,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600606_20200123_000180,SH600606,2020-01-23,train,0.6993319606652866,2020-07-10,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600763_20201221_000207,SH600763,2020-12-21,train,0.5420809929847266,2021-06-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600845_20210201_000220,SH600845,2021-02-01,train,0.5107550011793223,2021-07-29,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600887_20200312_000228,SH600887,2020-03-12,train,0.5691823875120592,2020-08-31,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600958_20180822_000240,SH600958,2018-08-22,train,0.5257302058033138,2019-02-25,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600989_20200818_000247,SH600989,2020-08-18,train,0.5452218598748131,2021-02-18,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601012_20191101_000255,SH601012,2019-11-01,train,0.5090579624074367,2020-02-24,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601127_20211227_000281,SH601127,2021-12-27,train,0.5050330237461267,2022-06-28,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601155_20190711_000294,SH601155,2019-07-11,train,0.5273913507876189,2020-01-02,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601318_20181220_000316,SH601318,2018-12-20,train,0.5280109438291236,2019-06-20,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601336_20200225_000320,SH601336,2020-02-25,train,0.5040649784547149,2020-08-17,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601633_20210201_000349,SH601633,2021-02-01,train,0.5920084099832752,2021-08-02,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601800_20210414_000378,SH601800,2021-04-14,train,0.5068493083575181,2021-09-09,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601808_20200820_000383,SH601808,2020-08-20,train,0.5,2021-02-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601865_20200804_000390,SH601865,2020-08-04,train,0.8441448694771752,2021-01-07,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601865_20210204_000391,SH601865,2021-02-04,train,0.5146542181418823,2021-08-05,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601877_20210210_000397,SH601877,2021-02-10,train,0.5171472085273243,2021-08-11,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601919_20201230_000427,SH601919,2020-12-30,train,1.5449331493453062,2021-06-30,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603259_20210308_000453,SH603259,2021-03-08,train,0.6014684600853346,2021-07-01,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603288_20200114_000460,SH603288,2020-01-14,train,0.533206036464879,2020-07-15,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603501_20200309_000475,SH603501,2020-03-09,train,0.6091640299666083,2020-07-14,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603799_20200708_000484,SH603799,2020-07-08,train,0.7963601660632116,2020-12-31,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603799_20210111_000485,SH603799,2021-01-11,train,0.7641402778940185,2021-07-12,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603806_20200729_000489,SH603806,2020-07-29,train,0.5266243794943708,2021-01-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603806_20210129_000490,SH603806,2021-01-29,train,0.5939153812089197,2021-07-30,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603993_20171115_000505,SH603993,2017-11-15,train,0.515205730917131,2018-03-19,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000100_20200910_000538,SZ000100,2020-09-10,train,0.5178571687060964,2021-01-18,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000333_20200728_000553,SZ000333,2020-07-28,train,0.686263777799607,2021-01-07,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000596_20200422_000577,SZ000596,2020-04-22,train,1.1207866453538107,2020-08-28,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000625_20211223_000591,SZ000625,2021-12-23,train,0.507410681168724,2022-06-27,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000723_20190404_000603,SZ000723,2019-04-04,train,0.506015067623754,2019-04-18,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000799_20201230_000622,SZ000799,2020-12-30,train,0.7901877246148101,2021-06-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000858_20181008_000627,SZ000858,2018-10-08,train,0.519372512218603,2019-04-01,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002027_20200309_000663,SZ002027,2020-03-09,train,0.504950490375089,2020-08-25,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002044_20171123_000668,SZ002044,2017-11-23,train,0.5142232072296722,2018-05-24,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002049_20210517_000670,SZ002049,2021-05-17,train,0.8740043074879775,2021-08-26,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002241_20190918_000706,SZ002241,2019-09-18,train,0.7249999764718504,2020-02-25,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002311_20201125_000722,SZ002311,2020-11-25,train,0.5269237887856,2021-02-10,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002460_20200709_000750,SZ002460,2020-07-09,train,0.7296923838057967,2021-01-04,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002460_20210121_000751,SZ002460,2021-01-21,train,0.5899448641470681,2021-07-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002466_20201217_000760,SZ002466,2020-12-17,train,1.026811367846583,2021-01-25,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002601_20200717_000795,SZ002601,2020-07-17,train,0.6316297264242188,2021-01-12,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002624_20200309_000802,SZ002624,2020-03-09,train,0.5121312779819214,2020-07-22,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002648_20210225_000805,SZ002648,2021-02-25,train,0.5164450758671613,2021-08-13,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002709_20201214_000807,SZ002709,2020-12-14,train,0.8236632014451584,2021-06-10,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002920_20210629_000834,SZ002920,2021-06-29,train,0.5522655874855036,2021-12-23,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600026_20220601_000022,SH600026,2022-06-01,validation,0.8477405601234493,2022-10-19,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600150_20220315_000068,SH600150,2022-03-15,validation,0.5549915626984132,2022-09-06,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600362_20231020_000113,SH600362,2023-10-20,validation,0.5378151905093262,2024-04-18,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600547_20231211_000153,SH600547,2023-12-11,validation,0.5106777870223083,2024-04-12,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600690_20231113_000187,SH600690,2023-11-13,validation,0.5074257234091533,2024-05-13,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600760_20220425_000203,SH600760,2022-04-25,validation,0.5304746978678121,2022-10-24,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,2022-01-07,validation,0.5,2022-07-11,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH600795_20231019_000209,SH600795,2023-10-19,validation,0.5060605642443075,2024-04-15,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601127_20230406_000282,SH601127,2023-04-06,validation,0.6401549560270059,2023-09-28,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601633_20220314_000350,SH601633,2022-03-14,validation,0.5014881648233103,2022-06-28,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601699_20220905_000367,SH601699,2022-09-05,validation,0.5295608426485727,2023-02-27,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601872_20231109_000394,SH601872,2023-11-09,validation,0.527874705133526,2024-05-13,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH601901_20230524_000423,SH601901,2023-05-24,validation,0.5115563583335121,2023-11-17,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603659_20220421_000482,SH603659,2022-04-21,validation,0.5127032518355323,2022-07-04,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603799_20220314_000486,SH603799,2022-03-14,validation,0.5288289381188815,2022-07-05,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SH603993_20231013_000510,SH603993,2023-10-13,validation,0.5090579624074367,2024-04-03,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ000333_20231201_000555,SZ000333,2023-12-01,validation,0.5113715313683276,2024-05-15,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002415_20220922_000745,SZ002415,2022-09-22,validation,0.5191599288672795,2023-03-23,no_condition_group_hit_in_t0_t30
volume_money__and4__4eb7a99e922f,big_winner_50h120_close_confirmed_SZ002709_20220210_000809,SZ002709,2022-02-10,validation,0.5134432985758044,2022-07-05,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600362_20250403_000114,SH600362,2025-04-03,robustness,0.5897568372232358,2025-09-17,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600886_20240122_000226,SH600886,2024-01-22,robustness,0.5041946468468823,2024-07-03,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601100_20240702_000273,SH601100,2024-07-02,robustness,0.5216029551565111,2024-10-08,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601360_20240521_000327,SH601360,2024-05-21,robustness,0.5048543644373911,2024-11-15,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601669_20250122_000354,SH601669,2025-01-22,robustness,0.5329217293411532,2025-07-24,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601689_20241126_000361,SH601689,2024-11-26,robustness,0.5219270873666997,2025-02-06,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601727_20240426_000370,SH601727,2024-04-26,robustness,0.5587582822698209,2024-10-28,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601985_20240117_000433,SH601985,2024-01-17,robustness,0.5006552604886987,2024-07-19,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH603019_20240509_000443,SH603019,2024-05-09,robustness,0.5557009433620981,2024-11-05,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH603019_20250324_000444,SH603019,2025-03-24,robustness,0.5383920745096609,2025-09-15,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH603501_20240814_000478,SH603501,2024-08-14,robustness,0.5447171455850501,2025-02-18,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH603986_20240723_000502,SH603986,2024-07-23,robustness,0.519615695868948,2025-01-17,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH603986_20250915_000504,SH603986,2025-09-15,robustness,0.7125925538401123,2026-01-28,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ000776_20240606_000617,SZ000776,2024-06-06,robustness,0.5025381292233573,2024-10-08,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ000807_20250410_000623,SZ000807,2025-04-10,robustness,0.510261852777929,2025-10-09,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ000933_20251015_000639,SZ000933,2025-10-15,robustness,0.6906667073567709,2026-03-12,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ000938_20240807_000643,SZ000938,2024-08-07,robustness,0.5229769767210106,2024-11-11,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002050_20240708_000676,SZ002050,2024-07-08,robustness,0.5187256010760475,2024-11-11,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002179_20240411_000696,SZ002179,2024-04-11,robustness,0.5006443446254432,2024-10-08,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002475_20240117_000771,SZ002475,2024-01-17,robustness,0.5419820149739583,2024-07-16,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002648_20250916_000806,SZ002648,2025-09-16,robustness,0.5069912577053282,2026-03-12,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002916_20250228_000832,SZ002916,2025-02-28,robustness,0.5536471364296485,2025-08-13,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SZ002938_20250303_000842,SZ002938,2025-03-03,robustness,0.5478782405859939,2025-08-13,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600025_20210420_000021,SH600025,2021-04-20,train,0.5028790530471725,2021-09-30,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600031_20180913_000032,SH600031,2018-09-13,train,0.573426552440049,2019-03-18,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600176_20210512_000073,SH600176,2021-05-12,train,0.52167061500873,2021-09-08,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600188_20210629_000080,SH600188,2021-06-29,train,1.4738877704275377,2021-09-16,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600196_20200422_000087,SH600196,2020-04-22,train,0.9773167452223426,2020-08-06,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600276_20181220_000094,SH600276,2018-12-20,train,0.5132863226099664,2019-04-04,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600276_20200312_000096,SH600276,2020-03-12,train,0.5072437287256939,2020-07-15,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600346_20181018_000105,SH600346,2018-10-18,train,0.5123859538570841,2019-04-08,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,2020-02-25,train,0.5003170044782175,2020-08-03,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600438_20211227_000135,SH600438,2021-12-27,train,0.5023016036325225,2022-06-28,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600584_20200224_000162,SH600584,2020-02-24,train,0.5607244328332186,2020-07-14,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,2019-12-26,train,0.5337166360526595,2020-06-30,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600606_20200123_000180,SH600606,2020-01-23,train,0.6993319606652866,2020-07-10,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600763_20201221_000207,SH600763,2020-12-21,train,0.5420809929847266,2021-06-22,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600845_20210201_000220,SH600845,2021-02-01,train,0.5107550011793223,2021-07-29,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600887_20200312_000228,SH600887,2020-03-12,train,0.5691823875120592,2020-08-31,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600958_20180822_000240,SH600958,2018-08-22,train,0.5257302058033138,2019-02-25,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH600989_20200818_000247,SH600989,2020-08-18,train,0.5452218598748131,2021-02-18,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601012_20191101_000255,SH601012,2019-11-01,train,0.5090579624074367,2020-02-24,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601127_20211227_000281,SH601127,2021-12-27,train,0.5050330237461267,2022-06-28,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601155_20190711_000294,SH601155,2019-07-11,train,0.5273913507876189,2020-01-02,no_condition_group_hit_in_t0_t30
volume_money__and4__b8c2a9c61df5,big_winner_50h120_close_confirmed_SH601318_20181220_000316,SH601318,2018-12-20,train,0.5280109438291236,2019-06-20,no_condition_group_hit_in_t0_t30
