atomic_condition_id,family_id,feature_template_id,window,operator,threshold,pit_formula,required_fields,lookback_days_required,warmup_policy,nan_policy,formula_hash,selected_for_candidate_generation
range_breakout__range_position60__gteq__0_7,range_breakout,range_position_N,60,>=,0.7,range_position60_r02 >= 0.7,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,83ace055fa90e0f1,False
range_breakout__range_position60__gteq__0_8,range_breakout,range_position_N,60,>=,0.8,range_position60_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6c10845a79b7bb25,False
range_breakout__range_position60__gteq__0_9,range_breakout,range_position_N,60,>=,0.9,range_position60_r02 >= 0.9,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c944db19df63a73f,False
pullback_drawdown__drawdown_from_high60__gteq__m0_2,pullback_drawdown,drawdown_from_high_N,60,>=,-0.2,drawdown_from_high60_r02 >= -0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ac247e0802fdcf50,False
pullback_drawdown__pullback_depth60__gteq__m0_2,pullback_drawdown,pullback_depth_N,60,>=,-0.2,pullback_depth60_r02 >= -0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,87f2ffa2c3f56f70,False
pullback_drawdown__drawdown_from_high60__gteq__m0_15,pullback_drawdown,drawdown_from_high_N,60,>=,-0.15,drawdown_from_high60_r02 >= -0.15,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2159c3fa302c89f1,False
pullback_drawdown__pullback_depth60__gteq__m0_15,pullback_drawdown,pullback_depth_N,60,>=,-0.15,pullback_depth60_r02 >= -0.15,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bd976a33a974a7d1,False
pullback_drawdown__drawdown_from_high60__gteq__m0_1,pullback_drawdown,drawdown_from_high_N,60,>=,-0.1,drawdown_from_high60_r02 >= -0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6cd329e39cd97eab,False
pullback_drawdown__pullback_depth60__gteq__m0_1,pullback_drawdown,pullback_depth_N,60,>=,-0.1,pullback_depth60_r02 >= -0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,0178ff77ba2cd400,False
pullback_drawdown__drawdown_from_high60__gteq__m0_05,pullback_drawdown,drawdown_from_high_N,60,>=,-0.05,drawdown_from_high60_r02 >= -0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,35a123fbc79e91f5,False
pullback_drawdown__pullback_depth60__gteq__m0_05,pullback_drawdown,pullback_depth_N,60,>=,-0.05,pullback_depth60_r02 >= -0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c4f5075dc15db790,False
pullback_drawdown__rebound_from_low60__gteq__0_05,pullback_drawdown,rebound_from_low_N,60,>=,0.05,rebound_from_low60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,47d5d783b7c2aee0,False
pullback_drawdown__pullback_recovery60__gteq__0_05,pullback_drawdown,pullback_recovery_N,60,>=,0.05,pullback_recovery60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8f8ff75415bd3fca,False
pullback_drawdown__rebound_from_low60__gteq__0_1,pullback_drawdown,rebound_from_low_N,60,>=,0.1,rebound_from_low60_r02 >= 0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,78f335317700d7a5,False
pullback_drawdown__pullback_recovery60__gteq__0_1,pullback_drawdown,pullback_recovery_N,60,>=,0.1,pullback_recovery60_r02 >= 0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7167c0bf439370be,False
pullback_drawdown__rebound_from_low60__gteq__0_2,pullback_drawdown,rebound_from_low_N,60,>=,0.2,rebound_from_low60_r02 >= 0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4ba815c2b562dbc7,False
pullback_drawdown__pullback_recovery60__gteq__0_2,pullback_drawdown,pullback_recovery_N,60,>=,0.2,pullback_recovery60_r02 >= 0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4f00bbccc872a485,False
pullback_drawdown__days_since_high60__lteq__5,pullback_drawdown,days_since_high_N,60,<=,5.0,days_since_high60_r02 <= 5,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ac79a7d69e4a13cb,False
pullback_drawdown__days_since_high60__lteq__10,pullback_drawdown,days_since_high_N,60,<=,10.0,days_since_high60_r02 <= 10,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e37a17c6b4bfabfb,False
pullback_drawdown__days_since_high60__lteq__20,pullback_drawdown,days_since_high_N,60,<=,20.0,days_since_high60_r02 <= 20,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4095ada5f97d63ef,False
oscillator__rsi60__gteq__55,oscillator,rsi_N,60,>=,55.0,rsi60_r02 >= 55,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8475ba6203b76d5f,False
oscillator__kdj_k60__gteq__55,oscillator,kdj_k_N,60,>=,55.0,kdj_k60_r02 >= 55,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c9c3b1708b21d0bb,False
oscillator__rsi60__gteq__60,oscillator,rsi_N,60,>=,60.0,rsi60_r02 >= 60,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,889ac73e2457fb6d,False
oscillator__kdj_k60__gteq__60,oscillator,kdj_k_N,60,>=,60.0,kdj_k60_r02 >= 60,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,18268c249b170bda,False
oscillator__rsi60__gteq__65,oscillator,rsi_N,60,>=,65.0,rsi60_r02 >= 65,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,76c80d62c86d49c7,False
oscillator__kdj_k60__gteq__65,oscillator,kdj_k_N,60,>=,65.0,kdj_k60_r02 >= 65,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,de8aef256c6baeb7,False
oscillator__rsi60__gteq__70,oscillator,rsi_N,60,>=,70.0,rsi60_r02 >= 70,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,60bb822de16b6fa4,False
oscillator__kdj_k60__gteq__70,oscillator,kdj_k_N,60,>=,70.0,kdj_k60_r02 >= 70,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5b105ea287fdf1d4,False
oscillator__cci60__gteq__50,oscillator,cci_N,60,>=,50.0,cci60_r02 >= 50,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1ef1ffb0d347cf8f,False
oscillator__cci60__gteq__100,oscillator,cci_N,60,>=,100.0,cci60_r02 >= 100,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a66b9bfb76db77be,False
oscillator__cci60__gteq__150,oscillator,cci_N,60,>=,150.0,cci60_r02 >= 150,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,eab176d7abc4118a,False
oscillator__macd_hist_state60__gteq__0,oscillator,macd_hist_state_N,60,>=,0.0,macd_hist60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f8d9c748db9a34e7,True
