condition_group_id,family_id,kind,n_terms,condition_text,coverage_t0_t30,covered_events_t0_t30,uncovered_events_t0_t30,eligible_day_density,eligible_day_trigger_count,eligible_day_denominator,global_eligible_day_denominator,feature_eligible_day_denominator,feature_eligible_day_density,feature_eligible_ratio,low_feature_coverage_warning,median_earliest_hit_offset,median_closest_hit_offset,offset_bucket_first_hit_distribution,market_context_decomposition_status,coverage_by_split_train,coverage_by_split_validation,coverage_by_split_robustness,coverage_by_year_min,coverage_by_year_max,rank_score,worker_id,chunk_id,chunk_sequence,result_hash
oscillator__and4__1d3343acba27,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 100 AND cci10_r02 >= 50 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258549,31,410,b0c6d3fe095e2117
oscillator__and4__272e81fb85e5,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND rsi5_r02 >= 70 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258552,32,341,8de26cbc62f818f0
oscillator__and4__396665aa2086,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND rsi5_r02 >= 70 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258556,34,86,c1a79a1fc3f50661
oscillator__and4__b77cfc8f31d4,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 100 AND cci10_r02 >= 100 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258550,44,244,aa31e454a30315f2
oscillator__and4__bb9b1d4c4c35,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 50 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258550,44,416,bd4b7b65c7bf86f6
oscillator__and4__f8312b767eef,oscillator,same_family_and4,4,rsi5_r02 >= 55 AND rsi5_r02 >= 70 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.060490255092491896,23917,395386,395386,395383,0.06049071406711973,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 231, ""D21-D30"": 139, ""D6-D10"": 115}",decomposition_only,0.8430493273542601,0.8354430379746836,0.8838174273858921,0.7547169811320755,0.9565217391304348,0.7927641827773306,258553,49,475,32d68492ee7f4a50
oscillator__and4__150ac22d5bad,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8698224852071006,735,110,0.06062177214165398,23969,395386,395386,395383,0.0606222321141779,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 239, ""D11-D20"": 226, ""D21-D30"": 148, ""D6-D10"": 122}",decomposition_only,0.8654708520179372,0.8417721518987342,0.8962655601659751,0.8113207547169812,0.9710144927536232,0.8092007130654466,258549,31,49,78eb79ebce3d3470
oscillator__and4__1e255f1ead19,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8698224852071006,735,110,0.06062177214165398,23969,395386,395386,395383,0.0606222321141779,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 239, ""D11-D20"": 226, ""D21-D30"": 148, ""D6-D10"": 122}",decomposition_only,0.8654708520179372,0.8417721518987342,0.8962655601659751,0.8113207547169812,0.9710144927536232,0.8092007130654466,258549,31,448,8d0660568261e223
oscillator__and4__264af29450f6,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8698224852071006,735,110,0.06062177214165398,23969,395386,395386,395383,0.0606222321141779,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 239, ""D11-D20"": 226, ""D21-D30"": 148, ""D6-D10"": 122}",decomposition_only,0.8654708520179372,0.8417721518987342,0.8962655601659751,0.8113207547169812,0.9710144927536232,0.8092007130654466,258552,32,300,2629e8a4d799d64a
oscillator__and4__5098ab13faa4,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8698224852071006,735,110,0.06062177214165398,23969,395386,395386,395383,0.0606222321141779,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 239, ""D11-D20"": 226, ""D21-D30"": 148, ""D6-D10"": 122}",decomposition_only,0.8654708520179372,0.8417721518987342,0.8962655601659751,0.8113207547169812,0.9710144927536232,0.8092007130654466,258555,36,40,b6e5c94ecaebedf3
oscillator__and4__637b07790be4,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.855621301775148,723,122,0.060692589014279714,23997,395386,395386,395383,0.0606930495241323,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 244, ""D11-D20"": 231, ""D21-D30"": 132, ""D6-D10"": 116}",decomposition_only,0.852017937219731,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7949287127608682,258553,37,288,0e4e72ea8a3eff3a
oscillator__and4__1ac9fbc52895,oscillator,same_family_and4,4,rsi5_r02 >= 55 AND kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06091262715422397,24084,395386,395386,395383,0.060913089333633465,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958921065735867,258549,31,305,47fdf5b95688e557
volume_money__and4__76d4cc90e16f,volume_money,same_family_and4,4,amount_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence5_r02 == 1.0 AND money_price_coherence10_r02 == 1.0,0.9100591715976332,769,76,0.06091768550226867,24086,395386,395386,395386,0.06091768550226867,1.0,False,11.0,11.0,"{""D0-D5"": 243, ""D11-D20"": 262, ""D21-D30"": 126, ""D6-D10"": 138}",decomposition_only,0.9035874439461884,0.8987341772151899,0.9294605809128631,0.8260869565217391,1.0,0.8491414860953646,258548,165,417,16e34887a62807c9
oscillator__and3__a43aa09b393b,oscillator,same_family_and3,3,kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06095309393858154,24100,395386,395386,395383,0.06095355642503598,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958516397892291,258559,27,460,c2c5c1a772a43605
oscillator__and4__736ced6e2616,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06095309393858154,24100,395386,395386,395383,0.06095355642503598,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958516397892291,258551,38,455,5312dd244df4791a
oscillator__and4__92d626429730,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 50 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06095309393858154,24100,395386,395386,395383,0.06095355642503598,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958516397892291,258552,41,228,b7346b19e30b3675
oscillator__and4__e4aa487227ae,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 100 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06095309393858154,24100,395386,395386,395383,0.06095355642503598,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958516397892291,258555,48,151,0533a7749d5ec595
oscillator__and4__e4db6321db8b,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND cci5_r02 >= 50 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8568047337278106,724,121,0.06095309393858154,24100,395386,395386,395383,0.06095355642503598,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 232, ""D21-D30"": 129, ""D6-D10"": 119}",decomposition_only,0.8542600896860987,0.8291139240506329,0.8796680497925311,0.7735849056603774,0.9420289855072463,0.7958516397892291,258555,48,161,b0be54bd1fa8ee5c
oscillator__and4__7b2838d883bd,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8674556213017751,733,112,0.061458928743051096,24300,395386,395386,395383,0.061459395067567396,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 240, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 121}",decomposition_only,0.8587443946188341,0.8607594936708861,0.8879668049792531,0.8018867924528302,0.9710144927536232,0.805996692558724,258556,39,264,5a4af5b148c727a5
oscillator__and4__849fdb8148fa,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8674556213017751,733,112,0.061458928743051096,24300,395386,395386,395383,0.061459395067567396,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 240, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 121}",decomposition_only,0.8587443946188341,0.8607594936708861,0.8879668049792531,0.8018867924528302,0.9710144927536232,0.805996692558724,258554,40,159,deab6f095579ddf3
oscillator__and4__87a307d5a5a5,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8674556213017751,733,112,0.061458928743051096,24300,395386,395386,395383,0.061459395067567396,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 240, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 121}",decomposition_only,0.8587443946188341,0.8607594936708861,0.8879668049792531,0.8018867924528302,0.9710144927536232,0.805996692558724,258554,40,266,af1f0bbdec654b62
oscillator__and4__c7891c8efc84,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8674556213017751,733,112,0.061458928743051096,24300,395386,395386,395383,0.061459395067567396,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 240, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 121}",decomposition_only,0.8587443946188341,0.8607594936708861,0.8879668049792531,0.8018867924528302,0.9710144927536232,0.805996692558724,258558,45,436,fa5957d32e0ebfdf
oscillator__and4__126524f02adf,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150,0.850887573964497,719,126,0.06147410378718518,24306,395386,395386,395383,0.06147457022684334,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 240, ""D11-D20"": 234, ""D21-D30"": 127, ""D6-D10"": 118}",decomposition_only,0.8408071748878924,0.8481012658227848,0.8713692946058091,0.7641509433962265,0.927536231884058,0.7894134701773118,258554,30,451,69612ef9be6549fb
oscillator__and4__dff4e87d40e9,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND cci5_r02 >= 100 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150,0.855621301775148,723,122,0.06166379183886127,24381,395386,395386,395383,0.06166425971779262,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 242, ""D11-D20"": 234, ""D21-D30"": 128, ""D6-D10"": 119}",decomposition_only,0.8475336322869955,0.8417721518987342,0.8796680497925311,0.7735849056603774,0.927536231884058,0.7939575099362867,258557,47,457,4159f3c0fb4b2c0a
volume_money__and4__cbeb71ca3987,volume_money,same_family_and4,4,amount_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_zscore10_r02 >= 1.0 AND money_price_coherence10_r02 == 1.0,0.914792899408284,773,72,0.061909121719029,24478,395386,395386,395386,0.061909121719029,1.0,False,10.0,10.0,"{""D0-D5"": 243, ""D11-D20"": 256, ""D21-D30"": 129, ""D6-D10"": 145}",decomposition_only,0.9080717488789237,0.9367088607594937,0.9128630705394191,0.839622641509434,1.0,0.852883777689255,258555,172,437,53deb2d053c99614
volume_money__and4__2f12fd1f76d3,volume_money,same_family_and4,4,amount_ratio5_r02 >= 1.5 AND turnover_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06253129852852655,24724,395386,395386,395386,0.06253129852852655,1.0,False,11.0,11.0,"{""D0-D5"": 230, ""D11-D20"": 258, ""D21-D30"": 131, ""D6-D10"": 142}",decomposition_only,0.8856502242152466,0.9240506329113924,0.9128630705394191,0.839622641509434,0.9383561643835616,0.8380604174478048,258553,159,459,1718cc40139ca511
volume_money__and4__ca05f9a368b8,volume_money,same_family_and4,4,volume_ratio5_r02 >= 1.5 AND amount_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06253129852852655,24724,395386,395386,395386,0.06253129852852655,1.0,False,11.0,11.0,"{""D0-D5"": 230, ""D11-D20"": 258, ""D21-D30"": 131, ""D6-D10"": 142}",decomposition_only,0.8856502242152466,0.9240506329113924,0.9128630705394191,0.839622641509434,0.9383561643835616,0.8380604174478048,258555,172,337,273ac7ad1797e18c
oscillator__and4__d596ee592fc9,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND cci5_r02 >= 100 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150,0.8579881656804734,725,120,0.06269316566595681,24788,395386,395386,395383,0.06269364135534405,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 244, ""D11-D20"": 234, ""D21-D30"": 127, ""D6-D10"": 120}",decomposition_only,0.8475336322869955,0.8544303797468354,0.8796680497925311,0.7735849056603774,0.927536231884058,0.7952950000145166,258557,47,18,bcad4a47f89b8641
volume_money__and4__189838b2f92e,volume_money,same_family_and4,4,turnover_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND turnover_ratio10_r02 >= 1.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06277409923467193,24820,395386,395386,395386,0.06277409923467193,1.0,False,11.0,11.0,"{""D0-D5"": 233, ""D11-D20"": 256, ""D21-D30"": 130, ""D6-D10"": 142}",decomposition_only,0.8878923766816144,0.9177215189873418,0.9128630705394191,0.8490566037735849,0.9383561643835616,0.8378176167416594,258552,157,494,636cabe4dc9d5ef7
volume_money__and4__6d73b2c0879e,volume_money,same_family_and4,4,volume_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND volume_ratio10_r02 >= 1.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06277409923467193,24820,395386,395386,395386,0.06277409923467193,1.0,False,11.0,11.0,"{""D0-D5"": 233, ""D11-D20"": 256, ""D21-D30"": 130, ""D6-D10"": 142}",decomposition_only,0.8878923766816144,0.9177215189873418,0.9128630705394191,0.8490566037735849,0.9383561643835616,0.8378176167416594,258548,165,22,908e6bd1da391c33
volume_money__and4__82e589424b7b,volume_money,same_family_and4,4,turnover_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND volume_ratio10_r02 >= 1.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06277409923467193,24820,395386,395386,395386,0.06277409923467193,1.0,False,11.0,11.0,"{""D0-D5"": 233, ""D11-D20"": 256, ""D21-D30"": 130, ""D6-D10"": 142}",decomposition_only,0.8878923766816144,0.9177215189873418,0.9128630705394191,0.8490566037735849,0.9383561643835616,0.8378176167416594,258550,166,414,7067b6bbda578b64
volume_money__and4__edcef89c26b6,volume_money,same_family_and4,4,volume_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND turnover_ratio10_r02 >= 1.0 AND money_price_coherence10_r02 == 1.0,0.9005917159763314,761,84,0.06277409923467193,24820,395386,395386,395386,0.06277409923467193,1.0,False,11.0,11.0,"{""D0-D5"": 233, ""D11-D20"": 256, ""D21-D30"": 130, ""D6-D10"": 142}",decomposition_only,0.8878923766816144,0.9177215189873418,0.9128630705394191,0.8490566037735849,0.9383561643835616,0.8378176167416594,258557,175,316,9054802720f190f5
oscillator__and4__3cd9b7aa0d31,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8792899408284024,743,102,0.06279686180087307,24829,395386,395386,395383,0.062797338277063,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 243, ""D11-D20"": 225, ""D21-D30"": 149, ""D6-D10"": 126}",decomposition_only,0.8699551569506726,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8164930790275293,258556,34,226,25fd95f923c4cf51
oscillator__and4__57d3fd533320,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8792899408284024,743,102,0.06279686180087307,24829,395386,395386,395383,0.062797338277063,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 243, ""D11-D20"": 225, ""D21-D30"": 149, ""D6-D10"": 126}",decomposition_only,0.8699551569506726,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8164930790275293,258555,36,339,a40f779de64a6786
oscillator__and4__b8c5694682c8,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8792899408284024,743,102,0.06279686180087307,24829,395386,395386,395383,0.062797338277063,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 243, ""D11-D20"": 225, ""D21-D30"": 149, ""D6-D10"": 126}",decomposition_only,0.8699551569506726,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8164930790275293,258550,44,306,f5a607547f9c4fcf
oscillator__and4__fcccefddf0e1,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8792899408284024,743,102,0.06279686180087307,24829,395386,395386,395383,0.062797338277063,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 243, ""D11-D20"": 225, ""D21-D30"": 149, ""D6-D10"": 126}",decomposition_only,0.8699551569506726,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8164930790275293,258556,50,160,51788b35d46a6b0f
volume_money__and3__4f379644cd36,volume_money,same_family_and3,3,turnover_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence10_r02 == 1.0,0.901775147928994,762,83,0.0628145660190295,24836,395386,395386,395386,0.0628145660190295,1.0,False,11.0,11.0,"{""D0-D5"": 233, ""D11-D20"": 257, ""D21-D30"": 130, ""D6-D10"": 142}",decomposition_only,0.8878923766816144,0.9240506329113924,0.9128630705394191,0.8490566037735849,0.9383561643835616,0.8389605819099646,258559,153,58,9f55e05c5e30512e
