code,name,instrument,exchange,base_date,price_date,close,shares_date,total_shares,shares_source,market_cap,included,reason
002012,凯恩股份,SZ002012,SZ,2025-12-31,2025-12-31,6.45,2025-12-31,467625470.0,stock_zh_a_gbjg_em,3016184281.5,False,below_threshold
002014,永新股份,SZ002014,SZ,2025-12-31,2025-12-31,11.92,2025-12-31,612491866.0,stock_zh_a_gbjg_em,7300903042.72,False,below_threshold
002015,协鑫能科,SZ002015,SZ,2025-12-31,2025-12-31,9.95,2022-09-16,1623324614.0,stock_zh_a_gbjg_em,16152079909.3,False,below_threshold
002016,世荣兆业,SZ002016,SZ,2025-12-31,2025-12-31,5.78,2022-12-31,809095632.0,stock_zh_a_gbjg_em,4676572752.96,False,below_threshold
002017,东信和平,SZ002017,SZ,2025-12-31,2025-12-31,22.3,2024-06-30,580431909.0,stock_zh_a_gbjg_em,12943631570.7,False,below_threshold
002019,亿帆医药,SZ002019,SZ,2025-12-31,2025-12-31,11.96,2025-12-31,1216390085.0,stock_zh_a_gbjg_em,14548025416.6,False,below_threshold
002020,京新药业,SZ002020,SZ,2025-12-31,2025-12-31,18.98,2024-09-11,861029140.0,stock_zh_a_gbjg_em,16342333077.2,False,below_threshold
002021,中捷资源,SZ002021,SZ,2025-12-31,2025-12-31,2.47,2025-06-25,1195477323.0,stock_zh_a_gbjg_em,2952828987.8100004,False,below_threshold
002022,科华生物,SZ002022,SZ,2025-12-31,2025-12-31,5.94,2025-12-31,514349558.0,stock_zh_a_gbjg_em,3055236374.52,False,below_threshold
002023,海特高新,SZ002023,SZ,2025-12-31,2025-12-31,13.54,2023-10-16,740860235.0,stock_zh_a_gbjg_em,10031247581.9,False,below_threshold
002025,航天电器,SZ002025,SZ,2025-12-31,2025-12-31,50.13,2025-12-31,455425988.0,stock_zh_a_gbjg_em,22830504778.440002,False,below_threshold
002026,山东威达,SZ002026,SZ,2025-12-31,2025-12-31,15.05,2025-07-07,440531939.0,stock_zh_a_gbjg_em,6630005681.950001,False,below_threshold
002027,分众传媒,SZ002027,SZ,2025-12-31,2025-12-31,7.37,2021-09-28,14442199726.0,stock_zh_a_gbjg_em,106439011980.62,True,
002028,思源电气,SZ002028,SZ,2025-12-31,2025-12-31,154.59,2025-12-31,782057732.0,stock_zh_a_gbjg_em,120898304789.88,True,
002029,七 匹 狼,SZ002029,SZ,2025-12-31,2025-12-31,11.03,2024-05-21,705023537.0,stock_zh_a_gbjg_em,7776409613.11,False,below_threshold
002030,达安基因,SZ002030,SZ,2025-12-31,2025-12-31,5.96,2022-12-31,1403446032.0,stock_zh_a_gbjg_em,8364538350.72,False,below_threshold
002031,巨轮智能,SZ002031,SZ,2025-12-31,2025-12-31,7.86,2025-12-31,2199395670.0,stock_zh_a_gbjg_em,17287249966.2,False,below_threshold
002032,苏 泊 尔,SZ002032,SZ,2025-12-31,2025-12-31,44.08,2025-12-31,801660653.0,stock_zh_a_gbjg_em,35337201584.24,False,below_threshold
002033,丽江股份,SZ002033,SZ,2025-12-31,2025-12-31,9.15,2017-04-11,549490711.0,stock_zh_a_gbjg_em,5027840005.650001,False,below_threshold
002034,旺能环境,SZ002034,SZ,2025-12-31,2025-12-31,15.9,2025-12-31,433986269.0,stock_zh_a_gbjg_em,6900381677.1,False,below_threshold
002035,华帝股份,SZ002035,SZ,2025-12-31,2025-12-31,6.2,2025-11-20,847653618.0,stock_zh_a_gbjg_em,5255452431.6,False,below_threshold
002036,联创电子,SZ002036,SZ,2025-12-31,2025-12-31,11.02,2025-12-31,1055404773.0,stock_zh_a_gbjg_em,11630560598.46,False,below_threshold
002037,保利联合,SZ002037,SZ,2025-12-31,2025-12-31,9.5,2022-07-06,483883566.0,stock_zh_a_gbjg_em,4596893877.0,False,below_threshold
002038,双鹭药业,SZ002038,SZ,2025-12-31,2025-12-31,7.37,2025-12-31,1027350000.0,stock_zh_a_gbjg_em,7571569500.0,False,below_threshold
002039,黔源电力,SZ002039,SZ,2025-12-31,2025-12-31,18.17,2025-06-30,427558126.0,stock_zh_a_gbjg_em,7768731149.420001,False,below_threshold
002040,南 京 港,SZ002040,SZ,2025-12-31,2025-12-31,9.85,2025-12-22,487946985.0,stock_zh_a_gbjg_em,4806277802.25,False,below_threshold
002041,登海种业,SZ002041,SZ,2025-12-31,2025-12-31,9.54,2019-12-31,880000000.0,stock_zh_a_gbjg_em,8395199999.999999,False,below_threshold
002042,华孚时尚,SZ002042,SZ,2025-12-31,2025-12-31,4.25,2022-06-30,1700681355.0,stock_zh_a_gbjg_em,7227895758.75,False,below_threshold
002043,兔 宝 宝,SZ002043,SZ,2025-12-31,2025-12-31,14.41,2025-08-05,829754480.0,stock_zh_a_gbjg_em,11956762056.8,False,below_threshold
002044,美年健康,SZ002044,SZ,2025-12-31,2025-12-31,5.28,2025-04-14,3914253923.0,stock_zh_a_gbjg_em,20667260713.440002,False,below_threshold
002045,国光电器,SZ002045,SZ,2025-12-31,2025-12-31,14.17,2025-12-31,562483132.0,stock_zh_a_gbjg_em,7970385980.44,False,below_threshold
002046,国机精工,SZ002046,SZ,2025-12-31,2025-12-31,43.18,2025-12-31,536266835.0,stock_zh_a_gbjg_em,23156001935.3,False,below_threshold
002048,宁波华翔,SZ002048,SZ,2025-12-31,2025-12-31,31.46,2025-12-31,813833122.0,stock_zh_a_gbjg_em,25603190018.12,False,below_threshold
002049,紫光国微,SZ002049,SZ,2025-12-31,2025-12-29,78.81,2025-12-31,849624657.0,stock_zh_a_gbjg_em,66958919218.17,True,
002050,三花智控,SZ002050,SZ,2025-12-31,2025-12-31,55.31,2025-12-31,4208013935.0,stock_zh_a_gbjg_em,232745250744.85,True,
002051,中工国际,SZ002051,SZ,2025-12-31,2025-12-31,9.07,2025-06-30,1237408937.0,stock_zh_a_gbjg_em,11223299058.59,False,below_threshold
002052,同洲电子,SZ002052,SZ,2025-12-31,2025-12-31,12.75,2025-07-31,752439694.0,stock_zh_a_gbjg_em,9593606098.5,False,below_threshold
002053,云南能投,SZ002053,SZ,2025-12-31,2025-12-31,11.52,2025-06-30,920729464.0,stock_zh_a_gbjg_em,10606803425.279999,False,below_threshold
002054,德美化工,SZ002054,SZ,2025-12-31,2025-12-31,7.38,2025-12-31,482115452.0,stock_zh_a_gbjg_em,3558012035.7599998,False,below_threshold
002056,横店东磁,SZ002056,SZ,2025-12-31,2025-12-31,19.5,2025-06-30,1626712074.0,stock_zh_a_gbjg_em,31720885443.0,False,below_threshold
002057,中钢天源,SZ002057,SZ,2025-12-31,2025-12-31,10.19,2025-12-31,753883706.0,stock_zh_a_gbjg_em,7682074964.139999,False,below_threshold
002059,云南旅游,SZ002059,SZ,2025-12-31,2025-12-31,5.38,2025-06-30,1012434813.0,stock_zh_a_gbjg_em,5446899293.94,False,below_threshold
002060,广东建工,SZ002060,SZ,2025-12-31,2025-12-31,3.6,2024-12-31,3754393242.0,stock_zh_a_gbjg_em,13515815671.2,False,below_threshold
002061,浙江交科,SZ002061,SZ,2025-12-31,2025-12-31,3.98,2025-11-14,2674299530.0,stock_zh_a_gbjg_em,10643712129.4,False,below_threshold
002062,宏润建设,SZ002062,SZ,2025-12-31,2025-12-31,9.25,2025-12-05,1237270889.0,stock_zh_a_gbjg_em,11444755723.25,False,below_threshold
002063,远光软件,SZ002063,SZ,2025-12-31,2025-12-31,6.07,2025-12-31,1911324585.0,stock_zh_a_gbjg_em,11601740230.95,False,below_threshold
002064,华峰化学,SZ002064,SZ,2025-12-31,2025-12-31,11.0,2025-12-31,4962543897.0,stock_zh_a_gbjg_em,54587982867.0,True,
002065,东华软件,SZ002065,SZ,2025-12-31,2025-12-31,9.15,2023-12-31,3205482375.0,stock_zh_a_gbjg_em,29330163731.25,False,below_threshold
002066,瑞泰科技,SZ002066,SZ,2025-12-31,2025-12-31,18.68,2025-07-14,234907000.0,stock_zh_a_gbjg_em,4388062760.0,False,below_threshold
002067,景兴纸业,SZ002067,SZ,2025-12-31,2025-12-31,5.65,2025-10-22,1474853853.0,stock_zh_a_gbjg_em,8332924269.450001,False,below_threshold
002068,黑猫股份,SZ002068,SZ,2025-12-31,2025-12-31,8.82,2025-12-31,735345196.0,stock_zh_a_gbjg_em,6485744628.72,False,below_threshold
002069,獐子岛,SZ002069,SZ,2025-12-31,2025-12-31,3.73,2023-06-30,711112194.0,stock_zh_a_gbjg_em,2652448483.62,False,below_threshold
002072,凯瑞德,SZ002072,SZ,2025-12-31,2025-12-31,7.24,2025-07-21,367680000.0,stock_zh_a_gbjg_em,2662003200.0,False,below_threshold
002073,软控股份,SZ002073,SZ,2025-12-31,2025-12-31,8.15,2025-12-31,1024014553.0,stock_zh_a_gbjg_em,8345718606.950001,False,below_threshold
002074,国轩高科,SZ002074,SZ,2025-12-31,2025-12-31,39.11,2025-12-31,1814113804.0,stock_zh_a_gbjg_em,70949990874.44,True,
002075,沙钢股份,SZ002075,SZ,2025-12-31,2025-12-31,5.75,2023-09-19,2193825445.0,stock_zh_a_gbjg_em,12614496308.75,False,below_threshold
002077,大港股份,SZ002077,SZ,2025-12-31,2025-12-31,14.87,2022-06-30,580348513.0,stock_zh_a_gbjg_em,8629782388.31,False,below_threshold
002078,太阳纸业,SZ002078,SZ,2025-12-31,2025-12-31,15.75,2025-12-31,2794535119.0,stock_zh_a_gbjg_em,44013928124.25,False,below_threshold
002079,苏州固锝,SZ002079,SZ,2025-12-31,2025-12-31,9.55,2025-12-31,810609616.0,stock_zh_a_gbjg_em,7741321832.8,False,below_threshold
002080,中材科技,SZ002080,SZ,2025-12-31,2025-12-31,36.34,2019-05-23,1678123584.0,stock_zh_a_gbjg_em,60983011042.560005,True,
002081,金 螳 螂,SZ002081,SZ,2025-12-31,2025-12-31,3.42,2025-12-31,2655323689.0,stock_zh_a_gbjg_em,9081207016.38,False,below_threshold
002082,万邦德,SZ002082,SZ,2025-12-31,2025-12-31,13.93,2025-12-31,611689055.0,stock_zh_a_gbjg_em,8520828536.15,False,below_threshold
002083,孚日股份,SZ002083,SZ,2025-12-31,2025-12-31,11.9,2025-12-31,946639012.0,stock_zh_a_gbjg_em,11265004242.800001,False,below_threshold
002084,海鸥住工,SZ002084,SZ,2025-12-31,2025-12-31,3.88,2025-12-31,646056040.0,stock_zh_a_gbjg_em,2506697435.2,False,below_threshold
002085,万丰奥威,SZ002085,SZ,2025-12-31,2025-12-31,16.01,2024-01-30,2123297520.0,stock_zh_a_gbjg_em,33993993295.200005,False,below_threshold
002086,东方海洋,SZ002086,SZ,2025-12-31,2025-12-31,2.31,2025-12-31,1958946500.0,stock_zh_a_gbjg_em,4525166415.0,False,below_threshold
002088,鲁阳节能,SZ002088,SZ,2025-12-31,2025-12-31,10.47,2025-12-31,513122586.0,stock_zh_a_gbjg_em,5372393475.42,False,below_threshold
002090,金智科技,SZ002090,SZ,2025-12-31,2025-12-31,11.8,2025-12-31,400577071.0,stock_zh_a_gbjg_em,4726809437.8,False,below_threshold
002091,江苏国泰,SZ002091,SZ,2025-12-31,2025-12-31,9.03,2025-12-31,1627714690.0,stock_zh_a_gbjg_em,14698263650.699999,False,below_threshold
002092,中泰化学,SZ002092,SZ,2025-12-31,2025-12-31,4.98,2025-12-31,2590019517.0,stock_zh_a_gbjg_em,12898297194.660002,False,below_threshold
002093,国脉科技,SZ002093,SZ,2025-12-31,2025-12-31,11.5,2025-09-05,1007500000.0,stock_zh_a_gbjg_em,11586250000.0,False,below_threshold
002094,青岛金王,SZ002094,SZ,2025-12-31,2025-12-31,7.65,2020-07-10,690897549.0,stock_zh_a_gbjg_em,5285366249.85,False,below_threshold
002095,生 意 宝,SZ002095,SZ,2025-12-31,2025-12-31,18.04,2022-06-30,252720000.0,stock_zh_a_gbjg_em,4559068800.0,False,below_threshold
002096,易普力,SZ002096,SZ,2025-12-31,2025-12-31,13.32,2025-02-05,1240440770.0,stock_zh_a_gbjg_em,16522671056.4,False,below_threshold
002097,山河智能,SZ002097,SZ,2025-12-31,2025-12-31,12.41,2025-12-31,1074617264.0,stock_zh_a_gbjg_em,13336000246.24,False,below_threshold
002098,浔兴股份,SZ002098,SZ,2025-12-31,2025-12-31,9.82,2025-12-31,358000000.0,stock_zh_a_gbjg_em,3515560000.0,False,below_threshold
002099,海翔药业,SZ002099,SZ,2025-12-31,2025-12-31,6.24,2025-12-31,1618715253.0,stock_zh_a_gbjg_em,10100783178.720001,False,below_threshold
002100,天康生物,SZ002100,SZ,2025-12-31,2025-12-31,7.37,2023-12-19,1365251515.0,stock_zh_a_gbjg_em,10061903665.55,False,below_threshold
002101,广东鸿图,SZ002101,SZ,2025-12-31,2025-12-31,12.32,2025-06-30,664376239.0,stock_zh_a_gbjg_em,8185115264.4800005,False,below_threshold
002103,广博股份,SZ002103,SZ,2025-12-31,2025-12-31,9.12,2025-12-23,534272953.0,stock_zh_a_gbjg_em,4872569331.36,False,below_threshold
002104,恒宝股份,SZ002104,SZ,2025-12-31,2025-12-31,21.61,2025-12-31,708339154.0,stock_zh_a_gbjg_em,15307209117.94,False,below_threshold
002105,信隆健康,SZ002105,SZ,2025-12-31,2025-12-31,7.32,2025-12-31,366241950.0,stock_zh_a_gbjg_em,2680891074.0,False,below_threshold
002106,莱宝高科,SZ002106,SZ,2025-12-31,2025-12-31,10.96,2025-12-31,705816160.0,stock_zh_a_gbjg_em,7735745113.6,False,below_threshold
002107,沃华医药,SZ002107,SZ,2025-12-31,2025-12-31,6.24,2025-12-31,577209600.0,stock_zh_a_gbjg_em,3601787904.0,False,below_threshold
002108,沧州明珠,SZ002108,SZ,2025-12-31,2025-12-31,4.77,2025-10-17,1648598206.0,stock_zh_a_gbjg_em,7863813442.619999,False,below_threshold
002109,兴化股份,SZ002109,SZ,2025-12-31,2025-12-31,3.55,2024-07-24,1276269851.0,stock_zh_a_gbjg_em,4530757971.05,False,below_threshold
002110,三钢闽光,SZ002110,SZ,2025-12-31,2025-12-31,4.39,2024-12-27,2429076227.0,stock_zh_a_gbjg_em,10663644636.529999,False,below_threshold
002111,威海广泰,SZ002111,SZ,2025-12-31,2025-12-31,10.52,2025-12-31,532010391.0,stock_zh_a_gbjg_em,5596749313.32,False,below_threshold
002112,三变科技,SZ002112,SZ,2025-12-31,2025-12-31,13.26,2025-07-15,294131282.0,stock_zh_a_gbjg_em,3900180799.32,False,below_threshold
002114,罗平锌电,SZ002114,SZ,2025-12-31,2025-12-31,8.42,2019-12-31,323395267.0,stock_zh_a_gbjg_em,2722988148.14,False,below_threshold
002115,三维通信,SZ002115,SZ,2025-12-31,2025-12-31,12.74,2023-11-23,810991332.0,stock_zh_a_gbjg_em,10332029569.68,False,below_threshold
002116,中国海诚,SZ002116,SZ,2025-12-31,2025-12-31,10.28,2025-12-31,465794049.0,stock_zh_a_gbjg_em,4788362823.719999,False,below_threshold
002117,东港股份,SZ002117,SZ,2025-12-31,2025-12-31,13.81,2025-12-31,523720955.0,stock_zh_a_gbjg_em,7232586388.55,False,below_threshold
002119,康强电子,SZ002119,SZ,2025-12-31,2025-12-31,16.47,2022-12-31,375284000.0,stock_zh_a_gbjg_em,6180927480.0,False,below_threshold
002120,韵达股份,SZ002120,SZ,2025-12-31,2025-12-31,6.74,2025-12-31,2899201071.0,stock_zh_a_gbjg_em,19540615218.54,False,below_threshold
002121,科陆电子,SZ002121,SZ,2025-12-31,2025-12-31,7.7,2025-09-01,1660816688.0,stock_zh_a_gbjg_em,12788288497.6,False,below_threshold
002123,梦网科技,SZ002123,SZ,2025-12-31,2025-12-31,12.16,2025-12-31,805422590.0,stock_zh_a_gbjg_em,9793938694.4,False,below_threshold
002124,天邦食品,SZ002124,SZ,2025-12-31,2025-12-31,2.74,2025-12-31,2221933832.0,stock_zh_a_gbjg_em,6088098699.68,False,below_threshold
002125,湘潭电化,SZ002125,SZ,2025-12-31,2025-12-31,14.16,2025-12-31,629486843.0,stock_zh_a_gbjg_em,8913533696.88,False,below_threshold
002126,银轮股份,SZ002126,SZ,2025-12-31,2025-12-31,37.8,2025-12-31,845709424.0,stock_zh_a_gbjg_em,31967816227.199997,False,below_threshold
002127,南极电商,SZ002127,SZ,2025-12-31,2025-12-31,3.37,2025-12-31,2454870403.0,stock_zh_a_gbjg_em,8272913258.110001,False,below_threshold
002128,电投能源,SZ002128,SZ,2025-12-31,2025-12-31,27.91,2024-10-11,2241573493.0,stock_zh_a_gbjg_em,62562316189.63,True,
002129,TCL中环,SZ002129,SZ,2025-12-31,2025-12-31,8.57,2025-12-31,4043115773.0,stock_zh_a_gbjg_em,34649502174.61,False,below_threshold
002130,沃尔核材,SZ002130,SZ,2025-12-31,2025-12-31,26.32,2025-12-31,1259898562.0,stock_zh_a_gbjg_em,33160530151.84,False,below_threshold
002131,利欧股份,SZ002131,SZ,2025-12-31,2025-12-31,5.64,2025-10-16,6771778703.0,stock_zh_a_gbjg_em,38192831884.92,False,below_threshold
002132,恒星科技,SZ002132,SZ,2025-12-31,2025-12-31,3.55,2025-12-31,1401544698.0,stock_zh_a_gbjg_em,4975483677.9,False,below_threshold
002133,广宇集团,SZ002133,SZ,2025-12-31,2025-12-31,3.39,2020-05-06,774144175.0,stock_zh_a_gbjg_em,2624348753.25,False,below_threshold
002134,天津普林,SZ002134,SZ,2025-12-31,2025-12-31,26.79,2025-12-31,246541120.0,stock_zh_a_gbjg_em,6604836604.8,False,below_threshold
002135,东南网架,SZ002135,SZ,2025-12-31,2025-12-31,4.54,2025-12-31,1115518269.0,stock_zh_a_gbjg_em,5064452941.26,False,below_threshold
002136,安 纳 达,SZ002136,SZ,2025-12-31,2025-12-31,12.14,2024-12-31,215020000.0,stock_zh_a_gbjg_em,2610342800.0,False,below_threshold
002137,实益达,SZ002137,SZ,2025-12-31,2025-12-31,8.58,2025-12-31,577504854.0,stock_zh_a_gbjg_em,4954991647.32,False,below_threshold
002138,顺络电子,SZ002138,SZ,2025-12-31,2025-12-31,35.53,2025-12-31,806318354.0,stock_zh_a_gbjg_em,28648491117.620003,False,below_threshold
002139,拓邦股份,SZ002139,SZ,2025-12-31,2025-12-31,13.78,2025-12-31,1246834988.0,stock_zh_a_gbjg_em,17181386134.64,False,below_threshold
002140,东华科技,SZ002140,SZ,2025-12-31,2025-12-31,11.26,2025-12-05,708013872.0,stock_zh_a_gbjg_em,7972236198.72,False,below_threshold
002141,贤丰控股,SZ002141,SZ,2025-12-31,2025-12-31,3.73,2025-12-31,1032935798.0,stock_zh_a_gbjg_em,3852850526.54,False,below_threshold
002142,宁波银行,SZ002142,SZ,2025-12-31,2025-12-31,28.09,2025-12-31,6603590792.0,stock_zh_a_gbjg_em,185494865347.28,True,
002144,宏达高科,SZ002144,SZ,2025-12-31,2025-12-31,12.69,2025-12-31,176762528.0,stock_zh_a_gbjg_em,2243116480.3199997,False,below_threshold
002145,钛能化学,SZ002145,SZ,2025-12-31,2025-12-31,4.9,2025-12-31,3806672183.0,stock_zh_a_gbjg_em,18652693696.7,False,below_threshold
002146,荣盛发展,SZ002146,SZ,2025-12-31,2025-12-31,1.64,2025-06-30,4348163851.0,stock_zh_a_gbjg_em,7130988715.639999,False,below_threshold
002148,北纬科技,SZ002148,SZ,2025-12-31,2025-12-31,8.9,2025-06-17,558987330.0,stock_zh_a_gbjg_em,4974987237.0,False,below_threshold
002149,西部材料,SZ002149,SZ,2025-12-31,2025-12-31,45.51,2021-12-31,488214274.0,stock_zh_a_gbjg_em,22218631609.739998,False,below_threshold
002150,正泰电源,SZ002150,SZ,2025-12-31,2025-12-31,20.1,2025-12-25,360868803.0,stock_zh_a_gbjg_em,7253462940.3,False,below_threshold
002151,北斗星通,SZ002151,SZ,2025-12-31,2025-12-31,45.43,2025-12-31,542910913.0,stock_zh_a_gbjg_em,24664442777.59,False,below_threshold
002152,广电运通,SZ002152,SZ,2025-12-31,2025-12-31,13.81,2022-12-31,2483382898.0,stock_zh_a_gbjg_em,34295517821.38,False,below_threshold
002153,石基信息,SZ002153,SZ,2025-12-31,2025-12-31,10.83,2023-06-30,2729193841.0,stock_zh_a_gbjg_em,29557169298.03,False,below_threshold
002154,报 喜 鸟,SZ002154,SZ,2025-12-31,2025-12-31,3.85,2025-12-31,1459333729.0,stock_zh_a_gbjg_em,5618434856.650001,False,below_threshold
002155,湖南黄金,SZ002155,SZ,2025-12-31,2025-12-31,21.09,2025-12-31,1562651316.0,stock_zh_a_gbjg_em,32956316254.44,False,below_threshold
002156,通富微电,SZ002156,SZ,2025-12-31,2025-12-31,37.7,2024-12-31,1517596912.0,stock_zh_a_gbjg_em,57213403582.4,True,
002157,正邦科技,SZ002157,SZ,2025-12-31,2025-12-31,3.24,2025-12-31,9250162589.0,stock_zh_a_gbjg_em,29970526788.36,False,below_threshold
002158,汉钟精机,SZ002158,SZ,2025-12-31,2025-12-31,25.03,2025-12-31,534724139.0,stock_zh_a_gbjg_em,13384145199.17,False,below_threshold
002159,三特索道,SZ002159,SZ,2025-12-31,2025-12-31,15.33,2025-06-30,177301325.0,stock_zh_a_gbjg_em,2718029312.25,False,below_threshold
002160,常铝股份,SZ002160,SZ,2025-12-31,2025-12-31,5.2,2023-06-30,1032781167.0,stock_zh_a_gbjg_em,5370462068.400001,False,below_threshold
002161,远 望 谷,SZ002161,SZ,2025-12-31,2025-12-31,7.31,2025-12-31,739757400.0,stock_zh_a_gbjg_em,5407626594.0,False,below_threshold
002162,悦心健康,SZ002162,SZ,2025-12-31,2025-12-31,4.66,2025-05-28,919700965.0,stock_zh_a_gbjg_em,4285806496.9,False,below_threshold
002163,海南发展,SZ002163,SZ,2025-12-31,2025-12-31,23.84,2024-06-30,844957867.0,stock_zh_a_gbjg_em,20143795549.28,False,below_threshold
002164,宁波东力,SZ002164,SZ,2025-12-31,2025-12-31,16.01,2025-12-31,532173689.0,stock_zh_a_gbjg_em,8520100760.890001,False,below_threshold
002165,红 宝 丽,SZ002165,SZ,2025-12-31,2025-12-31,7.56,2025-12-31,735269837.0,stock_zh_a_gbjg_em,5558639967.719999,False,below_threshold
002166,莱茵生物,SZ002166,SZ,2025-12-31,2025-12-31,8.45,2025-12-31,741609425.0,stock_zh_a_gbjg_em,6266599641.249999,False,below_threshold
002167,东方锆业,SZ002167,SZ,2025-12-31,2025-12-31,12.35,2025-12-31,774673300.0,stock_zh_a_gbjg_em,9567215255.0,False,below_threshold
002169,智光电气,SZ002169,SZ,2025-12-31,2025-12-31,11.57,2024-09-20,782704094.0,stock_zh_a_gbjg_em,9055886367.58,False,below_threshold
002170,芭田股份,SZ002170,SZ,2025-12-31,2025-12-31,12.18,2025-12-31,969542537.0,stock_zh_a_gbjg_em,11809028100.66,False,below_threshold
002171,楚江新材,SZ002171,SZ,2025-12-31,2025-12-31,13.26,2025-08-13,1622937872.0,stock_zh_a_gbjg_em,21520156182.72,False,below_threshold
002172,澳洋健康,SZ002172,SZ,2025-12-31,2025-12-31,3.97,2025-12-31,765732360.0,stock_zh_a_gbjg_em,3039957469.2000003,False,below_threshold
002173,创新医疗,SZ002173,SZ,2025-12-31,2025-12-31,21.51,2024-12-31,441284352.0,stock_zh_a_gbjg_em,9492026411.52,False,below_threshold
002174,游族网络,SZ002174,SZ,2025-12-31,2025-12-31,12.24,2025-08-27,983355167.0,stock_zh_a_gbjg_em,12036267244.08,False,below_threshold
002176,江特电机,SZ002176,SZ,2025-12-31,2025-12-31,9.74,2025-12-31,1706325581.0,stock_zh_a_gbjg_em,16619611158.94,False,below_threshold
002177,御银股份,SZ002177,SZ,2025-12-31,2025-12-31,9.41,2025-06-30,761191294.0,stock_zh_a_gbjg_em,7162810076.54,False,below_threshold
002178,延华智能,SZ002178,SZ,2025-12-31,2025-12-31,6.39,2023-12-31,712153001.0,stock_zh_a_gbjg_em,4550657676.389999,False,below_threshold
002179,中航光电,SZ002179,SZ,2025-12-31,2025-12-31,35.44,2025-12-25,2118271050.0,stock_zh_a_gbjg_em,75071526012.0,True,
002180,奔图科技,SZ002180,SZ,2025-12-31,2025-12-31,20.22,2025-12-31,1421878923.0,stock_zh_a_gbjg_em,28750391823.059998,False,below_threshold
002181,粤 传 媒,SZ002181,SZ,2025-12-31,2025-12-31,8.62,2025-02-21,1161058174.0,stock_zh_a_gbjg_em,10008321459.88,False,below_threshold
002182,宝武镁业,SZ002182,SZ,2025-12-31,2025-12-31,15.3,2025-12-31,991791553.0,stock_zh_a_gbjg_em,15174410760.900002,False,below_threshold
002183,怡 亚 通,SZ002183,SZ,2025-12-31,2025-12-31,4.76,2023-12-31,2597009091.0,stock_zh_a_gbjg_em,12361763273.16,False,below_threshold
002184,海得控制,SZ002184,SZ,2025-12-31,2025-12-31,13.09,2025-12-31,351908370.0,stock_zh_a_gbjg_em,4606480563.3,False,below_threshold
002185,华天科技,SZ002185,SZ,2025-12-31,2025-12-31,10.97,2025-12-31,3264057119.0,stock_zh_a_gbjg_em,35806706595.43,False,below_threshold
002186,全 聚 德,SZ002186,SZ,2025-12-31,2025-12-31,11.78,2025-12-31,306921588.0,stock_zh_a_gbjg_em,3615536306.64,False,below_threshold
002187,广百股份,SZ002187,SZ,2025-12-31,2025-12-31,7.57,2025-10-29,700894633.0,stock_zh_a_gbjg_em,5305772371.81,False,below_threshold
002188,中天服务,SZ002188,SZ,2025-12-31,2025-12-31,6.08,2025-01-23,327103864.0,stock_zh_a_gbjg_em,1988791493.1200001,False,below_threshold
002189,中光学,SZ002189,SZ,2025-12-31,2025-12-31,23.09,2024-12-31,261199273.0,stock_zh_a_gbjg_em,6031091213.57,False,below_threshold
002190,成飞集成,SZ002190,SZ,2025-12-31,2025-12-31,37.08,2021-02-01,358729343.0,stock_zh_a_gbjg_em,13301684038.439999,False,below_threshold
002191,劲嘉股份,SZ002191,SZ,2025-12-31,2025-12-31,4.19,2025-12-31,1451778834.0,stock_zh_a_gbjg_em,6082953314.460001,False,below_threshold
002192,融捷股份,SZ002192,SZ,2025-12-31,2025-12-31,51.75,2025-12-31,259655203.0,stock_zh_a_gbjg_em,13437156755.25,False,below_threshold
002193,如意集团,SZ002193,SZ,2025-12-31,2025-12-31,5.32,2023-12-31,261715550.0,stock_zh_a_gbjg_em,1392326726.0,False,below_threshold
002194,武汉凡谷,SZ002194,SZ,2025-12-31,2025-12-31,13.05,2025-12-31,683285806.0,stock_zh_a_gbjg_em,8916879768.300001,False,below_threshold
002195,岩山科技,SZ002195,SZ,2025-12-31,2025-12-31,7.09,2025-12-31,5670554696.0,stock_zh_a_gbjg_em,40204232794.64,False,below_threshold
002196,方正电机,SZ002196,SZ,2025-12-31,2025-12-31,15.87,2025-12-31,495871930.0,stock_zh_a_gbjg_em,7869487529.099999,False,below_threshold
002197,证通电子,SZ002197,SZ,2025-12-31,2025-12-31,10.12,2024-12-31,614362928.0,stock_zh_a_gbjg_em,6217352831.36,False,below_threshold
002198,嘉应制药,SZ002198,SZ,2025-12-31,2025-12-31,7.03,2025-12-31,507509848.0,stock_zh_a_gbjg_em,3567794231.44,False,below_threshold
002201,九鼎新材,SZ002201,SZ,2025-12-31,2025-12-31,11.42,2025-12-31,651636241.0,stock_zh_a_gbjg_em,7441685872.22,False,below_threshold
002202,金风科技,SZ002202,SZ,2025-12-31,2025-12-31,20.4,2025-12-31,4225067647.0,stock_zh_a_gbjg_em,86191379998.79999,True,
002203,海亮股份,SZ002203,SZ,2025-12-31,2025-12-31,12.66,2025-09-26,2291755274.0,stock_zh_a_gbjg_em,29013621768.84,False,below_threshold
002204,大连重工,SZ002204,SZ,2025-12-31,2025-12-31,7.65,2016-06-24,1931370032.0,stock_zh_a_gbjg_em,14774980744.800001,False,below_threshold
002205,国统股份,SZ002205,SZ,2025-12-31,2025-12-31,13.78,2020-06-10,185843228.0,stock_zh_a_gbjg_em,2560919681.8399997,False,below_threshold
