instrument,path,rows,start,end,duplicate_dates,missing_values,max_abs_close_jump,max_abs_factor_jump,errors
SH600418,Explore1/data/interim/qlib_csv/day/SH600418.csv,2263,2017-01-03,2026-04-30,0,0,0.10183299389002043,0.018412941451924292,
SH600426,Explore1/data/interim/qlib_csv/day/SH600426.csv,2263,2017-01-03,2026-04-30,0,0,0.10070810385523221,0.3104549589237773,
SH600436,Explore1/data/interim/qlib_csv/day/SH600436.csv,2263,2017-01-03,2026-04-30,0,0,0.1000241507003703,0.010149144783850428,
SH600438,Explore1/data/interim/qlib_csv/day/SH600438.csv,2253,2017-01-03,2026-04-30,0,0,0.10081743869209814,0.08319880327273155,
SH600487,Explore1/data/interim/qlib_csv/day/SH600487.csv,2243,2017-01-03,2026-04-30,0,0,0.10049893086243755,0.4075652239869145,
SH600489,Explore1/data/interim/qlib_csv/day/SH600489.csv,2252,2017-01-03,2026-04-30,0,0,0.10018785222291804,0.031864146860639986,
SH600515,Explore1/data/interim/qlib_csv/day/SH600515.csv,2124,2017-01-03,2026-04-30,0,0,0.10126582278481,0.4768707107717931,
SH600519,Explore1/data/interim/qlib_csv/day/SH600519.csv,2263,2017-01-03,2026-04-30,0,0,0.09998464137613272,0.020711969684059195,
SH600522,Explore1/data/interim/qlib_csv/day/SH600522.csv,2263,2017-01-03,2026-04-30,0,0,0.10092807424593975,0.021367521375814436,
SH600547,Explore1/data/interim/qlib_csv/day/SH600547.csv,2233,2017-01-03,2026-04-30,0,0,0.10015329586101185,0.40309124769306304,
SH600549,Explore1/data/interim/qlib_csv/day/SH600549.csv,2263,2017-01-03,2026-04-30,0,0,0.10057236304170081,0.3116140016611344,
SH600570,Explore1/data/interim/qlib_csv/day/SH600570.csv,2261,2017-01-03,2026-04-30,0,0,0.10043457267020761,0.4014930745383225,
SH600580,Explore1/data/interim/qlib_csv/day/SH600580.csv,2257,2017-01-03,2026-04-30,0,0,0.10064239828693777,0.2069489971583638,
SH600584,Explore1/data/interim/qlib_csv/day/SH600584.csv,2245,2017-01-03,2026-04-30,0,0,0.10084033613445365,0.008173173906900644,
SH600585,Explore1/data/interim/qlib_csv/day/SH600585.csv,2263,2017-01-03,2026-04-30,0,0,0.10036003600360033,0.06868340891856395,
SH600600,Explore1/data/interim/qlib_csv/day/SH600600.csv,2263,2017-01-03,2026-04-30,0,0,0.10016977928692694,0.0317139973948819,
SH600601,Explore1/data/interim/qlib_csv/day/SH600601.csv,2259,2017-01-03,2026-04-30,0,0,0.10188679245283017,0.11240310081572313,
SH600660,Explore1/data/interim/qlib_csv/day/SH600660.csv,2263,2017-01-03,2026-04-30,0,0,0.10023980815347722,0.03771810360419647,
SH600673,Explore1/data/interim/qlib_csv/day/SH600673.csv,2014,2017-11-27,2026-04-30,0,0,0.10121457489878538,0.04263565890543397,
SH600674,Explore1/data/interim/qlib_csv/day/SH600674.csv,2263,2017-01-03,2026-04-30,0,0,0.0954235637779941,0.034757312672737184,
SH600690,Explore1/data/interim/qlib_csv/day/SH600690.csv,2261,2017-01-03,2026-04-30,0,0,0.1002396166134184,0.036047957782690654,
SH600703,Explore1/data/interim/qlib_csv/day/SH600703.csv,2263,2017-01-03,2026-04-30,0,0,0.10081112398609493,0.018909097404048225,
SH600741,Explore1/data/interim/qlib_csv/day/SH600741.csv,2263,2017-01-03,2026-04-30,0,0,0.10013351134846471,0.04949058955139929,
SH600760,Explore1/data/interim/qlib_csv/day/SH600760.csv,2251,2017-01-03,2026-04-30,0,0,0.10036784025223333,0.4092939397480566,
SH600795,Explore1/data/interim/qlib_csv/day/SH600795.csv,2199,2017-01-03,2026-04-30,0,0,0.1030927835051545,0.030888030938398314,
SH600801,Explore1/data/interim/qlib_csv/day/SH600801.csv,2261,2017-01-03,2026-04-30,0,0,0.10162601626016254,0.461607300787767,
SH600803,Explore1/data/interim/qlib_csv/day/SH600803.csv,2221,2017-01-03,2026-04-30,0,0,0.10059171597633121,0.0769271465106025,
SH600809,Explore1/data/interim/qlib_csv/day/SH600809.csv,2252,2017-01-03,2026-04-30,0,0,0.10023866348448696,0.40064088764545147,
SH600845,Explore1/data/interim/qlib_csv/day/SH600845.csv,2261,2017-01-03,2026-04-30,0,0,0.10025873221216042,0.3246830290369207,
SH600875,Explore1/data/interim/qlib_csv/day/SH600875.csv,2203,2017-03-28,2026-04-30,0,0,0.10086767895878523,0.030719810724861407,
SH600879,Explore1/data/interim/qlib_csv/day/SH600879.csv,2263,2017-01-03,2026-04-30,0,0,0.10196779964221836,1.0003917092988197,
SH600886,Explore1/data/interim/qlib_csv/day/SH600886.csv,2263,2017-01-03,2026-04-30,0,0,0.10032017075773769,0.032201252575585704,
SH600887,Explore1/data/interim/qlib_csv/day/SH600887.csv,2259,2017-01-03,2026-04-30,0,0,0.10039840637450215,0.0435363350489999,
SH600893,Explore1/data/interim/qlib_csv/day/SH600893.csv,2252,2017-01-03,2026-04-30,0,0,0.10026212319790284,0.006040402805215894,
SH600895,Explore1/data/interim/qlib_csv/day/SH600895.csv,2263,2017-01-03,2026-04-30,0,0,0.10072595281306729,0.020895299226656894,
SH600900,Explore1/data/interim/qlib_csv/day/SH600900.csv,2252,2017-01-03,2026-04-30,0,0,0.06811509101585433,0.05060160420552218,
SH600905,Explore1/data/interim/qlib_csv/day/SH600905.csv,1185,2021-06-10,2026-04-30,0,0,0.10256410256410264,0.017341473757245707,
SH600918,Explore1/data/interim/qlib_csv/day/SH600918.csv,1433,2020-06-03,2026-04-30,0,0,0.1012084592145015,0.010970990402646708,
SH600919,Explore1/data/interim/qlib_csv/day/SH600919.csv,2257,2017-01-03,2026-04-30,0,0,0.10023866348448696,0.07180495943982756,
SH600926,Explore1/data/interim/qlib_csv/day/SH600926.csv,2263,2017-01-03,2026-04-30,0,0,0.10050890585241734,0.43906064540811873,
SH600930,Explore1/data/interim/qlib_csv/day/SH600930.csv,192,2025-07-16,2026-04-30,0,0,0.1359516616314198,0.005067567560776531,
SH600938,Explore1/data/interim/qlib_csv/day/SH600938.csv,976,2022-04-21,2026-04-30,0,0,0.10022953328232598,0.06641526495765859,
SH600941,Explore1/data/interim/qlib_csv/day/SH600941.csv,1045,2022-01-05,2026-04-30,0,0,0.09999999999999987,0.03264419100671989,
SH600958,Explore1/data/interim/qlib_csv/day/SH600958.csv,2242,2017-01-03,2026-04-17,0,0,0.10070810385523199,0.028574464499401264,
SH600988,Explore1/data/interim/qlib_csv/day/SH600988.csv,2253,2017-01-03,2026-04-30,0,0,0.10172744721689075,0.9988353163590482,
SH600989,Explore1/data/interim/qlib_csv/day/SH600989.csv,1689,2019-05-16,2026-04-30,0,0,0.10063784549964572,0.030474724458410485,
SH600999,Explore1/data/interim/qlib_csv/day/SH600999.csv,2257,2017-01-03,2026-04-30,0,0,0.10050818746470913,0.20557177389318348,
SH601006,Explore1/data/interim/qlib_csv/day/SH601006.csv,2263,2017-01-03,2026-04-30,0,0,0.07460317460317456,0.07730596388426014,
SH601009,Explore1/data/interim/qlib_csv/day/SH601009.csv,2261,2017-01-03,2026-04-30,0,0,0.10090361445783125,0.4285162515736609,
SH601012,Explore1/data/interim/qlib_csv/day/SH601012.csv,2257,2017-01-03,2026-04-30,0,0,0.10047846889952172,0.40611660651740067,
SH601018,Explore1/data/interim/qlib_csv/day/SH601018.csv,2263,2017-01-03,2026-04-30,0,0,0.1019108280254778,0.028605841599576243,
SH601021,Explore1/data/interim/qlib_csv/day/SH601021.csv,2263,2017-01-03,2026-04-30,0,0,0.10004756619628985,0.015313406043642619,
SH601058,Explore1/data/interim/qlib_csv/day/SH601058.csv,2259,2017-01-03,2026-04-30,0,0,0.10154525386313473,0.027190332299316333,
SH601059,Explore1/data/interim/qlib_csv/day/SH601059.csv,768,2023-02-01,2026-04-30,0,0,0.10063335679099228,0.0036881519102358595,
SH601061,Explore1/data/interim/qlib_csv/day/SH601061.csv,741,2023-04-10,2026-04-30,0,0,0.10091743119266061,0.022481404463635446,
SH601066,Explore1/data/interim/qlib_csv/day/SH601066.csv,1908,2018-06-20,2026-04-30,0,0,0.10076335877862597,0.017555132382703453,
SH601077,Explore1/data/interim/qlib_csv/day/SH601077.csv,1578,2019-10-29,2026-04-30,0,0,0.1004566210045662,0.07539300317547104,
SH601088,Explore1/data/interim/qlib_csv/day/SH601088.csv,2189,2017-01-03,2026-04-30,0,0,0.10072815533980584,0.15374002237750783,
SH601100,Explore1/data/interim/qlib_csv/day/SH601100.csv,2263,2017-01-03,2026-04-30,0,0,0.10030165912518862,0.4909501460886587,
SH601111,Explore1/data/interim/qlib_csv/day/SH601111.csv,2262,2017-01-03,2026-04-30,0,0,0.10094212651413192,0.013986356669443145,
SH601127,Explore1/data/interim/qlib_csv/day/SH601127.csv,2248,2017-01-03,2026-04-30,0,0,0.10074231177094384,0.013951633787961493,
SH601136,Explore1/data/interim/qlib_csv/day/SH601136.csv,811,2022-12-22,2026-04-30,0,0,0.10080645161290325,0.008241039375705306,
SH601138,Explore1/data/interim/qlib_csv/day/SH601138.csv,1915,2018-06-08,2026-04-30,0,0,0.10068426197458447,0.05261946717352628,
SH601166,Explore1/data/interim/qlib_csv/day/SH601166.csv,2263,2017-01-03,2026-04-30,0,0,0.09961089494163433,0.07521662689238418,
SH601168,Explore1/data/interim/qlib_csv/day/SH601168.csv,2194,2017-04-12,2026-04-30,0,0,0.1012084592145015,0.12186500885972174,
SH601169,Explore1/data/interim/qlib_csv/day/SH601169.csv,2255,2017-01-03,2026-04-30,0,0,0.0926966292134832,0.23376815161767106,
SH601186,Explore1/data/interim/qlib_csv/day/SH601186.csv,2263,2017-01-03,2026-04-30,0,0,0.10063694267515944,0.04261766000813605,
SH601211,Explore1/data/interim/qlib_csv/day/SH601211.csv,2244,2017-01-03,2026-04-30,0,0,0.10034602076124566,0.047768294967247105,
SH601225,Explore1/data/interim/qlib_csv/day/SH601225.csv,2263,2017-01-03,2026-04-30,0,0,0.10108695652173938,0.12963467442699872,
SH601229,Explore1/data/interim/qlib_csv/day/SH601229.csv,2263,2017-01-03,2026-04-30,0,0,0.09950248756218916,0.4451605068560831,
SH601231,Explore1/data/interim/qlib_csv/day/SH601231.csv,2255,2017-01-03,2026-04-30,0,0,0.1007194244604317,0.03158645958278683,
SH601238,Explore1/data/interim/qlib_csv/day/SH601238.csv,2263,2017-01-03,2026-04-30,0,0,0.10090984284532678,0.4318949342833529,
SH601288,Explore1/data/interim/qlib_csv/day/SH601288.csv,2263,2017-01-03,2026-04-30,0,0,0.07565789473684204,0.07813484563101292,
SH601298,Explore1/data/interim/qlib_csv/day/SH601298.csv,1757,2019-01-21,2026-04-30,0,0,0.10110294117647056,0.05025432681546427,
SH601318,Explore1/data/interim/qlib_csv/day/SH601318.csv,2263,2017-01-03,2026-04-30,0,0,0.09995903318312171,0.036018496055913785,
SH601319,Explore1/data/interim/qlib_csv/day/SH601319.csv,1807,2018-11-16,2026-04-30,0,0,0.10089686098654704,0.03138037727136145,
SH601328,Explore1/data/interim/qlib_csv/day/SH601328.csv,2263,2017-01-03,2026-04-30,0,0,0.06763285024154597,0.07543103442618637,
SH601336,Explore1/data/interim/qlib_csv/day/SH601336.csv,2263,2017-01-03,2026-04-30,0,0,0.10017186349128426,0.052344111683301664,
SH601360,Explore1/data/interim/qlib_csv/day/SH601360.csv,2141,2017-01-03,2026-04-30,0,0,0.10081190798376194,0.01354489163658612,
SH601377,Explore1/data/interim/qlib_csv/day/SH601377.csv,2252,2017-01-03,2026-04-30,0,0,0.1013384321223707,0.0423055596353592,
SH601390,Explore1/data/interim/qlib_csv/day/SH601390.csv,2189,2017-01-03,2026-04-30,0,0,0.10211946050096321,0.036469248310695646,
SH601398,Explore1/data/interim/qlib_csv/day/SH601398.csv,2263,2017-01-03,2026-04-30,0,0,0.0854922279792747,0.06771865651258069,
SH601456,Explore1/data/interim/qlib_csv/day/SH601456.csv,1373,2020-07-31,2026-04-30,0,0,0.10098176718092566,0.014083572286454515,
SH601600,Explore1/data/interim/qlib_csv/day/SH601600.csv,2154,2017-01-03,2026-04-30,0,0,0.10204081632653073,0.01780821916690445,
SH601601,Explore1/data/interim/qlib_csv/day/SH601601.csv,2263,2017-01-03,2026-04-30,0,0,0.10007757951900698,0.04581874970820299,
SH601607,Explore1/data/interim/qlib_csv/day/SH601607.csv,2263,2017-01-03,2026-04-30,0,0,0.10034431874077732,0.030516489917357337,
SH601618,Explore1/data/interim/qlib_csv/day/SH601618.csv,2263,2017-01-03,2026-04-30,0,0,0.10212765957446812,0.02823627115091787,
SH601628,Explore1/data/interim/qlib_csv/day/SH601628.csv,2263,2017-01-03,2026-04-30,0,0,0.10012771392081743,0.022405056839228443,
SH601633,Explore1/data/interim/qlib_csv/day/SH601633.csv,2256,2017-01-03,2026-04-30,0,0,0.10107015457788338,0.03510895878828513,
SH601658,Explore1/data/interim/qlib_csv/day/SH601658.csv,1548,2019-12-10,2026-04-30,0,0,0.10136986301369855,0.05507794818305389,
SH601668,Explore1/data/interim/qlib_csv/day/SH601668.csv,2263,2017-01-03,2026-04-30,0,0,0.09328968903436996,0.4405886510232726,
SH601669,Explore1/data/interim/qlib_csv/day/SH601669.csv,2263,2017-01-03,2026-04-30,0,0,0.10220994475138123,0.026369168352001315,
SH601688,Explore1/data/interim/qlib_csv/day/SH601688.csv,2263,2017-01-03,2026-04-30,0,0,0.10041103934233697,0.03578134169224256,
SH601689,Explore1/data/interim/qlib_csv/day/SH601689.csv,2263,2017-01-03,2026-04-30,0,0,0.10055180870631508,0.48923570408402295,
SH601698,Explore1/data/interim/qlib_csv/day/SH601698.csv,1659,2019-06-28,2026-04-30,0,0,0.10097087378640768,0.0028609900749798634,
SH601727,Explore1/data/interim/qlib_csv/day/SH601727.csv,2132,2017-05-08,2026-04-30,0,0,0.10082644628099169,0.01812543637107855,
SH601728,Explore1/data/interim/qlib_csv/day/SH601728.csv,1135,2021-08-20,2026-04-30,0,0,0.10132158590308371,0.045454545438038174,
SH601766,Explore1/data/interim/qlib_csv/day/SH601766.csv,2263,2017-01-03,2026-04-30,0,0,0.10196779964221825,0.03672596854473853,
SH601788,Explore1/data/interim/qlib_csv/day/SH601788.csv,2263,2017-01-03,2026-04-30,0,0,0.10059171597633143,0.019892087166145878,
SH601800,Explore1/data/interim/qlib_csv/day/SH601800.csv,2263,2017-01-03,2026-04-30,0,0,0.1015625,0.03518110986013134,
SH601808,Explore1/data/interim/qlib_csv/day/SH601808.csv,2263,2017-01-03,2026-04-30,0,0,0.10111524163568775,0.017049666423188947,
SH601816,Explore1/data/interim/qlib_csv/day/SH601816.csv,1522,2020-01-16,2026-04-30,0,0,0.10064935064935066,0.021818501756044384,
SH601818,Explore1/data/interim/qlib_csv/day/SH601818.csv,2263,2017-01-03,2026-04-30,0,0,0.09931506849315075,0.06487912564946607,
SH601825,Explore1/data/interim/qlib_csv/day/SH601825.csv,1136,2021-08-19,2026-04-30,0,0,0.10070257611241229,0.06288411730260801,
SH601838,Explore1/data/interim/qlib_csv/day/SH601838.csv,1998,2018-01-31,2026-04-30,0,0,0.10137457044673526,0.061118275162063807,
SH601857,Explore1/data/interim/qlib_csv/day/SH601857.csv,2263,2017-01-03,2026-04-30,0,0,0.10041841004184104,0.03918348603698396,
SH601868,Explore1/data/interim/qlib_csv/day/SH601868.csv,1110,2021-09-28,2026-04-30,0,0,0.10317460317460303,0.013392857179451934,
SH601869,Explore1/data/interim/qlib_csv/day/SH601869.csv,1886,2018-07-20,2026-04-30,0,0,0.10032467532467537,0.02159612199605654,
SH601872,Explore1/data/interim/qlib_csv/day/SH601872.csv,2163,2017-01-03,2026-04-30,0,0,0.10131332082551592,0.22686553103017593,
SH601877,Explore1/data/interim/qlib_csv/day/SH601877.csv,2263,2017-01-03,2026-04-30,0,0,0.10029940119760483,0.030035768916915284,
SH601881,Explore1/data/interim/qlib_csv/day/SH601881.csv,2249,2017-01-23,2026-04-30,0,0,0.10144927536231862,0.03536614449803466,
SH601888,Explore1/data/interim/qlib_csv/day/SH601888.csv,2263,2017-01-03,2026-04-30,0,0,0.1003026372676179,1.0356032107005104,
SH601898,Explore1/data/interim/qlib_csv/day/SH601898.csv,2263,2017-01-03,2026-04-30,0,0,0.10133333333333328,0.04845688582160301,
SH601899,Explore1/data/interim/qlib_csv/day/SH601899.csv,2259,2017-01-03,2026-04-30,0,0,0.1024930747922439,0.028938906747229654,
SH601901,Explore1/data/interim/qlib_csv/day/SH601901.csv,2253,2017-01-03,2026-04-30,0,0,0.10173160173160167,0.00742422222620176,
SH601916,Explore1/data/interim/qlib_csv/day/SH601916.csv,1552,2019-11-26,2026-04-30,0,0,0.10303030303030303,0.0667464832051925,
SH601919,Explore1/data/interim/qlib_csv/day/SH601919.csv,2213,2017-01-03,2026-04-30,0,0,0.10300429184549342,0.2996532937675953,
SH601939,Explore1/data/interim/qlib_csv/day/SH601939.csv,2263,2017-01-03,2026-04-30,0,0,0.08649789029535859,0.0644333147753604,
SH601958,Explore1/data/interim/qlib_csv/day/SH601958.csv,2263,2017-01-03,2026-04-30,0,0,0.10069444444444442,0.04990631927499756,
SH601985,Explore1/data/interim/qlib_csv/day/SH601985.csv,2263,2017-01-03,2026-04-30,0,0,0.09981515711645095,0.02714677126249021,
SH601988,Explore1/data/interim/qlib_csv/day/SH601988.csv,2263,2017-01-03,2026-04-30,0,0,0.1020408163265305,0.07241106725683366,
SH601991,Explore1/data/interim/qlib_csv/day/SH601991.csv,2263,2017-01-03,2026-04-30,0,0,0.1026785714285714,0.03597081769186672,
SH601995,Explore1/data/interim/qlib_csv/day/SH601995.csv,1313,2020-11-02,2026-04-30,0,0,0.10028860028860032,0.0070220228104420634,
SH601998,Explore1/data/interim/qlib_csv/day/SH601998.csv,2263,2017-01-03,2026-04-30,0,0,0.10034602076124566,0.06829675456367434,
SH603019,Explore1/data/interim/qlib_csv/day/SH603019.csv,2250,2017-01-03,2026-04-30,0,0,0.10036663611365726,0.4035054127719837,
SH603195,Explore1/data/interim/qlib_csv/day/SH603195.csv,1513,2020-02-06,2026-04-30,0,0,0.1001499250374811,0.5127877781991568,
SH603228,Explore1/data/interim/qlib_csv/day/SH603228.csv,2260,2017-01-06,2026-04-30,0,0,0.10033444816053505,0.419045143694867,
SH603259,Explore1/data/interim/qlib_csv/day/SH603259.csv,1938,2018-05-08,2026-04-30,0,0,0.1004464285714286,0.40920322057666914,
SH603260,Explore1/data/interim/qlib_csv/day/SH603260.csv,2064,2017-10-30,2026-04-30,0,0,0.10033444816053505,0.42478235550259424,
SH603268,Explore1/data/interim/qlib_csv/day/SH603268.csv,2191,2017-01-03,2026-04-30,0,0,0.10040983606557385,0.4083200886028453,
SH603288,Explore1/data/interim/qlib_csv/day/SH603288.csv,2263,2017-01-03,2026-04-30,0,0,0.10011848341232232,0.3078252736201925,
SH603296,Explore1/data/interim/qlib_csv/day/SH603296.csv,660,2023-08-08,2026-04-30,0,0,0.10013991605036976,0.419962629953913,
SH603392,Explore1/data/interim/qlib_csv/day/SH603392.csv,1455,2020-04-29,2026-04-30,0,0,0.10091743119266039,0.4511189218663869,
SH603501,Explore1/data/interim/qlib_csv/day/SH603501.csv,2013,2017-05-04,2026-04-30,0,0,0.10069177555726361,0.35497632557816483,
SH603659,Explore1/data/interim/qlib_csv/day/SH603659.csv,2004,2017-11-03,2026-04-30,0,0,0.10044843049327357,1.0080616234726731,
SH603799,Explore1/data/interim/qlib_csv/day/SH603799.csv,2251,2017-01-03,2026-04-30,0,0,0.1002913025384935,0.4075932683711554,
SH603893,Explore1/data/interim/qlib_csv/day/SH603893.csv,1512,2020-02-07,2026-04-30,0,0,0.10072342793544808,0.008353611363160374,
SH603986,Explore1/data/interim/qlib_csv/day/SH603986.csv,2127,2017-03-13,2026-04-30,0,0,0.10028348688873145,1.0056779045923632,
SH603993,Explore1/data/interim/qlib_csv/day/SH603993.csv,2263,2017-01-03,2026-04-30,0,0,0.10133333333333328,0.031645569592829714,
SH605117,Explore1/data/interim/qlib_csv/day/SH605117.csv,1219,2021-04-20,2026-04-30,0,0,0.10058737151248165,0.8163840744452715,
SH605499,Explore1/data/interim/qlib_csv/day/SH605499.csv,1195,2021-05-27,2026-04-30,0,0,0.10015694107575968,0.3114591386916141,
SZ000001,Explore1/data/interim/qlib_csv/day/SZ000001.csv,2263,2017-01-03,2026-04-30,0,0,0.10034013605442182,0.07109384338466529,
SZ000002,Explore1/data/interim/qlib_csv/day/SZ000002.csv,2258,2017-01-03,2026-04-30,0,0,0.10062893081761026,0.061900128353221895,
SZ000039,Explore1/data/interim/qlib_csv/day/SZ000039.csv,2258,2017-01-03,2026-04-30,0,0,0.10093457943925233,0.5785813532444746,
