version,calendar_year,year_return_with_cost,max_drawdown,trades,net_pnl_sum,yearly_expectancy,avg_cost_after_return,avg_r_multiple,median_r_multiple,stop_time_trade_ratio,cash_ratio,year_instances,folds
pit_original_pullback_baseline,2023,-0.007595247607118438,-0.016238178827293392,19.0,-7560.002635896201,-397.8948755734843,-0.01640119419399988,-0.3305431574846739,-0.14821150894930885,0.6842105263157895,0.9690759177364789,2,"WF4,WF5"
pit_original_pullback_baseline,2024,-0.020758679394520363,-0.042119050121195545,71.0,-21574.356412172318,-303.8641748193284,-0.010346885484073837,-0.1941511716451363,-0.2665299881308954,0.6197183098591549,0.9212917144990822,1,WF5
pit_rebuilt_pullback_candidate,2019,-0.006603657160878074,-0.018625521747592466,20.0,-13149.685781931878,-657.4842890965939,-0.02299936624565053,-0.12794818211663792,-0.09970747138628828,0.75,0.9673919178332896,1,WF1
pit_rebuilt_pullback_candidate,2020,0.017115160442107924,-0.01029805396788086,16.5,23562.302769231796,1421.8871866966433,0.07635849395705498,0.24475558741835277,-0.08186297951443619,0.6066176470588236,0.9656513532786881,2,"WF1,WF2"
pit_rebuilt_pullback_candidate,2021,0.009088044245069482,-0.01071599077662544,3.0,5898.979096984862,1966.3263656616207,0.09193710282187802,0.49218199940055984,0.31746010427220384,0.3333333333333333,0.9848335802932219,2,"WF2,WF3"
pit_rebuilt_pullback_candidate,2022,-0.004427935251227089,-0.005406643084056251,4.0,-4440.967578649522,-1110.2418946623804,-0.03810170769144908,-0.2635000965294516,-0.1460777704798222,0.5,0.9970600424992302,2,"WF3,WF4"
pit_rebuilt_pullback_candidate,2023,-0.0054741158622487185,-0.012516501039737227,12.0,-5461.943522834775,-455.1619602362312,-0.017884058830203917,-0.21010424103327674,-0.11270374216042453,0.6666666666666666,0.9758356329891085,2,"WF4,WF5"
pit_rebuilt_pullback_candidate,2024,-0.011610697361053357,-0.020290721544998003,26.0,-11716.115714001662,-450.61983515391006,-0.015928931458923126,-0.29491179769671655,-0.13193933551774767,0.6153846153846154,0.9631007521503003,1,WF5
pit_strong_trend_pullback_candidate,2019,-0.006603657160878074,-0.018625521747592466,20.0,-13149.685781931878,-657.4842890965939,-0.02299936624565053,-0.12794818211663792,-0.09970747138628828,0.75,0.9673919178332896,1,WF1
pit_strong_trend_pullback_candidate,2020,0.017115160442107924,-0.01029805396788086,16.5,23562.302769231796,1421.8871866966433,0.07635849395705498,0.24475558741835277,-0.08186297951443619,0.6066176470588236,0.9656513532786881,2,"WF1,WF2"
pit_strong_trend_pullback_candidate,2021,0.009088044245069482,-0.01071599077662544,3.0,5898.979096984862,1966.3263656616207,0.09193710282187802,0.49218199940055984,0.31746010427220384,0.3333333333333333,0.9848335802932219,2,"WF2,WF3"
pit_strong_trend_pullback_candidate,2022,-0.004427935251227089,-0.005406643084056251,4.0,-4440.967578649522,-1110.2418946623804,-0.03810170769144908,-0.2635000965294516,-0.1460777704798222,0.5,0.9970600424992302,2,"WF3,WF4"
pit_strong_trend_pullback_candidate,2023,-0.0054741158622487185,-0.012516501039737227,12.0,-5461.943522834775,-455.1619602362312,-0.017884058830203917,-0.21010424103327674,-0.11270374216042453,0.6666666666666666,0.9758356329891085,2,"WF4,WF5"
pit_strong_trend_pullback_candidate,2024,-0.011610697361053357,-0.020290721544998003,26.0,-11716.115714001662,-450.61983515391006,-0.015928931458923126,-0.29491179769671655,-0.13193933551774767,0.6153846153846154,0.9631007521503003,1,WF5
pit_weak_volume_rebound_diagnostic,2019,0.07899888976383251,-0.05480562942162415,224.0,48798.30175542833,217.84956140816217,0.007372946674906752,0.12400428120454907,-0.29981698321853645,0.5178571428571429,0.652222799297556,1,WF1
pit_weak_volume_rebound_diagnostic,2020,0.044473418307777624,-0.11958093035507578,256.0,91341.61758825186,354.0541338759442,0.01635387660110324,-0.768264430619381,-0.40488771339825846,0.5211999022482894,0.6426576858292223,2,"WF1,WF2"
pit_weak_volume_rebound_diagnostic,2021,-0.08379203246909062,-0.1388295583315151,313.0,-124974.06945343019,-399.29741416499604,-0.013548134602266077,-0.15588220332375746,-0.478852161848348,0.5303364363873918,0.6131779693834422,2,"WF2,WF3"
pit_weak_volume_rebound_diagnostic,2022,-0.16307590435395292,-0.17470175615202355,280.0,-142105.36660614016,-507.45506974233496,-0.021088951581292644,-0.3423056007267866,-0.5294690038304734,0.5642478056746275,0.706712679034371,2,"WF3,WF4"
pit_weak_volume_rebound_diagnostic,2023,-0.06801591571904819,-0.13540927078803267,313.5,-62472.7398342073,-199.41698922383813,-0.008582903464640752,-0.08354058882117568,-0.5168369864853979,0.5804365523557545,0.6047933371237276,2,"WF4,WF5"
pit_weak_volume_rebound_diagnostic,2024,0.16469827409662674,-0.052848481253010116,262.0,142083.13932982684,542.3020585107895,0.02073695336497722,0.6738013169668968,-0.19580361735962026,0.4618320610687023,0.5264320179154665,1,WF5
