instrument,path,rows,start,end,duplicate_dates,missing_values,max_abs_close_jump,max_abs_factor_jump,errors
SH600415,Explore7/data/interim/qlib_csv/day/SH600415.csv,2263,2017-01-03,2026-04-30,0,0,0.1018957345971565,0.026293507211830658,
SH600418,Explore7/data/interim/qlib_csv/day/SH600418.csv,2263,2017-01-03,2026-04-30,0,0,0.10183299389002043,0.018412941451924292,
SH600426,Explore7/data/interim/qlib_csv/day/SH600426.csv,2263,2017-01-03,2026-04-30,0,0,0.10070810385523221,0.3104549589237773,
SH600436,Explore7/data/interim/qlib_csv/day/SH600436.csv,2263,2017-01-03,2026-04-30,0,0,0.1000241507003703,0.010149144783850428,
SH600438,Explore7/data/interim/qlib_csv/day/SH600438.csv,2253,2017-01-03,2026-04-30,0,0,0.10081743869209814,0.08319880327273155,
SH600460,Explore7/data/interim/qlib_csv/day/SH600460.csv,2187,2017-01-03,2026-04-30,0,0,0.10839160839160833,0.010494744749805607,
SH600482,Explore7/data/interim/qlib_csv/day/SH600482.csv,2242,2017-01-03,2026-04-30,0,0,0.10366624525916568,0.011081121421591345,
SH600486,Explore7/data/interim/qlib_csv/day/SH600486.csv,2258,2017-01-03,2026-04-30,0,0,0.12041237113402059,0.31957681696213247,
SH600487,Explore7/data/interim/qlib_csv/day/SH600487.csv,2243,2017-01-03,2026-04-30,0,0,0.10049893086243755,0.4075652239869145,
SH600489,Explore7/data/interim/qlib_csv/day/SH600489.csv,2252,2017-01-03,2026-04-30,0,0,0.10018785222291804,0.031864146860639986,
SH600497,Explore7/data/interim/qlib_csv/day/SH600497.csv,2253,2017-01-03,2026-04-30,0,0,0.12094395280235992,0.03529506270248817,
SH600498,Explore7/data/interim/qlib_csv/day/SH600498.csv,2263,2017-01-03,2026-04-30,0,0,0.10594795539033464,0.014710711658578068,
SH600515,Explore7/data/interim/qlib_csv/day/SH600515.csv,2124,2017-01-03,2026-04-30,0,0,0.10126582278481,0.4768707107717931,
SH600516,Explore7/data/interim/qlib_csv/day/SH600516.csv,2261,2017-01-03,2026-04-30,0,0,0.13443396226415083,0.49198379123007485,
SH600518,Explore7/data/interim/qlib_csv/day/SH600518.csv,2228,2017-01-03,2026-04-30,0,0,0.10138248847926268,0.06511627909354689,
SH600519,Explore7/data/interim/qlib_csv/day/SH600519.csv,2263,2017-01-03,2026-04-30,0,0,0.09998464137613272,0.020711969684059195,
SH600521,Explore7/data/interim/qlib_csv/day/SH600521.csv,2263,2017-01-03,2026-04-30,0,0,0.11294117647058832,0.2068827534471882,
SH600522,Explore7/data/interim/qlib_csv/day/SH600522.csv,2263,2017-01-03,2026-04-30,0,0,0.10092807424593975,0.021367521375814436,
SH600535,Explore7/data/interim/qlib_csv/day/SH600535.csv,2261,2017-01-03,2026-04-30,0,0,0.11823802163833075,0.4192666286092579,
SH600536,Explore7/data/interim/qlib_csv/day/SH600536.csv,2261,2017-01-03,2026-04-30,0,0,0.10252996005326231,0.3012025849015396,
SH600547,Explore7/data/interim/qlib_csv/day/SH600547.csv,2233,2017-01-03,2026-04-30,0,0,0.10015329586101185,0.40309124769306304,
SH600549,Explore7/data/interim/qlib_csv/day/SH600549.csv,2263,2017-01-03,2026-04-30,0,0,0.10057236304170081,0.3116140016611344,
SH600563,Explore7/data/interim/qlib_csv/day/SH600563.csv,2263,2017-01-03,2026-04-30,0,0,0.14407407407407402,0.04150555251836474,
SH600570,Explore7/data/interim/qlib_csv/day/SH600570.csv,2261,2017-01-03,2026-04-30,0,0,0.10043457267020761,0.4014930745383225,
SH600580,Explore7/data/interim/qlib_csv/day/SH600580.csv,2257,2017-01-03,2026-04-30,0,0,0.10064239828693777,0.2069489971583638,
SH600584,Explore7/data/interim/qlib_csv/day/SH600584.csv,2245,2017-01-03,2026-04-30,0,0,0.10084033613445365,0.008173173906900644,
SH600585,Explore7/data/interim/qlib_csv/day/SH600585.csv,2263,2017-01-03,2026-04-30,0,0,0.10036003600360033,0.06868340891856395,
SH600588,Explore7/data/interim/qlib_csv/day/SH600588.csv,2261,2017-01-03,2026-04-30,0,0,0.1107994389901823,0.31165612406123255,
SH600600,Explore7/data/interim/qlib_csv/day/SH600600.csv,2263,2017-01-03,2026-04-30,0,0,0.10016977928692694,0.0317139973948819,
SH600606,Explore7/data/interim/qlib_csv/day/SH600606.csv,2258,2017-01-03,2026-04-30,0,0,0.11395348837209318,0.10096923191039786,
SH600637,Explore7/data/interim/qlib_csv/day/SH600637.csv,2256,2017-01-03,2026-04-30,0,0,0.11862745098039207,0.336903361759046,
SH600655,Explore7/data/interim/qlib_csv/day/SH600655.csv,2051,2017-11-09,2026-04-30,0,0,0.14224137931034497,0.05053403477777785,
SH600660,Explore7/data/interim/qlib_csv/day/SH600660.csv,2263,2017-01-03,2026-04-30,0,0,0.10023980815347722,0.03771810360419647,
SH600663,Explore7/data/interim/qlib_csv/day/SH600663.csv,2253,2017-01-03,2026-04-30,0,0,0.12230919765166337,0.23890230042128802,
SH600673,Explore7/data/interim/qlib_csv/day/SH600673.csv,2014,2017-11-27,2026-04-30,0,0,0.10121457489878538,0.04263565890543397,
SH600674,Explore7/data/interim/qlib_csv/day/SH600674.csv,2263,2017-01-03,2026-04-30,0,0,0.0954235637779941,0.034757312672737184,
SH600685,Explore7/data/interim/qlib_csv/day/SH600685.csv,2139,2017-01-03,2026-04-30,0,0,0.1045498547918684,0.008842409479125068,
SH600688,Explore7/data/interim/qlib_csv/day/SH600688.csv,2263,2017-01-03,2026-04-30,0,0,0.11078717201166177,0.05396239305621209,
SH600690,Explore7/data/interim/qlib_csv/day/SH600690.csv,2261,2017-01-03,2026-04-30,0,0,0.1002396166134184,0.036047957782690654,
SH600699,Explore7/data/interim/qlib_csv/day/SH600699.csv,2260,2017-01-03,2026-04-30,0,0,0.10647803425167535,0.399409991804774,
SH600702,Explore7/data/interim/qlib_csv/day/SH600702.csv,2251,2017-01-03,2026-04-30,0,0,0.13456632653061218,0.03835636591960456,
SH600703,Explore7/data/interim/qlib_csv/day/SH600703.csv,2263,2017-01-03,2026-04-30,0,0,0.10081112398609493,0.018909097404048225,
SH600704,Explore7/data/interim/qlib_csv/day/SH600704.csv,2263,2017-01-03,2026-04-30,0,0,0.13636363636363646,0.5641809990538995,
SH600705,Explore7/data/interim/qlib_csv/day/SH600705.csv,2001,2017-01-03,2025-04-02,0,0,0.11428571428571432,0.046082463350135106,
SH600732,Explore7/data/interim/qlib_csv/day/SH600732.csv,2159,2017-06-06,2026-04-30,0,0,0.10882956878850103,0.4191848207527047,
SH600733,Explore7/data/interim/qlib_csv/day/SH600733.csv,1839,2018-02-01,2026-04-30,0,0,0.3687707641196014,2.5009966780884048,
SH600741,Explore7/data/interim/qlib_csv/day/SH600741.csv,2263,2017-01-03,2026-04-30,0,0,0.10013351134846471,0.04949058955139929,
SH600745,Explore7/data/interim/qlib_csv/day/SH600745.csv,2077,2017-01-03,2026-04-29,0,0,0.1034288926363125,0.004155124618969719,
SH600754,Explore7/data/interim/qlib_csv/day/SH600754.csv,2263,2017-01-03,2026-04-30,0,0,0.1122345803842264,0.028186765518913415,
SH600760,Explore7/data/interim/qlib_csv/day/SH600760.csv,2251,2017-01-03,2026-04-30,0,0,0.10036784025223333,0.4092939397480566,
SH600763,Explore7/data/interim/qlib_csv/day/SH600763.csv,2263,2017-01-03,2026-04-30,0,0,0.10510141364474501,0.4125812211751323,
SH600765,Explore7/data/interim/qlib_csv/day/SH600765.csv,2253,2017-01-03,2026-04-30,0,0,0.11561866125760634,0.40704730082711604,
SH600776,Explore7/data/interim/qlib_csv/day/SH600776.csv,2263,2017-01-03,2026-04-30,0,0,0.10975609756097571,0.01106402413722729,
SH600779,Explore7/data/interim/qlib_csv/day/SH600779.csv,2261,2017-01-03,2026-04-30,0,0,0.14763552479815456,0.05288723744009194,
SH600795,Explore7/data/interim/qlib_csv/day/SH600795.csv,2199,2017-01-03,2026-04-30,0,0,0.1030927835051545,0.030888030938398314,
SH600801,Explore7/data/interim/qlib_csv/day/SH600801.csv,2261,2017-01-03,2026-04-30,0,0,0.10162601626016254,0.461607300787767,
SH600803,Explore7/data/interim/qlib_csv/day/SH600803.csv,2221,2017-01-03,2026-04-30,0,0,0.10059171597633121,0.0769271465106025,
SH600808,Explore7/data/interim/qlib_csv/day/SH600808.csv,2263,2017-01-03,2026-04-30,0,0,0.14344262295081966,0.10477043307804923,
SH600809,Explore7/data/interim/qlib_csv/day/SH600809.csv,2252,2017-01-03,2026-04-30,0,0,0.10023866348448696,0.40064088764545147,
SH600816,Explore7/data/interim/qlib_csv/day/SH600816.csv,2207,2017-01-03,2026-04-30,0,0,0.10467479674796731,1.2472114423018446,
SH600827,Explore7/data/interim/qlib_csv/day/SH600827.csv,2263,2017-01-03,2026-04-30,0,0,0.1124497991967871,0.026078234735398942,
SH600837,Explore7/data/interim/qlib_csv/day/SH600837.csv,1945,2017-01-03,2025-02-05,0,0,0.11929307805596467,0.03312928320425468,
SH600839,Explore7/data/interim/qlib_csv/day/SH600839.csv,2263,2017-01-03,2026-04-30,0,0,0.10861423220973787,0.011545407068264124,
SH600845,Explore7/data/interim/qlib_csv/day/SH600845.csv,2261,2017-01-03,2026-04-30,0,0,0.10025873221216042,0.3246830290369207,
SH600848,Explore7/data/interim/qlib_csv/day/SH600848.csv,2186,2017-01-03,2026-04-30,0,0,0.10973936899862813,0.21680332470856856,
SH600859,Explore7/data/interim/qlib_csv/day/SH600859.csv,2138,2017-05-09,2026-04-30,0,0,0.11187214611872154,0.030340343670130165,
SH600862,Explore7/data/interim/qlib_csv/day/SH600862.csv,2263,2017-01-03,2026-04-30,0,0,0.12445414847161573,0.025651211576502075,
SH600867,Explore7/data/interim/qlib_csv/day/SH600867.csv,2251,2017-01-03,2026-04-30,0,0,0.11902439024390254,0.21320407240182737,
SH600871,Explore7/data/interim/qlib_csv/day/SH600871.csv,2232,2017-01-03,2026-04-30,0,0,0.10212765957446801,0.0,
SH600872,Explore7/data/interim/qlib_csv/day/SH600872.csv,2263,2017-01-03,2026-04-30,0,0,0.11026785714285714,0.02278893108145641,
SH600875,Explore7/data/interim/qlib_csv/day/SH600875.csv,2203,2017-03-28,2026-04-30,0,0,0.10086767895878523,0.030719810724861407,
SH600879,Explore7/data/interim/qlib_csv/day/SH600879.csv,2263,2017-01-03,2026-04-30,0,0,0.10196779964221836,1.0003917092988197,
SH600884,Explore7/data/interim/qlib_csv/day/SH600884.csv,2263,2017-01-03,2026-04-30,0,0,0.11402359108781135,0.47449069761371643,
SH600885,Explore7/data/interim/qlib_csv/day/SH600885.csv,2263,2017-01-03,2026-04-30,0,0,0.11469534050179209,0.4231974921755013,
SH600886,Explore7/data/interim/qlib_csv/day/SH600886.csv,2263,2017-01-03,2026-04-30,0,0,0.10032017075773769,0.032201252575585704,
SH600887,Explore7/data/interim/qlib_csv/day/SH600887.csv,2259,2017-01-03,2026-04-30,0,0,0.10039840637450215,0.0435363350489999,
SH600893,Explore7/data/interim/qlib_csv/day/SH600893.csv,2252,2017-01-03,2026-04-30,0,0,0.10026212319790284,0.006040402805215894,
SH600895,Explore7/data/interim/qlib_csv/day/SH600895.csv,2263,2017-01-03,2026-04-30,0,0,0.10072595281306729,0.020895299226656894,
SH600900,Explore7/data/interim/qlib_csv/day/SH600900.csv,2252,2017-01-03,2026-04-30,0,0,0.06811509101585433,0.05060160420552218,
SH600905,Explore7/data/interim/qlib_csv/day/SH600905.csv,1185,2021-06-10,2026-04-30,0,0,0.10256410256410264,0.017341473757245707,
SH600918,Explore7/data/interim/qlib_csv/day/SH600918.csv,1433,2020-06-03,2026-04-30,0,0,0.1012084592145015,0.010970990402646708,
SH600919,Explore7/data/interim/qlib_csv/day/SH600919.csv,2257,2017-01-03,2026-04-30,0,0,0.10023866348448696,0.07180495943982756,
SH600926,Explore7/data/interim/qlib_csv/day/SH600926.csv,2263,2017-01-03,2026-04-30,0,0,0.10050890585241734,0.43906064540811873,
SH600930,Explore7/data/interim/qlib_csv/day/SH600930.csv,192,2025-07-16,2026-04-30,0,0,0.1359516616314198,0.005067567560776531,
SH600938,Explore7/data/interim/qlib_csv/day/SH600938.csv,976,2022-04-21,2026-04-30,0,0,0.10022953328232598,0.06641526495765859,
SH600941,Explore7/data/interim/qlib_csv/day/SH600941.csv,1045,2022-01-05,2026-04-30,0,0,0.09999999999999987,0.03264419100671989,
SH600956,Explore7/data/interim/qlib_csv/day/SH600956.csv,1417,2020-06-29,2026-04-30,0,0,0.12994350282485878,0.02695763799743256,
SH600958,Explore7/data/interim/qlib_csv/day/SH600958.csv,2242,2017-01-03,2026-04-17,0,0,0.10070810385523199,0.028574464499401264,
SH600968,Explore7/data/interim/qlib_csv/day/SH600968.csv,1661,2019-06-26,2026-04-30,0,0,0.1206896551724137,0.03163017036047866,
SH600985,Explore7/data/interim/qlib_csv/day/SH600985.csv,2162,2017-01-03,2026-04-30,0,0,0.21603563474387522,0.11952487027273206,
SH600988,Explore7/data/interim/qlib_csv/day/SH600988.csv,2253,2017-01-03,2026-04-30,0,0,0.10172744721689075,0.9988353163590482,
SH600989,Explore7/data/interim/qlib_csv/day/SH600989.csv,1689,2019-05-16,2026-04-30,0,0,0.10063784549964572,0.030474724458410485,
SH600995,Explore7/data/interim/qlib_csv/day/SH600995.csv,2252,2017-01-03,2026-04-30,0,0,0.11143695014662747,0.0288516799668721,
SH600999,Explore7/data/interim/qlib_csv/day/SH600999.csv,2257,2017-01-03,2026-04-30,0,0,0.10050818746470913,0.20557177389318348,
SH601006,Explore7/data/interim/qlib_csv/day/SH601006.csv,2263,2017-01-03,2026-04-30,0,0,0.07460317460317456,0.07730596388426014,
SH601009,Explore7/data/interim/qlib_csv/day/SH601009.csv,2261,2017-01-03,2026-04-30,0,0,0.10090361445783125,0.4285162515736609,
SH601012,Explore7/data/interim/qlib_csv/day/SH601012.csv,2257,2017-01-03,2026-04-30,0,0,0.10047846889952172,0.40611660651740067,
SH601018,Explore7/data/interim/qlib_csv/day/SH601018.csv,2263,2017-01-03,2026-04-30,0,0,0.1019108280254778,0.028605841599576243,
SH601021,Explore7/data/interim/qlib_csv/day/SH601021.csv,2263,2017-01-03,2026-04-30,0,0,0.10004756619628985,0.015313406043642619,
SH601058,Explore7/data/interim/qlib_csv/day/SH601058.csv,2259,2017-01-03,2026-04-30,0,0,0.10154525386313473,0.027190332299316333,
SH601059,Explore7/data/interim/qlib_csv/day/SH601059.csv,768,2023-02-01,2026-04-30,0,0,0.10063335679099228,0.0036881519102358595,
SH601061,Explore7/data/interim/qlib_csv/day/SH601061.csv,741,2023-04-10,2026-04-30,0,0,0.10091743119266061,0.022481404463635446,
SH601066,Explore7/data/interim/qlib_csv/day/SH601066.csv,1908,2018-06-20,2026-04-30,0,0,0.10076335877862597,0.017555132382703453,
SH601077,Explore7/data/interim/qlib_csv/day/SH601077.csv,1578,2019-10-29,2026-04-30,0,0,0.1004566210045662,0.07539300317547104,
SH601088,Explore7/data/interim/qlib_csv/day/SH601088.csv,2189,2017-01-03,2026-04-30,0,0,0.10072815533980584,0.15374002237750783,
SH601100,Explore7/data/interim/qlib_csv/day/SH601100.csv,2263,2017-01-03,2026-04-30,0,0,0.10030165912518862,0.4909501460886587,
SH601108,Explore7/data/interim/qlib_csv/day/SH601108.csv,2062,2017-10-24,2026-04-30,0,0,0.10273081924577376,0.047619047657142755,
SH601111,Explore7/data/interim/qlib_csv/day/SH601111.csv,2262,2017-01-03,2026-04-30,0,0,0.10094212651413192,0.013986356669443145,
SH601117,Explore7/data/interim/qlib_csv/day/SH601117.csv,2263,2017-01-03,2026-04-30,0,0,0.12205567451820132,0.03694749479304993,
SH601127,Explore7/data/interim/qlib_csv/day/SH601127.csv,2248,2017-01-03,2026-04-30,0,0,0.10074231177094384,0.013951633787961493,
SH601136,Explore7/data/interim/qlib_csv/day/SH601136.csv,811,2022-12-22,2026-04-30,0,0,0.10080645161290325,0.008241039375705306,
SH601138,Explore7/data/interim/qlib_csv/day/SH601138.csv,1915,2018-06-08,2026-04-30,0,0,0.10068426197458447,0.05261946717352628,
SH601155,Explore7/data/interim/qlib_csv/day/SH601155.csv,2261,2017-01-03,2026-04-30,0,0,0.16271884654994828,0.05683436377639728,
SH601162,Explore7/data/interim/qlib_csv/day/SH601162.csv,1821,2018-10-19,2026-04-30,0,0,0.10153846153846158,0.1292348175096918,
SH601166,Explore7/data/interim/qlib_csv/day/SH601166.csv,2263,2017-01-03,2026-04-30,0,0,0.09961089494163433,0.07521662689238418,
SH601168,Explore7/data/interim/qlib_csv/day/SH601168.csv,2194,2017-04-12,2026-04-30,0,0,0.1012084592145015,0.12186500885972174,
SH601169,Explore7/data/interim/qlib_csv/day/SH601169.csv,2255,2017-01-03,2026-04-30,0,0,0.0926966292134832,0.23376815161767106,
SH601179,Explore7/data/interim/qlib_csv/day/SH601179.csv,2263,2017-01-03,2026-04-30,0,0,0.112540192926045,0.017184960955141326,
