date,instrument,missing_fields,missing_field_count
2017-07-06,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-06,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-06,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-06,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-06,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ002120,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-06,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-07,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-07,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-07,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-07,SH603858,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ002120,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-07,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-10,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-10,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-10,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ002120,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-10,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-11,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-11,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-11,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ002120,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-11,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-12,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-12,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-12,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ002120,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-12,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-13,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-13,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-13,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-13,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-14,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-14,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-14,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-14,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-17,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-17,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-17,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-17,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-18,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-18,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-18,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-18,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-19,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-19,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-19,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-19,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ002010,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-19,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-20,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-20,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-20,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-20,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-20,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-21,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-21,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-21,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-21,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-21,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-24,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-24,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-24,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-24,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-24,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-25,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-25,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-25,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-25,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-26,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-26,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-26,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-26,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-26,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600340,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600383,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600390,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600516,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600518,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600606,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600637,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600663,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600688,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600705,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600816,"open,high,low,close,volume,money,factor",7
2017-07-27,SH600837,"open,high,low,close,volume,money,factor",7
2017-07-27,SH601198,"open,high,low,close,volume,money,factor",7
2017-07-27,SH601933,"open,high,low,close,volume,money,factor",7
2017-07-27,SH601992,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ000069,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ000333,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ000413,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ000709,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ000783,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ002024,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ002450,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ002456,"open,high,low,close,volume,money,factor",7
2017-07-27,SZ002673,"open,high,low,close,volume,money,factor",7
2017-07-28,SH600061,"open,high,low,close,volume,money,factor",7
2017-07-28,SH600068,"open,high,low,close,volume,money,factor",7
2017-07-28,SH600297,"open,high,low,close,volume,money,factor",7
2017-07-28,SH600340,"open,high,low,close,volume,money,factor",7
