source_key,source_path,key_path,value,classification,used_for_calculation,reason,sha256
source_rule_config,Explore4/configs/trend_rule_v1_frozen.yaml,paths.cache_dir,Explore4/outputs/cache,forbidden_result_path,False,source config path keys are not calculation inputs,5e8ba37a8ce98ee3efb18139e5e1c0aa1859fd85e0a3df2e0e05872cbc27f3c7
source_rule_config,Explore4/configs/trend_rule_v1_frozen.yaml,paths.report_dir,Explore4/outputs/reports,forbidden_result_path,False,source config path keys are not calculation inputs,5e8ba37a8ce98ee3efb18139e5e1c0aa1859fd85e0a3df2e0e05872cbc27f3c7
source_rule_config,Explore4/configs/trend_rule_v1_frozen.yaml,paths.backtest_dir,Explore4/outputs/backtests,forbidden_result_path,False,source config path keys are not calculation inputs,5e8ba37a8ce98ee3efb18139e5e1c0aa1859fd85e0a3df2e0e05872cbc27f3c7
source_rule_config,Explore4/configs/trend_rule_v1_frozen.yaml,explore4.source_config,Explore3/configs/trend_rule_v1.yaml,source_config_non_path_value,False,not used directly,5e8ba37a8ce98ee3efb18139e5e1c0aa1859fd85e0a3df2e0e05872cbc27f3c7
source_rule_config,Explore4/configs/trend_rule_v1_frozen.yaml,explore4.source_report,Explore3/outputs/reports/explore3_verification_report.md,source_config_non_path_value,False,not used directly,5e8ba37a8ce98ee3efb18139e5e1c0aa1859fd85e0a3df2e0e05872cbc27f3c7
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,qlib,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,costs,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,rules,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,targets,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.folds,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.selection_thresholds,<structural_config>,allowed_structural_config_key,True,closed whitelist structural key,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.provider_uri,Explore1/data/qlib/cn_data,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.explore1_universe_csv,Explore1/data/universe/mcap500_mainboard_20251231.csv,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.explore1_universe_qlib,Explore1/data/universe/qlib_mcap500_mainboard_20251231.txt,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.universe_csv,Explore5/data/universe/mcap500_mainboard_20251231.csv,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.universe_qlib,Explore5/data/universe/qlib_mcap500_mainboard_20251231.txt,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.target_dir,Explore5/data/targets,forbidden_result_path,False,source config path keys are not calculation inputs,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.cache_dir,Explore5/outputs/cache,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.report_dir,Explore5/outputs/reports,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,paths.backtest_dir,Explore5/outputs/backtests,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_config,Explore4/configs/trend_rule_v1_frozen.yaml,source_config_non_path_value,False,not used directly,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_report,Explore4/outputs/reports/explore4_expand_report.md,source_config_non_path_value,False,not used directly,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_manifest,Explore4/outputs/reports/run_manifest.json,source_config_non_path_value,False,not used directly,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_diagnostics[0],Explore4/outputs/diagnostics/valid_trade_attribution.csv,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_diagnostics[1],Explore4/outputs/diagnostics/pullback_rule_diagnostic.csv,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.source_diagnostics[2],Explore4/outputs/diagnostics/risk_constraint_decomposition.csv,forbidden_result_path,False,matched forbidden historical output/cache/backtest/diagnostic path,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.universe_source,Explore1/data/universe/mcap500_mainboard_20251231.csv,source_config_non_path_value,False,not used directly,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_walk_forward_config,Explore5/configs/walk_forward_v1.yaml,explore5.industry_membership_source,Explore4/data/targets/industry_membership.csv,source_config_non_path_value,False,not used directly,898ee7b7334b6ef8c3b424e51ba9a1ebec2f1a366c2b858ffb9091b7f29a3a59
source_pullback_failure_report,Explore4/outputs/reports/pullback_failure_analysis_report.md,,Explore4/outputs/reports/pullback_failure_analysis_report.md,background_reference,False,historical report path explicitly allowed as background text only,b4d9cf1396719c13ae4ba82272af77139a637c148b64914075ec7502436ac6bc
source_walk_forward_report,Explore5/outputs/reports/explore5_final_report.md,,Explore5/outputs/reports/explore5_final_report.md,background_reference,False,historical report path explicitly allowed as background text only,d11f13ab14b986f8d6a265b67711b408a225dcb83b2e2e91d2eb49ec0a5495c6
source_meta_label_report,Explore6/outputs/reports/explore6_meta_label_report.md,,Explore6/outputs/reports/explore6_meta_label_report.md,background_reference,False,historical report path explicitly allowed as background text only,641da5c38ae2f07d4f1e86d01acd01d7f5d335a2c6c0a33effb8aba772f1da57
