stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,model_id,score_id,target_id,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_rate,base_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,single_feature_name,single_feature_common_denominator_n,single_feature_matched_selected_n,single_feature_actual_budget_common,single_feature_selected_rate,delta_vs_single_feature,relative_lift_vs_random_p50,relative_lift_vs_single_feature,bootstrap_ci95_low,bootstrap_ci95_high,bootstrap_random_ci95_low,bootstrap_random_ci95_high,bootstrap_single_feature_ci95_low,bootstrap_single_feature_ci95_high,bootstrap_positive_n,bootstrap_status,readout_status,diagnostic_only_flag
stage_1,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1942,601,0.902835890283589,0.9104547585560244,0.3094747682801236,0.336615096108767,-0.027140327828643396,0.29057187017001546,0.3049974240082432,0.31944873776403915,0.004477344271880401,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.03225882538898739,0.014679941269797103,0.1163671362207892,,,,,,,601,pending,ok,False
stage_1,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,3279,743,0.7037990985189955,0.7063765618267988,0.2265934736200061,0.3052563550193882,-0.0786628813993821,0.2248703082087275,0.23542874580408912,0.2465669819957278,-0.008835272184083032,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.047771883179132585,-0.037528434150667644,0.2671482960270848,,,,,,,743,pending,ok,False
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3988,3882,106,432,417,1726,271,0.4327983951855567,0.4446161772282329,0.15701042873696408,0.10741885625965997,0.04959157247730411,0.1186677196231142,0.13175249320823174,0.1446355899958971,0.025257935528732345,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.007092135365600022,0.19170745777700593,-0.04321769988412516,,,,,,,271,pending,ok,True
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1781,1695,86,241,229,810,168,0.454800673778776,0.4778761061946903,0.2074074074074074,0.13510324483775812,0.07230416256964928,0.16234270256333483,0.18188246977494776,0.20261654822080977,0.025524937632459638,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.004926159516208589,0.1403375359046033,-0.023200097787556606,,,,,,,168,pending,ok,True
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,922,910,12,65,65,384,36,0.4164859002169197,0.421978021978022,0.09375,0.07142857142857142,0.022321428571428575,0.04202808988764045,0.06414048687610499,0.08806818181818182,0.02960951312389501,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.0032067404426559393,0.4616353034720382,0.03541666666666665,,,,,,,36,pending,ok,True
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1285,1277,8,126,123,532,67,0.4140077821011673,0.41660140955364133,0.12593984962406016,0.09631949882537197,0.02962035079868819,0.08453994705704693,0.10714143800083886,0.12972070910414638,0.018798411623221295,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.0018703707158715666,0.17545416576426875,0.015075187969924908,,,,,,,67,pending,ok,True
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6118,6008,110,740,726,1549,316,0.2531873161163779,0.2578229027962716,0.2040025823111685,0.12083888149134488,0.08316370081982362,0.1285427904584678,0.14275692678975493,0.15262963722074196,0.06124565552141356,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.03990001820860439,0.4290205519176875,0.24314073595868302,,,,,,,316,pending,ok,False
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2958,2867,91,444,432,845,218,0.2856659905341447,0.2947331705615626,0.2579881656804734,0.15068015347052668,0.10730801220994671,0.16709511568123395,0.18984634371034748,0.20385518843572534,0.06814182197012592,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.0456545987568574,0.35893144233576235,0.21501357236315344,,,,,,,218,pending,ok,False
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1210,1197,13,94,93,292,36,0.2413223140495868,0.24394319131161235,0.1232876712328767,0.07769423558897243,0.04559343564390428,0.03871885157096425,0.06574473180076629,0.09124413145539907,0.05754293943211042,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.032744411675532645,0.875247915019097,0.3616438356164384,,,,,,,36,pending,ok,False
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1950,1944,6,202,201,412,62,0.21128205128205127,0.21193415637860083,0.15048543689320387,0.10339506172839506,0.04709037516480881,0.07955460061728827,0.10236290989253238,0.126998556998557,0.04812252700067149,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.02641595798501528,0.47011683285668426,0.21291262135922318,,,,,,,62,pending,ok,False
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6118,6008,110,740,726,2730,476,0.4462242562929062,0.4543941411451398,0.17435897435897435,0.12083888149134488,0.053520092867629473,0.12576408050793397,0.13575650416615903,0.14493436926571607,0.03860247019281532,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.010256410256410248,0.2843507972595396,0.0625,0.024378958994126478,0.05330075705099385,0.024378958994126478,0.05330075705099385,0.0003073452480197567,0.020332411999387744,476,bootstrap_vs_random_nested_random_seed;bootstrap_vs_single_feature_paired_event,ok,False
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2958,2867,91,444,432,1427,317,0.482420554428668,0.49773282176491107,0.22214435879467415,0.15068015347052668,0.07146420532414746,0.1643834233194576,0.1789718899986253,0.1922043928193044,0.04317246879604886,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.009810791871058155,0.24122485825221207,0.0462046204620461,0.020727339587836152,0.06426824532303838,0.020727339587836152,0.06426824532303838,-0.0046870474314464955,0.023406412109915817,317,bootstrap_vs_random_nested_random_seed;bootstrap_vs_single_feature_paired_event,ok,False
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1210,1197,13,94,93,497,51,0.41074380165289254,0.4152046783625731,0.10261569416498995,0.07769423558897243,0.02492145857601752,0.047084255797916745,0.06458333333333334,0.08181373893957061,0.038032360831656606,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.012072434607645885,0.5888881677159732,0.13333333333333353,0.011464539946616895,0.0659639176779756,0.011464539946616895,0.0659639176779756,-0.009271598105141464,0.03339063836726565,51,bootstrap_vs_random_nested_random_seed;bootstrap_vs_single_feature_paired_event,ok,False
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1950,1944,6,202,201,806,108,0.41333333333333333,0.41460905349794236,0.13399503722084366,0.10339506172839506,0.030599975492448597,0.09023314346504345,0.10671171171171172,0.12118500598137229,0.027283325509131942,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.00992555831265507,0.25567320654399706,0.07999999999999985,0.00561471690156339,0.05170809625809083,0.00561471690156339,0.05170809625809083,-0.009357775328902482,0.02798737966727933,108,bootstrap_vs_random_nested_random_seed;bootstrap_vs_single_feature_paired_event,ok,False
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6118,6008,110,740,726,3943,591,0.6444916639424648,0.6562916111850865,0.14988587370022824,0.12083888149134488,0.029046992208883363,0.1218810597671969,0.13106781809071885,0.13932566660457096,0.018818055609509388,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.014216690402335863,0.143574951377343,-0.08663295713923413,,,,,,,591,pending,ok,False
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2958,2867,91,444,432,1967,374,0.664976335361731,0.6860830136030694,0.19013726487036095,0.15068015347052668,0.039457111399834266,0.15675499420740538,0.17025846327804475,0.18258034604309517,0.019878801592316198,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.02219630205325504,0.116756613501513,-0.1045350595049338,,,,,,,374,pending,ok,False
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1210,1197,13,94,93,762,69,0.6297520661157024,0.6365914786967418,0.09055118110236221,0.07769423558897243,0.012856945513389784,0.051299943069581196,0.06502755285650022,0.08043063928997975,0.02552362824586199,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,7.921545018149678e-06,0.39250482487302496,8.748906386712996e-05,,,,,,,69,pending,ok,False
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1950,1944,6,202,201,1214,148,0.6225641025641026,0.6244855967078189,0.12191103789126853,0.10339506172839506,0.018515976162873468,0.09616172400342513,0.11101436507984644,0.1261773864638448,0.010896672811422092,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,-0.0021584410169200596,0.09815552071648326,-0.01739703459637565,,,,,,,148,pending,ok,False
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,7780,7665,115,999,985,3539,642,0.45488431876606683,0.46170906718851923,0.18140717716869173,0.12850619699934768,0.05290098016934405,0.12570707819997137,0.13536800480391956,0.14373636597496142,0.046039172364772174,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.017304613066127628,0.34010379654675327,0.10544998587171528,,,,,,,642,pending,ok,True
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3903,3807,96,587,575,1936,411,0.49602869587496795,0.5085369057000263,0.21229338842975207,0.15103756238508012,0.061255826044671946,0.15866392538008448,0.1716679666168125,0.18237361553877204,0.04062542181293957,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-4.01784938639238e-05,0.23665115055286545,-0.00018922346780136934,,,,,,,411,pending,ok,True
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1341,1329,12,111,110,533,61,0.39746457867263235,0.40105342362678703,0.11444652908067542,0.08276899924755456,0.03167752983312086,0.04759658580413297,0.06685597931159254,0.08288841377518907,0.04759054976908288,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.023903269523331355,0.7118368507815858,0.2639983322910151,,,,,,,61,pending,ok,True
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2536,2529,7,301,300,1070,170,0.4219242902208202,0.42309213127718465,0.1588785046728972,0.11862396204033215,0.04025454263256503,0.08971146059173231,0.10660922161552339,0.12321975044622843,0.0522692830573738,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.034809025764708595,0.49028857227640477,0.2805607476635512,,,,,,,170,pending,ok,True
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,4667,905,0.3088069873618739,0.3148060708263069,0.1939147203771159,0.3672849915682968,-0.1733702711911809,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,-0.04708936024610655,,-0.1953882279683241,,,,,,,905,pending,ok,True
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,2228,453,0.2683367457545465,0.27677018633540373,0.2033213644524237,0.4111801242236025,-0.20785875977117882,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.06031271446187639,,-0.22877434780153116,,,,,,,453,pending,ok,True
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,946,202,0.4397954439795444,0.4435067979371777,0.2135306553911205,0.336615096108767,-0.12308444071764649,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,-0.0636852875000157,,-0.22973169160413387,,,,,,,202,pending,ok,True
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,1493,250,0.3204550332689418,0.3216286083584662,0.16744809109176156,0.3052563550193882,-0.13780826392762663,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,-0.011373499349111943,,-0.06360249520805228,,,,,,,250,pending,ok,True
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,7761,1873,0.5135313968106928,0.5235075885328836,0.2413348795258343,0.3672849915682968,-0.1259501120424625,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.00033079890261183964,,0.001372586313710622,,,,,,,1873,pending,ok,True
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,3887,1012,0.46814404432132967,0.4828571428571429,0.2603550295857988,0.4111801242236025,-0.1508250946378037,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.00327904932850126,,-0.012437881104010007,,,,,,,1012,pending,ok,True
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1444,380,0.6713156671315668,0.6769807782466011,0.2631578947368421,0.336615096108767,-0.07345720137192491,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,-0.014058048154294123,,-0.0507115428055116,,,,,,,380,pending,ok,True
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,2430,481,0.5215711526078558,0.5234812580784145,0.1979423868312757,0.3052563550193882,-0.10731396818811248,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.019120796390402206,,0.10692666552881591,,,,,,,481,pending,ok,True
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,10621,3042,0.7027724475617019,0.716424957841484,0.2864137086903305,0.3672849915682968,-0.0808712828779663,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.04540962806710805,,0.18841850291364937,,,,,,,3042,pending,ok,True
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,5568,1759,0.6706009875948452,0.6916770186335404,0.31591235632183906,0.4111801242236025,-0.09526776790176344,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,0.05227827740753899,,0.19829863279751914,,,,,,,1759,pending,ok,True
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1779,534,0.8270571827057183,0.8340365682137834,0.30016863406408095,0.336615096108767,-0.036446462044686045,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.02295269117294474,,0.08279715420969991,,,,,,,534,pending,ok,True
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,3274,749,0.7027259068469629,0.7052994398965963,0.2287721441661576,0.3052563550193882,-0.0764842108532306,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.04995055372528409,,0.2793317831595956,,,,,,,749,pending,ok,True
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3762,3655,107,414,399,1728,274,0.45933014354066987,0.4727770177838577,0.15856481481481483,0.10916552667578659,0.04939928813902823,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.005537749287749277,,-0.03374565972222221,,,,,,,274,pending,ok,True
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1775,1689,86,243,231,839,176,0.47267605633802817,0.49674363528715215,0.2097735399284863,0.13676731793960922,0.07300622198887707,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.002560026995129694,,-0.012056628785643841,,,,,,,176,pending,ok,True
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,744,732,12,48,48,310,27,0.4166666666666667,0.42349726775956287,0.08709677419354839,0.06557377049180328,0.021523003701745105,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,-0.0034464853637956733,,-0.038064516129032167,,,,,,,27,pending,ok,True
