stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,model_id,score_id,target_id,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_rate,base_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,single_feature_name,single_feature_common_denominator_n,single_feature_matched_selected_n,single_feature_actual_budget_common,single_feature_selected_rate,delta_vs_single_feature,relative_lift_vs_random_p50,relative_lift_vs_single_feature,bootstrap_ci95_low,bootstrap_ci95_high,bootstrap_random_ci95_low,bootstrap_random_ci95_high,bootstrap_single_feature_ci95_low,bootstrap_single_feature_ci95_high,bootstrap_positive_n,bootstrap_status,readout_status,diagnostic_only_flag
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,11814,3547,0.7817111096407067,0.7968971332209106,0.30023700694091754,0.3672849915682968,-0.06704798462737926,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.059232926317695084,,0.24577561576767581,,,,,,,3547,pending,ok,True
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,5870,1904,0.706973383114537,0.7291925465838509,0.3243611584327087,0.4111801242236025,-0.08681896579089382,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,0.06072707951840861,,0.23034609094732872,,,,,,,1904,pending,ok,True
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1974,617,0.9177126917712691,0.9254571026722925,0.31256332320162106,0.336615096108767,-0.02405177290714594,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.035347380310484844,,0.1275084684590666,,,,,,,617,pending,ok,True
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,3970,1026,0.8521141875939042,0.8552348125807842,0.2584382871536524,0.3052563550193882,-0.04681806786573578,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.0796166967127789,,0.44522977631777505,,,,,,,1026,pending,ok,True
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,4648,4542,106,505,490,1886,290,0.4057659208261618,0.41523557904007047,0.1537645811240721,0.10788199031263761,0.04588259081143449,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.010337982978492005,,-0.06299708377518565,,,,,,,290,pending,ok,True
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1784,1698,86,239,227,792,163,0.4439461883408072,0.4664310954063604,0.2058080808080808,0.1336866902237927,0.0721213905842881,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.0065254861155351895,,-0.030732239890655877,,,,,,,163,pending,ok,True
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,977,965,12,70,70,391,36,0.4002047082906858,0.40518134715025905,0.09207161125319693,0.07253886010362694,0.019532751149569996,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.0015283516958528726,,0.016879795396419484,,,,,,,36,pending,ok,True
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1887,1879,8,196,193,703,91,0.37254901960784315,0.37413517828632253,0.12944523470839261,0.1027142096860032,0.026731025022389415,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.005375755800204024,,0.04332859174964443,,,,,,,91,pending,ok,True
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6787,6677,110,850,836,1594,334,0.23486076322381022,0.23872996854874945,0.2095357590966123,0.12520593080724876,0.08432982828936353,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.04543319499404819,,0.2768585319949812,,,,,,,334,pending,ok,True
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,843,220,0.28146911519198664,0.2902892561983471,0.2609727164887307,0.1511707988980716,0.1098019175906591,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.048639149565114725,,0.22906952616969867,,,,,,,220,pending,ok,True
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1246,1233,13,100,99,281,36,0.22552166934189405,0.2278994322789943,0.12811387900355872,0.08029197080291971,0.047821908200639016,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.03757061944621466,,0.41494661921708187,,,,,,,36,pending,ok,True
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2546,2540,6,299,298,470,78,0.18460329929300864,0.18503937007874016,0.16595744680851063,0.1173228346456693,0.04863461216284133,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.04188796790032204,,0.33761702127659565,,,,,,,78,pending,ok,True
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6787,6677,110,850,836,2838,514,0.4181523500810373,0.42504118616144976,0.18111346018322763,0.12520593080724876,0.05590752937597887,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.01701089608066353,,0.10366014799154333,,,,,,,514,pending,ok,True
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,1437,324,0.47979966611018365,0.49483471074380164,0.2254697286012526,0.1511707988980716,0.074298929703181,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.01313616167763662,,0.061865685524711056,,,,,,,324,pending,ok,True
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1246,1233,13,100,99,494,52,0.39646869983948635,0.4006488240064882,0.10526315789473684,0.08029197080291971,0.02497118709181713,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.014719898337392776,,0.1625730994152046,,,,,,,52,pending,ok,True
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2546,2540,6,299,298,907,138,0.3562450903377848,0.35708661417322834,0.15214994487320838,0.1173228346456693,0.03482711022753908,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.028080465965019785,,0.22632855567805943,,,,,,,138,pending,ok,True
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6787,6677,110,850,836,4290,672,0.6320907617504052,0.642504118616145,0.15664335664335666,0.12520593080724876,0.031437425836107896,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.007459207459207445,,-0.045454545454545414,,,,,,,672,pending,ok,True
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,1991,382,0.6647746243739566,0.6856060606060606,0.19186338523355098,0.1511707988980716,0.04069258633547937,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.02047018169006501,,-0.09640577317400256,,,,,,,382,pending,ok,True
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1246,1233,13,100,99,792,76,0.6356340288924559,0.6423357664233577,0.09595959595959595,0.08029197080291971,0.015667625156676246,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.005416336402251892,,0.05982042648709318,,,,,,,76,pending,ok,True
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2546,2540,6,299,298,1507,214,0.5919088766692852,0.5933070866141732,0.1420039814200398,0.1173228346456693,0.024681146774370513,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.01793450251185122,,0.14455209024552085,,,,,,,214,pending,ok,True
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,8267,8152,115,1096,1082,3559,670,0.4305068344018386,0.4365799803729146,0.18825512784490026,0.13272816486751718,0.055526962977383076,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.024152563742336153,,0.14717968530486103,,,,,,,670,pending,ok,True
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3966,3870,96,604,592,1973,423,0.49747856782652544,0.5098191214470285,0.21439432336543335,0.1529715762273902,0.06142274713804316,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.0020607564418173574,,0.00970527868803095,,,,,,,423,pending,ok,True
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1357,1345,12,115,114,523,62,0.38540899042004423,0.38884758364312266,0.11854684512428298,0.08475836431226766,0.033788480812015326,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.028003585566938924,,0.3092840450393033,,,,,,,62,pending,ok,True
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2944,2937,7,377,376,1063,185,0.3610733695652174,0.36193394620360914,0.17403574788334902,0.12802179094313926,0.046013956940209766,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.04996626897516043,,0.4027281279397932,,,,,,,185,pending,ok,True
