stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,denominator_n,rank_evaluable_n,rank_not_evaluable_n,rank_not_evaluable_rate,selected_n,actual_budget_total,actual_budget_rank_evaluable,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,board_history_used_rate,global_fallback_rate,history_n_p05,history_n_p50,history_n_p95,budget_drift_status
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,,2324,2318,6,0.0025817555938037868,1396,0.6006884681583476,0.6022433132010354,0.09931153184165231,0.09775668679896454,0.995697074010327,0.0017211703958691911,459.15,2733.0,2991.85,readout
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,,8138,8023,115,0.014131236175964611,3558,0.4372081592528877,0.4434750093481241,0.0627918407471123,0.056524990651875884,0.9811993118702383,0.004669451953797002,220.0,2795.0,3939.0,readout
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,,3966,3870,96,0.024205748865355523,1973,0.49747856782652544,0.5098191214470285,0.002521432173474558,0.009819121447028456,0.9679778113968734,0.007816439737771054,131.0,1418.0,3414.25,readout
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,,1350,1338,12,0.008888888888888889,521,0.38592592592592595,0.38938714499252614,0.11407407407407405,0.11061285500747386,0.9888888888888889,0.0022222222222222222,673.0,3788.0,4147.0,readout
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,,2822,2815,7,0.0024805102763997165,1064,0.3770375620127569,0.37797513321492004,0.1229624379872431,0.12202486678507996,0.9961020552799433,0.001417434443656981,557.0,3320.0,3748.95,readout
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,,15113,14825,288,0.019056441474227487,5807,0.3842387348640243,0.39170320404721753,0.08423873486402433,0.09170320404721755,0.9796863627340701,0.0012571957917025078,385.0,4441.0,11236.0,readout
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,,8303,8050,253,0.030470914127423823,2225,0.26797543056726486,0.27639751552795033,0.03202456943273513,0.023602484472049656,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,,2151,2133,18,0.008368200836820083,1281,0.595536959553696,0.60056258790436,0.295536959553696,0.30056258790436,0.9911668991166899,0.00046490004649000463,1200.0,7569.0,8637.0,readout
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,,4659,4642,17,0.003648851684910925,2301,0.49388280746941404,0.49569151227919,0.19388280746941405,0.19569151227919002,0.995921871646276,0.00042927666881305,1843.4,9667.0,11754.199999999993,readout
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,,15113,14825,288,0.019056441474227487,9030,0.5974988420565076,0.609106239460371,0.0974988420565076,0.10910623946037101,0.9796863627340701,0.0012571957917025078,385.0,4441.0,11236.0,readout
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,,8303,8050,253,0.030470914127423823,4036,0.48608936528965435,0.5013664596273292,0.013910634710345648,0.0013664596273291751,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,,2151,2133,18,0.008368200836820083,1743,0.810320781032078,0.8171589310829818,0.31032078103207805,0.31715893108298177,0.9911668991166899,0.00046490004649000463,1200.0,7569.0,8637.0,readout
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,,4659,4642,17,0.003648851684910925,3251,0.6977892251556128,0.7003446790176648,0.1977892251556128,0.20034467901766484,0.995921871646276,0.00042927666881305,1843.4,9667.0,11754.199999999993,readout
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,,15113,14825,288,0.019056441474227487,11814,0.7817111096407067,0.7968971332209106,0.08171110964070671,0.09689713322091065,0.9796863627340701,0.0012571957917025078,385.0,4441.0,11236.0,readout
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,,8303,8050,253,0.030470914127423823,5870,0.706973383114537,0.7291925465838509,0.006973383114536991,0.029192546583850953,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,,2151,2133,18,0.008368200836820083,1974,0.9177126917712691,0.9254571026722925,0.21771269177126917,0.22545710267229258,0.9911668991166899,0.00046490004649000463,1200.0,7569.0,8637.0,readout
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,,,4659,4642,17,0.003648851684910925,3970,0.8521141875939042,0.8552348125807842,0.15211418759390427,0.1552348125807842,0.995921871646276,0.00042927666881305,1843.4,9667.0,11754.199999999993,readout
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,,4648,4542,106,0.02280550774526678,1886,0.4057659208261618,0.41523557904007047,0.09423407917383819,0.08476442095992953,0.9672977624784854,0.009896729776247849,138.35000000000002,1633.0,3719.0,readout
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,,1784,1698,86,0.04820627802690583,792,0.4439461883408072,0.4664310954063604,0.05605381165919282,0.03356890459363959,0.9265695067264574,0.02522421524663677,76.15,707.0,1650.6999999999998,readout
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,,977,965,12,0.012282497441146366,391,0.4002047082906858,0.40518134715025905,0.09979529170931423,0.09481865284974095,0.9866939611054247,0.0010235414534288639,290.20000000000005,2033.0,2525.0,readout
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,0.5,,1887,1879,8,0.0042395336512983575,703,0.37254901960784315,0.37413517828632253,0.12745098039215685,0.12586482171367747,0.9957604663487016,0.0,463.6,2999.0,3861.0,readout
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,,6787,6677,110,0.01620745542949757,1594,0.23486076322381022,0.23872996854874945,0.06513923677618977,0.06127003145125054,0.9774569029026079,0.006335641667894504,190.0,2366.0,5412.0,readout
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,,2995,2904,91,0.030383973288814693,843,0.28146911519198664,0.2902892561983471,0.018530884808013348,0.009710743801652877,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,,1246,1233,13,0.01043338683788122,281,0.22552166934189405,0.2278994322789943,0.07447833065810594,0.07210056772100568,0.9887640449438202,0.0008025682182985554,507.0,3156.0,3769.0,readout
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.3,,2546,2540,6,0.002356637863315004,470,0.18460329929300864,0.18503937007874016,0.11539670070699135,0.11496062992125983,0.9960722702278083,0.0015710919088766694,739.5,4485.0,5632.0,readout
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,,6787,6677,110,0.01620745542949757,2838,0.4181523500810373,0.42504118616144976,0.0818476499189627,0.07495881383855024,0.9774569029026079,0.006335641667894504,190.0,2366.0,5412.0,readout
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,,2995,2904,91,0.030383973288814693,1437,0.47979966611018365,0.49483471074380164,0.020200333889816346,0.005165289256198358,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,,1246,1233,13,0.01043338683788122,494,0.39646869983948635,0.4006488240064882,0.10353130016051365,0.09935117599351179,0.9887640449438202,0.0008025682182985554,507.0,3156.0,3769.0,readout
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.5,,2546,2540,6,0.002356637863315004,907,0.3562450903377848,0.35708661417322834,0.1437549096622152,0.14291338582677166,0.9960722702278083,0.0015710919088766694,739.5,4485.0,5632.0,readout
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,,6787,6677,110,0.01620745542949757,4290,0.6320907617504052,0.642504118616145,0.06790923824959472,0.057495881383854974,0.9774569029026079,0.006335641667894504,190.0,2366.0,5412.0,readout
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,,2995,2904,91,0.030383973288814693,1991,0.6647746243739566,0.6856060606060606,0.03522537562604333,0.014393939393939403,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,,1246,1233,13,0.01043338683788122,792,0.6356340288924559,0.6423357664233577,0.06436597110754405,0.0576642335766423,0.9887640449438202,0.0008025682182985554,507.0,3156.0,3769.0,readout
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,0.7,,2546,2540,6,0.002356637863315004,1507,0.5919088766692852,0.5933070866141732,0.1080911233307148,0.10669291338582676,0.9960722702278083,0.0015710919088766694,739.5,4485.0,5632.0,readout
stage_2,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,,8267,8152,115,0.013910729406072336,3559,0.4305068344018386,0.4365799803729146,0.06949316559816138,0.06342001962708538,0.9814926817467038,0.0045965888472239026,225.3,2858.0,6571.0,readout
stage_2,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,,3966,3870,96,0.024205748865355523,1973,0.49747856782652544,0.5098191214470285,0.002521432173474558,0.009819121447028456,0.9679778113968734,0.007816439737771054,131.0,1418.0,3414.25,readout
stage_2,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,,1357,1345,12,0.008843036109064112,523,0.38540899042004423,0.38884758364312266,0.11459100957995577,0.11115241635687734,0.9889462048636699,0.002210759027266028,673.0,4016.0,4696.0,readout
stage_2,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.7,0.5,,2944,2937,7,0.002377717391304348,1063,0.3610733695652174,0.36193394620360914,0.1389266304347826,0.13806605379639086,0.9962635869565217,0.001358695652173913,923.3,5517.0,6843.0,readout
