threshold_id,cluster_split_bucket,phase_scheme,entry_phase,phase_stratification_role,anchor_n,mean_membership_vector,top1_prototype_by_soft_mass,sharp_share,mean_membership_entropy,out_of_prototype_residual_share
up150pct,validation,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,58,"{""choppy_reversal_winner"": 0.02637377257231824, ""jump_repricing_winner"": 0.27790519530870894, ""late_rescue_winner"": 0.02079205868064324, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5850608994499812, ""stair_step_winner"": 0.0898680739883484}",smooth_trend_winner,0.43103448275862066,0.6440414360694304,0.08620689655172414
up150pct,validation,outcome,late_cluster_entry,descriptive_only_not_t0_feature,3,"{""choppy_reversal_winner"": 0.010545943776325714, ""jump_repricing_winner"": 0.2740541371094851, ""late_rescue_winner"": 0.007199982451276542, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.6700202360868909, ""stair_step_winner"": 0.038179700576021915}",smooth_trend_winner,1.0,0.5158037544022845,0.0
up50pct,train,outcome,early_cluster_entry,descriptive_only_not_t0_feature,17763,"{""choppy_reversal_winner"": 0.2961107479032872, ""jump_repricing_winner"": 0.08129580177280005, ""late_rescue_winner"": 0.3098290132397421, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07742524551614914, ""stair_step_winner"": 0.23533919156802152}",late_rescue_winner,0.14198052130833755,0.7100543769801382,0.07526881720430108
up50pct,train,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,11065,"{""choppy_reversal_winner"": 0.14983073221359267, ""jump_repricing_winner"": 0.20534934459069934, ""late_rescue_winner"": 0.08718664210834684, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.19310251921276403, ""stair_step_winner"": 0.3645307618745971}",stair_step_winner,0.11812019882512427,0.7683438144622013,0.049887031179394484
up50pct,train,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,20538,"{""choppy_reversal_winner"": 0.25315465169918455, ""jump_repricing_winner"": 0.11696053186809521, ""late_rescue_winner"": 0.19058946889780365, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.10889251757331081, ""stair_step_winner"": 0.3304028299616058}",stair_step_winner,0.08330898821696368,0.7513808873227611,0.06680299931833675
up50pct,train,outcome,late_cluster_entry,descriptive_only_not_t0_feature,7621,"{""choppy_reversal_winner"": 0.06387163683039661, ""jump_repricing_winner"": 0.33212865351294274, ""late_rescue_winner"": 0.03647124256931257, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.37991689945265283, ""stair_step_winner"": 0.18761156763469514}",smooth_trend_winner,0.3788216769452828,0.678216334244006,0.059441018239076236
up50pct,robustness,outcome,early_cluster_entry,descriptive_only_not_t0_feature,4135,"{""choppy_reversal_winner"": 0.2520516694798313, ""jump_repricing_winner"": 0.13539442272956598, ""late_rescue_winner"": 0.17641913243833957, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.09528377250081065, ""stair_step_winner"": 0.3408510028514525}",stair_step_winner,0.04425634824667473,0.7940628965042235,0.13978234582829505
up50pct,robustness,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,4165,"{""choppy_reversal_winner"": 0.16083775889283428, ""jump_repricing_winner"": 0.2173710188514155, ""late_rescue_winner"": 0.1040070160204742, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17728578705359008, ""stair_step_winner"": 0.340498419181686}",stair_step_winner,0.09747899159663866,0.7737753704847447,0.12797118847539016
up50pct,robustness,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,2324,"{""choppy_reversal_winner"": 0.09354652737896597, ""jump_repricing_winner"": 0.2946799961315644, ""late_rescue_winner"": 0.052603691901166774, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.27032858390006254, ""stair_step_winner"": 0.28884120068824026}",jump_repricing_winner,0.22934595524956972,0.7275824495369324,0.04130808950086059
up50pct,robustness,outcome,late_cluster_entry,descriptive_only_not_t0_feature,555,"{""choppy_reversal_winner"": 0.03631052695538248, ""jump_repricing_winner"": 0.4097407834217907, ""late_rescue_winner"": 0.020864612877821716, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.40607586445386856, ""stair_step_winner"": 0.12700821229113654}",jump_repricing_winner,0.43243243243243246,0.6503856949385226,0.07927927927927927
up50pct,validation,outcome,early_cluster_entry,descriptive_only_not_t0_feature,667,"{""choppy_reversal_winner"": 0.27095105502495587, ""jump_repricing_winner"": 0.12059836871389246, ""late_rescue_winner"": 0.30547781980021627, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.09716504993458285, ""stair_step_winner"": 0.20580770652635258}",late_rescue_winner,0.20839580209895053,0.6829899329598826,0.05697151424287856
up50pct,validation,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,311,"{""choppy_reversal_winner"": 0.11293062183630259, ""jump_repricing_winner"": 0.36858643058020796, ""late_rescue_winner"": 0.0659430737169825, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.2878948878298301, ""stair_step_winner"": 0.16464498603667685}",jump_repricing_winner,0.18971061093247588,0.6890437807485036,0.07395498392282958
up50pct,validation,outcome,late_cluster_entry,descriptive_only_not_t0_feature,16,"{""choppy_reversal_winner"": 0.038786497478690535, ""jump_repricing_winner"": 0.33356437732028826, ""late_rescue_winner"": 0.026254425809222152, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.46422911842069026, ""stair_step_winner"": 0.13716558097110876}",smooth_trend_winner,0.125,0.688093461380701,0.625
up50pct,validation,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,71,"{""choppy_reversal_winner"": 0.020621656655137446, ""jump_repricing_winner"": 0.44245079141743926, ""late_rescue_winner"": 0.012088337074574114, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.45214409604613187, ""stair_step_winner"": 0.0726951188067173}",smooth_trend_winner,0.4507042253521127,0.5968083783372897,0.22535211267605634
