threshold_id,cluster_split_bucket,prototype_type,anchor_n,soft_mass_mean,high_membership_share_50,high_membership_share_70,top1_share,hard_path_type_share_15b,distribution_status
up100pct,validation,choppy_reversal_winner,253,0.07172703050985454,0.0,0.0,0.023715415019762844,0.0,pass
up100pct,validation,slow_grind_winner,253,0.0,0.0,0.0,0.0,0.0,pass
up100pct,validation,late_rescue_winner,253,0.05278761252027849,0.019762845849802372,0.0,0.03162055335968379,0.05533596837944664,pass
up150pct,train,smooth_trend_winner,16461,0.06553177898493112,0.0277625903651054,0.0,0.041978008626450396,0.07417532349188992,pass
up150pct,train,stair_step_winner,16461,0.3579192489784939,0.23084867262013242,0.0,0.6058562663264686,0.5186197679363344,pass
up150pct,train,jump_repricing_winner,16461,0.062321388753007925,0.00042524755482655977,0.0,0.006074965068950854,0.011481683980317113,pass
up150pct,train,choppy_reversal_winner,16461,0.27552938669672244,0.0034627300893019866,0.0,0.16268756454650385,0.0,pass
up150pct,train,slow_grind_winner,16461,0.0,0.0,0.0,0.0,0.017556649049267965,pass
up150pct,train,late_rescue_winner,16461,0.23869819658684446,0.09148897393839986,0.0,0.18340319543162628,0.20102059413158374,pass
up150pct,robustness,smooth_trend_winner,3646,0.07413837617651718,0.020844761382336808,0.0,0.04306088864509051,0.07789358200767965,pass
up150pct,robustness,stair_step_winner,3646,0.42129552477767257,0.29621503017004935,0.0,0.8008776741634668,0.7133845309928689,pass
up150pct,robustness,jump_repricing_winner,3646,0.07823134047390808,0.0013713658804168952,0.0,0.013165112452002194,0.024410312671420735,pass
up150pct,robustness,choppy_reversal_winner,3646,0.24648209089298678,0.0008228195282501371,0.0,0.12260010970927043,0.0,pass
up150pct,robustness,slow_grind_winner,3646,0.0,0.0,0.0,0.0,0.0,pass
up150pct,robustness,late_rescue_winner,3646,0.1798526676789154,0.0,0.0,0.02029621503017005,0.0,pass
up150pct,validation,smooth_trend_winner,155,0.4081843080856035,0.5096774193548387,0.0,0.6516129032258065,0.49032258064516127,pass
up150pct,validation,stair_step_winner,155,0.21123786662299085,0.16774193548387098,0.0,0.2645161290322581,0.14838709677419354,pass
up150pct,validation,jump_repricing_winner,155,0.24225926407664994,0.0,0.0,0.03225806451612903,0.14838709677419354,pass
up150pct,validation,choppy_reversal_winner,155,0.08276141189940722,0.0,0.0,0.03870967741935484,0.0,pass
up150pct,validation,slow_grind_winner,155,0.0,0.0,0.0,0.0,0.0,pass
up150pct,validation,late_rescue_winner,155,0.05555714931534842,0.0,0.0,0.012903225806451613,0.05161290322580645,pass
up50pct,train,smooth_trend_winner,56987,0.15167959758965935,0.11648270658220296,0.0022812220330952673,0.1441732324916209,0.17484689490585573,pass
up50pct,train,stair_step_winner,56987,0.28830196393318924,0.1642304385210662,0.0005790794391703371,0.42562338779019776,0.17628581957288506,pass
up50pct,train,jump_repricing_winner,56987,0.1517808569799325,0.03806131222910488,0.0,0.10054924807412217,0.057802656746275466,pass
up50pct,train,choppy_reversal_winner,56987,0.22116883232722898,0.01653008580904417,0.0,0.16310737536631162,0.020039658167652272,pass
up50pct,train,slow_grind_winner,56987,0.0,0.0,0.0,0.0,0.00024567006510256724,pass
up50pct,train,late_rescue_winner,56987,0.18706874916999,0.0863179321599663,0.0,0.16654675627774757,0.17456612911716707,pass
up50pct,robustness,smooth_trend_winner,11179,0.17765537491051947,0.10448161731818588,0.0011628947133017265,0.13060202164773235,0.17863851865104213,pass
up50pct,robustness,stair_step_winner,11179,0.31929075238424987,0.20180695947759192,0.0013418015922712228,0.5349315681187942,0.20690580552822255,pass
up50pct,robustness,jump_repricing_winner,11179,0.2126709613840013,0.08256552464442257,0.0,0.1999284372484122,0.1334645317112443,pass
up50pct,robustness,choppy_reversal_winner,11179,0.17440534852640768,0.010197692101261294,0.0,0.11020663744520977,0.013239109043742732,pass
up50pct,robustness,slow_grind_winner,11179,0.0,0.0,0.0,0.0,0.0,pass
up50pct,robustness,late_rescue_winner,11179,0.1159775627948217,0.0,0.0,0.024331335539851506,0.0,pass
up50pct,validation,smooth_trend_winner,1065,0.18204159167647918,0.09765258215962441,0.0,0.1267605633802817,0.168075117370892,pass
up50pct,validation,stair_step_winner,1065,0.1838820034190595,0.08732394366197183,0.0,0.19906103286384977,0.07793427230046948,pass
up50pct,validation,jump_repricing_winner,1065,0.21767185734307395,0.14835680751173708,0.0,0.26948356807511736,0.17089201877934274,pass
up50pct,validation,choppy_reversal_winner,1065,0.20462957622057226,0.003755868544600939,0.0,0.11455399061032864,0.004694835680751174,pass
up50pct,validation,slow_grind_winner,1065,0.0,0.0,0.0,0.0,0.0,pass
up50pct,validation,late_rescue_winner,1065,0.2117749713408151,0.19436619718309858,0.0,0.29014084507042254,0.3248826291079812,pass
