branch,loop_index,trace_index,decision,task_count,implemented_task_count,checkpoint_count,five_step_checkpoint_complete,started_at_utc,ended_at_utc,wall_seconds,current_ic,current_rank_ic,current_net_arr,current_max_drawdown,baseline_ic,baseline_rank_ic,baseline_net_arr,baseline_max_drawdown
a20,10,10,False,1,1,5,True,2026-07-27T16:42:16.705227+00:00,2026-07-27T16:43:30.675458+00:00,73.9702308177948,0.0057671080287296,0.0004656324033769,-0.0431461527975465,-0.106320108410467,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,11,11,False,1,1,5,True,2026-07-27T16:44:35.679168+00:00,2026-07-27T16:46:10.163649+00:00,94.48448085784912,0.0121331660257984,0.0059698420820009,-0.0139480870998105,-0.0753045119391631,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,12,12,False,1,1,5,True,2026-07-27T16:47:27.894639+00:00,2026-07-27T16:48:52.392700+00:00,84.4980616569519,0.0185796145661763,0.0136312830135636,0.0333491197204311,-0.0533271281011885,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,13,13,False,1,1,5,True,2026-07-27T16:50:11.719469+00:00,2026-07-27T16:51:36.954534+00:00,85.2350652217865,0.0132516066581642,0.007924158835661,-0.0164112309290776,-0.0731342815627816,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,14,14,False,1,1,5,True,2026-07-27T16:53:19.881942+00:00,2026-07-27T16:54:48.925802+00:00,89.04386043548584,0.0039899892070353,-0.004405473791149,-0.0152933388086391,-0.0944000999054974,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,15,15,False,1,1,5,True,2026-07-27T16:57:11.081280+00:00,2026-07-27T17:10:08.557573+00:00,777.4762935638428,0.0134611361241589,0.0082688302644957,0.0289538006138763,-0.061008744842385,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,16,16,False,1,1,5,True,2026-07-27T17:12:32.500382+00:00,2026-07-27T17:17:07.818330+00:00,275.31794810295105,0.0135510292502067,0.0080464055535259,-0.0292452708493048,-0.0819835489009773,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,17,17,False,1,1,5,True,2026-07-27T17:19:05.649352+00:00,2026-07-27T17:26:42.258253+00:00,456.60890078544617,0.0139387160128108,0.0083264853970197,0.0122956673417261,-0.0680857742684466,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,18,18,False,1,1,5,True,2026-07-27T17:28:31.810505+00:00,2026-07-27T17:30:30.958887+00:00,119.1483826637268,0.0166195427701142,0.0068958506991693,0.0131554028586152,-0.0781088423911147,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,19,19,False,1,1,5,True,2026-07-27T17:32:34.940136+00:00,2026-07-27T17:34:45.124404+00:00,130.18426847457886,0.0158447131871822,0.0125682192485764,0.0131192613690221,-0.066251591803159,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,20,20,False,1,1,5,True,2026-07-27T17:36:02.160370+00:00,2026-07-27T17:37:16.786626+00:00,74.62625646591187,0.0079706920405646,0.0036550819738999,-0.0511132898342204,-0.1093733184605049,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,21,21,False,1,1,5,True,2026-07-27T17:40:13.403101+00:00,2026-07-27T17:46:13.085818+00:00,359.68271708488464,0.0133587948611564,0.008203887005693,0.0001074142743448,-0.0561129464441901,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,22,22,False,1,1,5,True,2026-07-27T17:48:30.458535+00:00,2026-07-27T17:59:58.129361+00:00,687.6708266735077,0.0132516066581642,0.007924158835661,-0.0164112309290778,-0.0731342815627816,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,23,23,False,1,1,5,True,2026-07-27T18:01:36.893971+00:00,2026-07-27T18:03:23.146243+00:00,106.25227189064026,0.0135564476872026,0.0077766280998304,-0.0334143924935478,-0.0664550566510191,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,24,24,False,1,1,5,True,2026-07-27T18:05:51.458134+00:00,2026-07-27T18:09:23.402881+00:00,211.94474720954895,0.0128947767253867,0.0090680837831736,0.0330621638957064,-0.0918843271882479,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,25,25,False,1,1,5,True,2026-07-27T18:11:32.976577+00:00,2026-07-27T18:13:08.217761+00:00,95.24118399620056,0.017361625164425,0.0121623508657023,0.0244214083239433,-0.053793483175068,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,26,26,False,1,1,5,True,2026-07-27T18:15:55.475762+00:00,2026-07-27T18:23:18.601702+00:00,443.12593960762024,0.0126873580817176,0.007377964401697,-0.0159427056362731,-0.0963777130376741,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,27,27,False,1,1,5,True,2026-07-27T18:25:23.728055+00:00,2026-07-27T18:27:18.207884+00:00,114.47982931137085,0.0184092299235003,0.0133620806506709,0.0309790116836379,-0.0638079358251842,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,28,28,False,1,1,5,True,2026-07-27T18:29:05.014954+00:00,2026-07-27T18:31:01.979496+00:00,116.96454191207886,0.0059143058519661,0.0010264355323651,-0.0286639429481783,-0.09519548381798,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,29,29,False,1,1,5,True,2026-07-27T18:32:34.293118+00:00,2026-07-27T18:34:32.276825+00:00,117.98370695114136,0.007572229452518,0.0033174685569007,-0.0204273779526652,-0.0854802709594402,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,30,30,False,1,1,5,True,2026-07-27T18:36:28.074237+00:00,2026-07-27T18:38:04.091903+00:00,96.01766657829285,0.0049507037350804,-0.0014359470530119,-0.0361039236840496,-0.0971237533703939,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,31,31,False,1,1,5,True,2026-07-27T18:40:13.227089+00:00,2026-07-27T18:41:37.316660+00:00,84.08957076072693,0.0119071134439831,0.0080425509653415,0.0241657759335692,-0.0630828219537237,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,32,32,False,1,1,5,True,2026-07-27T18:43:32.499166+00:00,2026-07-27T18:45:29.913922+00:00,117.41475558280945,0.0144794683210151,0.0074470980396957,0.0169587349651115,-0.0682083026415205,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,33,33,False,1,1,5,True,2026-07-27T18:47:13.004645+00:00,2026-07-27T18:49:39.843581+00:00,146.83893537521362,0.0170410183675892,0.0116002874287066,0.0414132661272543,-0.0612051413265963,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,34,34,False,1,1,5,True,2026-07-27T18:51:39.747947+00:00,2026-07-27T18:54:01.686487+00:00,141.93854093551636,0.0201914282393206,0.0140067818048771,0.0159340990358809,-0.0574124336841775,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,35,35,False,1,1,5,True,2026-07-27T18:56:25.117084+00:00,2026-07-27T19:05:41.527621+00:00,556.410537481308,0.0124431340203612,0.0077763079292235,0.0233442876040743,-0.0579274453138777,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,36,36,False,1,1,5,True,2026-07-27T19:07:44.388943+00:00,2026-07-27T19:10:42.768618+00:00,178.37967443466187,0.0053731129274816,0.0010040116630182,-0.036763036563632,-0.1086776887288388,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,37,37,False,1,1,5,True,2026-07-27T19:12:28.906514+00:00,2026-07-27T19:14:13.791884+00:00,104.88537049293518,0.0184990931322751,0.0127606506268422,0.0273006199817539,-0.0584423762070186,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
a20,38,38,True,1,1,5,True,2026-07-27T19:16:04.953845+00:00,2026-07-27T19:18:59.784040+00:00,174.83019518852234,0.0127638980510978,0.0077871440316312,0.1097131122484681,-0.0695930509491503,0.0194381784836631,0.0151608069601922,0.0825825884049168,-0.0599410125768955
