instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SZ002194,main_board,True,True,True,True,2263,2263,1117,1146,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002195,main_board,True,True,True,True,2281,2281,655,1626,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002196,main_board,True,True,True,True,2271,2271,1064,1207,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002197,main_board,True,True,True,True,2269,2269,0,1869,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002198,main_board,True,True,True,True,2202,2202,0,2184,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002199,main_board,True,True,True,True,2264,2264,0,1939,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002200,main_board,True,True,True,True,2277,2277,0,562,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002201,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002202,main_board,True,True,True,True,2275,2275,398,1877,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002203,main_board,True,True,True,True,2275,2275,1616,659,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002204,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002205,main_board,True,True,True,True,2265,2265,0,2265,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002206,main_board,True,True,True,True,2281,2281,618,1663,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002207,main_board,True,True,True,True,2268,2268,0,1480,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002208,main_board,True,True,True,True,2260,2260,0,2260,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002209,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002210,main_board,True,True,True,True,2149,2149,0,1521,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002211,main_board,True,True,True,True,2264,2264,0,1725,2017-01-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002212,main_board,True,True,True,True,2237,2237,1151,1086,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002213,main_board,True,True,True,True,2246,2246,812,1434,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002214,main_board,True,True,True,True,2280,2280,0,2018,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002215,main_board,True,True,True,True,2281,2281,1381,900,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002216,main_board,True,True,True,True,2281,2281,551,1730,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002217,main_board,True,True,True,True,2238,2238,363,1601,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002218,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002219,main_board,True,True,True,True,2096,2096,664,946,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002220,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002221,main_board,True,True,True,True,2273,2273,399,1874,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002222,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002223,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002224,main_board,True,True,True,True,2281,2281,857,1424,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002225,main_board,True,True,True,True,2266,2266,1076,1190,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002226,main_board,True,True,True,True,2065,2065,0,2065,2017-03-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002227,main_board,True,True,True,True,2280,2280,0,2255,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002228,main_board,True,True,True,True,2281,2281,1043,1238,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002229,main_board,True,True,True,True,2281,2281,244,2037,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002230,main_board,True,True,True,True,2281,2281,1531,750,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002231,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002232,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002233,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002234,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002235,main_board,True,True,True,True,2276,2276,539,1737,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002236,main_board,True,True,True,True,2279,2279,1826,453,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002237,main_board,True,True,True,True,2280,2280,921,1359,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002238,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002239,main_board,True,True,True,True,2154,2154,554,1600,2017-02-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002240,main_board,True,True,True,True,2275,2275,1327,948,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002241,main_board,True,True,True,True,2281,2281,1655,626,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002242,main_board,True,True,True,True,2281,2281,566,1715,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002243,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002244,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002245,main_board,True,True,True,True,2273,2273,809,1464,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002246,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002247,main_board,True,True,True,True,2279,2279,179,1837,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002248,main_board,True,True,True,True,2187,2187,0,2005,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002249,main_board,True,True,True,True,2281,2281,1882,399,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002250,main_board,True,True,True,True,2281,2281,327,1954,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002251,main_board,True,True,True,True,2252,2252,0,1899,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002252,main_board,True,True,True,True,1966,1966,28,1938,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002253,main_board,True,True,True,True,2280,2280,0,2018,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002254,main_board,True,True,True,True,2249,2249,1544,705,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002255,main_board,True,True,True,True,2180,2180,0,1934,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002256,main_board,True,True,True,True,2081,2081,532,1240,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002258,main_board,True,True,True,True,2281,2281,973,1308,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002259,main_board,True,True,True,True,2172,2172,0,572,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002260,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002261,main_board,True,True,True,True,2281,2281,1844,437,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002262,main_board,True,True,True,True,2281,2281,645,1636,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002263,main_board,True,True,True,True,1949,1949,0,1562,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002264,main_board,True,True,True,True,2189,2189,1333,856,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002265,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002266,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002267,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002268,main_board,True,True,True,True,2281,2281,992,1289,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002269,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002270,main_board,True,True,True,True,2208,2208,0,2208,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002271,main_board,True,True,True,True,2281,2281,1199,1082,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002272,main_board,True,True,True,True,2281,2281,1204,1077,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002273,main_board,True,True,True,True,2281,2281,719,1562,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002274,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002275,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002276,main_board,True,True,True,True,2281,2281,118,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002277,main_board,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002278,main_board,True,True,True,True,2261,2261,0,2261,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002279,main_board,True,True,True,True,2276,2276,1211,1065,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002280,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002281,main_board,True,True,True,True,2281,2281,1651,630,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002282,main_board,True,True,True,True,2185,2185,505,1680,2017-04-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002283,main_board,True,True,True,True,2281,2281,355,1926,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002284,main_board,True,True,True,True,2281,2281,730,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002285,main_board,True,True,True,True,2261,2261,410,1851,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002286,main_board,True,True,True,True,2271,2271,1081,1190,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002287,main_board,True,True,True,True,2281,2281,1696,585,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002288,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002289,main_board,True,True,True,True,2139,2139,0,835,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002290,main_board,True,True,True,True,2268,2268,0,1792,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002291,main_board,True,True,True,True,2244,2244,1348,896,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002292,main_board,True,True,True,True,2281,2281,109,2172,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002293,main_board,True,True,True,True,2281,2281,1263,1018,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002294,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002295,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002296,main_board,True,True,True,True,2281,2281,811,1470,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002297,main_board,True,True,True,True,2190,2190,0,2190,2017-01-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002298,main_board,True,True,True,True,2281,2281,186,2095,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002299,main_board,True,True,True,True,2225,2225,1414,811,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002300,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002301,main_board,True,True,True,True,2160,2160,0,2160,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002302,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002303,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002304,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002305,main_board,True,True,True,True,2270,2270,0,2009,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002306,main_board,True,True,True,True,2271,2271,598,969,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002307,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002308,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002309,main_board,True,True,True,True,2120,2120,372,1039,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002310,main_board,True,True,True,True,2208,2208,387,1563,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002311,main_board,True,True,True,True,2281,2281,812,1469,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002312,main_board,True,True,True,True,2074,2074,1252,822,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002313,main_board,True,True,True,True,2269,2269,0,1905,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002314,main_board,True,True,True,True,2265,2265,0,2265,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002315,main_board,True,True,True,True,2281,2281,973,1308,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002316,main_board,True,True,True,True,2186,2186,0,1699,2017-05-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002317,main_board,True,True,True,True,2281,2281,118,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
