instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
SH600188,SH600188_20230821_0003,2023-08-21,2024-02-22,11.07,18.41,0.6630532971996386,120,185,20,120,SH600188_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-08-21,2024-02-22,2023-08-22,2024-02-23,0.6811201445347785,2023-08-21,0.6919602529358626,True,2022-08-10,2024-04-08,True,True,True,True,True,2023-09-01,not_missing,validation,long,main_board,125323965724.8,383612910.9,-0.06175972927241968,-0.13494539781591264,-0.1649096385542168,0.025473399458972035,risk_off,csi300,3,2023-08-21,2024-03-07,q5,q4,q4,q2,q4,q2,5,5
SH600188,SH600188_20250904_0004,2025-09-04,2026-03-09,12.45,21.21,0.7036144578313255,118,186,20,120,SH600188_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-04,2026-03-09,2025-09-04,2026-03-09,0.7036144578313255,2025-09-04,0.7036144578313255,False,2024-08-23,2026-04-21,True,True,True,True,True,2026-01-08,not_missing,robustness,long,main_board,129081999795.84,496621165.1,-0.05667412378821768,0.04115226337448563,-0.07731582786287383,0.019683794466403157,risk_on,csi300,1,2025-09-04,2026-03-09,q5,q4,q4,q5,q5,q1,5,5
SH600196,SH600196_20190104_0000,2019-01-04,2019-04-10,19.11,29.91,0.5651491365777082,62,96,20,120,SH600196_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-04,2019-04-10,2019-01-04,2019-04-10,0.5651491365777082,2019-01-04,0.5651491365777082,False,2017-12-25,2019-05-27,True,True,True,True,True,2019-02-12,not_missing,train,medium,main_board,53798648186.05,529537143.4,-0.28454996456413884,-0.2590825688073394,-0.29257182901191303,0.04598811292719165,risk_off,csi300,1,2019-01-04,2019-04-10,q4,q4,q1,q1,q2,q4,5,5
SH600196,SH600196_20191028_0001,2019-10-28,2020-04-23,22.81,36.5,0.6001753616834722,120,178,20,120,SH600196_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-10-28,2020-04-23,2020-03-13,2020-08-06,2.187313750532142,2020-02-03,2.324600355239787,True,2018-10-17,2020-06-09,True,True,True,True,True,2019-11-07,not_missing,train,long,main_board,63585512901.45,368279087.1,-0.09034267912772587,-0.06895177361498606,-0.14806710430342818,0.024400684931506864,risk_on,csi300,4,2019-10-28,2020-08-06,q4,q3,q3,q3,q4,q1,5,5
SH600196,SH600196_20200528_0002,2020-05-28,2020-08-06,28.13,74.87,1.6615712762175616,48,70,20,120,SH600196_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-05-28,2020-08-06,2020-05-28,2020-08-06,1.6615712762175616,2020-05-28,1.6615712762175616,False,2019-05-20,2020-09-17,True,True,True,True,True,2020-06-12,not_missing,train,medium,main_board,79501112865.9,1287071137.35,-0.16264705882352948,0.12797147385103003,-0.22000000000000008,0.0365823674042852,risk_on,csi300,1,2020-05-28,2020-08-06,q4,q5,q2,q5,q3,q3,5,5
SH600196,SH600196_20210324_0003,2021-03-24,2021-08-05,34.67,87.2,1.5151427747331985,91,134,20,120,SH600196_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-24,2021-08-05,2021-03-24,2021-08-05,1.5151427747331985,2021-03-24,1.5151427747331985,False,2020-03-13,2021-09-16,True,True,True,True,True,2021-04-19,not_missing,train,long,main_board,102439054843.65,901784129.6,-0.17759815242494226,-0.34756320996702084,-0.3543064369900272,0.038037068239258634,risk_off,csi300,1,2021-03-24,2021-08-05,q5,q5,q1,q1,q1,q3,5,5
SH600196,SH600196_20220309_0004,2022-03-09,2022-03-22,35.36,56.06,0.5854072398190047,9,13,20,120,SH600196_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-03-09,2022-03-22,2022-03-09,2022-03-22,0.5854072398190047,2022-03-09,0.5854072398190047,False,2021-02-26,2022-05-10,True,True,True,True,True,2022-03-14,not_missing,validation,fast,main_board,103002892523.55,1017187566.25,-0.12091346153846161,-0.2509217533797624,-0.2811087084725771,0.039212469237079564,risk_off,csi300,1,2022-03-09,2022-03-22,q5,q5,q2,q1,q2,q3,5,5
SH600201,SH600201_20190524_0000,2019-05-24,2019-11-05,13.26,21.05,0.5874811463046758,110,165,20,120,SH600201_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-05-24,2019-11-05,2019-05-24,2019-11-05,0.5874811463046758,2019-05-24,0.5874811463046758,False,2018-05-15,2019-12-17,True,True,True,True,True,2019-06-26,not_missing,train,long,main_board,16907776329.78,310298147.95,-0.032258064516129115,-0.13708690330477358,-0.19840818646958502,0.039113475177304964,risk_off,csi300,2,2019-05-24,2019-11-05,q1,q3,q5,q2,q3,q3,5,5
SH600201,SH600201_20200203_0001,2020-02-03,2020-07-13,17.37,28.0,0.6119746689694876,109,161,20,120,SH600201_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-03,2020-07-13,2020-03-19,2020-08-10,0.70662100456621,2020-02-03,0.7213586643638454,False,2019-01-16,2020-08-24,True,True,True,True,True,2020-02-04,not_missing,train,long,main_board,22705003258.56,368268073.45,-0.013165112452002248,-0.08680203045685286,-0.14536817102137778,0.04055030572540298,risk_off,csi300,2,2020-02-03,2020-08-10,q2,q3,q5,q3,q4,q4,5,5
SH600208,SH600208_20181011_0000,2018-10-11,2019-04-02,2.63,4.19,0.5931558935361219,116,173,20,120,SH600208_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-11,2019-04-02,2018-10-11,2019-04-02,0.5931558935361219,2018-10-11,0.5931558935361219,False,2017-09-26,2019-05-20,True,True,True,True,True,2018-11-02,not_missing,train,long,main_board,26399984655.52,68932590.6,-0.04026845637583898,-0.17101449275362324,-0.21212121212121215,0.023776223776223782,risk_off,csi300,4,2018-10-11,2019-04-02,q2,q1,q5,q2,q3,q1,5,5
SH600208,SH600208_20190603_0001,2019-06-03,2019-11-04,2.8,4.99,0.7821428571428573,102,154,20,120,SH600208_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-06-03,2019-11-04,2019-08-06,2019-11-04,0.8345588235294117,2019-08-06,0.8345588235294117,False,2018-05-23,2019-12-16,True,True,True,True,True,2019-09-05,not_missing,train,long,main_board,25970017478.72,109702553.85,-0.09032258064516141,-0.21666666666666679,-0.32696897374701683,0.03262411347517728,risk_off,csi300,4,2019-06-03,2019-11-04,q2,q2,q3,q1,q1,q3,5,5
SH600219,SH600219_20200930_0000,2020-09-30,2021-02-22,1.81,4.05,1.2375690607734806,91,145,20,120,SH600219_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-30,2021-02-22,2020-09-30,2021-02-22,1.2375690607734806,2020-09-30,1.2375690607734806,False,2019-09-20,2021-04-06,True,True,True,True,True,2020-11-03,not_missing,train,long,main_board,27366602680.8,187050325.15,-0.11904761904761907,-0.041450777202072464,-0.16289592760180993,0.029729729729729735,transition,csi300,5,2020-09-30,2021-02-22,q2,q2,q3,q4,q4,q2,5,5
SH600219,SH600219_20210324_0001,2021-03-24,2021-08-16,2.72,5.03,0.8492647058823528,98,145,20,120,SH600219_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-24,2021-08-16,2021-03-24,2021-08-16,0.8492647058823528,2021-03-24,0.8492647058823528,False,2020-03-13,2021-09-29,True,True,True,True,True,2021-04-19,not_missing,train,long,main_board,42902228656.8,1136077930.1,-0.23978201634877383,0.2798165137614679,-0.3111111111111111,0.06989247311827958,risk_off,csi300,2,2021-03-24,2021-08-16,q4,q5,q1,q5,q1,q5,5,5
SH600219,SH600219_20231219_0002,2023-12-19,2024-05-21,2.32,3.51,0.5129310344827587,98,154,20,120,SH600219_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-12-19,2024-05-21,2024-01-23,2024-07-12,0.5903083700440528,2024-01-23,0.5903083700440528,False,2022-12-08,2024-07-03,True,True,True,True,True,2024-01-02,not_missing,validation,long,main_board,32432691388.96,131612638.0,-0.06772908366533859,-0.1428571428571429,-0.15217391304347827,0.017948717948717927,risk_off,csi300,4,2023-12-19,2024-07-12,q3,q2,q4,q2,q4,q1,5,5
SH600219,SH600219_20250923_0003,2025-09-23,2026-01-29,3.47,8.23,1.3717579250720462,84,128,20,120,SH600219_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-23,2026-01-29,2025-09-23,2026-01-29,1.3717579250720462,2025-09-23,1.3717579250720462,False,2024-09-11,2026-03-20,True,True,True,True,True,2025-10-09,not_missing,robustness,long,main_board,45061042890.24,912788250.8,-0.12531328320802004,-0.011331444759206666,-0.12749999999999995,0.02893982808022925,risk_on,csi300,3,2025-09-23,2026-01-29,q4,q5,q2,q4,q5,q2,5,5
SH600221,SH600221_20210427_0000,2021-04-27,2021-09-10,1.55,2.59,0.6709677419354838,94,136,20,120,SH600221_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-27,2021-09-10,2021-04-27,2021-09-10,0.6709677419354838,2021-04-27,0.6709677419354838,False,2020-04-15,2021-11-03,True,True,True,True,True,2021-07-29,not_missing,train,long,main_board,27057853731.300003,189260699.9,-0.07647058823529407,0.1134751773049647,-0.16489361702127647,0.04012738853503185,transition,csi300,2,2021-04-27,2021-09-10,q2,q2,q4,q5,q4,q3,5,3
SH600221,SH600221_20220803_0001,2022-08-03,2022-12-07,1.27,1.96,0.5433070866141732,83,126,20,120,SH600221_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-08-03,2022-12-07,2022-08-03,2022-12-07,0.5433070866141732,2022-08-03,0.5433070866141732,False,2021-07-20,2023-01-19,True,True,True,True,True,2022-08-15,not_missing,validation,long,main_board,43215632535.4,111465717.15,-0.1578947368421053,-0.2426035502958579,-0.26436781609195403,0.031640624999999985,risk_off,csi300,4,2022-08-03,2022-12-07,q4,q2,q2,q1,q2,q2,5,5
SH600221,SH600221_20240628_0002,2024-06-28,2024-11-08,1.0,2.44,1.44,88,133,20,120,SH600221_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-06-28,2024-11-08,2024-06-28,2024-11-08,1.44,2024-06-28,1.44,False,2023-06-15,2024-12-20,True,True,True,True,True,2024-09-25,not_missing,robustness,long,main_board,47105039463.15,177556816.7,-0.25,-0.25547445255474455,-0.2816901408450704,0.037745098039215705,transition,csi300,2,2024-06-28,2024-11-08,q4,q2,q1,q1,q2,q3,5,5
SH600233,SH600233_20220426_0000,2022-04-26,2022-10-17,13.45,21.41,0.59182156133829,114,174,20,120,SH600233_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-26,2022-10-17,2022-04-26,2022-10-17,0.59182156133829,2022-04-26,0.59182156133829,False,2021-04-14,2022-11-28,True,True,True,True,True,2022-04-27,not_missing,validation,long,main_board,50709713621.04,329133430.2,-0.06679764243614927,-0.05126498002663116,-0.18103448275862066,0.06343859649122806,risk_off,csi300,1,2022-04-26,2022-10-17,q4,q3,q4,q4,q4,q5,5,5
SH600233,SH600233_20240205_0001,2024-02-05,2024-05-21,10.2,16.84,0.6509803921568629,65,106,20,120,SH600233_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-05-21,2024-02-05,2024-05-21,0.6509803921568629,2024-02-05,0.6509803921568629,False,2023-02-01,2024-07-03,True,True,True,True,True,2024-02-07,not_missing,robustness,medium,main_board,38139858030.32,159532771.4,-0.04615384615384632,-0.18610038610038615,-0.19480519480519487,0.03586337760910814,risk_off,csi300,1,2024-02-05,2024-05-21,q3,q2,q5,q2,q3,q3,5,5
SH600233,SH600233_20250407_0002,2025-04-07,2025-09-19,11.64,20.57,0.7671821305841924,115,165,20,120,SH600233_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-07,2025-09-19,2025-04-07,2025-09-19,0.7671821305841924,2025-04-07,0.7671821305841924,False,2024-03-22,2025-11-10,True,True,True,True,True,2025-05-28,not_missing,robustness,long,main_board,44532054418.96,378366317.9,-0.09638554216867468,-0.10313901345291487,-0.1602519244226731,0.031083333333333314,risk_off,csi300,2,2025-04-07,2025-09-19,q4,q3,q3,q3,q4,q2,5,5
SH600236,SH600236_20210426_0000,2021-04-26,2021-09-30,4.28,6.76,0.5794392523364484,107,157,20,120,SH600236_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-26,2021-09-30,2021-07-30,2021-09-30,0.6211031175059951,2021-07-30,0.6211031175059951,False,2020-04-15,2021-11-18,True,True,True,True,True,2021-05-18,not_missing,train,long,main_board,40515421902.28,89163572.3,-0.07922912205567456,0.12271540469973874,-0.17782026768642456,0.04476744186046513,transition,csi300,3,2021-04-26,2021-09-30,q3,q1,q4,q5,q4,q4,5,5
SH600236,SH600236_20240123_0001,2024-01-23,2024-07-08,4.94,7.97,0.6133603238866394,107,167,20,120,SH600236_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-01-23,2024-07-08,2024-01-23,2024-07-08,0.6133603238866394,2024-01-23,0.6133603238866394,False,2023-01-12,2024-08-19,True,True,True,True,True,2024-01-25,not_missing,robustness,long,main_board,41776602350.6,48020092.45,-0.05214152700186225,0.0039447731755424265,-0.08122743682310474,0.023870333988212207,risk_off,csi300,1,2024-01-23,2024-07-08,q4,q1,q4,q4,q5,q1,5,5
SH600236,SH600236_20250919_0002,2025-09-19,2026-03-05,6.18,11.94,0.9320388349514563,105,167,20,120,SH600236_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-19,2026-03-05,2025-09-19,2026-03-05,0.9320388349514563,2025-09-19,0.9320388349514563,False,2024-09-09,2026-04-17,True,True,True,True,True,2025-09-29,not_missing,robustness,long,main_board,49422508818.53999,73655928.75,-0.03738317757009346,0.011456628477904962,-0.17489986648865163,0.010760517799352758,risk_on,csi300,2,2025-09-19,2026-03-05,q4,q1,q5,q4,q4,q1,4,5
SH600256,SH600256_20180619_0000,2018-06-19,2018-10-10,2.39,3.68,0.5397489539748954,75,113,20,120,SH600256_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-06-19,2018-10-10,2018-06-19,2018-10-10,0.5397489539748954,2018-06-19,0.5397489539748954,False,2017-05-22,2018-11-21,True,True,True,True,True,2018-07-09,not_missing,train,medium,main_board,26611557916.5,224628243.6,-0.20454545454545447,-0.09926470588235292,-0.24382716049382713,0.03857142857142858,risk_off,csi300,1,2018-06-19,2018-10-10,q2,q3,q1,q3,q2,q3,5,5
SH600256,SH600256_20211201_0001,2021-12-01,2022-05-27,4.08,7.85,0.9240196078431371,116,177,20,120,SH600256_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-12-01,2022-05-27,2022-01-28,2022-06-10,1.1309823677581865,2022-01-28,1.7909319899244331,False,2020-11-20,2022-07-11,True,True,True,True,True,2021-12-16,not_missing,train,long,main_board,39066243077.05,708996021.4,-0.0903225806451613,0.02669902912621369,-0.3502304147465437,0.04787234042553189,risk_on,csi300,3,2021-12-01,2022-09-07,q3,q4,q3,q4,q1,q4,5,5
SH600256,SH600256_20220620_0002,2022-06-20,2022-09-07,6.52,11.08,0.6993865030674848,57,79,20,120,SH600256_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-06-20,2022-09-07,2022-06-20,2022-09-07,0.6993865030674848,2022-06-20,0.6993865030674848,False,2021-06-07,2022-10-27,True,True,True,True,True,2022-07-18,not_missing,validation,medium,main_board,67889908137.26,1813771565.4,-0.08274894810659184,0.29761904761904767,-0.22695035460992918,0.06788990825688074,transition,csi300,2,2022-06-20,2022-09-07,q4,q5,q4,q5,q3,q5,5,5
SH600258,SH600258_20181017_0000,2018-10-17,2019-04-02,13.8,23.42,0.6971014492753624,112,167,20,120,SH600258_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-17,2019-04-02,2019-01-08,2019-04-02,0.8015384615384618,2019-01-08,0.8015384615384618,False,2017-10-09,2019-05-20,True,True,True,True,True,2018-11-02,not_missing,train,long,main_board,15662260832.0,95937158.45,-0.12689738919247107,-0.41639610389610393,-0.42548941270475427,0.06164812239221135,risk_off,csi300,2,2018-10-17,2019-04-02,q1,q1,q2,q1,q1,q5,5,5
SH600266,SH600266_20181016_0000,2018-10-16,2019-04-08,3.8,6.86,0.8052631578947369,116,174,20,120,SH600266_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-16,2019-04-08,2018-10-16,2019-04-08,0.8052631578947369,2018-10-16,0.8052631578947369,False,2017-09-29,2019-05-23,True,True,True,True,True,2018-11-05,not_missing,train,long,main_board,10812576000.0,39847571.6,-0.19512195121951215,-0.2399232245681382,-0.3064798598949212,0.03207070707070705,risk_off,csi300,1,2018-10-16,2019-04-08,q1,q1,q1,q1,q1,q2,5,5
SH600271,SH600271_20180209_0000,2018-02-09,2018-07-24,16.38,27.11,0.6550671550671552,107,165,20,120,SH600271_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-09,2018-07-24,2018-02-09,2018-07-24,0.6550671550671552,2018-02-09,0.6550671550671552,False,2017-01-26,2018-09-04,True,True,True,True,True,2018-03-01,not_missing,train,long,main_board,37238408021.73,356751275.6,-0.15999999999999992,-0.08045977011494243,-0.22294172062904716,0.04401785714285715,risk_off,csi300,1,2018-02-09,2018-07-24,q3,q3,q2,q3,q3,q4,5,5
SH600273,SH600273_20181112_0000,2018-11-12,2019-04-11,5.82,12.43,1.1357388316151202,100,150,20,120,SH600273_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-11-12,2019-04-11,2018-12-21,2019-04-11,1.2396396396396399,2018-12-21,1.2396396396396399,False,2017-06-20,2019-05-28,True,True,True,True,True,2018-11-30,not_missing,train,long,main_board,12249846142.650002,220521121.95,-0.058637083993660744,0.03664921465968596,-0.1795580110497237,0.0393097643097643,risk_off,csi300,2,2018-11-12,2019-04-11,q1,q3,q4,q5,q4,q3,0,2
SH600276,SH600276_20190606_0000,2019-06-06,2019-11-20,38.74,65.35,0.6868869385647907,112,167,20,120,SH600276_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-06-06,2019-11-20,2019-06-06,2019-11-20,0.6868869385647907,2019-06-06,0.6868869385647907,False,2018-05-28,2020-01-02,True,True,True,True,True,2019-06-19,not_missing,train,long,main_board,260946037623.0,1302741467.75,-0.07227208313651401,0.0017852588625351107,-0.15326579004095708,0.03453411405295315,risk_off,csi300,2,2019-06-06,2019-11-20,q5,q5,q4,q4,q4,q3,5,5
SH600276,SH600276_20200203_0001,2020-02-03,2020-07-15,54.47,85.56,0.570772902515146,111,163,20,120,SH600276_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-03,2020-07-15,2020-03-19,2020-07-15,0.6365723029839327,2020-03-19,0.6365723029839327,False,2019-01-16,2020-08-26,True,True,True,True,True,2020-02-05,not_missing,train,long,main_board,389163421194.03,2049906793.25,0.012771168649405196,-0.05976936819879808,-0.11415455241009942,0.029521506305061323,risk_off,csi300,2,2020-02-03,2020-07-15,q5,q5,q5,q3,q5,q2,5,5
SH600276,SH600276_20220427_0002,2022-04-27,2022-07-06,26.46,40.92,0.5464852607709751,46,70,20,120,SH600276_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-07-06,2022-04-27,2022-07-06,0.5464852607709751,2022-04-27,0.5464852607709751,False,2021-04-15,2022-08-17,True,True,True,True,True,2022-06-15,not_missing,validation,medium,main_board,176953523080.75998,1731960190.2,-0.21852799090650743,-0.35187367428706107,-0.3591237473782335,0.04949090909090907,risk_off,csi300,1,2022-04-27,2022-07-06,q5,q5,q1,q1,q1,q4,5,5
SH600276,SH600276_20240702_0003,2024-07-02,2024-10-08,36.77,57.09,0.5526244220832199,63,98,20,120,SH600276_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-07-02,2024-10-08,2024-07-02,2024-10-08,0.5526244220832199,2024-07-02,0.5526244220832199,False,2023-06-19,2024-11-19,True,True,True,True,True,2024-07-22,not_missing,robustness,medium,main_board,244124417025.98,1068892606.25,-0.11841791756016196,-0.1910800174901618,-0.21726253437698329,0.027162162162162173,transition,csi300,1,2024-07-02,2024-10-08,q5,q5,q3,q2,q3,q2,5,3
SH600276,SH600276_20250324_0004,2025-03-24,2025-09-09,43.86,73.74,0.6812585499316004,116,169,20,120,SH600276_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-03-24,2025-09-09,2025-03-24,2025-09-09,0.6812585499316004,2025-03-24,0.6812585499316004,False,2024-03-11,2025-10-29,True,True,True,True,True,2025-03-26,not_missing,robustness,long,main_board,286098251988.9,1638130147.45,-0.07774518021793797,-0.04699003897791254,-0.08844241922120966,0.024937514201317887,risk_on,csi300,1,2025-03-24,2025-09-09,q5,q5,q4,q4,q5,q2,2,5
SH600295,SH600295_20210413_0000,2021-04-13,2021-09-16,5.61,17.52,2.1229946524064167,108,156,20,120,SH600295_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-13,2021-09-16,2021-04-13,2021-09-16,2.1229946524064167,2021-04-13,2.1229946524064167,False,2020-04-01,2021-11-08,True,True,True,True,True,2021-04-15,not_missing,train,long,main_board,22133179569.5,675556777.4,-0.27656850192061455,0.31090487238979136,-0.42110655737704916,0.06911504424778761,risk_off,csi300,4,2021-04-13,2021-09-16,q2,q4,q1,q5,q1,q5,5,5
