family,horizon,split,fold_id,fold_anchor_controlled_mean_spread,fold_anchor_offset_spread_min,fold_positive_anchor_offset_count,fold_full_daily_mean_spread,fold_full_daily_median_spread,fold_positive_instrument_share,fold_valid_instrument_count,fold_full_valid_instrument_count,fold_partial_event_only_instrument_count,fold_valid_signal_date_count,fold_decile_monotonicity_score,fold_top1_instrument_contribution_share,fold_top5_instrument_contribution_share,fold_top1_industry_contribution_share,fold_contribution_share_of_total_abs_contribution
volume_surge_money_flow,H3,robustness_oof_unseen,0,-0.00016421313384076732,-0.002606009244536686,2,-0.00015434336370238828,0.0015725564805641867,0.7631578947368421,38,38,4,107,0.709090909090909,0.1297450880434847,0.34214246056690767,0.15816353168730163,0.18774240053048388
volume_surge_money_flow,H3,robustness_oof_unseen,1,0.0014614382634120801,0.00023344424768294856,3,0.0014827781354520538,0.002796177791946102,0.7083333333333334,48,48,4,150,0.8666666666666665,0.09391686517295732,0.31691137528206076,0.15178507933789664,0.05409420267241852
volume_surge_money_flow,H3,robustness_oof_unseen,2,-0.002085445571023423,-0.004032724143901954,1,-0.0020608202489690846,-0.0034656086706910585,0.7083333333333334,48,48,2,143,0.9272727272727272,0.10043607917504839,0.31468087144815404,0.19761506323803513,0.053647250073265505
volume_surge_money_flow,H3,robustness_oof_unseen,3,0.0031322460659546324,0.00180442848574438,3,0.0030839019558080837,0.001352982319214385,0.8545454545454545,55,55,2,201,0.6121212121212121,0.15400547368578912,0.42154077128109035,0.19857963167152323,0.009679592733230087
volume_surge_money_flow,H3,robustness_oof_unseen,4,-0.0022478784717539714,-0.0029656005888705154,0,-0.002291757805335614,-0.008593998594867371,0.6744186046511628,43,43,7,117,0.7333333333333332,0.08223809535525961,0.3132533439244947,0.15233716228991853,0.06709882578186357
volume_price_correlation,H3,train_oof_unseen,0,-0.00024463792796221816,-0.0036061465465816547,2,-0.000363879491748603,0.0024849999113903997,0.6764705882352942,34,34,16,178,0.5151515151515151,0.09290569000284858,0.37710504510223924,0.14297956750366106,0.20416261020081827
volume_price_correlation,H3,train_oof_unseen,1,-4.038230423843513e-05,-0.002219236263604257,2,-4.40835903593646e-06,0.0015303739302744738,0.5121951219512195,41,41,13,228,0.29696969696969694,0.13531856333392916,0.3194986879702948,0.2617289450576801,0.0219566078371976
volume_price_correlation,H3,train_oof_unseen,2,-0.0024863064024252496,-0.004369236233595629,0,-0.0026181116870808473,-0.001737122719491677,0.4634146341463415,41,41,14,247,-0.34545454545454546,0.10353903110629646,0.3318315184797456,0.18190348859081487,0.41362498615535864
volume_price_correlation,H3,train_oof_unseen,3,-3.9745915380651697e-05,-0.003685649435554047,2,4.140690490432186e-05,0.002789999481151359,0.5510204081632653,49,49,16,264,-0.2606060606060606,0.049569662207308365,0.23596076036246447,0.14872057110338438,0.11735858031999151
volume_price_correlation,H3,train_oof_unseen,4,-0.002936705337591315,-0.005163449531908767,1,-0.0030093165613190574,-0.004250532493784133,0.5641025641025641,39,39,16,276,0.19999999999999998,0.06124200216207955,0.2643588763588622,0.09082446066740213,0.07916473269134594
volume_price_correlation,H3,validation_oof_unseen,0,0.0020444012526305857,-0.00047871930581894597,2,0.0021798313125021428,0.0014880583556073634,0.5,44,44,2,163,0.19999999999999998,0.07807511202893763,0.2902796772863606,0.20487030829387348,0.010603212570836091
volume_price_correlation,H3,validation_oof_unseen,1,-0.0004529807807890247,-0.0011740914849409528,1,-0.00045529984336544155,0.0020018449497964117,0.4807692307692308,52,52,1,177,-0.7454545454545454,0.0931436514593874,0.30875124899274636,0.12920478153963855,0.43667787622370263
volume_price_correlation,H3,validation_oof_unseen,2,-0.004947561642825581,-0.007422518478197555,0,-0.005007834942444386,-0.003453883314048883,0.42857142857142855,49,49,2,167,-0.5515151515151515,0.0698371366103851,0.250073359535731,0.12344469080354707,0.31999650052677925
volume_price_correlation,H3,validation_oof_unseen,3,-0.002637735744508106,-0.003291920726430206,0,-0.0026326259713579997,-0.0021578339421164106,0.37037037037037035,54,54,7,206,-0.6121212121212121,0.0707925057390456,0.28398856978441944,0.12523103295098123,0.29811991209113725
volume_price_correlation,H3,validation_oof_unseen,4,-9.948211546537972e-05,-0.0033344658004617637,2,5.016693600621723e-05,-0.0021884297711870417,0.6666666666666666,45,45,2,161,0.5393939393939393,0.1023297342330581,0.2883090154989516,0.11833091446536856,0.08247598350545686
volume_price_correlation,H3,robustness_oof_unseen,0,-0.0010052480487718356,-0.0013699926362359803,0,-0.0010321588269055987,0.00012183844240539615,0.5384615384615384,39,39,4,181,0.38181818181818183,0.17010933877254877,0.39917600645604556,0.2282738603422945,0.20593064197594715
volume_price_correlation,H3,robustness_oof_unseen,1,-0.0007511864917484696,-0.001568500850717814,1,-0.0007415440758900522,-0.0015931310693401736,0.6458333333333334,48,48,4,233,0.10303030303030303,0.06671407098383393,0.2545770750812439,0.12452617861085714,0.017169003672017073
volume_price_correlation,H3,robustness_oof_unseen,2,-0.003042541338128344,-0.0036036161322005812,0,-0.00300973661296199,-0.002616101550238133,0.5416666666666666,48,48,2,233,0.13939393939393938,0.08759292257748151,0.3439662685361368,0.17009847481593246,0.0295859339310753
volume_price_correlation,H3,robustness_oof_unseen,3,0.0006385914142339384,-0.001441181219931339,2,0.0007000441972545412,0.0007453356871920868,0.625,56,56,2,278,0.28484848484848485,0.06855046774413213,0.28364635697255564,0.1744508953846514,0.04048311128286602
volume_price_correlation,H3,robustness_oof_unseen,4,-0.0009015073908784258,-0.0033737120812995618,1,-0.0009951093671481351,-0.0017317708154820574,0.5116279069767442,43,43,7,215,0.29696969696969694,0.13191890434336231,0.3600861900338897,0.168355183455577,0.05186319863191249
rank_ts_rank_structure,H3,train_oof_unseen,0,0.0006074339783450645,-0.0020121457263303586,2,0.0006821699650257443,-0.00011796735860877903,0.6764705882352942,34,34,16,270,0.2121212121212121,0.09362135077166951,0.3890900127834745,0.16643518573144025,0.06735870065532978
rank_ts_rank_structure,H3,train_oof_unseen,1,0.0031833979904232253,0.0011566817111112937,3,0.0031511741622224317,0.0030641805365631287,0.6341463414634146,41,41,13,368,0.406060606060606,0.060340299844170886,0.2750487084206188,0.21046749719605395,0.1132550368913969
rank_ts_rank_structure,H3,train_oof_unseen,2,-0.0002550630516776845,-0.0026098240387593587,1,-0.00030578075341955154,-0.0008904820423017096,0.6585365853658537,41,41,14,315,0.3939393939393939,0.05972794224267245,0.2549590960370519,0.12561580261943067,0.16849415291127293
rank_ts_rank_structure,H3,train_oof_unseen,3,0.0019100550989052634,0.0005678570659680387,3,0.0019481380419780353,0.0012208770969828388,0.5918367346938775,49,49,16,365,0.709090909090909,0.061029786751393617,0.24632038120630595,0.12904071245255128,0.11246084671520422
rank_ts_rank_structure,H3,train_oof_unseen,4,0.0012918289085446881,0.0011320919068680652,3,0.0012965031868752799,0.002611297117666567,0.5128205128205128,39,39,16,370,0.5151515151515151,0.10603317872807408,0.3115159193291708,0.13428001032561487,0.13662605440976794
rank_ts_rank_structure,H3,validation_oof_unseen,0,0.002782077431129819,0.0015051916383048958,3,0.002687326505332761,0.0021042468379148006,0.5454545454545454,44,44,2,175,0.4545454545454545,0.10982733465742246,0.3117285590654693,0.1892164787215339,0.08573363386706853
rank_ts_rank_structure,H3,validation_oof_unseen,1,0.00014576134364740622,-0.00321403226328774,1,0.0003826771314154352,-0.0002530035679274151,0.5769230769230769,52,52,1,173,0.309090909090909,0.07098923704698384,0.3079755847741115,0.1418471382566281,0.17199188042753463
rank_ts_rank_structure,H3,validation_oof_unseen,2,0.0020177477284742513,0.0017896308173621616,3,0.002014742465818827,-0.00031242832806238977,0.5306122448979592,49,49,2,173,0.7212121212121211,0.08048044189788413,0.3005891114084267,0.11153983729411403,0.0751615733428635
rank_ts_rank_structure,H3,validation_oof_unseen,3,0.0026057033473189206,0.0011936523459308204,3,0.002592190897544872,0.0012454581698496184,0.7037037037037037,54,54,7,209,0.9272727272727272,0.0890309810945015,0.3064993228651066,0.1311101071170353,0.17543521897368752
rank_ts_rank_structure,H3,validation_oof_unseen,4,-0.0006510648139266481,-0.002557639070895464,1,-0.0007001025153514757,0.0004967184851359559,0.6,45,45,2,168,0.05454545454545454,0.08192414382273022,0.30743738806599075,0.10476612196159799,0.12293392463273291
rank_ts_rank_structure,H3,robustness_oof_unseen,0,-0.0018435018862056763,-0.005330660175461404,1,-0.00191693097398702,-0.0015641732398572806,0.5641025641025641,39,39,4,206,0.34545454545454546,0.09489196331083259,0.36141116375872606,0.19813033812750555,0.013729166359463935
rank_ts_rank_structure,H3,robustness_oof_unseen,1,-0.0007496235372944233,-0.003952551662215779,2,-0.0007539792363537066,-0.0010451123654340387,0.6875,48,48,4,267,0.4666666666666666,0.08889255431324278,0.27764462191843303,0.13381456316145562,0.04275730390312075
rank_ts_rank_structure,H3,robustness_oof_unseen,2,0.0001214523669088273,-0.0013933274576238331,2,0.00015908128290867648,-0.00034987844570230024,0.5833333333333334,48,48,2,254,0.6606060606060605,0.08264250732121621,0.36602024231359354,0.2302278245935997,0.10313398060659758
rank_ts_rank_structure,H3,robustness_oof_unseen,3,0.00016090854124373643,-0.0007899451182798206,1,0.0001494513057671884,0.0004693026524479247,0.6607142857142857,56,56,2,319,0.6363636363636362,0.07563799232384377,0.2853185602118129,0.20976506948039284,0.3037784275913964
rank_ts_rank_structure,H3,robustness_oof_unseen,4,-0.00016039953839438155,-0.0016687223191269097,1,-0.0002410949581299631,0.0002627943540247993,0.7441860465116279,43,43,7,241,0.6121212121212121,0.06844734122879251,0.3008721437198297,0.17161648747176358,0.22815531129691047
