candidate_scope_id,source_experiment,source_artifact_path,source_artifact_hash,source_row_filter,canonicalization_rule,expected_source_columns,actual_source_columns_hash,reconstructability_requirement,scope_mapping_status
08_R7_event_regime_gated,08,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_canonical_events.csv.gz,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,triggered_family_variants contains R7_cross_sectional_momentum_rank_jump__event_regime_gated,canonical rows by canonical_event_id / event_id,event_id;instrument;event_t0_pos;trade_open_pos,be330c6c013d73f8921e43d99c4c459d4355ae7c68224b6472d686089671e5da,event_membership_required,reconstructable_event_membership
08_R8_event_regime_gated,08,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_canonical_events.csv.gz,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,triggered_family_variants contains R8_persistent_distance_above_ema__event_regime_gated,canonical rows by canonical_event_id / event_id,event_id;instrument;event_t0_pos;trade_open_pos,be330c6c013d73f8921e43d99c4c459d4355ae7c68224b6472d686089671e5da,event_membership_required,reconstructable_event_membership
08_R_compression_arm::raw_r_series_variant_pool,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == raw_r_series_variant_pool,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::event_regime_gated_only,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == event_regime_gated_only,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::single_family_best_variant__R1_relative_strength_breakout,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == single_family_best_variant__R1_relative_strength_breakout,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::single_family_best_variant__R6_market_breadth_thrust,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == single_family_best_variant__R6_market_breadth_thrust,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::single_family_best_variant__R7_cross_sectional_momentum_rank_jump,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == single_family_best_variant__R7_cross_sectional_momentum_rank_jump,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::single_family_best_variant__R8_persistent_distance_above_ema,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == single_family_best_variant__R8_persistent_distance_above_ema,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::single_family_best_variant__R2_near_high_volume_expansion,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == single_family_best_variant__R2_near_high_volume_expansion,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::family_score_quantile_cut__q07,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == family_score_quantile_cut__q07,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::family_score_quantile_cut__q08,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == family_score_quantile_cut__q08,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::family_score_quantile_cut__q09,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == family_score_quantile_cut__q09,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::family_score_quantile_cut__q095,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == family_score_quantile_cut__q095,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::family_score_quantile_cut__q0975,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == family_score_quantile_cut__q0975,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::consensus_family_count__min2,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == consensus_family_count__min2,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::consensus_family_count__min3,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == consensus_family_count__min3,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::top_k_per_instrument_month__k1,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == top_k_per_instrument_month__k1,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::top_k_per_instrument_month__k2,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == top_k_per_instrument_month__k2,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::top_k_per_instrument_month__k3,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == top_k_per_instrument_month__k3,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::cooldown_after_selected_event__10d,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == cooldown_after_selected_event__10d,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::cooldown_after_selected_event__20d,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == cooldown_after_selected_event__20d,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::cooldown_after_selected_event__40d,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == cooldown_after_selected_event__40d,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::market_day_top_percentile__top5pct,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == market_day_top_percentile__top5pct,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::market_day_top_percentile__top10pct,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == market_day_top_percentile__top10pct,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::market_day_top_percentile__top20pct,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == market_day_top_percentile__top20pct,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
08_R_compression_arm::overlap_deconcentration,08_r_series_density_compression,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486,compression_arm_id == overlap_deconcentration,aggregate-only unless deterministic membership reconstructs and reconciles,compression_arm_id;threshold_policy;canonical_event_count,bf6d0faf0d007b8b5e4115abeac0697378690611abe562dd2d1795e2c72b2244,aggregate_frontier_allowed,aggregate_frontier_only_no_event_membership
