source_pool,model_id,threshold_id,event_id,canonical_event_id,instrument,event_t0_date,event_t0_pos,trade_open_date,trade_open_pos,non_executable_next_open,event_window_anchor_pos,event_window_anchor_date,event_window_anchor_status,event_key,replay_anchor_pos,replay_anchor_date,feature_as_of_date,feature_lag_days,feature_join_policy,feature_source_hash,daily_panel_feature_status,event_split,event_regime_bucket,board_bucket,primary_family_id,family_id,cost_bad_score,fast_fail_bad_10d,false_repair_bad_20d,cost_bad_10_20,horizon_complete
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300033_20241105_risk_on_transition_union,SZ300033_20241105_risk_on_transition_union,SZ300033,2024-11-05,1902,2024-11-06,1903,False,1903,2024-11-06,next_open_execution_anchor,SZ300033_20241105_risk_on_transition_union,1903,2024-11-06,2024-11-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9566418243429584,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300204_20250702_risk_on_transition_union,SZ300204_20250702_risk_on_transition_union,SZ300204,2025-07-02,2061,2025-07-03,2062,False,2062,2025-07-03,next_open_execution_anchor,SZ300204_20250702_risk_on_transition_union,2062,2025-07-03,2025-07-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9553181097443844,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH603000_20190402_risk_on_transition_union,SH603000_20190402_risk_on_transition_union,SH603000,2019-04-02,546,2019-04-03,547,False,547,2019-04-03,next_open_execution_anchor,SH603000_20190402_risk_on_transition_union,547,2019-04-03,2019-04-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9544252447012548,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300077_20241023_risk_on_transition_union,SZ300077_20241023_risk_on_transition_union,SZ300077,2024-10-23,1873,2024-10-24,1874,False,1874,2024-10-24,next_open_execution_anchor,SZ300077_20241023_risk_on_transition_union,1874,2024-10-24,2024-10-23,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9540049982289132,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301358_20251107_risk_on_transition_union,SZ301358_20251107_risk_on_transition_union,SZ301358,2025-11-07,666,2025-11-10,667,False,667,2025-11-10,next_open_execution_anchor,SZ301358_20251107_risk_on_transition_union,667,2025-11-10,2025-11-07,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.953678395124325,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002312_20241127_risk_on_transition_union,SZ002312_20241127_risk_on_transition_union,SZ002312,2024-11-27,1711,2024-11-28,1712,False,1712,2024-11-28,next_open_execution_anchor,SZ002312_20241127_risk_on_transition_union,1712,2024-11-28,2024-11-27,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9531527921450453,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300341_20191220_risk_on_transition_union,SZ300341_20191220_risk_on_transition_union,SZ300341,2019-12-20,702,2019-12-23,703,False,703,2019-12-23,next_open_execution_anchor,SZ300341_20191220_risk_on_transition_union,703,2019-12-23,2019-12-20,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9529743665893056,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300082_20210805_risk_on_transition_union,SZ300082_20210805_risk_on_transition_union,SZ300082,2021-08-05,1111,2021-08-06,1112,False,1112,2021-08-06,next_open_execution_anchor,SZ300082_20210805_risk_on_transition_union,1112,2021-08-06,2021-08-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9524401465349099,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002312_20241031_risk_on_transition_union,SZ002312_20241031_risk_on_transition_union,SZ002312,2024-10-31,1692,2024-11-01,1693,False,1693,2024-11-01,next_open_execution_anchor,SZ002312_20241031_risk_on_transition_union,1693,2024-11-01,2024-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9523526852423287,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301511_20250730_risk_on_transition_union,SZ301511_20250730_risk_on_transition_union,SZ301511,2025-07-30,471,2025-07-31,472,False,472,2025-07-31,next_open_execution_anchor,SZ301511_20250730_risk_on_transition_union,472,2025-07-31,2025-07-30,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9522483334223855,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300620_20250918_risk_on_transition_union,SZ300620_20250918_risk_on_transition_union,SZ300620,2025-09-18,2064,2025-09-19,2065,False,2065,2025-09-19,next_open_execution_anchor,SZ300620_20250918_risk_on_transition_union,2065,2025-09-19,2025-09-18,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9516147519515157,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301308_20251031_risk_on_transition_union,SZ301308_20251031_risk_on_transition_union,SZ301308,2025-10-31,783,2025-11-03,784,False,784,2025-11-03,next_open_execution_anchor,SZ301308_20251031_risk_on_transition_union,784,2025-11-03,2025-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9514972568605282,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002195_20241206_risk_on_transition_union,SZ002195_20241206_risk_on_transition_union,SZ002195,2024-12-06,1925,2024-12-09,1926,False,1926,2024-12-09,next_open_execution_anchor,SZ002195_20241206_risk_on_transition_union,1926,2024-12-09,2024-12-06,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9513231245944835,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300671_20210629_risk_on_transition_union,SZ300671_20210629_risk_on_transition_union,SZ300671,2021-06-29,969,2021-06-30,970,False,970,2021-06-30,next_open_execution_anchor,SZ300671_20210629_risk_on_transition_union,970,2021-06-30,2021-06-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9512962182909718,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300394_20250902_risk_on_transition_union,SZ300394_20250902_risk_on_transition_union,SZ300394,2025-09-02,2093,2025-09-03,2094,False,2094,2025-09-03,next_open_execution_anchor,SZ300394_20250902_risk_on_transition_union,2094,2025-09-03,2025-09-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9508946777238654,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH601519_20190401_risk_on_transition_union,SH601519_20190401_risk_on_transition_union,SH601519,2019-04-01,541,2019-04-02,542,False,542,2019-04-02,next_open_execution_anchor,SH601519_20190401_risk_on_transition_union,542,2019-04-02,2019-04-01,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.950763041529982,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002583_20241024_risk_on_transition_union,SZ002583_20241024_risk_on_transition_union,SZ002583,2024-10-24,1894,2024-10-25,1895,False,1895,2024-10-25,next_open_execution_anchor,SZ002583_20241024_risk_on_transition_union,1895,2024-10-25,2024-10-24,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9493059819758021,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002625_20200827_risk_on_transition_union,SZ002625_20200827_risk_on_transition_union,SZ002625,2020-08-27,726,2020-08-28,727,False,727,2020-08-28,next_open_execution_anchor,SZ002625_20200827_risk_on_transition_union,727,2020-08-28,2020-08-27,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9487505311833789,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300712_20210809_risk_on_transition_union,SZ300712_20210809_risk_on_transition_union,SZ300712,2021-08-09,919,2021-08-10,920,False,920,2021-08-10,next_open_execution_anchor,SZ300712_20210809_risk_on_transition_union,920,2021-08-10,2021-08-09,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.9486755565870839,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300455_20200225_risk_on_transition_union,SZ300455_20200225_risk_on_transition_union,SZ300455,2020-02-25,630,2020-02-26,631,False,631,2020-02-26,next_open_execution_anchor,SZ300455_20200225_risk_on_transition_union,631,2020-02-26,2020-02-25,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9484069163827258,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ000564_20241205_risk_on_transition_union,SZ000564_20241205_risk_on_transition_union,SZ000564,2024-12-05,1757,2024-12-06,1758,False,1758,2024-12-06,next_open_execution_anchor,SZ000564_20241205_risk_on_transition_union,1758,2024-12-06,2024-12-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.9476818888590002,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300377_20241205_risk_on_transition_union,SZ300377_20241205_risk_on_transition_union,SZ300377,2024-12-05,1924,2024-12-06,1925,False,1925,2024-12-06,next_open_execution_anchor,SZ300377_20241205_risk_on_transition_union,1925,2024-12-06,2024-12-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9475248836465492,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH601519_20190402_risk_on_transition_union,SH601519_20190402_risk_on_transition_union,SH601519,2019-04-02,542,2019-04-03,543,False,543,2019-04-03,next_open_execution_anchor,SH601519_20190402_risk_on_transition_union,543,2019-04-03,2019-04-02,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9471842113932636,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300502_20250903_risk_on_transition_union,SZ300502_20250903_risk_on_transition_union,SZ300502,2025-09-03,2106,2025-09-04,2107,False,2107,2025-09-04,next_open_execution_anchor,SZ300502_20250903_risk_on_transition_union,2107,2025-09-04,2025-09-03,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9471831862376567,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ000158_20241024_risk_on_transition_union,SZ000158_20241024_risk_on_transition_union,SZ000158,2024-10-24,1885,2024-10-25,1886,False,1886,2024-10-25,next_open_execution_anchor,SZ000158_20241024_risk_on_transition_union,1886,2024-10-25,2024-10-24,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R7_cross_sectional_momentum_rank_jump,candidate_union,0.9470075432292447,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002085_20240419_risk_on_transition_union,SZ002085_20240419_risk_on_transition_union,SZ002085,2024-04-19,1723,2024-04-22,1724,False,1724,2024-04-22,next_open_execution_anchor,SZ002085_20240419_risk_on_transition_union,1724,2024-04-22,2024-04-19,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9464835316864424,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300377_20241107_risk_on_transition_union,SZ300377_20241107_risk_on_transition_union,SZ300377,2024-11-07,1904,2024-11-08,1905,False,1905,2024-11-08,next_open_execution_anchor,SZ300377_20241107_risk_on_transition_union,1905,2024-11-08,2024-11-07,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9464191153743312,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300077_20241031_risk_on_transition_union,SZ300077_20241031_risk_on_transition_union,SZ300077,2024-10-31,1879,2024-11-01,1880,False,1880,2024-11-01,next_open_execution_anchor,SZ300077_20241031_risk_on_transition_union,1880,2024-11-01,2024-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9463118199755958,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ002131_20241204_risk_on_transition_union,SZ002131_20241204_risk_on_transition_union,SZ002131,2024-12-04,1923,2024-12-05,1924,False,1924,2024-12-05,next_open_execution_anchor,SZ002131_20241204_risk_on_transition_union,1924,2024-12-05,2024-12-04,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9462518488640086,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300274_20251029_risk_on_transition_union,SZ300274_20251029_risk_on_transition_union,SZ300274,2025-10-29,2140,2025-10-30,2141,False,2141,2025-10-30,next_open_execution_anchor,SZ300274_20251029_risk_on_transition_union,2141,2025-10-30,2025-10-29,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9461483862899794,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600580_20250918_risk_on_transition_union,SH600580_20250918_risk_on_transition_union,SH600580,2025-09-18,2111,2025-09-19,2112,False,2112,2025-09-19,next_open_execution_anchor,SH600580_20250918_risk_on_transition_union,2112,2025-09-19,2025-09-18,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9460082673637765,True,True,True,True
