source_pool,model_id,threshold_id,event_id,canonical_event_id,instrument,event_t0_date,event_t0_pos,trade_open_date,trade_open_pos,non_executable_next_open,event_window_anchor_pos,event_window_anchor_date,event_window_anchor_status,event_key,replay_anchor_pos,replay_anchor_date,feature_as_of_date,feature_lag_days,feature_join_policy,feature_source_hash,daily_panel_feature_status,event_split,event_regime_bucket,board_bucket,primary_family_id,family_id,cost_bad_score,fast_fail_bad_10d,false_repair_bad_20d,cost_bad_10_20,horizon_complete
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600348_20210813_risk_on_transition_union,SH600348_20210813_risk_on_transition_union,SH600348,2021-08-13,1123,2021-08-16,1124,False,1124,2021-08-16,next_open_execution_anchor,SH600348_20210813_risk_on_transition_union,1124,2021-08-16,2021-08-13,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.938073993787393,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600316_20200901_risk_on_transition_union,SH600316_20200901_risk_on_transition_union,SH600316,2020-09-01,892,2020-09-02,893,False,893,2020-09-02,next_open_execution_anchor,SH600316_20200901_risk_on_transition_union,893,2020-09-02,2020-09-01,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R6_market_breadth_thrust,candidate_union,0.937953714279331,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300318_20200806_risk_on_transition_union,SZ300318_20200806_risk_on_transition_union,SZ300318,2020-08-06,874,2020-08-07,875,False,875,2020-08-07,next_open_execution_anchor,SZ300318_20200806_risk_on_transition_union,875,2020-08-07,2020-08-06,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R6_market_breadth_thrust,candidate_union,0.9376000225569558,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300581_20210723_risk_on_transition_union,SZ300581_20210723_risk_on_transition_union,SZ300581,2021-07-23,1108,2021-07-26,1109,False,1109,2021-07-26,next_open_execution_anchor,SZ300581_20210723_risk_on_transition_union,1109,2021-07-26,2021-07-23,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9366592359571885,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300339_20210610_risk_on_transition_union,SZ300339_20210610_risk_on_transition_union,SZ300339,2021-06-10,1063,2021-06-11,1064,False,1064,2021-06-11,next_open_execution_anchor,SZ300339_20210610_risk_on_transition_union,1064,2021-06-11,2021-06-10,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9366093711297875,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300085_20241031_risk_on_transition_union,SZ300085_20241031_risk_on_transition_union,SZ300085,2024-10-31,1825,2024-11-01,1826,False,1826,2024-11-01,next_open_execution_anchor,SZ300085_20241031_risk_on_transition_union,1826,2024-11-01,2024-10-31,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.9363764170395779,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600776_20190219_risk_on_transition_union,SH600776_20190219_risk_on_transition_union,SH600776,2019-02-19,516,2019-02-20,517,False,517,2019-02-20,next_open_execution_anchor,SH600776_20190219_risk_on_transition_union,517,2019-02-20,2019-02-19,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R2_near_high_volume_expansion,candidate_union,0.9361628446716329,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300002_20230403_risk_on_transition_union,SZ300002_20230403_risk_on_transition_union,SZ300002,2023-04-03,1518,2023-04-04,1519,False,1519,2023-04-04,next_open_execution_anchor,SZ300002_20230403_risk_on_transition_union,1519,2023-04-04,2023-04-03,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,validation,risk_on,chinext,R2_near_high_volume_expansion,candidate_union,0.9356891357976234,False,False,False,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ300803_20241105_risk_on_transition_union,SZ300803_20241105_risk_on_transition_union,SZ300803,2024-11-05,1203,2024-11-06,1204,False,1204,2024-11-06,next_open_execution_anchor,SZ300803_20241105_risk_on_transition_union,1204,2024-11-06,2024-11-05,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R8_persistent_distance_above_ema,candidate_union,0.9354135957277301,True,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SH600110_20210806_risk_on_transition_union,SH600110_20210806_risk_on_transition_union,SH600110,2021-08-06,1110,2021-08-09,1111,False,1111,2021-08-09,next_open_execution_anchor,SH600110_20210806_risk_on_transition_union,1111,2021-08-09,2021-08-06,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,train,risk_on,main_board,R1_relative_strength_breakout,candidate_union,0.9348531840068591,False,True,True,True
08_R_core_event_regime_gated,supervised_joint_cost_rejector,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_080,SZ301377_20250826_risk_on_transition_union,SZ301377_20250826_risk_on_transition_union,SZ301377,2025-08-26,670,2025-08-27,671,False,671,2025-08-27,next_open_execution_anchor,SZ301377_20250826_risk_on_transition_union,671,2025-08-27,2025-08-26,0,latest_same_or_prior_event_t0_date,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,asof_feature_joined,robustness,risk_on,chinext,R1_relative_strength_breakout,candidate_union,0.934433297974922,True,True,True,True
