input_id,path,required,status,sha256,row_count,scope_mapping_status,scope_status,hard_gate_eligible_flag,source_row_filter,source_hash,reconstructed_event_count,source_row_count,published_reference_event_count,reconstructed_vs_published_count_difference,accepted_difference_reason,scope_reconstruction_status
07_canonical_events,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/publishable/tables/topn_multichannel_candidate_event_canonical.csv,True,available,a35a2742075b0ccbacc1745b96851ff3daef869303f07eafee3e6d2bd605bd57,15161,,,,,,,,,,,
07_event_labels,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/local_cache/topn_canonical_event_labels.parquet,True,available,2ad39e2c93f3bdf303e9b01435b5b6c002201510a5b6852c76ddc73d9e7a01a3,15161,,,,,,,,,,,
candidate_family_canonical_events,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_canonical_events.csv.gz,True,available,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,177108,,,,,,,,,,,
candidate_family_event_instances,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_event_instances.csv.gz,True,available,9a289c80732260602a291b7f75908408b832180c28e760847f83212be5b5df12,174894,,,,,,,,,,,
candidate_family_event_labels,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_event_labels.parquet,True,available,a6fbb17753e2f6c7bf54bfeccc2aff03419a9891bd87bb4f75e1667a1f0bd5b8,331318,,,,,,,,,,,
candidate_family_capture,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,True,available,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,857592,,,,,,,,,,,
cross_section_feature_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/cross_section_feature_panel.parquet,True,available,0780c31e1852c90bc7fb453678a8738d64d6de33e3429b22454cc87f6b929d88,912586,,,,,,,,,,,
d_membership,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/post_replay_event_to_episode_retention_source/post_replay_event_episode_membership.parquet,True,available,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,357450,,,,,,,,,,,
d_scope_retention,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_scope_retention_by_split_regime.csv,True,available,d097883a4e36283dff768f42db181860e09f145a8123e30378eb7e61542b6ed8,990,,,,,,,,,,,
d_e1_missed,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_e1_missed_retention_summary.csv,True,available,197e17f7bfb9e49ff31e78bae45bca18560d171496e2d455a906af13fa66df1a,2880,,,,,,,,,,,
d_policy_effect,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_policy_effect_summary.csv,True,available,6e5ea34858357950073e924aba897d24816c21827288a8a74277c43795ba482f,2304,,,,,,,,,,,
d_label_leakage_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_label_leakage_audit.csv,True,available,12a51752e7ff76194bbc4bb1bab4c7159c02c74bf9d950d4a5b4e1cfd2f3c562,6,,,,,,,,,,,
d_source_coverage_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_source_coverage_audit.csv,True,available,3eecfd3e8a61a6f1b00127afcf917ece23730498a7efabf29e6d32afb32c643b,79,,,,,,,,,,,
d_reconciliation,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/post_replay_event_to_episode_retention_source/post_replay_reconciliation_against_a_b_c.csv,True,available,ec914b5768e827d7bdcdcfeacf367d192f4d44e727bb652985f81e4b9d2afae7,291,,,,,,,,,,,
d_contract,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/reports/post_replay_event_to_episode_retention_source/post_replay_retention_source_contract.md,True,available,05d3795e791dfa0af5b1a802550c996444253e0ece37b037839c2f7eb81f4a7d,1,,,,,,,,,,,
07_E1_only,,True,pass,a35a2742075b0ccbacc1745b96851ff3daef869303f07eafee3e6d2bd605bd57,6820,reconstructable_event_membership,reconstructable_event_membership,True,triggered_channels contains E1_early_ema60_repair,a35a2742075b0ccbacc1745b96851ff3daef869303f07eafee3e6d2bd605bd57,6820.0,6820.0,6820.0,0.0,,pass
08_R6_event_regime_gated,,True,pass,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,16204,reconstructable_event_membership,reconstructable_event_membership,True,triggered_family_variants contains R6_market_breadth_thrust__event_regime_gated,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,16204.0,16204.0,16204.0,0.0,,pass
08_R_core_event_regime_gated,,True,pass,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,47914,reconstructable_event_membership,reconstructable_event_membership,True,triggered_family_variants contains any R1/R2/R6/R7/R8 event_regime_gated variant,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,47914.0,47914.0,47929.0,-15.0,A_audit_accepted_R_core_minus_15_published_reference_difference,pass
08_R1_event_regime_gated,,True,pass,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,14363,reconstructable_event_membership,reconstructable_event_membership,True,triggered_family_variants contains R1_relative_strength_breakout__event_regime_gated,1bb1c445d494cb59c57a9fbb5057dfc8b61e34e8f0f8187c27bd9ce209273cb8,14363.0,14363.0,14363.0,0.0,,pass
