instrument_id,episode_id,raw_positive_action_time_rows,positive_rows_after_complete_window_filter,episode_groups_before_first_event_selection,final_winner_event_rows,removed_incomplete_profile_window_rows,removed_split_boundary_rows,stage_a_included
SH600030,r02v2_ep_SH600030_0003,6,6,1,1,0,0,True
SH600030,r02v2_ep_SH600030_0004,3,3,1,1,0,0,True
SH600030,r02v2_ep_SH600030_0005,117,117,1,1,0,0,False
SH600031,r02v2_ep_SH600031_0001,99,99,1,1,0,0,True
SH600031,r02v2_ep_SH600031_0002,2,2,1,1,0,0,True
SH600031,r02v2_ep_SH600031_0003,8,8,1,1,0,0,True
SH600031,r02v2_ep_SH600031_0004,141,141,1,1,0,0,True
SH600036,r02v2_ep_SH600036_0001,12,12,1,1,0,0,True
SH600036,r02v2_ep_SH600036_0002,11,11,1,1,0,0,True
SH600036,r02v2_ep_SH600036_0003,5,5,1,1,0,0,False
SH600036,r02v2_ep_SH600036_0004,3,3,1,1,0,0,False
SH600039,r02v2_ep_SH600039_0001,9,9,1,1,0,0,False
SH600048,r02v2_ep_SH600048_0001,44,44,1,1,0,0,True
SH600048,r02v2_ep_SH600048_0002,1,1,1,1,0,0,False
SH600048,r02v2_ep_SH600048_0003,11,11,1,1,0,0,False
SH600050,r02v2_ep_SH600050_0001,1,1,1,1,0,0,True
SH600050,r02v2_ep_SH600050_0002,114,114,1,1,0,0,False
SH600050,r02v2_ep_SH600050_0003,12,12,1,1,0,0,False
SH600061,r02v2_ep_SH600061_0001,1,1,1,1,0,0,True
SH600061,r02v2_ep_SH600061_0002,7,7,1,1,0,0,True
SH600085,r02v2_ep_SH600085_0001,1,1,1,1,0,0,False
SH600085,r02v2_ep_SH600085_0002,1,1,1,1,0,0,False
SH600089,r02v2_ep_SH600089_0001,85,85,1,1,0,0,False
SH600089,r02v2_ep_SH600089_0002,63,63,1,1,0,0,False
SH600104,r02v2_ep_SH600104_0001,67,67,1,1,0,0,True
SH600104,r02v2_ep_SH600104_0002,68,68,1,1,0,0,False
SH600111,r02v2_ep_SH600111_0001,3,3,1,1,0,0,True
SH600111,r02v2_ep_SH600111_0002,120,120,1,1,0,0,True
SH600111,r02v2_ep_SH600111_0003,1,1,1,1,0,0,False
SH600111,r02v2_ep_SH600111_0004,67,67,1,1,0,0,False
SH600111,r02v2_ep_SH600111_0005,113,113,1,1,0,0,False
SH600115,r02v2_ep_SH600115_0001,86,86,1,1,0,0,True
SH600115,r02v2_ep_SH600115_0002,3,3,1,1,0,0,False
SH600132,r02v2_ep_SH600132_0001,109,109,1,1,0,0,True
SH600150,r02v2_ep_SH600150_0001,82,82,1,1,0,0,True
SH600150,r02v2_ep_SH600150_0002,50,50,1,1,0,0,False
SH600150,r02v2_ep_SH600150_0003,5,5,1,1,0,0,False
SH600150,r02v2_ep_SH600150_0004,2,2,1,1,0,0,False
SH600150,r02v2_ep_SH600150_0005,5,5,1,1,0,0,False
SH600160,r02v2_ep_SH600160_0001,68,68,1,1,0,0,False
SH600176,r02v2_ep_SH600176_0001,62,62,1,1,0,0,True
SH600176,r02v2_ep_SH600176_0002,1,1,1,1,0,0,True
SH600176,r02v2_ep_SH600176_0003,2,2,1,1,0,0,True
SH600183,r02v2_ep_SH600183_0001,20,20,1,1,0,0,True
SH600183,r02v2_ep_SH600183_0002,128,128,1,1,0,0,False
SH600188,r02v2_ep_SH600188_0001,34,34,1,1,0,0,True
SH600188,r02v2_ep_SH600188_0002,3,3,1,1,0,0,True
SH600188,r02v2_ep_SH600188_0003,88,88,1,1,0,0,True
SH600188,r02v2_ep_SH600188_0004,112,112,1,1,0,0,False
SH600196,r02v2_ep_SH600196_0001,1,1,1,1,0,0,True
SH600196,r02v2_ep_SH600196_0002,4,4,1,1,0,0,True
SH600196,r02v2_ep_SH600196_0003,3,3,1,1,0,0,True
SH600196,r02v2_ep_SH600196_0004,129,129,1,1,0,0,True
SH600196,r02v2_ep_SH600196_0005,70,70,1,1,0,0,True
SH600233,r02v2_ep_SH600233_0001,1,1,1,1,0,0,False
SH600256,r02v2_ep_SH600256_0001,92,92,1,1,0,0,False
SH600276,r02v2_ep_SH600276_0001,28,28,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0002,5,5,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0003,17,17,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0004,21,21,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0005,1,1,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0006,1,1,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0007,6,6,1,1,0,0,True
SH600276,r02v2_ep_SH600276_0008,1,1,1,1,0,0,False
SH600276,r02v2_ep_SH600276_0009,19,19,1,1,0,0,False
SH600309,r02v2_ep_SH600309_0001,23,23,1,1,0,0,True
SH600309,r02v2_ep_SH600309_0002,205,205,1,1,0,0,True
SH600332,r02v2_ep_SH600332_0001,1,1,1,1,0,0,True
SH600340,r02v2_ep_SH600340_0001,50,50,1,1,0,0,True
SH600340,r02v2_ep_SH600340_0002,26,26,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0001,1,1,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0002,3,3,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0003,5,5,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0004,5,5,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0005,202,202,1,1,0,0,True
SH600346,r02v2_ep_SH600346_0006,3,3,1,1,0,0,False
SH600352,r02v2_ep_SH600352_0001,2,2,1,1,0,0,True
SH600362,r02v2_ep_SH600362_0001,109,109,1,1,0,0,True
SH600362,r02v2_ep_SH600362_0002,30,30,1,1,0,0,False
SH600362,r02v2_ep_SH600362_0003,64,64,1,1,0,0,False
SH600383,r02v2_ep_SH600383_0001,61,61,1,1,0,0,True
SH600383,r02v2_ep_SH600383_0002,6,6,1,1,0,0,True
SH600406,r02v2_ep_SH600406_0001,49,49,1,1,0,0,True
SH600406,r02v2_ep_SH600406_0002,6,6,1,1,0,0,True
SH600406,r02v2_ep_SH600406_0003,59,59,1,1,0,0,True
SH600415,r02v2_ep_SH600415_0001,7,7,1,1,0,0,False
SH600415,r02v2_ep_SH600415_0002,85,85,1,1,0,0,False
SH600418,r02v2_ep_SH600418_0001,8,8,1,1,0,0,False
SH600418,r02v2_ep_SH600418_0002,60,60,1,1,0,0,False
SH600426,r02v2_ep_SH600426_0001,2,2,1,1,0,0,True
SH600426,r02v2_ep_SH600426_0002,7,7,1,1,0,0,True
SH600436,r02v2_ep_SH600436_0001,16,16,1,1,0,0,True
SH600436,r02v2_ep_SH600436_0002,321,321,1,1,0,0,True
SH600438,r02v2_ep_SH600438_0001,3,3,1,1,0,0,True
SH600438,r02v2_ep_SH600438_0002,12,12,1,1,0,0,True
SH600438,r02v2_ep_SH600438_0003,226,226,1,1,0,0,True
SH600438,r02v2_ep_SH600438_0004,78,78,1,1,0,0,True
SH600438,r02v2_ep_SH600438_0005,94,94,1,1,0,0,False
SH600438,r02v2_ep_SH600438_0006,73,73,1,1,0,0,False
SH600438,r02v2_ep_SH600438_0007,41,41,1,1,0,0,False
SH600460,r02v2_ep_SH600460_0001,16,16,1,1,0,0,True
SH600489,r02v2_ep_SH600489_0001,23,23,1,1,0,0,False
SH600489,r02v2_ep_SH600489_0002,67,67,1,1,0,0,False
SH600519,r02v2_ep_SH600519_0001,4,4,1,1,0,0,True
SH600519,r02v2_ep_SH600519_0002,78,78,1,1,0,0,True
SH600519,r02v2_ep_SH600519_0003,69,69,1,1,0,0,True
SH600519,r02v2_ep_SH600519_0004,50,50,1,1,0,0,True
SH600522,r02v2_ep_SH600522_0001,62,62,1,1,0,0,False
SH600547,r02v2_ep_SH600547_0001,88,88,1,1,0,0,True
SH600547,r02v2_ep_SH600547_0002,4,4,1,1,0,0,True
SH600547,r02v2_ep_SH600547_0003,17,17,1,1,0,0,False
SH600547,r02v2_ep_SH600547_0004,28,28,1,1,0,0,False
SH600547,r02v2_ep_SH600547_0005,1,1,1,1,0,0,False
SH600547,r02v2_ep_SH600547_0006,11,11,1,1,0,0,False
SH600547,r02v2_ep_SH600547_0007,3,3,1,1,0,0,False
SH600570,r02v2_ep_SH600570_0001,2,2,1,1,0,0,True
SH600570,r02v2_ep_SH600570_0002,113,113,1,1,0,0,True
SH600570,r02v2_ep_SH600570_0003,9,9,1,1,0,0,False
SH600570,r02v2_ep_SH600570_0004,28,28,1,1,0,0,False
SH600570,r02v2_ep_SH600570_0005,5,5,1,1,0,0,False
SH600570,r02v2_ep_SH600570_0006,1,1,1,1,0,0,False
SH600584,r02v2_ep_SH600584_0001,3,3,1,1,0,0,True
SH600584,r02v2_ep_SH600584_0002,5,5,1,1,0,0,True
SH600584,r02v2_ep_SH600584_0003,1,1,1,1,0,0,False
SH600584,r02v2_ep_SH600584_0004,30,30,1,1,0,0,False
SH600585,r02v2_ep_SH600585_0001,6,6,1,1,0,0,True
SH600585,r02v2_ep_SH600585_0002,14,14,1,1,0,0,True
SH600585,r02v2_ep_SH600585_0003,4,4,1,1,0,0,True
SH600585,r02v2_ep_SH600585_0004,1,1,1,1,0,0,True
SH600588,r02v2_ep_SH600588_0001,1,1,1,1,0,0,True
SH600588,r02v2_ep_SH600588_0002,28,28,1,1,0,0,True
SH600588,r02v2_ep_SH600588_0003,165,165,1,1,0,0,True
SH600588,r02v2_ep_SH600588_0004,3,3,1,1,0,0,False
SH600588,r02v2_ep_SH600588_0005,15,15,1,1,0,0,False
SH600600,r02v2_ep_SH600600_0001,5,5,1,1,0,0,True
SH600600,r02v2_ep_SH600600_0002,112,112,1,1,0,0,True
SH600600,r02v2_ep_SH600600_0003,4,4,1,1,0,0,True
SH600600,r02v2_ep_SH600600_0004,6,6,1,1,0,0,True
SH600600,r02v2_ep_SH600600_0005,1,1,1,1,0,0,False
SH600600,r02v2_ep_SH600600_0006,1,1,1,1,0,0,False
SH600600,r02v2_ep_SH600600_0007,1,1,1,1,0,0,False
SH600606,r02v2_ep_SH600606_0001,11,11,1,1,0,0,True
SH600606,r02v2_ep_SH600606_0002,5,5,1,1,0,0,True
SH600606,r02v2_ep_SH600606_0003,102,102,1,1,0,0,True
SH600660,r02v2_ep_SH600660_0001,5,5,1,1,0,0,True
SH600660,r02v2_ep_SH600660_0002,148,148,1,1,0,0,True
SH600690,r02v2_ep_SH600690_0001,5,5,1,1,0,0,True
SH600690,r02v2_ep_SH600690_0002,2,2,1,1,0,0,True
SH600690,r02v2_ep_SH600690_0003,93,93,1,1,0,0,True
SH600690,r02v2_ep_SH600690_0004,17,17,1,1,0,0,False
SH600703,r02v2_ep_SH600703_0001,1,1,1,1,0,0,True
SH600703,r02v2_ep_SH600703_0002,88,88,1,1,0,0,True
SH600703,r02v2_ep_SH600703_0003,5,5,1,1,0,0,True
SH600703,r02v2_ep_SH600703_0004,13,13,1,1,0,0,True
SH600703,r02v2_ep_SH600703_0005,81,81,1,1,0,0,True
SH600703,r02v2_ep_SH600703_0006,6,6,1,1,0,0,False
SH600703,r02v2_ep_SH600703_0007,2,2,1,1,0,0,False
SH600732,r02v2_ep_SH600732_0001,18,18,1,1,0,0,False
SH600741,r02v2_ep_SH600741_0001,2,2,1,1,0,0,True
SH600741,r02v2_ep_SH600741_0002,72,72,1,1,0,0,True
SH600745,r02v2_ep_SH600745_0001,4,4,1,1,0,0,True
SH600745,r02v2_ep_SH600745_0002,53,53,1,1,0,0,True
SH600745,r02v2_ep_SH600745_0003,6,6,1,1,0,0,True
SH600745,r02v2_ep_SH600745_0004,3,3,1,1,0,0,True
SH600760,r02v2_ep_SH600760_0001,1,1,1,1,0,0,True
SH600760,r02v2_ep_SH600760_0002,98,98,1,1,0,0,True
SH600760,r02v2_ep_SH600760_0003,69,69,1,1,0,0,True
SH600760,r02v2_ep_SH600760_0004,4,4,1,1,0,0,False
SH600760,r02v2_ep_SH600760_0005,65,65,1,1,0,0,False
SH600760,r02v2_ep_SH600760_0006,47,47,1,1,0,0,False
SH600763,r02v2_ep_SH600763_0001,127,127,1,1,0,0,True
SH600763,r02v2_ep_SH600763_0002,31,31,1,1,0,0,True
SH600779,r02v2_ep_SH600779_0001,1,1,1,1,0,0,True
SH600795,r02v2_ep_SH600795_0001,23,23,1,1,0,0,False
SH600795,r02v2_ep_SH600795_0002,12,12,1,1,0,0,False
SH600795,r02v2_ep_SH600795_0003,3,3,1,1,0,0,False
SH600809,r02v2_ep_SH600809_0001,18,18,1,1,0,0,True
SH600809,r02v2_ep_SH600809_0002,6,6,1,1,0,0,True
SH600809,r02v2_ep_SH600809_0003,258,258,1,1,0,0,True
SH600809,r02v2_ep_SH600809_0004,29,29,1,1,0,0,True
SH600809,r02v2_ep_SH600809_0005,5,5,1,1,0,0,False
SH600837,r02v2_ep_SH600837_0001,114,114,1,1,0,0,True
SH600837,r02v2_ep_SH600837_0002,1,1,1,1,0,0,True
SH600837,r02v2_ep_SH600837_0003,99,99,1,1,0,0,False
SH600839,r02v2_ep_SH600839_0001,1,1,1,1,0,0,False
SH600845,r02v2_ep_SH600845_0001,46,46,1,1,0,0,True
SH600845,r02v2_ep_SH600845_0002,53,53,1,1,0,0,True
SH600845,r02v2_ep_SH600845_0003,15,15,1,1,0,0,False
SH600845,r02v2_ep_SH600845_0004,14,14,1,1,0,0,False
SH600875,r02v2_ep_SH600875_0001,29,29,1,1,0,0,False
SH600875,r02v2_ep_SH600875_0002,34,34,1,1,0,0,False
SH600886,r02v2_ep_SH600886_0001,1,1,1,1,0,0,False
SH600887,r02v2_ep_SH600887_0001,2,2,1,1,0,0,True
SH600887,r02v2_ep_SH600887_0002,17,17,1,1,0,0,True
SH600887,r02v2_ep_SH600887_0003,10,10,1,1,0,0,True
SH600887,r02v2_ep_SH600887_0004,34,34,1,1,0,0,True
SH600893,r02v2_ep_SH600893_0001,51,51,1,1,0,0,True
SH600893,r02v2_ep_SH600893_0002,95,95,1,1,0,0,True
SH600893,r02v2_ep_SH600893_0003,34,34,1,1,0,0,True
SH600893,r02v2_ep_SH600893_0004,2,2,1,1,0,0,True
SH600893,r02v2_ep_SH600893_0005,5,5,1,1,0,0,False
SH600926,r02v2_ep_SH600926_0001,79,79,1,1,0,0,True
SH600938,r02v2_ep_SH600938_0001,28,28,1,1,0,0,False
SH600941,r02v2_ep_SH600941_0001,52,52,1,1,0,0,False
SH600956,r02v2_ep_SH600956_0001,25,25,1,1,0,0,True
SH600958,r02v2_ep_SH600958_0001,34,34,1,1,0,0,True
SH600958,r02v2_ep_SH600958_0002,43,43,1,1,0,0,True
SH600958,r02v2_ep_SH600958_0003,1,1,1,1,0,0,True
SH600958,r02v2_ep_SH600958_0004,92,92,1,1,0,0,True
SH600958,r02v2_ep_SH600958_0005,5,5,1,1,0,0,False
SH600958,r02v2_ep_SH600958_0006,61,61,1,1,0,0,False
SH600989,r02v2_ep_SH600989_0001,191,191,1,1,0,0,True
SH600999,r02v2_ep_SH600999_0001,26,26,1,1,0,0,True
SH600999,r02v2_ep_SH600999_0002,2,2,1,1,0,0,True
SH600999,r02v2_ep_SH600999_0003,114,114,1,1,0,0,True
SH600999,r02v2_ep_SH600999_0004,114,114,1,1,0,0,False
SH601012,r02v2_ep_SH601012_0001,4,4,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0002,24,24,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0003,9,9,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0004,238,238,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0005,29,29,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0006,1,1,1,1,0,0,True
SH601012,r02v2_ep_SH601012_0007,5,5,1,1,0,0,False
SH601012,r02v2_ep_SH601012_0008,28,28,1,1,0,0,False
SH601012,r02v2_ep_SH601012_0009,33,33,1,1,0,0,False
SH601066,r02v2_ep_SH601066_0001,47,47,1,1,0,0,True
SH601066,r02v2_ep_SH601066_0002,224,224,1,1,0,0,True
SH601066,r02v2_ep_SH601066_0003,87,87,1,1,0,0,False
SH601088,r02v2_ep_SH601088_0001,16,16,1,1,0,0,False
SH601100,r02v2_ep_SH601100_0001,165,165,1,1,0,0,True
SH601100,r02v2_ep_SH601100_0002,16,16,1,1,0,0,True
SH601100,r02v2_ep_SH601100_0003,2,2,1,1,0,0,False
SH601100,r02v2_ep_SH601100_0004,13,13,1,1,0,0,False
SH601100,r02v2_ep_SH601100_0005,137,137,1,1,0,0,False
SH601100,r02v2_ep_SH601100_0006,36,36,1,1,0,0,False
SH601111,r02v2_ep_SH601111_0001,19,19,1,1,0,0,True
SH601111,r02v2_ep_SH601111_0002,34,34,1,1,0,0,True
SH601127,r02v2_ep_SH601127_0001,5,5,1,1,0,0,True
SH601127,r02v2_ep_SH601127_0002,92,92,1,1,0,0,False
SH601127,r02v2_ep_SH601127_0003,4,4,1,1,0,0,False
SH601127,r02v2_ep_SH601127_0004,14,14,1,1,0,0,False
SH601127,r02v2_ep_SH601127_0005,25,25,1,1,0,0,False
SH601127,r02v2_ep_SH601127_0006,107,107,1,1,0,0,False
SH601138,r02v2_ep_SH601138_0001,44,44,1,1,0,0,True
SH601138,r02v2_ep_SH601138_0002,33,33,1,1,0,0,True
SH601138,r02v2_ep_SH601138_0003,166,166,1,1,0,0,False
SH601138,r02v2_ep_SH601138_0004,37,37,1,1,0,0,False
SH601138,r02v2_ep_SH601138_0005,1,1,1,1,0,0,False
SH601138,r02v2_ep_SH601138_0006,106,106,1,1,0,0,False
SH601155,r02v2_ep_SH601155_0001,108,108,1,1,0,0,True
SH601155,r02v2_ep_SH601155_0002,47,47,1,1,0,0,True
SH601155,r02v2_ep_SH601155_0003,54,54,1,1,0,0,True
SH601166,r02v2_ep_SH601166_0001,75,75,1,1,0,0,True
SH601186,r02v2_ep_SH601186_0001,4,4,1,1,0,0,True
SH601186,r02v2_ep_SH601186_0002,81,81,1,1,0,0,False
SH601186,r02v2_ep_SH601186_0003,1,1,1,1,0,0,False
SH601211,r02v2_ep_SH601211_0001,18,18,1,1,0,0,True
SH601211,r02v2_ep_SH601211_0002,93,93,1,1,0,0,False
SH601216,r02v2_ep_SH601216_0001,3,3,1,1,0,0,True
SH601225,r02v2_ep_SH601225_0001,24,24,1,1,0,0,True
SH601225,r02v2_ep_SH601225_0002,14,14,1,1,0,0,True
SH601225,r02v2_ep_SH601225_0003,40,40,1,1,0,0,True
SH601225,r02v2_ep_SH601225_0004,87,87,1,1,0,0,False
SH601236,r02v2_ep_SH601236_0001,16,16,1,1,0,0,True
SH601238,r02v2_ep_SH601238_0001,44,44,1,1,0,0,True
SH601238,r02v2_ep_SH601238_0002,10,10,1,1,0,0,True
SH601238,r02v2_ep_SH601238_0003,93,93,1,1,0,0,True
SH601238,r02v2_ep_SH601238_0004,35,35,1,1,0,0,False
SH601238,r02v2_ep_SH601238_0005,2,2,1,1,0,0,False
SH601288,r02v2_ep_SH601288_0001,44,44,1,1,0,0,False
SH601318,r02v2_ep_SH601318_0001,28,28,1,1,0,0,True
SH601318,r02v2_ep_SH601318_0002,64,64,1,1,0,0,False
SH601319,r02v2_ep_SH601319_0001,76,76,1,1,0,0,False
SH601336,r02v2_ep_SH601336_0001,34,34,1,1,0,0,True
SH601336,r02v2_ep_SH601336_0002,82,82,1,1,0,0,True
SH601336,r02v2_ep_SH601336_0003,27,27,1,1,0,0,False
SH601336,r02v2_ep_SH601336_0004,37,37,1,1,0,0,False
SH601336,r02v2_ep_SH601336_0005,117,117,1,1,0,0,False
SH601336,r02v2_ep_SH601336_0006,1,1,1,1,0,0,False
SH601360,r02v2_ep_SH601360_0001,10,10,1,1,0,0,True
SH601360,r02v2_ep_SH601360_0002,47,47,1,1,0,0,False
SH601360,r02v2_ep_SH601360_0003,36,36,1,1,0,0,False
SH601360,r02v2_ep_SH601360_0004,94,94,1,1,0,0,False
SH601390,r02v2_ep_SH601390_0001,92,92,1,1,0,0,False
SH601600,r02v2_ep_SH601600_0001,165,165,1,1,0,0,True
SH601600,r02v2_ep_SH601600_0002,28,28,1,1,0,0,False
SH601600,r02v2_ep_SH601600_0003,21,21,1,1,0,0,False
SH601600,r02v2_ep_SH601600_0004,48,48,1,1,0,0,False
SH601601,r02v2_ep_SH601601_0001,10,10,1,1,0,0,True
SH601601,r02v2_ep_SH601601_0002,24,24,1,1,0,0,False
SH601601,r02v2_ep_SH601601_0003,36,36,1,1,0,0,False
SH601601,r02v2_ep_SH601601_0004,1,1,1,1,0,0,False
SH601615,r02v2_ep_SH601615_0001,4,4,1,1,0,0,False
SH601618,r02v2_ep_SH601618_0001,86,86,1,1,0,0,True
SH601618,r02v2_ep_SH601618_0002,7,7,1,1,0,0,False
SH601628,r02v2_ep_SH601628_0001,3,3,1,1,0,0,True
SH601628,r02v2_ep_SH601628_0002,16,16,1,1,0,0,True
SH601628,r02v2_ep_SH601628_0003,92,92,1,1,0,0,True
SH601628,r02v2_ep_SH601628_0004,1,1,1,1,0,0,False
SH601628,r02v2_ep_SH601628_0005,100,100,1,1,0,0,False
SH601633,r02v2_ep_SH601633_0001,79,79,1,1,0,0,True
SH601633,r02v2_ep_SH601633_0002,224,224,1,1,0,0,True
SH601633,r02v2_ep_SH601633_0003,99,99,1,1,0,0,True
SH601633,r02v2_ep_SH601633_0004,32,32,1,1,0,0,False
SH601669,r02v2_ep_SH601669_0001,101,101,1,1,0,0,True
SH601669,r02v2_ep_SH601669_0002,102,102,1,1,0,0,False
SH601688,r02v2_ep_SH601688_0001,45,45,1,1,0,0,True
SH601688,r02v2_ep_SH601688_0002,8,8,1,1,0,0,True
SH601688,r02v2_ep_SH601688_0003,98,98,1,1,0,0,False
SH601688,r02v2_ep_SH601688_0004,8,8,1,1,0,0,False
SH601689,r02v2_ep_SH601689_0001,95,95,1,1,0,0,False
SH601689,r02v2_ep_SH601689_0002,1,1,1,1,0,0,False
SH601689,r02v2_ep_SH601689_0003,12,12,1,1,0,0,False
SH601689,r02v2_ep_SH601689_0004,90,90,1,1,0,0,False
SH601689,r02v2_ep_SH601689_0005,63,63,1,1,0,0,False
SH601698,r02v2_ep_SH601698_0001,48,48,1,1,0,0,True
SH601698,r02v2_ep_SH601698_0002,1,1,1,1,0,0,False
SH601698,r02v2_ep_SH601698_0003,46,46,1,1,0,0,False
SH601698,r02v2_ep_SH601698_0004,116,116,1,1,0,0,False
SH601698,r02v2_ep_SH601698_0005,2,2,1,1,0,0,False
SH601699,r02v2_ep_SH601699_0001,9,9,1,1,0,0,False
SH601699,r02v2_ep_SH601699_0002,4,4,1,1,0,0,False
SH601727,r02v2_ep_SH601727_0001,123,123,1,1,0,0,False
SH601727,r02v2_ep_SH601727_0002,6,6,1,1,0,0,False
SH601727,r02v2_ep_SH601727_0003,1,1,1,1,0,0,False
SH601728,r02v2_ep_SH601728_0001,107,107,1,1,0,0,False
SH601766,r02v2_ep_SH601766_0001,12,12,1,1,0,0,False
SH601788,r02v2_ep_SH601788_0001,115,115,1,1,0,0,True
SH601788,r02v2_ep_SH601788_0002,59,59,1,1,0,0,False
SH601788,r02v2_ep_SH601788_0003,10,10,1,1,0,0,False
SH601800,r02v2_ep_SH601800_0001,47,47,1,1,0,0,True
SH601800,r02v2_ep_SH601800_0002,68,68,1,1,0,0,False
SH601800,r02v2_ep_SH601800_0003,15,15,1,1,0,0,False
SH601808,r02v2_ep_SH601808_0001,40,40,1,1,0,0,True
SH601808,r02v2_ep_SH601808_0002,79,79,1,1,0,0,True
SH601808,r02v2_ep_SH601808_0003,6,6,1,1,0,0,False
SH601857,r02v2_ep_SH601857_0001,23,23,1,1,0,0,True
SH601857,r02v2_ep_SH601857_0002,100,100,1,1,0,0,False
SH601857,r02v2_ep_SH601857_0003,8,8,1,1,0,0,False
SH601865,r02v2_ep_SH601865_0001,3,3,1,1,0,0,True
SH601865,r02v2_ep_SH601865_0002,2,2,1,1,0,0,True
SH601865,r02v2_ep_SH601865_0003,95,95,1,1,0,0,True
SH601872,r02v2_ep_SH601872_0001,16,16,1,1,0,0,False
SH601872,r02v2_ep_SH601872_0002,14,14,1,1,0,0,False
SH601877,r02v2_ep_SH601877_0001,2,2,1,1,0,0,True
SH601877,r02v2_ep_SH601877_0002,3,3,1,1,0,0,True
SH601877,r02v2_ep_SH601877_0003,96,96,1,1,0,0,True
SH601877,r02v2_ep_SH601877_0004,1,1,1,1,0,0,False
SH601881,r02v2_ep_SH601881_0001,116,116,1,1,0,0,True
SH601881,r02v2_ep_SH601881_0002,86,86,1,1,0,0,True
SH601881,r02v2_ep_SH601881_0003,46,46,1,1,0,0,False
SH601881,r02v2_ep_SH601881_0004,12,12,1,1,0,0,False
SH601881,r02v2_ep_SH601881_0005,76,76,1,1,0,0,False
SH601888,r02v2_ep_SH601888_0001,16,16,1,1,0,0,True
SH601888,r02v2_ep_SH601888_0002,48,48,1,1,0,0,True
SH601888,r02v2_ep_SH601888_0003,3,3,1,1,0,0,True
SH601888,r02v2_ep_SH601888_0004,47,47,1,1,0,0,True
SH601888,r02v2_ep_SH601888_0005,236,236,1,1,0,0,True
SH601888,r02v2_ep_SH601888_0006,10,10,1,1,0,0,False
SH601888,r02v2_ep_SH601888_0007,25,25,1,1,0,0,False
SH601898,r02v2_ep_SH601898_0001,131,131,1,1,0,0,True
SH601898,r02v2_ep_SH601898_0002,49,49,1,1,0,0,False
SH601898,r02v2_ep_SH601898_0003,5,5,1,1,0,0,False
SH601899,r02v2_ep_SH601899_0001,1,1,1,1,0,0,True
SH601899,r02v2_ep_SH601899_0002,5,5,1,1,0,0,True
SH601899,r02v2_ep_SH601899_0003,211,211,1,1,0,0,True
SH601899,r02v2_ep_SH601899_0004,27,27,1,1,0,0,False
